"IDRSSD"	RCFD1248	RCFD1249	RCFD1250	RCFD1251	RCFD1252	RCFD1253	RCFD1254	RCFD1255	RCFD1256	RCFD1583	RCFD1594	RCFD1597	RCFD3505	RCFD3506	RCFD3507	RCFD3529	RCFD3530	RCFD5377	RCFD5378	RCFD5379	RCFD5380	RCFD5381	RCFD5382	RCFD5389	RCFD5390	RCFD5391	RCFD5459	RCFD5460	RCFD5461	RCFD6558	RCFD6559	RCFD6560	RCFDB575	RCFDB576	RCFDB577	RCFDC226	RCFDC240	RCFDC241	RCFDC410	RCFDC411	RCFDF166	RCFDF167	RCFDF168	RCFDF169	RCFDF170	RCFDF171	RCFDF664	RCFDF665	RCFDF666	RCFDF667	RCFDF668	RCFDF669	RCFDK036	RCFDK037	RCFDK038	RCFDK039	RCFDK040	RCFDK041	RCFDK042	RCFDK043	RCFDK044	RCFDK072	RCFDK073	RCFDK074	RCFDK075	RCFDK076	RCFDK077	RCFDK078	RCFDK079	RCFDK080	RCFDK081	RCFDK082	RCFDK083	RCFDK084	RCFDK085	RCFDK086	RCFDK087	RCFDK088	RCFDK089	RCFDK091	RCFDK092	RCFDK093	RCFDK095	RCFDK096	RCFDK097	RCFDK099	RCFDK100	RCFDK101	RCFDK102	RCFDK103	RCFDK104	RCFDK120	RCFDK121	RCFDK122	RCFDK123	RCFDK124	RCFDK125	RCFDK126	RCFDK127	RCFDK128	RCFDK134	RCFDK135	RCFDK136	RCFDK138	RCFDK139	RCFDK140	RCFDK213	RCFDK214	RCFDK215	RCFDK216	RCFDK217	RCFDK218	RCFDK269	RCFDK271	RCFDK272	RCFDK274	RCFDK275	RCFDK276	RCFDK277	RCFDK278	RCFDK279	RCFDK280	RCFDK281	RCFDK282	RCFDK283	RCFDK284	RCFDK285	RCFDK286	RCFDK287	RCFDK288	RCFNB572	RCFNB573	RCFNB574	RCFNK291	RCFNK292	RCFNK293	RCFNK294	RCFNK295	RCFNK296	RCON1226	RCON1227	RCON1228	RCON1248	RCON1249	RCON1250	RCON1254	RCON1255	RCON1256	RCON1583	RCON1594	RCON1597	RCON1606	RCON1607	RCON1608	RCON3493	RCON3494	RCON3495	RCON3499	RCON3500	RCON3501	RCON3505	RCON3506	RCON3507	RCON3529	RCON3530	RCON5380	RCON5381	RCON5382	RCON5389	RCON5390	RCON5391	RCON5398	RCON5399	RCON5400	RCON5459	RCON5460	RCON5461	RCON6558	RCON6559	RCON6560	RCONB575	RCONB576	RCONB577	RCONB834	RCONB835	RCONB836	RCONC226	RCONC229	RCONC230	RCONC236	RCONC237	RCONC238	RCONC239	RCONC240	RCONC241	RCONC410	RCONC411	RCONF166	RCONF167	RCONF168	RCONF172	RCONF173	RCONF174	RCONF175	RCONF176	RCONF177	RCONF178	RCONF179	RCONF180	RCONF181	RCONF182	RCONF183	RCONF661	RCONF662	RCONF663	RCONF664	RCONF665	RCONF666	RCONF667	RCONF668	RCONF669	RCONK036	RCONK037	RCONK038	RCONK039	RCONK040	RCONK041	RCONK042	RCONK043	RCONK044	RCONK045	RCONK046	RCONK047	RCONK048	RCONK049	RCONK050	RCONK051	RCONK052	RCONK053	RCONK054	
253730																																																																																																																																												0	0	0										0	0	74	900	0	18	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	186	0	333	472	100	0	0	0	0	0				0	2	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
253776																																																																																																																																												0	0	0										0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	348	508	0	0	0	0	0	0				0	19	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
254317																																																																																																																																												0	0	0	0	0	0	0	0	0	0	0	0	46	49	38	0	0	0	0	0	0	0	0	1344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
254504																																																																																																																																												0	0	0										25	0	10	0	0	0	0	0	0	0	0	0						0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169	18	223	0	0	0	0	0	0	0				22	0	19	0	0	0	241	7	0	0	672	518	0	0	0	0	0	0	0	0	0	0	0	24	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	
254652																																																																																																																																												0	0	0							0	0	0	32	0	41	0	0	181	0	0	1826	0	0	0						0	0	0	0	0	0	111	0	0	0	0	0	0	0	0	0	0	0	0	50	0	82	33	0	0	0	0	0	0				0	0	0	0	0	0	0	227	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
254670																																																																																																																																												0	0	0										0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
254849																																																																																																																																												0	0	0										682	50	62	0	0	0	0	0	115	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	473	2	488	22	3	0	0	0	355	0				0	0	0	0	0	0	0	0	0	0	543	311	0	0	189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
255136																																																																																																																																												0	0	0	0	0	0	0	0	0	0	0	0	463	0	15	0	0	0	1919	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	1	0	0	0	0	0	26	0	0	0	0	0	0	2442	147	2022	0	0	0	0	0	0	0	0	0	0	379	2376	838	0	4183	7267	174	1049	0	0	120	528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
255350																																																																																																																																												0	0	0										356	0	27	0	0	0	0	0	0	0	0	0						0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	68	0	0	0	0	130	61				0	0	0	0	0	0	439	0	0	0	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
255547																																																																																																																																												0	0	0							0	0	0	13	84	0	383	0	0	0	0	0	0	0	0						0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	928	0	803	570	0	4	0	0	138	39				0	0	0	0	0	0	0	0	0	281	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
255556																																																																																																																																												0	0	0										0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
255574																																																																																																																																												0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0	170	0	0	0	0	0	0	0	0	0	0	0	0	0	6235	75	1820	0	104	0	0	0	2999	0	0	0	0	0	1295	0	0	0	1861	0	5124	0	0	0	187	0	0	1514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
255659																																																																																																																																												0	0	0	0	0	0	0	0	0	69	89	28	1961	16	689	312	0	3378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	433	122	694	69	0	0	0	8	24	8	0	0	0	0	2258	152	1916	0	23	8	0	0	3024	0	0	0	0	44	0	153	642	5545	1763	204	589	0	0	5613	3806	0	0	1537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
255873																																																																																																																																												0	0	0										0	0	154	0	0	0	0	0	0	0	0	0						0	0	0	0	0	54	0	0	0	0	0	0	1	0	9	0	0	0	0	539	287	0	0	12	0	0	0	1121	0				0	0	0	0	0	1975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
256049																																																																																																																																												0	0	0										0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0				0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
256058																																																																																																																																												0	0	0							0	0	0	0	0	3	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	759	0				0	0	0	0	0	329	0	0	0	0	0	382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
256179																																																																																																																																												0	0	0							0	0	0	189	0	213	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	209	0	217	0	0	0	0	0	0	0	0	0	0	171	0	102	0	0	0	0	0	129	0				0	278	0	0	0	0	20	0	0	0	631	37	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
256553																																																																																																																																												0	0	0	0	0	0	0	0	0	626	2081	105	2010	140	5103	516	319	1125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	200	178	2382	123	626	0	0	0	0	0	0	0	0	0	0	727	631	1386	524	149	24	0	0	1354	0	0	0	0	0	0	0	902	0	3077	534	692	8	918	3896	632	0	0	0	0	0	0	0	0	0	130	58	0	124	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
256964																																																																																																																																												0	0	0										25	0	322	734	0	26	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	238	0	477	30	40	0	0	0	0	0				0	858	0	0	0	24	2814	232	0	0	700	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
257233																																																																																																																																												0	0	0	0	0	0	0	0	0	0	0	0	281	0	0	355	0	394	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	31	1	0	0	0	0	0	386	0	368	0	0	0	0	0	0	0	0	0	0	0	172	0	0	0	0	1242	0	0	0	388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
257345																																																																																																																																												0	0	0							0	0	0	90	0	307	347	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	534	2	437	0	13	0	0	0	294	0				0	0	0	0	0	0	286	0	0	0	327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
257466																																																																																																																																												0	0	0							0	0	0	332	0	0	262	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	3002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
257653																																																																																																																																												0	0	0							0	617	202	121	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	617	202	0	0	0	0	0	0	0	0	0	0	0	39	0	16	0	0	0	0	0	0	0				0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	617	202	0	555	182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
257756																																																																																																																																												0	0	0							117	50	0	659	0	76	52	0	498	0	0	0	0	0	0						0	0	0	43	0	0	50	0	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	241	0				0	0	0	0	241	0	435	376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
257868																																																																																																																																												0	0	0	0	0	0	0	0	0	613	0	0	276	0	4423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	218	0	250	0	0	613	0	0	0	0	0	0	0	0	0	0	2351	103	726	0	40	0	0	0	9543	842	0	0	0	0	178	0	0	157	8178	470	137	0	0	688	1574	199	0	901	0	0	0	0	0	0	233	0	3163	148	0	2284	0	0	0	0	0	0	0	0	0	0	0	0	0	
258146																																																																																																																																												0	0	0							0	6	0	37	173	0	23	0	0	0	0	0	0	0	0						0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	57	0	42	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
258306																																																																																																																																												0	0	0	0	0	0	0	0	0	0	0	0	87	0	1574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	218	0	0	0	0	289	0	0	0	0	0	0	0	0	0	0	2650	26	576	0	82	0	0	0	4203	0	0	0	0	0	0	0	0	238	3832	525	0	0	0	2136	396	0	0	517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
258351																																																																																																																																												0	0	0										303	0	69	0	0	0	0	0	0	0	0	0						0	0	0	0	0	25	0	0	0	0	0	0	3	5	0	0	0	0	0	67	0	428	25	55	0	0	0	535	0				0	0	0	0	37	0	366	511	29	0	0	561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
258379																																																																																																																																												0	0	0										0	0	1	0	0	0	0	0	0	0	0	0						0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	1356	0	12	0	0	0	0	0	257	0				0	0	0	0	0	0	0	13	0	0	0	452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
258445																																																																																																																																												0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1441	48	32	0	143	0	0	0	437	0	0	0	0	0	0	0	0	0	0	0	0	0	3076	162	5501	0	0	239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
258539																																																																																																																																												0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	220	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
258632																																																																																																																																												0	0	0										229	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	57	26	0	0	0	0	156	120				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
258771																																																																																																																																												0	0	0	0	0	0	0	0	0	0	0	0	0	907	3355	0	0	0	0	0	5302	0	0	0	0	0	0	0	0	0	0	0	897	0	1728	0	0	0	0	0	389	0	0	0	0	0	0	0	10181	1375	16767	31584	1098	0	0	0	31856	0	0	0	0	1066	0	0	11575	16494	65868	0	0	0	0	9770	10045	0	0	714	0	0	0	0	0	0	7774	31584	0	0	195	0	7774	31388	0	0	0	0	0	0	0	0	0	0	0	
259059																																																																																																																																												0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
259330																																																																																																																																												0	0	0	0	0	0	0	0	0	0	0	0	1043	27	220	0	0	0	0	0	3073	0	0	0	0	0	0	0	0	0	0	0	89	68	0	0	0	0	0	0	0	1	6	0	0	0	0	0	1436	574	1826	1955	112	25	0	0	10347	0	0	0	0	524	846	35	1185	0	5884	1097	2740	199	3	1779	7715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
259442																																																																																																																																												0	0	0							0	0	0	1	0	367	81	0	0	0	0	0	0	0	0						0	0	0	29	0	8	378	0	0	0	0	0	10	0	0	0	0	0	0	771	0	967	0	3	0	0	0	658	0				0	0	0	0	0	623	0	0	0	0	80	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
259657																																																																																																																																												0	0	0	0	0	0	0	0	0	0	0	0	1020	5347	2731	0	0	0	473	17308	1238	0	0	0	0	0	0	0	0	0	0	0	17	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169	36	479	8880	7800	2028	0	0	42188	0	0	0	0	0	7942	23877	49302	0	1626	47310	15596	144005	97933	27779	43160	0	0	0	0	0	0	0	0	0	0	0	20439	0	0	20439	0	0	0	0	23877	0	7942	49302	0	0	0	0	17	
259956																																																																																																																																												0	0	0										1571	110	19	0	0	0	0	0	0	0	0	0						0	0	0	0	47	37	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	89	122	0	0	0	0	182	0				0	0	0	0	0	0	0	134	0	493	0	377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
260055																																																																																																																																												0	0	0	0	0	0	0	0	0	0	0	0	333	0	40	1800	0	1404	2953	0	195	0	0	5517	0	0	0	0	0	0	0	0	1232	0	1748	0	0	0	0	0	0	0	0	0	0	0	0	0	16393	686	420	0	581	0	0	0	28094	0	0	0	0	4078	281	0	0	2718	48051	7453	0	0	0	11627	9084	0	0	10563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
260354																																																																																																																																												0	0	0							0	24	0	173	12	156	21	0	0	0	0	0	0	0	0						0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	267	0	0	0	0	0	274	0				84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
260831																																																																																																																																												0	0	0										40	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	251	0	151	0	0	0	0	0	221	0				0	0	0	0	0	722	506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
260868																																																																																																																																												0	0	0										50	0	206	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	0	149	0	0	0	0	0	51	65				0	0	0	0	0	0	0	29	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
261070																																																																																																																																												0	0	0										5	82	2335	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	98	0	0	0	0	0	371	0				20	0	0	0	0	287	115	0	0	0	1806	521	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
261146																																																																																																																																												0	0	0										15	0	17	389	0	100	0	0	0	0	0	0						0	0	0	30	0	76	2	1	0	0	0	0	0	0	0	0	0	0	0	92	108	260	0	0	0	0	0	0	0				0	60	0	0	3	0	0	0	0	0	0	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
261258																																																																																																																																												0	0	0										0	0	691	0	0	0	0	0	0	0	0	0						0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1101	0				0	0	0	0	0	0	0	0	0	0	531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
261360																																																																																																																																												0	0	0	0	0	0	0	0	0	102	1332	12	1056	98	502	374	132	205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1479	14	102	0	0	0	0	0	0	0	0	0	0	209	42	1421	88	15	0	0	0	396	0	0	0	0	7	0	0	0	0	0	508	309	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
261940																																																																																																																																												0	0	0	0	0	0	0	0	0	0	14	0	33	0	0	431	237	1396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	7	49	0	0	0	20	1	0	0	0	0	0	1356	20	433	450	0	0	0	0	1433	0	0	0	0	15	0	0	0	0	0	0	17	0	0	31	964	0	450	1233	0	0	0	0	0	0	0	209	788	0	188	709	0	0	0	0	0	0	0	0	0	0	0	0	0	
262059																																																																																																																																												0	0	0	0	0	0	0	0	0	0	0	0	546	0	580	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	995	20	145	0	32	0	0	0	253	447	0	0	0	0	0	0	0	989	80	24	0	0	0	2401	446	0	0	121	0	0	0	0	0	0	0	0	802	0	0	83	0	0	0	0	0	0	0	0	0	0	0	0	0	
262237																																																																																																																																												0	0	0										0	0	12	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	281	0	0	0	0	0	302	0				0	0	0	0	228	0	110	0	0	0	294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
262358																																																																																																																																												0	0	0										382	0	393	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	227	0	26	167	0	0	0	0	44	0				0	0	0	0	0	0	12	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
262741																																																																																																																																												0	0	0										134	14	10	333	0	0	0	0	0	0	0	0						0	0	0	0	0	0	83	0	0	0	0	0	0	0	0	0	0	0	0	179	157	903	38	11	0	0	0	609	0				0	0	0	0	0	0	425	0	0	0	370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
262844																																																																																																																																												0	0	0	0	0	0	0	0	0	479	131	0	334	0	221	695	0	576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	479	0	0	0	0	0	0	0	0	0	0	487	0	675	0	0	0	0	0	1506	0	0	0	0	0	231	0	0	0	115	984	0	0	0	945	0	0	0	0	0	0	0	0	0	0	0	0	325	0	0	293	0	0	0	0	0	0	0	0	0	0	0	0	0	
262956																																																																																																																																												0	0	0										699	88	806	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	7	2	0	0	0	0	0	530	0	1190	1185	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
263243																																																																																																																																												0	0	0	0	0	0	0	0	0	0	0	0	112	0	1491	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	1185	0	1334	0	47	0	0	0	2486	0	0	0	0	174	915	0	0	193	74	429	285	0	0	689	154	0	0	0	0	0	0	0	0	0	0	0	1248	0	0	992	0	0	0	0	0	0	0	0	0	0	0	0	0	
263551																																																																																																																																												0	0	0										17	0	17	0	0	0	0	0	0	25	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0	0	0	0	0				0	0	0	0	0	372	0	0	0	0	179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
263627																																																																																																																																												0	0	0										0	0	55	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	884	21	586	0	0	0	0	0	268	0				0	0	0	0	0	33	18	209	0	0	1012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
264156																																																																																																																																												0	0	0							0	0	0	102	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	239	0	94	46	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
264455																																																																																																																																												0	0	0	0	0	0	0	0	0	36	76	0	740	0	91	120	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0	36	0	0	0	0	0	0	0	0	0	0	846	2	756	0	127	0	0	0	0	0	0	0	0	0	21	0	0	0	3177	0	337	0	0	53	97	0	0	0	0	0	0	0	0	0	0	0	421	0	0	421	0	0	0	0	0	0	0	0	0	0	0	0	0	
264558																																																																																																																																												0	0	0	0	0	0	0	0	0	0	171	0	132	0	0	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171	0	0	0	0	0	0	0	0	0	0	0	0	1643	0	532	56	0	0	0	0	1171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
265340																																																																																																																																												0	0	0										84	0	316	0	0	0	0	0	0	0	0	0						0	0	0	6	0	0	270	0	0	0	0	0	0	0	0	0	0	0	0	2097	0	1792	0	154	0	0	0	892	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
265407																																																																																																																																												0	0	0	0	0	0	0	0	0	0	0	0	209	0	1050	0	0	0	0	0	694	0	0	0	0	0	0	0	0	0	0	0	70	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0	2471	93	3341	0	54	0	0	0	1313	0	0	0	0	0	101	0	0	0	440	97	0	0	0	3362	258	0	0	608	0	0	0	0	0	0	84	0	362	42	0	181	0	0	0	0	0	0	0	0	0	0	0	0	0	
265452																																																																																																																																												0	0	0							0	0	0	37	0	0	133	163	148	0	0	0	0	0	0						0	0	0	0	0	0	3	245	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
265676																																																																																																																																												0	0	0										312	148	189	0	0	0	0	0	0	0	0	1664						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	1057	310	117	0	0	0	0	0				0	493	0	190	0	0	177	200	65	0	0	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
