"IDRSSD"	RCFD0010	RCFD1395	RCFD1651	RCFD1754	RCFD1773	RCFD2170	RCFD2221	RCFD3123	RCFD3128	RCFD3210	RCFD3368	RCFD3411	RCFD3429	RCFD3433	RCFD3545	RCFD3792	RCFD3809	RCFD3812	RCFD3821	RCFD3833	RCFD4336	RCFD5306	RCFD5310	RCFD5311	RCFD5320	RCFD5327	RCFD5334	RCFD5339	RCFD5340	RCFD5369	RCFD5610	RCFD7204	RCFD7205	RCFD7206	RCFD7273	RCFD7274	RCFD7275	RCFD8274	RCFD8275	RCFD8434	RCFD8764	RCFD8766	RCFD8767	RCFD8769	RCFD8770	RCFD8771	RCFD8772	RCFD8773	RCFD8774	RCFD8775	RCFD8776	RCFD8777	RCFD8778	RCFD8779	RCFDA000	RCFDA001	RCFDA002	RCFDA167	RCFDA221	RCFDA222	RCFDA223	RCFDA224	RCFDA250	RCFDB503	RCFDB504	RCFDB505	RCFDB520	RCFDB528	RCFDB541	RCFDB542	RCFDB543	RCFDB546	RCFDB547	RCFDB548	RCFDB581	RCFDB582	RCFDB583	RCFDB588	RCFDB589	RCFDB590	RCFDB591	RCFDB592	RCFDB593	RCFDB594	RCFDB595	RCFDB596	RCFDB600	RCFDB601	RCFDB602	RCFDB603	RCFDB604	RCFDB605	RCFDB606	RCFDB607	RCFDB608	RCFDB609	RCFDB610	RCFDB611	RCFDB612	RCFDB617	RCFDB618	RCFDB619	RCFDB620	RCFDB621	RCFDB622	RCFDB623	RCFDB624	RCFDB625	RCFDB626	RCFDB627	RCFDB628	RCFDB629	RCFDB630	RCFDB631	RCFDB639	RCFDB640	RCFDB641	RCFDB642	RCFDB643	RCFDB644	RCFDB650	RCFDB651	RCFDB652	RCFDB653	RCFDB654	RCFDB655	RCFDB656	RCFDB657	RCFDB658	RCFDB659	RCFDB660	RCFDB661	RCFDB662	RCFDB663	RCFDB664	RCFDB665	RCFDB666	RCFDB667	RCFDB668	RCFDB669	RCFDB670	RCFDB671	RCFDB672	RCFDB673	RCFDB675	RCFDB676	RCFDB677	RCFDB678	RCFDB679	RCFDB680	RCFDB681	RCFDB682	RCFDB683	RCFDB684	RCFDB685	RCFDB686	RCFDB687	RCFDB688	RCFDB689	RCFDB690	RCFDB691	RCFDB693	RCFDB694	RCFDB695	RCFDB696	RCFDB697	RCFDB698	RCFDB699	RCFDB700	RCFDB701	RCFDB702	RCFDB703	RCFDB704	RCFDC063	RCFDC064	RCFDC225	RCFDC227	RCFDC228	RCON0010	RCON1395	RCON1651	RCON1754	RCON1773	RCON2170	RCON2221	RCON3123	RCON3128	RCON3210	RCON3368	RCON3411	RCON3429	RCON3433	RCON3545	RCON3792	RCON3809	RCON3812	RCON3821	RCON3833	RCON4336	RCON5306	RCON5310	RCON5311	RCON5320	RCON5327	RCON5334	RCON5339	RCON5340	RCON5369	RCON5610	RCON7204	RCON7205	RCON7206	RCON7273	RCON7274	RCON7275	RCON8274	RCON8275	RCON8434	RCON8764	RCON8766	RCON8767	RCON8769	RCON8770	RCON8771	RCON8772	RCON8773	RCON8774	RCON8775	RCON8776	RCON8777	RCON8778	RCON8779	RCONA000	RCONA001	RCONA002	RCONA167	RCONA221	RCONA222	RCONA223	RCONA224	
1351												CONF																																																																																																																																																																							1981	0	0	33473	2932	102527	0	720	0	13347	100634	0	0	0	0	14135	0	0	349	2843	0	0	720	720	5943	28480	18469	2215	50423	0	0	0.1333	0.2111	0.2004	0.0000	0.0000	0.0000	13415	720	-68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66951	100634	
1454												CONF																																																																																																																																																																							18425	0	0	0	134863	358029	0	800	0	29293	355206	0	0	0	0	30380	0	0	0	0	0	0	800	800	18756	168394	43631	6163	128335	1378	0	0.0833	0.1586	0.1544	0.0000	0.0000	0.0000	29580	800	-384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	191571	355109	
1557												CONF																																																																																																																																																																							1421	0	0	1350	9645	31783	0	369	0	4708	31715	0	0	0	0	4917	0	0	51	1553	0	0	267	267	203	12704	2335	750	16823	0	0	0.1466	0.2316	0.2190	0.0000	0.0000	0.0000	4650	267	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	21233	31715	
1632												CONF																																																																																																																																																																							5897	0	0	0	24425	351170	0	3961	0	29022	331341	0	0	0	0	32899	0	0	1022	31908	0	0	3961	3961	2204	31497	45304	13257	275990	0	0	0.0873	0.1010	0.0889	0.0000	0.0000	0.0000	28938	3961	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	325595	331341	
1669												CONF																																																																																																																																																																							12851	0	0	76641	45007	218214	0	1200	0	38819	225016	0	0	0	0	37848	0	0	0	0	0	0	1013	1013	8648	129908	47509	2141	31333	0	0	0.1651	0.4679	0.4554	0.0000	0.0000	0.0000	36835	1013	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	187	80883	223095	
1829												CONF																																																																																																																																																																							7830	0	0	0	112609	308034	825	2940	0	39857	313567	0	0	0	0	40839	0	0	0	11266	0	0	2335	3160	6224	106768	71623	4500	123885	0	0	0.1202	0.2194	0.2024	0.0000	0.0000	0.0000	37679	3160	2178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	605	186174	313567	
1856												CONF																																																																																																																																																																							324	0	0	85938	131066	233976	0	104	0	15450	232960	0	0	0	0	17141	0	0	0	0	0	0	104	104	127	221936	4349	2243	9255	0	0	0.0732	0.3071	0.3052	0.0000	0.0000	0.0000	17037	104	-1685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55817	232862	
2040												CONF																																																																																																																																																																							3741	0	0	0	25550	149598	0	1684	0	15185	149138	0	0	0	0	16141	0	0	0	0	0	0	1352	1352	1212	27144	41075	4753	81249	371	0	0.0992	0.1497	0.1372	0.0000	0.0000	0.0000	14789	1352	396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	332	107822	149138	
2161												CONF																																																																																																																																																																							15552	0	0	193	27685	105017	0	519	0	9397	99391	0	0	0	0	10059	0	0	0	0	0	0	519	519	1257	46509	36012	4086	21975	0	0	0.0960	0.2041	0.1936	0.0000	0.0000	0.0000	9540	519	-143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49283	99391	
2376												CONF																																																																																																																																																																							13320	0	0	458056	96260	1027937	0	6172	0	119369	1024907	0	0	0	0	123297	0	0	0	0	0	0	5042	5042	43647	534604	316733	22599	138085	0	0	0.1154	0.3065	0.2940	0.0000	0.0000	0.0000	118255	5042	-138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	794	1130	402243	1024449	
2451												CONF																																																																																																																																																																							2760	0	0	0	0	21089	0	187	0	2297	20547	0	0	0	0	1734	0	0	85	0	0	0	187	187	241	4494	3238	416	12553	0	0	0.0781	0.1117	0.0997				1547	187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15524	19797	
2554												CONF																																																																																																																																																																							1310	0	0	4	2383	7778	0	44	0	712	7472	0	0	0	0	822	0	0	0	0	0	0	44	44	2	3911	231	192	3744	0	0	0.1041	0.1771	0.1676	0.0000	0.0000	0.0000	778	44	-66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4642	7472	
2732												CONF																																																																																																																																																																							22009	0	0	0	70519	488428	0	3163	0	56206	484192	0	0	0	0	57937	0	0	0	0	0	0	3163	3163	38926	82509	98773	9700	269939	31859	0	0.1135	0.1702	0.1609	0.0000	0.0000	0.0000	54774	3163	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	340440	482781	
2750												CONF																																																																																																																																																																							1824	0	0	0	13290	46956	0	615	0	4761	47539	0	0	0	0	5239	0	0	0	0	0	0	407	407	4064	12197	2492	1808	28889	0	0	0.1016	0.1618	0.1492	0.0000	0.0000	0.0000	4832	407	-71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	208	32366	47539	
2938												CONF																																																																																																																																																																							8641	0	0	0	52028	339788	0	4997	0	26086	330668	0	0	0	0	29534	0	0	1861	34758	0	0	3599	3599	3113	56752	56974	9574	227700	0	0	0.0784	0.1031	0.0905	0.0000	0.0000	0.0000	25935	3599	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1398	286509	330668	
2956												CONF																																																																																																																																																																							2423	0	0	0	39350	109625	0	704	0	9878	107217	18	0	0	0	9394	0	0	6	150	0	0	704	704	1027	43753	21906	4262	42401	0	0	0.0818	0.151	0.1397	0	0	0	8690	704	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62186	106116	
3252												CONF																																																																																																																																																																							8278	0	0	10871	16640	86759	0	960	0	11280	89824	0	0	0	0	12022	0	0	226	440	0	0	731	731	1332	33786	2628	2744	49990	0	0	0.1257	0.2063	0.1938	0.0000	0.0000	0.0000	11291	731	-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	228	58266	89824	
