"IDRSSD"	RCFD0426	RCFD2130	RCFD2150	RCFD2651	RCFD3164	RCFD3190	RCFD5372	RCFD5374	RCFD5375	RCFD5507	RCFD6164	RCFD6165	RCFDA590	RCFDB026	RCFDB565	RCFDB566	RCFDB567	RCFDB568	RCFDB569	RCFDB570	RCFDB571	RCFN5513	RCON0426	RCON2130	RCON2150	RCON2651	RCON3164	RCON3190	RCON5372	RCON5374	RCON5375	RCON5507	RCON5508	RCON5509	RCON5510	RCON5511	RCON5512	RCON6164	RCON6165	RCONA590	RCONB026	RCONB565	RCONB566	RCONB567	RCONB568	RCONB569	RCONB570	RCONB571	
1351																							0	0	258	0	0	0	0	0	0	0	0	0	14	0	244	281	0	0	0	0	0	0	0	false	0	0	
1454																							162	0	0	0	0	0	0	0	0	162	0	0	0	0	0	18515	5	0	0	0	0	0	0	true	0	0	
1557																							0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	243	0	0	0	0	0	0	0	false	0	60	
1632																							0	0	28	0	0	10000	0	0	0	0	0	0	28	0	0	9504	5	0	0	10000	0	0	0	true	0	0	
1669																							0	0	139	0	0	1004	0	0	0	0	0	0	139	0	0	370	0	0	0	0	0	0	0	false	0	1004	
1829																							0	0	61	0	0	0	0	0	0	0	0	0	21	0	40	1046	0	0	0	0	0	0	0	false	0	0	
1856																							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	1	0	0	0	0	0	0	false	0	0	
1959																							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	
2040																							0	0	0	9060	0	15416	0	0	0	0	0	0	0	0	0	473	0	0	0	3300	3000	0	0	false	0	56	
2161																							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	386	0	0	0	0	0	0	0	false	0	0	
2376																							0	2875	1442	0	0	0	0	2875	0	0	0	0	73	1164	205	8608	2	0	0	0	0	0	0	false	0	0	
2451																							0	0	20	1150	0	1900	0	0	0	0	0	0	20	0	0	213	2	0	0	0	750	0	0	false	0	0	
2554																							0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	55	2	0	0	0	0	0	0	false	0	100	
2732																							0	0	0	0	0	350	0	0	0	0	0	0	0	0	0	1756	2	0	0	0	0	0	0	true	0	350	
2750																							0	0	505	0	0	2589	0	0	0	0	50	455	0	0	0	1239	1	0	0	0	2589	0	0	false	0	0	
2938																							0	0	66	0	0	20000	0	0	0	0	47	0	19	0	0	15789	7	0	0	20000	0	0	0	false	1318	0	
2956																							0	0	190	0	0	0	0	0	0	0	0	23	142	0	25	20	0	0	0	0	0	0	0	false	0	0	
3252																							0	0	459	0	0	105	0	0	0	0	0	0	0	0	459	673	0	0	0	0	0	0	0	false	0	105	
3458																							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	
3506																							0	0	250	13000	0	13000	0	0	0	0	0	0	0	0	250	2095	1	0	0	0	0	0	0	true	0	0	
3579																							0	0	241	19944	0	21897	0	0	0	0	15	0	32	0	194	5710	3	0	0	375	396	73	622	false	0	487	
3720																							0	0	146	0	0	9467	0	0	0	0	0	0	33	0	113	34	0	0	0	1000	7000	42	9	true	0	1416	
3953																							0	0	1760	0	0	148	0	0	0	0	0	455	67	0	1238	2293	3	0	0	0	0	0	0	false	0	148	
4138																							0	24	551	0	0	5191	0	0	24	0	0	0	551	0	0	5204	3	0	0	0	5191	0	0	true	0	0	
4147																							0	0	0	2000	0	8000	0	0	0	0	0	0	0	0	0	1943	2	0	0	4500	1500	0	0	false	0	0	
4156																							0	0	6	3612	0	9856	0	0	0	0	0	0	6	0	0	1090	1	0	0	2144	1000	0	0	true	0	3100	
4231																							0	0	15	0	0	0	0	0	0	0	0	0	15	0	0	1090	1	0	0	0	0	0	0	false	0	0	
4437																							0	0	796	0	0	446	0	0	0	0	0	0	0	0	796	4939	2	0	0	446	0	0	0	false	0	0	
4745																							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	1	0	0	0	0	0	0	false	0	0	
4839																							0	263	0	10800	0	18900	0	0	263	0	0	0	0	0	0	6305	4	0	0	6100	2000	0	0	false	0	0	
5005																							0	0	0	2166	0	25404	0	0	0	0	0	0	0	0	0	319	0	0	0	4656	18582	0	0	true	0	0	
5050																							0	0	991	0	0	0	0	0	0	0	711	280	0	0	0	2541	2	0	0	0	0	0	0	false	0	0	
5069																							0	0	327	0	0	0	73	0	0	0	254	0	0	0	0	400	0	0	0	0	0	0	0	false	0	0	
5135																							0	0	267	0	0	0	0	0	0	0	0	225	0	0	42	8201	3	0	0	0	0	0	0	false	0	0	
5210																							0	0	1357	0	0	450	0	0	0	0	782	0	116	0	459	3941	2	0	0	0	0	0	0	false	0	450	
5247																							0	0	692	0	0	2595	0	0	0	0	0	692	0	0	0	280	0	0	0	0	0	0	2000	false	0	595	
5274																							0	0	0	0	0	1500	0	0	0	0	0	0	0	0	0	1541	1	0	0	1000	500	0	0	false	0	0	
5331																							0	0	353	0	0	406	353	0	0	0	0	0	0	0	0	2599	1	0	0	0	0	0	0	false	0	406	
5461																							0	824	187	0	0	466	0	818	6	0	0	0	0	0	187	4481	1	0	0	0	0	0	0	false	0	466	
5751																							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165	0	0	0	0	0	0	0	true	0	0	
5939																							30110	0	6532	10000	11021	22253	0	0	0	19089	0	0	5025	91	1416	4117	1	15006	0	5000	7253	0	0	false	0	0	
6039																							0	0	223	0	0	10	0	0	0	0	0	0	90	0	133	310	0	0	0	0	0	2	0	true	0	8	
6057																							0	0	0	300	0	1500	0	0	0	0	0	0	0	0	0	108	0	0	0	700	500	0	0	false	0	0	
6141																							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	244	0	0	0	0	0	0	0	false	0	0	
6329																							0	0	413	0	0	0	0	0	0	0	0	0	0	0	413	3647	1	0	0	0	0	0	0	false	0	0	
6842																							0	0	0	0	0	301	0	0	0	0	0	0	0	0	0	641	2	0	0	0	0	0	301	false	0	0	
6972																							0	342	0	0	0	2474	0	0	342	0	0	0	0	0	0	2480	2	0	0	0	0	0	2474	false	0	0	
7009																							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5200	1	0	0	0	0	0	0	false	0	0	
7045																							0	0	52	0	0	0	0	0	0	0	0	0	52	0	0	773	1	0	0	0	0	0	0	false	0	0	
7157																							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	false	0	0	
7166																							330	0	0	0	0	0	0	0	0	330	0	0	0	0	0	6205	4	0	0	0	0	0	0	false	0	0	
7456																							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	false	0	0	
7634																							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	764	1	0	0	0	0	0	0	false	0	0	
8033																							0	0	117	500	0	1832	0	0	0	0	0	0	0	0	117	1683	1	0	0	250	1082	0	0	true	0	0	
8154																							0	58	0	0	0	0	0	0	58	0	0	0	0	0	0	884	2	0	0	0	0	0	0	true	0	0	
8417																							9759	0	0	0	0	0	0	0	0	9759	0	0	0	0	0	0	0	0	0	0	0	0	0	true	0	0	
8462																							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	380	0	0	0	0	0	0	0	false	0	0	
8547																							987	0	54	2000	0	8000	0	0	0	987	54	0	0	0	0	320	0	0	0	0	6000	0	0	false	0	0	
8631																							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0	0	0	0	0	0	false	0	0	
9115																							0	0	132	0	0	0	0	0	0	0	0	0	0	0	132	5319	3	0	0	0	0	0	0	true	2495	0	
9160																							0	0	0	0	0	7650	0	0	0	0	0	0	0	0	0	564	1	0	0	0	7650	0	0	false	0	0	
9339																							1231	0	156	3000	0	30500	0	0	0	1231	0	0	40	0	116	6814	3	0	0	12500	15000	0	0	true	0	0	
9357																							0	0	0	64800	0	64800	0	0	0	0	0	0	0	0	0	339	0	0	0	0	0	0	0	false	0	0	
9553																							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	542	0	0	0	0	0	0	0	false	0	0	
9807																							0	0	1589	30000	0	100792	0	0	0	0	85	0	97	0	1407	71694	4	0	0	3019	67773	0	0	true	0	0	
9955																							0	0	34	0	0	803	0	0	0	0	0	0	34	0	0	1490	2	0	0	0	803	0	0	true	0	0	
10157																							0	0	300	1000	0	6375	0	0	0	0	0	0	0	0	300	1620	2	0	0	875	4500	0	0	false	0	0	
10250																							0	0	651	0	0	0	0	0	0	0	0	201	0	0	450	129	0	0	0	0	0	0	0	true	0	0	
10577																							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	241	0	0	0	0	0	0	0	true	0	0	
10849																							0	0	0	0	0	6873	0	0	0	0	0	0	0	0	0	3362	2	0	0	0	0	3365	3008	true	0	500	
10858																							36	0	35	0	0	6645	0	0	0	36	0	0	0	0	35	1600	1	0	0	0	5500	0	0	true	0	1145	
11145																							203	0	0	309	0	8596	0	0	0	203	0	0	0	0	0	1086	0	0	0	173	8114	0	0	false	0	0	
11350																							0	0	0	0	0	164	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	false	0	164	
11640																							0	0	0	6000	0	18776	0	0	0	0	0	0	0	0	0	4591	1	0	0	10000	2776	0	0	false	0	0	
11837																							0	0	158	0	0	0	0	0	0	0	0	0	0	0	158	0	0	0	0	0	0	0	0	false	0	0	
12030																							0	0	106	0	0	0	0	0	0	0	0	0	0	0	106	4858	3	0	0	0	0	0	0	false	0	0	
12058																							0	0	323	0	0	2167	0	0	0	0	115	0	208	0	0	758	8	0	0	0	2000	167	0	false	0	0	
12142																							0	0	34	2000	0	2000	0	0	0	0	0	0	34	0	0	401	0	0	0	0	0	0	0	false	0	0	
12245																							0	0	0	0	0	3500	0	0	0	0	0	0	0	0	0	1147	0	0	0	3500	0	0	0	false	0	0	
12311	110276	5487	8051	4000	36202	2007749	0	4315	1172	58929	341652	12	38841	15145	13000	0	517246	285688	true	2824770	1187815	0						2007749					317	0	4717	0	3017												
12357																							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172	0	0	0	0	0	0	0	false	0	0	
12405																							331	0	462	0	331	860	0	0	0	0	0	0	362	0	100	1012	1	331	0	860	0	0	0	false	0	0	
12647																							0	0	22	0	0	0	0	0	0	0	0	0	22	0	0	756	1	0	0	0	0	0	0	true	0	0	
12656																							0	0	58	0	0	0	0	0	0	0	0	0	58	0	0	94	1	0	0	0	0	0	0	false	0	0	
12937																							0	66	0	7000	0	9434	0	0	66	0	0	0	0	0	0	2265	2	0	0	0	0	0	0	false	0	2434	
12946																							39	803	254	7500	0	15402	0	786	17	39	0	0	199	0	55	3247	1	0	0	0	6731	0	0	false	0	1171	
12955																							0	0	0	1000	0	5000	0	0	0	0	0	0	0	0	0	350	0	0	0	3000	1000	0	0	false	0	0	
13037																							0	0	636	0	0	0	0	0	0	0	0	0	292	0	344	7369	4	0	0	0	0	0	0	false	0	0	
13103																							0	0	0	0	0	3225	0	0	0	0	0	0	0	0	0	1981	0	0	0	0	3225	0	0	false	0	0	
13251																							0	0	105	0	0	0	0	0	0	0	0	0	105	0	0	42	0	0	0	0	0	0	0	false	0	0	
13309																							0	0	478	50000	0	220061	0	0	0	0	290	0	188	0	0	19408	3	0	0	2000	165927	0	0	true	0	2134	
13457																							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	false	0	0	
14052																							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	482	0	0	0	0	0	0	0	false	0	0	
14155																							0	0	151	850	0	3900	0	0	0	0	0	0	151	0	0	207	0	0	0	2150	900	0	0	false	0	0	
14258																							0	0	150	5000	0	5000	0	0	0	0	0	0	150	0	0	23279	6	0	0	0	0	0	0	true	0	0	
14409	116713	0	19717	60555	738	319058	18262	0	0	115975	108133	6	738	0	25898	232605	0	0	true	0	0	0						319058					0	0	562	0	893												
14454																							0	0	0	1775	0	3839	0	0	0	0	0	0	0	0	0	0	0	0	0	2000	0	0	0	false	0	64	
14650																							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	594	2	0	0	0	0	0	0	false	0	0	
14753																							0	0	48	0	0	0	0	0	0	0	0	0	48	0	0	219	0	0	0	0	0	0	0	false	0	0	
14865																							0	0	153	1950	0	1950	0	0	0	0	0	0	73	0	80	886	0	0	0	0	0	0	0	false	0	0	
14931																							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	524	1	0	0	0	0	0	0	false	0	0	
14940																							0	0	0	0	0	218	0	0	0	0	0	0	0	0	0	1118	1	0	0	0	0	0	0	true	0	218	
15536																							0	0	8150	0	0	0	0	0	0	0	437	0	0	0	7713	4240	2	0	0	0	0	0	0	false	0	0	
15732																							0	0	53	0	0	0	0	0	0	0	0	0	53	0	0	1994	1	0	0	0	0	0	0	false	0	0	
16337																							0	0	754	0	0	17066	0	0	0	0	171	0	0	0	583	2055	1	0	0	0	17066	0	0	false	0	0	
16355																							0	0	0	2000	0	2000	0	0	0	0	0	0	0	0	0	1015	2	0	0	0	0	0	0	false	0	0	
16458																							0	0	0	0	0	1992	0	0	0	0	0	0	0	0	0	7467	3	0	0	0	1953	0	0	true	0	39	
16551																							0	0	0	0	0	8864	0	0	0	0	0	0	0	0	0	308	0	0	0	1000	7864	0	0	false	0	0	
16748																							102	0	56	0	102	2000	0	0	0	0	11	0	45	0	0	631	1	102	0	0	2000	0	0	false	0	0	
16766																							0	0	0	75000	0	90000	0	0	0	0	0	0	0	0	0	6891	3	0	0	15000	0	0	0	false	0	0	
16944																							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	553	1	0	0	0	0	0	0	false	0	0	
16953																							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0	0	0	0	false	0	0	
17110																							1121	0	0	0	0	0	0	0	0	1121	0	0	0	0	0	980	1	0	0	0	0	0	0	false	0	0	
17147																							258	0	231	26000	258	82905	0	0	0	0	0	0	231	0	0	23647	6	258	0	23000	28752	0	0	true	0	5153	
17259																							5	0	46	25	0	2162	0	0	0	5	0	0	46	0	0	756	1	0	0	58	2079	0	0	false	0	0	
17464																							3740	0	0	2500	3650	2500	0	0	0	90	0	0	0	0	0	1304	0	3650	0	0	0	0	0	true	0	0	
17549																							0	0	4	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	false	0	0	
17642																							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	0	0	0	0	0	0	0	false	0	0	
17839																							0	0	254	0	0	0	0	0	0	0	11	0	35	0	208	5076	3	0	0	0	0	0	0	false	0	0	
17950																							0	0	0	168	0	1973	0	0	0	0	0	0	0	0	0	32	0	0	0	0	1805	0	0	false	0	0	
18050																							0	0	86	0	0	4430	0	0	0	0	0	0	86	0	0	2570	2	0	0	0	4430	0	0	false	0	0	
18126																							6859	0	131	39200	0	189754	0	0	0	6859	0	0	131	0	0	950	0	0	0	0	150000	192	266	false	0	96	
18135																							0	0	0	1700	0	4175	0	0	0	0	0	0	0	0	0	135	0	0	0	2475	0	0	0	false	0	0	
18368																							0	0	0	0	0	6548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6548	0	0	false	0	0	
18377																							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	
18827																							0	0	0	0	0	757	0	0	0	0	0	0	0	0	0	516	0	0	0	0	0	0	757	false	0	0	
18836																							0	0	47	1109	0	2147	0	0	0	0	47	0	0	0	0	1382	1	0	0	344	694	0	0	false	0	0	
18854																							0	0	5	0	0	0	0	0	0	0	0	0	0	0	5	413	1	0	0	0	0	0	0	false	0	0	
18863																							921	473	313	13400	51	22825	0	0	473	870	55	0	30	0	228	5695	4	51	0	9425	0	0	0	true	0	0	
18957																							0	0	0	0	0	2700	0	0	0	0	0	0	0	0	0	404	1	0	0	0	2700	0	0	false	0	0	
19356																							0	0	376	0	0	0	0	0	0	0	0	0	0	0	376	4	0	0	0	0	0	0	0	false	0	0	
19730																							4400	0	72	10000	653	10000	0	0	0	3747	0	0	72	0	0	63549	3	653	0	0	0	0	0	false	0	0	
19936																							0	0	252	0	0	0	0	0	0	0	0	0	252	0	0	2845	11	0	0	0	0	0	0	false	0	0	
19972																							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	206	0	0	0	0	0	0	0	false	0	0	
20053																							0	0	0	900	0	1350	0	0	0	0	0	0	0	0	0	61	0	0	0	450	0	0	0	false	0	0	
20147																							0	0	285	0	0	737	0	0	0	0	0	285	0	0	0	327	5	0	0	0	737	0	0	false	0	0	
20259																							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	253	0	0	0	0	0	0	0	false	0	0	
20370																							0	0	0	2000	0	2000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	
20512																							0	0	123	0	0	10000	0	0	0	0	0	0	0	0	123	334	0	0	0	0	10000	0	0	false	0	0	
20633																							0	0	285	2000	0	2000	0	0	0	0	0	0	87	0	198	4009	1	0	0	0	0	0	0	false	0	0	
20754																							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	
20839																							0	0	0	2200	0	5200	0	0	0	0	0	0	0	0	0	1043	4	0	0	1000	2000	0	0	false	0	0	
20857																							0	0	56	517	0	3557	0	0	0	0	0	0	0	0	56	739	2	0	0	1184	1856	0	0	false	0	0	
20866																							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	895	2	0	0	0	0	0	0	false	0	0	
21256																							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	0	0	0	0	0	true	0	0	
21359																							0	0	0	0	0	366	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	366	false	0	0	
21630																							0	0	180	0	0	6613	0	0	0	0	0	0	0	0	180	1391	2	0	0	0	6613	0	0	false	0	0	
21658																							0	0	0	2559	0	4462	0	0	0	0	0	0	0	0	0	790	0	0	0	850	1000	0	0	true	0	53	
22048																							0	0	412	0	0	1551	0	0	0	0	0	0	269	0	143	6733	5	0	0	0	326	0	0	false	0	1225	
22235																							0	0	546	6900	0	16900	0	0	0	0	0	0	531	0	15	1166	0	0	0	4000	6000	0	0	false	0	0	
22356																							0	0	0	0	0	676	0	0	0	0	0	0	0	0	0	727	0	0	0	0	0	0	0	false	0	676	
22459																							0	0	0	0	0	2239	0	0	0	0	0	0	0	0	0	4181	3	0	0	1638	0	0	0	false	0	601	
22543																							0	0	0	19	0	949	0	0	0	0	0	0	0	0	0	603	1	0	0	32	62	0	0	false	0	836	
22552																							0	0	54	1700	0	1700	0	0	0	0	0	0	0	0	54	315	1	0	0	0	0	0	0	true	0	0	
22730																							0	0	93	0	0	0	0	0	0	0	0	0	93	0	0	269	0	0	0	0	0	0	0	false	0	0	
22860																							781	0	0	0	0	174000	0	0	0	0	0	0	0	0	0	185	0	0	781	0	0	0	0	false	0	174000	
22936																							0	0	0	4200	0	4655	0	0	0	0	0	0	0	0	0	3489	3	0	0	0	455	0	0	false	0	0	
22954																							0	0	0	500	0	2331	0	0	0	0	0	0	0	0	0	280	0	0	0	500	1331	0	0	true	0	0	
23036																							0	0	24	0	0	90	0	0	0	0	24	0	0	0	0	4262	2	0	0	0	0	0	0	true	0	90	
23045																							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	644	1	0	0	0	0	0	0	false	0	0	
23241																							22884	0	12121	4020	295	548238	9425	0	0	22589	66	0	1271	35	1324	22543	9	295	0	26054	506656	2632	5721	true	0	3155	
23344																							226	0	0	7000	226	11500	0	0	0	0	0	0	0	0	0	1292	0	283	0	3000	1500	0	0	true	0	0	
23456																							0	0	86	0	0	241	0	0	0	0	0	27	0	0	59	382	0	0	0	0	241	0	0	true	0	0	
23504																							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	797	0	0	0	0	0	0	0	false	0	0	
23540																							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	582	0	0	0	0	0	0	0	false	0	0	
23643																							0	0	261	39	0	623	0	0	0	0	0	0	0	0	261	753	1	0	0	86	498	0	0	false	0	0	
23755																							459	0	174	1000	459	1000	0	0	0	0	0	0	0	0	174	2419	2	803	0	0	0	0	0	true	0	0	
23812																							0	0	463	15000	0	30786	0	0	0	0	0	0	463	0	0	4915	2	0	0	10000	5786	0	0	true	0	0	
24006																							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	
24266																							6893	231	500	0	628	14238	0	231	0	6265	0	0	0	0	500	3599	3	628	0	0	2000	0	112	false	0	12126	
24453																							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1571	1	0	0	0	0	0	0	false	0	0	
24659																							0	0	688	0	0	0	0	0	0	0	0	688	0	0	0	147	0	0	0	0	0	0	0	false	0	0	
24668																							90	0	7	0	90	0	0	0	0	0	0	0	0	0	7	723	0	90	0	0	0	0	0	false	0	0	
24855																							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	250	2	0	0	0	0	0	0	false	0	0	
24949																							0	0	434	4000	0	30000	0	0	0	0	0	0	122	0	312	2356	2	0	0	12000	14000	0	0	false	0	0	
25357																							0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	200	0	0	0	0	0	0	0	false	0	0	
25450																							0	0	124	0	0	9132	0	0	0	0	0	0	124	0	0	40	0	0	0	0	0	0	9131	true	0	1	
25647																							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4289	2	0	0	0	0	0	0	false	0	0	
25852																							1	42	0	2000	1	13000	0	0	42	0	0	0	0	0	0	277	0	1	0	6000	5000	0	0	true	0	0	
26149																							0	405	78	0	0	0	0	0	405	0	25	0	0	0	53	808	0	0	0	0	0	0	0	false	0	0	
26233																							0	0	126	0	0	1036	0	0	0	0	0	0	126	0	0	977	1	0	0	0	0	39	0	true	0	997	
26242																							0	0	30	16775	0	22775	0	0	0	0	0	0	30	0	0	892	1	0	0	0	6000	0	0	false	0	0	
26457																							0	0	70	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	false	0	0	
26756																							0	0	15	100	0	900	0	0	0	0	0	0	0	0	15	441	2	0	0	400	400	0	0	true	0	0	
26765																							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	false	0	0	
26859																							0	0	1468	10263	0	12630	0	0	0	0	685	0	0	0	783	283	0	0	0	153	1275	0	0	false	0	939	
26916																							0	0	0	3000	0	6000	0	0	0	0	0	0	0	0	0	5058	2	0	0	3000	0	0	0	true	0	0	
27548																							2056	0	296	11800	327	42700	0	0	0	1729	0	0	136	0	160	9172	3	327	0	8400	22500	0	0	true	0	0	
27614																							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	381	0	0	0	0	0	0	0	false	0	0	
27838																							0	0	0	200	0	200	0	0	0	0	0	0	0	0	0	1469	1	0	0	0	0	0	0	true	0	0	
27847																							149	0	18	0	0	3659	0	0	0	149	0	0	18	0	0	347	0	0	0	0	3659	0	0	false	0	0	
28013																							1661	0	0	0	0	15	0	0	0	1661	0	0	0	0	0	1844	1	0	0	0	0	15	0	false	0	0	
28152																							0	0	0	0	0	2620	0	0	0	0	0	0	0	0	0	136	0	0	0	500	2120	0	0	false	0	0	
28255																							0	0	13	0	0	0	0	0	0	0	0	0	13	0	0	486	1	0	0	0	0	0	0	false	0	0	
28349																							0	0	125	0	0	0	0	0	0	0	0	125	0	0	0	755	0	0	0	0	0	0	0	false	0	0	
28406																							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	
