"IDRSSD"	RCFD1410	RCFD1563	RCFD1590	RCFD1616	RCFD1763	RCFD1764	RCFD2011	RCFD2081	RCFD2107	RCFD2122	RCFD2123	RCFD2182	RCFD2183	RCFD2746	RCFDA247	RCFDA570	RCFDA571	RCFDA572	RCFDA573	RCFDA574	RCFDA575	RCFDB532	RCFDB533	RCFDB534	RCFDB536	RCFDB537	RCFDB538	RCFDB539	RCFDB837	RCON1288	RCON1415	RCON1420	RCON1460	RCON1480	RCON1545	RCON1563	RCON1564	RCON1590	RCON1616	RCON1763	RCON1764	RCON1766	RCON1797	RCON2011	RCON2081	RCON2107	RCON2122	RCON2123	RCON2165	RCON2182	RCON2183	RCON2746	RCON5367	RCON5368	RCON5370	RCONA247	RCONA564	RCONA565	RCONA566	RCONA567	RCONA568	RCONA569	RCONA570	RCONA571	RCONA572	RCONA573	RCONA574	RCONA575	RCONB531	RCONB532	RCONB533	RCONB534	RCONB535	RCONB536	RCONB537	RCONB538	RCONB539	RCONB837	
195867																														0	145121	7458	19895	330887	0	2653	2653	8762	0	223116	0	223116	32053	29669	0	0	863658	0	6905	6905	0	0	22127	33720	6504	295438	5437	811	646	1074	452	13695	379325	55795	115573	132331	146644	6898	0	0	0	0	0	0	0	171	1121	0	
196257																														0	137	132	72	3088		10		37	0			1259	0	1396	0	0	7929	1	0			0	1799	0	710	3336	187	373	726	498	15	0	1106	2277	1542	1079	127	0								0	0		
196350																														0	0	3733	0	1868		0		13519	0			3242	0	1853	0	0	27277	0	0			0	3062	0	0	11392	0	30	88	1174	1770	0	10486	931	3286	4435	2729	2348								0	0		
196426																														0	2380	382	64	14824		7		1129	0			19972	2046	15108	0	0	117406	924	0			0	58335	4083	3069	15683	1922	3414	12027	1760	38402	0	22557	6958	12838	8006	7519	14								0	0		
196743																														0	5798	0	1006	30821		282		0	0			46598	2706	2240	0	0	122038	0	12183			0	18543	1506	5231	57819	5061	10790	2372	243	0	0	43769	16399	31861	7701	988	0								332	23		
196752																														0	0	181	0	26		4		334	0			180	0	172	0	0	1491	0	0			0	594	0	0	787	0	34	124	268	111	57	625	128	63	55	26	0								0	0		
196800																														0	10698	0	0	7940		0		0	0			509	510	3649	0	0	139759	0	0			0	113619	2834	106139	3589	8505	27446	68619	3259	473	5040	5876	9449	7549	189	1920	1141								0	0		
197142																														0	1747	13633	5634	19554		0		4870	0			5517	0	7707	0	129	92959	7	0			0	33611	454	11407	17950	3354	8599	1861	261	5304	14147	9140	26102	8887	4553	5390	4832								0	110		
197254																														0	22	1066	0	0		21		7191	0			1122	0	692	0	0	10190	0	0			0	76	0	0	6598	0	0	0	0	0	76	3468	3130	1442	1652	131	0								0	0		
197302																														0	16114	0	9601	18317	0	0	0	0	0	2944	0	2944	2310	741	0	0	136493	42	0	0	0	0	85120	1349	62448	16657	118	7177	25862	23133	26814	1937	8110	17052	9113	6735	10388	0	0	0	0	0	0	0	0	0	39	0	
197357																														0	526	103	0	650		0		415	0			3767	1265	3536	0	0	11560	0	0			0	1046	166	0	5626	331	55	340	249	71	0	4018	1341	2712	2185	129	0								0	86		
197478																														0	165314	0	363694	822685	0	1712	1712	0	2116	347250	129	347379	43631	19005	0	0	2074550	2929	7768	7768	0	0	305427	40	240225	462977	54565	22431	66193	64942	31564	65171	1066727	152661	193006	152005	192650	10416	0	0	0	0	0	0	0	473	351	0	
197740																														0	1299	1973	456	2445		53		3765	0			3315	262	1316	0	52	32591	0	658			0	16239	574	16239	6044	312	563	5903	8507	541	413	5028	1016	4295	5323	618	72								165	19		
197759																														0	4638	9622	699	7977		3013		8615	0			12966	2268	7821	0	918	76594	0	0			0	14687	3113	690	18778	1401	992	5322	4521	857	1594	27759	3595	15235	11649	2397	703								119	138		
198046																														0	319	7540	199	8145		1		1258	0			1065	1063	958	0	0	30769	0	0			0	8638	1583	5820	5585	2192	1613	1400	1265	2142	26	5623	6410	3795	4109	2194	0								0	0		
198103																														0	1296	0	150	2455		0		0	0			0	3976	361	0	0	34353	0	0			0	26103	12	10661	1277	273	8590	1107	2002	10183	3901	4705	1248	1153	408	736	0								0	0		
198149																														0	8167	13025	14638	43443		988		11200	0			9246	769	5072	0	1722	130884	0	0			0	21973	596	7904	49644	2770	5172	12868	237	27	454	20280	26484	46195	11413	1184	340								0	45		
198251																														0	3198	625	0	7320		11		836	0			2282	1826	2608	0	0	27254	0	0			0	7520	981	845	10806	1292	1027	4954	247	0	0	902	7581	5110	5206	925	0								0	47		
198448																														0	6427	8348	456	26580		2389		13188	0			11043	104	15923	0	0	162259	0	205			0	72900	4696	0	33483	1320	1761	21131	31579	16814	0	7784	22619	25726	24024	8514	266								0	0		
198831																														0	4256	360	432	56959		8		352	0			13619	5352	11986	0	376	153877	96	0			0	59309	964	3211	52180	9113	18623	7577	4522	19412	0	25205	13848	26142	20367	5858	0								0	0		
198859																														0	6039	9593	0	3135		42		16048	521			5083	0	2138	0	0	47618	0	0			0	5431	109	35	37146	528	2954	1001	423	525	0	16576	17088	4763	2330	1192	113								0	0		
198961																														0	2353	992	0	2800		775		1929	0			7088	0	11643	0	177	45073	0	0			0	16482	834	829	13777	1260	2212	5323	4683	2850	154	9680	4847	6793	5785	1296	98								0	0		
199052																														0	18	6930	0	1296		12		7226	0			2360	0	1064	0	0	19078	0	0			0	128	0	8	8358	8	24	60	36	0	0	11665	3655	1919	1553	158	0								44	0		
199137																														0	0	0	0	2105		11		0	0			0	16126	633	0	0	20661	3	0			0	1713	0	0	3698	600	417	5	152	511	28	1164	17186	188	274	130	9								67	9		
199351																														0	0	1496	169	582		0		351	0			152	0	98	0	0	3316	0	0			0	468	0	0	722	4	0	159	305	0	0	103	727	691	1211	116	0								0	0		
199436																														0	2917	6509	0	15722		0		1796	0			12841	1540	9823	0	356	70567	0	0			0	18731	332	324	30253	1982	3197	6633	6714	185	0	12457	15926	13967	7330	1439	0								0	0		
199454																														0	725	1058	0	516		5		152	0			1079	75	1112	0	0	8453	0	0			325	2489	1125	375	1688	16	50	551	1099	773	0	2398	674	807	1595	490	0								0	117		
199463																														0	11	175	0	2542		46		142	0			4337	0	2905	0	235	14168	232	0			0	4007	0	0	1214	0	20	222	394	2805	566	4641	754	1569	1142	1223	914								0	0		
199940																														0	4866	0	8477	41156		201		0	0			11736	22636	4437	0	472	113844	0	0			0	15626	4040	5772	24246	1049	2424	2948	2404	1546	4022	41832	7455	14988	18333	14571	748								197	0		
200042																														0	132	1447	34	1548		2		2171	0			1230	0	1969	0	404	15266	0	83			0	6227	19	0	4570	709	460	866	3040	1107	0	1864	1575	1843	2677	821	179								0	0		
200435																														0	3802	39377	4321	32904		1213		10586	73			20151	504	8064	0	39	183294	23	0			0	60021	2335	9163	61020	4317	9758	22694	7022	10800	4926	63943	14376	27308	12631	4196	0								0	0		
200547																														0	797	5217	774	3121		63		2821	0			6447	476	6671	0	23	38846	682	0			0	12777	324	6557	10506	915	6257	261	638	3364	1342	8384	9662	2833	3897	1055	600								0	17		
200640																														0	39859	0	4007	127240	0	694	694	0	0	167796	0	167796	19630	3696	0	0	386930	3	0	0	0	154	16756	5594	2476	217857	9012	4454	2503	591	83	0	215958	34521	77692	31640	9739	72	0	0	0	0	0	0	0	612	1049	0	
201049																														0	1952	9446	2039	21333		32		2103	0			5237	6	7980	0	0	64899	0	0			0	14648	81	2879	20305	553	1776	3320	5098	1115	2637	13923	14386	11550	9210	192	414								0	42		
201124																														0	401	0	0	2582		115		0	0			1449	315	5023	0	0	41979	43	0			0	31167	750	29462	4177	388	79	29158	245	653	644	2873	837	3605	1653	1687	99								220	0		
201254																														0	2137	10317	303	1645		156		9829	0			26582	7666	8029	0	0	76863	0	0			0	5924	3923	1082	37618	745	1224	2746	570	639	0	46409	11733	6669	4990	638	0								3	349		
201441																														0	648	585	0	365		7		140	0			494	0	3287	0	0	14977	0	0			0	9451	0	5926	1201	1051	3559	395	205	3121	1120	153	2392	996	869	286	830								0	0		
201638																														0	58819	0	1392	28177		1288		0	0			6081	4763	3174	0	0	137048	153	0			0	31603	1904	5572	84325	9407	8019	13221	560	304	0	39400	37330	21151	2035	3003	0								0	0		
201647																														0	1188	10709	0	4792		60		11068	0			4498	116	5225	0	219	49495	0	0			0	10214	1361	0	18801	95	760	4909	2167	2283	0	8106	9840	12715	6683	1817	120								0	45		
201834																														0	17386	0	42317	147841	22085	23277	1192	0	0	37595	0	37595	12458	3400	0	0	294416	0	0	0	0	0	9408	500	0	65132	185	306	1642	5057	2218	0	90375	16447	31808	139961	5951	0	0	0	0	0	0	0	0	0	234	0	
202251																														0	0	282	0	144		0		1572	0			1793	0	3167	0	50	9317	48	0			0	2267	90	548	3050	532	0	208	483	884	160	3768	906	1326	973	81	0								0	0		
202514																														1000	2058	1632	0	20054		223		663	0			12926	645	11487	0	0	81150	247	0			0	26594	1765	8252	14759	899	10891	988	650	11435	1696	13053	23231	3912	6842	7525	206								0	2350		
202541																														0	958	13739	120	5445		5		7489	0			6919	72	7871	0	0	67743	257	0			0	23810	1520	20833	9119	471	4227	12105	549	3817	2641	3974	8768	14480	5903	7661	2888								0	52		
202550																														0	10459	17560	4599	13097		214		3999	0			8157	0	2873	0	409	79703	0	0			0	17324	1012	1251	28104	1417	2194	5168	4459	3751	335	15885	14719	16676	11972	1600	1218								0	0		
202907																														0	13450	21507	14769	249680	0	15427	15427	25829	0	236205	0	236205	52221	333653	0	17015	1564806	249	0	0	0	0	498411	33678	31832	59225	10551	17642	14987	18828	238998	195691	297480	76528	199568	309314	161553	18238	0	0	0	0	0	0	0	47	53163	0	
202970																														0	1544	126	0	1112		18		696	0			1108	0	4926	0	0	34066	224	0			146	22728	2032	5945	3431	663	3715	1616	578	7602	8554	1078	3455	1764	2088	3093	53								0	0		
203052																														0	313	1215	85	517		0		5166	0			1045	142	8397	0	0	32467	20	17			0	15491	99	0	6997	741	466	1837	9337	3110	0	1632	4158	5277	5394	535	0								0	0		
203333																														0	65341	24886	323	144678	0	1487	1487	5548	0	41627	0	41627	6800	22692	0	5835	378991	0	3416	3416	0	0	48339	7889	10472	155323	11567	10169	12270	6997	4544	775	196594	41959	48122	22169	13638	3212	0	0	0	0	0	0	0	0	130	0	
203418																														0	6649	5275	1259	15345		1770		502	0			21170	6847	31637	0	1817	186666	7	0			0	64030	28508	24624	8613	6642	13832	4235	2391	23957	12768	28084	5254	19157	28989	32193	8688								849	1015		
203575																														0	0	0	527	3143		0		0	0			0	183	1064	0	0	54198	0	0			0	45368	3913	20267	811	5120	8211	1296	4567	9508	16546	581	1374	559	907	3710	1666								0	0		
203753																														900	6219	3220	1151	11878		0		4175	0			20270	353	3968	0	0	60047	46	280			0	6851	701	1277	8156	423	3052	2889	191	239	0	24880	13169	10040	2316	636	435								127	0		
203847																														0	1888	110	1645	5107		422		0	0			3923	17831	5508	0	0	74070	0	0			0	30804	6635	26284	11685	461	3288	4145	17260	4536	1114	26570	1455	5664	5691	3749	122								0	197		
204004																														0	80423	0	95766	405608	0	41910	41910	0	0	189881	0	189881	27802	119896	0	0	1990768	0	0	0	0	0	816638	212844	452473	50200	10040	98974	120162	128062	394891	59627	212639	42067	53068	164673	644492	56305	0	0	0	0	0	0	0	0	0	0	
204237																														0	12626	5441	1398	20724		63		1638	0			15369	1592	18494	0	1819	102931	0	0			0	22657	776	0	46365	2508	4483	8874	2425	2317	2050	12556	26788	25382	9361	4769	1082								334	0		
204808																														0	0	0	144	0		0		0	0			0	93	85	0	0	14514	57	0			0	12580	0	170	0	0	0	5	170	5163	7242	1685	0	0	84	40	182								0	1669		
204826																														0	7007	4429	0	21695		0		1160	0			5750	877	7937	0	312	97270	0	19			0	46144	1610	39433	15899	9997	27346	3246	1264	3619	551	27777	16277	4915	980	163	0								330	0		
205159																														0	321	4317	0	1240		244		4480	0			2388	0	3231	0	0	22504	0	0			0	5921	362	0	8127	576	597	4356	327	65	0	4875	4182	4448	1806	918	354								0	0		
205243																														0	480	459	0	21324		849		658	0			4947	1856	13368	0	0	64975	48	0			0	17665	2496	2999	34407	2456	4676	9805	604	0	0	14537	12738	18614	1155	0	0								921	0		
205346																														0	3190	5198	569	16010		12		5695	0			19146	0	9342	0	5937	88016	0	2704			0	19581	425	0	32436	2390	2666	11117	836	1240	1298	16454	10926	26073	9326	4928	0								207	0		
205430																														0	173	1	0	1340		7		16	0			7556	67	4303	0	0	20749	0	0			0	6938	348	0	5089	311	625	4096	1800	79	0	2348	1805	6316	3301	24	0								0	0		
205458																														0	0	689	0	172		26		6749	115			2990	396	1978	0	0	13327	0	0			0	313	0	0	8717	6	9	110	161	27	0	7305	1397	1473	2045	370	14								0	14		
205542																														0	0	13767	2601	8536		191		19450	0			5234	0	3751	0	1551	72814	0	7023			0	10094	616	0	23501	28	132	1561	2435	5482	456	13332	10113	10612	13228	14562	815								0	0		
205654																														0	106690	0	20045	193400	0	936	936	0	0	51073	0	51073	12891	31180	0	2185	608719	648	0	0	0	0	100174	81608	62779	206479	34201	42273	3525	3087	4530	11085	188237	209606	54359	21988	11202	17584	0	0	0	0	0	0	0	6986	2199	0	
206156																														0	795	8053	1121	23580		81		3	0			14660	10	4125	0	1596	77604	5	1265			0	22195	125	0	20360	2567	2514	5447	4604	6027	798	13873	8567	11155	7084	14680	0								0	0		
206567																														0	0	0	0	0		0		0	0			0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0								0	0		
206772																														0	265	0	24528	30362		0		0	0			151	0	49	0	0	60441	220	0			0	5095	0	4966	3240	3114	1603	378	0	0	0	32607	8027	6939	6893	1100	0								17	194		
206950																														0	164	2732	23	2547		44		4232	0			1745	0	2034	0	0	20370	0	0			0	6849	0	4282	5480	17	1353	965	2231	1852	431	4088	6397	1325	1365	284	0								0	0		
207041																														0	33	2493	0	958		13		1682	0			1034	0	2554	0	84	13513	0	0			0	4529	133	2962	2178	241	953	3065	52	54	49	1578	1973	4017	886	104	0								0	0		
207050																														0	16709	1898	23233	53026		1180		0	0			20322	787	9102	0	0	190953	0	0			0	58130	6458	0	61879	7229	13215	31392	2952	1682	1660	17347	24088	65771	22691	2926	0								0	108		
207452																														0	50	11179	252	2001		49		11394	492			7736	694	4469	0	0	56170	0	316			0	16122	543	5309	8663	412	2284	3159	378	5508	4381	11675	9576	10360	2831	4648	928								1217	148		
207555																														0	538	5401	178	2532		75		13176	0			12800	825	10978	0	428	55126	0	0			0	5971	2045	1696	28658	378	1434	1380	2458	52	269	17821	9025	8735	11752	1720	72								0	179		
207564																														0	67	3955	0	2725		38		4198	0			5106	0	2566	0	395	22704	3	0			0	3459	198	0	8383	270	285	1245	1184	386	0	7516	3629	3040	3783	1280	0								0	0		
207845																														0	16016	6560	1459	80210	0	129	129	2819	0	30461	0	30461	4412	49815	0	1857	253898	29	395	395	0	0	50932	7919	0	47136	4146	10694	28654	5487	1223	597	45701	18033	74207	53417	10637	689	0	0	0	0	0	0	0	681	262	0	
207872																														0	4633	0	0	17457		54		0	0			18316	3007	3672	0	0	51493	83	0			0	1920	1227	374	19209	440	0	324	579	395	0	31007	2071	7294	7050	1972	0								1079	211		
207957																														0	0	136	0	214		269		1851	0			1406	0	778	0	0	5316	0	0			0	662	0	0	3094	17	41	74	530	0	0	1457	1660	851	580	0	0								0	0		
208057																														0	3503	1823	56	25664		0		10220	0			49860	4203	10864	0	1713	134413	0	389			0	12992	12580	728	57131	2790	2028	4718	2184	1017	255	42874	18576	33788	16892	9253	6								189	357		
208169																														0	38384	0	17437	140548	0	345	345	0	0	6761	0	6761	29287	1256	0	0	253666	443	0	0	0	0	14909	1802	0	120235	8829	0	0	257	5438	385	105732	5674	7423	10372	89606	20393	0	0	0	0	0	0	0	0	3380	0	
208244																														249	170607	195590	119304	1292547	10665	33546	22881	117933	0	1205074	0	1205074	176017	727408	0	39638	6264813	0	315077	315077	0	13245	1707260	160202	731298	1010300	125077	246910	270681	156981	409582	491609	1573445	484261	733139	866761	799204	66588	249	0	249	0	0	0	0	532	3829	0	
208329																														0	9364	3349	1230	35143	0	538	538	2259	0	78453	0	78453	41802	422843	0	5823	891816	1584	0	0	0	0	269015	18827	17531	50740	5483	4877	16645	18495	203693	19766	66997	26246	209137	251654	69585	0	0	0	0	0	0	0	0	0	4754	0	
208347																														0	220	3309	25	2491		29		3047	0			1084	0	3877	0	0	23816	0	0			0	9485	145	0	7086	808	1348	6360	660	309	0	2840	2090	5432	3557	412	0								104	0		
208440																														0	0	9041	0	2212		0		11012	0			5804	0	1733	0	0	35008	0	0			0	5204	0	2072	11282	446	1162	1170	1349	934	142	8048	13645	3525	2562	1779	128								2	0		
208459																														0	3057	356	759	10998		1		326	0			3045	0	578	0	0	23615	0	3466			0	1003	0	120	5134	122	209	645	27	0	0	8507	2923	7824	2469	629	0								0	26		
208655																														0	779	16887	542	5164		293		32274	0			11628	0	9554	0	1579	85863	0	0			0	7030	99	46	34946	360	952	1863	2697	908	250	23614	23442	15451	10545	5664	57								0	34		
208927																														5313	525188	467	19864	424547	3915	176854	172939	0	0	1109795	0	1109795	32383	29999	0	64526	2692026	0	156343	156343	0	85405	129212	12294	23728	1006042	99709	805	0	24748	1632	1923	1734719	129314	215707	112072	304067	44731	4000	0	4000	1313	0	0	0	0	5241	0	
208972																														0	0	0	641	2601		0		0	0			0	159	593	0	0	51922	3	0			0	39466	8424	33806	448	26431	1728	821	3940	5104	1266	2730	410	1731	1747	5287	549								41	0		
209139																														0	7057	0	11638	41893		44		0	0			9002	457	2323	0	0	110380	1	0			0	37123	393	29320	12183	2838	7017	23915	1133	1664	0	21878	6678	32754	10553	400	175								334	117		
209148																														0	4750	6071	0	6191		147		4752	0			14559	27	21017	0	178	79701	1	110			0	21240	660	7564	15003	2046	6446	2289	4025	4586	1721	19607	8713	8829	11221	6220	3031								0	0		
209335																														0	1085	134	133	8167		12		0	0			3714	375	5162	0	257	26960	1	0			0	6738	0	4573	6926	728	3144	1775	424	502	0	6744	4828	2522	2465	2196	0								0	1184		
209362																														0	823	0	2050	8516		212		0	0			1100	1650	386	0	0	17128	13	0			0	935	1154	14	2775	14	0	262	132	527	0	11227	914	1272	602	2171	0								152	163		
209447																														0	791	16	0	6538		0		1098	0			1116	0	9165	0	0	25010	0	0			0	5913	373	952	9238	418	633	551	2213	2081	0	3125	5062	4615	4209	1880	0								0	0		
209559																														0	77	4163	0	2222		3		2553	0			1465	0	1882	0	0	16237	0	49			0	3746	0	1890	4401	131	2005	297	1313	0	0	2539	5596	2129	2161	66	0								0	77		
209652																														0	12488	1974	393	32412		60		2599	0			12035	7875	8320	0	0	109221	62	1078			0	21705	7901	10407	28445	1004	4868	9428	3972	190	2243	20113	16909	21820	21235	4844	2448								0	443		
209830																														0	173	5	0	8195		0		554	0			3086	919	10898	0	150	34674	0	0			0	9659	1035	6926	4366	651	1435	2855	2315	1637	766	3487	3847	8380	8041	1018	169								0	0		
209858																														0	16004	2713	42	27449		684		8712	0			17936	40	6412	0	0	95820	5	150			0	13686	1640	1094	33774	760	2716	5199	3921	542	548	51646	10256	8008	10794	952	480								0	357		
210238																														0	7305	4979	943	27520	0	1465	1465	870	0	21267	0	21267	2128	29399	0	2034	164525	523	0	0	0	0	65523	254	17195	64725	19335	8105	13115	9958	14694	175	42839	14045	22196	12143	6965	0	0	0	0	0	0	0	0	799	562	0	
210256																														0	0	1459	0	7793		159		2195	0			9427	1309	3356	0	0	41966	0	590			0	15678	0	7258	9978	1060	1523	1847	2612	7445	1191	9649	4604	7319	3762	937	0								0	0		
210434	3857240	1682841	0	0	4203806	617633	584878	96210	91859	12825229	0	1079891	106718	89658	6358831	7006581	507531	479114	393679	656716	567513	0	270926	4	0	187618	0	45605	780	270922	87708	1410	105761	190313	145465	1677747	1532282	0		4107086	190812	4297898	351222	584451	0	91859	12011551	0	1186609				3107865	12181	1378707		34639	84425	572483	723033	894876	798409							270922			0	0			0	45605		
210443																														0	21	0	0	4661		2		0	0			1427	0	2788	0	0	17540	8	0			0	8596	53	0	7050	692	1649	5952	293	10	0	1136	3573	2254	1291	698	0								0	0		
210452																														547	0	3546	338	0		14		3217	0			1495	0	778	0	0	14019	0	0			0	4084	0	209	4918	339	195	1495	2055	0	0	5257	808	1367	2065	385	0								0	0		
210555																														0	0	4503	0	10041		0		8727	0			7195	0	5051	0	665	60301	0	0			0	23110	1009	0	48287	3294	13460	6356	0	0	0	20958	10575	2336	1374	1197	0								0	0		
211114																														0	396	525	2081	6467		259		0	743			11551	1998	5573	0	107	54862	0	56			0	24063	1230	1941	9014	2333	1433	4343	4894	8527	2424	12724	2382	4371	5438	4705	961								258	298		
211338																														0	1068	245	0	822		170		0	0			5740	321	4765	0	0	22717	7	0			0	9112	449	1185	5662	187	501	3307	3455	980	567	1457	3517	3920	3922	720	0								0	32		
211543																														0	0	5248	0	1135		0		8260	0			1195	0	727	0	121	17614	0	0			172	928	0	0	7667	22	197	398	311	0	0	6764	1091	4304	2524	1805	198								0	0		
211628																														0	12657	2670	9389	42006		63		460	0			27115	8583	32096	0	575	242171	0	0			0	84263	21394	34884	25825	10193	23757	3664	4984	29170	11887	39246	21311	24927	40991	23734	3721								6	894		
211851																														0	583	7249	0	1905		0		7108	0			2426	439	2643	0	0	26709	0	0			0	3987	369	1661	13975	76	1153	1330	391	962	75	5017	7729	5090	2891	1779	0								0	0		
211954																														0	1052	1025	836	6981		293		0	0			4106	0	9566	0	0	31059	105	0			0	5423	351	564	7688	638	757	531	462	1817	1218	6611	4975	7563	3945	1868	22								1531	0		
212018																														0	105	6482	602	13648		66		811	0			9024	734	5210	0	1390	112808	264	0			0	66870	7862	23170	6781	3810	10499	5801	9461	31459	5587	6465	5399	7674	15695	8777	1122								0	268		
212120																														0	4	207	877	4088		588		15	0			1974	0	15933	0	345	57163	0	0			0	32734	398	163	622	26	121	350	1002	17346	13889	4714	516	5059	8259	4166	1715								0	0		
212335																														0	2370	968	1252	9401		203		104	0			2634	424	2748	0	0	30637	0	0			0	10352	181	0	13402	637	2595	6919	147	54	0	9231	4161	5013	874	1006	0								0	0		
212344																														0	58	4046	964	1414		123		8906	0			4525	0	3907	0	382	29488	0	0			0	4934	122	0	12397	460	1475	2514	83	323	0	3432	7458	8204	3093	1815	450								107	0		
212456																														0	240	60	680	5930		78		1014	0			4362	55	4517	0	0	19621	2	0			0	2585	100	272	4075	379	186	791	1185	44	0	3843	1181	5677	5899	437	0								0	2		
212465	10632845	685863	284748	0	10960604	301459	774024	41573	25686	24956119	56206	470348	0	147082	6782738	14134497	1764877	829841	629594	2534231	78302	15447	0	248	0	668083	0	151397	9092	25798	1078700	20760	409875	3294508	12282	685816	673534	284748		10748851	77808	10826659	662439	760228	0	25686	23798475	55788	470348				4591159	566142	3347316		145055	323236	714582	1815070	779966	813206							101			248	25449			0	151397		
212522																														0	2025	5719	2841	70958		88		4208	5053			41945	3755	10233	0	3451	220358	315	0			36569	64929	6025	23695	22743	828	5205	2157	17886	22560	15256	49697	20049	23732	40504	17475	2277								2080	2416		
213538																														0	1451	1922	0	4070		204		2478	176			4917	0	6655	0	0	27402	343	0			0	5914	134	1347	12053	462	936	551	1359	2507	35	2931	7725	3285	4095	3628	0								0	0		
213912																														0	1180	1637	1044	1856		63		202	0			1995	22	2382	0	0	58898	235	0			0	45974	2405	13080	1606	2327	9123	629	333	15367	17905	1475	1514	1227	1780	4976	2180								363	10		
213921																														0	0	109	0	7552		34		0	0			287	1280	12337	0	63	36256	42	0			27	12762	1546	0	7418	779	2265	5468	3037	1213	0	7021	2531	6200	5772	1810	0								0	328		
213958																														0	2830	3500	0	2946		70		2018	0			3895	597	1990	0	0	28083	0	0			0	8949	1182	156	13741	774	1696	6143	313	23	0	7108	4163	5466	2190	199	0								0	106		
214106																														0	3793	0	673	6560		0		0	0			2518	578	6497	0	811	116638	0	0			0	89265	5769	8469	3671	598	5668	2624	1438	38833	39485	2394	1424	4414	4718	10182	4218								0	174		
214414																														0	25605	31870	7174	38866	0	3378	3378	52919	0	96301	0	96301	8299	54874	0	7709	467385	546	665	665	0	2359	130548	6514	93702	96631	1798	95111	1673	1100	15379	15487	107322	95410	34551	42487	35734	15458	0	0	0	0	0	0	0	3209	0	0	
214571																														0	2888	0	192	13379		27		0	0			4748	0	2461	0	350	70236	79	0			0	38181	8089	764	7111	356	1271	5823	7078	17414	6239	4304	1180	9268	11638	5744	0								0	0		
214722																														0	7393	23	0	12194		712		0	0			85713	8199	25110	0	594	175697	0	147			100	31222	3025	19116	49335	2845	4121	11365	8149	1842	2685	56230	26678	26701	17834	11840	4388								0	1365		
214807	1051000	3769000	10000	0	6830000	520000	1049000	3000	0	14588000	0	54000	2000	510000	1590000	11271000	1518000	39000	128000	540000	51000	108000	42000	0	0	1150000	0	0	0	1188000	97000	0	108000	705000	828000	3726000	2898000	10000		6830000	369000	7199000	0	1047000	1000	0	14276000	0	54000				141000	0	141000		95000	46000	0	0	0	0							150000			0	1038000			0	0		
214843																														0	3171	17628	96	4166		0		18670	0			15069	0	9438	0	0	93642	0	0			0	24731	673	417	22679	1022	1702	6518	8345	7013	83	27388	4184	16676	12832	7519	236								0	0		
215130																														0	27620	0	1098	209002		2312		0	0			16622	2642	2397	0	0	268456	1628	0			0	4670	3681	296	63236	638	178	831	1881	409	358	132862	19139	14324	50620	46901	0								0	40		
215251																														0	1362	19	0	2093		25		0	0			1722	505	2055	0	390	18027	0	0			0	8948	693	7339	2256	111	7555	533	188	408	34	1647	4592	1287	969	345	93								146	69		
215345																														0	954	22142	325	15253		460		21098	0			10757	2619	15248	0	951	132636	627	0			0	31660	11237	22930	27359	1368	2841	16556	2732	7767	395	24044	11176	24664	26791	13975	671								309	250		
215354																														0	7133	381	69	26286		8		0	15			17280	321	9962	0	0	93959	0	258			13	29083	2590	292	50404	4204	10532	12367	1167	275	0	12820	22931	18296	9023	1669	0								588	0		
215363																														0	10484	182	1556	109788	0	0	0	2	0	20813	0	20813	2111	2861	0	0	182535	0	51	51	0	0	28699	5199	24817	17957	662	1078	15116	6385	1243	3634	105846	4594	9282	7506	10337	15668	0	0	0	0	0	0	0	789	0	0	
215523																														0	355	4104	0	3806		120		1944	95			3978	0	4252	0	540	33065	0	0			0	13557	409	4263	3500	207	3362	1438	157	3802	4290	3600	2385	2676	1945	6254	2328								0	0		
215653																														0	195	3361	0	354		31		4000	0			1760	0	1748	0	0	12913	0	47			0	1254	163	0	4881	0	69	312	600	195	60	4475	2148	2138	2218	385	120								0	0		
215662																														0	20516	9147	13657	73341		2352		33108	380			70591	15	19907	0	418	261101	326	0			891	16072	1533	6307	97087	5990	2043	4029	2282	1664	0	145693	20318	35654	31187	9073	29								0	770		
215710																														0	8159	5173	616	17625	0	25	25	0	0	23950	0	23950	7594	51950	0	3099	230759	0	0	0	0	0	110675	974	47208	68396	7099	43671	333	759	31260	27515	64196	4250	11175	14201	20909	4917	0	0	0	0	0	0	0	0	919	0	
215756																														0	47180	0	24708	100173		49		0	0			5062	0	1097	0	0	179461	0	26			0	1164	0	0	88325	13	353	90	200	374	134	87186	16679	39761	15292	18672	0								0	2		
215952																														0	505	3267	0	1041		69		18550	0			3045	0	1306	0	359	29540	0	86			0	1253	16	60	14128	126	130	249	82	576	90	6535	7449	2827	4101	4542	2815								0	43		
216100																														0	69401	0	33226	259773	0	0	0	0	0	35860	0	35860	70680	3924	0	0	606515	0	0	0	0	0	129797	56	121886	92138	2021	30264	43762	43564	8017	1514	195847	48915	127652	88476	15268	0	0	0	0	0	0	0	0	0	3798	0	
216164																														0	43	2037	0	3357		56		1407	0			5588	0	8409	0	0	25255	11	0			0	4199	59	58	9622	198	2791	147	364	464	235	7588	5257	4438	3333	304	85								111	0		
