"IDRSSD"	RIAD3123	RIAD4230	RIAD4605	RIAD4815	RIADB522	RIADC079	
18957	336	45	48	0	264	21	
19356	926	225	42	0	1082	423	
19730	11579	0	5	0	11592	18	
19936	818	710	41	0	1024	957	
19972	76	5	2	0	69	0	
20053	172	18	1	0	170	17	
20147	644	0	181	0	588	125	
20259	207	30	18	0	189	30	
20370	1224	510	598	0	1029	913	
20512	610	0	22	0	635	47	
20633	1850	250	150	0	1500	50	
20754	70	0	1	0	74	5	
20839	683	108	10	0	578	13	
20857	223	57	0	0	188	22	
20866	350	50	33	0	342	75	
21256	62	0	1	0	66	5	
21359	121	0	0	0	122	1	
21630	289	31	7	0	270	19	
21658	620	18	3	0	605	6	
22048	879	276	20	0	892	309	
22235	2126	430	97	0	1848	249	
22356	1454	270	170	0	1197	183	
22459	847	71	25	0	807	56	
22543	322	3	1	0	320	2	
22552	484	133	9	0	554	212	
22730	652	101	79	0	784	312	
22860	49699	58987	3309	-23860	23511	12248	
22936	951	275	82	0	793	199	
22954	585	63	22	0	531	31	
23036	2329	517	25	0	2145	358	
23045	224	0	3	0	221	0	
23241	26619	5085	1071	7217	22065	8819	
23344	907	65	2	0	857	17	
23456	401	21	1	0	392	13	
23504	2301	230	57	0	2100	86	
23540	393	9	1	0	397	14	
23643	786	300	16	0	628	158	
23755	398	106	3	0	371	82	
23812	6282	1770	147	0	6609	2244	
24006	1460	180	26	0	1287	33	
24266	20535	3800	539	5464	13280	2548	
24453	289	0	9	0	286	6	
24659	257	79	0	0	222	44	
24668	588	60	29	0	545	46	
24855	30	20	6	0	27	23	
24949	2731	545	73	0	2342	229	
25357	190	6	0	0	185	1	
25450	50322	20605	5380	10000	35542	21205	
25647	441	28	3	0	417	7	
25852	4130	336	6	2040	1782	34	
26149	476	413	63	0	418	418	
26233	2874	805	311	0	2127	369	
26242	1166	315	82	0	1084	315	
26457	201	0	26	0	193	18	
26756	324	114	11	0	284	85	
26765	88	0	2	0	109	23	
26859	2619	400	208	0	3083	1072	
26916	2750	495	181	861	1606	393	
27548	2075	675	68	1900	1994	2562	
27614	1620	62	7	0	1588	37	
27838	1389	42	4	0	1351	8	
27847	1012	225	14	0	871	98	
28013	2205	0	0	0	2205	0	
28152	237	15	0	0	222	0	
28255	462	-130	62	0	633	103	
28349	277	18	7	0	278	26	
28406	1467	151	8	0	1315	7	
28572	299	206	0	0	147	54	
28732	296	24	8	0	282	18	
29104	2119	514	3	0	1655	53	
29159	237	-35	55	0	220	3	
29252	937	185	15	0	742	5	
29636	3375	743	213	0	3325	906	
29850	240	27	7	0	232	26	
29944	189	33	10	0	160	14	
29953	872	207	37	0	703	75	
30025	4277	295	29	0	4003	50	
30052	329	125	74	0	313	183	
30146	280	26	9	0	253	8	
30155	1357	180	25	0	1155	3	
30258	1473	228	3	0	1275	33	
30418	0	0	0	0	0	0	
30436	3359	623	88	0	2659	11	
30502	3103	450	62	-50	2925	284	
30650	772	165	7	0	695	95	
30810	764035	708272	74515	4123	761538	784413	
30856	896	35	15	0	867	21	
31134	484	296	72	0	378	262	
31152	625	84	3	0	548	10	
31255	1408	225	133	80	1028	58	
31303	8690	900	1123	0	8517	1850	
31657	267	0	92	0	247	72	
31826	1181	75	197	0	1175	266	
31835	2655	0	120	0	2781	246	
32159	665	1515	42	0	644	1536	
32234	252	0	2	0	270	20	
32766	174	50	173	0	153	202	
33147	1712	184	0	0	1624	96	
33259	2060	259	7	0	1829	35	
33268	385	150	28	0	338	131	
33549	243	0	0	0	243	0	
33727	1769	-220	911	0	1988	910	
33754	60	0	0	0	60	0	
33772	8423	1065	93	2597	4825	157	
33839	186	0	1	0	198	13	
33857	1060	6697	137	0	785	6559	
34032	571	45	43	0	512	29	
34153	1177	230	49	0	929	31	
34359	326	61	28	0	337	100	
34425	1573	250	15	0	1370	62	
34434	890	97	28	0	813	48	
34452	396	-39	74	0	369	8	
34537	7049	0	210	0	7218	379	
34555	793	45	27	0	803	82	
34742	1158	170	16	0	1032	60	
34836	111	31	2	0	95	17	
34863	190	26	11	0	182	29	
35057	506	118	62	0	376	50	
35244	3513	1110	45	0	3165	807	
35301	55243	7000	5	-386	57068	8444	
35570	3540	250	25	0	3309	44	
35646	222	0	0	0	222	0	
35842	381	10	1	0	389	19	
35851	210	45	11	24	156	26	
35936	29	0	0	0	31	2	
36054	5419	2053	162	0	5072	1868	
36344	2148	45	67	26	2189	179	
36456	453	20	11	0	472	50	
36830	390	32	53	0	317	12	
36858	1745	246	3	0	1740	244	
36933	669	123	94	0	560	108	
37051	385	0	64	0	322	1	
37341	303	0	2	0	309	8	
37350	278	221	143	0	272	358	
37378	545	128	1	0	482	66	
37435	6009	1158	231	0	5411	791	
37640	2841	0	51	0	3439	649	
37659	448	183	10	0	458	203	
37743	478	45	4	0	633	204	
37949	1170	135	13	0	1068	46	
38441	298	3	8	0	295	8	
38478	1463	1845	418	0	1581	2381	
38526	1594	190	15	0	1702	313	
38535	3286	0	451	0	2837	2	
38740	1143	140	82	0	1209	288	
39327	2121	0	5	0	2137	21	
39420	5412	1350	128	0	5250	1316	
39475	6019	2159	43	3626	998	807	
39756	767	730	43	0	729	735	
39934	1269	90	43	0	1316	180	
40033	1064	0	620	0	1028	584	
40051	3203	89	19	0	3286	191	
40305	29985	4275	2337	0	30180	6807	
40350	253	0	0	0	253	0	
40707	1527	180	65	0	1517	235	
40855	420	45	17	0	358	0	
41245	167	18	8	0	141	0	
41553	594	60	84	0	668	218	
41629	1074	506	181	0	992	605	
41647	4104	270	25	0	3927	118	
41759	317	135	0	0	297	115	
41825	2274	-35	8	0	2307	6	
41937	374	9	0	0	365	0	
41955	320	0	4	0	330	14	
42037	176	0	27	0	172	23	
42055	242	8	21	0	295	82	
42354	639	80	10	0	564	15	
42420	25684	7270	480	0	25835	7901	
42448	1728	576	41	0	1555	444	
42457	645	90	24	0	532	1	
42541	159736	30529	18813	0	159736	49342	
43052	439	380	1	0	539	481	
43155	1509	362	77	475	848	253	
43173	32799	3789	139	0	28901	30	
43324	790	15	247	0	756	228	
43351	40	0	0	0	45	5	
43454	282	5	2	0	280	5	
43511	2008	357	63	0	1787	199	
43641	446	28	10	0	492	84	
43669	10865	9075	302	0	6706	5218	
43744	422	45	1	0	415	39	
43856	262	15	13	0	242	8	
43959	871	660	39	0	637	465	
44040	1227	150	71	0	1182	176	
44134	12129	949	348	0	11417	585	
44433	2276	360	359	0	2042	485	
44451	468	49	34	0	450	65	
44602	5247	-26640	577	0	31454	144	
44741	1759	291	44	0	1710	286	
44750	574	45	13	0	647	131	
44929	367	115	18	0	297	63	
45038	728	213	5	0	578	68	
45047	537	124	49	0	443	79	
45056	577	269	2	0	347	41	
45270	1167	500	89	0	740	162	
45430	487	90	7	0	432	42	
45458	122	0	0	0	131	9	
45551	3066	0	247	0	3095	276	
45560	2911	305	93	0	2666	153	
45627	28221	3265	613	-417	28447	3687	
45775	223	-1	0	0	224	0	
46053	914	424	17	0	730	257	
46905	6437	675	128	0	6166	532	
46941	847	135	67	0	750	105	
47153	134	9	0	0	190	65	
47247	1908	188	70	0	1775	125	
47256	222	27	8	0	254	67	
47377	5969	2420	280	0	4921	1652	
47425	2809	1340	29	482	1329	371	
47452	474	0	3	0	471	0	
47500	1744	0	6	0	1774	36	
47658	93	0	10	0	122	39	
48057	238	97	7	0	230	96	
48150	108	6	1	0	101	0	
48208	2428	180	65	0	2374	191	
48374	2390	69	3	0	2609	291	
48440	326	0	0	0	329	3	
48552	437	59	1	0	381	4	
48673	71	5	0	0	66	0	
48730	1003	287	50	0	942	276	
49054	304	116	0	0	217	29	
49148	425	32	24	0	415	46	
49241	1620	420	131	0	1340	271	
49344	1047	0	26	0	1053	32	
49362	49038	1432	4368	0	59170	15932	
49540	665	0	24	0	699	58	
49643	193	5	1	0	191	4	
49652	840	625	9	0	566	360	
49821	7426	450	321	0	7395	740	
49858	157	0	44	0	157	44	
49951	426	0	10	0	425	9	
50144	399	156	34	0	311	102	
50461	3303	0	578	0	3017	292	
50546	199	56	2	0	153	12	
50854	345	35	38	0	288	16	
50957	387	100	0	120	177	10	
51253	1060	275	61	0	986	262	
51347	377	119	6	0	331	79	
51356	598	120	60	0	507	89	
51459	891	221	3	0	773	106	
51730	178	70	22	0	162	76	
51842	1037	25	56	0	1033	77	
51972	1398	90	4	0	1311	7	
52410	310	76	13	0	236	15	
52456	115	36	3	0	135	59	
52719	0	0	0	0	0	0	
52764	1152	12	21	0	1119	0	
52951	429	10	161	0	528	270	
53015	213	11	11	0	215	24	
53033	12145	0	258	0	12634	747	
53051	96	0	1	0	100	5	
53239	492	69	12	0	449	38	
53453	167	34	3	0	178	48	
53752	240	0	2	0	238	0	
54049	456	28	2	0	427	1	
54058	1879	200	45	0	1766	132	
54124	636	100	10	0	564	38	
54357	74	117	35	0	86	164	
54375	1760	270	3	0	1775	288	
54441	417	63	0	0	354	0	
54656	524	118	11	0	459	64	
55019	2068	633	119	0	1999	683	
55176	429	0	0	0	429	0	
55251	1175	575	45	0	1007	452	
55336	1579	345	52	0	1250	68	
55635	428	31	29	0	396	28	
55653	335	150	39	0	273	127	
55859	505	136	23	0	412	66	
55916	160	24	3	0	160	27	
56230	611	64	17	0	635	105	
56258	1007	86	18	0	999	96	
56351	2427	377	170	0	2355	475	
56427	180	14	0	0	170	4	
56548	806	-7	119	0	757	63	
56557	8426	1835	83	892	5860	244	
56717	2286	683	34	0	2088	519	
56726	563	76	12	0	502	27	
57040	324	36	2	0	293	7	
57134	3495	300	43	0	3267	115	
57228	770	143	12	0	690	75	
57255	525	25	128	0	530	158	
57451	1469	73	14	0	1394	12	
57572	370	27	4	0	343	4	
57956	857	0	49	0	875	67	
58074	782	135	54	0	699	106	
58207	1423	142	11	0	1328	58	
58225	708	260	80	0	784	416	
58243	14828	4255	93	0	12398	1918	
58355	39	0	0	0	39	0	
58551	602	0	119	0	616	133	
58636	1193	351	78	0	1178	414	
58757	206	0	8	0	231	33	
58971	29047	5508	1971	0	25726	4158	
59259	530	20	1	0	517	8	
59316	3282	545	93	0	3300	656	
59352	823	0	11	0	818	6	
59679	82	0	0	0	82	0	
59754	169	30	1	0	171	33	
60143	381123	127007	12660	-12424	366957	113077	
60219	763	135	10	0	643	25	
60330	1832	814	44	0	1324	350	
60433	2866	989	499	0	4560	3182	
60545	403	0	0	0	403	0	
60554	381	18	0	0	365	2	
60648	1655	376	63	0	1584	368	
61001	3615	209	97	0	3400	91	
61047	1361	135	94	0	1215	83	
61122	5190	1856	291	0	5092	2049	
61355	3383	1328	748	0	3005	1698	
61476	429	11	0	0	424	6	
61533	1140	164	2	0	1022	48	
61757	1373	180	15	0	1269	91	
61832	474	20	5	0	463	14	
61953	226	36	32	0	208	50	
62044	195	143	75	0	163	186	
62101	38934	3870	2746	0	43612	11294	
62147	326	45	1	0	287	7	
62651	603	349	9	0	839	594	
62709	84	11	7	-21	109	22	
63050	624	0	5	0	627	8	
63069	137239	24000	9235	0	135435	31431	
63078	3726	1815	176	0	2664	929	
63201	322	41	9	0	346	74	
63210	3024	0	243	0	2839	58	
63359	856	120	46	0	903	213	
63573	4651	90	50	0	4511	0	
63733	1412	342	47	0	1402	379	
63742	946	276	6	0	677	13	
63751	80	22	5	0	72	19	
63957	1596	708	100	0	1169	381	
64150	225	63	0	0	170	8	
64253	29	0	2	0	29	2	
64543	4188	390	30	1033	3332	597	
64552	58	68	3	0	51	64	
64619	11796	4747	302	0	10947	4200	
64646	374	42	33	0	311	12	
64730	1391	81	36	0	1288	14	
64758	1097	0	0	719	378	0	
65205	3484	90	2	0	3392	0	
65241	842	130	5	0	739	32	
65513	293	0	0	0	311	18	
65559	1527	237	18	0	1290	18	
65746	5659	360	70	0	5366	137	
65858	4334	550	247	0	4587	1050	
66015	2816	800	406	0	2227	617	
66154	556	0	26	0	605	75	
66172	3210	0	132	0	3082	4	
66275	5061	2172	252	0	5059	2422	
66350	434	433	10	0	313	322	
66613	175	0	1	-12092	12280	14	
66837	700	130	14	0	600	44	
66846	1538	1278	112	0	1346	1198	
66903	2777	538	160	256	2430	607	
67142	350	0	8	0	367	25	
67151	1238	105	11	0	1154	32	
67209	1749	175	100	0	1481	7	
67254	27	0	0	0	32	5	
67311	110500	32142	12424	0	108285	42351	
67414	420	150	49	0	356	135	
67777	1857	250	1	0	1632	26	
67852	9854	22274	1885	4000	7136	25441	
68345	1496	20	7	0	1479	10	
68372	1133	70	4	0	1095	36	
68448	506	30	4	0	481	9	
68569	35943	4862	3103	-1175	37118	7965	
68756	446	119	21	-25	527	196	
68831	783	132	61	0	925	335	
68840	728	163	4	0	596	35	
68859	2481	318	31	0	2232	100	
68943	850	0	45	0	1086	281	
69333	2702	188	457	0	2590	533	
69351	148	20	0	0	160	32	
69650	129	0	0	0	129	0	
69678	2492	1713	284	0	2737	2242	
69847	158	0	4	0	158	4	
70049	2411	455	9	0	1958	11	
70058	395	238	7	0	373	223	
70076	114	0	0	0	114	0	
70151	517	28	30	0	481	22	
70218	848	-132	11	0	985	16	
70254	141	29	0	0	131	19	
70414	1033	147	8	0	980	102	
70638	2191	50	381	0	2489	729	
70955	118	0	14	0	106	2	
71318	4910	0	162	0	4917	169	
71457	1004	45	2	0	957	0	
71671	945	105	0	0	840	0	
71859	93	0	15	0	78	0	
72258	736	176	23	0	575	38	
72276	2435	185	60	0	2594	404	
72351	723	112	147	0	651	187	
72418	1111	86	37	0	1182	194	
72454	354	54	4	0	345	49	
72614	3634	120	42	0	3535	63	
72678	321	120	102	0	536	437	
73031	578	0	77	0	613	112	
73116	3192	1210	187	0	2301	506	
73152	479	0	38	0	495	54	
73554	1542	540	98	0	1081	177	
73956	545	175	60	0	531	221	
74056	219	53	1	0	166	1	
74140	3692	293	123	0	3568	292	
74159	149	14	0	0	135	0	
74337	181	10	2	0	169	0	
74403	1453	140	2	0	1315	4	
74449	66	0	0	0	67	1	
74458	174	56	2	35	127	46	
75053	1783	330	19	0	1465	31	
75259	12	0	2	0	10	0	
75446	1523	135	16	0	1462	90	
75455	508	425	143	0	338	398	
75558	501	320	38	0	239	96	
75576	15354	3000	811	0	14507	2964	
75633	231308	184316	2318	0	118951	74277	
75651	376	23	3	0	381	31	
75857	1572	256	28	0	1689	401	
76050	427	209	12	0	398	192	
76117	7481	1293	892	0	6819	1523	
76135	2861	0	206	0	2940	285	
76153	381	4	32	0	385	40	
76201	2708000	941000	173000	318000	2353000	1077000	
76443	681	140	21	0	607	87	
76742	1120	120	74	0	1141	215	
76854	1188	317	24	0	1043	196	
77150	280	-488	80	0	730	42	
77253	348	25	51	0	301	29	
77347	1722	233	55	0	1466	32	
77374	2090	507	5	0	1727	149	
77422	487	0	0	0	487	0	
77758	6046	6851	17	0	5611	6433	
77851	6205	3409	920	0	6125	4249	
78036	721	80	5	0	649	13	
78054	823	229	5	0	745	156	
78157	241	17	19	0	237	32	
78241	280	30	40	0	295	85	
78559	131	9	2	0	137	17	
78643	630	27	1	0	616	14	
78858	66	0	0	0	86	20	
79042	80	0	9	0	77	6	
79127	1337	90	122	0	2587	1462	
79145	806	0	2	0	820	16	
79257	192	0	4	0	198	10	
79855	970	115	3	0	856	4	
80020	8	1	1	0	6	0	
80150	2234	0	44	0	2250	60	
80431	1015	303	84	0	1019	391	
80552	159	111	0	0	220	172	
80936	898	475	10	0	587	174	
81054	899	90	40	0	811	42	
81223	1715	135	15	0	1646	81	
81429	275	33	1	0	254	13	
82024	1678	-614	934	0	1650	292	
82033	476	135	0	0	397	56	
82257	233	57	0	0	201	25	
82350	223	72	21	0	237	107	
82659	296	40	5	0	287	36	
83151	413	35	6	0	385	13	
83236	69	7	1	0	64	3	
83311	27108	2250	967	0	25610	1719	
83357	327	9	8	0	343	33	
83450	7613	2415	457	0	5737	996	
83638	23419	10580	203	0	16873	4237	
83834	606	31	2	0	580	7	
83852	118	0	2	0	131	15	
83955	469	55	38	0	540	164	
84046	389	0	2	0	391	4	
84055	111	47	1	0	119	56	
84251	123	0	0	0	123	0	
84345	719	161	15	0	602	59	
84541	3259	614	543	0	3301	1199	
84804	52	0	3	9	49	9	
84970	2501	-173	137	0	2714	177	
85043	320	108	7	0	287	82	
85052	27	0	0	0	27	0	
85258	183	0	0	0	183	0	
85454	339	87	14	0	342	104	
85856	69	0	6	0	63	0	
85931	1016	315	36	0	884	219	
86349	1044	415	109	0	898	378	
86358	284	0	3	0	300	19	
86527	3464	957	194	0	3201	888	
86554	350	78	17	0	379	124	
87047	535	33	0	0	505	3	
87159	353	60	77	0	335	119	
87234	1853	135	57	0	1711	50	
87476	509	387	2	0	243	123	
87533	1573	132	11	0	1501	71	
87944	4374	3071	143	0	2918	1758	
88240	234	40	1	0	243	50	
88259	377	0	9	0	368	0	
88352	223	68	12	0	178	35	
88455	1513	0	65	331	1337	220	
88530	799	233	54	0	666	154	
88802	37401	3888	1741	0	38957	7185	
88950	144	8	0	0	136	0	
89032	443	46	27	0	445	75	
89135	440	46	8	0	415	29	
89162	0	0	0	0	0	0	
89452	425	105	6	0	381	67	
89751	2301	475	145	0	1822	141	
89854	721	138	22	0	737	176	
89957	163	79	10	0	185	111	
90047	181	0	0	0	184	3	
90159	436	36	0	0	402	2	
90234	2741	0	17	0	2772	48	
90252	151	0	1	0	150	0	
90328	1742	205	59	0	1761	283	
90337	1913	175	45	0	1837	144	
90403	21027	11353	1413	0	15190	6929	
90467	1041	0	0	0	1041	0	
90627	1399	27	9	0	1381	18	
90645	456	0	0	0	456	0	
90739	1032	122	53	0	946	89	
91129	180	18	8	0	188	34	
91147	622	120	5	0	547	50	
91156	1817	218	56	0	1694	151	
91259	649	160	122	0	583	216	
91521	1722	2606	226	0	2836	3946	
91615	376	59	20	0	320	17	
91651	548	45	10	0	507	14	
91754	461	101	13	0	380	33	
91866	2513	270	5	0	2243	5	
91950	400	0	8	0	400	8	
91969	3341	762	15	0	2655	91	
92050	323	54	5	0	315	51	
92144	322	0	11	0	311	0	
92162	592	68	15	0	629	120	
92630	3690	450	197	0	3266	223	
92658	12723	612	393	0	12634	916	
92706	1059	0	31	0	1091	63	
92854	228	41	14	0	176	3	
92902	145	0	16	0	134	5	
93039	1170	450	15	0	819	114	
93244	592	90	0	0	536	34	
93329	419	54	9	0	388	32	
93413	3004	325	28	0	2909	258	
93543	1698	415	82	0	1671	470	
93619	0	0	0	0	0	0	
93628	1086	54	7	0	1040	15	
93721	38370	4946	1058	0	35877	3511	
93758	340	40	94	0	354	148	
94139	1882	362	262	0	1800	542	
94447	727	6	8	0	836	123	
94456	431	85	74	0	331	59	
94522	1720	130	112	0	1668	190	
94661	4615	0	318	0	5724	1427	
94755	626	90	54	0	589	107	
94858	414	152	4	0	352	94	
95051	953	794	38	0	669	548	
95659	280	54	18	0	263	55	
95725	1722	551	63	0	1529	421	
95855	479	41	23	0	453	38	
96254	960	115	8	0	852	15	
96357	796	86	19	0	754	63	
96553	645	180	4	0	476	15	
97037	3818	500	0	0	3817	499	
97055	210	15	0	0	195	0	
97260	1661	199	59	0	1498	95	
97279	151	7	6	0	147	9	
97457	136	8	0	0	142	14	
97804	1516	135	5	0	1546	170	
97943	1827	1000	4	0	832	9	
98351	228	120	199	0	238	329	
98360	1645	1458	122	0	1832	1767	
98454	851	238	14	0	678	79	
98463	1817	369	4	0	1510	66	
98548	514	0	12	0	539	37	
98557	337	99	9	0	316	87	
98641	861	99	103	0	807	148	
98717	2095	0	15	0	2080	0	
99004	459	315	56	0	487	399	
99059	321	45	10	0	323	57	
99143	718	290	54	0	733	359	
99255	295	0	2	0	293	0	
99442	994	0	1	0	1000	7	
99536	861	114	52	0	891	196	
99853	368	135	64	0	350	181	
99974	748	360	34	0	758	404	
100160	2901	450	226	0	2597	372	
100236	937	243	11	0	831	148	
100357	2385	2233	183	0	2333	2364	
100553	317	0	5	0	327	15	
100562	12437	3250	164	0	11670	2647	
100843	1679	360	65	0	1416	162	
101019	74233	1000	1484	0	78114	6365	
101037	5027	425	196	238	4465	297	
101233	11886	1353	478	0	11936	1881	
101327	5881	0	550	0	7667	2336	
101345	450	156	11	0	393	110	
101439	917	180	112	0	848	223	
101671	1541	306	101	0	1555	421	
101738	1593	53	142	0	1673	275	
101952	362	0	8	0	448	94	
102155	106	-2	7	0	116	15	
102333	130	0	0	0	130	0	
102342	714	6	2	0	735	29	
102539	370	110	6	0	280	26	
102557	383	410	5	0	171	203	
103134	783	0	11	0	779	7	
103255	3117	275	256	0	3089	503	
103536	2772	95	187	0	2601	111	
103554	228	38	1	0	289	100	
103563	90	5	1	0	106	22	
103602	384	60	39	0	348	63	
103862	346961	167072	31332	51360	292720	195523	
104038	3469	678	43	461	2539	252	
104056	462	17	4	0	444	3	
104234	584	55	51	0	626	148	
104430	1520	180	54	0	1418	132	
104542	145	50	12	0	142	59	
104663	768	45	5	0	719	1	
105026	1019	498	43	0	901	423	
105044	105	0	7	0	101	3	
105053	339	67	15	0	520	263	
105071	1339	483	43	0	1081	268	
105222	998	400	42	0	989	433	
105530	760	25	26	-24	784	51	
105549	6837	2740	232	13	5467	1615	
105633	847	45	8	0	845	51	
105950	3188	525	238	0	2963	538	
106359	3690	897	578	0	3669	1454	
106377	2385	450	0	0	1997	62	
106452	2490	1100	32	0	1528	170	
106519	341	54	9	0	301	23	
106546	666	225	44	0	583	186	
106555	137	30	0	0	108	1	
106658	706	90	63	0	619	66	
107057	193	0	0	0	193	0	
107141	502	90	12	0	433	33	
107150	252	0	23	0	236	7	
107226	415	0	0	0	424	9	
107244	7754	1922	98	0	6606	872	
107431	1048	285	28	0	947	212	
107459	78	60	0	0	64	46	
107758	384	0	4	0	515	135	
108157	1975	220	86	0	2316	647	
108250	1226	177	1	0	1183	135	
108269	529	45	43	0	563	122	
108522	4948	2810	2	0	2139	3	
108652	106	2	1	0	104	1	
108746	111	0	5	0	122	16	
108951	615	172	19	0	684	260	
109136	1781	220	54	0	1762	255	
109154	228	9	1	0	218	0	
109453	274	10	5	0	269	10	
109574	468	9	14	0	446	1	
109659	709	353	19	0	495	158	
109855	391	13	0	0	378	0	
110057	777	130	43	0	649	45	
110066	39	9	0	0	35	5	
110356	119	12	4	0	116	13	
110404	392	105	0	0	288	1	
110413	2008	468	92	0	2029	581	
110655	226	0	3	0	228	5	
110758	3459	4551	880	0	4642	6614	
110936	705	369	0	0	458	122	
110945	705	0	18	0	715	28	
111157	191	0	0	0	191	0	
111205	2535	0	69	0	2475	9	
111559	330	45	40	0	298	53	
111661	529	25	31	0	508	35	
111942	987	180	14	0	833	40	
111951	658	133	1	372	172	20	
111979	1444	240	16	0	1455	267	
112163	2796	681	194	0	2578	657	
112332	460	0	146	0	481	167	
112444	1376	90	50	0	1332	96	
