"IDRSSD"	RIAD0497	RIAD4042	RIAD4136	RIAD4141	RIAD4146	RIAD4461	RIAD4462	RIAD4463	RIAD4464	RIAD4467	RIAD4468	RIAD4486	RIAD4487	RIAD4488	RIAD4489	RIAD4491	RIAD4498	RIAD4499	RIAD4522	RIAD4769	RIAD5523	RIAD6373	RIAD8403	RIADB526	RIADB527	RIADC013	RIADC014	RIADC015	RIADC016	RIADC017	RIADC018	TEXT4461	TEXT4462	TEXT4463	TEXT4464	TEXT4467	TEXT4468	TEXT4487	TEXT4489	TEXT4498	TEXT4499	TEXT4522	TEXT4769	TEXTB526	TEXTB527	
8547	26	0	25	15	16	38	13	7	29	20	54	0	0	0	0	0	0	0	0	false	0	0	27	0	0	0	2	7	6	232	41	Exchange-Collection-Misc Fees                                                                                                                                                                    	Credit Card Interchange/Visa Check Card                                                                                                                                                          	Other                                                                                                                                                                                            	Armored-Courier Expense                                                                                                                                                                          	ATM Card Expense                                                                                                                                                                                 	Other Operating Expense                                                                                                                                                                          									
8631	46	0	77	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	54	42				DEALER PARTICIPATION                                                                                                                                                                             											
9115	1166	0	0	0	158	116	75	0	2105	951	862	0	0	0	0	0	2700	0	0	false	0	0	31	0	0	0	0	175	0	0	0	Wire Transfer Fees                                                                                                                                                                               	Commerce on line Income                                                                                                                                                                          		Miscellaneous Expense                                                                                                                                                                            	Debit Card Expense                                                                                                                                                                               	Travel & Entertainment                                                                                                                                                                           			Capital Downstream from Parent Company                                                                                                                                                           						
9160	0	0	0	0	0	120	0	0	117	85	82	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	158	163	Mortgage Fee Referrals                                                                                                                                                                           			Rent                                                                                                                                                                                             	Item Processing                                                                                                                                                                                  	Insurance                                                                                                                                                                                        									
9339	0	0	0	0	0	0	0	0	1566	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0				Management Fees                                                                                                                                                                                  											
9357	0	0	0	0	0	0	0	0	252	0	0	0	0	0	0	0	3500	0	0	false	0	0	0	0	0	0	0	0	0	0	0				OTHER EXPENSES                                                                                                                                                                                   					CAPITAL CONTRIBUTION                                                                                                                                                                             						
9553	10	0	31	7	8	0	0	0	13	14	9	0	0	0	0	0	0	0	0	false	0	0	14	0	0	0	0	4	8	11	20				Insurance                                                                                                                                                                                        	Service Charges                                                                                                                                                                                  	Telephone                                                                                                                                                                                        									
9807	0	0	0	0	0	0	0	0	2687	0	0	0	0	0	0	0	33858	0	0	false	0	0	0	0	0	0	0	0	0	0	0				Change in value of bank owned life insurance                                                                                                                                                     					Contribution of additional capital                                                                                                                                                               						
9955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	206	0															
10157	0	0	0	52	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	77	0	TRUST FEES                                                                                                                                                                                       														
10250	159	0	47	8	25	20	0	0	36	117	32	0	0	0	0	0	2000	0	0	false	0	0	95	0	0	26	20	33	17	40	177	Merchant Credit Card                                                                                                                                                                             			Education                                                                                                                                                                                        	Insurance                                                                                                                                                                                        	Loss on OD s & Checks                                                                                                                                                                            			Holding Company Injection                                                                                                                                                                        						
10577	27	0	35	16	7	9	6	0	218	14	0	0	0	0	0	0	0	0	0	false	0	0	17	0	0	1	0	11	9	36	35	FEES MISC                                                                                                                                                                                        	MERCHANT CC INCOME                                                                                                                                                                               		SERVICE CONTRACT - IFN                                                                                                                                                                           	TELEPHONE                                                                                                                                                                                        										
10849	0	0	0	0	0	0	0	0	115	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	10	0	17	7	0	0				TELEPHONE EXPENSE                                                                                                                                                                                											
10858	0	0	0	0	0	0	0	0	245	259	0	0	0	0	0	0	0	0	8	false	0	0	0	0	0	0	0	0	0	0	0				I/C FNNI ADM OVERHEA - FNNI                                                                                                                                                                      	I/C IS SERV EXP - FNNI & SUBS                                                                                                                                                                    						Prov - Grand Island Acquisition                                                                                                                                                                  				
11145	79	0	48	2	12	0	0	0	54	0	0	0	0	0	0	0	0	0	0	false	0	0	57	0	0	42	0	21	34	185	96															
11350	24	0	0	13	21	0	0	0	10	8	5	0	0	0	0	0	0	0	0	false	0	0	18	0	0	0	0	9	3	65	16				INSURANCE                                                                                                                                                                                        	DUES & SUBSCRIPTIONS                                                                                                                                                                             	TELEPHONE                                                                                                                                                                                        									
11640	0	0	90	0	0	0	0	0	81	0	0	0	0	0	0	0	0	0	0	false	0	0	0	-7	0	0	124	0	0	0	85				Sales & State Income Tax                                                                                                                                                                         									2000 State of MS Income Tax Due                                                                                                                                                                  		
11837	40	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	false	0	0	0	2	0	0	0	0	0	43	0				Item processing expenses									ADJUSTMENT TO 1999 TAXES PER CPA		
12030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	204	269															
12058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1450	0	0	false	0	0	0	0	0	0	0	0	0	0	86									CAPITAL INFUSION TO MAINTAIN CAPITAL/ASSET RATIO                                                                                                                                                 						
12142	38	0	50	13	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	82	0	0	41	0	27	34	0	121															
12245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	63	0	0	0	94	0															
12311	0	0	0	0	0	28681	0	0	69844	23345	0	0	0	0	0	0	0	0	-4651	false	0	0	0	-9113	0	0	0	0	0	0	0	Income from Bank Owned Life Insurance                                                                                                                                                            			Restructuring and other special charges                                                                                                                                                          	Corporate overhead charges                                                                                                                                                                       						Allowance for securitized loans                                                                                                                                                                  		Change in accounting method for derivatives                                                                                                                                                      		
12357	3	0	1	8	3	2	0	0	6	2	0	0	0	0	0	0	0	0	0	false	0	0	6	0	0	0	0	3	0	0	9	Collections                                                                                                                                                                                      			Insurance                                                                                                                                                                                        	Association Dues & Periodicals                                                                                                                                                                   										
12405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1500	0	0	false	0	0	0	0	0	0	0	0	0	993	0									Capital Contribution from CNB Financial Corp                                                                                                                                                     						
12647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	84	30															
12656	5	0	22	5	1	2	3	0	12	12	7	0	0	0	0	0	0	0	0	false	0	0	11	7	0	0	0	2	3	8	12	check cashing fees                                                                                                                                                                               	misc income                                                                                                                                                                                      		bond premiums                                                                                                                                                                                    	committee fees                                                                                                                                                                                   	correspondent service charges                                                                                                                                                                    							update 2000 tax accruals                                                                                                                                                                         		
12937	0	0	0	77	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	105	64	0				Insurance                                                                                                                                                                                        											
12946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0															
12955	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	63	0	0	0	0	0	0	0	81															
13037	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0															
13103	0	0	0	0	0	0	0	0	405	0	0	0	0	0	0	0	0	0	0	false	0	0	0	1	-2	0	0	0	0	508	0				Item processing charges                                                                                                                                                                          									amendment of 3/31 monority interest (this should be -1)                                                                                                                                          	this corrects the 3/31 amendment the right way                                                                                                                                                   	
13251	7	0	6	15	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	31	0	6	0	10	10															
13309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-15000	0	0	false	0	0	0	0	0	0	0	0	0	0	0									DIVIDENDS                                                                                                                                                                                        						
13457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	37	0	0	0	15															
14052	51	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	0	0	32	0	0	0	0	8	0	82	30															
14155	78	0	8	1	8	0	0	0	51	0	58	0	0	0	0	0	0	0	0	false	0	0	45	0	0	24	6	12	10	115	42						DIRECT MAIL EXPENSE                                                                                                                                                                              									
14258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0															
14409	13374	0	0	0	0	12093	0	0	0	0	0	70	0	0	0	0	18164	0	-1743	false	0	207	0	0	0	0	9710	0	18914	0	0	International fees                                                                                                                                                                               								Purchase accounting adjustment                                                                                                                                                                   		Sale of subsidiary                                                                                                                                                                               				
14454	0	0	0	0	0	0	0	0	33	125	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	33	0				Service Charge Leases                                                                                                                                                                            	Management Fees                                                                                                                                                                                  										
14650	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	33	0	0	0	21	0	0	67	24	EXCHANGE AND COLLECTIONS                                                                                                                                                                         														
14753	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	false	0	0	18	0	0	0	0	0	0	50	0				Acquired property                                                                                                                                                                                											
14865	49	0	28	0	0	163	50	0	33	42	40	0	0	0	0	0	0	0	0	false	0	0	66	0	0	12	0	10	46	0	91	BEO Broker Fee Incom                                                                                                                                                                             	BEO Mortgage Prep Fee                                                                                                                                                                            		Tax Preparation/Audit                                                                                                                                                                            	Contract Courier                                                                                                                                                                                 	Telephone                                                                                                                                                                                        									
14931	0	0	0	51	0	0	0	0	50	32	50	0	0	0	0	0	0	0	0	false	0	0	19	0	0	0	0	0	0	116	0				Corr. Bk. Chgs. (27) & Insurance (23)                                                                                                                                                            	Audit & Accounting Fees                                                                                                                                                                          	Courier (26) & Software Deprec. (24)                                                                                                                                                             									
