"IDRSSD"	RIAD0497	RIAD4042	RIAD4136	RIAD4141	RIAD4146	RIAD4461	RIAD4462	RIAD4463	RIAD4464	RIAD4467	RIAD4468	RIAD4469	RIAD4486	RIAD4487	RIAD4488	RIAD4489	RIAD4491	RIAD4498	RIAD4499	RIAD4521	RIAD4522	RIAD4769	RIAD8403	RIADB526	RIADB527	RIADC013	RIADC014	RIADC015	RIADC016	RIADC017	RIADC018	TEXT4461	TEXT4462	TEXT4463	TEXT4464	TEXT4467	TEXT4468	TEXT4469	TEXT4487	TEXT4489	TEXT4498	TEXT4499	TEXT4521	TEXT4522	TEXT4769	TEXTB526	TEXTB527	
3579	123	0	0	0	0	47	0	0	64	67	68	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	67	Management income                                                                                                                                                                                			Communications                                                                                                                                                                                   	Tax on stock, reserves, and deposits                                                                                                                                                             	ATM expense                                                                                                                                                                                      											
3720	56	4	7	3	4	12	10	0	22	0	0	0	0	0	0	0	0	0	0	0	0	false	13	0	0	6	22	23	17	48	11	Credit Card Merchant Discount                                                                                                                                                                    	Banclub Income                                                                                                                                                                                   		DDI Benefit Expense                                                                                                                                                                              													
3953	46	0	19	10	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	11	0	0	5	12	11	0	20	20																	
4138	45	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0																	
4147	21	0	0	0	0	17	15	0	14	14	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	32	0	0	0	0	Service Charge on Checking                                                                                                                                                                       	Cardholder Credit Card Income                                                                                                                                                                    		Audit & Examination Expense                                                                                                                                                                      	Cardholder Credit Card Expense                                                                                                                                                                   												
4156	11	0	14	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-5	0	false	8	0	0	2	30	23	3	79	13												Loan #4.50001 - Cole Taylor stmt offage                                                                                                                                                          					
4231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	25	0																	
4437	36	0	27	34	0	76	0	0	26	0	0	0	0	0	0	0	0	2750	0	0	0	false	32	0	0	0	0	0	0	119	34	ORIGINATION FEES - SECONDARY MARKET LOANS                                                                                                                                                        			TELEPHONE                                                                                                                                                                                        						CAPITAL CONTRIBUTION FROM PARENT COMPANY                                                                                                                                                         							
4745	0	0	5	1	0	1	0	0	2	2	9	0	0	0	0	0	0	0	0	0	0	false	1	0	0	0	0	0	1	3	2	Miscellaneous                                                                                                                                                                                    			State of Illinois Assesment                                                                                                                                                                      	Bank Service Charges                                                                                                                                                                             	Miscellaneous                                                                                                                                                                                    											
4839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0																	
5005	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	53	0	0	78	54																	
5050	0	0	15	0	0	20	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	false	12	0	0	0	0	0	0	16	20	mercahnt card                                                                                                                                                                                    			merchant card                                                                                                                                                                                    													
5069	0	0	173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0																	
5135	11	0	11	30	5	13	0	0	71	38	0	0	0	0	0	0	0	0	0	0	0	false	8	0	0	0	19	14	17	142	18	Check Cashing fees                                                                                                                                                                               			Auditing fees                                                                                                                                                                                    	Administrative fees                                                                                                                                                                              												
5210	0	0	0	0	0	105	0	0	235	124	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	141	0	0	0	0	VISA debit card fee income                                                                                                                                                                       			Commonwealth of PA Shares Tax                                                                                                                                                                    	Professional services                                                                                                                                                                            												
5247	75	0	9	203	34	220	0	0	211	0	0	0	0	0	0	0	0	0	0	0	0	false	147	0	0	93	0	62	32	165	114	DEBIT CARD INCOME (FROM MERCHANTS)                                                                                                                                                               			ATM / Debit Card Expense                                                                                                                                                                         													
5274	32	0	39	0	0	17	0	0	25	17	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	58	0	Other Non-Operating Income                                                                                                                                                                       			Accounting and Audit                                                                                                                                                                             	Bad Debt Expense                                                                                                                                                                                 												
5331	0	0	0	0	0	0	0	0	58	45	0	0	0	0	0	0	0	0	0	11	0	false	0	0	0	0	0	0	41	126	0				EXAM AND AUDIT FEES                                                                                                                                                                              	CONSULTANTS AND OTHER PROFESSIONAL FEES                                                                                                                                                          							ADJ FOR OFF B/S ITEMS ALLOCATED TO LOAN LOSS RESERVE                                                                                                                                             					
5461	34	0	7	12	11	398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	24	0	0	15	0	8	48	89	52	 SUB CHAPTER S CONVERSION                                                                                                                                                                        																
5751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	23	0	0	0	0																	
5939	421	0	0	0	0	448	0	0	692	0	0	0	0	0	0	0	0	176	35	0	0	false	0	0	0	0	0	0	0	1512	0	GAIN ON SALE OF LOANS                                                                                                                                                                            			AMORTIZATION OF PREMIUM ON DEPOSITS                                                                                                                                                              						TAX EFFECT ON STOCK OPTIONS EXERCISED                                                                                                                                                            	FAS 148                                                                                                                                                                                          						
6039	12	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	55	13																	
6057	3	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	2	0	0	2	0	0	0	11	3																	
6141	5	0	12	0	3	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	false	9	0	0	2	0	6	0	32	12				other fees and commissions                                                                                                                                                                       													
6329	40	3	10	64	17	72	54	37	42	30	26	0	0	0	0	0	0	0	0	0	0	false	51	0	0	0	0	15	50	0	67	EXCHANGE                                                                                                                                                                                         	YIELD SPREAD PREMIUM                                                                                                                                                                             	SERVICE CHG LNS/ORIGINATIONS                                                                                                                                                                     	R/E WRITEDONW                                                                                                                                                                                    	DONATIONS                                                                                                                                                                                        	MISCELLANEOUS EXPENSE                                                                                                                                                                            											
6972	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	203	131																	
7009	0	0	0	0	0	0	0	0	10496	337	0	0	0	0	0	0	0	3	0	0	0	true	0	0	0	0	0	0	0	0	0				Investment advisory & other service fees                                                                                                                                                         	Custody Fees                                                                                                                                                                                     					See item RI-E7 below for description                                                                                                                                                             							
7045	12	0	16	10	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	16	0	0	3	0	5	6	0	20																	
7157	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	false	8	0	0	0	0	0	0	11	6				COMPUTER SOFTWARE                                                                                                                                                                                													
7166	0	0	0	0	0	0	0	0	282	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	91	0	0	192	0				HOLDING CO MANAGEMENT FEES                                                                                                                                                                       													
7456	9	0	12	7	11	8	4	0	9	7	8	0	0	0	0	0	0	0	0	0	0	false	4	0	0	0	0	0	0	14	9	OD CHARGES                                                                                                                                                                                       	LN/ESCROW/SAFEKEEPING/OTHER FEES                                                                                                                                                                 		PERSONALIZED CHECK PRINTING EXPENSES                                                                                                                                                             	PUBLIC RELATIONS                                                                                                                                                                                 	SERVICE CHARGES/OTHER BANKS                                                                                                                                                                      											
7634	0	0	0	0	0	10	0	0	9	8	0	0	0	0	0	0	0	0	0	0	0	false	6	0	0	0	0	0	0	16	16	EDP Income                                                                                                                                                                                       			Audit, Tax & Accounting Fees                                                                                                                                                                     	ATM Operating Expense                                                                                                                                                                            												
8033	0	10	17	13	0	11	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	9	26	0	Fees All Other                                                                                                                                                                                   			Taxes AdValorem                                                                                                                                                                                  													
8417	0	0	0	0	0	0	0	0	16282	3001	4185	-4122	-1496	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	4200	0				Affiliate Related Expense Allocations                                                                                                                                                            	Miscellaneous Service Charges                                                                                                                                                                    	Operating Losses                                                                                                                                                                                 	Income from Discontinued Operations                                                                                                                                                              										
8462	0	0	11	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	9	16				OCC Assessment                                                                                                                                                                                   													
8547	0	0	0	0	0								0		0		0					false	0			0	0	0	0	532	0																	
8631	14	9	25	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	false	8	0	0	0	0	0	0	20	0				AUDITS AND EXAMINATIONS                                                                                                                                                                          													
9115	421	0	0	0	0	0	0	0	1500	489	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0				Intercompany Expense Allocation                                                                                                                                                                  	Other Losses                                                                                                                                                                                     												
9357	39	0	0	0	0	71	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	SPECIAL SERVICES FEE                                                                                                                                                                             	INCOME AND FEES FROM CUSTOMER OWNED ATM'S                                                                                                                                                        															
9553	0	0	11	0	0	0	0	0	7	7	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0				SERVICE CHARGES PAID                                                                                                                                                                             	ATM EXPENSE                                                                                                                                                                                      												
9807	0	0	0	0	0	946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	Increase in value of bank owned life insurance                                                                                                                                                   																
9955	0	0	15	0	0	104							0		0		0					false	0			0	0	0	0	72	0	KWMI net profit                                                                                                                                                                                  																
10157	11	0	0	24	0	3	0	0	14	9	9	0	0	0	0	0	0	0	0	0	0	true	9	0	0	0	0	3	0	34	8	MISCELLANEOUS FEES                                                                                                                                                                               			CONSULTANT EXPENSE                                                                                                                                                                               	SUBSCRIPTIONS & MEMBERSHIPS                                                                                                                                                                      	OTHER REAL ESTATE EXPENSE                                                                                                                                                                        											
10250	51	0	18	10	9	9	101	6	15	35	22	0	0	0	0	0	0	0	0	0	0	false	40	0	0	9	2	9	7	15	59	Merchant Credit Cards                                                                                                                                                                            	Mortgage Origination Fees                                                                                                                                                                        	Check Cashing Fees                                                                                                                                                                               	Education                                                                                                                                                                                        	Insurance                                                                                                                                                                                        	Loss on OD s                                                                                                                                                                                     											
10849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0																	
10858	0	0	0	0	0	175	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	103	0	Other Income                                                                                                                                                                                     			I/C FNNI Adm Overhead-FNNI                                                                                                                                                                       													
11145	15	0	22	5	4	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	false	21	0	0	18	0	19	7	73	33				Audits and Exams                                                                                                                                                                                 													
11640	0	0	37	0	0	0	0	0	-174	43	45	0	0	0	0	0	0	0	0	0	0	true	19	0	0	0	0	0	0	0	25				NSF CK & OTHER LOSS(RECOVERY OF  03 LOSS                                                                                                                                                         	Sales and State Income Tax                                                                                                                                                                       	Bounce Protection Fee Expense                                                                                                                                                                    											
11837	0	0	0	0	0	19			16	19	11		0		0		0					false	0	-96		0	0	0	0	15	0	Miscellaneous Fees			ATM Exp - Intercept	Item Processing - PGFC	Consultant Fees									CHANGE IN PERCENTAGE DUE TO RETAINED EARNINGS BEING REST		
12030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	160	52																	
12058	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	false	23	0	0	0	0	0	0	0	24				Other bank fees                                                                                                                                                                                  													
12142	10	0	17	3	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	20	0	0	8	0	41	12	0	28																	
12245	0	0	0	0	0	17	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	33	0	OTHER FEE INCOME                                                                                                                                                                                 			SUPPLIES                                                                                                                                                                                         													
12311	0	0	0	0	0	88869	9004	0	70710	8404	17692	0	0	0	0	0	0	0	0	-4757	6796	false	0	0	0	0	10485	0	0	0	0	Operating lease income                                                                                                                                                                           	Gain on sale of automobiles                                                                                                                                                                      		Operating lease expense                                                                                                                                                                          	Corporate overhead                                                                                                                                                                               	Outside data processing and other services                                                                                                                                                       						Allowance related to sale and securitization of loans                                                                                                                                            	Change in allowance for unfunded commitments                                                                                                                                                     				
12357	1	0	0	32	1	1	0	0	1	14	0	0	0	0	0	0	0	0	0	0	0	false	2	0	0	0	0	0	0	0	1	Collections                                                                                                                                                                                      			Association Dues                                                                                                                                                                                 	Insurance                                                                                                                                                                                        												
12647	0	0	0	0	0	65	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	11	0	0	0	0	0	0	35	9	service fees                                                                                                                                                                                     	other service charges                                                                                                                                                                            															
12656	1	1	6	2	1	1	1		5	4	4		0		0		0					false	2			0	0	3	2	1	2	MISC                                                                                                                                                                                             	CHECK CASHING FEES                                                                                                                                                                               		CORRESPONDENT SERVICE CHARGES                                                                                                                                                                    	TELEPHONE EXPENSE                                                                                                                                                                                	TRAVEL EXPENSE                                                                                                                                                                                   											
12937	0	0	0	26	0	0	0	0	32	24	0	0	0	0	0	0	0	0	0	0	0	false	22	0	0	0	0	0	21	28	0				Insurance                                                                                                                                                                                        	Automated Teller Machine                                                                                                                                                                         												
12946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	74	0	0	0	0																	
12955	0	0	0	0	0	0	0	0	17	23	17	0	0	0	0	0	0	0	0	0	0	false	21	0	0	0	0	0	0	24	35				NEBRASKA DEPOSIT TAX                                                                                                                                                                             	TELEPHONE                                                                                                                                                                                        	INSURANCE                                                                                                                                                                                        											
13037	0	0	26	0	0				42	26			0		0		0					false	0			0	0	0	0	0	0				Collection & Repo                                                                                                                                                                                	Other Losses                                                                                                                                                                                     												
13103	0	0	0	0	0	0	0	0	142	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	208	0				item processing                                                                                                                                                                                  													
13251	3	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	2	0	0	1	8	3																	
13309	450	0	0	476	0	330	0	0	1090	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	CHECKCARD INTERCHANGE INC                                                                                                                                                                        			COMPUTER SERVICE FEE                                                                                                                                                                             													
13457	0	0	0	0	0	0	0	0	9	5	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	14	0	0	0	4				OCC ASSESSMENT                                                                                                                                                                                   	LIFE ISNURANCE EXPENSES                                                                                                                                                                          												
