"IDRSSD"	RCFD0010	RCFD1395	RCFD1651	RCFD1754	RCFD1773	RCFD2170	RCFD2221	RCFD3123	RCFD3128	RCFD3210	RCFD3368	RCFD3411	RCFD3429	RCFD3433	RCFD3545	RCFD3792	RCFD3809	RCFD3812	RCFD3821	RCFD3833	RCFD4336	RCFD5306	RCFD5310	RCFD5311	RCFD5320	RCFD5327	RCFD5334	RCFD5339	RCFD5340	RCFD5369	RCFD5610	RCFD7204	RCFD7205	RCFD7206	RCFD7273	RCFD7274	RCFD7275	RCFD8274	RCFD8275	RCFD8434	RCFD8764	RCFD8766	RCFD8767	RCFD8769	RCFD8770	RCFD8771	RCFD8772	RCFD8773	RCFD8774	RCFD8775	RCFD8776	RCFD8777	RCFD8778	RCFD8779	RCFDA000	RCFDA001	RCFDA002	RCFDA167	RCFDA221	RCFDA222	RCFDA223	RCFDA224	RCFDA250	RCFDB503	RCFDB504	RCFDB505	RCFDB520	RCFDB528	RCFDB541	RCFDB542	RCFDB543	RCFDB546	RCFDB547	RCFDB548	RCFDB581	RCFDB582	RCFDB583	RCFDB588	RCFDB589	RCFDB590	RCFDB591	RCFDB592	RCFDB593	RCFDB594	RCFDB595	RCFDB596	RCFDB600	RCFDB601	RCFDB602	RCFDB603	RCFDB604	RCFDB605	RCFDB606	RCFDB607	RCFDB608	RCFDB609	RCFDB610	RCFDB611	RCFDB612	RCFDB617	RCFDB618	RCFDB619	RCFDB620	RCFDB621	RCFDB622	RCFDB623	RCFDB624	RCFDB625	RCFDB626	RCFDB627	RCFDB628	RCFDB629	RCFDB630	RCFDB631	RCFDB639	RCFDB640	RCFDB641	RCFDB642	RCFDB643	RCFDB644	RCFDB650	RCFDB651	RCFDB652	RCFDB653	RCFDB654	RCFDB655	RCFDB656	RCFDB657	RCFDB658	RCFDB659	RCFDB660	RCFDB661	RCFDB662	RCFDB663	RCFDB664	RCFDB665	RCFDB666	RCFDB667	RCFDB668	RCFDB669	RCFDB670	RCFDB671	RCFDB672	RCFDB673	RCFDB675	RCFDB676	RCFDB677	RCFDB678	RCFDB679	RCFDB680	RCFDB681	RCFDB682	RCFDB683	RCFDB684	RCFDB685	RCFDB686	RCFDB687	RCFDB688	RCFDB689	RCFDB690	RCFDB691	RCFDB693	RCFDB694	RCFDB695	RCFDB696	RCFDB697	RCFDB698	RCFDB699	RCFDB700	RCFDB701	RCFDB702	RCFDB703	RCFDB704	RCFDC063	RCFDC064	RCFDC225	RCFDC227	RCFDC228	RCON0010	RCON1395	RCON1651	RCON1754	RCON1773	RCON2170	RCON2221	RCON3123	RCON3128	RCON3210	RCON3368	RCON3411	RCON3429	RCON3433	RCON3545	RCON3792	RCON3809	RCON3812	RCON3821	RCON3833	RCON4336	RCON5306	RCON5310	RCON5311	RCON5320	RCON5327	RCON5334	RCON5339	RCON5340	RCON5369	RCON5610	RCON7204	RCON7205	RCON7206	RCON7273	RCON7274	RCON7275	RCON8274	RCON8275	RCON8434	RCON8764	RCON8766	RCON8767	RCON8769	RCON8770	RCON8771	RCON8772	RCON8773	RCON8774	RCON8775	RCON8776	RCON8777	RCON8778	RCON8779	RCONA000	RCONA001	RCONA002	RCONA167	RCONA221	RCONA222	RCONA223	RCONA224	
1351																																																																																																																																																																																			1582	0	0	35317	3006	99475	0	461	0	13581	100451	0	0	0	0	14038	0	0	444	3480	0	0	461	461	2820	29396	18659	2168	49055	0	0	0.1352	0.2120	0.2050	0.0000	0.0000	0.0000	13577	461	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66226	100451	
1454																																																																																																																																																																																			17769	0	0	0	144301	332803	0	810	0	30177	323512	0	0	0	0	29426	0	0	0	0	0	0	810	810	10691	171927	35089	6132	114345	673	0	0.0885	0.1723	0.1676	0.0000	0.0000	0.0000	28616	810	1449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170757	323400	
1557																																																																																																																																																																																			1004	0	0	1892	8706	33435	0	373	0	5801	33273	0	0	0	0	5827	0	0	70	1699	0	0	261	261	81	15054	2660	681	15657	0	0	0.1673	0.2805	0.2680	0.0000	0.0000	0.0000	5566	261	235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	20771	33273	
1632																																																																																																																																																																																			5869	0	0	0	27305	263697	0	2972	0	20957	258569	0	0	0	0	23511	0	0	659	19588	0	0	2926	2926	1972	31000	37007	10141	196086	0	0	0.0796	0.1004	0.0879	0.0000	0.0000	0.0000	20585	2926	372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	234072	258569	
1669																																																																																																																																																																																			11069	0	0	85526	44188	226681	0	1219	0	39761	231728	0	0	0	0	37881	0	0	0	0	0	0	1021	1021	13215	132212	47835	2364	31301	0	0	0.1605	0.4648	0.4523	0.0000	0.0000	0.0000	36860	1021	848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	198	81498	229675	
1829																																																																																																																																																																																			18320	0	0	0	116025	315519	829	2056	0	40800	308788	0	0	0	0	40012	0	0	0	11296	0	0	2056	2885	10046	114921	65256	5055	122616	0	0	0.1202	0.2171	0.2015	0.0000	0.0000	0.0000	37127	2885	3673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	184286	308788	
1856																																																																																																																																																																																			545	0	0	0	171985	184084	0	93	0	12801	155645	0	0	0	0	11757	0	0	0	190	0	0	93	93	175	173419	1982	1661	7464	0	0	0.0750	0.2719	0.2698	0.0000	0.0000	0.0000	11664	93	1039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43234	155547	
2040																																																																																																																																																																																			3034	0	0	0	24345	148686	0	1673	0	15243	148489	0	0	0	0	15821	0	0	0	0	0	0	1339	1339	999	25673	42896	3758	79628	90	0	0.0975	0.1481	0.1356	0.0000	0.0000	0.0000	14482	1339	761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	334	106807	148489	
2161																																																																																																																																																																																			18082	0	0	267	25617	106504	0	502	0	9305	99398	0	0	0	0	9683	0	0	0	0	0	0	502	502	2623	48388	34426	3001	21380	0	0	0.0924	0.2006	0.1902	0.0000	0.0000	0.0000	9181	502	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48271	99398	
2376																																																																																																																																																																																			12407	0	0	485033	116040	1013150	0	6172	0	112383	997564	0	0	0	0	116026	0	0	0	0	0	0	4561	4561	55306	563104	294931	18046	104770	0	0	0.1117	0.3194	0.3069	0.0000	0.0000	0.0000	111465	4561	546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	372	1611	363246	997564	
2451																																																																																																																																																																																			3541	0	0	0	0	19418	0	207	0	2155	18922	0	0	0	0	1577	0	0	142	0	0	0	172	172	273	4917	2037	338	11649	0	0	0.0773	0.1152	0.1027				1405	172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	13687	18172	
2554																																																																																																																																																																																			880	0	0	5	2351	7212	0	52	0	703	7140	0	0	0	0	752	0	0	0	0	0	0	51	51	2	3782	240	186	3237	0	0	0.0982	0.1829	0.1705	0.0000	0.0000	0.0000	701	51	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4112	7140	
2732																																																																																																																																																																																			20066	0	0	0	76893	429094	0	3007	0	54271	424792	0	0	0	0	54786	0	0	0	0	0	0	3007	3007	6882	97661	79069	9130	245460	0	0	0.1223	0.1771	0.1673	0.0000	0.0000	0.0000	51779	3007	1043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	309411	423343	
2750																																																																																																																																																																																			1970	0	0	0	13362	44882	0	601	0	4780	44932	0	0	0	0	5035	0	0	0	0	0	0	385	385	3304	12726	2229	1787	27094	0	0	0.1034	0.1648	0.1522	0.0000	0.0000	0.0000	4650	385	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	216	30538	44932	
2938																																																																																																																																																																																			8443	0	0	0	49417	302130	0	4127	0	23255	299646	0	0	0	0	25622	0	0	1490	10303	0	0	3055	3055	2403	53597	45713	9637	203426	0	0	0.0753	0.1052	0.0928	0.0000	0.0000	0.0000	22567	3055	688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1072	243279	299646	
2956																																																																																																																																																																																			2718	0	0	0	36905	116647	0	710	0	13504	115719	10	0	0	0	14022	0	0	148	397	0	0	710	710	1288	52313	24435	3128	39008	0	0	0.1150	0.2263	0.2148	0.0000	0.0000	0.0000	13312	710	192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61964	115719	
3252																																																																																																																																																																																			9896	0	0	12657	19819	98639	0	1071	0	11292	101509	0	0	0	0	11936	0	0	221	129	0	0	794	794	1734	41126	3302	2202	53320	0	0	0.1098	0.1887	0.1762	0.0000	0.0000	0.0000	11142	794	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	277	63245	101509	
3458																																																																																																																																																																																			5062	0	0	1897	6056	23396	0	370	0	2360	23184	0	0	0	0	2545	0	0	0	0	0	0	222	222	151	6103	1849	386	15605	0	0	0.1002	0.1446	0.1320	0.0000	0.0000	0.0000	2323	222	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	17603	23184	
