"IDRSSD"	RCFD0211	RCFD0213	RCFD0416	RCFD1286	RCFD1287	RCFD1289	RCFD1290	RCFD1291	RCFD1293	RCFD1294	RCFD1295	RCFD1297	RCFD1298	RCFD1737	RCFD1738	RCFD1739	RCFD1741	RCFD1742	RCFD1743	RCFD1744	RCFD1746	RCFD1754	RCFD1771	RCFD1772	RCFD1773	RCFD1778	RCFD8496	RCFD8497	RCFD8498	RCFD8499	RCFD8782	RCFD8783	RCFDA248	RCFDA510	RCFDA511	RCFDA549	RCFDA550	RCFDA551	RCFDA552	RCFDA553	RCFDA554	RCFDA555	RCFDA556	RCFDA557	RCFDA558	RCFDA559	RCFDA560	RCFDA561	RCFDA562	RCFDB838	RCFDB839	RCFDB840	RCFDB841	RCFDB842	RCFDB843	RCFDB844	RCFDB845	RCFDB846	RCFDB847	RCFDB848	RCFDB849	RCFDB850	RCFDB851	RCFDB852	RCFDB853	RCFDB854	RCFDB855	RCFDB856	RCFDB857	RCFDB858	RCFDB859	RCFDB860	RCFDB861	RCFDC026	RCFDC027	RCFDC988	RCFDC989	RCFDG300	RCFDG301	RCFDG302	RCFDG303	RCFDG304	RCFDG305	RCFDG306	RCFDG307	RCFDG308	RCFDG309	RCFDG310	RCFDG311	RCFDG312	RCFDG313	RCFDG314	RCFDG315	RCFDG316	RCFDG317	RCFDG318	RCFDG319	RCFDG320	RCFDG321	RCFDG322	RCFDG323	RCFDG324	RCFDG325	RCFDG326	RCFDG327	RCFDG328	RCFDG329	RCFDG330	RCFDG331	RCFDG336	RCFDG337	RCFDG338	RCFDG339	RCFDG340	RCFDG341	RCFDG342	RCFDG343	RCFDG344	RCFDG345	RCFDG346	RCFDG347	RCFDG348	RCFDG349	RCFDG350	RCFDG351	RCFDG352	RCFDG353	RCFDG354	RCFDG355	RCFDG356	RCFDG357	RCFDG358	RCFDG359	RCFDG360	RCFDG361	RCFDG362	RCFDG363	RCFDG364	RCFDG365	RCFDG366	RCFDG367	RCFDG368	RCFDG369	RCFDG370	RCFDG371	RCFDG372	RCFDG373	RCFDG374	RCFDG375	RCON0211	RCON0213	RCON0416	RCON1286	RCON1287	RCON1289	RCON1290	RCON1291	RCON1293	RCON1294	RCON1295	RCON1297	RCON1298	RCON1737	RCON1738	RCON1739	RCON1741	RCON1742	RCON1743	RCON1744	RCON1746	RCON1754	RCON1771	RCON1772	RCON1773	RCON1778	RCON8496	RCON8497	RCON8498	RCON8499	RCON8782	RCON8783	RCONA248	RCONA510	RCONA511	RCONA549	RCONA550	RCONA551	RCONA552	RCONA553	RCONA554	RCONA555	RCONA556	RCONA557	RCONA558	RCONA559	RCONA560	RCONA561	RCONA562	RCONB838	RCONB839	RCONB840	RCONB841	RCONB842	RCONB843	RCONB844	RCONB845	RCONB846	RCONB847	RCONB848	RCONB849	RCONB850	RCONB851	RCONB852	RCONB853	RCONB854	RCONB855	RCONB856	RCONB857	RCONB858	RCONB859	RCONB860	RCONB861	RCONC026	RCONC027	RCONC988	RCONC989	RCONG300	RCONG301	RCONG302	RCONG303	RCONG304	RCONG305	RCONG306	RCONG307	RCONG308	RCONG309	RCONG310	RCONG311	RCONG312	RCONG313	
1557																																																																																																																																																						0	0	7348	0	0	0	0	0	0	0	0	6149	6342	0	0	0	0	0	0	0	0	5852	5952	6190	6383	0	5852	5952	41	41	0	0	2254	0	0	355	1899	3487	4512	1982	0	0	0	0	0	0	0	0	0																									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1632																																																																																																																																																						0	0	25244	0	0	0	0	303	317	0	0	27974	28739	0	0	0	0	0	0	0	0	0	0	48484	50163	0	0	0	1490	1498	0	0	10282	0	0	4108	6174	6586	3606	10080	0	106	0	0	0	8767	9166	0	1570																									0	0	0	0	0	0	0	0	0	0	17147	18039	0	0	0	0	0	0	
1669																																																																																																																																																						0	0	41049	0	0	0	0	0	0	60802	64232	47086	48078	0	0	0	0	0	0	0	0	81680	85416	47093	48085	0	17305	17561	0	0	0	0	31417	0	0	17819	13600	44892	39242	10632	0	7	0	0	0	3573	0	0	0																									0	0	0	0	0	0	0	0	3573	3623	7	7	0	0	0	0	0	0	
1829																																																																																																																																																						0	0	23646	0	0	0	0	0	0	0	0	23851	23944	0	0	1502	1466	0	0	0	0	0	0	90655	91172	0	0	0	18678	18304	0	0	1156	1918	1539	503	635	12170	12434	10522	7450	983	0	3004	188	32155	9582	0	0																									0	0	0	0	0	0	1661	1734	0	0	43045	44185	0	0	0	0	0	0	
1856																																																																																																																																																						0	0	93860	0	0	0	0	0	0	11963	11249	11000	9961	0	0	0	0	0	0	0	0	65905	65848	116652	101691	0	1930	1884	2793	2649	0	0	50	0	0	0	50	100	97	26256	0	0	0	0	256	0	0	98547	42290																									0	0	0	0	0	0	0	0	0	0	248	256	0	0	0	0	52012	52715	
2040																																																																																																																																																						0	0	18199	0	0	0	0	0	0	0	0	348	348	0	0	0	0	0	0	0	0	0	0	38513	37120	0	0	0	18092	18389	0	0	617	0	0	1578	387	2459	4166	11146	0	0	0	0	402	4913	957	5075	6036																									0	0	0	0	0	0	0	0	0	0	6019	6272	0	0	0	0	0	0	
2161																																																																																																																																																						0	0	18936	0	0	0	0	0	0	0	0	3000	3008	0	0	0	0	0	0	0	0	4	4	36541	37245	0	0	0	9737	9882	0	0	5531	0	0	3411	1111	3562	1353	3453	0	0	1009	1841	1619	16964	2926	0	0																									0	0	0	0	4	4	508	534	0	0	23296	23821	0	0	0	0	0	0	
2376																																																																																																																																																						0	0	351483	0	0	0	0	0	0	0	0	134754	134837	0	0	2000	2156	0	0	0	0	118817	120380	267540	271273	0	0	0	0	0	0	0	3137	5676	5676	0	0	52432	59799	24763	0	19327	22503	24179	8740	35889	2977	126910	6896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5161	5157	2537	2557	50112	51006	54002	55786	0	0	0	0	62515	63357	
2451																																																																																																																																																						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2554																																																																																																																																																						100	100	373	0	0	0	0	0	0	0	0	300	300	0	0	0	0	0	0	0	0	100	100	300	300	0	0	0	0	0	0	0	100	0	0	100	0	0	0	300	0	0	0	0	0	0	0	0	0																									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2732																																																																																																																																																						0	0	42275	0	0	0	0	0	0	0	0	11741	12130	0	0	2004	2012	0	0	0	0	0	0	59754	61596	0	0	0	46009	47454	0	0	12227	0	0	4811	8499	20329	22743	5214	0	0	0	0	0	0	0	0	0																									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2750																																																																																																																																																						0	0	8434	0	0	0	0	0	0	0	0	1996	1927	0	0	549	487	0	0	0	0	0	0	10388	10255	0	0	0	2450	2366	0	0	369	0	0	0	250	223	135	3130	993	508	1417	3009	138	0	403	0	0																									0	0	0	0	0	0	2549	2569	0	0	2844	2906	0	0	0	0	0	0	
2938																																																																																																																																																						0	0	58782	0	0	0	0	579	601	0	0	48355	49976	0	0	0	0	0	0	0	0	0	0	90553	93885	0	0	0	2439	2513	0	0	12202	0	0	6265	5659	9214	9634	22318	0	0	279	777	0	29118	10484	0	137																									0	0	0	0	0	0	819	814	0	0	38226	39844	0	0	0	0	0	0	
3252																																																																																																																																																						0	0	35749	0	0	0	0	1501	1474	0	0	3450	3482	0	0	948	914	0	0	0	0	320	321	54049	54547	0	320	321	7956	7892	3272	3310	207	0	0	2292	102	882	3033	7395	378	1848	425	997	0	5013	11695	0	20807																									0	0	0	0	0	0	2800	2935	0	0	16592	17043	0	0	0	0	0	0	
3458																																																																																																																																																						0	0	8587	0	0	0	0	0	0	0	0	7909	8093	0	0	740	721	0	0	0	0	2036	2027	8850	9023	0	1909	1900	0	0	0	0	1915	0	0	404	1476	3214	874	4631	125	0	34	0	0	175	0	0	0																									127	0	127	0	0	0	0	0	0	0	201	209	0	0	0	0	0	0	
3720																																																																																																																																																						0	0	26220	0	0	0	0	0	0	0	0	5694	5685	0	0	0	0	0	0	0	0	7668	7788	36575	36880	0	7668	7788	7570	7585	0	0	4339	0	0	0	3542	4998	7220	5178	0	0	798	872	940	15548	5029	423	0																									0	0	0	0	0	0	7595	7528	0	0	15299	15659	0	0	0	0	0	0	
3953																																																																																																																																																						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	0	0	0	0	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0																									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
