"IDRSSD"	RCONC969	RCONC970	RCONC971	RCONC972	RCONC973	RCONC974	RCONC975	RCONC978	RCONF164	RCONF165	RCONG401	RCONG402	RCONG403	RCONG404	RCONG405	RCONG406	RCONG407	RCONG408	RCONG409	RCONG410	RCONG411	RCONG412	RCONG413	RCONG414	RCONG415	RCONG416	RCONG417	RCONG418	RCONG419	RCONG420	RCONG421	RCONG422	RCONG423	RCONG424	RCONG425	RCONG426	RCONG427	RCONG428	RCONG429	RCONG430	RCONG431	RCONG432	RCONG433	RCONG434	RCONG435	RCONG436	RCONG437	RCONG438	RCONG439	RCONG440	RCONG441	RCONG442	RCONG443	RCONG444	RCONG445	RCONG446	RCONG447	RCONG448	RCONG449	RCONG450	RCONG451	RCONG452	RCONG453	RCONG454	RCONG455	RCONG456	RCONG457	RCONG458	RCONG459	RCONG460	RCONG461	RCONG462	TEXT3555	TEXT3556	TEXT3557	TEXT5592	TEXT5593	TEXT5594	TEXT5595	
143653	0	0	0	0	0	0	0	0	0	707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
143662	0	0	0	0	0	0	0	0	29466	134055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
143859	0	0	0	0	0	0	0	0	575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
143952	0	0	0	0	0	0	0	0	822	580	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
144034	0	0	0	0	0	0	0	28720	1067	4038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
144052	0	0	0	0	0	0	0	0	554	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
144155	0	0	0	0	0	0	0	0	0	1462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
144436	0	0	0	0	0	0	0	0	3433	3380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
144856	0	0	0	0	0	0	0	0	372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
144913	0	0	0	0	0	0	0	0	1769	507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
145059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
145545	0	0	0	0	0	0	0	0	0	8482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
145554	0	0	0	0	0	0	0	0	1471	1888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
145741	0	0	0	0	0	0	0	0	744	2221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
145750	0	0	0	0	0	0	0	0	5	793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
145844	0	0	0	0	0	0	0	0	1467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
145956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
146056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
146533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
146618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
146654	0	0	0	0	0	0	0	0	1512	83923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
146663	0	0	0	0	0	0	0	0	1738	7255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
146850	0	0	0	0	0	0	0	0	0	265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
147053	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
147174	0	0	0	0	0	0	0	5000	1670	5547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
147633	0	0	0	0	0	0	0	0	876	3168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
147651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
147679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
147839	0	0	0	0	0	0	0	0	5646	9444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
147857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
147923	0	0	0	0	0	0	0	0	0	7272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
148144	0	0	0	0	0	0	0	0	106	450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
148238	0	0	0	0	0	0	0	0	104	2157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
148340	0	0	0	0	0	0	0	0	343	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
148715	0	0	0	0	0	0	0	0	330	1167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
148809	0	0	0	0	0	0	0	0	0	5157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
148920	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
149150	0	0	0	0	0	0	0	0	476	475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
149235	0	0	0	0	0	0	0	0	39	5496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
149253	0	0	0	0	0	0	0	0	357	1012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
149271	0	0	0	0	0	0	0	0	810	194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
150035	0	0	0	0	0	0	0	0	1325	15200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
150044	0	0	0	0	0	0	0	0	1893	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
150071	0	0	0	0	0	0	0	0	30804	22052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
150156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
150334	0	0	0	0	0	0	0	0	360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
150352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
150727	0	0	0	0	0	0	0	0	929	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
150754	0	0	0	0	0	0	0	0	810	913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
151331	0	0	0	0	0	0	0	0	6363	28056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
151546	0	0	0	0	0	0	0	0	278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
151555	0	0	0	0	0	0	0	3250	72	965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
151751	0	0	0	0	0	0	0	4000	890	5389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
151818	0	0	0	0	0	0	0	19250	0	6785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
151957	0	0	0	0	0	0	0	2000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
152048	0	0	0	0	0	0	0	0	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
152057	0	0	0	0	0	0	0	18410	403	541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
152235	0	0	0	0	0	0	0	0	87	7134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
152253	0	0	0	0	0	0	0	0	29	296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
152431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
152440	0	0	0	0	0	0	0	0	156	351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
152673	0	0	0	0	0	0	0	0	855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
152851	0	0	0	0	0	0	0	0	13	1222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
153054	0	0	0	0	0	0	0	0	1621	6342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
153353	0	0	0	0	0	0	0	0	1228	2359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
154154	0	0	0	0	0	0	0	0	6540	1766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
154257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
154770	0	0	0	0	0	0	0	0	8755	17130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
155245	0	0	0	0	0	0	0	0	2411	11477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
155517	0	0	0	0	0	0	0	0	265	4375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
155759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
155777	0	0	0	0	0	0	0	0	1903	1523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
156457	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
156635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
156877	0	0	0	0	0	0	0	0	5291	1149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
156952	0	0	0	0	0	0	0	0	702	1745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
157155	0	0	0	0	0	0	0	1550	454	1050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
157379	0	0	0	0	0	0	0	0	496	312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
157650	0	0	0	0	0	0	0	0	218	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
157744	0	0	0	0	0	0	0	0	1020	351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
157838	0	0	0	0	0	0	0	0	1311	2993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
157856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
157904	0	0	0	0	0	0	0	0	1841	9607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
158554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
158741	0	0	0	0	0	0	0	0	1209	4355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
158750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
158947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
158974	0	0	0	0	0	0	0	0	4094	2618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
159636	0	0	0	0	0	0	0	0	14897	44224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
159645	0	0	0	0	0	0	0	0	135	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
159953	0	0	0	0	0	0	0	0	505	1818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
160360	0	0	0	0	0	0	0	0	464	7727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
160454	0	0	0	0	0	0	0	0	1821	608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
160557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
160614																																																																																
160650	0	0	0	0	0	0	0	0	2730	3907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
160959	0	0	0	0	0	0	0	0	5805	21824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
161031	0	0	0	0	0	0	0	1200	614	799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
161107	0	0	0	0	0	0	0	0	54	1006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
161273	0	0	0	0	0	0	0	0	9717	12967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
161433	0	0	0	0	0	0	0	0	291	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
161602	0	0	0	0	0	0	0	0	10604	15431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
162337	0	0	0	0	0	0	0	31000	1977	8705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
163343	0	0	0	0	0	0	0	0	192	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
163370	0	0	0	0	0	0	0	0	770	14632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
163549	0	0	0	0	0	0	0	0	15389	16253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
163857	0	0	0	0	0	0	0	0	41	5727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
164032	0	0	0	0	0	0	0	0	770	406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
164153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
164331	0	0	0	0	0	0	0	0	0	1274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
164377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
164854	0	0	0	0	0	0	0	0	3649	685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
164957	0	0	0	0	0	0	0	0	380	784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
164975	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
165039	0	0	0	0	0	0	0	0	465	197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
165628	0	0	0	0	0	0	0	0	9509	141804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
165758	0	0	0	0	0	0	0	0	645	6240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																														Surety Bond							
165806	0	0	0	0	0	0	0	0	0	26200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
166111	0	0	0	0	0	0	0	0	1182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
166531	0	0	0	0	0	0	0	0	2161	2371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
166652	0	0	0	0	0	0	0	0	0	3187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
166803	0	0	0	0	0	0	0	0	6681	2496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
166849	0	0	0	0	0	0	0	0	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
167060	0	0	0	0	0	0	0	775	3224	17453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																														Unfunded commitments of indirect investments in real estate ventures							
167453	0	0	0	0	0	0	0	0	396	2101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
167556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
167565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
167752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
167855	0	0	0	0	0	0	0	0	1805	7597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
167864	0	0	0	0	0	0	0	0	1563	2297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
168441	0	0	0	0	0	0	0	0	2105	1284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
168571	0	0	0	0	0	0	0	0	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
168731	0	0	0	0	0	0	0	0	118	836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
169073	0	0	0	0	0	0	0	0	3463	5999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
169327	0	0	0	0	0	0	0	0	626	2073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
169354	0	0	0	0	0	0	0	0	0	566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
169653	0	0	0	0	0	0	0	0	137789	184168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	247	1017	0	0	0	247								
169756	0	0	0	0	0	0	0	0	137	7500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
169952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
170051	0	0	0	0	0	0	0	0	706	28527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
170257	0	0	0	0	0	0	0	0	488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
170332	0	0	0	0	0	0	0	0	1705	523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
170640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
170716	0	0	0	0	0	0	0	0	12294	525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
170976	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
171133																																																																																
171656	0	0	0	0	0	0	0	0	490	1519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
171759	0	0	0	0	0	0	0	0	588	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
171768	0	0	0	0	0	0	0	3000	1213	218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
172158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
172251	0	0	0	0	0	0	0	0	73	233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
172457	0	0	0	0	0	0	0	0	6228	10261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
172747	0	0	0	0	0	0	0	0	81	1114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
172859	0	0	0	0	0	0	0	2000	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
173306	0	0	0	0	0	0	0	0	1562	2968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
173342	0	0	0	0	0	0	0	0	58	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																														0	0	0	0	0	0	0	
173548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
173557	0	0	0	0	0	0	0	0	307	9309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
173575	0	0	0	0	0	0	0	0	15181	14837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
173641	0	0	0	0	0	0	0	0	545	327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
173959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
174321	0	0	0	0	0	0	0	0	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
174367	0	0	0	0	0	0	0	0	550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
175056	0	0	0	0	0	0	0	0	528	208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
175140	0	0	0	0	0	0	0	0	773	3350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
175458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
175609	0	0	0	0	0	0	0	0	0	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
175672	0	0	0	0	0	0	0	0	549	1565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
176053	0	0	0	0	0	0	0	0	0	453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
176101	0	0	0	0	0	0	0	0	309	18087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
176325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
176437	0	0	0	0	0	0	0	0	51	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
176464	0	0	0	0	0	0	0	23800	7264	12131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
176642	0	0	0	0	0	0	0	0	883	587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
177135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
177443	0	0	0	0	0	0	0	0	399	2282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
177500	0	0	0	0	0	0	0	0	609	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
177546	0	0	0	0	0	0	0	0	413	172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
177555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
177751	0	0	0	0	0	0	0	0	900	22912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
177920	0	0	0	0	0	0	0	0	363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
177957	0	0	0	0	0	0	0	0	2659	1353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
178057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
178150	0	0	0	0	0	0	0	0	987	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
178244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
178271	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
178356	0	0	0	0	0	0	0	0	482	690	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
178851	0	0	0	0	0	0	0	0	2132	7030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
179148	0	0	0	0	0	0	0	0	326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
179335	0	0	0	0	0	0	0	0	1224	2484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
179700	0	0	0	0	0	0	0	0	600	13208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
179755	0	0	0	0	0	0	0	0	706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
180041	0	0	0	0	0	0	0	0	126	1260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
180078	0	0	0	0	0	0	0	0	9177	6885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
180144	0	0	0	0	0	0	0	0	1953	687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
180443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
180537	0	0	0	0	0	0	0	0	211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
180845	0	0	0	0	0	0	0	0	14	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
181347	0	0	0	0	0	0	0	0	1326	4472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
181459	0	0	0	0	0	0	0	46500	343	3291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
181758	0	0	0	0	0	0	0	0	156	264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
181963	0	0	0	0	0	0	0	0	905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
182157	0	0	0	0	0	0	0	0	0	365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
182353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
182401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
182652	0	0	0	0	0	0	0	0	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
182951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
183042	0	0	0	0	0	0	0	0	768	347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
183051	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
183154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
183668	0	0	0	0	0	0	0	40000	0	4966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
183770	0	0	0	0	0	0	0	0	2461	6315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
183846	0	0	0	0	0	0	0	0	3065	3136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
183958	0	0	0	0	0	0	0	0	23	1414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
184142	0	0	0	0	0	0	0	0	3802	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
184245	0	0	0	0	0	0	0	0	2972	5097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
184656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
184759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
