"IDRSSD"	RIAD0497	RIAD4042	RIAD4136	RIAD4141	RIAD4146	RIAD4461	RIAD4462	RIAD4463	RIAD4464	RIAD4467	RIAD4468	RIAD4469	RIAD4486	RIAD4487	RIAD4488	RIAD4489	RIAD4491	RIAD4498	RIAD4499	RIAD4521	RIAD4522	RIAD4769	RIAD8403	RIADB527	RIADC013	RIADC014	RIADC015	RIADC016	RIADC017	RIADC018	RIADF229	RIADF555	RIADF556	RIADF557	RIADF558	RIADF559	RIADG894	TEXT4461	TEXT4462	TEXT4463	TEXT4464	TEXT4467	TEXT4468	TEXT4469	TEXT4487	TEXT4489	TEXT4498	TEXT4499	TEXT4521	TEXT4522	TEXT4769	TEXTB527	
1557	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
1632	129	0	0	146	CONF	125	0	0	182	0	0	0	0	0	0	0	0	1464	0	0	0	false	0	0	0	0	0	71	1304	0	0	226	0	0	0	0	0	Income Letters of Credit			Other Real Estate Expenses						Captial Infusions						
1669	27	0	14	1	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	45	0	17	130	26	75	250	39	0	79	40	0	27	24	0																
1829	73	0	0	0	CONF	27	17	0	222	0	0	0	0	0	0	0	0	0	0	0	0	false	71	0	33	0	17	29	343	0	0	173	112	0	199	0	0	Misc Other Income	Investor Income		PA Shares Tax												
1856	11	0	20	28	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	5	0	0	0	0	12	0	10	0	0	0	0	0	0	0																
2040	67	0	38	6	CONF	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	28	0	8	52	8	0	217	47	0	74	1	63	53	16	0	Wire Fees															
2161	0	0	0	0	CONF	0	0	0	79	81	25	0	0	0	0	0	0	0	0	0	0	false	0	0	0	52	0	34	128	48	0	85	0	0	37	0	0				Visa Merchant & Debit Card Expense	Deferred Compensation Plan Expense	Comptrollers Assessment										
2376	345	524	351	51	CONF	620	106	0	97	77	556	0	0	0	0	0	0	0	0	0	0	false	76	0	0	584	0	92	390	290	0	68	172	0	95	65	0	Joint Ventures	Miscellaneous Fees		Insurance	Bank Service Charges	Miscellaneous Expenses										
2451	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	0	0	200	0	0	0	false	0	0	0	0	0	0	30	0	0	0	28	0	0	0	0										capital infusion						
2554	1	0	6	0	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0	0	0	1	0	2	2	0	0	6	0	0	2	0																
2732	37	0	98	305	CONF	23	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	false	108	0	0	0	37	0	395	84	0	0	30	0	0	32	0	wire trf and ebt charges			OCC bank examination												
2750	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	81	0	0	0	0	0	0	0	0																
2938	0	0	0	0	CONF	73	0	0	205	164	0	0	0	0	0	0	0	3019	0	2486	0	false	0	0	40	0	28	105	1385	0	0	298	0	0	0	0	0	Other service charges			Other Real Estate Expenses	Other Management Fees					Capital Infusion		Adjustment due to merger				
3252	0	0	0	0	CONF	28	0	0	95	57	42	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Income- Comm, Exchg, Fees			Computer Exp- In House	Acct & Prof Fees	Office Supplies										
3458	0	0	0	14	CONF	0	0	0	30	0	0	0	0	0	0	0	0	651	0	0	0	false	0	-11	0	0	0	0	11	0	0	0	0	0	0	0	0				Provision - Reserve for Bad Debt - Securities						ADDITIONAL PAID-IN CAPITAL FROM HOLDING COMPANY					YEAR-END TAX ADJUSTMENT	
3720	92	0	29	0	CONF	58	0	0	0	40	25	0	0	0	0	0	0	0	0	0	0	false	37	0	0	0	0	99	133	26	0	0	36	95	89	45	0	Officer Insurance Income				Od Charge Off	Correspondent & Bank Charges										
3953	136	0	40	0	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	23	0	3	303	13	8	22	54	0	35	25	20	58	27	0																
4138	62	8	63	20	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	41	0	12	0	15	126	116	59	0	0	119	24	85	38	0																
4156	129	0	33	22	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	20	0	3	61	25	36	176	60	0	0	35	21	15	61	0																
4231	0	0	35	0	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	51	94	35	0	0	45	0	48	0	0																
4437	0	0	0	0	CONF	190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	68	0	0	249	0	0	143	0	102	127	0	0	Origination fees - secondary mrkt loans															
4839	0	0	0	163	CONF	0	0	0	60	416	69	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	239	56	0	0	64	0	30	0	0				Appraisal expense	NonPerforming assets	Other outside services										
5005	81	0	94	526	CONF	0	0	0	272	121	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	135	32	0	325	79	0	0	84	0	0	83	0				OREO	SUBSCRIPTIONS & SERVICES											
5069	69	0	446	0	CONF	31	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	102	0	0	0	58	0	0	0	0	Letters of Credit fees			Broker fees												
5135	24	96	36	6	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	41	0	0	3	8	74	599	57	15	2	100	0	4	0	0																
5210	230	0	120	152	CONF	42	47	67	385	0	0	0	0	0	0	0	0	0	0	0	0	false	156	0	0	501	0	482	202	152	0	0	178	0	0	175	0	Credit card processing income	Appraisal income	Mortgage document preparation income	PA Shares tax												
5331	0	0	0	78	CONF	92	0	0	576	0	0	0	0	0	0	0	0	250	0	0	0	false	0	0	22	0	34	44	378	0	0	38	125	116	0	0	0	resale mortgage fees			oreo operating and valuation exp						capital infusion						
5461	214	0	0	87	CONF	71	30	0	176	95	164	0	0	0	0	0	0	0	0	0	0	false	60	0	63	32	0	0	99	151	0	145	0	0	95	109	0	FEES - CASH MANAGEMENT	FEES - ALTERNATIVE INVESTMENT		CUSTOMER SUPPORT EXPENSE	INSURANCE EXPENSE	TRANSPORTATION EXPENSE										
5751	0	0	0	42	CONF	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	65	0	26	97	0	0	0	0	0	0	0	0				Trust Accounting & Software Expenses												
6039	0	0	0	0	CONF	0	0	0	422	26	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	130	0	0	0	0	0	0	0	0				LOSS ON SILVERTON STOCK	CORRESPONDENT ACCOUNT EXPENSE											
6141	0	0	19	0	CONF	3	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	false	15	0	4	0	6	0	83	18	0	0	0	0	0	7	0	Fees and commissions			Other fees and commissions												
6329	130	0	24	127	CONF	97	110	190	64	45	55	0	0	0	0	0	0	0	0	0	0	false	138	0	0	63	14	108	0	390	0	392	43	115	35	250	0	yield spread premium	exchange/service charge	loans service charge / origination fees	education & training	service fee analysis	donations										
6972	504	0	0	0	CONF	504	150	0	245	231	0	0	0	0	0	0	0	-28	0	0	0	false	174	0	51	116	102	109	483	172	0	367	156	415	254	212	0	Loan servicing, accounting, and management fees	Amortization of gain from termination of derivative contract (swap)		Tax expense	Correspondent bank and Federal Reserve Bank service charges					Adjustment to prior year contribution from holding company recorded in current year						
7009	0	0	0	0	CONF	0	0	0	16920	800	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				INVESTMENT ADVISORY AND OTHER SVC FEES	CUSTODY FEES											
7045	30	0	38	0	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	37	0	6	0	9	23	0	30	0	82	28	0	36	26	0																
7157	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0																
7456	37	0	0	0	CONF	0	0	0	73	48	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				Computer Maintenance	Insurance											
7634	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	0	0	500	0	0	0	false	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0										Capital Injection						
8033	0	45	41	26	CONF	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	57	0	0	61	0	0	0	41	0	0	0	0	Gain on Securities Sold															
8462	0	0	32	0	CONF	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	34	32	0	0	0	0	0	0	0				Comptroller of the Currency assessment												
8631	22	0	51	0	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	34	0	39	118	0	0	0	0	0	0	0	0																
9357	124	0	0	0	CONF	208	208	47	63	83	38	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	44	0	68	41	0	0	0	0	Special Services	Wire Fees	Safekeeping Fees	Correspondent Bank Charges	Outside Vendor Services	Insurance										
9553	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
9807	382	26	45	649	CONF	112	315	120	2222	269	1106	0	0	0	0	0	0	31664	16750	0	0	true	155	0	42	1492	62	298	570	125	0	0	420	659	0	287	0	LOAN INSPECTION FEES	MORTGAGE MODIFICATION FEES	LATE CHARGES	OREO EXPENSES	OREO RE TAXES	OREO WRITE DOWNS				CAPITAL CONTRIBUTION OF SEPARATE ACCOUNT BANK OWNED LIFE INSURANCE	CAPITAL CONTRIBUTION OF CASH			Schedule RI, line 6.a. includes a $13.7 million other than temporary impairment (OTTI) charge on HTM securities.		
9955	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	114	0	0	0	0	0	0	0	0																
10157	0	0	0	61	CONF	64	32	0	27	222	0	0	0	0	0	0	0	8	0	0	0	false	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	Miscellaneous Income	Income Other Real Estate		EXAM Assessment	Other Real Estate Expense					Stock Bonus Agreement Deferred Cost						
10250	122	22	32	55	CONF	76	37	0	167	117	54	0	0	0	0	0	0	3000	0	0	0	false	91	0	20	5	23	22	32	133	0	460	33	27	190	31	0	Mortgage Origination Fees	Other Service Charges		OREO Expense	Insurance, Bond, D & O, Property, VSI, SBA	Donations				Downstream from Holding Co						
10849	43	0	48	0	CONF	264	109	0	37	47	0	0	0	0	0	0	0	0	0	0	0	false	43	0	0	18	0	48	192	56	0	0	65	0	0	106	0	Data Processing Income	Miscellaneous Income		State Bank Department Assessment	Insurance & Bonds											
10858	149	0	0	0	CONF	139	89	0	90	258	159	0	0	0	0	0	0	0	0	0	0	false	90	0	27	0	22	312	494	74	0	0	0	0	96	76	0	Other Income	Student loan sold premium		Membership and donation expense	Administration services - affiliate	Professional services										
11145	28	9	42	2	CONF	68	0	0	51	118	0	0	0	0	0	0	0	0	0	0	0	false	37	0	30	0	14	111	163	36	0	0	54	4	29	42	0	Other Misc Inc			Credit Collection Fees	ORE Expense/Loss											
11640	38	0	95	0	CONF	0	0	0	98	93	46	0	0	0	0	0	0	0	0	0	0	false	43	0	0	86	0	62	0	42	0	0	0	45	55	48	0				Loan and Collection Expense	Sales and State Income Tax	Internet Banking Expense										
11837	0	0	0	38	CONF	0	0	0	435	35	54	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	34	0	0	0	0	0	61	39	0	0				SILVERTON STOCK WRITE-OFF	ITEM PROCESSING	REPO AND ORE EXPENSE										
12030	0	0	0	103	CONF	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	96	0	0	0	0	0	256	63	0	0	48	0	0	0	0	Credit Insurance Commissions															
12142	30	0	36	1	CONF	0	0	0	60	29	0	0	0	0	0	0	0	0	0	0	0	false	34	0	9	0	37	37	0	39	0	30	36	13	3	44	0				contracted services	miscellaneous expense											
12245	0	0	37	0	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	98	44	0	0	0	0	0	0	0																
12311	15856	0	0	21159	CONF	31317	31362	7575	26492	8914	0	0	0	0	0	0	0	274778	3177	-9187	0	true	8523	0	0	26658	0	7096	58485	0	0	39773	0	0	0	11375	0	Operating lease income	Gain on the sale of Visa stock	Standby Letter of Credit Fees	Operating lease expense	Other insurance expense					Capital and loan contribution from parent	Stock option expense	Write down of auto loans sold to trust		The schedule RI Income Statement for the six months ended June 30, 2009 included the following significant income and expense items: (1) a loss of $2,573.8 million (pre-tax) related to the impairment of goodwill; (2) a net aftertax gain of $159.9 million related to the Franklin restructuring; (3) an pretax gain of $31.4 million related to the sale of Visa stock; and (4) a net pretax expense of $23.6 million related to the FDIC special assessment. The schedule RI-A Changes in Bank Equity Capital for the six months ended June 30, 2009 included a $250 million capital contribution from Huntington Bancshares Inc. Schedule RCR Line 53 for June 30, 2009 included a decline of $460 million in unused loan commitments with an original maturity over one year from March 31, 2009. This decline was due to commitments expiring and a decline in new commitments during the quarter.		
12647	0	0	14	46	CONF	40	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	false	13	0	0	0	7	0	92	17	0	0	22	0	0	31	0	Rent Premises			Delivery												
12656	1	0	18	1	CONF	3	0	0	5	6	9	0	0	0	0	0	0	0	0	0	0	false	6	0	1	0	2	4	4	9	0	2	6	0	3	5	0	MISC FEES			BANKERS BOND PREMIUM	CORRESPONDENT SERVICE CHARGES	TRAVEL EXPENSES										
12937	0	0	0	77	CONF	0	0	0	48	43	48	0	0	0	0	0	0	0	0	0	0	false	16	0	0	0	0	16	73	0	0	0	48	0	65	26	0				Insurance	IT Services	Directors Fees										
12946	106	0	0	0	CONF	26	0	0	77	65	120	0	0	0	0	0	0	0	0	0	0	false	97	0	34	181	34	82	0	93	0	170	0	137	0	309	0	27			Correspondent bank service charges	State bank assessment	Bus. development ($85,460) and travel ($34,685)										
12955	29	0	0	36	CONF	0	0	0	0	42	36	0	0	0	0	0	0	0	0	0	0	false	51	0	0	0	0	81	40	69	0	0	27	0	0	0	0				Insurance	Telephone	Nebraska Deposit Tax										
13037	35	0	0	38	CONF	0	0	0	52	78	68	0	0	0	0	0	0	0	0	0	0	false	36	0	0	0	0	75	200	53	0	36	75	0	92	60	0				Management fee	Fraud Losses	Taxes not on income										
13103	0	0	0	0	CONF	32	0	0	102	286	0	0	0	0	0	0	0	0	0	0	0	false	193	0	28	0	54	0	801	0	0	0	0	183	0	0	0	Prepayment Penalty			Miscellaneous expense	Item processing charges											
13251	4	0	13	10	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	1	0	0	4	4	8	0	0	0	0	0	0	0																
13457	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
14052	35	0	19	20	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	21	0	0	24	0	0	62	29	0	0	0	0	0	0	0																
14155	44	2	8	7	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	33	0	6	29	10	17	172	25	0	78	24	1	54	13	0																
14454	0	0	0	0	CONF	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0				MANAGEMENT FEES												
14650	0	0	0	0	CONF	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	7	26	0	0	26	18	0	0	0	0	0	0	0	EXCHANGE AND COLLECTIONS															
14753	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0																
14865	54	0	53	0	CONF	95	30	0	83	34	0	0	0	0	0	0	0	0	0	0	0	false	55	0	36	0	0	0	0	65	0	189	53	0	0	0	0	BEO MORTGAGE BROKER FEE INCOME	BEO FINANCIAL SERVICES INCOME		DEBIT CARD PROCESSING	DEFERRED COMPENSATION EXPENSE											
14977	15	0	62	32	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	7	0	1	0	0	0	3	13	0	0	13	0	0	8	0																
15536	315	0	19	277	CONF	0	0	0	7974	1050	0	0	0	0	0	0	0	0	0	0	0	false	215	0	238	0	167	345	4055	469	0	953	633	298	31	697	0				OREO expense	Loan collection costs											
16337	117	50	92	111	CONF	120	0	0	252	0	0	0	0	0	0	0	0	0	0	0	0	false	106	0	38	641	0	134	578	102	0	158	0	0	0	101	0	Long-term mortgage origination fees			Other non-operating expense												
16458	136	0	148	0	CONF	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	36	41	207	50	0	184	0	54	166	134	0				Professional Fees												
16551	54	0	0	90	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	39	0	0	42	0	0	60	58	0	59	0	45	57	87	0																
16748	4	0	24	0	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	17	0	0	23	3	9	90	9	0	21	42	0	0	13	0																
16944	0	0	31	0	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0																
16953	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0																
17110	0	0	0	0	CONF	0	0	0	342	184	161	0	0	0	0	0	0	0	0	0	0	true	0	0	0	0	0	0	343	104	0	0	74	0	0	0	0				REFERRAL FEES	CUSTODIAN COSTS	CINTRIBUTIONS								2 (o) Travel and Entertainment             201 2(p) Other Client Fees                          179 2 (q) Other Professional Fees              174 2(r) Shares Tax                                    97 2 (s) Other Insurance                           73		
17147	161	0	108	529	CONF	0	0	0	0	0	0	0	0	0	0	0	0	11000	0	0	0	false	36	0	0	151	81	1103	5482	220	0	0	0	0	0	0	0										Capital Infusion						
17259	12	2	19	40	CONF	7	3	10	0	0	0	0	0	0	0	0	0	0	0	0	0	false	8	0	4	48	4	39	0	15	0	0	0	0	0	0	0	ROYALTY INCOME	FORFITURE	OTHER MISC INCOME & ADVERTISING INCOME													
17464	571	495	232	876	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	615	0	0	42	68	253	0	285	0	1261	379	582	301	406	0																
17950	44	0	0	0	CONF	29	179	44	37	36	0	0	0	0	0	0	0	1500	0	-67	0	false	0	0	0	0	0	0	242	54	0	0	0	0	0	35	0	OTHER COMMISSIONS AND FEES	RE SECONDARY LOAN FEES	CHECK CHARGES WIAVED	OCC ASSESSMENT	BLANKET BOND					CAPITAL INJECTION		ALLOWANCE FOR UNFENDED COMMITTMENTS				
18050	59	0	100	89	CONF	34	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	false	89	0	0	0	25	46	0	0	0	0	0	0	294	190	0	Merchant Bankcard			Business Development												
18135	0	0	0	0	CONF	0	0	0	519	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	69	0	0	158	52	0	0	0	0	0	0	0				Conv Credit ins												
18377	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
18827	65	0	68	90	CONF	202	0	0	85	114	0	0	0	0	0	0	0	0	0	0	0	false	60	0	40	0	0	0	165	67	0	0	50	0	119	54	0	Visa Check Card Income			Correspondent Service Fee	Pennsylvania Shares Tax											
18836	33	0	67	51	CONF	0	0	0	26	28	0	0	0	0	0	0	0	0	0	0	0	false	48	0	0	64	0	88	132	47	0	0	64	0	60	0	0				Misc Expense	Loan Expense											
18854	26	0	20	13	CONF	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	15	0	0	0	2	0	10	32	0	0	10	7	31	28	0	Administration Fees															
18957	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	0	0	305	0	0	0	false	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0										ADDITION TO SURPLUS						
19356	24	0	17	5	CONF	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	false	19	-14	2	0	5	9	112	40	0	0	0	0	0	0	0				Other Losses											To record deferred compensation as of 12-31-08	
19730	641	0	0	625	CONF	107	268	0	460	0	0	0	0	0	0	0	0	40000	0	0	0	false	0	0	73	719	132	0	1102	385	0	98	0	0	0	427	0	Visa Commissions	Letter of Credit Fees		Messenger/Armored Services						Capital Contribution						
19936	51	0	67	0	CONF	25	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	false	61	0	26	0	0	156	150	36	0	0	0	0	102	63	0	Miscellaneous			Deferred Comp												
19972	31	0	37	0	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0																
20053	0	0	0	0	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	32	0	0	0	97	0	0	0	0																
20370	65	3	16	179	CONF	0	0	0	65	126	27	0	0	0	0	0	0	0	0	0	0	false	43	0	0	58	6	168	115	32	0	0	59	66	121	86	0				B & O Taxes	Other Real Estate Owned	Shareholder's Expense										
20512	15	0	20	0	CONF	0	0	0	51	51	24	0	0	0	0	0	0	0	0	0	0	false	20	0	0	0	3	19	2	35	0	0	0	0	29	8	0				pa shares tax	professional services	bank exam										
20633	131	0	50	29	CONF	0	0	0	49	32	36	0	0	0	0	0	0	0	0	0	0	false	0	0	0	58	0	70	296	80	0	0	75	0	0	46	0				Bankers Blanket Bond	Business Franchise Tax	0										
20857	9	0	11	2	CONF	0	0	0	150	36	12	0	0	0	0	0	0	0	0	0	0	false	9	0	0	6	6	3	0	25	0	15	7	27	0	7	0				Donations	PR	State exam fee										
20866	0	0	0	143	CONF	0	0	0	267	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0				Software Mait.												
21256	0	0	6	17	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0	0	-3	2	0	22	4	0	0	0	0	0	2	0																
21359	12	0	13	0	CONF	4	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	false	5	0	0	3	1	0	11	5	0	0	7	0	0	0	0	Credit Life Insurance Commission			ORE Expenses												
21630	12	0	39	0	CONF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	16	0	0	0	0	6	48	13	0	32	7	8	22	5	0																
