"IDRSSD"	RCFD0010	RCFD1395	RCFD1651	RCFD1754	RCFD1773	RCFD2170	RCFD2221	RCFD3123	RCFD3128	RCFD3210	RCFD3368	RCFD3411	RCFD3429	RCFD3433	RCFD3545	RCFD3792	RCFD3809	RCFD3812	RCFD3821	RCFD3833	RCFD4336	RCFD5306	RCFD5310	RCFD5311	RCFD5320	RCFD5327	RCFD5334	RCFD5339	RCFD5340	RCFD5369	RCFD5610	RCFD7204	RCFD7205	RCFD7206	RCFD7273	RCFD7274	RCFD7275	RCFD8274	RCFD8275	RCFD8434	RCFD8764	RCFD8766	RCFD8767	RCFD8769	RCFD8770	RCFD8771	RCFD8772	RCFD8773	RCFD8774	RCFD8775	RCFD8776	RCFD8777	RCFD8778	RCFD8779	RCFDA000	RCFDA001	RCFDA002	RCFDA167	RCFDA221	RCFDA222	RCFDA223	RCFDA224	RCFDA250	RCFDB503	RCFDB504	RCFDB505	RCFDB520	RCFDB528	RCFDB541	RCFDB542	RCFDB543	RCFDB546	RCFDB547	RCFDB548	RCFDB581	RCFDB582	RCFDB583	RCFDB588	RCFDB589	RCFDB590	RCFDB591	RCFDB592	RCFDB593	RCFDB594	RCFDB595	RCFDB596	RCFDB600	RCFDB601	RCFDB602	RCFDB603	RCFDB604	RCFDB605	RCFDB606	RCFDB607	RCFDB608	RCFDB609	RCFDB610	RCFDB611	RCFDB612	RCFDB617	RCFDB618	RCFDB619	RCFDB620	RCFDB621	RCFDB622	RCFDB623	RCFDB624	RCFDB625	RCFDB626	RCFDB627	RCFDB628	RCFDB629	RCFDB630	RCFDB631	RCFDB639	RCFDB640	RCFDB641	RCFDB642	RCFDB643	RCFDB644	RCFDB650	RCFDB651	RCFDB652	RCFDB653	RCFDB654	RCFDB655	RCFDB656	RCFDB657	RCFDB658	RCFDB659	RCFDB660	RCFDB661	RCFDB662	RCFDB663	RCFDB664	RCFDB665	RCFDB666	RCFDB667	RCFDB668	RCFDB669	RCFDB670	RCFDB671	RCFDB672	RCFDB673	RCFDB675	RCFDB676	RCFDB677	RCFDB678	RCFDB679	RCFDB680	RCFDB681	RCFDB682	RCFDB683	RCFDB684	RCFDB685	RCFDB686	RCFDB687	RCFDB688	RCFDB689	RCFDB690	RCFDB691	RCFDB693	RCFDB694	RCFDB695	RCFDB696	RCFDB697	RCFDB698	RCFDB699	RCFDB700	RCFDB701	RCFDB702	RCFDB703	RCFDB704	RCFDC063	RCFDC064	RCFDC225	RCFDC227	RCFDC228	RCON0010	RCON1395	RCON1651	RCON1754	RCON1773	RCON2170	RCON2221	RCON3123	RCON3128	RCON3210	RCON3368	RCON3411	RCON3429	RCON3433	RCON3545	RCON3792	RCON3809	RCON3812	RCON3821	RCON3833	RCON4336	RCON5306	RCON5310	RCON5311	RCON5320	RCON5327	RCON5334	RCON5339	RCON5340	RCON5369	RCON5610	RCON7204	RCON7205	RCON7206	RCON7273	RCON7274	RCON7275	RCON8274	RCON8275	RCON8434	RCON8764	RCON8766	RCON8767	RCON8769	RCON8770	RCON8771	RCON8772	RCON8773	RCON8774	RCON8775	RCON8776	RCON8777	RCON8778	RCON8779	RCONA000	RCONA001	RCONA002	RCONA167	RCONA221	RCONA222	RCONA223	RCONA224	
1351																																																																																																																																																																																			1672	0	0	33838	4473	97304	0	419	0	13972	97029	0	0	0	0	14408	0	0	452	2418	0	0	419	419	2957	27710	19113	2629	47970	0	0	0.1438	0.2234	0.2169	0.0000	0.0000	0.0000	13989	419	-17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64504	97029	
1454																																																																																																																																																																																			18695	0	0	0	120149	308408	0	805	0	28317	303023	0	0	0	0	28862	0	0	0	0	0	0	805	805	16099	155165	31261	6407	106428	1294	0	0.0926	0.1846	0.1794	0.0000	0.0000	0.0000	28057	805	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156382	302901	
1557																																																																																																																																																																																			2094	0	0	2206	8965	33505	0	353	0	5820	33798	0	0	0	0	5818	0	0	70	2282	0	0	248	248	161	16494	2937	701	13887	0	0	0.1648	0.2949	0.2824	0.0000	0.0000	0.0000	5570	248	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	105	19726	33798	
1632																																																																																																																																																																																			2224	0	0	0	26308	247752	0	2768	0	20634	253138	0	0	0	0	22905	0	0	581	15494	0	0	2730	2730	1636	29860	34026	9658	184252	0	0	0.0797	0.1049	0.0924	0.0000	0.0000	0.0000	20175	2730	459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	218390	253138	
1669																																																																																																																																																																																			11737	0	0	91946	42965	232923	0	1007	0	40557	234249	0	0	0	0	38702	0	0	0	0	0	0	984	984	15048	143985	43818	1599	28070	0	0	0.1625	0.4914	0.4789	0.0000	0.0000	0.0000	37718	984	698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	78753	232108	
1829																																																																																																																																																																																			11400	0	0	0	113639	298796	723	2193	0	39357	300202	0	0	0	0	39329	0	0	0	10360	0	0	2191	2914	12060	104273	63991	4647	116929	0	0	0.1213	0.2244	0.2077	0.0000	0.0000	0.0000	36415	2914	2942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	175299	300202	
1856																																																																																																																																																																																			1903	0	0	0	31411	41528	0	94	0	2446	41394	0	0	0	0	2461	0	0	0	97	0	0	94	94	165	33943	1841	881	5579	0	0	0.0573	0.1845	0.1775	0.0000	0.0000	0.0000	2367	94	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13338	41328	
2040																																																																																																																																																																																			3669	0	0	0	23478	145654	0	1334	0	14666	148289	0	0	0	0	15417	0	0	0	0	0	0	1334	1334	1370	12657	52704	4048	79361	160	0	0.0950	0.1414	0.1291	0.0000	0.0000	0.0000	14083	1334	583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109045	148289	
2161																																																																																																																																																																																			10749	0	0	301	25587	97072	0	494	0	9534	97670	0	0	0	0	9892	0	0	0	0	0	0	494	494	1631	40662	24204	3588	30863	0	0	0.0962	0.1936	0.1839	0.0000	0.0000	0.0000	9398	494	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51097	97670	
2376																																																																																																																																																																																			12063	0	0	467541	145420	988822	0	6172	0	107286	990316	0	0	0	0	110627	0	0	0	0	0	0	4239	4239	67958	574529	254153	15769	97174	0	0	0.1074	0.3281	0.3155	0.0000	0.0000	0.0000	106388	4239	526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	372	1933	337224	990316	
2451																																																																																																																																																																																			225	0	0	330	408	14779	0	148	0	1244	14841	12	0	0	0	1387	0	0	0	0	0	0	148	148	41	1044	4547	579	9287	0	0	0.0835	0.1178	0.1052	0.0000	0.0000	0.0000	1239	148	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11772	14841	
2554																																																																																																																																																																																			608	0	0	6	2405	7014	0	44	0	711	7462	0	0	0	0	799	0	0	0	0	0	0	44	44	2	2911	215	204	3974	0	0	0.1012	0.1713	0.1619	0.0000	0.0000	0.0000	755	44	-44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4664	7462	
2732																																																																																																																																																																																			20944	0	0	0	75069	422698	0	2959	0	52986	429312	0	0	0	0	53516	0	0	0	0	0	0	2959	2959	6120	113513	68418	9375	234659	0	0	0.1182	0.1805	0.1705	0.0000	0.0000	0.0000	50557	2959	1005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	296560	427888	
2750																																																																																																																																																																																			1099	0	0	0	10495	41853	0	653	0	4673	42367	0	0	0	0	4978	0	0	0	0	0	0	388	388	2969	9237	2094	2039	28123	0	0	0.1083	0.1619	0.1493	0.0000	0.0000	0.0000	4590	388	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	265	30752	42367	
2938																																																																																																																																																																																			16143	0	0	0	40093	288919	0	3625	0	22330	280938	0	0	0	0	24506	0	0	656	9014	0	0	2928	2928	4673	49616	39435	12271	197598	0	0	0.0768	0.1049	0.0924	0.0000	0.0000	0.0000	21578	2928	752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	697	233545	280938	
2956																																																																																																																																																																																			3280	0	0	0	38729	115900	0	728	0	12827	117037	0	0	0	0	13735	0	0	21	78	0	0	728	728	1426	50730	25134	3354	39631	0	0	0.1111	0.2201	0.2085	0.0000	0.0000	0.0000	13007	728	-180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62394	117037	
3252																																																																																																																																																																																			7185	0	0	7544	16051	103812	0	1290	0	10533	99598	0	0	0	0	11351	0	0	280	144	0	0	926	926	1885	35190	2786	2896	65074	0	0	0.1047	0.1544	0.1419	0.0000	0.0000	0.0000	10425	926	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	367	73490	99598	
