"IDRSSD"	RCON6979	TEXT6980	
59259	true	An Amended Report was filed for the June 2006 period to account for utilization of a new sweep product between transaction and non-transaction accounts.  This amendment was completed prior to the filing of the September report.  An Amended Report was filed for September 2006 to account for an increase in the amount of Retirement deposit accounts reported on Schedule RC-O Memoranda M.1.c.1 and a corresponding decrease in the Deposit accounts reported in M.1.a.1 and M.1.b.2.  The total amount of retirement accounts was correct on Schedule RC-E Memoranda M.1.a.	
59316	false		
59352	false		
59679	false		
59754	false		
60143	false		
60219	false		
60330	false		
60433	false		
60545	false		
60554	false		
60648	false		
61122	false		
61355	false		
61476	false		
61533	true	Peninsula Bank offered additional shares of common stock to existing shareholders, resulting in approximately $17.5 million in new capital which will be reflected in October. Not reflected is an approximate $13 million, non-final judgment against Peninsula Bank as the result of a civil action, with a net effect after taxes and insurance of approximately $7.2 million. Our attorneys filed a post-trial motion for judgment or a new trial, which has a strong chance of success. Until the judge rules on any post-trial motions, a stay of execution of the judgment exists.	
61757	false		
61832	false		
61953	false		
62044	false		
62101	false		
62147	false		
63050	false		
63069	false		
63078	false		
63201	false		
63359	false		
63573	false		
63733	false		
63742	false		
63751	false		
64150	false		
64543	false		
64552	false		
64619	true	Payments of principal on the Banks Mortgage Backed Securities portfolio amounted to 23 million in the third quarter.	
64730	false		
65205	false		
65241	false		
65513	false		
65559	false		
65746	false		
65858	false		
66015	false		
66154	false		
66172	false		
66275	false		
66837	false		
66846	false		
67142	false		
67151	false		
67209	false		
67254	false		
67311	false		
68345	false		
68448	false		
68756	false		
68831	false		
68840	false		
68859	false		
68943	false		
69333	false		
69351	false		
69650	false		
69678	false		
69847	false		
70049	false		
70058	false		
70076	false		
70151	false		
70218	false		
70254	false		
70414	false		
70638	false		
70955	false		
71318	false		
71457	false		
71859	false		
72258	false		
72351	false		
72454	false		
72614	false		
72678	false		
73031	false		
73116	false		
73152	false		
73554	false		
73956	false		
74056	false		
74140	false		
74159	false		
74337	true	Based on the most recent analysis, it has been determined that certain of our loans are better classified as Construction rather than 1-4 Family Residential. In the current and future Reports of Condition, this will be reflected in the detailed schedules of both Loans (RC-C) and Commitments (RC-L).	
74403	false		
74449	false		
74458	true	Purchased Bank Midwest's Atchison Branch on 4-22-06.	
75053	false		
75259	false		
75446	false		
75455	false		
75558	false		
75633	false		
75651	false		
76050	false		
76135	false		
76153	false		
76443	false		
76854	false		
77150	false		
77253	false		
77347	false		
77374	false		
77422	false		
77758	false		
77851	false		
78036	false		
78054	false		
78157	false		
78241	false		
78559	false		
78643	false		
78858	false		
79042	false		
79127	false		
79145	false		
79257	false		
79855	false		
80020	false		
80150	false		
80431	false		
80552	false		
80936	false		
81054	false		
81429	false		
82033	false		
82257	false		
82350	false		
82659	false		
83151	true	R3680.3027 - We had a large volume of Fed Funds Sold for a short period of time prior to the sale of our valley offices in October. This created a large amount of income without affecting the averages significantly. R3760.2474 and R3725.2472 - Prior call report preparer (Deb Gehrke) was putting commercial real estate loan averages in with the commercial loan averages. This has been changed this quarter. This is my first call report preparation with this institution.	
83236	false		
83311	false		
83357	false		
83450	false		
83638	false		
83834	false		
83852	false		
83955	false		
84046	false		
84055	false		
84251	false		
84345	false		
84541	false		
84804	false		
85043	false		
85052	false		
85258	false		
85454	false		
85856	false		
85931	false		
86349	false		
86358	false		
86527	false		
86554	false		
87047	false		
87159	false		
87234	false		
87476	true		
87533	false		
88240	false		
88259	false		
88352	false		
88455	false		
88530	true	THE TOTAL RESIDENTIAL REAL ESTATE LOAN CATEGORY CONTAINS 16,997,548 IN LOANS THAT ARE FUNDED BY 16,521,090 OF ADVANCES FROM THE FHLB OF DALLAS.  THIS VOLUME OF REAL ESATE LOANS, THAT ARE MATCH FUNDED, CAN CAUSE SEVERAL OF THE NORMAL BANKING RATIOS TO BE OUTSIDE OF NORMS EXPECTED FOR A SMALL COMMUNITY BANK.	
88950	false		
89032	false		
89135	false		
89162	false		
89452	false		
89751	false		
89854	false		
89957	false		
90047	false		
90328	false		
90337	false		
90467	false		
90645	false		
90739	false		
91147	false		
91156	false		
91259	false		
91615	false		
91651	false		
91754	false		
91866	false		
91950	false		
91969	false		
92050	false		
92144	false		
92630	false		
92706	true	A very large wire deposit occurred at month end of $25 million dollars due to an estate settlement. Due to the size of the deposit and the size of the bank, it affected a number of balances and ratios. These funds have already reached the Investment Firms and back into the Market. The bank is back to it's normal size of between $210 and $215 million.	
92854	false		
92902	false		
93244	false		
93329	false		
93413	false		
93543	true	Please note that balances in Federal funds sold (RC 3a), demand deposits (RC-E 1 A), and Savings deposits (RC-E M2a1) are significantly higher than in past quarters. This is due to large, temporary increases in two accounts, which are expected to decline to more normalized levels during the fourth quarter of 2006.	
93619	false		
93628	false		
93721	false		
93758	false		
94139	false		
94456	false		
94522	false		
94755	true	RC-O M1A1 AND M1C1 WERE REPORTED INCORRECTLY THE FIRST TIME.  THE CORRECTED AMOUNTS ARE M1A1 49076 AND M1C1 4096.  I AM SORRY FOR THE ERROR AND HAVE NOTES IN PLACE TO BE SURE IT ISN'T REPEATED.	
94858	false		
95051	false		
95659	false		
96254	false		
96357	false		
96553	false		
97055	false		
97279	false		
97457	false		
97804	false		
97943	false		
98351	false		
98454	false		
98463	false		
98548	false		
98557	false		
98641	false		
98717	false		
99004	false		
99059	false		
99143	false		
99255	false		
99442	false		
99536	false		
99853	false		
99974	false		
100160	false		
100236	false		
100357	false		
100553	false		
100562	false		
100843	false		
101019	false		
101037	false		
101233	false		
101345	false		
101439	false		
101671	false		
101738	false		
101952	false		
102155	false		
102333	false		
102342	false		
102539	false		
102557	false		
103134	false		
103255	false		
103536	false		
103554	false		
103563	false		
103602	false		
104038	false		
104056	false		
104234	false		
104430	false		
104542	false		
104663	false		
105026	false		
105044	false		
105053	false		
105071	false		
105222	false		
105530	false		
105633	false		
106359	false		
106377	false		
106452	false		
106519	false		
106546	false		
106555	false		
106658	false		
107057	false		
107150	false		
107226	false		
107244	false		
107431	false		
107459	false		
107758	false		
108269	false		
108652	false		
108746	false		
108951	false		
109136	false		
109154	false		
109453	false		
109574	false		
109659	false		
109855	false		
110057	false		
110404	false		
110413	false		
110655	false		
110936	false		
110945	false		
111157	false		
111205	false		
111559	false		
111661	false		
111942	false		
111979	false		
112163	false		
112332	false		
112444	false		
112510	false		
112556	false		
112837	false		
112855	false		
113003	false		
113030	false		
113151	false		
113441	false		
113601	false		
113740	false		
113759	false		
113937	false		
114149	false		
114158	false		
114251	false		
114260	false		
114457	false		
114756	false		
114774	false		
114840	false		
114859	false		
115100	false		
115146	false		
115155	false		
115221	false		
115575	false		
115641	true	At the close of business on August 17, 2006, Cadence Bank acquired Suncoast Bank in Florida. At the time of acquisition, Suncoast Bank had approximately $143 million in total assets. As a result of the acquisition, our 3rd quarter balance sheet includes adjustments made to comply with purchase accounting and the recording of goodwill. During 3rd quarter, Cadence Bank incurred an impairment loss of $2,025,000 in connection with the writedown of preferred stock investments.	
116077	false		
116358	false		
116554	false		
116639	false		
116732	false		
116741	false		
117038	false		
117458	false		
117672	false		
117841	false		
118156	false		
118174	false		
118660	false		
118736	false		
119153	false		
119274	false		
119331	false		
119528	false		
119779	false		
120542	false		
120609	false		
120953	false		
121576	false		
121642	false		
121651	false		
121857	false		
121914	false		
122153	false		
122546	false		
122658	false		
122751	false		
122854	false		
123178	false		
123440	false		
123646	false		
124344	false		
124353	false		
124773	false		
124830	false		
125154	false		
125855	false		
125958	false		
126012	false		
126049	false		
126254	false		
126553	false		
126740	false		
126834	false		
127055	false		
127224	false		
127260	false		
127701	false		
128164	false		
128258	false		
128511	false		
128904	false		
128959	false		
129349	false		
129358	false		
129394	false		
129479	false		
129732	false		
129853	false		
129910	false		
130345	false		
130541	false		
130635	false		
130813	false		
130943	false		
131034	false		
131155	false		
131173	false		
131351	false		
131360	true	On May 22, 2006, the Bank entered into an agreement to acquire BWC Financial Corp. and its subsidiary, Bank of Walnut Creek. Shareholders of BWC Financial are entitled to receive 0.97 shares of First Republic common stock. The transaction was closed on October 16, 2006. As a result of this acquisition, First Republic Bank added approximately $540 million in assets, $390 million in deposits and $40 million in stockholders' equity, net of goodwill. On January 31, 2006, the Bank completed the acquisition of First Signature Bank & Trust of Portsmouth, New Hampshire and assumed approximately $390 million of certificates of deposit. On April 24, 2006, the Bank sold substantially all of these certificates of deposit, at no gain or loss.	
131418	false		
131436	false		
131650	false		
131717	false		
131940	false		
132107	false		
132152	false		
132219	false		
132451	false		
132554	false		
132778	false		
132853	false		
132938	false		
133243	false		
133850	false		
133971	false		
134156	false		
134437	false		
134455	false		
134848	false		
135359	false		
135751	false		
135836	false		
135854	true		
136048	false		
136338	false		
136459	false		
136655	false		
137120	false		
137205	false		
137447	false		
137456	false		
137559	false		
137643	false		
137652	false		
137821	false		
137915	false		
138051	false		
138163	false		
138211	false		
138257	false		
138350	false		
138556	false		
138725	false		
138752	false		
139133	false		
139432	false		
139478	false		
139544	false		
139553	false		
139656	false		
139740	false		
139834	false		
139843	false		
139955	false		
140018	false		
140157	false		
140362	false		
140634	false		
141211	false		
141341	false		
141350	false		
141453	false		
141556	false		
141734	false		
141958	false		
142049	false		
142656	false		
142955	false		
143158	false		
143653	false		
143662	false		
143859	false		
143952	false		
144034	false		
144043	false		
144052	false		
144155	false		
144436	false		
144856	false		
144913	false		
145059	false		
145545	false		
145554	false		
145741	false		
145750	false		
145844	false		
145956	false		
146056	false		
146458	false		
146533	false		
146618	false		
146654	false		
146663	false		
146850	false		
147053	false		
147174	false		
147633	false		
147651	false		
147679	false		
147839	false		
147857	false		
147923	false		
148144	false		
148238	false		
148340	false		
148715	false		
148809	false		
148920	false		
149150	false		
149235	false		
149253	false		
149271	false		
149945	false		
150035	false		
150044	false		
150071	false		
150156	false		
150334	false		
150352	false		
150727	false		
150754	false		
151331	false		
151546	false		
151555	false		
151751	false		
151818	false		
151957	false		
152048	false		
152057	false		
152235	false		
152253	false		
152431	false		
152440	false		
152673	false		
152851	false		
153054	false		
153353	false		
153652	false		
154154	false		
154220	false		
154257	false		
154770	false		
155245	false		
155263	false		
155441	false		
155517	false		
155759	false		
156055	false		
156457	false		
156635	false		
156877	false		
156916	false		
156952	false		
157155	false		
157379	false		
157650	false		
157744	false		
157838	false		
157856	false		
157904	false		
158554	false		
158741	false		
158750	false		
158947	false		
158974	false		
159243	false		
159476	false		
159636	false		
159645	false		
159953	false		
160360	false		
160454	false		
160557	false		
160614	false		
160650	false		
160959	false		
161031	false		
161107	false		
161273	false		
161433	false		
161602	false		
162337	false		
162878	false		
163343	false		
163370	false		
163549	false		
163745	false		
163857	false		
164032	false		
164153	false		
164331	false		
164377	false		
164854	false		
164957	false		
164975	false		
165039	false		
165628	false		
165758	false		
165806	false		
166111	false		
166531	false		
166652	false		
166803	true	$621 thousand of loans with recourse arenot included in loans and other borrowed funds. These SBA guaranteed portions of loans are sold to investors. The Bank will receive full payment in the event of default.	
166849	false		
167060	false		
167453	false		
167556	false		
167565	false		
167752	false		
167855	false		
167864	false		
168320	false		
168366	false		
168441	false		
168571	false		
168731	false		
169073	false		
169233	false		
169327	false		
169354	false		
169653	false		
169756	false		
169952	false		
170051	false		
170257	false		
170332	false		
170640	false		
170716	false		
170976	false		
171133	false		
171348	false		
171656	false		
171759	false		
171768	false		
172158	false		
172251	false		
172457	false		
172747	false		
172804	false		
172840	false		
172859	false		
173306	false		
173342	false		
173548	false		
173557	false		
173575	false		
173641	false		
173959	false		
174321	false		
174367	false		
174406	false		
175056	false		
175140	false		
175458	false		
175560	false		
175609	false		
175672	false		
176053	false		
176101	false		
176325	false		
176437	false		
176464	false		
176642	false		
177135	false		
177443	false		
177500	false		
177546	false		
177555	false		
177751	false		
177920	false		
177957	false		
178057	false		
178150	false		
178244	false		
178271	false		
178356	false		
178851	false		
179148	false		
179335	false		
179700	false		
179755	false		
180041	false		
180078	false		
180144	false		
180201	true	On page 38, our fiduciary assets are 874, not 774 as reported in the March and June 2006 call reports.	
180416	false		
180443	false		
180537	false		
180649	false		
180845	false		
181347	false		
181459	false		
181758	false		
181851	false		
181963	false		
182054	false		
182157	false		
182175	false		
182353	false		
182401	false		
182652	false		
182951	false		
183042	false		
183051	false		
183154	false		
183668	false		
183770	false		
183846	false		
183958	false		
184142	false		
184245	false		
184656	false		
184759	false		
184937	false		
185037	false		
185251	false		
185448	false		
185457	false		
185859	false		
186221	false		
186548	false		
186557	false		
186650	false		
186717	false		
186744	false		
186838	false		
186856	false		
187358	false		
187451	false		
187648	false		
187947	false		
188056	false		
188430	false		
188449	false		
188720	false		
188739	false		
188757	false		
188917	false		
188926	false		
189044	false		
189129	false		
189352	false		
189419	false		
189530	false		
189549	false		
189745	false		
189820	false		
189950	false		
190246	false		
190451	false		
190554	false		
190563	false		
190639	false		
190648	false		
190947	false		
190956	false		
191355	false		
191449	false		
191663	false		
191805	false		
191832	false		
191935	false		
192147	false		
192156	false		
192558	false		
192651	false		
192857	false		
193162	false		
193247	false		
193461	false		
193470	false		
193537	false		
193649	false		
193809	false		
194253	false		
194440	false		
194936	false		
195072	false		
195111	false		
195157	false		
195456	false		
196257	false		
196350	false		
196743	false		
196752	false		
196800	false		
197142	false		
197254	false		
197302	false		
197357	false		
197478	false		
197740	false		
197759	false		
198046	false		
198103	false		
198149	false		
198251	false		
198831	false		
198859	false		
198961	false		
199052	false		
199137	false		
199351	false		
199436	false		
199454	false		
199463	false		
199940	false		
200042	false		
200435	false		
200640	false		
201049	false		
201124	false		
201254	false		
201441	false		
201638	true	We had a major increase in past due loans over 90 days and nonaccrural loans for this quarter. The nonaccrural loans are all related to a single borrower and all properties are in forclosure and will be bank owned properties the first week in November 2006.  The same is true for the past due loan over 90 days which is another single borrower. After evaluation of collateral expect to have no losses in these foreclosures.	
201647	false		
201834	false		
202251	false		
202514	false		
202541	false		
202550	false		
202907	false		
203052	false		
203333	false		
203418	false		
203575	false		
203753	false		
204004	false		
204237	false		
204826	false		
205159	false		
205243	false		
205346	false		
205458	false		
205542	false		
205654	false		
206156	false		
206174	false		
206772	false		
206950	false		
207041	false		
207050	false		
207452	false		
207555	false		
207564	false		
207845	false		
207872	false		
207957	false		
208057	false		
208169	false		
208244	false		
208347	false		
208440	false		
208459	false		
208655	false		
208927	false		
208972	false		
209139	false		
209148	false		
209335	false		
209362	false		
209447	false		
209559	false		
209830	false		
209858	false		
210238	false		
210256	false		
210434	false		
210443	false		
210452	false		
210555	false		
211114	false		
211338	false		
211851	false		
211954	false		
212018	false		
212120	false		
212335	false		
212344	false		
212456	false		
212465	true	Discontinued Operations: On 9/22/05	
212522	false		
212979	false		
213538	false		
213912	false		
213958	false		
214106	false		
214414	false		
214722	false		
214807	false		
214843	false		
215130	false		
215251	false		
215345	false		
215354	false		
215653	false		
215662	false		
215710	false		
215756	false		
215952	true	restatement of call report as required by OCC . bank responded by contributing in 4th quarter addtional capital of $1,000,000 as a result All of the retroactive adjustments required by OCC were accounted for in the 4th quarter 2006 call report	
216164	false		
216230	false		
216445	false		
216632	false		
216922	false		
217059	false		
217620	false		
218131	false		
218261	false		
218757	false		
218775	false		
218850	false		
218878	false		
219044	false		
219138	false		
219259	false		
219343	false		
219651	false		
219857	false		
220040	false		
220059	false		
220527	false		
220545	false		
220844	false		
221476	false		
222053	false		
222147	false		
222156	false		
222446	false		
222558	false		
222754	false		
223238	false		
223322	false		
223331	false		
223452	false		
223751	false		
223845	false		
224178	false		
224552	false		
224637	false		
224655	false		
224749	false		
224954	false		
225054	false		
225157	false		
225241	false		
225250	false		
225335	false		
225559	false		
225942	false		
226659	false		
226734	false		
226752	false		
226949	false		
227151	false		
227179	false		
227357	false		
227656	false		
228000	false		
228055	false		
228158	false		
228345	false		
228952	false		
229342	false		
229427	false		
229454	false		
229801	false		
229913	false		
229940	false		
229959	false		
230254	false		
230357	false		
230423	false		
230508	false		
230535	false		
230610	false		
230740	false		
230759	false		
231149	false		
231242	false		
231279	false		
231336	false		
232258	false		
232744	false		
232847	false		
232856	false		
233022	false		
233031	false		
233246	false		
233358	false		
233442	false		
233451	false		
233527	false		
233554	false		
234056	false		
234355	false		
234506	false		
234645	false		
234739	false		
234841	false		
235017	false		
235231	false		
235316	false		
235446	false		
235521	false		
235530	false		
235558	false		
235950	false		
236050	false		
236153	false		
236256	false		
236452	false		
236519	false		
236603	false		
236706	false		
236751	false		
236957	false		
237066	false		
237150	false		
237619	false		
237637	false		
237936	false		
237954	false		
238045	false		
238139	false		
238241	false		
238250	false		
238737	false		
238755	false		
238812	false		
239015	false		
239042	false		
239275	false		
239556	false		
239613	false		
239640	false		
239659	false		
239752	false		
240356	false		
240459	false		
240468	false		
240954	false		
241009	false		
241157	false		
241559	false		
241607	false		
242248	false		
242257	false		
242444	false		
242949	false		
242958	false		
243151	false		
243375	false		
243414	false		
243647	false		
243955	false		
244037	false		
244149	false		
244158	false		
244251	false		
245016	false		
245276	false		
245333	false		
245351	false		
245557	false		
245856	false		
246022	false		
246134	false		
246237	false		
246321	false		
246451	false		
246657	false		
246947	false		
246956	false		
247140	false		
247355	false		
247449	false		
247476	false		
247551	false		
247645	false		
247711	false		
247908	false		
248147	false		
248240	false		
248352	false		
248455	false		
248633	false		
248745	false		
248950	false		
248969	false		
249153	false		
249256	false		
249304	false		
249416	false		
249546	false		
249555	false		
249564	false		
249612	false		
249658	false		
249872	false		
249957	false		
250047	false		
250113	false		
250430	false		
250850	false		
251352	false		
251558	false		
251736	false		
251745	false		
251857	false		
251969	false		
252041	false		
252256	false		
252452	false		
252658	false		
252706	false		
252836	false		
253262	false		
253356	false		
253440	false		
253468	false		
253646	false		
253730	false		
253776	false		
254317	false		
254504	false		
254652	false		
254670	false		
254849	false		
255136	true	$1.463 million of the total amount of $2.479 million reported in RC7 (Other Real Estate Owned) is generating income from one commercial real estate property and has generated $77 thousand YTD in rental income. This amount does not exceed 1% of the sum of RI items 1.h and 5.m and is therefore not reported on RI-E 1d.	
255350	false		
255547	false		
255556	false		
255659	false		
255873	false		
256049	false		
256058	false		
256179	false		
256553	false		
256964	false		
257233	false		
257345	false		
257466	false		
257653	false		
257756	false		
257840	false		
257868	false		
258146	false		
258306	false		
258351	false		
258379	true	Loan to officers was a share loan secured by a statement savings account; the 2.75% loan rate is correct.	
258445	false		
258539	false		
258632	false		
258771	false		
259031	false		
259059	false		
259330	false		
259442	false		
259518	false		
259554	false		
259657	false		
259853	false		
259956	false		
260055	false		
260149	false		
260354	false		
260831	false		
260868	false		
261070	false		
261146	false		
261258	false		
261360	false		
261557	false		
261904	false		
261940	false		
262059	false		
262237	false		
262273	false		
262358	false		
262451	false		
262741	false		
262844	false		
262956	false		
263243	false		
263551	false		
263627	false		
264156	false		
264455	false		
264558	false		
264941	false		
265340	false		
265407	false		
265452	false		
265676	false		
265948	false		
266066	false		
266244	false		
266253	false		
266271	false		
266655	false		
266851	false		
266879	false		
266945	false		
267652	false		
267737	false		
268042	false		
268136	false		
268257	false		
268341	false		
268556	false		
268734	false		
268828	false		
268846	false		
268976	false		
269049	false		
269058	false		
269478	false		
269759	false		
270036	false		
270148	false		
270335	false		
270353	false		
270504	false		
270531	false		
270652	false		
271136	false		
271154	false		
271275	false		
271341	false		
271529	false		
271631	false		
271743	false		
271752	false		
271855	false		
272030	false		
272058	false		
272151	false		
272218	false		
272245	false		
272254	false		
272272	false		
272302	false		
272870	false		
273149	false		
273251	false		
273336	false		
273523	false		
273550	false		
273653	false		
273662	false		
273840	false		
273859	false		
274025	false		
274052	false		
274164	false		
274548	false		
274641	false		
274753	false		
274829	false		
274856	false		
275116	false		
275255	false		
275358	false		
275509	false		
275657	true	Special note for "Loans to Executive Officers" section:  There were two loans made to two executive officers totaling $17,000.  Low rate loans are secured by certificates of deposit.  These terms are available to all customers.	
275750	false		
275769	false		
276159	false		
276355	false		
276551	false		
276579	false		
276645	false		
276654	false		
276711	false		
276775	false		
276850	false		
276953	false		
277053	false		
277240	false		
277277	false		
277558	false		
277567	false		
277736	false		
277820	false		
277950	false		
278078	false		
278153	false		
278256	false		
278555	false		
278733	false		
278751	false		
278818	false		
278957	false		
279105	false		
279338	false		
279673	false		
279842	false		
279954	false		
280044	false		
280110	false		
280138	false		
280352	false		
280558	false		
280950	false		
281144	false		
281210	false		
282048	false		
282226	false		
282329	false		
282824	false		
283054	false		
283157	false		
283438	false		
283652	false		
283737	false		
283858	false		
283867	false		
284154	false		
284239	false		
284248	false		
284332	false		
284408	false		
284556	false		
284819	false		
284958	false		
285151	false		
285348	false		
285544	false		
285553	false		
285740	false		
285759	false		
285777	false		
285852	false		
285928	false		
286251	false		
286457	false		
286840	false		
286952	false		
287007	false		
287155	false		
287342	false		
287351	false		
287539	false		
287650	false		
287856	false		
287922	false		
287959	false		
288152	false		
288358	false		
288376	false		
288853	false		
289056	false		
289225	false		
289449	false		
289515	false		
289542	false		
289702	false		
289739	false		
289757	false		
290052	false		
290230	false		
290249	false		
290838	false		
290847	false		
290922	false		
291059	false		
291152	false		
291273	false		
291330	false		
291611	false		
291732	false		
291910	false		
292234	false		
292467	false		
292524	false		
292850	false		
292908	false		
293026	false		
293053	false		
293352	false		
293437	false		
293651	false		
293736	false		
293754	false		
294023	false		
294153	false		
294256	false		
294564	false		
294751	false		
294779	false		
294827	false		
295011	false		
295057	false		
295356	false		
295552	false		
295637	false		
295646	false		
295758	false		
296438	false		
296456	false		
296559	false		
296755	false		
296858	false		
297042	false		
297051	false		
297257	false		
297453	false		
297547	false		
297631	false		
297761	false		
298049	false		
298218	false		
298245	false		
299046	false		
299251	false		
299644	false		
299653	false		
299868	false		
300009	false		
300036	false		
300063	false		
300157	false		
300250	false		
300353	false		
300456	false		
300531	false		
300933	false		
300942	false		
300960	false		
301640	false		
301800	false		
302030	false		
302133	false		
302450	false		
302553	false		
302656	false		
302665	false		
303550	false		
303653	false		
303701	false		
303747	false		
303952	false		
304034	false		
304155	false		
304173	false		
304520	false		
304762	false		
304913	false		
305059	false		
305152	false		
305237	false		
305433	false		
305442	false		
305648	false		
305750	false		
306056	false		
306140	false		
306159	false		
306337	false		
306739	false		
306908	false		
307062	false		
307334	false		
307361	false		
307679	false		
307745	false		
307932	false		
307950	false		
308247	false		
308256	false		
308340	false		
