"IDRSSD"	RCFD0010	RCFD1395	RCFD1651	RCFD1754	RCFD1773	RCFD2170	RCFD2221	RCFD3123	RCFD3128	RCFD3210	RCFD3368	RCFD3411	RCFD3429	RCFD3433	RCFD3545	RCFD3792	RCFD3809	RCFD3812	RCFD3821	RCFD3833	RCFD4336	RCFD5306	RCFD5310	RCFD5311	RCFD5320	RCFD5327	RCFD5334	RCFD5339	RCFD5340	RCFD5369	RCFD5610	RCFD7204	RCFD7205	RCFD7206	RCFD7273	RCFD7274	RCFD7275	RCFD8274	RCFD8275	RCFD8434	RCFD8764	RCFD8766	RCFD8767	RCFD8769	RCFD8770	RCFD8771	RCFD8772	RCFD8773	RCFD8774	RCFD8775	RCFD8776	RCFD8777	RCFD8778	RCFD8779	RCFDA000	RCFDA001	RCFDA002	RCFDA167	RCFDA221	RCFDA222	RCFDA223	RCFDA224	RCFDA250	RCFDB503	RCFDB504	RCFDB505	RCFDB520	RCFDB528	RCFDB541	RCFDB542	RCFDB543	RCFDB546	RCFDB547	RCFDB548	RCFDB581	RCFDB582	RCFDB583	RCFDB588	RCFDB589	RCFDB590	RCFDB591	RCFDB592	RCFDB593	RCFDB594	RCFDB595	RCFDB596	RCFDB600	RCFDB601	RCFDB602	RCFDB603	RCFDB604	RCFDB605	RCFDB606	RCFDB607	RCFDB608	RCFDB609	RCFDB610	RCFDB611	RCFDB612	RCFDB617	RCFDB618	RCFDB619	RCFDB620	RCFDB621	RCFDB622	RCFDB623	RCFDB624	RCFDB625	RCFDB626	RCFDB627	RCFDB628	RCFDB629	RCFDB630	RCFDB631	RCFDB639	RCFDB640	RCFDB641	RCFDB642	RCFDB643	RCFDB644	RCFDB650	RCFDB651	RCFDB652	RCFDB653	RCFDB654	RCFDB655	RCFDB656	RCFDB657	RCFDB658	RCFDB659	RCFDB660	RCFDB661	RCFDB662	RCFDB663	RCFDB664	RCFDB665	RCFDB666	RCFDB667	RCFDB668	RCFDB669	RCFDB670	RCFDB671	RCFDB672	RCFDB673	RCFDB675	RCFDB676	RCFDB677	RCFDB678	RCFDB679	RCFDB680	RCFDB681	RCFDB682	RCFDB683	RCFDB684	RCFDB685	RCFDB686	RCFDB687	RCFDB688	RCFDB689	RCFDB690	RCFDB691	RCFDB693	RCFDB694	RCFDB695	RCFDB696	RCFDB697	RCFDB698	RCFDB699	RCFDB700	RCFDB701	RCFDB702	RCFDB703	RCFDB704	RCFDC063	RCFDC064	RCFDC225	RCFDC227	RCFDC228	RCFDC869	RCFDC980	RCFDC981	RCFDC982	RCFDC983	RCFDC984	RCFDC985	RCON0010	RCON1395	RCON1651	RCON1754	RCON1773	RCON2170	RCON2221	RCON3123	RCON3128	RCON3210	RCON3368	RCON3411	RCON3429	RCON3433	RCON3545	RCON3792	RCON3809	RCON3812	RCON3821	RCON3833	RCON4336	RCON5306	RCON5310	RCON5311	RCON5320	RCON5327	RCON5334	RCON5339	RCON5340	RCON5369	RCON5610	RCON7204	RCON7205	RCON7206	RCON7273	RCON7274	RCON7275	RCON8274	RCON8275	RCON8434	RCON8764	RCON8766	RCON8767	RCON8769	RCON8770	RCON8771	RCON8772	RCON8773	RCON8774	RCON8775	RCON8776	RCON8777	RCON8778	RCON8779	RCONA000	
1351																																																																																																																																																																																										2227	0	0	36051	3920	106359	0	1194	0	14816	105368	0	0	0	0	15794	0	0	521	2506	0	0	898	898	768	34495	17926	2593	54444	0	0	0.1414	0.2208	0.2083	0	0	0	14896	898	-80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1454																																																																																																																																																																																										28542	0	0	0	144530	401521	0	1629	0	31246	391934	0	0	0	0	34636	0	0	0	0	0	0	1629	1629	19981	171599	59274	11422	154057	1370	0	0.084229	0.15866	0.151198	0	0	0	33007	1629	-1823	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1557																																																																																																																																																																																										1235	0	0	1761	11829	34266	0	376	0	4547	35159	0	0	0	0	4833	0	0	51	1484	0	0	261	261	272	16445	2206	899	15757	0	0	0.13	0.2323	0.2198	0	0	0	4572	261	-25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1632																																																																																																																																																																																										10888	0	0	0	33744	563803	0	7146	0	47858	543666	0	0	0	0	54677	0	0	6247	45787	0	0	6678	6678	2920	46528	66215	21994	455516	0	0	0.088288	0.102428	0.089918	0	0	0	47999	6678	-141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1669																																																																																																																																																																																										12483	0	0	68077	47370	221706	0	1576	0	40030	220194	116	0	0	0	40452	0	0	0	0	0	0	1203	1203	5998	126397	39121	10258	51414	0	0	0.179563	0.421797	0.409253	0	0	0	39249	1203	-832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1829																																																																																																																																																																																										9051	0	0	0	94997	365540	734	4105	0	38965	319264	0	0	0	0	32632	0	0	0	12477	0	0	2831	3565	9488	86405	122444	8894	141759	0	0	0.0937	0.1449	0.1291	0	0	0	29067	3565	748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1856																																																																																																																																																																																										555	0	0	107461	80203	210831	0	139	0	12448	214481	0	0	0	0	15525	0	0	0	15	0	0	139	139	0	189083	4145	6668	20680	0	0	0.0718	0.2563	0.254	0	0	0	15386	139	-3036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2040																																																																																																																																																																																										3657	0	0	0	27042	168832	0	2104	0	16812	165863	0	0	0	0	18193	0	0	0	0	0	0	1616	1616	990	31213	32392	5359	106106	666	0	0.0999	0.1413	0.1287	0	0	0	16577	1616	235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2161																																																																																																																																																																																										6408	0	0	77	27642	102375	0	551	0	10784	98588	0	0	0	0	11549	0	0	0	0	0	0	551	551	1239	41177	29125	4808	31709	0	0	0.1116	0.2119	0.2018	0	0	0	10998	551	-214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2376																																																																																																																																																																																										6461	0	0	267463	26454	1045936	8	7822	0	124171	1025304	0	0	0	0	131332	0	0	105	0	0	0	7262	7270	20562	321654	389295	51488	321949	0	0	0.121	0.2263	0.2137	0	0	0	124062	7270	-59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2451																																																																																																																																																																																										720	0	0	0	0	32954	0	198	0	3188	32536	0	0	0	0	2636	0	0	110	0	0	0	198	198	326	3990	8313	1029	19773	0	0	0.0767	0.1056	0.0977	0	0	0	2438	198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2554																																																																																																																																																																																										435	0	0	3	2564	6792	0	62	0	649	6691	0	0	0	0	785	0	0	0	0	0	0	51	51	2	3380	316	220	3241	0	0	0.1097	0.1932	0.1806	0	0	0	734	51	-85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2732																																																																																																																																																																																										14646	0	0	0	67272	498019	0	3687	0	64923	512333	0	0	0	0	67651	0	0	0	0	0	0	3687	3687	8393	80214	108145	10496	304138	0	0	0.125151	0.178006	0.168305	0	0	0	63964	3687	-278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2750																																																																																																																																																																																										1637	0	0	0	13780	53411	0	401	0	4812	52378	0	0	0	0	5506	0	0	0	0	0	0	401	401	2760	13853	4202	2556	33290	115	0	0.0975	0.1443	0.1338	0	0	0	5105	401	-293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2938																																																																																																																																																																																										14561	0	0	0	44788	378454	0	5888	0	29591	372492	0	0	0	0	33829	0	0	1794	17256	0	0	3968	3968	2019	59778	72764	13008	250219	0	0	0.080165	0.107233	0.094655	0	0	0	29861	3968	-270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3252																																																																																																																																																																																										6640	0	0	7114	34565	100799	0	863	0	12939	99820	0	0	0	0	13964	0	0	414	388	0	0	768	768	6504	41349	3021	3918	51178	0	0	0.1322	0.2276	0.2151	0	0	0	13196	768	-257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3458																																																																																																																																																																																										3675	0	0	2167	7021	23940	0	373	0	2683	23671	0	0	0	0	2950	0	0	0	0	0	0	216	216	1317	6257	1566	547	15249	0	0	0.1155	0.172253	0.15964	0	0	0	2734	216	-51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3506																																																																																																																																																																																										38047	0	0	30687	274958	1623928	0	10305	0	209106	1649291	0	0	0	0	148948	0	0	3879	113324	0	0	10325	10325	38755	315490	206722	67037	1003751	0	0	0.087892	0.12382	0.115237	0	0	0	138623	10325	-1570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3720																																																																																																																																																																																										4139	0	0	13608	42171	164206	0	1305	0	20590	160729	0	0	0	0	21485	0	0	0	3249	0	0	1192	1192	4139	64503	32339	4115	64544	461	876	0.126948	0.225491	0.212981	0	0	0	20293	1192	-579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3953																																																																																																																																																																																										2869	0	0	0	0	97625	0	905	0	6138	100002	0	0	0	0	7020	0	0	1558	0	0	0	882	882	623	28056	11345	7772	58507	9827	0	0.0614	0.0995	0.087	0	0	0	6138	882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4138																																																																																																																																																																																										5588	0	0	0	33967	182014	0	1277	0	16897	180581	0	0	0	0	18737	0	0	437	0	0	0	1277	1277	1792	39615	54964	9041	87858	0	0	0.096688	0.152008	0.141648	0	0	0	17460	1277	-563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
