"IDRSSD"	RCFD0010	RCFD1395	RCFD1651	RCFD1754	RCFD1773	RCFD2170	RCFD2221	RCFD3123	RCFD3128	RCFD3210	RCFD3368	RCFD3411	RCFD3429	RCFD3433	RCFD3545	RCFD3792	RCFD3809	RCFD3812	RCFD3821	RCFD3833	RCFD4336	RCFD5306	RCFD5310	RCFD5311	RCFD5320	RCFD5327	RCFD5334	RCFD5339	RCFD5340	RCFD5369	RCFD5610	RCFD7204	RCFD7205	RCFD7206	RCFD7273	RCFD7274	RCFD7275	RCFD8274	RCFD8275	RCFD8434	RCFD8764	RCFD8766	RCFD8767	RCFD8769	RCFD8770	RCFD8771	RCFD8772	RCFD8773	RCFD8774	RCFD8775	RCFD8776	RCFD8777	RCFD8778	RCFD8779	RCFDA000	RCFDA001	RCFDA002	RCFDA167	RCFDA221	RCFDA222	RCFDA223	RCFDA224	RCFDA250	RCFDB503	RCFDB504	RCFDB505	RCFDB520	RCFDB528	RCFDB541	RCFDB542	RCFDB543	RCFDB546	RCFDB547	RCFDB548	RCFDB581	RCFDB582	RCFDB583	RCFDB588	RCFDB589	RCFDB590	RCFDB591	RCFDB592	RCFDB593	RCFDB594	RCFDB595	RCFDB596	RCFDB600	RCFDB601	RCFDB602	RCFDB603	RCFDB604	RCFDB605	RCFDB606	RCFDB607	RCFDB608	RCFDB609	RCFDB610	RCFDB611	RCFDB612	RCFDB617	RCFDB618	RCFDB619	RCFDB620	RCFDB621	RCFDB622	RCFDB623	RCFDB624	RCFDB625	RCFDB626	RCFDB627	RCFDB628	RCFDB629	RCFDB630	RCFDB631	RCFDB639	RCFDB640	RCFDB641	RCFDB642	RCFDB643	RCFDB644	RCFDB650	RCFDB651	RCFDB652	RCFDB653	RCFDB654	RCFDB655	RCFDB656	RCFDB657	RCFDB658	RCFDB659	RCFDB660	RCFDB661	RCFDB662	RCFDB663	RCFDB664	RCFDB665	RCFDB666	RCFDB667	RCFDB668	RCFDB669	RCFDB670	RCFDB671	RCFDB672	RCFDB673	RCFDB675	RCFDB676	RCFDB677	RCFDB678	RCFDB679	RCFDB680	RCFDB681	RCFDB682	RCFDB683	RCFDB684	RCFDB685	RCFDB686	RCFDB687	RCFDB688	RCFDB689	RCFDB690	RCFDB691	RCFDB693	RCFDB694	RCFDB695	RCFDB696	RCFDB697	RCFDB698	RCFDB699	RCFDB700	RCFDB701	RCFDB702	RCFDB703	RCFDB704	RCFDC063	RCFDC064	RCFDC225	RCFDC227	RCFDC228	RCFDC869	RCFDC980	RCFDC981	RCFDC982	RCFDC983	RCFDC984	RCFDC985	RCON0010	RCON1395	RCON1651	RCON1754	RCON1773	RCON2170	RCON2221	RCON3123	RCON3128	RCON3210	RCON3368	RCON3411	RCON3429	RCON3433	RCON3545	RCON3792	RCON3809	RCON3812	RCON3821	RCON3833	RCON4336	RCON5306	RCON5310	RCON5311	RCON5320	RCON5327	RCON5334	RCON5339	RCON5340	RCON5369	RCON5610	RCON7204	RCON7205	RCON7206	RCON7273	RCON7274	RCON7275	RCON8274	RCON8275	RCON8434	RCON8764	RCON8766	RCON8767	RCON8769	RCON8770	RCON8771	RCON8772	RCON8773	RCON8774	RCON8775	RCON8776	RCON8777	RCON8778	RCON8779	RCONA000	
1351																																																																																																																																																																																										2168	0	0	35245	3880	105791	0	1126	0	14195	104411	0	0	0	0	15197	0	0	692	2162	0	0	882	882	918	35357	17351	2173	53411	0	0	0.1371	0.216	0.2035	0	0	0	14315	882	-120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1454																																																																																																																																																																																										24133	0	0	0	149102	391547	0	1337	0	29829	389095	0	0	0	0	33967	0	0	0	0	0	0	1337	1337	19611	176322	52364	6875	147388	605	0	0.083877	0.158171	0.151945	0	0	0	32630	1337	-2873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1557																																																																																																																																																																																										1257	0	0	868	10223	34531	0	378	0	4496	34155	0	0	0	0	4848	0	0	51	631	0	0	272	272	234	15269	2295	944	17233	0	0	0.134	0.2237	0.2112	0	0	0	4576	272	-80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1632																																																																																																																																																																																										9121	0	0	0	31675	498023	0	6267	0	41910	487659	0	0	0	0	48153	0	0	2372	51734	0	0	5930	5930	1880	44919	60750	16036	397249	0	0	0.086583	0.101576	0.089067	0	0	0	42223	5930	-313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1669																																																																																																																																																																																										10276	0	0	67844	51324	222731	0	1444	0	38690	220614	672	0	0	0	39096	0	0	0	0	0	0	1181	1181	6207	128933	40391	10155	48346	0	0	0.173197	0.415032	0.402495	0	0	0	37915	1181	-926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1829																																																																																																																																																																																										15986	0	0	0	108733	310441	751	3179	0	39616	310756	0	0	0	0	42284	0	0	0	12683	0	0	2328	3079	6617	109748	78946	5265	118438	0	0	0.1262	0.2281	0.2115	0	0	0	39205	3079	411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1856																																																																																																																																																																																										512	0	0	111364	88124	222441	0	133	0	12642	230788	0	0	0	0	16686	0	0	0	22	0	0	133	133	0	202079	6475	5801	17932	0	0	0.0718	0.2709	0.2687	0	0	0	16553	133	-4009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2040																																																																																																																																																																																										3436	0	0	0	26429	158349	0	1761	0	15926	155497	0	0	0	0	17324	0	0	0	0	0	0	1466	1466	742	31226	35473	5131	92566	351	0	0.102	0.1481	0.1355	0	0	0	15858	1466	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2161																																																																																																																																																																																										6765	0	0	79	27215	97711	0	535	0	10021	97190	0	0	0	0	11020	0	0	0	0	0	0	534	534	1424	36879	29559	4149	30849	0	0	0.1079	0.2079	0.1978	0	0	0	10486	534	-465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2376																																																																																																																																																																																										6452	0	0	313761	29752	1014119	0	6565	0	121427	1015767	0	0	0	0	127699	0	0	0	0	0	0	6565	6565	46222	310022	377287	47034	286837	0	0	0.1193	0.2376	0.2254	0	0	0	121134	6565	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2451																																																																																																																																																																																										1851	0	0	0	0	30233	0	192	0	2966	28437	0	0	0	0	2408	0	0	95	0	0	0	192	192	322	4025	5934	714	19394	0	0	0.08	0.0975	0.0898	0	0	0	2216	192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2554																																																																																																																																																																																										338	0	0	3	2539	6992	0	51	0	595	7131	0	0	0	0	536	0	0	0	0	0	0	51	51	2	3718	266	210	3167	0	0	0.068	0.1325	0.1199	0	0	0	485	51	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2732																																																																																																																																																																																										13799	0	0	0	56786	528716	0	3528	0	61470	516299	0	0	0	0	64340	0	0	0	0	0	0	3528	3528	48688	74181	101094	11314	307946	40109	0	0.118079	0.169384	0.160096	0	0	0	60812	3528	-629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2750																																																																																																																																																																																										1798	0	0	0	13917	51155	0	520	0	4681	52358	0	0	0	0	5458	0	0	0	0	0	0	435	435	3387	14600	4158	2054	29872	0	0	0.0959	0.1569	0.1444	0	0	0	5023	435	-342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2938																																																																																																																																																																																										12865	0	0	0	42208	370040	0	5729	0	28512	371291	0	0	0	0	32993	0	0	1855	12180	0	0	3942	3942	1786	55787	62825	12455	256248	0	0	0.078243	0.105211	0.092641	0	0	0	29051	3942	-539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3252																																																																																																																																																																																										9274	0	0	8488	38264	105089	0	903	0	12008	105557	0	0	0	0	13194	0	0	377	368	0	0	748	748	7952	47496	2780	2767	48427	0	0	0.1179	0.2211	0.2085	0	0	0	12446	748	-438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3458																																																																																																																																																																																										4394	0	0	2420	7461	25419	0	384	0	2454	24703	0	0	0	0	2759	0	0	0	0	0	0	218	218	1826	7318	1593	524	15198	0	0	0.102862	0.159544	0.146938	0	0	0	2541	218	-87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3506																																																																																																																																																																																										36844	0	0	44484	300667	1647212	0	10559	0	202396	1639978	0	0	0	0	143644	0	0	2986	106078	0	0	10579	10579	21181	373013	218424	67428	977661	0	0	0.084882	0.120527	0.111651	0	0	0	133065	10579	-2961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3720																																																																																																																																																																																										5357	0	0	12016	37138	159474	0	1264	0	19486	157111	0	0	0	0	18892	0	0	0	4727	0	0	1114	1114	5220	65582	33006	4080	57109	295	965	0.113855	0.212294	0.199775	0	0	0	17778	1114	743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3953																																																																																																																																																																																										2833	0	0	0	0	97102	0	1375	0	6825	96219	0	0	0	0	7744	0	0	1048	0	0	0	919	919	557	24071	11408	7131	62441	11400	0	0.0709	0.106	0.0935	0	0	0	6825	919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4138																																																																																																																																																																																										6100	0	0	0	40575	177307	0	1279	0	16790	175842	0	0	0	0	18778	0	0	517	0	0	0	1279	1279	1529	47228	56303	7909	74707	0	0	0.099515	0.167129	0.155746	0	0	0	17499	1279	-709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
