"IDRSSD"	RIAD0497	RIAD4042	RIAD4136	RIAD4141	RIAD4146	RIAD4461	RIAD4462	RIAD4463	RIAD4464	RIAD4467	RIAD4468	RIAD4469	RIAD4486	RIAD4487	RIAD4488	RIAD4489	RIAD4491	RIAD4498	RIAD4499	RIAD4521	RIAD4522	RIAD4769	RIAD8403	RIADB526	RIADB527	RIADC013	RIADC014	RIADC015	RIADC016	RIADC017	RIADC018	TEXT4461	TEXT4462	TEXT4463	TEXT4464	TEXT4467	TEXT4468	TEXT4469	TEXT4487	TEXT4489	TEXT4498	TEXT4499	TEXT4521	TEXT4522	TEXT4769	TEXTB526	TEXTB527	
1351	3	0	9	6	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	10	0	0	0	0	5	11	0	7																	
1454	107	0	0	0	0	106	71	0	86	0	0	0	0	0	0	0	0	0	0	0	0	true	91	0	0	0	0	0	0	80	113	VISA DEBIT CARD INCOME	LETTER OF CREDIT FEE INCOME		VISA DEBIT CARD EXPENSE													
1557	0	0	6	0	0	0	0	0	10	10	6	0	0	0	0	0	0	0	0	0	0	true	7	0	0	0	0	0	0	0	0				CONSULTING FEES	MAINTENANCE CONTRACT	INSURANCE AND SURETY											
1632	91	0	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0	850	126	0	0	true	0	0	0	0	0	0	0	394	0	Visa check card/Interchange fees									Capital Infusion	Stock Options						
1669	18	0	8	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	22	0	0	2	58	17	15	116	28																	
1829	0	0	0	0	0	0	0	0	70	104	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	143	0				ATM/Debit Card Network Expenses	PA Shares Tax												
1856	5	0	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	4	0	0	0	0	2	2	0	7																	
2040	20	0	18	13	4	11	13	0	18	18	14	0	0	0	0	0	0	0	0	0	0	false	13	0	0	3	11	5	8	16	16	Debit card fees	Miscellanous fees		Advisory/Auditing	ATM & Debit card fees	Brokered CD expense											
2161	0	0	0	0	0	17	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	false	16	0	0	0	22	0	0	61	20	VISA/MC Fee			Deferred Compensation Plan													
2376	113	134	105	-4	23	276	27	0	48	67	41	0	0	0	0	0	0	0	0	0	0	false	31	0	0	0	229	6	49	257	54	Income from real estate joint ventures	Debit card interchange		Insurance premiums	Audit, accounting and exam	Correspondent bank services											
2451	2	0	0	0	1	1	1	0	4	3	4	0	0	0	0	0	0	0	0	0	0	false	2	0	0	0	0	1	0	27	2	Teller Services	Debit Card Income		Correspondent Banking	Education & Meetings	SBA Guarantee Loan Fees											
2554	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0	0	0	0	1	0	3	1																	
2732	8	0	75	13	28	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	true	50	0	0	0	0	19	0	206	36				OCC assessment													
2750	14	0	8	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	15	0	0	20	0																	
2938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	true	0	0	0	0	0	0	0	352	0										stock option market appreciation							
3252	0	0	0	0	0	21	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	INCOME- COMMISSIONS, EXCHANGES, FEES			COMPUTER EXP- IN HOUSE													
3458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	0	0	0	0	0	0	0	5	0																	
3506	0	0	0	296	0	270	0	0	249	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	268	0	0	261	0	Other commissions and fees			Professional fees													
3720	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	0	0	0	0	0	0	0	63	0																	
3953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0																	
4138	41	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	0	0	0	0	0	0	0	45	54																	
4147	26	0	0	0	0	19	21	0	32	16	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	31	0	0	0	16	INVESTMENT CENTER INCOME	CARDHOLDER CREDIT CARD INCOME		PROFESSIONAL SERVICES EXPENSE	CARDHOLDER CREDIT CARD EXPENSE												
4156	30	0	16	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	false	0	0	0	4	25	23	4	79	11												Entry Error					
4231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	39	17																	
4437	0	0	0	45	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	36	0	0	0	0	0	0	100	36	Origination fees - secondary market loans																
4839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	128	0																	
5005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	0	0	0	0	64	0	0	101	0																	
5050	0	0	18	0	0	19	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	0	0	0	0	0	0	0	0	0	merchant card	debit card												On March 31, 2006 this bank was acquired and a wire payment of $21,350,000 significantly changed the balance sheet with overnight investment and increased deposits			
5069	0	0	205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	0	0	0	0	0	0	0	0	0																	
5135	12	2	15	4	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	20	0	0	2	23	14	35	216	23																	
5210	0	0	0	0	0	172	0	0	179	299	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	187	0	0	0	0	visa debit card fee income			PA SHARES TAX	PROFESSIONAL SERVICES												
5274	20	0	34	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	72	0				Audit and Accounting Fees													
5331	0	0	0	0	0	0	0	0	61	45	0	0	0	0	0	0	0	0	0	0	0	true	0	0	0	0	0	0	0	149	0				EXAM AND AUDIT FEES	YEAR TO DATE LOSS SBIC INVESTMENT												
5461	115	0	0	0	0	0	0	0	89	71	303	0	0	0	0	0	0	0	0	0	0	true	0	0	0	0	0	0	56	81	68				Insurance	Professional Fees	Transportation											
5751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	22	0	0	27	0																	
6039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	0	0	0	0	0	0	0	53	19																	
6057	3	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0	0	2	0	0	1	11	3																	
6141	5	0	11	1	2	4	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	false	10	0	0	2	0	6	0	53	9	FEES AND COMMISSIONS			OTHER FEES AND COMMISSIONS													
6329	82	0	10	124	13	122	38	0	77	32	0	0	0	0	0	0	0	0	0	0	0	true	54	0	0	0	32	9	39	0	118	EXCHANGE	YIELD SPREAD PREMIUM		TELEPHONE	SERVICE FEE ANALYSIS ETC.												
6972	0	0	0	0	0	1353	0	0	320	0	0	0	0	0	0	0	0	0	0	-133	0	false	0	0	0	0	0	0	0	0	0	Broker Fee Income			Deposit Servicing								Reclass amount reserved for loan commitments to other liabilities					
7009	0	0	0	0	0	0	0	0	9835	475	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0				Investment Advisory and Other Svc Fees	Custody Fees												
7045	10	0	20	10	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-3	0	true	18	0	0	3	0	6	7	0	23												Adjustment from rounding effect					
7157	0	0	0	0	0	45	0	0	24	7	6	0	0	0	0	0	0	0	0	0	0	true	6	0	0	0	0	0	5	20	0	REFUND OF DATA PROCESSING CONTRACT			COMPUTER SOFTWARE	ATM SWITCHING FEES	LOSS ON SALE OF PROOF MACHINE											
7166	0	0	0	0	0	0	0	0	420	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	143	0	0	196	0				HOLDING CO MANAGEMENT FEES													
7456	10	0	12	0	11	20	7	0	17	6	10	0	0	0	0	0	0	0	0	0	0	true	0	0	0	0	0	0	0	21	0	OVERDRAFT CHARGES	REAL ESTATE LOAN FEE INCOME		AUDITS   EXAMS	DUES, MEMBERSHIPS, EDUCATION	P.R.											
7634	0	0	0	0	0	0	0	0	10	7	0	0	0	0	0	0	0	0	0	0	0	true	8	0	0	0	0	0	0	13	11				AUDIT, TAX, ACCOUNTING FEES	ATM OPERATING EXPENSES												
8033	0	0	23	15	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	true	0	0	0	0	0	0	0	32	0					TAXES ADVALOREM												
8417	0	0	0	1779	0	18393	0	0	47739	4472	1853	0	0	0	0	0	0	-2374	0	0	0	false	0	0	0	0	0	0	0	4761	0	Intercompany Services Rendered			Intercompany allocated expenses	Consultant Fees	Travel and Entertainment				Purchase Accounting Adjustment							
8462	0	0	12	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	13	15				OCC Assessment													
8631	10	0	25	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	true	0	0	0	0	16	0	7	18	0				Audits and Examinations													
9357	0	0	0	0	0	87	326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	Special Services Fees	Customer Owned ATMs												NO			
9553	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	14																	
9807	0	0	0	0	0	1422	819	500	0	0	0	0	0	0	0	0	0	0	0	-2500	0	false	0	0	0	0	0	0	0	0	0	Increase in value of swap marked to market	Negotiated settlement from condemnation proceeding	Federal tax benefits not previously utilized									Reclassify allowance related to unfunded commitments					
9955	0	0	0	0	0	179	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	71	0	KWMI - Gross Income			KWMI - Expenses													
10157	0	0	0	0	0	8	0	0	17	8	0	0	0	0	0	0	0	0	0	0	0	true	0	0	0	0	0	0	0	31	0	Miscellaneous Income			Professional Fees	Supplies												
10250	68	0	20	21	10	8	36	0	20	36	20	0	0	0	0	0	0	400	0	0	0	false	43	0	0	11	2	9	7	19	75	Merchant Credit Cards	Mortgage Origination Fees		Education	Insurance, Bond, D&O, Property, VSI	Repo Expense				Transfer from Holding Company to Bank							
10849	0	0	0	0	0	78	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	DATA PROCESSING INCOME			DEPRECIATION - COMPUTER HARDWARD/SOFTWARE													
10858	0	0	0	0	0	81	0	0	96	156	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	99	0	0	R/E Secondary Market Fees			I/C FNNI Adm Overhead-FNNI	I/C IS Ser Exp ETS - FNNI												
11145	14	0	15	1	4	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	false	20	0	0	19	0	13	21	71	18				Audit & Exams													
11640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0																	
11837	0	0	0	0	0	29	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	true	0	0	0	0	0	0	0	0	0	FARM FUNDING FEES			CONSULTANT FEES													
12030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	142	65																	
12058	0	0	0	0	0	0	0	0	19	71	26	0	0	0	0	0	0	0	0	0	0	true	20	0	0	0	0	0	0	0	37				Telephone	Fees	Donations											
12142	16	0	25	3	4	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	true	32	0	0	4	0	39	15	0	18				Consulting Expense													
12245	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	44	0				SUPPLIES													
12311	7176	0	0	0	0	19390	8461	0	14607	18371	0	0	0	0	0	0	0	-51975	3222	22186	0	false	0	12111	0	0	10242	0	0	0	0	Operating lease income	Check card interchange income		Operating lease expense	Data processing and outside services					Dividend in Kind to HBI from Huntington Investment Company	Stock option expenses	Increase to ALLL from Unizan merger		$4.6 million pre-tax positivie impact, consisting of a $9.2 million positive mark to market adjustment for MSRs related to the implementation of SFAS 156, and a partially offseting hedge-related loss of $4.6 million. $2.4 million pre-tax negative impact, reflecting an adjustment to defer annual fees related to home equity loans.	Adjustment to Retained Earnings from adoption of FAS156		
12647	0	0	0	16	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	42	0		Commissions and Fees															
12656	2	0	6	2	0	1	0	0	5	4	3	0	0	0	0	0	0	0	0	0	0	false	2	0	0	0	0	3	2	2	4	CHECK CASHING FEES			CORRESPONDENT SERVICE CHARGES	TRAVEL EXPENSE	TELEPHONE EXPENSES											
12937	0	0	0	39	0	0	0	0	29	23	0	0	0	0	0	0	0	0	0	0	0	true	18	0	0	0	0	0	11	23	0				INSURANCE	ATM												
12946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	0	0	0	0	77	0	0	0	0																	
12955	0	0	0	0	0	0	0	0	20	27	0	0	0	0	0	0	0	0	0	0	0	false	23	0	0	0	0	0	0	24	0				DUES & SUBSCRIPTIONS	SUPPLIES												
13037	0	0	27	0	41	0	0	0	179	24	21	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0				Collection & Repo	Consulting Fees	Other Losses											
13103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	0	0	0	0	0	0	0	342	0																	
13251	2	0	0	7	2	2	0	0	2	2	1	0	0	0	0	0	0	0	0	0	0	false	0	0	0	2	0	0	2	9	2	WIRE FEES			AUTO EXPENSE	MEETINGS, EDUCATION, DUES AND PUBLICATIONS	TELEPHONE											
13457	0	0	4	0	0	0	0	0	9	6	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	12	0	0	0	6				OCC Assessment	Debit Card Charges												
14052	12	0	14	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	23	7	Secondary Market Real Estate Pricing													The Bank formed an Investment Subsidiary under the Sate of Nevada 1-1-2001.			
14155	20	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	20	0	0	4	18	3	7	79	23																	
14258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	0	0	0	0	0	0	0	0	0																	
14409	0	0	0	0	0	6844	0	0	17608	0	0	0	0	0	0	0	0	0	0	-397	0	false	0	0	0	0	0	0	0	0	0	Master Money Fee Income			Credit Card Servicing Expense								Sale of HELOC					
14454	0	0	0	0	0	0	0	0	14	41	9	0	0	0	0	0	0	0	0	0	0	true	0	0	0	0	0	0	0	0	6				Data Processing	Management Fees	Service Charges Leases											
14650	0	0	6	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	6	0	0	11	10	0	0	15	12	EXCHANGE AND COLLECTION																
14753	7	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	6	0	0	0	0	0	0	23	6																	
14865	0	0	0	0	0	57	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	true	0	0	0	0	0	0	34	0	36	BEO BROKER FEE INCOME			OTHER OPERATING EXPENSE										Schedule RI-E item 2.h.:  $34K of  'other operating expense was a loss on a fraudulent check.			
15536	509	0	9	286	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27087	0	true	68	0	0	77	0	87	110	1176	330												Merger of five banks under the same holding company					
16337	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	0	0	0	0	83	0	0	219	0																	
16458	0	0	62	0	0	0	0	0	54	0	45	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	60	0	94	0				Professional Fees		Debit Card Processing Expense											
16551	28	0	0	0	0	79	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	42	0	Secondary market loan fees			Telephone													
16748	0	0	12	0	0	9	9	0	19	0	0	0	0	0	0	0	0	0	0	0	0	false	9	0	0	0	0	0	0	34	0	Income on BOLI	VISA Income/Expense		Accounting Fees													
16944	3	0	15	0	1	1	1	0	7	6	2	0	0	0	0	0	0	0	0	0	0	false	6	0	0	1	0	3	2	30	9	Money order sales fees	Check cashing fees		Courier	Examiner	Insurance											
16953	9	0	5	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	false	4	0	0	0	0	0	0	20	9				Income Tax Fee													
17110	139	0	28	20	4	79	0	0	249	289	141	0	0	0	0	0	0	0	0	0	0	true	46	0	0	0	0	0	0	227	54	12b-1 fees			Referral fees	Contributions	Custodian Costs								2k - Travel and entertainment               76 2l - Other professional fees               108			
17147	103	0	30	96	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	751	0	false	12	0	0	0	116	33	220	1326	29												Merger of First United into First Merchants					
17259	3	1	9	23	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	3	0	0	2	14	3	6	0	6																	
17464	161	0	57	33	36	457	460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	162	0	0	0	168	32	56	0	124	Total Mortgage Loan & Proc Fees	Interchange Income-Card Base & Merchant															
17839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	true	0	0	0	0	0	0	0	0	0										stock option market appreciation							
17950	16	0	6	4	9	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	21	0	0	0	15	17	9	98	36	OTHER COMMISSIONS AND FEES																
18050	0	0	0	0	0	101	0	0	71	78	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	Debit Card Program Income			Business Development and Goodwill	Debit Card Program Expense												
18135	0	0	0	0	0	0	0	0	137	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	31	0	0	102	0				Conventional Credit Insurance													
18368	119	0	0	0	0	0	0	0	114	0	0	0	0	0	0	0	0	0	0	0	0	true	0	0	0	0	0	0	0	231	0				Professional and Audit/Accounting Fees													
18377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0																	
18827	0	0	0	0	0	29	0	0	32	0	0	0	0	0	0	0	0	0	0	-6	0	true	0	0	0	0	0	0	0	0	0	Visa Check Card Discount Fee			PA Shares Tax								Current yr adj for allowance for loan and lease losses on off balance sheet items					
18836	0	0	44	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	34	0	26	76	0																	
18854	3	0	8	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	3	0	0	0	0	1	0	7	6																	
18957	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	-22	0	0	0	0	0	0	10															12-31-2005 ADJUSTING ENTRIES FOR CURRENT AND DEFERRED TAXES		
19356	13	6	7	1	6	3	0	0	4	5	6	0	0	0	0	0	0	0	0	0	0	false	9	0	0	2	0	2	3	59	15	WIRE TRANSFER FEES			BLANKET BOND INSURANCE	TRAVEL	AUDIT FEES											
19730	352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	0	0	0	0	344	0	416	607	0																	
19936	34	4	37	2	5	0	0	0	34	39	0	0	0	0	0	0	0	0	0	0	0	true	25	0	0	18	7	8	42	69	15				Telephone	Federal Reserve Charges												
19972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	0	0	0	0	0	0	0	0	0																	
20053	0	0	0	0	0	0	0	0	12	8	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0				Audit and accounting fees	Service charges- correspondent banks												
20147	18	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	12	0	0	6	0	0	14	16	17																	
20259	0	0	0	32	0	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	-370	false	0	0	0	0	0	1	4	36	0	Interchange Settlement	Miscellaneous Fees & Charges											Eliminate ALLL				
20370	67	0	31	12	6	0	0	0	50	57	0	0	0	0	0	0	0	0	0	0	0	true	17	0	0	4	32	3	67	61	38				Audit, tax and accounting	Local tax												
20512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0																	
20633	0	0	0	80	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	136	33				Accounting Fees													
20754	2	0	0	5	0	0	0	0	3	3	6	0	0	0	0	0	0	0	0	0	0	false	6	0	0	0	0	0	0	13	4				KANSAS AGENCIES & INVESTMENTS - SERVICE FEE	TELEPHONE	ATM EXPENSE											
20839	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	1000	0	0	0	false	0	0	0	0	0	0	0	89	0				Consulting						Capital Infusion							
20857	4	0	5	1	2	0	0	0	21	14	13	0	0	0	0	0	0	500	0	0	0	false	5	0	0	0	4	6	1	0	8				Donations	Public Relations Exp	Exam Exp				Holding Company transfer to Surplus							
20866	30	0	0	58	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	33	0	0	0	0				Sofeware Maintenance Exp													
21256	0	0	3	4	1	0	0	0	2	2	3	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	5	2	0	13	3				Entertainment Expense	Telephone	Visa Check Card Expense											
21359	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	4	0																	
21630	6	5	19	1	8	12	0	0	19	18	15	0	0	0	0	0	0	0	0	0	0	false	9	0	0	0	0	1	8	23	14	Check Processing Income			Directors Fees	Advalorem Tax	Data Processing fees											
21658	21	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	0	0	0	0	21	0	18	27	0																	
22048	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	0	0	0	0	36	0	0	0	0	Miscellaneous Customer Service Fees																
22235	0	0	0	0	0	57	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	196	0	Mortgage OriginationFees			Consulting													
22356	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0																	
22459	18	0	18	10	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	11	0	0	2	0	14	10	39	15																	
22543	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	15	0	0	0	0	0	0	0	0	Data Processing Income																
