"IDRSSD"	RCFD0010	RCFD1395	RCFD1651	RCFD1754	RCFD1773	RCFD2170	RCFD2221	RCFD3123	RCFD3128	RCFD3210	RCFD3368	RCFD3411	RCFD3429	RCFD3433	RCFD3545	RCFD3792	RCFD3809	RCFD3812	RCFD3821	RCFD3833	RCFD4336	RCFD5306	RCFD5310	RCFD5311	RCFD5320	RCFD5327	RCFD5334	RCFD5339	RCFD5340	RCFD5369	RCFD5610	RCFD7204	RCFD7205	RCFD7206	RCFD7273	RCFD7274	RCFD7275	RCFD8274	RCFD8275	RCFD8434	RCFD8764	RCFD8766	RCFD8767	RCFD8769	RCFD8770	RCFD8771	RCFD8772	RCFD8773	RCFD8774	RCFD8775	RCFD8776	RCFD8777	RCFD8778	RCFD8779	RCFDA000	RCFDA001	RCFDA002	RCFDA167	RCFDA221	RCFDA222	RCFDA223	RCFDA224	RCFDA250	RCFDB503	RCFDB504	RCFDB505	RCFDB520	RCFDB528	RCFDB541	RCFDB542	RCFDB543	RCFDB546	RCFDB547	RCFDB548	RCFDB581	RCFDB582	RCFDB583	RCFDB588	RCFDB589	RCFDB590	RCFDB591	RCFDB592	RCFDB593	RCFDB594	RCFDB595	RCFDB596	RCFDB600	RCFDB601	RCFDB602	RCFDB603	RCFDB604	RCFDB605	RCFDB606	RCFDB607	RCFDB608	RCFDB609	RCFDB610	RCFDB611	RCFDB612	RCFDB617	RCFDB618	RCFDB619	RCFDB620	RCFDB621	RCFDB622	RCFDB623	RCFDB624	RCFDB625	RCFDB626	RCFDB627	RCFDB628	RCFDB629	RCFDB630	RCFDB631	RCFDB639	RCFDB640	RCFDB641	RCFDB642	RCFDB643	RCFDB644	RCFDB650	RCFDB651	RCFDB652	RCFDB653	RCFDB654	RCFDB655	RCFDB656	RCFDB657	RCFDB658	RCFDB659	RCFDB660	RCFDB661	RCFDB662	RCFDB663	RCFDB664	RCFDB665	RCFDB666	RCFDB667	RCFDB668	RCFDB669	RCFDB670	RCFDB671	RCFDB672	RCFDB673	RCFDB675	RCFDB676	RCFDB677	RCFDB678	RCFDB679	RCFDB680	RCFDB681	RCFDB682	RCFDB683	RCFDB684	RCFDB685	RCFDB686	RCFDB687	RCFDB688	RCFDB689	RCFDB690	RCFDB691	RCFDB693	RCFDB694	RCFDB695	RCFDB696	RCFDB697	RCFDB698	RCFDB699	RCFDB700	RCFDB701	RCFDB702	RCFDB703	RCFDB704	RCFDC063	RCFDC064	RCFDC225	RCFDC227	RCFDC228	RCON0010	RCON1395	RCON1651	RCON1754	RCON1773	RCON2170	RCON2221	RCON3123	RCON3128	RCON3210	RCON3368	RCON3411	RCON3429	RCON3433	RCON3545	RCON3792	RCON3809	RCON3812	RCON3821	RCON3833	RCON4336	RCON5306	RCON5310	RCON5311	RCON5320	RCON5327	RCON5334	RCON5339	RCON5340	RCON5369	RCON5610	RCON7204	RCON7205	RCON7206	RCON7273	RCON7274	RCON7275	RCON8274	RCON8275	RCON8434	RCON8764	RCON8766	RCON8767	RCON8769	RCON8770	RCON8771	RCON8772	RCON8773	RCON8774	RCON8775	RCON8776	RCON8777	RCON8778	RCON8779	RCONA000	RCONA001	RCONA002	RCONA167	RCONA221	RCONA222	RCONA223	RCONA224	
1351																																																																																																																																																																																			2293	0	0	34504	3459	100614	0	417	0	13622	99290	0	0	0	0	14065	0	0	449	3873	0	0	417	417	2994	28456	19404	2820	50218	0	0	0.1375	0.2075	0.2014	0.0000	0.0000	0.0000	13648	417	-26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67773	99290	
1454																																																																																																																																																																																			18763	0	0	0	129374	324250	0	818	0	29371	320208	0	0	0	0	29604	0	0	0	0	0	0	818	818	16205	169180	32221	6176	106877	1078	0	0.0899	0.1845	0.1794	0.0000	0.0000	0.0000	28786	818	468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160498	320091	
1557																																																																																																																																																																																			2077	0	0	2019	9438	33350	0	361	0	5874	33240	0	0	0	0	5945	0	0	70	1293	0	0	282	282	186	12322	2895	602	17989	0	0	0.1704	0.2642	0.2516	0.0000	0.0000	0.0000	5663	282	211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	22504	33240	
1632																																																																																																																																																																																			7554	0	0	0	29429	255799	0	2775	0	20962	252086	0	0	0	0	23336	0	0	623	15517	0	0	2764	2764	1888	35224	35806	8707	185021	0	0	0.0816	0.1055	0.0930	0.0000	0.0000	0.0000	20572	2764	390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	221092	252086	
1669																																																																																																																																																																																			13948	0	0	88585	42763	229429	0	1182	0	38566	233163	0	0	0	0	36952	0	0	0	0	0	0	1182	1182	16774	132979	11066	2293	66795	0	0	0.1549	0.3726	0.3607	0.0000	0.0000	0.0000	35770	1182	594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99179	230961	
1829																																																																																																																																																																																			16533	0	0	0	112196	308148	893	2102	0	39600	299530	0	0	0	0	39417	0	0	0	11200	0	0	2102	2995	11038	108941	63336	4751	123014	0	0	0.1216	0.2160	0.1996	0.0000	0.0000	0.0000	36422	2995	3178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	182460	299530	
1856																																																																																																																																																																																			398	0	0	0	89336	102804	0	93	0	6158	65652	0	0	0	0	6306	0	0	0	194	0	0	93	93	183	93997	1687	1191	7085	0	0	0.0948	0.2351	0.2316	0.0000	0.0000	0.0000	6213	93	-153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26825	65554	
2040																																																																																																																																																																																			4185	0	0	0	23876	148004	0	1558	0	14561	147191	0	0	0	0	15284	0	0	0	0	0	0	1326	1326	864	26105	43433	4165	78237	106	0	0.0948	0.1443	0.1318	0.0000	0.0000	0.0000	13958	1326	603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	232	105886	147191	
2161																																																																																																																																																																																			12846	0	0	281	24502	95091	0	505	0	8945	96842	0	0	0	0	9365	0	0	0	0	0	0	504	504	1385	37578	35603	3021	20902	0	0	0.0915	0.2026	0.1917	0.0000	0.0000	0.0000	8861	504	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46220	96842	
2376																																																																																																																																																																																			26426	0	0	459759	129431	987493	0	6172	0	109710	989575	0	0	0	0	113293	0	0	0	0	0	0	4398	4398	62120	538484	295723	14771	96285	0	0	0.1100	0.3236	0.3111	0.0000	0.0000	0.0000	108895	4398	443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	372	1774	350070	989575	
2451																																																																																																																																																																																			333	0	0	255	606	16013	0	147	0	1262	15054	12	0	0	0	1406	0	0	0	0	0	0	147	147	34	1534	4814	631	9772	0	0	0.0836	0.1126	0.1008	0.0000	0.0000	0.0000	1259	147	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12488	15054	
2554																																																																																																																																																																																			1149	0	0	6	2388	7618	0	47	0	719	7408	0	0	0	0	827	0	0	0	0	0	0	47	47	2	3452	292	205	3981	0	0	0.1053	0.1717	0.1619	0.0000	0.0000	0.0000	780	47	-61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4817	7408	
2732																																																																																																																																																																																			23648	0	0	0	72784	426923	0	3108	0	53337	429810	0	0	0	0	54134	0	0	0	0	0	0	3108	3108	8141	103841	72673	9074	242653	0	0	0.1191	0.1779	0.1677	0.0000	0.0000	0.0000	51026	3108	800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	304342	428299	
2750																																																																																																																																																																																			2234	0	0	0	13298	44941	0	589	0	4710	43341	0	0	0	0	5044	0	0	0	0	0	0	383	383	3715	12536	2186	1836	27044	0	0	0.1075	0.1658	0.1532	0.0000	0.0000	0.0000	4661	383	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	206	30438	43341	
2938																																																																																																																																																																																			14282	0	0	0	41472	293056	0	3721	0	22445	287593	0	0	0	0	24803	0	0	645	9705	0	0	2980	2980	3606	50395	41431	9705	200332	0	0	0.0759	0.1044	0.0918	0.0000	0.0000	0.0000	21823	2980	622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	741	237675	287593	
2956																																																																																																																																																																																			3463	0	0	0	37395	114611	0	713	0	12946	114745	0	0	0	0	13870	0	0	21	185	0	0	713	713	1248	47988	24896	3565	41535	0	0	0.1147	0.2178	0.2066	0.0000	0.0000	0.0000	13157	713	-211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63685	114745	
3252																																																																																																																																																																																			7765	0	0	11434	20234	104678	0	1322	0	10918	103022	0	0	0	0	11694	0	0	282	102	0	0	871	871	1606	41395	3191	2783	59662	0	0	0.1050	0.1685	0.1559	0.0000	0.0000	0.0000	10821	871	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	449	69420	103022	
