"IDRSSD"	RCFD0010	RCFD1395	RCFD1651	RCFD1754	RCFD1773	RCFD2170	RCFD2221	RCFD3123	RCFD3128	RCFD3210	RCFD3368	RCFD3411	RCFD3429	RCFD3433	RCFD3545	RCFD3792	RCFD3809	RCFD3812	RCFD3821	RCFD3833	RCFD4336	RCFD5306	RCFD5310	RCFD5311	RCFD5320	RCFD5327	RCFD5334	RCFD5339	RCFD5340	RCFD5369	RCFD5610	RCFD7204	RCFD7205	RCFD7206	RCFD7273	RCFD7274	RCFD7275	RCFD8274	RCFD8275	RCFD8434	RCFD8764	RCFD8766	RCFD8767	RCFD8769	RCFD8770	RCFD8771	RCFD8772	RCFD8773	RCFD8774	RCFD8775	RCFD8776	RCFD8777	RCFD8778	RCFD8779	RCFDA000	RCFDA001	RCFDA002	RCFDA167	RCFDA221	RCFDA222	RCFDA223	RCFDA224	RCFDA250	RCFDB503	RCFDB504	RCFDB505	RCFDB520	RCFDB528	RCFDB541	RCFDB542	RCFDB543	RCFDB546	RCFDB547	RCFDB548	RCFDB581	RCFDB582	RCFDB583	RCFDB588	RCFDB589	RCFDB590	RCFDB591	RCFDB592	RCFDB593	RCFDB594	RCFDB595	RCFDB596	RCFDB600	RCFDB601	RCFDB602	RCFDB603	RCFDB604	RCFDB605	RCFDB606	RCFDB607	RCFDB608	RCFDB609	RCFDB610	RCFDB611	RCFDB612	RCFDB617	RCFDB618	RCFDB619	RCFDB620	RCFDB621	RCFDB622	RCFDB623	RCFDB624	RCFDB625	RCFDB626	RCFDB627	RCFDB628	RCFDB629	RCFDB630	RCFDB631	RCFDB639	RCFDB640	RCFDB641	RCFDB642	RCFDB643	RCFDB644	RCFDB650	RCFDB651	RCFDB652	RCFDB653	RCFDB654	RCFDB655	RCFDB656	RCFDB657	RCFDB658	RCFDB659	RCFDB660	RCFDB661	RCFDB662	RCFDB663	RCFDB664	RCFDB665	RCFDB666	RCFDB667	RCFDB668	RCFDB669	RCFDB670	RCFDB671	RCFDB672	RCFDB673	RCFDB675	RCFDB676	RCFDB677	RCFDB678	RCFDB679	RCFDB680	RCFDB681	RCFDB682	RCFDB683	RCFDB684	RCFDB685	RCFDB686	RCFDB687	RCFDB688	RCFDB689	RCFDB690	RCFDB691	RCFDB693	RCFDB694	RCFDB695	RCFDB696	RCFDB697	RCFDB698	RCFDB699	RCFDB700	RCFDB701	RCFDB702	RCFDB703	RCFDB704	RCFDC063	RCFDC064	RCFDC225	RCFDC227	RCFDC228	RCFDC869	RCFDF264	RCFDG591	RCFDG592	RCFDG593	RCFDG594	RCFDG595	RCFDG596	RCFDG597	RCFDG598	RCFDG599	RCFDG600	RCFDG601	RCFDG602	RCON0010	RCON1395	RCON1651	RCON1754	RCON1773	RCON2170	RCON2221	RCON3123	RCON3128	RCON3210	RCON3368	RCON3411	RCON3429	RCON3433	RCON3545	RCON3792	RCON3809	RCON3812	RCON3821	RCON3833	RCON4336	RCON5306	RCON5310	RCON5311	RCON5320	RCON5327	RCON5334	RCON5339	RCON5340	RCON5369	RCON5610	RCON7204	RCON7205	RCON7206	RCON7273	RCON7274	RCON7275	RCON8274	RCON8275	RCON8434	RCON8764	RCON8766	RCON8767	RCON8769	RCON8770	RCON8771	RCON8772	RCON8773	
312730																																																																																																																																																																																																	98924	0	0	41323	156210	1516886	8	17206	0	151231	1500285	18811	0	0	0	159127	0	0	1644	60318	0	0	15420	15428	246685	40979	98905	110199	1138461	10882	0	0.0963	0.1292	0.1167	0.0000	0.0000	0.0000	143699	15428	-127	0	0	0	0	0	0	0	0	
313009																																																																																																																																																																																																	17534	0	0	207	8661	81324	0	1111	0	7324	81782	0	0	0	0	8124	0	0	0	0	-277	0	673	673	19404	8293	6596	1804	47992	0	0	0.091108	0.152255	0.139642	0.000000	0.000000	0.000000	7451	673	150	0	0	0	0	0	0	0	0	
313157																																																																																																																																																																																																	2133	0	0	0	25046	64290	0	537	0	9722	65255	30	0	0	0	9086	0	0	0	2876	0	0	526	526	701	21023	10633	3394	31119	0	0	0.131178	0.215953	0.203451	0	0	0	8560	526	1162	0	0	0	0	0	0	0	0	
313223																																																																																																																																																																																																	5424	0	0	0	39971	135024	0	1739	0	13271	130405	0	0	0	0	12305	0	0	0	579	0	0	1056	1056	1184	44800	26076	8074	62095	4891	0	0.0869	0.1468	0.1342	0.0000	0.0000	0.0000	11249	1056	1137	0	0	0	0	0	0	0	0	
313401																																																																																																																																																																																																	8216	0	0	7541	71681	250642	0	1406	0	20939	238828	0	0	0	0	21242	0	0	810	0	0	0	1550	1550	17968	68634	62709	13111	100692	0	0	0.0825	0.1452	0.1346	0	0	0	19692	1550	1247	0	0	0	0	0	0	0	0	
313577																																																																																																																																																																																																	8141	0	0	0	24813	264790	0	2538	0	29277	263744	0	0	0	0	24904	0	0	0	17310	0	0	2538	2538	11119	30222	83032	25006	142551	0	55	0.086993	0.121118	0.108775	0.000000	0.000000	0.000000	22366	2538	268	0	0	0	0	0	0	0	0	
314257																																																																																																																																																																																																	30326	0	0	0	15886	240051	0	2708	0	25748	240923	0	0	0	0	23806	0	0	0	7223	0	0	2327	2327	19088	29764	27003	16682	162634	3072	0	0.090726	0.128160	0.115633	0	0	0	21479	2327	92	0	0	0	0	0	0	0	0	
314444																																																																																																																																																																																																	10564	0	0	0	51085	122563	0	1514	0	12994	121975	0	0	0	0	12874	0	0	0	0	0	0	826	826	3918	37136	45838	6024	35752	0	0	0.0988	0.1968	0.1842	0.0000	0.0000	0.0000	12048	826	946	0	0	0	0	0	0	0	0	
315339																																																																																																																																																																																																	1324	0	0	0	12243	48611	0	566	0	5121	48831	0	0	0	0	5384	0	0	0	0	0	0	373	373	209	14022	15514	833	19264	3801	0	0.1026	0.1815	0.1689	0.0000	0.0000	0.0000	5011	373	110	0	0	0	0	0	0	0	0	
315357																																																																																																																																																																																																	7523	0	0	0	17119	81520	0	932	0	7972	82682	0	0	0	0	8221	0	0	0	2147	0	0	738	738	4269	10677	22496	3251	44521	0	0	0.0905	0.1397	0.1272	0.0000	0.0000	0.0000	7483	738	489	0	0	0	0	0	0	0	0	
315629																																																																																																																																																																																																	62590	0	0	0	100321	559722	59	7129	0	39361	560300	0	0	0	0	43712	0	0	15346	26824	-3563	0	5029	5088	138370	23602	47396	47764	352773	0	0	0.0694	0.1092	0.0965	0.0000	0.0000	0.0000	38624	5088	869	0	0	4626	0	0	0	0	0	
315656																																																																																																																																																																																																	17558	0	0	2	0	166387	0	1288	0	14892	169477	0	0	0	0	16180	0	0	0	4230	0	0	1288	1288	17596	6698	23864	3834	119517	0	0	0.0879	0.1196	0.1100	0.0000	0.0000	0.0000	14892	1288	0	0	0	0	0	0	0	0	0	
315674																																																																																																																																																																																																	1708	0	0	0	45437	217263	0	1151	0	19388	217169	0	0	0	0	19242	0	0	0	0	0	0	1151	1151	14695	30206	85561	11364	86422	0	0	0.083452	0.133202	0.125234	0.000000	0.000000	0.000000	18091	1151	607	0	0	0	0	0	0	0	0	
315852																																																																																																																																																																																																	6864	0	0	0	113118	495113	0	6590	0	45600	490353	0	0	0	0	43922	21062	0	0	11590	0	0	4744	4744	6292	110879	66821	24401	311290	3317	0	0.0802	0.1164	0.1038	0.0000	0.0000	0.0000	39178	4744	4287	1	0	0	0	0	0	0	0	
316354																																																																																																																																																																																																	19957	0	0	0	8485	305160	0	3707	0	26549	299939	0	0	0	0	29627	0	0	0	10720	0	0	3223	3223	17732	23437	46315	9652	221243	5910	0	0.088031	0.115113	0.102590	0.000000	0.000000	0.000000	26404	3223	140	0	0	0	0	0	0	0	0	
316840																																																																																																																																																																																																	166547	0	0	39351	541862	2931230	0	22551	0	347117	3049322	0	0	0	0	385955	34132	0	18286	47948	0	23450	22551	46001	144264	623905	1061031	65984	1118852	5783	0	0.1115	0.2122	0.1869	0.1116	0.1871	0.2124	339954	46001	6373	0	0	0	0	0	0	0	0	
316859																																																																																																																																																																																																	4444	0	0	837	19255	91911	0	1254	0	6923	93368	0	0	0	0	6910	0	0	742	161	0	0	782	782	4154	21208	19263	8735	47518	0	454	0.0660	0.1123	0.0996	0.0000	0.0000	0.0000	6128	782	341	0	0	0	0	0	0	0	0	
316934																																																																																																																																																																																																	8332	0	0	8837	0	39097	0	175	0	4811	40170	0	0	0	0	4986	0	0	0	558	0	0	175	175	0	18051	0	565	21221	0	0	0.1198	0.1986	0.1916	0.0000	0.0000	0.0000	4811	175	0	0	0	0	0	0	0	0	0	
317100																																																																																																																																																																																																	28403	0	0	11959	50965	342697	242	2562	0	27256	341718	0	0	0	0	28673	0	0	400	0	-933	0	2562	2804	39691	53090	95572	20836	177468	3048	2850	0.0764	0.1215	0.1096	0.0000	0.0000	0.0000	25869	2804	-614	0	0	0	0	0	0	0	0	
317258																																																																																																																																																																																																	16112	0	0	1644	66643	265638	0	2598	0	24738	265580	0	0	0	0	25355	3364	0	446	15492	0	0	2319	2319	24999	53021	44510	13514	144004	0	0	0.0868	0.1369	0.1244	0.0000	0.0000	0.0000	23036	2319	1652	0	0	0	0	0	0	0	0	
317342																																																																																																																																																																																																	29240	0	0	24	225017	1842712	0	24433	0	152722	1842941	1555	0	0	0	176875	19705	0	4616	143155	0	10000	19888	29888	60007	182098	304316	99656	1311912	9918	0	0.079786	0.111487	0.092648	0.000000	0.000000	0.000000	146987	29888	5053	945	0	0	0	0	0	0	0	
317650																																																																																																																																																																																																	3563	0	0	435	36956	59476	0	135	0	4600	57795	0	0	0	0	3822	0	0	0	736	0	0	136	136	9275	38974	4278	1273	5699	0	0	0.0638	0.2389	0.2304	0.0000	0.0000	0.0000	3686	136	914	0	0	0	0	0	0	0	0	
318639																																																																																																																																																																																																	1249	0	0	0	2412	14513	0	103	0	1426	14712	0	0	0	0	1492	0	0	0	11	0	0	103	103	233	3571	3949	432	6807	0	0	0.0944	0.1538	0.1432	0.0000	0.0000	0.0000	1389	103	37	0	0	0	0	0	0	0	0	
318835																																																																																																																																																																																																	11717	0	0	2377	22941	231403	0	4600	0	20425	236313	0	0	0	0	20018	0	0	194	3935	0	0	2372	2372	23077	10265	28419	24895	171473	0	2548	0.075486	0.106767	0.094116	0.000000	0.000000	0.000000	17646	2372	-22	0	0	0	0	0	0	0	0	
319047																																																																																																																																																																																																	12945	0	0	0	29335	178982	0	1265	0	13934	174886	40	0	0	0	15474	0	0	0	14231	-570	0	1265	1265	8426	33301	53199	6549	85507	0	0	0.0810	0.1229	0.1129	0.0000	0.0000	0.0000	14209	1265	175	0	0	0	0	0	0	0	0	
319458																																																																																																																																																																																																	10530	0	0	0	49298	99597	0	496	0	8664	98098	0	0	0	0	7849	0	0	681	1137	0	0	496	496	7929	44392	15535	2079	30926	0	0	0.074956	0.161895	0.151665	0.000000	0.000000	0.000000	7353	496	1277	0	0	0	0	0	0	0	0	
319542																																																																																																																																																																																																	3119	0	0	0	19305	123757	0	1111	0	13909	123708	0	0	0	0	14679	0	0	0	0	0	0	1111	1111	789	21026	17318	14688	85234	0	0	0.1097	0.1472	0.1360	0.0000	0.0000	0.0000	13568	1111	341	0	0	0	0	0	0	0	0	
319551																																																																																																																																																																																																	2812	0	0	0	18797	135284	0	3254	0	17886	136845	0	0	0	0	16447	0	0	0	671	0	0	1465	1465	2111	21690	1470	11857	113566	0	3068	0.1120	0.1358	0.1237	0.0000	0.0000	0.0000	14982	1465	-164	0	0	0	0	0	0	0	0	
320034																																																																																																																																																																																																	2779	0	0	0	25139	80083	0	338	0	8518	79630	0	0	0	0	8084	0	0	0	0	0	0	338	338	1238	29090	10758	1434	38513	0	0	0.0973	0.1624	0.1556	0.0000	0.0000	0.0000	7746	338	772	0	0	0	0	0	0	0	0	
320052																																																																																																																																																																																																	29580	0	0	0	37775	430036	0	5066	0	40558	434668	0	0	0	0	43444	0	0	0	11917	0	0	4330	4330	29637	60519	38737	43938	304765	0	0	0.0900	0.1257	0.1131	0.0000	0.0000	0.0000	39114	4330	1444	0	0	0	0	0	0	0	0	
320070																																																																																																																																																																																																	7585	0	0	0	17620	84352	0	707	0	25535	84087	0	0	0	0	25899	0	0	0	0	0	0	553	553	14698	9324	34695	2605	25062	0	0	0.301426	0.586999	0.574466	0.000000	0.000000	0.000000	25346	553	176	0	0	0	0	0	0	0	0	
320119	421362	0	0	1144740	3423460	9451583	157	64423	0	756349	9231170	198988	0	0	123227	894535	30466	363781	7100	1019446	-2267	70000	64884	135041	1604559	3067710	326317	306990	4597695	8245	0	0.082275	0.144276	0.122496	0.000000	0.000000	0.000000	759494	135041	-878	12480	15000	25000	13403	0	0	0	0	0	0	0	1000	41621	0	17580	28781	0	25690	0	0	6200158	9231170	0	0	0	0	0	3985162	0	0	0	379501	379501	0	132821	0	246680	0	0	0	0	0	0	0	0	0	62044	306594	52724	-86150	281065	488686	308839	152300	-6605	1125073	1924698	4345	375949	0	0	0	0	8245	0	552	278739	8524	3697347	4489	111018	3580	0	4140	409810	7991	24807	65413	4609	-144698	3550	0	0	0	3550	39798	0	9399	0	30399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	509723	0	0	0	509723	0	19598	6092	1604559	3229528	332409	5388047	0	645906	166205	5388047	6200158	0	0	0	759494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	267751			1133025	2662268	8248720									119087																																		
320155																																																																																																																																																																																																	48417	0	0	0	231194	893853	0	7864	0	90981	874044	0	0	0	0	80925	0	0	0	2760	-173	0	7803	7803	45628	249605	36167	52480	548725	0	0	0.0849	0.1297	0.1172	0.0000	0.0000	0.0000	73122	7803	5566	0	6500	0	0	0	0	0	0	
320856																																																																																																																																																																																																	1530	0	0	0	4788	14336	0	257	0	591	14768	0	0	0	0	658	0	0	0	48	0	0	115	115	189	5134	2169	1404	7053	0	0	0.0368	0.0727	0.0600	0.0000	0.0000	0.0000	543	115	48	0	0	0	0	0	0	0	0	
321152																																																																																																																																																																																																	899	0	0	6999	0	25390	0	106	0	2105	25348	0	0	0	0	2211	0	0	0	0	0	0	106	106	179	10019	5419	691	9879	0	0	0.0830	0.1515	0.1442	0.0000	0.0000	0.0000	2105	106	0	0	0	0	0	0	0	0	0	
321255																																																																																																																																																																																																	785	0	0	2641	9	22756	0	277	0	2470	22789	0	0	0	0	2670	0	0	0	39	0	0	200	200	480	4691	5643	708	12219	0	0	0.1084	0.1677	0.1551	0.0000	0.0000	0.0000	2470	200	0	0	0	0	0	0	0	0	0	
321330																																																																																																																																																																																																	19303	0	0	0	2019	58117	0	285	0	5148	57351	0	0	0	0	5406	0	0	0	3309	0	0	285	285	9990	12529	7348	3788	28494	0	0	0.0893	0.1456	0.1379	0.0000	0.0000	0.0000	5121	285	27	0	0	0	0	0	0	0	0	
321947																																																																																																																																																																																																	13416	0	0	3017	122143	336435	0	3283	0	36178	340460	0	0	0	0	33737	0	0	306	0	0	0	2303	2303	32480	87884	93323	7364	119866	2350	0	0.0929	0.1841	0.1715	0.0000	0.0000	0.0000	31434	2303	2568	0	0	0	0	0	0	0	0	
322056																																																																																																																																																																																																	62786	0	0	41411	82744	465869	0	6209	0	45214	459711	281	0	0	0	47664	0	0	0	0	0	0	3470	3470	55248	129477	68352	20944	217491	503	0	0.096148	0.173400	0.160776	0.000000	0.000000	0.000000	44194	3470	953	0	0	0	0	0	0	0	0	
322449																																																																																																																																																																																																	2224	0	0	1019	0	45793	0	336	0	7130	43674	0	0	0	0	7729	0	0	0	0	-263	0	336	336	431	10778	10663	1156	24257	0	0	0.1693	0.2435	0.2329	0.0000	0.0000	0.0000	7393	336	0	0	0	0	0	0	0	0	0	
322476																																																																																																																																																																																																	1997	0	0	0	3547	11543	0	49	0	1596	11595	10	0	0	0	1600	0	0	0	0	0	0	32	32	157	5441	3408	518	2558	0	0	0.135231	0.299906	0.293908	0.000000	0.000000	0.000000	1568	32	28	0	0	0	0	0	0	0	0	
322551																																																																																																																																																																																																	1368	0	0	0	3388	19491	0	351	0	1669	19716	0	0	0	0	1771	0	0	0	564	0	0	154	154	3492	1180	6876	834	8211	0	0	0.0820	0.1466	0.1338	0.0000	0.0000	0.0000	1617	154	52	0	0	0	0	0	0	0	0	
322757																																																																																																																																																																																																	3171	0	0	0	9296	29234	0	258	0	3787	30019	0	0	0	0	3735	0	0	0	0	0	0	204	204	959	10379	7383	1362	10382	0	0	0.1176	0.2300	0.2174	0.0000	0.0000	0.0000	3531	204	256	0	0	0	0	0	0	0	0	
322850																																																																																																																																																																																																	1138	0	0	0	28532	93535	0	363	0	11361	93616	0	0	0	0	10139	0	0	0	1775	0	0	363	363	2748	22950	12474	4553	54141	0	0	0.1044	0.1534	0.1479	0.0000	0.0000	0.0000	9776	363	1585	0	0	0	0	0	0	0	0	
323035																																																																																																																																																																																																	59974	0	0	62568	16030	608209	103	10705	0	60288	610534	0	0	0	0	60363	0	0	332	1373	0	0	5787	5890	56333	67883	81924	56743	406969	2124	0	0.0901	0.1318	0.1189	0.0000	0.0000	0.0000	54473	5890	139	0	0	0	0	0	0	0	0	
323204																																																																																																																																																																																																	16514	0	0	5547	158936	504376	0	6622	0	42235	493510	0	0	0	0	45243	0	0	4	38168	-954	0	4002	4002	47934	146206	94008	25897	219584	115	0	0.083574	0.141321	0.128820	0.000000	0.000000	0.000000	41241	4002	1960	0	0	0	0	0	0	0	0	
323651																																																																																																																																																																																																	12170	0	0	27533	29502	186656	0	2216	0	24892	186655	0	0	0	0	25864	0	0	0	1274	0	0	1379	1379	8896	66778	32728	8407	79853	0	0	0.131178	0.236216	0.223622	0	0	0	24485	1379	407	0	0	0	0	0	0	0	0	
323718																																																																																																																																																																																																	10652	0	0	13463	31443	304669	0	5509	0	51961	304621	4675	0	0	0	53597	0	0	0	0	0	0	2909	2909	8599	63629	34522	21939	201840	0	0	0.1668	0.2330	0.2203	0.0000	0.0000	0.0000	50688	2909	530	0	0	0	0	0	0	0	0	
324153																																																																																																																																																																																																	7733	0	0	0	71885	147118	0	1187	0	14268	146822	0	0	0	0	13827	0	0	0	214	0	0	914	914	15309	65461	14254	3323	51228	0	0	0.0880	0.1898	0.1772	0.0000	0.0000	0.0000	12913	914	1355	0	0	0	0	0	0	0	0	
324229																																																																																																																																																																																																	9266	0	0	0	4011	41662	0	232	0	4386	40326	0	0	0	0	4562	0	0	0	1366	0	0	232	232	6675	9868	14691	1034	10580	0	0	0.1074	0.2216	0.2104	0.0000	0.0000	0.0000	4330	232	56	0	0	0	0	0	0	0	0	
324256																																																																																																																																																																																																	4351	0	0	15666	0	45844	0	252	0	3393	45860	0	0	0	0	3645	0	0	0	116	0	0	252	252	3365	17560	3895	1511	21276	0	0	0.0740	0.1360	0.1266	0.0000	0.0000	0.0000	3393	252	0	0	0	0	0	0	0	0	0	
324274																																																																																																																																																																																																	19148	0	0	158114	101040	409949	0	1350	0	64937	410939	0	0	0	0	61661	0	0	0	0	0	0	1350	1350	53162	252640	84746	13329	17167	0	2253	0.1476	0.5602	0.5479	0.0000	0.0000	0.0000	60311	1350	2373	0	0	0	0	0	0	0	0	
324340																																																																																																																																																																																																	22697	0	0	0	90131	479312	0	4841	0	54544	474239	0	0	0	0	40259	0	0	700	1831	0	0	4181	4181	18961	80412	97585	28805	268366	696	0	0.0793	0.1206	0.1088	0.0000	0.0000	0.0000	36321	4181	1763	0	0	0	0	0	0	0	0	
324649																																																																																																																																																																																																	22947	0	0	622	110356	657888	0	8446	0	112600	666251	998	0	0	0	74119	0	0	0	1753	0	0	5249	5249	18767	176858	87676	29385	339260	337	0	0.1106	0.1780	0.1654	0.0000	0.0000	0.0000	68870	5249	82	0	0	0	0	0	0	0	0	
324854																																																																																																																																																																																																	6587	0	0	0	59626	118331	0	985	0	14834	117612	0	0	0	0	14013	0	0	0	139	0	0	875	875	1780	34752	34657	5462	45555	0	0	0.1121	0.2005	0.1880	0.0000	0.0000	0.0000	13138	875	1315	0	0	0	0	0	0	0	0	
324863																																																																																																																																																																																																	50549	0	0	66769	70567	755781	0	8931	0	129587	746384	0	0	0	0	134975	0	0	0	2112	0	0	7281	7281	35672	100827	125449	30328	499609	0	0	0.1711	0.2321	0.2196	0.0000	0.0000	0.0000	127694	7281	1893	0	0	0	0	0	0	0	0	
324975																																																																																																																																																																																																	5985	0	0	5292	34957	91450	0	308	0	10622	92628	300	0	0	0	10285	0	0	0	0	0	0	308	308	7576	35452	29683	2896	18043	240	0	0.107726	0.221326	0.214698	0.000000	0.000000	0.000000	9977	308	632	0	0	0	0	0	0	0	0	
325141																																																																																																																																																																																																	3873	0	0	62138	419	192350	0	1324	0	38722	194963	0	0	0	0	38409	0	0	0	0	0	0	1324	1324	589	65009	51905	23193	74534	0	0	0.1918	0.3374	0.3258	0.0000	0.0000	0.0000	37085	1324	-34	0	0	0	0	0	0	0	0	
325459																																																																																																																																																																																																	308	0	0	0	8535	21347	0	431	0	4774	21843	0	0	0	0	4649	0	0	0	1172	0	0	129	129	2950	9046	2050	346	7364	0	0	0.2069	0.4643	0.4514	0.0000	0.0000	0.0000	4520	129	243	0	0	0	0	0	0	0	0	
325534																																																																																																																																																																																																	6991	0	0	0	53502	218635	0	1518	0	19278	215130	0	0	0	0	18716	43728	0	237	364	0	0	1518	1518	14276	48398	39849	7268	115550	15248	0	0.0800	0.1262	0.1159	0.0000	0.0000	0.0000	17198	1518	1939	0	0	0	0	0	0	0	0	
325824																																																																																																																																																																																																	2684	0	0	0	17548	93151	0	373	0	12047	93775	0	0	0	0	12085	0	0	0	324	0	0	373	373	1526	20385	43659	3700	27447	0	0	0.1249	0.2262	0.2192	0.0000	0.0000	0.0000	11712	373	335	0	0	0	0	0	0	0	0	
326054																																																																																																																																																																																																	26864	0	0	948	31632	216499	0	2437	0	24300	211615	0	0	0	0	25428	0	0	40	4651	0	0	1904	1904	28187	32429	27993	6360	129074	0	0	0.1112	0.1675	0.1550	0.0000	0.0000	0.0000	23524	1904	776	0	0	0	0	0	0	0	0	
326344																																																																																																																																																																																																	7945	0	0	4752	100935	303661	0	1936	0	26627	299303	0	0	0	0	25376	0	0	0	20323	0	0	1936	1936	12946	96634	38544	11921	153249	0	0	0.078782	0.123160	0.113764	0.000000	0.000000	0.000000	23440	1936	1414	0	0	0	0	0	0	0	0	
326858																																																																																																																																																																																																	94499	0	0	12939	357999	1076929	0	15611	0	130040	1095255	0	0	0	0	128204	15000	0	0	32038	55	0	8334	8334	99670	341372	131215	39555	502989	3936	0	0.1094	0.1944	0.1818	0	0	0	119870	8334	10102	0	0	1266	0	0	0	0	0	
326979																																																																																																																																																																																																	20106	0	0	2089	75058	285965	0	1531	0	34477	293079	245	0	0	0	34517	5455	0	0	13478	0	0	1530	1530	11730	85485	95029	12068	92989	1028	0	0.1126	0.2100	0.2007	0.0000	0.0000	0.0000	32987	1530	1490	0	0	0	0	0	0	0	0	
327015																																																																																																																																																																																																	23577	0	0	903	2563	79550	0	707	0	7588	80102	0	0	0	0	7484	0	0	0	1776	0	0	597	597	3361	26769	15910	4395	33511	0	0	0.086726	0.157042	0.144515	0.000000	0.000000	0.000000	6887	597	10	0	0	0	0	0	0	0	0	
327220																																																																																																																																																																																																	7743	0	0	0	13029	77388	0	811	0	7465	75996	0	0	0	0	7896	918	0	0	5434	0	0	597	597	5115	17241	29086	4488	26503	0	0	0.096045	0.166134	0.153573	0	0	0	7299	597	166	0	0	0	0	0	0	0	0	
327305																																																																																																																																																																																																	8545	0	0	35	58719	496214	0	6075	0	58499	504668	0	0	0	0	56560	0	0	0	0	0	0	4930	4930	14315	55278	89664	27326	335332	0	0	0.1034	0.1438	0.1313	0.0000	0.0000	0.0000	51630	4930	1498	0	0	0	0	0	0	0	0	
327435																																																																																																																																																																																																	41151	0	0	0	43247	411572	0	8090	0	39361	421030	100	0	0	0	42549	0	0	392	11396	0	0	3816	3816	45124	44503	87202	24700	241795	0	0	0.091996	0.141339	0.128663	0.000000	0.000000	0.000000	38733	3816	628	0	0	0	0	0	0	0	0	
327453																																																																																																																																																																																																	25910	0	0	0	99776	434530	0	4320	0	48110	437156	0	0	0	0	41210	2229	0	0	0	0	0	3545	3545	23495	110416	62505	23094	231880	336	0	0.087678	0.144602	0.132163	0.000000	0.000000	0.000000	37665	3545	2871	0	0	0	0	0	0	0	0	
327556																																																																																																																																																																																																	4818	0	0	0	37405	126548	0	857	0	14123	126070	0	0	0	0	13808	0	0	0	1391	0	0	857	857	5737	41492	7358	6859	71646	130	0	0.1027	0.1599	0.1500	0.0000	0.0000	0.0000	12951	857	1172	0	0	0	0	0	0	0	0	
327855																																																																																																																																																																																																	29033	0	0	0	42569	219396	0	2209	0	24360	218507	0	0	0	0	24401	0	0	4487	4645	0	0	1852	1852	27987	47303	20705	10612	123799	0	0	0.1033	0.1651	0.1525	0.0000	0.0000	0.0000	22549	1852	1683	0	0	0	0	0	0	0	0	
327949																																																																																																																																																																																																	3483	0	0	50	32332	400389	0	2382	0	35132	398785	0	0	0	0	36498	7057	0	908	0	0	0	2382	2382	1689	83627	204834	10286	111463	7057	0	0.0857	0.1580	0.1477	0.0000	0.0000	0.0000	34116	2382	213	0	0	0	0	0	0	0	0	
328058																																																																																																																																																																																																	4061	0	0	0	17414	37722	0	428	0	6593	37181	145	0	0	0	6277	0	0	0	0	0	0	253	253	2601	16548	3104	1166	15328	0	0	0.1620	0.3132	0.3005	0.0000	0.0000	0.0000	6024	253	569	0	0	0	0	0	0	0	0	
328151																																																																																																																																																																																																	5473	0	0	0	10044	31869	0	171	0	3367	33840	0	0	0	0	3365	0	0	0	0	0	0	171	171	24	13836	4191	1303	13809	0	0	0.0944	0.1802	0.1711	0.0000	0.0000	0.0000	3194	171	173	0	0	0	0	0	0	0	0	
328357																																																																																																																																																																																																	16149	0	0	179	4505	47233	0	189	0	5473	47461	0	0	0	0	5580	0	0	0	46	0	0	189	189	3722	20805	8170	3216	14658	0	0	0.113631	0.242651	0.234432	0.000000	0.000000	0.000000	5391	189	64	0	0	0	0	0	0	0	0	
328423																																																																																																																																																																																																	56950	0	0	0	146060	690562	0	3935	0	79792	695745	2234	0	0	0	76693	353	0	0	28322	0	0	3935	3935	20139	224755	137218	48861	303255	432	0	0.1052	0.1778	0.1686	0	0	0	72758	3935	2784	0	0	0	0	0	0	0	0	
328450																																																																																																																																																																																																	20956	0	0	0	9523	177582	0	2306	0	16452	178359	0	0	0	0	17423	0	0	0	2187	0	0	1571	1571	23149	27947	20112	10667	108079	666	0	0.0890	0.1391	0.1266	0.0000	0.0000	0.0000	15852	1571	404	0	0	0	0	0	0	0	0	
328553																																																																																																																																																																																																	5848	0	0	161589	242072	678924	0	4041	0	51233	666135	0	0	0	0	47827	0	0	467	6613	-7	0	3687	3687	4500	390754	125851	13622	150406	0	0	0.0663	0.1624	0.1498	0.0000	0.0000	0.0000	44140	3687	7100	0	0	0	0	0	0	0	0	
328656																																																																																																																																																																																																	4814	0	0	0	12913	77609	0	911	0	9538	76835	0	0	0	0	9764	0	0	0	0	0	0	741	741	292	20046	4871	4043	52796	0	0	0.1174	0.1653	0.1527	0.0000	0.0000	0.0000	9023	741	515	0	0	0	0	0	0	0	0	
328777																																																																																																																																																																																																	41876	0	0	0	200069	1047300	0	14200	0	150831	1067471	0	0	0	0	130900	0	0	8416	0	0	0	8460	8460	6395	236265	344417	56229	442748	4159	0	0.117208	0.195053	0.182447	0.000000	0.000000	0.000000	122440	8460	5530	0	0	0	0	0	0	0	0	
329149																																																																																																																																																																																																	4189	0	0	0	7880	87435	0	1203	0	9191	84995	0	0	0	0	9775	0	0	0	2675	0	0	913	913	1143	11677	9785	3130	65670	0	0	0.104265	0.132191	0.119844	0.000000	0.000000	0.000000	8862	913	329	0	0	0	0	0	0	0	0	
