"IDRSSD"	RCFD0211	RCFD0213	RCFD0416	RCFD1286	RCFD1287	RCFD1289	RCFD1290	RCFD1291	RCFD1293	RCFD1294	RCFD1295	RCFD1297	RCFD1298	RCFD1737	RCFD1738	RCFD1739	RCFD1741	RCFD1742	RCFD1743	RCFD1744	RCFD1746	RCFD1754	RCFD1771	RCFD1772	RCFD1773	RCFD1778	RCFD8496	RCFD8497	RCFD8498	RCFD8499	RCFD8782	RCFD8783	RCFDA248	RCFDA510	RCFDA511	RCFDA549	RCFDA550	RCFDA551	RCFDA552	RCFDA553	RCFDA554	RCFDA555	RCFDA556	RCFDA557	RCFDA558	RCFDA559	RCFDA560	RCFDA561	RCFDA562	RCFDB838	RCFDB839	RCFDB840	RCFDB841	RCFDB842	RCFDB843	RCFDB844	RCFDB845	RCFDB846	RCFDB847	RCFDB848	RCFDB849	RCFDB850	RCFDB851	RCFDB852	RCFDB853	RCFDB854	RCFDB855	RCFDB856	RCFDB857	RCFDB858	RCFDB859	RCFDB860	RCFDB861	RCFDC026	RCFDC027	RCFDC988	RCFDC989	RCFDG300	RCFDG301	RCFDG302	RCFDG303	RCFDG304	RCFDG305	RCFDG306	RCFDG307	RCFDG308	RCFDG309	RCFDG310	RCFDG311	RCFDG312	RCFDG313	RCFDG314	RCFDG315	RCFDG316	RCFDG317	RCFDG318	RCFDG319	RCFDG320	RCFDG321	RCFDG322	RCFDG323	RCFDG324	RCFDG325	RCFDG326	RCFDG327	RCFDG328	RCFDG329	RCFDG330	RCFDG331	RCFDG336	RCFDG337	RCFDG338	RCFDG339	RCFDG340	RCFDG341	RCFDG342	RCFDG343	RCFDG344	RCFDG345	RCFDG346	RCFDG347	RCFDG348	RCFDG349	RCFDG350	RCFDG351	RCFDG352	RCFDG353	RCFDG354	RCFDG355	RCFDG356	RCFDG357	RCFDG358	RCFDG359	RCFDG360	RCFDG361	RCFDG362	RCFDG363	RCFDG364	RCFDG365	RCFDG366	RCFDG367	RCFDG368	RCFDG369	RCFDG370	RCFDG371	RCFDG372	RCFDG373	RCFDG374	RCFDG375	RCON0211	RCON0213	RCON0416	RCON1286	RCON1287	RCON1289	RCON1290	RCON1291	RCON1293	RCON1294	RCON1295	RCON1297	RCON1298	RCON1737	RCON1738	RCON1739	RCON1741	RCON1742	RCON1743	RCON1744	RCON1746	RCON1754	RCON1771	RCON1772	RCON1773	RCON1778	RCON8496	RCON8497	RCON8498	RCON8499	RCON8782	RCON8783	RCONA248	RCONA510	RCONA511	RCONA549	RCONA550	RCONA551	RCONA552	RCONA553	RCONA554	RCONA555	RCONA556	RCONA557	RCONA558	RCONA559	RCONA560	RCONA561	RCONA562	RCONB838	RCONB839	RCONB840	RCONB841	RCONB842	RCONB843	RCONB844	RCONB845	RCONB846	RCONB847	RCONB848	RCONB849	RCONB850	RCONB851	RCONB852	RCONB853	RCONB854	RCONB855	RCONB856	RCONB857	RCONB858	RCONB859	RCONB860	RCONB861	RCONC026	RCONC027	RCONC988	RCONC989	RCONG300	RCONG301	RCONG302	RCONG303	RCONG304	RCONG305	RCONG306	RCONG307	RCONG308	RCONG309	RCONG310	RCONG311	RCONG312	RCONG313	
1557																																																																																																																																																						0	0	7346	0	0	0	0	0	0	0	0	5892	6070	0	0	0	0	0	0	0	0	5487	5711	5933	6114	0	5487	5711	41	44	0	0	3290	0	0	1003	2287	3305	3674	1332	0	0	0	0	0	0	0	0	0																									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1632																																																																																																																																																						0	0	20209	0	0	0	0	303	324	0	0	19980	20501	0	0	0	0	0	0	0	0	0	0	39149	40824	0	0	0	1415	1421	0	0	8256	0	0	0	8256	2470	3587	7933	0	104	0	0	0	8253	8655	0	1566																									0	0	0	0	0	0	0	0	0	0	15895	17012	0	0	0	0	0	0	
1669																																																																																																																																																						0	0	41040	0	0	0	0	0	0	72908	78487	33100	34198	0	0	0	0	0	0	0	0	95240	101839	33106	34204	0	16928	17844	0	0	0	0	20186	0	0	4516	15671	46616	47091	10140	0	0	6	0	0	5404	0	0	0																									0	0	0	0	0	0	0	0	5404	5508	6	6	0	0	0	0	0	0	
1829																																																																																																																																																						0	0	22097	0	0	0	0	0	0	0	0	20400	20539	0	0	1505	1569	0	0	0	0	0	0	83054	85184	0	0	0	18169	18669	3500	3528	3446	1918	1525	75	2778	7001	8044	14876	8002	1517	849	1932	167	30358	8054	0	0																									0	0	0	0	0	0	1465	1550	0	0	39597	41332	0	0	0	0	0	0	
1856																																																																																																																																																						0	0	83485	0	0	0	0	0	0	11963	11815	11000	10408	0	0	0	0	0	0	0	0	58629	59444	79606	73362	0	1934	1921	2798	2696	0	0	51	0	0	0	50	100	98	26754	0	0	0	0	366	0	0	94433	10191																									0	0	0	0	0	0	0	0	0	0	356	366	0	0	0	0	44732	45708	
2040																																																																																																																																																						0	0	18220	0	0	0	0	333	333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42541	42059	0	0	0	18334	19198	0	0	386	0	0	1544	176	2761	3992	12058	0	0	0	0	362	8206	1183	5827	5950																									0	0	0	0	0	0	0	0	0	0	9403	9750	0	0	0	0	0	0	
2161																																																																																																																																																						0	0	22481	0	0	0	0	0	0	0	0	2108	2080	0	0	0	0	0	0	0	0	3	4	37397	38375	0	0	0	10084	10405	1095	1080	1462	0	0	301	1161	2916	1991	5654	461	0	0	0	576	22573	2745	0	0																									0	0	0	0	3	4	485	516	0	0	24720	25374	0	0	0	0	0	0	
2376																																																																																																																																																						0	0	352212	0	0	0	0	0	0	0	0	266047	267635	0	0	2000	2087	0	0	0	0	105975	108085	385146	390965	0	0	0	0	0	10000	10000	5947	5387	5610	0	0	87494	162104	20124	0	15699	28497	20202	3736	34222	2795	113450	3008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4851	4864	2415	2426	45570	46776	49884	52304	0	0	0	0	54564	55549	
2451																																																																																																																																																						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	76	0	0	0	76	76	0	0	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0																									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2554																																																																																																																																																						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0																									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2732																																																																																																																																																						0	0	44378	0	0	0	0	0	0	0	0	9905	10263	0	0	550	550	0	0	0	0	0	0	59502	62070	0	0	0	49047	51257	0	0	8699	0	0	3969	5280	22513	24071	6237	0	0	0	0	0	0	0	0	0																									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2750																																																																																																																																																						0	0	8701	0	0	0	0	0	0	0	0	1996	2007	0	0	538	499	0	0	0	0	0	0	9964	10035	0	0	0	2444	2447	0	0	337	0	0	0	250	240	117	3250	1058	364	1433	2802	129	0	353	0	0																									0	0	0	0	0	0	2418	2450	0	0	2568	2632	0	0	0	0	0	0	
2938																																																																																																																																																						0	0	53620	0	0	0	0	1078	1125	0	0	33817	35042	0	0	0	0	0	0	0	0	0	0	77648	81110	0	0	0	2222	2282	0	0	7889	0	0	504	7163	2508	10176	18098	0	0	222	713	0	27458	14162	0	106																									0	0	0	0	0	0	4913	4968	0	0	35514	37587	0	0	0	0	0	0	
3252																																																																																																																																																						0	0	41683	0	0	0	0	1404	1383	0	0	4734	4775	0	0	851	833	0	0	0	0	315	317	61609	62657	0	315	317	8141	8365	4485	4525	461	0	0	2063	362	1189	2590	9069	399	0	0	175	714	6515	9994	0	29901																									0	0	0	0	0	0	2298	2460	0	0	14482	14939	0	0	0	0	0	0	
3458																																																																																																																																																						0	0	7565	0	0	0	0	0	0	0	0	7496	7694	0	0	740	782	0	0	0	0	2030	2081	8416	8666	0	2008	2059	0	0	0	0	1904	0	0	10	1872	2788	1292	4297	225	22	0	0	0	168	0	0	0																									22	0	22	0	0	0	0	0	0	0	180	190	0	0	0	0	0	0	
3720																																																																																																																																																						0	0	24938	0	0	0	0	0	0	0	0	12185	12222	0	0	0	0	0	0	0	0	7336	7521	41562	42514	0	7336	7521	7812	8081	750	754	4869	0	0	0	4062	5037	11456	7085	0	153	654	574	845	14982	4650	352	0																									0	0	0	0	0	0	7109	7156	0	0	14112	14703	0	0	0	0	0	0	
3953																																																																																																																																																						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	0	0	0	0	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0																									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
