"IDRSSD"	RIAD0497	RIAD4042	RIAD4136	RIAD4141	RIAD4146	RIAD4461	RIAD4462	RIAD4463	RIAD4464	RIAD4467	RIAD4468	RIAD4469	RIAD4486	RIAD4487	RIAD4488	RIAD4489	RIAD4491	RIAD4498	RIAD4499	RIAD4521	RIAD4522	RIAD4769	RIAD8403	RIADB527	RIADC013	RIADC014	RIADC015	RIADC016	RIADC017	RIADC018	RIADF229	RIADF465	RIADF555	RIADF556	RIADF557	RIADF558	RIADF559	TEXT4461	TEXT4462	TEXT4463	TEXT4464	TEXT4467	TEXT4468	TEXT4469	TEXT4487	TEXT4489	TEXT4498	TEXT4499	TEXT4521	TEXT4522	TEXT4769	TEXTB527	
1557	5	0	7	0	1	0	0	0	13	7	1	0	0	0	0	0	0	0	0	0	0	false	5	0	0	0	0	0	3	6	0	0	0	3	2	1	2				INSURANCE   SURETY	DIRECTORS FEES	RECORDING   LOAN										
1632	134	0	45	0	130	68	48	0	80	30	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	28	502	43	0	0	89	0	0	0	43	Income Letters of Credit	Customer Swap Dealer Fees		Business Development	Business License Tax											
1669	12	0	9	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	23	-184	5	249	19	26	125	32	0	0	36	11	0	11	10															EITF Issue 06-04 & 06-10 Postretirement Split-dollar accounting treatment	
1829	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	173	0	0	0	57	0	0	0	0	Broker Fee Income															
1856	7	0	9	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	4	0	0	0	2	6	0	5	0	0	0	0	0	0	0																
2040	49	0	18	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	23	0	3	25	4	2	70	12	0	0	25	1	27	17	6																
2161	0	0	12	0	0	17	0	0	13	39	37	0	0	0	0	0	0	0	0	0	0	false	16	0	6	25	6	13	70	24	0	0	20	13	0	13	0	Visa/Mc Fees			Correspondent Service Charge	Bank Card and Credit Card Fees	Deferred Compensation Plan Expense										
2376	113	257	170	95	25	326	77	0	64	33	127	0	0	0	0	0	0	0	242	0	0	false	38	0	0	264	0	45	196	60	0	0	29	243	0	57	0	Joint Ventures	Miscellaneous Fees		Insurance	Bank Service Charges	Miscellaneous Expenses					ESOP Transactions					
2451	3	0	4	4	5	0	0	0	8	4	4	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	1	0	37	3	0	0	2	5	0	4	0				bond and D&O insurance	SBA Guarantee Loan Fees	Education & Meeting										
2554	0	0	3	0	0	1	0	0	2	0	0	0	0	0	0	0	0	100	0	0	0	false	1	0	0	0	1	0	4	1	0	0	0	0	0	0	1	Administration Fees			Software Maintenance						additional capital investment surplus						
2732	23	0	71	15	12	50	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	false	53	0	16	0	18	0	215	36	0	0	0	79	0	0	25	license fee income			OCC assessment												
2750	13	0	10	5	0	0	0	0	8	9	0	0	0	0	0	0	0	0	0	0	0	false	0	0	1	10	5	5	41	4	0	0	0	4	0	0	0				OCC EXAM FEES	MEETINGS & CONFERENCES											
2938	53	0	0	0	0	0	0	0	45	24	246	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	29	376	0	0	0	70	0	0	0	0				donations	misc & loss on sale of fixed asset	other real estate & repo expense										
3252	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				Computer expense- In house												
3458	0	0	3	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	8	4	0	0	0	0	0	0	2				DIRECTORS EXAM	STATE ASSESSMENT											
3720	57	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	74	28	0	0	0	0	0	0	0	Discount Brokerage Income															
3953	29	0	18	38	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	14	0	2	13	13	3	10	25	0	0	29	6	10	26	11																
4138	46	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	22	0	0	0	0	55	66	22	0	0	0	38	0	39	29																
4156	26	0	30	5	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	6	0	5	30	24	11	82	24	0	0	0	15	8	0	0																
4231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	23	86	0	0	0	0	0	0	26	0																
4437	34	0	28	27	29	52	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	111	40	0	0	59	36	39	53	0	Origination fees - Secondary Market Loans			Business franchise taxes												
4839	67	0	26	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	117	0	0	0	0	48	0	29	0				Loan Research												
5005	51	0	59	0	55	0	0	0	61	77	47	0	0	0	0	0	0	0	0	0	0	false	34	0	0	55	0	0	150	47	0	0	0	48	0	0	39				OREO EXPENSE	CONTRIBUTIONS	SUBSCRIPTIONS & SERVICES										
5069	0	0	217	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	42	0	0	0	0	26	0	0	0	L/C Fees															
5135	15	3	17	14	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	29	0	0	34	14	43	252	23	0	0	0	16	0	0	0																
5210	266	0	0	105	0	0	0	0	184	0	0	0	0	0	0	0	0	0	0	0	0	false	89	-587	0	254	0	221	103	92	0	0	0	131	0	0	83				PA Shares tax											Cumulative effect of adoption of EITF 06-4, Split dollar accounting	
5331	44	0	29	41	0	97	0	0	32	0	0	0	0	0	0	0	0	3000	0	0	0	false	0	0	0	0	0	0	175	0	0	0	0	72	46	34	0	investment in SBIC			maintenance agreements						infusion of capital						
5461	113	0	0	0	0	25	0	0	91	66	223	0	0	0	0	0	0	0	0	0	0	false	0	0	31	0	0	0	59	75	0	0	50	41	0	29	51	FHLB Dividend Income			Customer Support	Insurance	Transportation										
5751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	-195	0	24	0	0	41	0	0	0	0	0	0	0	0															Change in accounting principles to recognize liability for split dollar life ins. coverage	
6039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0																
6141	5	0	10	1	1	5	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	false	11	0	2	0	4	0	35	7	0	0	0	0	0	0	3	fees and commissions			other fees and commissions												
6329	148	0	12	8	15	92	98	93	51	34	40	0	0	0	0	0	0	0	0	0	0	false	71	0	0	31	9	45	0	220	0	0	42	25	18	16	133	yield spread premium	exchange	loan serv ch/origination fees	education & training	service fee analysis	donations										
6972	376	0	0	0	0	144	169	0	130	81	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	55	57	0	200	99	0	0	0	0	137	0	0	Mortgage Broker Fees	Management Fees		Tax Expenses	Check Card Expenses											
7009	0	0	0	0	0	0	0	0	10291	525	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				INVESTMENT ADVISORY AND OTHER SERVICE FEES	CUSTODY FEES											
7045	12	0	19	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	18	0	3	0	5	7	0	19	0	0	37	11	0	15	12																
7157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	4	0	0	0	0	0	20	0	0	0	0	0	0	0	0																
7456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
7634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	500	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0										CAPITAL INJECTION						
8033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	6	0	7	28	0	0	0	0	0	0	0	0																
8462	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				OCC assessment												
8631	9	8	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	7	0	0	16	2	16	59	8	0	0	0	0	0	0	0																
9357	0	0	0	28	0	95	61	597	31	27	33	0	0	0	0	0	0	-5295	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Special Services Fees	Wire Fees	Customer Owned ATMs	Correspondent Bank Charges	Outside Vendor Services	MLIT Exceptions				Surplus Withdrawal						
9553	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0																
9807	754	0	0	192	310	69	73	83	229	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	371	29	0	513	119	0	0	0	0	0	0	274	PREPAYMENT PENALTIES	LATE CHARGES	LOAN INSPECTION FEES	OCC ASSESSMENT												
9955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0																
10157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	false	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0										Stock Bonus Agreement Deferred Cost						
10250	74	0	18	30	58	32	0	0	57	43	0	0	0	0	0	0	0	0	0	0	0	false	52	0	11	2	9	9	22	58	0	0	199	17	23	77	14	Mortgage Origination Fees			Insurance D&O, Bond, Property, VSI, SBA	Donation											
10849	46	0	24	0	0	134	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	81	37	0	0	0	33	0	0	49	Data Processing Income	Miscellaneous														
10858	69	0	0	0	0	128	326	0	30	102	31	0	0	0	0	0	0	0	0	0	0	false	31	0	0	0	0	135	232	37	0	0	0	0	0	54	31	RE Secondary Market Fees	Other Income		Professional Services	I/C FNNI Adm Overhead	Donations										
11145	7	4	15	5	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	20	0	16	0	12	43	80	17	0	0	0	27	1	7	21																
11640	22	0	31	0	7	0	0	0	46	22	22	0	0	0	0	0	0	0	0	0	0	false	23	0	0	39	0	34	0	21	0	0	0	13	22	10	22				State Income Tax	Internet Banking Expense	OCC Semi-Annual Assessment										
11837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0																
12030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	56	0	0	187	0	0	0	0	0	0	0	0																
12058	0	0	0	0	0	0	0	0	32	66	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0				Sales tax	Fees											
12142	13	0	18	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	30	0	4	0	36	18	0	34	0	0	12	26	19	16	1																
12245	0	0	14	0	0	23	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	47	19	0	0	0	0	0	0	0	OTHER FEE INCOME	MISCELLANEOUS INCOME														
12311	8961	0	0	4719	0	9158	25087	0	7197	3251	3677	0	0	0	0	0	0	2694	6804	0	0	true	3937	0	0	13499	0	0	26972	8341	0	2295	17925	0	0	0	5918	Operating lease income	Other Income - Non-recurring Visa IPO Gain		Operating lease expense	Transportation expense	Travel expense				Stock Option Expense	Stock contribution from parent and miscellaneous adjustments			The schedule RI Income Statement for the quarter ended March 31, 2008 included the following significant income and expense items: (1) a gain of $37.5 million (pre-tax) related to the Visa IPO and related indeminification reported as a $25.1 million increase to noninterest income and a $12.4 million decrease to other noninterest expense, (2) net securities gains of $1.4 million (pre-tax), (3) net losses of $18.8 million (pre-tax) related to mortgage servicing rights and the related hedging activity, (4) $6.6 million (pre-tax) negative impact from Sky Financial merger-related integration costs, (5) an impairment of $2.6 million (pre-tax) on a receivable write-down, and (6) a loss of $2.5 million (pre-tax) from the impairment of a leasehold improvement.		
12647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0																
12656	1	0	9	0	0	1	0	0	3	4	3	0	0	0	0	0	0	0	0	0	0	false	3	0	0	0	3	2	2	4	0	0	2	2	0	0	3	MISC FEES			CORRESPONDENT SERVICE CHARGES	TRAVEL EXPENSE	BANKERS BOND PREMIUMS										
12937	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	12	49	0	0	0	0	0	0	0	0																
12946	37	0	0	0	0	0	0	0	36	30	32	0	0	0	0	0	0	0	0	890	8	false	35	0	0	75	0	30	61	49	0	0	60	24	37	33	164				State Bank Assessment	Travel Expense	Business Development						Reserve for Loan Loss Conversion Balance	Reserve for Overdraft Losses Conversion Balance			
12955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
13037	0	0	0	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	30	0	0	0	0	0	0	0	29	0																
13103	0	0	73	0	0	28	44	0	152	0	0	0	0	0	0	0	0	0	0	0	0	false	76	0	0	0	27	0	364	0	0	0	0	0	79	0	0	Prepayment Penalty	Misc. Income		Item Processing Charges												
13251	3	0	0	18	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	1	0	0	2	8	5	0	0	0	0	0	0	0																
13457	3	0	4	5	2	24	0	0	15	5	7	0	0	0	0	0	0	0	0	0	0	false	4	0	0	13	0	0	2	7	0	0	0	0	0	0	0	Other Income			OCC ASSESSMENTS	DEBIT CARD CHARGES	LIFE INSURANCE EXPENSES										
14052	35	0	14	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	13	0	0	13	0	0	29	17	0	0	0	0	0	0	0	SECONDARY MARKET REAL ESTATE PRICING													The Bank formed an Investment Subsidiary under the State of Nevada 1-1-01.		
14155	22	3	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	19	0	3	15	2	10	102	24	0	0	36	19	3	26	9																
14258	45	0	25	0	27	49	66	35	28	44	40	0	0	0	0	0	0	0	0	0	0	false	47	0	0	0	0	240	104	59	0	0	0	0	0	59	31	Merchant credit card fees	Date processing support fees	Other commissions and fees	Charitable Donations	Examination Fees	Trust Vendor Services										
14454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0																
14650	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	8	13	0	0	15	12	0	0	0	0	0	0	0	EXCHANGE AND COLLECTION															
14753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0																
14865	26	0	0	0	26	63	0	0	28	60	0	0	0	0	0	0	0	0	0	0	0	false	26	0	0	0	0	0	0	36	0	0	69	0	0	0	0	BEO BROKER FEES			DEFERRED COMPENSATION EXPENSE	OTHER OPERATING EXPENSE											
14977	6	0	55	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	4	0	0	0	0	0	0	2	0	0	0	6	0	0	0																
15536	118	0	10	148	99	-166	0	0	913	0	0	0	0	0	0	0	0	0	0	0	0	false	221	0	107	485	83	144	1749	258	0	0	347	218	91	16	407	CRA Investment - Equity			OREO expense												
16337	99	0	46	0	63	68	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	false	60	-438	22	94	31	48	265	53	0	0	82	0	0	0	55	Long-Term Mortgage Origination Fees			Contributions											Postretirement split-dollar accounting under EITF	
16458	39	0	79	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	100	0	0	0	87	0	0	71	54				Professional Fees												
16551	38	0	0	0	0	75	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	Secondary Market Loan Fees	Interchange income on credit/debit cards														
16748	4	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	8	0	0	7	2	4	42	4	0	0	12	19	0	0	9																
16944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0																
16953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
17110	97	0	27	20	21	68	0	0	202	100	0	0	0	0	0	0	0	0	0	0	0	false	31	0	0	0	0	0	285	93	0	0	0	31	0	0	0	12 B-1 FEES			REFERRAL FEES	CONTRIBUTIONS											
17147	153	0	52	106	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	26	0	0	331	53	486	2723	78	0	0	0	0	0	0	0																
17259	3	1	9	0	10	6	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	false	4	0	2	14	2	17	0	16	0	0	0	6	0	12	4	Royalty Income	Forfitures on Deposit accounts	Other misc. income													
17464	325	0	126	350	318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	361	0	0	265	36	110	0	230	0	0	729	134	255	184	194																
17839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	226	0	0	0	44	0	0	0	0																
17950	0	0	0	0	39	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	98	28	0	0	0	0	0	0	0		RE SECONDARY LOAN FEES														
18050	42	0	48	33	0	0	0	0	51	49	0	0	0	0	0	0	0	0	0	0	0	false	58	0	0	0	0	35	0	32	0	0	175	0	0	109	36				Business Development and Goodwill	Internet Banking											
18135	0	0	0	0	0	0	0	0	121	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	33	0	0	83	39	0	0	0	0	0	0	0				Conventional Credit Insurance												
18377	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0																
18827	0	0	0	0	0	51	0	0	25	0	0	0	0	0	0	0	0	0	0	22	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Visa Check Card Discount Fee			Armstrong County Community Foundation								Current year adjustment for ALLL - Off-balance sheet items				
18836	0	0	44	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	26	-128	0	30	0	42	94	35	0	0	0	0	0	28	0															Adjustment for split-dollar life insurance arrangements	
18854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	1	0	0	0	0	0	0	0	18	0	0																
18957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
19356	20	0	8	5	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	11	-48	2	0	2	2	60	12	0	0	0	6	0	0	6															TO RECORD DEFERRED COMPENSATION AS OF 12-31-07	
19730	381	0	0	341	331	0	0	0	256	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	353	0	0	547	241	0	0	0	0	0	0	235				Armored Car Services												
19936	0	0	37	0	0	5	7	5	19	0	0	0	0	0	0	0	0	0	0	0	0	false	24	0	15	10	6	70	78	16	0	0	0	20	0	41	34	Wire Transfer Fees	Service Mortgage Fee Income	Other Miscellaneous Income	Deferred Comp Expense												
19972	15	0	0	0	9	0	0	0	3	11	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	3	0	0	0	13	0	0	0				appraisal fees	reo expense											
20053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0																
20147	15	0	10	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	9	0	0	0	0	0	40	10	0	0	0	14	0	23	14																
20259	6	0	6	6	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	9	0	1	0	1	56	41	8	0	0	0	0	0	0	0																
20370	32	0	38	38	0	0	0	0	40	51	0	0	0	0	0	0	0	0	0	0	0	false	21	-637	0	474	3	75	17	17	0	0	0	23	14	50	39				B & O Taxes	Other Real Estate Owned										Cumulative Adjustment to Equity for implementation of EITF 06-4	
20512	8	0	9	0	2	0	0	0	24	27	11	0	0	0	0	0	0	0	0	0	0	false	9	0	0	0	0	19	0	5	0	0	0	0	0	16	17				PA Shares tax	professional services	bank exam										
20633	51	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	59	0	0	119	48	0	0	0	30	0	0	0																
20839	0	0	0	0	50	41	0	0	0	0	0	0	0	0	0	0	0	850	0	0	0	false	0	0	0	0	0	0	147	0	0	0	0	0	76	0	0	Mortgage Origination Fees									Capital Infusion						
20857	4	0	5	2	13	0	0	0	36	11	9	0	0	0	0	0	0	0	0	0	0	false	4	0	0	3	6	1	0	10	0	0	6	5	9	0	0				Donations	PR expense	Check/debit fees										
20866	0	0	0	50	0	0	0	0	119	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	33	0	0	0	0	0	0	30	0	0	0	0				SOFTWARE MAINT EXP												
21256	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0	0	5	2	0	10	2	0	0	0	0	0	0	2																
21359	9	0	6	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	false	2	0	0	0	0	0	5	0	0	0	0	3	0	0	0				ORE DEPRECIATION												
21630	7	0	19	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	8	0	0	0	1	3	23	7	0	0	14	4	2	8	2																
21658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	25	0	26	27	0	0	0	0	0	0	0	0																
22048	0	0	0	0	31	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	39	0	0	96	0	0	0	0	28	0	0	41	Miscelaneous Customer Service Fees															
