"IDRSSD"	RCFD0010	RCFD1395	RCFD1651	RCFD1754	RCFD1773	RCFD2170	RCFD2221	RCFD3123	RCFD3128	RCFD3210	RCFD3368	RCFD3411	RCFD3429	RCFD3433	RCFD3545	RCFD3792	RCFD3809	RCFD3812	RCFD3821	RCFD3833	RCFD4336	RCFD5306	RCFD5310	RCFD5311	RCFD5320	RCFD5327	RCFD5334	RCFD5339	RCFD5340	RCFD5369	RCFD5610	RCFD7204	RCFD7205	RCFD7206	RCFD7273	RCFD7274	RCFD7275	RCFD8274	RCFD8275	RCFD8434	RCFD8764	RCFD8766	RCFD8767	RCFD8769	RCFD8770	RCFD8771	RCFD8772	RCFD8773	RCFD8774	RCFD8775	RCFD8776	RCFD8777	RCFD8778	RCFD8779	RCFDA000	RCFDA001	RCFDA002	RCFDA167	RCFDA221	RCFDA222	RCFDA223	RCFDA224	RCFDA250	RCFDB503	RCFDB504	RCFDB505	RCFDB520	RCFDB528	RCFDB541	RCFDB542	RCFDB543	RCFDB546	RCFDB547	RCFDB548	RCFDB581	RCFDB582	RCFDB583	RCFDB588	RCFDB589	RCFDB590	RCFDB591	RCFDB592	RCFDB593	RCFDB594	RCFDB595	RCFDB596	RCFDB600	RCFDB601	RCFDB602	RCFDB603	RCFDB604	RCFDB605	RCFDB606	RCFDB607	RCFDB608	RCFDB609	RCFDB610	RCFDB611	RCFDB612	RCFDB617	RCFDB618	RCFDB619	RCFDB620	RCFDB621	RCFDB622	RCFDB623	RCFDB624	RCFDB625	RCFDB626	RCFDB627	RCFDB628	RCFDB629	RCFDB630	RCFDB631	RCFDB639	RCFDB640	RCFDB641	RCFDB642	RCFDB643	RCFDB644	RCFDB650	RCFDB651	RCFDB652	RCFDB653	RCFDB654	RCFDB655	RCFDB656	RCFDB657	RCFDB658	RCFDB659	RCFDB660	RCFDB661	RCFDB662	RCFDB663	RCFDB664	RCFDB665	RCFDB666	RCFDB667	RCFDB668	RCFDB669	RCFDB670	RCFDB671	RCFDB672	RCFDB673	RCFDB675	RCFDB676	RCFDB677	RCFDB678	RCFDB679	RCFDB680	RCFDB681	RCFDB682	RCFDB683	RCFDB684	RCFDB685	RCFDB686	RCFDB687	RCFDB688	RCFDB689	RCFDB690	RCFDB691	RCFDB693	RCFDB694	RCFDB695	RCFDB696	RCFDB697	RCFDB698	RCFDB699	RCFDB700	RCFDB701	RCFDB702	RCFDB703	RCFDB704	RCFDC063	RCFDC064	RCFDC225	RCFDC227	RCFDC228	RCFDC869	RCON0010	RCON1395	RCON1651	RCON1754	RCON1773	RCON2170	RCON2221	RCON3123	RCON3128	RCON3210	RCON3368	RCON3411	RCON3429	RCON3433	RCON3545	RCON3792	RCON3809	RCON3812	RCON3821	RCON3833	RCON4336	RCON5306	RCON5310	RCON5311	RCON5320	RCON5327	RCON5334	RCON5339	RCON5340	RCON5369	RCON5610	RCON7204	RCON7205	RCON7206	RCON7273	RCON7274	RCON7275	RCON8274	RCON8275	RCON8434	RCON8764	RCON8766	RCON8767	RCON8769	RCON8770	RCON8771	RCON8772	RCON8773	RCON8774	RCON8775	RCON8776	RCON8777	RCON8778	RCON8779	RCONA000	RCONA001	RCONA002	RCONA167	RCONA221	RCONA222	RCONA223	
206156												CONF																																																																																																																																																																								4617	0	0	27550	13386	142916	0	707	0	12024	142354	0	0	0	0	12780	0	0	450	1115	0	0	707	707	16631	31893	18405	3756	76743	0	0	0.0848	0.1366	0.129	0	0	0	12073	707	-49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93566	
206174												CONF																																																																																																																																																																								5944	0	0	88281	4256	209608	0	795	0	19403	208062	0	0	0	0	20270	0	0	0	13810	0	0	795	795	3016	88161	86537	7584	32797	0	0	0.0936	0.2041	0.1961	0	0	0	19475	795	-72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99328	
206772												CONF																																																																																																																																																																								8827	0	0	0	10904	81619	0	1083	0	11180	81669	0	0	0	0	12019	0	0	0	3459	0	0	783	783	1136	24594	2516	859	54552	0	0	0.1376	0.193	0.1804	0	0	0	11236	783	-56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	319	62281	
206950												CONF																																																																																																																																																																								2294	0	0	1370	4702	29102	0	237	0	2444	28948	83	0	0	0	2694	0	0	0	18	0	0	237	237	831	7254	7447	1712	13820	0	0	0.084876	0.141573	0.129119	0	0	0	2457	237	-13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19029	
207041												CONF																																																																																																																																																																								615	0	0	0	5871	21169	0	312	0	2298	21300	0	0	0	0	2507	0	0	0	0	0	0	172	172	425	6930	3684	1042	10502	0	0	0.1096	0.1845	0.1718	0	0	0	2335	172	-37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	13590	
207050												CONF																																																																																																																																																																								7964	0	0	17600	12813	256653	0	3518	0	22037	256794	0	0	0	0	24658	0	0	0	0	0	0	2437	2437	6891	34363	71974	15570	147127	0	0	0.0865	0.1272	0.1146	0	0	0	22221	2437	-184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1081	193875	
207452												CONF																																																																																																																																																																								4002	0	0	0	58813	134139	0	1226	0	13830	135793	0	0	0	0	15395	0	0	0	1380	0	0	1037	1037	564	51148	23735	2564	60185	0	0	0.105734	0.185858	0.173339	0	0	0	14358	1037	-528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189	82832	
207555												CONF																																																																																																																																																																								2697	0	0	145	16063	124382	0	1556	0	11501	125251	282	0	0	0	11458	0	0	0	1187	0	0	1271	1271	1293	15804	19272	4468	88255	0	0	0.082233	0.11298	0.100448	0	0	0	10187	1271	-57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	285	101416	
207564												CONF																																																																																																																																																																								4731	0	0	0	4837	73731	0	624	0	7348	71020	0	0	0	0	8003	0	0	0	199	0	0	624	624	637	18045	8905	3734	46799	0	0	0.1039	0.1456	0.1342	0	0	0	7379	624	-31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54977	
207845												CONF																																																																																																																																																																								15223	0	0	60404	62862	570657	0	4988	0	50985	564015	0	0	0	0	45517	0	0	0	0	0	0	4988	4988	8292	134188	85795	21186	337099	379	0	0.0733	0.1087	0.0968	0	0	0	40529	4988	-359	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	823	0	106	0	0	418614	
207872												CONF																																																																																																																																																																								12438	0	0	9297	3138	198475	0	1692	0	15934	197259	0	0	0	0	17626	0	0	1464	10819	0	0	1692	1692	17457	18776	9041	13365	154892	0	0	0.0808	0.1041	0.0941	0	0	0	15934	1692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169310	
207957												CONF																																																																																																																																																																								1094	0	0	0	5673	15038	0	134	0	1574	15620	0	0	0	0	1746	0	0	0	0	0	0	134	134	0	4196	0	860	11041	0	0	0.1032	0.147	0.1357	0	0	0	1612	134	-38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11880	
208057												CONF																																																																																																																																																																								6518	0	0	34681	15719	313209	0	3219	0	34959	311692	0	0	0	0	38138	0	0	2698	0	0	0	3098	3098	3818	66471	29344	5261	216876	3587	0	0.1124	0.154	0.1415	0	0	0	35040	3098	-81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	247704	
208169												CONF																																																																																																																																																																								19984	0	0	0	36391	827224	0	8779	0	71458	809690	0	0	0	0	80975	0	0	764	117484	0	0	9221	9221	35567	62897	144010	24403	593984	0	0	0.0886	0.1098	0.0973	0	0	0	71754	9221	-296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	737556	
208244	215463	0	0	176021	2286749	8380915	0	81261	0	706847	8379001	CONF	0	0	0	867682	180314	0	19448	562304	-1558	150000	75840	225840	79863	2691443	1039669	476667	4588260	65986	0	0.077246	0.143267	0.105977	0	0	0	641842	225840	-3337	549	516479	846486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15829	0	10802	6056400	8309101	0	0	0	0	0	5092621	0	0	0	121324	121324	0	0	0	121324	0	0	69900	0	0	0	0	0	0	61448	154015	0	0	0	154835	0	21186	-6959	6774	1958471	137497	190966	0	0	0	65986	0	0	0	363734	829446	3899441	0	0	0	0	0	622871	69900	11641	57923	6740	-18320	9724	0	0	0	9724	10	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1388	1388	0	0	1388	0	0	0	0	0	0	0	281152	0	0	0	281152	0	0	15829	79863	2691443	1056886	5000470	0	538289	528443	5000470	6067202	0	2465	2465	641842	0	0	215398					8380914																																																								
208347												CONF																																																																																																																																																																								1827	0	0	4046	1707	43086	0	183	0	3336	42934	0	0	0	0	3536	0	0	0	25	0	0	183	183	373	9727	10291	2398	22903	134	0	0.0781	0.1178	0.1117	0	0	0	3353	183	-17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30007	
208440												CONF																																																																																																																																																																								3400	0	0	3456	6592	63204	0	552	0	5498	61843	5	0	0	0	6123	0	0	0	0	0	0	552	552	744	15130	8656	2321	39299	0	0	0.0901	0.1312	0.1194	0	0	0	5571	552	-73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46654	
208459												CONF																																																																																																																																																																								564	0	0	0	3799	39240	0	796	0	4917	38141	0	0	0	0	5300	0	0	0	520	0	0	407	407	261	9422	380	325	29949	0	0	0.128287	0.164832	0.152174	0	0	0	4893	407	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	389	32154	
208655												CONF																																																																																																																																																																								5052	0	0	0	52941	169260	0	1215	0	14214	166569	0	0	0	0	14621	0	0	245	14256	0	0	1264	1264	4733	54172	9577	6579	101317	0	0	0.0808	0.1177	0.1076	0	0	0	13357	1264	-352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	124191	
208927												CONF																																																																																																																																																																								305619	0	0	400	1176644	7152062	10	76017	0	723430	6995681	1364	0	0	0	598625	272485	0	222134	206273	0	42288	71421	113719	182222	1604350	411292	258689	4797451	42307	1267	0.0719	0.1049	0.0849	0	0	0	484906	113719	-9893	5690	119142	480123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13488	0	4596	5709063	
208972												CONF																																																																																																																																																																								6360	0	0	0	6863	72877	0	299	0	11204	72968	0	0	0	0	11574	0	0	0	414	0	0	299	299	176	24409	35808	1576	12898	0	0	0.15452	0.321295	0.312994	0	0	0	11275	299	-71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36023	
209139												CONF																																																																																																																																																																								7412	0	0	6090	3509	138361	0	1562	0	12402	132485	0	0	0	0	14105	0	0	0	1268	0	0	1180	1678	3760	16279	58957	6373	60964	818	0	0.0938	0.15	0.1321	0	0	0	12427	1678	-25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	382	94060	
209148												CONF																																																																																																																																																																								7046	0	0	0	40973	192294	0	1758	0	19275	187656	1448	0	0	0	18336	0	0	0	2895	0	0	1693	1693	6588	53175	23192	11966	111429	688	0	0.0901	0.1355	0.123	0	0	0	16643	1693	-219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	135335	
209335												CONF																																																																																																																																																																								6767	0	0	0	9764	201741	0	1864	0	17118	194191	0	0	0	0	15328	0	0	0	17900	0	0	1864	1864	1753	22865	37781	6784	137552	1244	0	0.0707	0.0883	0.0775	0	0	0	13464	1864	-133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	173652	
209362												CONF																																																																																																																																																																								13664	0	0	493	272	31017	0	245	0	3714	29142	0	0	0	0	3959	0	0	0	1424	0	0	245	245	984	15055	0	365	15223	0	0	0.1274	0.209	0.196	0	0	0	3714	245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18946	
209447												CONF																																																																																																																																																																								4812	0	0	0	16419	53361	0	500	0	5322	52410	0	0	0	0	5813	0	0	0	0	0	0	405	405	3485	15211	11862	3029	23433	0	0	0.1032	0.1799	0.1674	0	0	0	5408	405	-86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	32311	
209559												CONF																																																																																																																																																																								915	0	0	0	29814	48766	0	988	0	9996	50016	0	0	0	0	10442	0	0	0	4	0	0	309	309	767	22621	12788	1292	13785	0	0	0.2026	0.4346	0.4218	0	0	0	10133	309	-137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	679	24026	
209830												CONF																																																																																																																																																																								4346	0	0	0	11567	124607	0	1002	0	11509	122400	0	0	0	0	12723	0	0	0	0	0	0	1002	1002	1823	21799	18447	3840	83776	0	0	0.0958	0.1301	0.1199	0	0	0	11721	1002	-212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97781	
209858												CONF																																																																																																																																																																								5448	0	0	0	29070	163033	0	1471	0	14619	161951	0	0	0	0	16287	0	0	3659	1442	0	0	1481	1481	9453	30997	15747	6011	108788	57	0	0.0914	0.1299	0.1181	0	0	0	14806	1481	-187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125411	
210238												CONF																																																																																																																																																																								21720	0	0	35598	91540	377432	0	4291	0	48291	384280	0	0	0	0	50933	0	0	890	0	0	0	3067	3067	11816	111986	70482	11832	187012	0	0	0.124748	0.208658	0.196093	0	0	0	47866	3067	-154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1224	244098	
210256												CONF																																																																																																																																																																								8010	0	0	0	25512	107587	0	528	0	9322	107011	333	0	0	0	9605	0	0	0	1491	0	0	528	528	2933	19760	31475	3333	54021	0	0	0.0851	0.1289	0.1218	0	0	0	9077	528	-74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74524	
210434	13269241	0	22589	939978	9054782	40151340	0	81206	0	2606912	37778315	CONF	0	134670483	1309308	3013555	316349	61520925	192720	11268899	-404	774315	90145	864460	883310	25214393	2639384	2267402	9747188	473	0	0.057991	0.111337	0.079982	0	0	0	2164888	864460	-4744	1132063	1237720	532262	175943	0	0	0	0	0	0	0	0	0	0	0	0	0	1770242	0	0	27067038	37331143	0	0	0	0	0	11533695	0	0	0	2462584	2462584	0	336658	24374	2101552	0	0	447172	0	0	0	0	15793	0	65921	13203320	0	0	13677	848026	4966	73309	-8209	56015	9006976	0	0	0	0	0	473	0	0	418212	1085751	2623255	7406477	1309308	0	0	0	0	2881780	447172	42076	114440	10690	1667065	96360	0	6407	0	89953	3770	0	1108	0	2662	0	0	0	0	134670483	121403827	13266656	0	0	0	0	0	0	0	0	0	0	0	0	0	216084	216084	166084	50000	0	0	5634450	199110	92355	0	5342985	0	834691	935551	122652331	39802268	3599309	17284340	0	7960454	1799655	17284340	27067038	287409	955880	1243289	2164888	0	0	797767					26705265																																																								
210443												CONF																																																																																																																																																																								2366	0	0	75	16234	46546	0	285	0	3537	45507	0	0	0	0	3947	0	0	0	766	0	0	285	285	659	18932	14021	1816	13407	0	0	0.0805	0.1599	0.1483	0	0	0	3662	285	-125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24688	
210452												CONF																																																																																																																																																																								270	0	0	83	1385	24415	0	301	0	2052	23800	0	0	0	0	2135	0	0	0	0	0	0	233	233	278	1676	8601	1283	14025	0	0	0.0804	0.1148	0.1023	0	0	0	1902	233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	18593	
210555												CONF																																																																																																																																																																								819	0	0	28583	0	98825	0	990	0	11064	100033	0	0	0	0	11859	0	0	0	1154	0	0	795	795	12641	13295	28469	2570	45410	0	0	0.110604	0.187124	0.17458	0	0	0	11064	795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	195	63375	
211114												CONF																																																																																																																																																																								4749	0	0	500	34925	101264	0	1483	0	7671	102575	0	0	0	0	8602	0	0	0	2559	0	0	777	777	3780	30598	27857	5296	40666	0	0	0.0763	0.1401	0.1274	0	0	0	7825	777	-154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	721	61403	
211338												CONF																																																																																																																																																																								1833	0	0	0	7748	92959	0	933	0	7616	92396	47	0	0	0	8585	0	0	0	0	0	0	906	906	26	12595	22777	2022	58562	0	0	0.08311	0.118492	0.105987	0	0	0	7679	906	-63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	72452	
211851												CONF																																																																																																																																																																								964	0	0	0	9383	57450	0	464	0	5951	57449	0	0	0	0	6348	0	0	0	0	0	0	464	464	207	5912	10634	1821	41049	0	0	0.1024	0.1333	0.1236	0	0	0	5884	464	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47619	
211954												CONF																																																																																																																																																																								2332	0	0	0	1972	51877	0	440	0	3966	53060	0	0	0	0	4425	0	0	0	1088	0	0	440	440	2032	4894	2549	5288	42870	0	0	0.075104	0.096683	0.08707	0	0	0	3985	440	-19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45768	
212018												CONF																																																																																																																																																																								12032	0	0	25427	52433	263122	0	1257	0	21844	259485	0	0	0	0	23449	0	0	676	0	0	0	1257	1257	13501	77576	96774	15038	77108	0	0	0.085557	0.165896	0.157003	0	0	0	22192	1257	-450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141348	
212120												CONF																																																																																																																																																																								9326	0	0	0	179554	243888	0	1502	0	19932	249091	0	0	0	0	22139	0	0	1269	0	0	0	1395	1395	4325	156243	13359	4408	73003	0	0	0.0833	0.1986	0.1861	0	0	0	20744	1395	-962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	111460	
212335												CONF																																																																																																																																																																								2260	0	0	0	9414	81361	0	937	0	9755	81071	0	0	0	0	6742	0	0	20	609	0	0	727	727	2002	11521	18912	1897	46123	0	0	0.0779	0.1163	0.1037	0	0	0	6015	727	-85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	210	57988	
212344												CONF																																																																																																																																																																								1982	0	0	0	32189	69106	0	709	0	14433	70356	0	0	0	0	14470	0	0	0	0	0	0	518	518	1563	27264	10289	2560	30867	0	0	0.2001	0.3501	0.3376	0	0	0	13952	518	-160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	191	41332	
212456												CONF																																																																																																																																																																								28524	0	0	303	6431	68773	0	481	0	5180	66385	0	0	0	0	5624	0	0	0	358	0	0	363	363	2235	45566	4009	1315	17525	0	0	0.07925	0.195271	0.182667	0	0	0	5261	363	-81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	28801	
212465	2915041	0	0	0	9821368	50586870	0	339976	0	4459332	49638005	CONF	6875	1974802	379711	4509519	4202459	1436095	335055	15407046	-28047	20000	421350	441350	909945	13478484	11949875	2754360	24019549	11135	0	0.0828	0.1026	0.0925	0	0	0	4068332	441350	-80366	260066	9665308	3467682	53353	0	0	0	0	0	0	0	123644	708703	0	0	0	0	232892	0	0	43966515	49138592	0	0	0	0	0	32941898	0	0	0	3994892	3994892	1343	868988	0	3124561	0	0	499397	16	0	0	0	163	0	578360	2336681	0	0	0	0	0	0	-130147	179434	7977890	53961	1740230	0	0	0	0	11135	0	67091	1541022	11882554	19451231	246284	0	58798	12036	62593	3403500	452856	85060	109900	1324	229017	167528	0	10962	0	156566	40176	516	13491	0	26169	6875	0	0	6875	1974802	1974802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7703523	0	0	0	7703523	0	121655	111237	2886606	14493580	12061112	35037243	0	2898716	6030556	35037243	43966515	0	1454193	1454193	4068348	0	0	2165697					48406986																																																								
212522												CONF																																																																																																																																																																								15655	0	0	0	131009	424747	0	5630	0	35312	423825	91	0	0	0	40021	0	0	1306	0	0	0	3415	3415	7747	139736	86358	25324	198528	2817	0	0.086382	0.147692	0.135089	0	0	0	36606	3415	-1352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2215	270976	
212979												CONF																																																																																																																																																																								16583	0	0	0	124765	644595	0	4844	0	64179	644355	502	0	0	0	53618	0	0	86	0	0	0	4844	4844	16149	138169	194993	39079	285096	6693	0	0.0777	0.1282	0.1166	0	0	0	48774	4844	-942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	418346	
213538												CONF																																																																																																																																																																								6368	0	0	16521	63971	118868	0	587	0	22238	119919	0	0	0	0	23716	0	0	0	0	0	0	468	468	55141	29892	9391	3008	26561	0	0	0.193864	0.636022	0.623471	0	0	0	23248	468	-1010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	37288	
213912												CONF																																																																																																																																																																								2684	0	0	34	9671	83770	0	494	0	6262	82346	0	0	0	0	6839	0	0	0	0	0	0	494	494	0	12160	42837	4990	29397	0	0	0.077059	0.128437	0.119159	0	0	0	6345	494	-90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53248	
213958												CONF																																																																																																																																																																								1837	0	0	0	4896	47366	0	335	0	4118	46450	0	0	0	0	4449	0	0	0	0	0	0	336	336	1381	6022	7545	4011	32748	368	0	0.0885	0.1179	0.109	0	0	0	4113	336	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37725	
214106												CONF																																																																																																																																																																								11470	0	0	0	87225	288769	1	1249	0	28619	292320	0	0	0	0	29889	0	0	0	0	0	0	1249	1250	4844	102231	121934	10062	61044	0	0	0.098	0.2098	0.201	0	0	0	28639	1250	-20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142457	
214414												CONF																																																																																																																																																																								24052	0	0	0	183683	701830	0	6182	0	66669	689284	1758	0	0	0	88837	0	0	0	16049	0	15000	6292	21292	11228	186559	107765	30089	403788	0	0	0.098	0.1767	0.1344	0	0	0	67545	21292	-876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	655	502705	
214571												CONF																																																																																																																																																																								2913	0	0	980	19992	119230	0	689	0	10619	119363	0	0	0	0	11309	0	0	0	0	0	0	689	689	4019	18315	30780	5646	66931	8561	0	0.088996	0.131524	0.123511	0	0	0	10620	689	-174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0	85984	
214722												CONF																																																																																																																																																																								14270	0	0	0	53124	380035	0	4922	0	32667	381134	0	0	0	0	35889	0	0	0	60143	0	0	4117	4117	11726	51067	34849	19413	285070	0	0	0.0834	0.1092	0.0967	0	0	0	31772	4117	895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	805	328592	
214807	2538000	0	602000	0	1587000	31950000	20000	119000	0	7791000	31163000	CONF	0	0	5692000	7713000	1445000	2535000	35000	5806000	0	0	147000	374000	11460000	3480000	203000	4602000	10778000	585000	414000	0.2389	0.4529	0.431	0	0	0	7339000	374000	18000	297000	5486000	3256000	923000	456000	0	0	0	0	0	0	3193000	4555000	2207000	1080000	286000	0	1053000	0	0	17028500	30715000	0	0	0	0	66000	6523000	2000	24000	24000	1933000	1933000	0	650000	0	1283000	0	14000	34000	0	0	207000	0	0	0	39000	2499000	0	0	0	0	0	0	8000	1501000	0	0	78000	0	0	0	0	585000	0	224000	649000	203000	5447000	5692000	0	0	0	0	5209000	448000	126000	33000	0	6029000	17500	0	0	0	17500	1200	0	0	0	1200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2903000	0	0	0	2903000	0	114000	939000	11460000	4244000	1142000	15006700	0	848800	571000	15006700	17028500	9570000	299000	9935000	7753000	0	0	2362000					24127000																																																								
214843												CONF																																																																																																																																																																								3581	0	0	0	28149	155126	0	1211	0	12152	154816	0	0	0	0	13654	0	0	0	7744	0	0	1211	1211	3543	18796	38461	7306	95843	0	0	0.080373	0.111251	0.101384	0	0	0	12443	1211	-291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122732	
215130												CONF																																																																																																																																																																								2994	0	0	8000	31443	502533	0	6371	0	67869	508449	0	0	0	0	94317	0	0	0	12912	0	22000	6371	28371	5614	35102	13792	6374	433420	0	0	0.1297	0.1656	0.1158	0	0	0	65946	28371	1923	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	569445	
215251												CONF																																																																																																																																																																								1287	0	0	0	8013	41208	0	317	0	4809	39374	0	0	0	0	5154	0	0	156	206	0	0	317	317	483	10097	14771	2215	16216	0	0	0.1228	0.1996	0.1873	0	0	0	4837	317	-28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25827	
215345												CONF																																																																																																																																																																								3999	0	0	0	45998	219213	0	2950	0	20418	219329	0	0	0	0	20933	0	0	0	12693	0	0	2174	2174	1596	50457	27302	9782	141168	0	0	0.0863	0.1209	0.1083	0	0	0	18759	2174	-363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	776	173139	
215354												CONF																																																																																																																																																																								5033	0	0	0	15465	147590	0	1021	0	10609	148582	1094	0	0	0	11784	0	0	165	7130	0	0	1021	1021	2173	28358	29699	5289	88534	0	0	0.0724	0.104	0.095	0	0	0	10763	1021	-154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113257	
215653												CONF																																																																																																																																																																								1301	0	0	524	1520	17295	0	275	0	1802	17554	0	0	0	0	1985	0	0	0	0	0	0	176	176	1301	2044	639	966	13586	0	0	0.1031	0.1396	0.1273	0	0	0	1809	176	-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	14216	
215662												CONF																																																																																																																																																																								15275	0	0	6000	66854	513538	0	3844	0	34969	501160	45	0	0	0	39303	0	0	5359	25536	0	0	3844	3844	5545	102279	47828	23853	362927	0	0	0.070796	0.0926	0.083543	0	0	0	35459	3844	-790	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	424440	
215710												CONF																																																																																																																																																																								15504	0	0	7891	63765	408503	76	2950	0	43770	406582	0	0	0	0	47706	0	0	753	9268	0	0	2950	3026	7334	82231	143774	22473	178614	0	0	0.109892	0.175417	0.16429	0	0	0	44680	3026	-910	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	271958	
215756												CONF																																																																																																																																																																								15017	0	0	1852	44809	383572	0	4171	0	44432	382457	0	0	0	0	48919	0	0	0	20396	0	0	4171	4171	2383	17997	59035	12082	308838	0	0	0.117	0.1397	0.1277	0	0	0	44748	4171	-316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350290	
215952												CONF																																																																																																																																																																								3324	0	0	306	3745	45812	0	459	0	3687	43746	0	0	0	0	4146	0	0	0	0	0	0	453	453	705	11110	1168	7976	33294	0	0	0.0844	0.1145	0.102	0	0	0	3693	453	-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	36203	
216164												CONF																																																																																																																																																																								28888	0	0	67	0	88796	0	381	0	5643	80633	0	0	0	0	6024	0	0	0	0	0	0	381	381	732	48548	8322	2829	31575	0	0	0.07	0.127	0.119	0	0	0	5643	381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47421	
