"IDRSSD"	RCFD0211	RCFD0213	RCFD0416	RCFD1286	RCFD1287	RCFD1289	RCFD1290	RCFD1291	RCFD1293	RCFD1294	RCFD1295	RCFD1297	RCFD1298	RCFD1737	RCFD1738	RCFD1739	RCFD1741	RCFD1742	RCFD1743	RCFD1744	RCFD1746	RCFD1754	RCFD1771	RCFD1772	RCFD1773	RCFD1778	RCFD8496	RCFD8497	RCFD8498	RCFD8499	RCFD8782	RCFD8783	RCFDA248	RCFDA510	RCFDA511	RCFDA549	RCFDA550	RCFDA551	RCFDA552	RCFDA553	RCFDA554	RCFDA555	RCFDA556	RCFDA557	RCFDA558	RCFDA559	RCFDA560	RCFDA561	RCFDA562	RCFDB838	RCFDB839	RCFDB840	RCFDB841	RCFDB842	RCFDB843	RCFDB844	RCFDB845	RCFDB846	RCFDB847	RCFDB848	RCFDB849	RCFDB850	RCFDB851	RCFDB852	RCFDB853	RCFDB854	RCFDB855	RCFDB856	RCFDB857	RCFDB858	RCFDB859	RCFDB860	RCFDB861	RCFDC026	RCFDC027	RCFDC988	RCFDC989	RCFDG300	RCFDG301	RCFDG302	RCFDG303	RCFDG304	RCFDG305	RCFDG306	RCFDG307	RCFDG308	RCFDG309	RCFDG310	RCFDG311	RCFDG312	RCFDG313	RCFDG314	RCFDG315	RCFDG316	RCFDG317	RCFDG318	RCFDG319	RCFDG320	RCFDG321	RCFDG322	RCFDG323	RCFDG324	RCFDG325	RCFDG326	RCFDG327	RCFDG328	RCFDG329	RCFDG330	RCFDG331	RCFDG336	RCFDG337	RCFDG338	RCFDG339	RCFDG340	RCFDG341	RCFDG342	RCFDG343	RCFDG344	RCFDG345	RCFDG346	RCFDG347	RCFDG348	RCFDG349	RCFDG350	RCFDG351	RCFDG352	RCFDG353	RCFDG354	RCFDG355	RCFDG356	RCFDG357	RCFDG358	RCFDG359	RCFDG360	RCFDG361	RCFDG362	RCFDG363	RCFDG364	RCFDG365	RCFDG366	RCFDG367	RCFDG368	RCFDG369	RCFDG370	RCFDG371	RCFDG372	RCFDG373	RCFDG374	RCFDG375	RCON0211	RCON0213	RCON0416	RCON1286	RCON1287	RCON1289	RCON1290	RCON1291	RCON1293	RCON1294	RCON1295	RCON1297	RCON1298	RCON1737	RCON1738	RCON1739	RCON1741	RCON1742	RCON1743	RCON1744	RCON1746	RCON1754	RCON1771	RCON1772	RCON1773	RCON1778	RCON8496	RCON8497	RCON8498	RCON8499	RCON8782	RCON8783	RCONA248	RCONA510	RCONA511	RCONA549	RCONA550	RCONA551	RCONA552	RCONA553	RCONA554	RCONA555	RCONA556	RCONA557	RCONA558	RCONA559	RCONA560	RCONA561	RCONA562	RCONB838	RCONB839	RCONB840	RCONB841	RCONB842	RCONB843	RCONB844	RCONB845	RCONB846	RCONB847	RCONB848	RCONB849	RCONB850	RCONB851	RCONB852	RCONB853	RCONB854	RCONB855	RCONB856	RCONB857	RCONB858	RCONB859	RCONB860	RCONB861	RCONC026	RCONC027	RCONC988	RCONC989	RCONG300	RCONG301	RCONG302	RCONG303	RCONG304	RCONG305	RCONG306	RCONG307	RCONG308	RCONG309	RCONG310	RCONG311	RCONG312	RCONG313	
1557																																																																																																																																																						0	0	5631	0	0	0	0	0	0	0	0	4885	5028	0	0	0	0	0	0	0	0	5479	5684	4926	5071	0	5479	5684	41	43	0	0	2519	0	0	503	2016	4057	2898	1076	0	0	0	0	0	0	0	0	0																									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1632																																																																																																																																																						0	0	25043	5121	5136	0	0	303	315	0	0	15987	16331	0	0	0	0	0	0	0	0	0	0	38868	40168	0	0	0	1120	1123	0	0	8172	0	0	4018	4154	165	8681	5887	0	103	0	0	0	7584	8028	0	1548																									0	0	0	0	0	0	0	0	0	0	14796	15715	0	0	0	0	0	0	
1669																																																																																																																																																						0	0	41037	0	0	0	0	0	0	70873	74216	35211	36243	0	0	0	0	0	0	0	0	93542	97593	35217	36249	0	17558	18187	0	0	0	0	21772	0	0	2942	18829	45212	46921	10770	0	0	6	0	0	5111	0	0	0																									0	0	0	0	0	0	0	0	5111	5190	6	6	0	0	0	0	0	0	
1829																																																																																																																																																						0	0	18430	0	0	0	0	0	0	0	0	17886	17892	0	0	1508	1567	0	0	0	0	0	0	77696	78698	0	0	0	17566	17529	4000	3948	3847	1917	1327	554	2590	7209	5485	13722	7428	740	778	1532	149	28801	8383	0	0																									0	0	0	0	0	0	1271	1346	0	0	37548	39037	0	0	0	0	0	0	
1856																																																																																																																																																						0	0	71905	0	0	0	0	0	0	0	0	30506	29123	0	0	0	0	0	0	0	0	41888	42960	90852	87610	0	1938	2051	2803	2774	0	0	50	0	0	0	4728	100	98	28909	0	0	0	334	0	0	0	72771	22557																									0	0	0	0	0	0	0	0	0	0	325	335	0	0	0	0	39950	40909	
2040																																																																																																																																																						0	0	16895	0	0	0	0	317	318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46611	45967	0	0	0	19563	20184	0	0	10374	0	0	1318	364	3082	4266	12472	0	0	0	0	322	6781	1108	9386	6867																									0	0	0	0	0	0	0	0	0	0	7959	8212	0	0	0	0	0	0	
2161																																																																																																																																																						0	0	23343	0	0	0	0	0	0	0	0	3428	3429	0	0	0	0	0	0	0	0	2	2	41894	42842	0	0	0	9229	9415	1056	1050	1157	0	0	402	756	2878	1835	6304	670	0	0	0	1093	24632	4275	0	0																									0	0	0	0	2	2	426	453	0	0	28811	29545	0	0	0	0	0	0	
2376																																																																																																																																																						0	0	352607	0	0	0	0	0	0	0	0	310775	311194	0	0	2000	2083	0	0	0	0	86181	88223	413108	417152	0	0	0	0	0	0	0	5098	5148	5361	0	0	76262	212067	24949	0	11968	23202	16142	3423	29809	2754	95965	1432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2423	2426	0	0	40328	41436	42619	44546	0	0	0	0	43430	44361	
2451																																																																																																																																																						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	76	0	0	0	76	76	0	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0																									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2554																																																																																																																																																						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0																									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2732																																																																																																																																																						0	0	37525	0	0	0	0	0	0	0	0	10429	10711	0	0	550	550	0	0	0	0	0	0	56788	59032	0	0	0	45809	47771	0	0	11144	0	0	2897	8798	27779	17171	2387	0	0	0	0	0	0	0	0	0																									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2750																																																																																																																																																						0	0	7651	0	0	0	0	0	0	0	0	3496	3454	0	0	521	496	0	0	0	0	0	0	11786	11799	0	0	0	2432	2416	1500	1492	905	0	0	0	397	124	117	4663	1043	496	1582	1887	120	0	1347	0	0																									0	0	0	0	0	0	2068	2103	0	0	3269	3330	0	0	0	0	0	0	
2938																																																																																																																																																						0	0	52753	0	0	0	0	1075	1106	0	0	29829	30772	0	0	0	0	0	0	0	0	0	0	70419	73118	0	0	0	1460	1499	0	0	7268	0	0	3001	4079	2758	16829	6710	0	0	189	628	0	25299	13547	0	78																									0	0	0	0	0	0	4892	4922	0	0	33086	34741	0	0	0	0	0	0	
3252																																																																																																																																																						0	0	35824	0	0	0	0	1346	1330	0	0	8556	8564	0	0	1249	1230	0	0	0	0	100	100	64941	65836	0	100	100	8824	8904	8407	8409	583	0	0	1983	483	1612	3013	12642	395	0	0	162	719	6285	9433	0	29209																									0	0	0	0	0	0	2191	2360	0	0	13707	14239	0	0	0	0	0	0	
3458																																																																																																																																																						0	0	6387	0	0	0	0	0	0	0	0	6892	7027	0	0	453	473	0	0	0	0	2084	2105	7345	7500	0	2084	2105	0	0	0	0	2125	0	0	404	1721	2200	972	4062	225	0	0	0	0	0	0	0	0																									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3720																																																																																																																																																						0	0	23501	0	0	0	0	0	0	0	0	10675	10720	0	0	0	0	0	0	0	0	7335	7500	38206	39210	0	7335	7500	7560	7816	750	752	4758	0	0	3263	775	4288	10395	7149	0	118	603	339	796	14143	4378	298	0																									0	0	0	0	0	0	6621	6698	0	0	13059	13678	0	0	0	0	0	0	
3953																																																																																																																																																						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	0	0	0	0	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0																									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
