"IDRSSD"	RCONC969	RCONC970	RCONC971	RCONC972	RCONC973	RCONC974	RCONC975	RCONC978	RCONF164	RCONF165	RCONG401	RCONG402	RCONG403	RCONG404	RCONG405	RCONG406	RCONG407	RCONG408	RCONG409	RCONG410	RCONG411	RCONG412	RCONG413	RCONG414	RCONG415	RCONG416	RCONG417	RCONG418	RCONG419	RCONG420	RCONG421	RCONG422	RCONG423	RCONG424	RCONG425	RCONG426	RCONG427	RCONG428	RCONG429	RCONG430	RCONG431	RCONG432	RCONG433	RCONG434	RCONG435	RCONG436	RCONG437	RCONG438	RCONG439	RCONG440	RCONG441	RCONG442	RCONG443	RCONG444	RCONG445	RCONG446	RCONG447	RCONG448	RCONG449	RCONG450	RCONG451	RCONG452	RCONG453	RCONG454	RCONG455	RCONG456	RCONG457	RCONG458	RCONG459	RCONG460	RCONG461	RCONG462	TEXT3555	TEXT3556	TEXT3557	TEXT5592	TEXT5593	TEXT5594	TEXT5595	
185037	0	0	0	0	0	0	0	45028	2214	6452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
185251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
185448	0	0	0	0	0	0	0	0	1136	1199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
185457	0	0	0	0	0	0	0	0	0	248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
185859	0	0	0	0	0	0	0	0	5982	21979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
186221	0	0	0	0	0	0	0	0	1256	19954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
186548	0	0	0	0	0	0	0	0	150	759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
186717	0	0	0	0	0	0	0	0	1190	12959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
186744	0	0	0	0	0	0	0	0	1168	5502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
186838	0	0	0	0	0	0	0	0	4577	1623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
186856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
187358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
187451	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
187648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
187899	0	0	0	0	0	0	0	0	1001	1895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
187947	0	0	0	0	0	0	0	0	153	888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
188056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
188430	0	0	0	0	0	0	153375	0	105	1313	0	153375	0	0	0	0	0	0	0	0	0	153375	0	0	0	0	0																																																					
188449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
188720	0	0	0	0	0	0	0	0	1251	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
188739	0	0	0	0	0	0	0	0	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
188757	0	0	0	0	0	0	0	0	0	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
188917	0	0	0	0	0	0	0	0	0	623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
188926	0	0	0	0	0	0	0	0	101	1050	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
189044	0	0	0	0	0	0	0	0	4531	23143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
189129	0	0	0	0	0	0	0	0	482	5594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
189352	0	0	0	0	0	0	0	0	1543	36770	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
189549	0	0	0	0	0	0	0	0	64	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
189745	0	0	0	0	0	0	0	0	2170	30682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
189820	0	0	0	0	0	0	0	0	0	1175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
189950	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
190246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
190451	0	0	0	0	0	0	0	0	3625	1556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
190554	0	0	0	0	0	0	0	0	2	1030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
190563	0	0	0	0	0	0	0	0	0	3557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
190639	0	0	0	0	0	0	0	0	130	4158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
190648	0	0	0	0	0	0	0	0	50	1400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
190947	0	0	0	0	0	0	0	0	272	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
190956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
191355	0	0	0	0	0	0	0	0	136	3789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
191449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
191935	0	0	0	0	0	0	0	0	883	9816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
192147	0	0	0	0	0	0	0	7000	1292	653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
192156	0	0	0	0	0	0	0	0	15960	10714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
192558	0	0	0	0	0	0	0	0	523	1057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
192651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
192857	0	0	0	0	0	0	0	0	0	2539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
193162	0	0	0	0	0	0	0	0	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
193247	0	0	0	0	0	0	0	0	2003	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
193461	0	0	0	0	0	0	0	0	0	1935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
193537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
193649	0	0	0	0	0	0	0	0	177	602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
193809	0	0	0	0	0	0	0	0	380	10733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
194253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
194440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
194936	0	0	0	0	0	0	0	0	7065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
195111	0	0	0	0	0	0	0	0	1280	15240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
195157	0	0	0	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
195456	0	0	0	0	0	0	0	9200	437	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
196257	0	0	0	0	0	0	0	500	233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
196743	0	0	0	0	0	0	0	0	401	2034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
196752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
196800	0	0	0	0	0	0	0	0	16322	1447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
197142	0	0	0	0	0	0	0	0	1282	2762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
197254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
197302	0	0	0	0	0	0	0	0	0	9877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
197357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
197478																																																																																
197759	0	0	0	0	0	0	0	0	89	2054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
198046	0	0	0	0	0	0	0	0	310	713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
198103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
198149	0	0	0	0	0	0	0	0	2831	1570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
198251	0	0	0	0	0	0	0	0	40	2071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
198831	0	0	0	0	0	0	0	0	2062	3581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
198859	0	0	0	0	0	0	0	6875	278	608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
198961	0	0	0	0	0	0	0	0	235	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
199052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
199137	0	0	0	0	0	0	0	0	0	408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
199351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
199436	0	0	0	0	0	0	0	0	814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
199454	0	0	0	0	0	0	0	0	179	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
199463	0	0	0	0	0	0	0	0	364	668	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
199940	0	0	0	0	0	0	0	0	55	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
200042	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
200435	0	0	0	0	0	0	0	0	452	5411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
200640	0	0	0	0	0	0	0	0	572	14694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
201049	0	0	0	0	0	0	0	0	656	888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
201254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
201441	0	0	0	0	0	0	0	0	311	2928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
201638	0	0	0	0	0	0	0	0	976	11202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
201647	0	0	0	0	0	0	0	0	463	165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
201834	0	0	0	0	0	0	0	0	5653	27002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
202251	0	0	0	0	0	0	0	0	431	1032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
202514	0	0	0	0	0	0	0	0	1146	544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
202541	0	0	0	0	0	0	0	0	222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
202550	0	0	0	0	0	0	0	0	4467	3037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
202907	0	0	0	0	0	0	0	0	31801	59475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
203052	0	0	0	0	0	0	0	1200	0	223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
203418	0	0	0	0	0	0	0	0	1604	14777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
203575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
204004	0	0	0	0	0	0	0	0	878	164591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
204237	0	0	0	0	0	0	0	0	1079	786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
204826	0	0	0	0	0	0	0	0	509	830	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
205159	0	0	0	0	0	0	0	2000	17	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
205243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
205346	0	0	0	0	0	0	0	0	1151	1014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
205458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
205542	0	0	0	0	0	0	0	0	0	436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
205654	0	0	0	0	0	0	0	292110	12920	9796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
206156	0	0	0	0	0	0	0	0	575	1428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
206174	0	0	0	0	0	0	0	0	164	5557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
206772	0	0	0	0	0	0	0	0	0	2540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
206950	0	0	0	0	0	0	0	0	307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
207041	0	0	0	0	0	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
207050	0	0	0	0	0	0	0	0	5010	15099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
207452	0	0	0	0	0	0	0	0	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
207555	0	0	0	0	0	0	0	0	787	2010	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
207845	0	0	0	0	0	0	0	0	1157	31634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
207872	0	0	0	0	0	0	0	0	2326	4339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
207957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
208057	0	0	0	0	0	0	0	0	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
208169	0	0	0	0	0	0	0	0	4791	15673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
208244																																																																																
208347	0	0	0	0	0	0	0	0	245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
208440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
208459	0	0	0	0	0	0	0	0	18	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
208655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
208972	0	0	0	0	0	0	0	0	222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
209148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
209335	0	0	0	0	0	0	0	0	1477	10294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
209362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
209447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
209559	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
209830	0	0	0	0	0	0	0	0	1542	1254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
209858	0	0	0	0	0	0	0	0	1355	12002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
210238	0	0	0	0	0	0	0	0	1182	5125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
210256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
210434																																																																												Bank Placements				
210452	0	0	0	0	0	0	0	0	693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
210555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
211114	0	0	0	0	0	0	0	0	0	695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
211338	0	0	0	0	0	0	0	0	267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
211851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
211954	0	0	0	0	0	0	0	0	1198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
212018	0	0	0	0	0	0	0	0	440	2461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
212335	0	0	0	0	0	0	0	0	1088	188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
212344	0	0	0	0	0	0	0	0	786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
212465																																																																																
212522	0	0	0	0	0	0	0	0	1585	12803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
213538	0	0	0	0	0	0	0	0	2225	2201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
213912	0	0	0	0	0	0	0	0	564	664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
213958	0	0	0	0	0	0	0	0	207	491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
214414	0	0	0	0	0	0	0	0	0	6440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
214722	0	0	0	0	0	0	0	0	6063	21586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
214807																																																																																
214843	0	0	0	0	0	0	0	0	275	1226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
215130	0	0	0	0	0	0	0	0	2449	60383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
215251	0	0	0	0	0	0	0	0	76	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
215345	0	0	0	0	0	0	0	0	378	3113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
215354	0	0	0	0	0	0	0	3000	120	204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
215653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
215662	0	0	0	0	0	0	0	0	6755	9411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
215710	0	0	0	0	0	0	0	0	2291	2377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
216164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
216230	0	0	0	0	0	0	0	0	178	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
216445	0	0	0	0	0	0	0	0	172	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
216632	0	0	0	0	0	0	0	0	4841	12109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
216922	0	0	0	0	0	0	0	170000	18891	49703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
217059	0	0	0	0	0	0	0	0	161	1616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
217620	0	0	0	0	0	0	0	0	118	2413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
218131	0	0	0	0	0	0	0	0	4228	1375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
218261	0	0	0	0	0	0	0	0	1321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
218757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
218775	0	0	0	0	0	0	0	0	323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
218850	0	0	0	0	0	0	0	1200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
218878	0	0	0	0	0	0	0	0	1173	4827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
219044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
219138	0	0	0	0	0	0	0	0	135	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
219259	0	0	0	0	0	0	0	0	3805	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
219343	0	0	0	0	0	0	0	65000	4095	24439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
219651	0	0	0	0	0	0	0	0	2255	2008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
219857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
220059	0	0	0	0	0	0	0	0	0	185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
220527	0	0	0	0	0	0	0	0	7963	6495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
220545	0	0	0	0	0	0	0	0	6180	5799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
220844	0	0	0	0	0	0	0	0	319	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
221476	0	0	0	0	0	0	0	0	0	1600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
222053	0	0	0	0	0	0	0	0	123	1586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
222147	0	0	0	0	0	0	0	0	5031	93119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17328	0	0	0	0	4300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14338	0	0	0	0								
222156	0	0	0	0	0	0	0	0	352	606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
222446	0	0	0	0	0	0	0	0	296	1058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
222558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
222754	0	0	0	0	0	0	0	0	12539	9213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
223322	0	0	0	0	0	0	0	37000	16272	8112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
223331	0	0	0	0	0	0	0	16000	1269	14139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
223452	0	0	0	0	0	0	0	0	63	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
223751	0	0	0	0	0	0	0	0	948	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
223845	0	0	0	0	0	0	0	0	235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
224178	0	0	0	0	0	0	0	0	9705	14230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
224552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
224637	0	0	0	0	0	0	0	0	1494	5306	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
224655	0	0	0	0	0	0	0	0	1064	7475	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
224954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
225054	0	0	0	0	0	0	0	0	407	187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																														FHLB LOC TO SUPPORT PUBLIC FUNDS							
225157	0	0	0	0	0	0	0	0	307	2323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																														Deposit Bonds							
225241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
225250	0	0	0	0	0	0	0	5250	10	3318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
225335	0	0	0	0	0	0	0	0	13780	6197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
225559	0	0	0	0	0	0	0	0	2371	5578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
225942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																														safety check							
226659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
226734	0	0	0	0	0	0	0	0	60	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
226752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
226949	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
227151	0	0	0	0	0	0	0	0	43	825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
227179	0	0	0	0	0	0	0	0	1407	7071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
227357	0	0	0	0	0	0	0	0	10190	2761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
227656	0	0	0	0	0	0	0	0	2025	286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
228000	0	0	0	0	0	0	0	0	822	430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
228055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																					
