"IDRSSD"	RCFD0010	RCFD1395	RCFD1651	RCFD1754	RCFD1773	RCFD2170	RCFD2221	RCFD3123	RCFD3128	RCFD3210	RCFD3368	RCFD3411	RCFD3429	RCFD3433	RCFD3545	RCFD3792	RCFD3809	RCFD3812	RCFD3821	RCFD3833	RCFD4336	RCFD5306	RCFD5310	RCFD5311	RCFD5320	RCFD5327	RCFD5334	RCFD5339	RCFD5340	RCFD5369	RCFD5610	RCFD7204	RCFD7205	RCFD7206	RCFD7273	RCFD7274	RCFD7275	RCFD8274	RCFD8275	RCFD8434	RCFD8764	RCFD8766	RCFD8767	RCFD8769	RCFD8770	RCFD8771	RCFD8772	RCFD8773	RCFD8774	RCFD8775	RCFD8776	RCFD8777	RCFD8778	RCFD8779	RCFDA000	RCFDA001	RCFDA002	RCFDA167	RCFDA221	RCFDA222	RCFDA223	RCFDA224	RCFDA250	RCFDB503	RCFDB504	RCFDB505	RCFDB520	RCFDB528	RCFDB541	RCFDB542	RCFDB543	RCFDB546	RCFDB547	RCFDB548	RCFDB581	RCFDB582	RCFDB583	RCFDB588	RCFDB589	RCFDB590	RCFDB591	RCFDB592	RCFDB593	RCFDB594	RCFDB595	RCFDB596	RCFDB600	RCFDB601	RCFDB602	RCFDB603	RCFDB604	RCFDB605	RCFDB606	RCFDB607	RCFDB608	RCFDB609	RCFDB610	RCFDB611	RCFDB612	RCFDB617	RCFDB618	RCFDB619	RCFDB620	RCFDB621	RCFDB622	RCFDB623	RCFDB624	RCFDB625	RCFDB626	RCFDB627	RCFDB628	RCFDB629	RCFDB630	RCFDB631	RCFDB639	RCFDB640	RCFDB641	RCFDB642	RCFDB643	RCFDB644	RCFDB650	RCFDB651	RCFDB652	RCFDB653	RCFDB654	RCFDB655	RCFDB656	RCFDB657	RCFDB658	RCFDB659	RCFDB660	RCFDB661	RCFDB662	RCFDB663	RCFDB664	RCFDB665	RCFDB666	RCFDB667	RCFDB668	RCFDB669	RCFDB670	RCFDB671	RCFDB672	RCFDB673	RCFDB675	RCFDB676	RCFDB677	RCFDB678	RCFDB679	RCFDB680	RCFDB681	RCFDB682	RCFDB683	RCFDB684	RCFDB685	RCFDB686	RCFDB687	RCFDB688	RCFDB689	RCFDB690	RCFDB691	RCFDB693	RCFDB694	RCFDB695	RCFDB696	RCFDB697	RCFDB698	RCFDB699	RCFDB700	RCFDB701	RCFDB702	RCFDB703	RCFDB704	RCFDC063	RCFDC064	RCFDC225	RCFDC227	RCFDC228	RCFDC869	RCFDF264	RCFDG591	RCFDG592	RCFDG593	RCFDG594	RCFDG595	RCFDG596	RCFDG597	RCFDG598	RCFDG599	RCFDG600	RCFDG601	RCFDG602	RCON0010	RCON1395	RCON1651	RCON1754	RCON1773	RCON2170	RCON2221	RCON3123	RCON3128	RCON3210	RCON3368	RCON3411	RCON3429	RCON3433	RCON3545	RCON3792	RCON3809	RCON3812	RCON3821	RCON3833	RCON4336	RCON5306	RCON5310	RCON5311	RCON5320	RCON5327	RCON5334	RCON5339	RCON5340	RCON5369	RCON5610	RCON7204	RCON7205	RCON7206	RCON7273	RCON7274	RCON7275	RCON8274	RCON8275	RCON8434	RCON8764	RCON8766	RCON8767	RCON8769	RCON8770	RCON8771	RCON8772	RCON8773	
116077																																																																																																																																																																																																	5038	0	0	343	21110	214201	0	1629	0	14700	216461	0	0	0	0	16896	0	0	0	0	-514	0	1726	1726	6720	19242	100937	7894	104358	0	0	0.0701	0.1065	0.0956	0.0000	0.0000	0.0000	15170	1726	-43	0	0	0	0	0	0	0	0	
116358																																																																																																																																																																																																	3606	0	0	4145	1015	51561	0	453	0	4393	51993	0	0	0	0	4834	0	0	600	2588	0	0	453	453	563	10485	13803	1975	27152	0	0	0.0843	0.1281	0.1161	0.0000	0.0000	0.0000	4381	453	12	0	0	0	0	0	0	0	0	
116554																																																																																																																																																																																																	3017	0	0	301	1837	8271	0	56	0	729	8216	0	0	0	0	735	0	0	0	0	0	0	44	44	245	5119	969	217	1942	0	0	0.084104	0.210662	0.198051	0.000000	0.000000	0.000000	691	44	38	0	0	0	0	0	0	0	0	
116639																																																																																																																																																																																																	16087	0	0	3341	0	46066	0	528	0	6471	45745	0	0	0	0	6795	0	0	0	0	0	0	324	324	0	20254	9059	1483	17281	0	0	0.1415	0.2644	0.2518	0.0000	0.0000	0.0000	6471	324	0	0	0	0	0	0	0	0	0	
116732																																																																																																																																																																																																	2589	0	0	0	16608	46673	0	1512	0	5987	47071	290	0	0	0	6003	0	0	0	4	0	0	326	326	205	21524	8587	2964	17458	0	112	0.1209	0.2408	0.2277	0.0000	0.0000	0.0000	5677	326	198	0	0	0	0	0	0	0	0	
116741																																																																																																																																																																																																	7100	0	0	3029	43669	121130	0	700	0	14269	119058	0	0	0	0	13596	0	0	0	11305	0	0	700	700	1844	34982	35060	5522	48512	0	0	0.1085	0.1728	0.1639	0.0000	0.0000	0.0000	12896	700	1127	0	0	0	0	0	0	0	0	
117038																																																																																																																																																																																																	2102	0	0	0	20355	114453	0	1213	0	12425	115176	0	0	0	0	13237	0	0	0	0	0	0	1046	1046	1294	28905	14778	9045	70439	0	0	0.1058	0.1585	0.1460	0.0000	0.0000	0.0000	12191	1046	234	0	0	0	0	0	0	0	0	
117458																																																																																																																																																																																																	16175	0	0	13833	21817	259736	0	1955	0	28847	247460	0	0	0	0	25271	0	0	0	4463	0	0	1955	1955	8901	46214	31584	7927	169319	333	0	0.0963	0.1284	0.1184	0	0	0	23316	1955	277	0	0	0	0	0	0	0	0	
117672																																																																																																																																																																																																	10259	0	0	0	17055	93190	0	913	0	8459	92605	0	0	0	0	8943	0	0	0	0	0	0	637	637	5888	21782	39046	3494	27110	0	0	0.089693	0.157553	0.146330	0.000000	0.000000	0.000000	8306	637	153	0	0	0	0	0	0	0	0	
117775																																																																																																																																																																																																	4587	0	0	67	51382	95895	0	221	0	15250	95759	0	0	0	0	14765	0	0	0	0	0	0	221	221	9936	46242	14377	2059	24430	0	0	0.1519	0.3507	0.3454	0.0000	0.0000	0.0000	14544	221	706	0	0	0	0	0	0	0	0	
117841																																																																																																																																																																																																	4300	0	0	7950	63719	284312	0	6561	0	22292	290377	0	0	0	0	20587	0	0	0	2081	0	0	2814	2814	6954	58487	38096	28261	189210	0	5648	0.062421	0.093014	0.080300	0.000000	0.000000	0.000000	17773	2814	-1129	0	0	0	0	0	0	0	0	
118156																																																																																																																																																																																																	40211	0	0	387	11335	165344	0	699	0	15029	166532	0	0	0	0	15097	0	0	0	0	0	0	699	699	36990	13881	42220	8708	72277	0	0	0.0865	0.1564	0.1491	0.0000	0.0000	0.0000	14398	699	631	0	0	0	0	0	0	0	0	
118174																																																																																																																																																																																																	8414	0	0	47952	46744	243956	0	1191	0	20038	247645	204	0	0	0	20502	0	0	0	0	0	0	1301	1301	9113	94429	59071	15862	81220	2800	0	0.077554	0.158093	0.148061	0.000000	0.000000	0.000000	19201	1301	638	0	0	0	0	0	0	0	0	
118660																																																																																																																																																																																																	14956	0	0	0	0	163092	0	2192	0	15104	164532	0	0	0	0	16811	0	0	0	0	0	0	1707	1707	6410	11334	26439	2386	121101	0	0	0.0918	0.1235	0.1110	0.0000	0.0000	0.0000	15104	1707	0	0	0	0	0	0	0	0	0	
118736																																																																																																																																																																																																	7776	0	0	1397	37071	213096	0	1526	0	17195	211062	553	0	0	0	19206	0	0	0	3295	0	0	1526	1526	1052	31803	53870	19351	127382	0	0	0.0838	0.1182	0.1088	0.0000	0.0000	0.0000	17680	1526	-485	0	0	0	0	0	0	0	0	
119153																																																																																																																																																																																																	10259	0	0	0	180041	321732	0	1272	0	28551	316531	0	0	0	0	24542	0	0	0	19862	0	0	1272	1272	2490	173916	26260	5234	135549	0	0	0.073516	0.126072	0.119537	0.000000	0.000000	0.000000	23270	1272	5281	0	0	0	0	0	0	0	0	
119274																																																																																																																																																																																																	51515	0	0	4481	18098	334986	12	4667	0	34124	328953	0	0	0	0	31639	0	0	0	7743	0	0	3071	3083	60486	22332	28150	26576	223115	0	0	0.0883	0.1296	0.1170	0.0000	0.0000	0.0000	28556	3083	31	0	0	0	0	0	0	0	0	
119528																																																																																																																																																																																																	38906	0	0	0	102486	465404	0	3202	0	39959	460885	0	0	0	0	37224	0	0	1028	0	-729	0	3202	3202	36098	116466	117168	17865	191994	0	0	0.0748	0.1354	0.1238	0.0000	0.0000	0.0000	34022	3202	417	0	0	0	0	0	0	0	0	
119779																																																																																																																																																																																																	8593	0	0	250	62455	584070	62	7436	0	51355	578613	0	0	0	0	55588	0	0	0	1494	0	0	5182	5244	7330	68537	249469	33750	264410	155	0	0.0870	0.1348	0.1221	0	0	0	50344	5244	1011	0	0	0	0	0	0	0	0	
120542																																																																																																																																																																																																	14926	0	0	0	7726	158904	0	2647	0	21431	155255	0	0	0	0	22899	0	0	0	538	0	0	1545	1545	6477	34384	12130	4254	108483	0	0	0.1375	0.1870	0.1744	0.0000	0.0000	0.0000	21354	1545	77	0	0	0	0	0	0	0	0	
120609																																																																																																																																																																																																	11576	0	0	137	150344	614643	2083	3124	0	76727	592520	0	0	0	0	88173	0	0	535	16607	0	0	3124	5207	25855	100054	263493	51582	229521	0	0	0.140022	0.228095	0.214625	0.000000	0.000000	0.000000	82966	5207	-6239	0	0	0	0	0	0	0	0	
120953																																																																																																																																																																																																	5394	0	0	0	57678	130418	0	1387	0	16143	126816	0	0	0	0	16659	0	0	0	0	0	0	915	915	4091	65985	2350	4396	58822	0	0	0.1243	0.2291	0.2165	0.0000	0.0000	0.0000	15744	915	272	0	0	0	0	0	0	0	0	
121576																																																																																																																																																																																																	4209	0	0	1444	42520	155562	0	1907	0	12569	158102	0	0	0	0	13406	0	0	215	4381	0	0	1197	1197	10094	36552	48403	2702	61961	0	0	0.077222	0.141140	0.128537	0.000000	0.000000	0.000000	12209	1197	235	0	0	0	0	0	0	0	0	
121642																																																																																																																																																																																																	50996	0	0	168550	229350	2144987	0	19500	0	196443	2049248	1764	0	0	0	214579	21846	0	5288	55088	0	0	19500	19500	33660	494133	353529	162011	1282474	12232	0	0.095323	0.134914	0.122653	0.000000	0.000000	0.000000	195079	19500	-1287	345	0	0	0	0	0	0	0	
121651																																																																																																																																																																																																	5747	0	0	21939	62168	120424	0	569	0	17212	113443	0	0	0	0	17021	0	0	0	0	0	0	569	569	25537	49196	14527	1327	30582	0	0	0.1450	0.3556	0.3437	0.0000	0.0000	0.0000	16452	569	760	0	0	0	0	0	0	0	0	
121914																																																																																																																																																																																																	7581	0	0	0	9847	249653	0	1822	0	21197	246990	0	0	0	0	22923	0	0	0	10008	0	0	1822	1822	3020	17470	142584	12102	88255	0	0	0.0854	0.1380	0.1270	0	0	0	21101	1822	96	0	0	0	0	0	0	0	0	
122153																																																																																																																																																																																																	14046	0	0	223	14289	65892	0	318	0	6333	52129	0	0	0	0	6711	0	0	119	0	0	0	318	318	1186	45400	7876	1227	11840	0	0	0.1226	0.2690	0.2563	0.0000	0.0000	0.0000	6393	318	-60	0	0	0	0	0	0	0	0	
122546																																																																																																																																																																																																	2259	0	0	0	10252	38749	0	290	0	3381	38203	0	0	0	0	3791	0	0	0	3	0	0	284	284	752	14214	10638	790	14588	0	0	0.0918	0.1667	0.1542	0.0000	0.0000	0.0000	3507	284	-127	0	0	0	0	0	0	0	0	
122658																																																																																																																																																																																																	6190	0	0	30783	22983	314062	0	4681	0	26661	312888	0	0	0	0	29063	0	0	108	10895	0	0	2516	2516	3932	55775	147271	9630	111101	0	0	0.0848	0.1460	0.1334	0.0000	0.0000	0.0000	26547	2516	114	0	0	0	0	0	0	0	0	
122751																																																																																																																																																																																																	2819	0	0	0	3141	30013	0	346	0	2314	30503	0	0	0	0	2581	0	0	0	807	0	0	280	280	517	7918	3516	1430	18395	0	0	0.0754	0.1156	0.1031	0.0000	0.0000	0.0000	2301	280	13	0	0	0	0	0	0	0	0	
122854																																																																																																																																																																																																	46083	0	0	40090	3182	905127	0	6742	0	92574	889699	0	0	0	0	86100	0	0	453	7776	0	0	6742	6742	32267	87255	183312	64712	595821	147	0	0.090533	0.121371	0.111867	0	0	0	79358	6742	80	0	0	0	0	0	0	0	0	
123178																																																																																																																																																																																																	149205	0	0	0	58430	847079	0	25000	0	39675	839587	0	0	0	0	49577	0	0	1271	0	0	0	7756	7756	200068	28808	62566	25135	582783	2718	0	0.049812	0.082197	0.069338	0.000000	0.000000	0.000000	41821	7756	-2162	0	0	0	0	0	0	0	0	
123440																																																																																																																																																																																																	2925	0	0	0	57932	130623	0	893	0	11060	131200	0	0	0	0	11755	0	0	0	3697	0	0	893	893	972	50853	19999	5173	59391	0	0	0.0828	0.1430	0.1321	0.0000	0.0000	0.0000	10862	893	198	0	0	0	0	0	0	0	0	
123646																																																																																																																																																																																																	28441	0	0	3966	122388	790248	0	9552	0	71230	783715	0	0	0	0	78407	0	0	711	83215	513	0	8543	8543	37970	110356	106302	34426	546901	341	0	0.089534	0.114877	0.102360	0.000000	0.000000	0.000000	69864	8543	-2553	0	0	0	0	0	0	0	0	
124344																																																																																																																																																																																																	9359	0	0	0	0	348382	0	3350	0	47341	321654	0	0	0	0	50691	0	0	0	0	0	0	3350	3350	2088	43843	31198	13386	274603	0	0	0.1472	0.1686	0.1575	0.0000	0.0000	0.0000	47341	3350	0	0	0	0	0	0	0	0	0	
124353																																																																																																																																																																																																	385	0	0	501	0	13474	0	474	0	905	14172	0	0	0	0	1051	0	0	0	203	0	0	146	146	216	3154	0	152	10578	0	0	0.063858	0.092713	0.079834	0.000000	0.000000	0.000000	905	146	0	0	0	0	0	0	0	0	0	
124773																																																																																																																																																																																																	12273	0	0	2187	184	150780	0	1380	0	13307	147546	0	0	0	0	13768	0	0	441	1161	0	0	1380	1380	12058	2971	14811	12771	121400	0	0	0.0845	0.1057	0.0951	0.0000	0.0000	0.0000	12388	1380	4	0	0	0	0	0	0	0	0	
124830																																																																																																																																																																																																	5666	0	0	77	14552	95614	0	1075	0	11422	89619	0	0	0	0	12024	0	0	0	0	0	0	846	846	2773	22948	16343	8123	54303	0	0	0.1248	0.1799	0.1672	0.0000	0.0000	0.0000	11178	846	173	0	0	0	0	0	0	0	0	
125154																																																																																																																																																																																																	27099	0	0	0	203871	337918	0	2331	0	46612	340951	0	0	0	0	51927	0	0	0	0	0	2830	1972	4802	27459	175606	32352	34898	105713	0	0	0.1382	0.3315	0.3008	0.0000	0.0000	0.0000	47125	4802	-513	0	0	0	0	0	0	0	0	
125855																																																																																																																																																																																																	36472	0	0	17858	135483	650244	0	5412	0	50063	634874	0	0	0	0	49354	1950	0	115	5086	0	0	5412	5412	35966	130769	80277	20508	402523	3633	0	0.069363	0.103739	0.092363	0.000000	0.000000	0.000000	43942	5412	4752	0	0	0	0	0	0	0	0	
125958																																																																																																																																																																																																	1001	0	0	2292	2402	19329	0	113	0	2071	18529	0	0	0	0	2151	0	0	0	22	0	0	113	113	863	2756	3845	452	11919	0	0	0.1100	0.1493	0.1415	0.0000	0.0000	0.0000	2038	113	33	0	0	0	0	0	0	0	0	
126012																																																																																																																																																																																																	4066	0	0	453	79987	204492	0	1909	0	15363	209234	0	0	0	0	17843	0	0	345	8164	0	0	1631	1631	4356	75412	28449	11460	96957	0	0	0.0775	0.1370	0.1245	0.0000	0.0000	0.0000	16212	1631	-849	0	0	0	0	0	0	0	0	
126049																																																																																																																																																																																																	2890	0	0	1771	18875	90830	0	1269	0	11639	89744	0	0	601	0	12279	0	0	0	0	0	0	848	848	401	18179	19463	4979	53849	0	0	0.127373	0.182189	0.169607	0.000000	0.000000	0.000000	11431	848	208	0	0	0	0	0	0	0	0	
126254																																																																																																																																																																																																	28786	0	0	300	274288	1402122	6	21596	0	132098	1435366	0	0	0	0	136702	0	0	0	57868	0	0	13003	13009	106958	245919	244192	76727	817231	8367	3332	0.086584	0.132504	0.119894	0.000000	0.000000	0.000000	123693	13009	1633	0	0	3799	0	0	0	0	0	
126553																																																																																																																																																																																																	14751	0	0	0	19109	215677	0	1257	0	14085	215508	0	0	0	0	14958	6099	0	0	10408	0	0	1257	1257	13575	23547	93196	10534	86232	4476	0	0.0636	0.1047	0.0959	0.0000	0.0000	0.0000	13701	1257	384	0	0	0	0	0	0	0	0	
126740																																																																																																																																																																																																	34731	0	0	0	137795	459780	0	4820	0	44551	461707	0	0	0	0	42625	0	0	0	14481	0	0	3606	3606	16843	149743	69309	18450	223173	1156	0	0.0854	0.1447	0.1325	0.0000	0.0000	0.0000	39019	3606	836	0	0	0	0	0	0	0	0	
126834																																																																																																																																																																																																	16298	0	0	152160	49550	497713	0	2127	0	80720	498452	0	0	0	0	82697	0	0	548	0	0	0	2127	2127	3478	62992	237030	14012	196108	0	0	0.161676	0.252461	0.245967	0	0	0	80570	2127	41	0	0	0	0	0	0	0	0	
127055																																																																																																																																																																																																	10477	0	0	0	11729	124676	0	386	0	12063	122233	0	0	0	0	9327	0	0	0	1310	0	0	386	386	6471	23341	29885	5619	62222	0	0	0.0749	0.1006	0.0964	0.0000	0.0000	0.0000	8941	386	190	0	0	0	0	0	0	0	0	
127224																																																																																																																																																																																																	29777	0	0	0	52262	230218	0	1410	0	17645	228876	0	0	0	0	18289	0	0	180	9998	0	0	1410	1410	11544	69968	90535	5212	58537	0	0	0.073820	0.148936	0.137453	0.000000	0.000000	0.000000	16879	1410	541	0	0	0	0	0	0	0	0	
127701																																																																																																																																																																																																	6719	0	0	847	14651	149527	117	1359	0	14811	152270	0	0	0	0	14980	0	0	0	0	0	0	1299	1416	1214	15069	65623	10063	68067	0	422	0.089326	0.144448	0.130794	0.000000	0.000000	0.000000	13564	1416	825	0	0	0	0	0	0	0	0	
128258																																																																																																																																																																																																	13871	0	0	0	2933	26558	0	109	0	2243	24969	31	0	0	0	1868	0	0	0	422	0	0	109	109	1019	16054	443	771	8667	0	0	0.0718	0.1544	0.1454	0.0000	0.0000	0.0000	1759	109	20	0	0	0	0	0	0	0	0	
128511	210446	0	0	964	19993	254789	0	315	0	226024	242204	0	0	3707	0	216201	0	0	0	0	0	0	315	315	41994	189616	0	12571	13336	0	0	0.9302	4.2178	4.2117	0.0000	0.0000	0.0000	215886	315	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51259	232090	0	0	0	0	0	765	0	0	0	0	0	0	0	0	0	0	0	10114	0	0	0	0	0	0	22027	188419	0	0	0	964	0	0	28	19965	0	0	0	0	0	0	0	0	0	0	0	0	765	0	0	0	0	0	22936	10130	2	233	0	9843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3707	3707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45701	189616	0	13336	0	37923	0	13336	51259	0	0	0	215886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	185248			964	19993	229592																																											
128904																																																																																																																																																																																																	630437	0	0	0	2142985	6584641	0	87220	0	790740	6646544	1629	0	0	10959	694771	43766	6649	1994	75816	-8148	0	50409	50409	635298	1882233	847975	378286	3173699	26178	3734	0.099733	0.173951	0.161330	0.000000	0.000000	0.000000	644362	50409	-31228	0	0	0	0	0	0	0	0	
128959																																																																																																																																																																																																	4458	0	0	88077	133502	368031	0	1788	0	26244	360200	0	0	0	0	26156	0	0	13	2957	0	0	1810	1810	3180	221186	74617	13051	67774	0	0	0.0676	0.1735	0.1615	0.0000	0.0000	0.0000	24346	1810	1898	0	0	0	0	0	0	0	0	
129349																																																																																																																																																																																																	4542	0	0	3066	95589	197011	0	1223	0	21365	195024	0	0	0	0	20915	0	0	211	1508	0	0	1223	1223	2507	78463	49147	7403	66461	0	0	0.1010	0.1944	0.1830	0.0000	0.0000	0.0000	19692	1223	1673	0	0	0	0	0	0	0	0	
129358																																																																																																																																																																																																	494	0	0	0	9907	29473	0	248	0	2403	29671	0	0	0	0	2333	0	0	0	626	0	0	224	224	2663	8965	4042	1437	13757	0	0	0.071199	0.130182	0.117683	0.000000	0.000000	0.000000	2109	224	244	0	0	0	0	0	0	0	0	
129394																																																																																																																																																																																																	44660	0	0	26434	17149	717806	0	10187	0	-11085	742875	0	0	0	0	22490	0	0	0	0	0	0	10050	10050	34049	48952	142776	56007	540536	0	2414	0.0169	0.0280	0.0155	0.0000	0.0000	0.0000	12440	10050	-28721	0	0	0	0	0	0	0	0	
129479																																																																																																																																																																																																	27318	0	0	0	5122	240729	0	2234	0	23481	234251	0	0	0	0	25720	0	0	0	26328	0	0	2234	2234	1520	50310	13938	14901	177203	0	0	0.1003	0.1239	0.1132	0.0000	0.0000	0.0000	23486	2234	-5	0	0	0	0	0	0	0	0	
129732																																																																																																																																																																																																	12551	0	0	51650	9999	542091	119	3821	0	47012	524516	0	0	0	0	50792	0	0	141	11614	0	0	3822	3941	7008	102422	110564	24573	325774	714	0	0.0893	0.1244	0.1148	0.0000	0.0000	0.0000	46851	3941	161	0	0	0	0	0	0	0	0	
129853																																																																																																																																																																																																	6067	0	0	0	35780	119346	0	1000	0	12392	117813	0	0	0	0	12952	0	0	0	0	0	0	1000	1000	2837	25451	23107	5746	68491	0	0	0.1014	0.1508	0.1391	0.0000	0.0000	0.0000	11952	1000	440	0	0	0	0	0	0	0	0	
129910																																																																																																																																																																																																	10059	0	0	0	9813	313635	0	3034	0	23379	313599	0	0	0	0	24840	0	0	1429	4810	0	0	2988	2988	9976	24900	90678	25260	187800	3982	0	0.069966	0.103185	0.090773	0.000000	0.000000	0.000000	21852	2988	251	0	0	0	0	0	0	0	0	
130345																																																																																																																																																																																																	7467	0	0	2369	21084	278826	0	4268	0	28192	272328	0	0	0	0	30688	0	0	251	6514	0	0	2882	2882	19108	35298	37022	17043	191280	0	0	0.102134	0.133905	0.121329	0.000000	0.000000	0.000000	27806	2882	307	0	0	0	0	0	0	0	0	
130541																																																																																																																																																																																																	52322	0	0	11657	332809	1383594	0	16015	0	126898	1325857	0	0	0	0	126005	19056	0	0	13445	0	0	12070	12070	45695	377170	158380	66610	802471	5703	0	0.086423	0.131035	0.118483	0.000000	0.000000	0.000000	113935	12070	5442	278	24823	5248	0	0	0	0	0	
130635																																																																																																																																																																																																	87347	0	0	0	71930	727872	0	14103	0	59724	708809	0	0	0	0	65770	0	0	9690	91427	0	0	7588	7588	95393	98491	48624	22729	496945	0	0	0.082084	0.109530	0.096893	0.000000	0.000000	0.000000	58182	7588	1542	0	0	0	0	0	0	0	0	
130813																																																																																																																																																																																																	3828	0	0	0	36818	192310	0	1736	0	19757	193106	0	0	0	0	19100	0	0	0	6112	0	0	1654	1654	6812	41614	40962	7985	102005	55	0	0.0912	0.1422	0.1299	0.0000	0.0000	0.0000	17446	1654	544	0	0	0	0	0	0	0	0	
131034																																																																																																																																																																																																	13512	0	0	0	28660	227422	0	2639	0	19593	232368	0	0	0	0	21828	0	0	169	5138	0	0	2335	2335	14674	29429	15403	17373	170391	0	0	0.083888	0.117084	0.104559	0.000000	0.000000	0.000000	19493	2335	100	0	0	0	0	0	0	0	0	
131155																																																																																																																																																																																																	4712	0	0	49316	25069	153251	0	852	0	13531	150392	0	0	0	0	13853	0	0	26	1318	-702	0	865	865	6034	77223	24410	6672	45191	0	0	0.086498	0.187957	0.176221	0.000000	0.000000	0.000000	12988	865	1007	0	0	0	0	0	0	0	0	
131173																																																																																																																																																																																																	49834	0	0	473	102594	737051	0	14076	0	62944	732771	0	0	0	0	68519	5589	0	1525	3603	0	0	7295	7295	32598	118082	111587	55647	486639	3465	0	0.083551	0.118780	0.106134	0.000000	0.000000	0.000000	61224	7295	1720	73	0	0	0	0	0	0	0	
131418																																																																																																																																																																																																	5459	0	0	7	84783	401995	0	2428	0	29749	400011	688	0	0	0	28973	14832	0	1377	0	0	2500	2428	4928	11733	130909	92229	7296	162896	5979	0	0.060738	0.122414	0.101593	0.000000	0.000000	0.000000	24045	4928	1575	104	0	0	0	0	0	0	0	
131436																																																																																																																																																																																																	21336	0	0	0	23161	264827	0	3045	0	21058	269780	0	0	0	0	23452	0	0	0	7123	0	0	2615	2615	15531	33701	39626	27800	178659	0	0	0.0772	0.1123	0.0998	0.0000	0.0000	0.0000	20837	2615	221	0	0	0	0	0	0	0	0	
131650																																																																																																																																																																																																	82736	0	0	650	925557	5332471	0	33574	0	984703	5272650	0	0	0	0	399091	0	0	0	236039	0	0	33574	33574	709827	470568	352655	128480	3203232	14006	0	0.0784	0.1111	0.1018	0.0000	0.0000	0.0000	365517	33574	8581	0	53	0	0	0	0	0	0	
131717																																																																																																																																																																																																	2103	0	0	500	13189	51986	0	449	0	4386	51405	0	0	0	0	4536	0	0	373	985	0	0	399	399	1437	15222	14688	2641	20839	0	0	0.0805	0.1424	0.1299	0.0000	0.0000	0.0000	4137	399	249	0	0	0	0	0	0	0	0	
131940																																																																																																																																																																																																	2065	0	0	0	6423	43395	0	496	0	5804	40592	0	0	0	0	5940	0	0	0	140	0	0	350	350	202	10611	14474	1971	18390	0	0	0.1377	0.2135	0.2009	0.0000	0.0000	0.0000	5590	350	214	0	0	0	0	0	0	0	0	
132107																																																																																																																																																																																																	19481	0	0	0	30334	673635	0	3967	0	66759	662926	0	0	0	0	60508	0	0	890	49570	-4208	0	4367	4367	7763	27112	251410	45981	376303	0	0	0.086575	0.114195	0.105954	0.000000	0.000000	0.000000	56141	4367	-641	0	0	0	0	0	0	0	0	
132152																																																																																																																																																																																																	4040	0	0	0	4388	51034	0	271	0	3545	48815	0	0	0	0	3736	0	0	0	0	0	0	271	271	3826	11536	2231	2581	33616	0	0	0.0710	0.1009	0.0936	0.0000	0.0000	0.0000	3465	271	80	0	0	0	0	0	0	0	0	
132219																																																																																																																																																																																																	2357	0	0	327	15690	85474	0	730	0	7419	84310	0	0	0	0	7910	0	0	0	2582	0	0	730	730	1064	17552	23933	3786	43308	0	0	0.0854	0.1309	0.1188	0.0000	0.0000	0.0000	7180	730	50	0	0	0	0	0	0	0	0	
132451																																																																																																																																																																																																	10044	0	0	0	33421	78248	0	686	0	16236	81775	0	0	0	0	15915	0	0	0	402	0	0	491	491	3361	36307	13954	1712	24466	0	0	0.188615	0.407398	0.394829	0.000000	0.000000	0.000000	15424	491	812	0	0	0	0	0	0	0	0	
132554																																																																																																																																																																																																	19111	0	0	0	46513	515515	0	5184	0	48339	511313	0	0	0	0	47630	0	0	324	7643	0	0	5184	5184	5951	92266	49677	35006	366350	0	4800	0.0838	0.1149	0.1024	0.0000	0.0000	0.0000	42446	5184	1093	0	0	0	0	0	0	0	0	
132853																																																																																																																																																																																																	6730	0	0	5	6822	494571	0	6922	0	52181	492046	0	0	0	0	57420	0	0	1145	1171	0	0	5343	5343	4952	27445	99498	33090	369570	0	0	0.1059	0.1348	0.1223	0.0000	0.0000	0.0000	52077	5343	18	0	0	0	0	0	0	0	0	
132938																																																																																																																																																																																																	21257	0	0	0	25741	87401	0	904	0	9478	83884	1241	0	0	0	10224	0	0	0	2062	0	0	671	671	1042	35723	10783	3138	40870	0	0	0.1139	0.1876	0.1752	0.0000	0.0000	0.0000	9553	671	-75	0	0	0	0	0	0	0	0	
133243																																																																																																																																																																																																	688	0	0	0	3500	6845	0	8	0	1160	7646	0	0	0	0	1168	0	0	0	0	0	0	8	8	3544	1709	0	48	1600	0	0	0.1517	0.6014	0.5973	0.0000	0.0000	0.0000	1160	8	0	0	0	0	0	0	0	0	0	
133850																																																																																																																																																																																																	21148	0	0	0	249791	956214	0	8784	0	94183	953776	4534	0	0	0	85811	1500	0	0	0	-69	0	7914	7914	22999	271856	146484	61190	508753	2741	0	0.0827	0.1348	0.1224	0.0000	0.0000	0.0000	77897	7914	4326	0	0	0	0	0	0	0	0	
