"IDRSSD"	RCFD1773	RCFD3543	RCFD3547	RCFDF240	RCFDF241	RCFDF242	RCFDF252	RCFDF253	RCFDF254	RCFDF261	RCFDF262	RCFDF263	RCFDF684	RCFDF686	RCFDF689	RCFDF692	RCFDF694	RCFDF697	RCFDG391	RCFDG392	RCFDG395	RCFDG396	RCFDG474	RCFDG475	RCFDG476	RCFDG477	RCFDG478	RCFDG479	RCFDG480	RCFDG481	RCFDG482	RCFDG483	RCFDG484	RCFDG485	RCFDG486	RCFDG487	RCFDG488	RCFDG489	RCFDG490	RCFDG491	RCFDG492	RCFDG493	RCFDG494	RCFDG495	RCFDG496	RCFDG497	RCFDG498	RCFDG499	RCFDG500	RCFDG501	RCFDG502	RCFDG503	RCFDG504	RCFDG505	RCFDG506	RCFDG507	RCFDG508	RCFDG509	RCFDG510	RCFDG511	RCFDG512	RCFDG513	RCFDG514	RCFDG515	RCFDG516	RCFDG517	RCFDG518	RCFDG519	RCFDG520	RCFDG521	RCFDG522	RCFDG523	RCFDG524	RCFDG525	RCFDG526	RCFDG527	RCFDG528	RCFDG529	RCFDG530	RCFDG531	RCFDG532	RCFDG533	RCFDG534	RCFDG535	RCFDG536	RCFDG537	RCFDG538	RCFDG539	RCFDG540	RCFDG541	RCFDG542	RCFDG543	RCFDG544	RCFDG545	RCFDG546	RCFDG547	RCFDG548	RCFDG549	RCFDG550	RCFDG551	RCFDG552	RCFDG553	RCFDG554	RCFDG555	RCFDG556	RCFDG557	RCFDG558	RCFDG559	RCFDG560	RCFDG561	RCFDG562	RCFDG563	RCFDG564	RCFDG565	RCFDG566	RCFDG567	RCFDG568	RCFDG569	RCFDG570	RCFDG571	RCFDG572	RCFDG573	RCFDG574	RCFDG575	RCFDG576	RCFDG577	RCFDG578	RCFDG579	RCFDG580	RCFDG581	RCFDG582	RCFDG583	RCFDG584	RCFDG585	RCFDG586	RCFDG587	RCFDG588	RCFDG589	RCFDG590	RCFDG804	RCFDG805	RCFDG806	RCFDG807	RCFDG808	RCFDG809	RCON1773	RCON3543	RCON3547	RCONF240	RCONF241	RCONF242	RCONF252	RCONF253	RCONF254	RCONF261	RCONF262	RCONF263	RCONF684	RCONF686	RCONF689	RCONF692	RCONF694	RCONF697	RCONG391	RCONG392	RCONG395	RCONG396	RCONG474	RCONG475	RCONG476	RCONG477	RCONG478	RCONG479	RCONG480	RCONG481	RCONG482	RCONG483	RCONG484	RCONG485	RCONG486	RCONG487	RCONG488	RCONG489	RCONG490	RCONG491	RCONG492	RCONG493	RCONG494	RCONG495	RCONG496	RCONG497	RCONG498	RCONG499	RCONG500	RCONG501	RCONG502	RCONG503	RCONG504	RCONG505	RCONG506	RCONG507	RCONG508	RCONG509	RCONG510	RCONG511	RCONG512	RCONG513	RCONG514	RCONG515	RCONG516	RCONG517	RCONG518	RCONG519	RCONG520	RCONG521	RCONG522	RCONG523	RCONG524	RCONG525	RCONG526	RCONG527	RCONG528	RCONG529	RCONG530	RCONG531	RCONG532	RCONG533	RCONG534	RCONG535	RCONG536	RCONG537	RCONG538	RCONG539	RCONG540	RCONG541	RCONG542	RCONG543	RCONG544	RCONG545	RCONG546	
103602																																																																																																																																																		66566																																																																																															
104038																																																																																																																																																		111541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	14	0	0	111541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111555	0	0	111555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
104056																																																																																																																																																		8385																																																																																															
104234																																																																																																																																																		42638																																																																																															
104430																																																																																																																																																		72281																																																																																															
104542																																																																																																																																																		11810																																																																																															
104663																																																																																																																																																		16605																																																																																															
105026																																																																																																																																																		0																																																																																															
105044																																																																																																																																																		9159																																																																																															
105053																																																																																																																																																		38510																																																																																															
105071																																																																																																																																																		17092		0																																																																																													
105222																																																																																																																																																		22998																																																																																															
105530																																																																																																																																																		20272																																																																																															
105633																																																																																																																																																		0																																																																																															
106359																																																																																																																																																		236005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	227271	8734	0	0	0	0	0	0	0	0	0	0	2812	0	0	0	2812	0	0	0	0	0	0	0	0	0	238817	0	0	227271	11546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
106377																																																																																																																																																		152815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80353	71006	1456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152815	0	80353	71006	1456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
106452																																																																																																																																																		44276																																																																																															
106519																																																																																																																																																		28144		0																																																																																													
106546																																																																																																																																																		5838																																																																																															
106658																																																																																																																																																		72838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	370	72468	0	0	0	0	0	0	0	0	0	0	0	5636	-883	0	0	4753	0	0	0	0	0	0	0	0	0	78474	-883	370	72468	4753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
107057																																																																																																																																																		294		0																																																																																													
107226																																																																																																																																																		0																																																																																															
107244																																																																																																																																																		489876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64030	0	0	0	0	0	473286	16590	0	0	0	0	0	0	0	0	0	0	20431	0	0	0	20431	0	0	0	0	0	0	0	0	0	574337	0	0	473286	101051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	210	0	0	0	210	0	0	0	0	0	0	0	0	0	0	61148	
107431																																																																																																																																																		36551																																																																																															
107459																																																																																																																																																		671																																																																																															
107758																																																																																																																																																		5743		0																																																																																													
108269																																																																																																																																																		18487		0																																																																																													
108652																																																																																																																																																		364																																																																																															
108746																																																																																																																																																		21638		0																																																																																													
108951																																																																																																																																																		12498																																																																																															
109136																																																																																																																																																		52271																																																																																															
109154																																																																																																																																																		1957		0																																																																																													
109453																																																																																																																																																		6908																																																																																															
109574																																																																																																																																																		23338																																																																																															
109659																																																																																																																																																		6289																																																																																															
110413																																																																																																																																																		90280																																																																																															
110655																																																																																																																																																		2090																																																																																															
110936																																																																																																																																																		15660																																																																																															
110945																																																																																																																																																		28741																																																																																															
111157																																																																																																																																																		0																																																																																															
111205																																																																																																																																																		23547																																																																																															
111559																																																																																																																																																		2010																																																																																															
111661																																																																																																																																																		64000																																																																																															
111942																																																																																																																																																		60944																																																																																															
111979																																																																																																																																																		13352																																																																																															
112163																																																																																																																																																		229433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	325	0	0	325	0	19173	210260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	229758	0	19173	210585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	325	0	0	325	0	0	0	0	0	0	325	0	0	325	0	0	
112332																																																																																																																																																		41461																																																																																															
112444																																																																																																																																																		38795																																																																																															
112510																																																																																																																																																		4836		0																																																																																													
112556																																																																																																																																																		11225																																																																																															
112837	29774435	190300	173279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	299418	0	3622	26255	0	315673	28611871	846891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	181023	9277	303368	0	0	0	303368	30567521	0	319295	28819149	1429077	0	0	0	0	0	0	0	164284	8995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	231733	0	8188	190611	32934	239651	0	0	0	239651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58454	0	8188	26327	23939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	269541	58454	0	8188	26327	23939	29774435	190300	173279																																																																																													
113003																																																																																																																																																		91175																																																																																															
113030																																																																																																																																																		27116																																																																																															
113441																																																																																																																																																		50406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163	0	0	163	0	0	50406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50569	0	0	50569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163	0	0	163	0	0	0	0	0	0	0	
113601																																																																																																																																																		615																																																																																															
113740																																																																																																																																																		201554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201554	0	201554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
113937																																																																																																																																																		27704																																																																																															
114149																																																																																																																																																		9971																																																																																															
114158																																																																																																																																																		87128																																																																																															
114251																																																																																																																																																		7972																																																																																															
114260																																																																																																																																																		1182118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1182118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1182118	0	0	1182118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
114457																																																																																																																																																		71571																																																																																															
114756																																																																																																																																																		9439																																																																																															
114774																																																																																																																																																		0																																																																																															
114840																																																																																																																																																		21080																																																																																															
114859																																																																																																																																																		28329																																																																																															
115100																																																																																																																																																		13858																																																																																															
115146																																																																																																																																																		0																																																																																															
115155																																																																																																																																																		5487																																																																																															
115221																																																																																																																																																		35902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35902	0	0	35902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
115575																																																																																																																																																		20977																																																																																															
115641																																																																																																																																																		329151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	329151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	329151	0	329151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
116077																																																																																																																																																		21110																																																																																															
116358																																																																																																																																																		1015																																																																																															
116554																																																																																																																																																		1837																																																																																															
116639																																																																																																																																																		0																																																																																															
116732																																																																																																																																																		16608																																																																																															
116741																																																																																																																																																		43669																																																																																															
117038																																																																																																																																																		20355																																																																																															
117458																																																																																																																																																		21817																																																																																															
117672																																																																																																																																																		17055																																																																																															
117775																																																																																																																																																		51382																																																																																															
117841																																																																																																																																																		63719																																																																																															
118156																																																																																																																																																		11335																																																																																															
118174																																																																																																																																																		46744																																																																																															
118660																																																																																																																																																		0																																																																																															
118736																																																																																																																																																		37071																																																																																															
119153																																																																																																																																																		180041																																																																																															
119274																																																																																																																																																		18098																																																																																															
119528																																																																																																																																																		102486																																																																																															
119779																																																																																																																																																		62455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3658	58797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62455	0	3658	58797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
120542																																																																																																																																																		7726																																																																																															
120609																																																																																																																																																		150344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119961	27739	2644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150344	0	119961	27739	2644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
120953																																																																																																																																																		57678																																																																																															
121576																																																																																																																																																		42520																																																																																															
121642																																																																																																																																																		229350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	229350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	229350	0	229350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
121651																																																																																																																																																		62168		0																																																																																													
121914																																																																																																																																																		9847																																																																																															
122153																																																																																																																																																		14289																																																																																															
122546																																																																																																																																																		10252																																																																																															
122658																																																																																																																																																		22983																																																																																															
122751																																																																																																																																																		3141		0																																																																																													
122854																																																																																																																																																		3182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3182	0	0	3182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
123178																																																																																																																																																		58430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2162	60592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58430	2162	60592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
123440																																																																																																																																																		57932																																																																																															
123646																																																																																																																																																		122388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122388	0	0	122388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
124344																																																																																																																																																		0																																																																																															
124353																																																																																																																																																		0																																																																																															
124773																																																																																																																																																		184		0																																																																																													
124830																																																																																																																																																		14552																																																																																															
125154																																																																																																																																																		203871																																																																																															
125855																																																																																																																																																		135483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2453	0	0	0	0	0	135483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137936	0	0	135483	2453	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2453	0	0	0	2453	0	0	0	0	0	0	
125958																																																																																																																																																		2402																																																																																															
126012																																																																																																																																																		79987																																																																																															
126049																																																																																																																																																		18875																																																																																															
126254																																																																																																																																																		274288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	274048	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	274288	0	0	274048	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
126553																																																																																																																																																		19109																																																																																															
126740																																																																																																																																																		137795																																																																																															
126834																																																																																																																																																		49550																																																																																															
127055																																																																																																																																																		11729																																																																																															
127224																																																																																																																																																		52262																																																																																															
127701																																																																																																																																																		14651																																																																																															
128258																																																																																																																																																		2933																																																																																															
128511	19993																																																																																																																																																	19993																																																																																															
128904																																																																																																																																																		2142985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4500	0	0	4500	0	74000	1991623	77362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10959	0	638	10321	0	2158444	0	74638	2006444	77362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4602	0	0	4602	0	0	0	0	0	0	4500	0	0	4500	0	0	
128959																																																																																																																																																		133502																																																																																															
129349																																																																																																																																																		95589																																																																																															
129358																																																																																																																																																		9907																																																																																															
129394																																																																																																																																																		17149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17149	0	0	0	17149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
129479																																																																																																																																																		5122																																																																																															
129732																																																																																																																																																		9999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9999	0	0	0	9999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
129853																																																																																																																																																		35780																																																																																															
129910																																																																																																																																																		9813																																																																																															
130345																																																																																																																																																		21084																																																																																															
130541																																																																																																																																																		332809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	332809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	332809	0	0	332809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
130635																																																																																																																																																		71930	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71930	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71930	0	0	71930	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
130813																																																																																																																																																		36818																																																																																															
131034																																																																																																																																																		28660																																																																																															
131155																																																																																																																																																		25069																																																																																															
131173																																																																																																																																																		102594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102594	0	0	102594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
131418																																																																																																																																																		84783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	0	0	104	0	0	82104	2679	0	0	0	0	0	5979	0	0	5979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90866	0	0	88187	2679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	0	0	83	0	0	0	0	0	0	104	0	0	104	0	0	
131436																																																																																																																																																		23161																																																																																															
131650																																																																																																																																																		925557	0	0	0	0	0	472077	472077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	925557	0	0	0	0	0	0	0	0	0	0	0	366319	0	0	366319	0	0	0	0	0	0	0	0	0	0	1291876	0	0	1291876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	472077	0	0	472077	0	0	0	0	0	0	0	0	0	0	0	0	
131717																																																																																																																																																		13189																																																																																															
131940																																																																																																																																																		6423																																																																																															
132107																																																																																																																																																		30334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30334	0	0	30334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
132152																																																																																																																																																		4388																																																																																															
132219																																																																																																																																																		15690																																																																																															
132451																																																																																																																																																		33421																																																																																															
132554																																																																																																																																																		46513																																																																																															
132853																																																																																																																																																		6822																																																																																															
132938																																																																																																																																																		25741																																																																																															
133243																																																																																																																																																		3500																																																																																															
133850																																																																																																																																																		249791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	248064	1727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	249791	0	0	248064	1727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0	0	111	0	0	0	0	0	0	0	0	0	0	0	0	
133971																																																																																																																																																		71208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4668	66540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71208	0	4668	66540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
134156																																																																																																																																																		5000																																																																																															
134437																																																																																																																																																		202808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	202808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	202808	0	0	202808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
134455																																																																																																																																																		16851																																																																																															
134848																																																																																																																																																		50717																																																																																															
135836																																																																																																																																																		5504																																																																																															
135854																																																																																																																																																		4772																																																																																															
136048																																																																																																																																																		34023																																																																																															
136338																																																																																																																																																		104215																																																																																															
