"IDRSSD"	RCFD0426	RCFD2150	RCFD2651	RCFD3164	RCFD3190	RCFD4088	RCFD5507	RCFD6164	RCFD6165	RCFDA590	RCFDB026	RCFDB569	RCFDB570	RCFDB571	RCFDF055	RCFDF056	RCFDF057	RCFDF058	RCFDF059	RCFDF060	RCFDF061	RCFDF062	RCFDF063	RCFDF065	RCFDJ452	RCFDJ453	RCFDJ461	RCFDJ462	RCFN5513	RCON0426	RCON2150	RCON2651	RCON3164	RCON3190	RCON4088	RCON5507	RCON5508	RCON5509	RCON5510	RCON5511	RCON5512	RCON6164	RCON6165	RCONA590	RCONB026	RCONB569	RCONB570	RCONB571	RCONC979	RCONF055	RCONF056	RCONF057	RCONF058	RCONF059	RCONF060	RCONF061	RCONF062	RCONF063	RCONF064	RCONF065	RCONG463	RCONG464	RCONJ452	RCONJ453	RCONJ461	RCONJ462	TEXT4087	
1557																														0	0	0	0	2290	true	0	0	0	0	0	0	17	0	0	0	false	0	0	0	0	0	2286	0	0	4	0	0	0	0	4	true	false	0	0	0	0	www.fstbanc.com	
1669																														953	12	0	0	34	true	953	0	0	8	0	4	2705	2	0	0	false	0	34	0	0	0	0	0	0	34	0	0	0	0	0	false	false	0	0	0	0	www.lnbparis.com	
1829																														553	40	3000	0	28004	true	553	0	0	40	0	0	2200	2	0	0	false	0	0	0	3000	19078	0	5926	0	0	0	0	0	0	0	true	false	0	0	0	0	http://avbpgh.com	
1856																														0	0	0	0	54000	false	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	54000	0	0	0	0	0	0	0	false	false	0	0	0	0		
2040																														0	376	3300	0	23300	true	0	0	0	91	0	285	1220	1	0	0	false	0	0	0	3300	15000	5000	0	15000	0	0	0	0	0	0	false	false	0	0	0	0	http://www.fmnetbank.com	
2161																														0	0	0	0	0	true	0	0	0	0	0	0	868	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	http://www.lamarnational.com	
2376																														0	4252	2366	0	527361	true	0	3031	0	0	1221	0	41066	2	0	0	false	0	0	0	2366	92500	145685	255000	400000	0	0	31810	0	0	31810	true	false	0	0	0	0	http://oritani.com	
2451																														387	569	0	387	981	true	0	0	0	398	0	171	1101	8	387	0	false	0	0	0	0	133	503	345	0	0	0	0	0	0	0	false	false	0	0	0	0	http://thunderbank.com	
2554																														0	0	0	0	0	true	0	0	0	0	0	0	48	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	http://www.sbmarietta.com	
2732																														1112	2907	0	0	119	true	1112	2907	0	0	0	0	31579	6	0	0	true	0	0	0	0	0	0	0	0	119	0	0	0	0	119	true	true	0	0	0	0	www.albanybank.com	
2750																														0	256	200	0	8225	true	0	175	0	81	0	0	2822	2	0	0	false	0	0	0	4700	700	0	0	0	2825	0	0	0	0	2825	true	false	0	0	0	0	www.genoanationalbank.com	
3252																														0	0	0	0	3569	true	0	0	0	0	0	0	1407	2	0	0	false	0	0	0	0	1000	0	2500	0	69	0	0	0	0	0	false	false	0	0	0	0	http://www.fnbgordon.com	
3458																														0	289	0	0	0	true	0	289	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	www.fbgconline.com	
3720																														0	45	0	0	5031	true	0	0	0	0	0	45	1624	1	0	0	true	0	31	0	0	0	5000	0	0	31	0	0	0	0	31	false	false	0	0	0	0	wwwbankofclarendon.com	
3953																														0	489	8315	0	8610	true	0	0	0	280	0	209	3695	3	0	0	false	0	0	0	8315	0	0	295	0	0	0	0	0	0	0	false	false	0	0	0	0	www.fcbanker.com	
4138																														0	3948	232	0	1413	true	0	763	0	1335	0	1850	2602	1	0	0	true	0	0	0	232	350	204	627	0	0	0	0	0	0	0	false	false	0	0	0	0	www,fnblafollette.com	
4156																														0	157	0	0	31200	true	0	16	141	0	0	0	122	0	0	0	true	0	0	0	15200	5000	11000	0	0	0	0	0	0	0	0	false	false	0	0	0	0	http://www.kanzabank.com	
4231																														0	628	0	0	0	false	0	0	0	0	0	628	1797	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	http://www.fmbanksylvania.com	
4437																														0	2386	431	0	4371	true	0	0	0	2326	0	60	7659	4	0	0	false	0	0	0	431	914	758	2268	0	0	0	0	0	0	0	true	false	0	0	0	0	www.fnbwvva.com	
4839																														0	7998	17000	0	25000	true	0	965	0	785	1051	5197	18734	6	0	0	false	0	0	0	17000	7000	1000	0	0	0	0	0	0	0	0	true	true	0	0	0	0	http://abcbank.net	
5005																														764	13257	13828	0	57423	true	764	8394	0	2024	754	2085	696	1	0	0	true	0	0	0	13828	18382	7713	17500	33500	0	0	0	0	0	0	true	false	0	0	0	0	WWW.STONESAV.COM	
5069																														0	7064	0	0	0	false	0	0	0	0	0	7064	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0		
5135																														0	260	0	0	21838	true	0	0	25	235	0	0	9686	5	0	0	false	0	0	0	13000	7000	0	1838	0	0	0	0	0	0	0	false	false	0	0	0	0	http://www.fsbanks.com	
5210																														0	7395	10000	0	81309	true	0	1246	0	720	0	5429	13480	3	0	0	false	0	309	0	20000	23000	18000	20000	10000	309	0	0	0	0	309	false	false	0	0	0	0	http://www.acnb.com	
5331																														0	2070	30000	0	40016	true	0	1404	0	36	630	0	789	0	0	0	false	0	16	0	30000	10000	0	0	0	16	0	0	0	0	16	true	false	0	0	0	0	www.hydeparkbank.net	
5461																														297	597	15000	0	30609	true	297	455	0	142	0	0	49	0	0	0	true	0	609	0	15000	0	15000	0	0	609	0	0	0	0	0	false	false	0	0	0	0	www.bankbac.com	
5751																														0	0	1000	0	1000	true	0	0	0	0	0	0	1550	1	0	0	true	0	0	0	1000	0	0	0	0	0	0	0	0	963	0	true	true	0	0	0	0	http://www.kearnycountybank.com	
6039																														0	1471	0	0	0	true	0	1121	0	30	0	320	681	1	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	wwwaebalma.com	
6141																														0	30	0	0	0	false	0	0	0	0	0	30	94	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0		
6329																														0	5145	0	0	0	true	0	0	2739	0	1936	0	570	0	0	0	false	0	0	470	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	www.abbank.com	
6972																														267	2151	0	0	41500	true	267	2151	0	0	0	0	4722	2	0	0	true	0	0	0	0	40000	0	1500	0	0	0	0	0	0	0	true	true	0	0	0	0	http://www.firstindy.com	
7009																														0	0	0	0	0	true	0	0	0	0	0	0	1300	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	true	0	0	0	0	http://www.bessemer.com	
7045																														0	0	0	0	0	true	0	0	0	0	0	0	2475	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	true	0	0	0	0	http://www.tpbbancorp.com	
7157																														0	56	0	0	0	true	0	0	0	56	0	0	101	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	statebankbr.com	
7456																														0	30	0	0	0	true	0	0	0	0	0	30	246	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	www.bankofhartington.com	
7634																														0	578	2000	0	2000	false	0	348	0	230	0	0	164	0	0	0	false	0	0	0	2000	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	THEFOURCOUNTYBANK.COM	
8033																														0	0	11229	0	22603	true	0	0	0	0	0	0	3606	2	0	0	true	0	0	0	11229	11374	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	WWW.THEFRIENDLYBANK.COM	
8462																														0	0	0	0	0	true	0	0	0	0	0	0	2169	2	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	http://www.perrytonbank.com	
8631																														0	558	0	0	0	true	0	0	0	269	0	289	474	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	pcbsm.com	
9357																														2811	0	90400	0	90400	true	2811	0	0	0	0	0	34	0	0	0	true	0	0	0	90400	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	www.fidelitybankmn.com	
9553																														0	0	7158	0	14768	true	0	0	0	0	0	0	2234	1	0	0	false	0	2200	0	7158	557	828	3446	0	2262	1	7	509	0	0	true	false	0	0	0	0	http://adamscountybankonline.com	
9807																														0	140809	10000	0	305996	true	0	115734	0	6751	16148	2176	48638	2	0	0	true	0	0	0	10000	10000	100000	140000	0	0	45996	0	0	0	0	true	true	0	0	0	0	www.amboybank.com	
9955																														546	0	7880	0	9911	true	546	0	0	0	0	0	3245	1	0	0	false	0	0	0	7880	31	0	2000	0	0	0	0	0	0	0	true	false	0	0	0	0	www.bankkansas.com	
10157																														0	490	0	0	0	true	0	490	0	0	0	0	155	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	www.fnblarned.com	
10250																														0	13047	0	0	12000	true	0	3195	0	2326	336	7190	226	0	0	0	true	0	0	0	0	6000	5000	1000	0	0	0	0	0	0	0	true	false	0	0	0	0	http://www.thebankofelkriver.com	
10849																														0	9530	9500	0	20055	true	0	3549	543	4991	0	447	8246	3	0	0	false	0	0	0	9833	10222	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	http://www.firststatebk.com	
10858																														0	755	5000	0	10591	true	0	755	0	0	0	0	5958	3	0	0	true	0	327	0	5000	264	0	5000	0	327	0	0	0	0	327	true	true	0	0	0	0	www.pvsb.com	
11145																														0	1572	2000	0	8561	false	0	0	0	695	0	877	2423	1	0	0	false	0	0	0	2000	977	0	5584	0	0	0	0	0	0	0	false	false	0	0	0	0		
11640																														0	552	0	0	27000	true	0	503	49	0	0	0	7598	1	0	0	false	0	0	0	7000	0	0	20000	0	0	0	0	0	0	0	true	false	0	0	0	0	http://fnbclarksdale.com	
11837																														0	1425	0	0	7000	true	0	355	330	450	0	290	0	0	0	0	false	0	0	0	0	0	0	7000	0	0	0	0	0	0	0	false	false	0	0	0	0	http://www.farmbk.com	
12030																														129	4307	0	0	0	true	129	4307	0	0	0	0	747	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	http://WWW.fnbalma.com	
12142																														0	318	0	0	0	true	0	0	0	153	0	165	299	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	www.clevelandstatebank.com	
12245																														0	480	3000	0	6900	true	0	0	0	225	0	255	3558	2	0	0	false	0	0	0	4900	2000	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	www.banknorthwis.com	
12311	410512	137957	575000	179139	3108843	true	231000	182247	8	179970	373	true	3153733	679073	575000	15908	285	8604	0	679074	1559464	235508	35000	1760085	0	0	0	0	0					3108842			23041	2944	55275	8092	28924								19681										0		true	true					www.huntington.com	
12647																														0	296	0	0	6200	true	0	202	0	94	0	0	1480	2	0	0	false	0	0	0	0	3550	2650	0	0	0	0	0	0	0	0	false	false	0	0	0	0	http://PORTAGECOUNTYBANK.COM	
12656																														0	0	0	0	0	true	0	0	0	0	0	0	231	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	http://www.mybankathome.com	
12937																														0	0	0	0	4932	true	0	0	0	0	0	0	7836	3	0	0	false	0	0	0	0	0	4920	0	0	12	0	0	0	0	0	false	false	0	0	0	0	www.oakbank.com	
12946																														1742	3219	6014	0	19000	true	1742	891	0	623	0	1705	3552	2	0	0	true	0	1098	0	6014	10518	0	1370	0	1098	0	0	0	0	1098	true	false	0	0	0	0	www.fbtarkansas.com	
12955																														0	697	0	0	2500	true	0	697	0	0	0	0	1830	1	0	0	false	0	0	0	0	0	0	2500	0	0	0	0	0	0	0	true	false	0	0	0	0	http://www.bankofnebraska.com	
13037																														1046	1090	0	0	0	true	1046	100	771	188	0	31	2585	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	http://www.tradersbanking.com	
13103																														4197	1185	0	0	107755	true	4197	0	0	1185	0	0	2512	2	0	0	false	0	0	0	0	22000	50000	35755	0	0	0	0	0	0	0	false	false	0	0	0	0	www.bristolcountysavingsbank.com	
13251																														0	402	0	0	0	false	0	50	0	264	0	88	185	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	http://elysianbank.com	
13457																														0	0	0	0	0	true	0	0	0	0	0	0	101	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	http://www.bankoflewellen.com	
14052																														0	1045	0	0	1000	true	0	0	0	0	0	1045	125	0	0	0	false	0	0	0	0	0	0	1000	0	0	0	0	0	0	0	false	false	0	0	0	0	www.lcbwi.com	
14155																														0	1272	2650	0	6575	true	0	663	297	225	0	87	330	0	0	0	false	0	0	0	2650	725	200	3000	3000	0	0	0	0	1355	0	false	false	0	0	0	0	http://www.fandcbank.com	
14454																														0	386	0	0	1000	true	0	0	0	0	0	386	0	0	0	0	false	0	0	0	0	500	500	0	0	0	0	0	0	0	0	false	false	0	0	0	0	www.fsevansville.com	
14650																														0	74	0	0	0	true	0	74	0	0	0	0	130	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	www.banklg.com	
14753																														0	0	0	0	0	false	0	0	0	0	0	0	751	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0		
14865																														528	1644	0	0	5000	true	528	615	0	684	0	345	1619	0	0	0	true	0	0	0	0	0	0	5000	0	0	0	0	0	0	0	true	false	0	0	0	0	http://beobank.com	
14977																														0	0	3250	0	3409	false	0	0	0	0	0	0	758	0	0	0	false	0	0	0	3250	106	0	53	0	0	0	0	0	0	0	true	false	0	0	0	0		
16337																														0	13880	18000	0	24000	true	0	4891	0	6902	0	2087	702	0	0	0	true	0	0	0	18000	6000	0	0	24000	0	0	0	0	0	0	false	false	0	0	0	0	www.wakullabank.com	
16458																														0	0	0	0	0	true	0	0	0	0	0	0	3294	2	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	true	0	0	0	0	www.douglascountybank.com	
16551																														0	2826	4500	0	14245	true	0	1254	0	1371	0	201	46	0	0	0	false	0	0	0	4500	4000	0	5745	8760	0	0	0	0	0	0	true	false	0	0	0	0	http://www.northviewbank.com	
16748																														412	58	2000	412	2000	true	0	0	0	58	0	0	761	2	412	0	false	0	0	0	2000	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	http://www.esbanc.com	
16944																														0	224	0	0	0	true	0	0	0	0	0	224	979	2	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	http://www.wmsbank.com	
16953																														0	0	0	0	0	false	0	0	0	0	0	0	34	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	http://www.fertilebeltrami.k12.mn.us	
17110																														0	0	0	0	0	false	0	0	0	0	0	0	3828	3	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	true	0	0	0	0	http://www.haverfordquality.com	
17147																														14274	20124	25423	615	182117	true	13659	13372	0	2695	187	3870	6290	3	615	0	true	0	0	0	25423	61405	3347	10364	0	2606	0	78972	0	0	0	false	false	0	0	0	0	http://www.firstmerchants.com	
17259																														0	96	0	0	3500	true	0	0	0	96	0	0	879	1	0	0	false	0	0	0	0	500	0	3000	0	0	0	0	0	0	0	false	false	0	0	0	0	http://www.fnbmarlow.com	
17464																														5650	55576	30000	0	236000	true	5650	45848	0	2481	0	7247	1162	1	0	0	true	0	0	0	105000	40000	25000	25000	0	15000	26000	0	0	0	0	true	true	0	0	0	0	http://www.botc.com	
17950																														0	283	0	0	5141	true	0	0	0	283	0	0	847	1	0	0	false	0	0	0	5000	141	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	www.bankofbridger.com	
18050																														690	418	0	0	738	true	690	0	0	418	0	0	5055	4	0	0	true	0	0	0	0	142	361	235	0	0	0	0	0	0	0	true	false	0	0	0	0	http://www.fnbbastrop.com	
18135																														0	0	0	0	26095	false	0	0	0	0	0	0	359	0	0	0	true	4667	0	0	1725	5770	2200	16400	0	0	0	0	0	0	0	false	false	0	0	0	0	http://www.banksouthcentral.com	
18377																														0	0	0	0	0	false	0	0	0	0	0	0	182	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	http://www.ballysavingsbank.com	
18827																														1706	1835	0	0	0	true	1706	227	0	569	0	1039	4360	2	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	www.fmbwpa.com	
18836																														0	2850	1676	0	5185	true	0	1613	0	936	0	301	3136	1	0	0	false	0	0	0	1676	834	451	2224	0	0	0	0	0	0	0	true	false	0	0	0	0	http://www.caponvalleybank.com	
18854																														0	353	0	0	0	true	0	0	0	0	0	353	309	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	www.bank7.com	
18957																														0	0	43	0	1211	false	0	0	0	0	0	0	55	0	0	0	false	0	0	0	43	670	148	350	0	0	0	0	0	0	0	true	false	0	0	0	0		
19356																														0	1460	0	0	2121	true	0	0	0	0	0	1460	0	0	0	0	false	0	0	0	0	0	0	2121	0	0	0	0	0	0	0	false	false	0	0	0	0	http://www.sbtmiami.com	
19730																														5792	10761	68920	810	75905	true	4982	8668	0	152	0	1941	47722	5	810	0	true	0	0	0	68920	6985	0	0	0	0	0	0	0	0	0	true	true	0	0	0	0	www.standardbanks.com	
19936																														0	2131	0	0	0	true	0	300	680	0	0	1151	3233	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	www.cbkamericus.com	
19972																														0	0	0	0	0	false	0	0	0	0	0	0	576	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0		
20053																														321	396	500	0	2998	true	321	73	0	323	0	0	96	0	0	0	false	0	0	0	500	2355	143	0	0	0	0	0	0	0	0	true	false	0	0	0	0	http://www.securityonlinebank.com	
20370																														0	10504	0	0	8823	true	0	5588	0	3791	0	1125	2068	1	0	0	false	0	0	0	0	5000	0	0	0	3823	0	0	0	0	0	false	false	0	0	0	0	www.firstheritage.net	
20512																														0	177	10000	0	10000	false	0	0	0	0	0	177	1305	0	0	0	false	0	0	0	10000	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	http://www.fnbpa.com	
20633																														0	203	0	0	6000	true	0	0	0	28	0	175	5599	2	0	0	false	0	0	0	1000	0	0	0	0	0	0	0	5000	0	0	false	false	0	0	0	0	www.mcnbbanks.com	
20857																														0	0	100	0	3851	true	0	0	0	0	0	0	0	0	0	0	false	0	0	0	177	1051	679	1944	3851	0	0	0	0	0	0	false	false	0	0	0	0	granitefallsbank.com	
20866																														0	12727	13000	0	13312	false	0	7584	0	1057	0	4086	3448	1	0	0	false	0	0	0	13000	0	0	0	0	0	0	0	312	0	0	false	false	0	0	0	0	http://homevalleybank.com	
21256																														0	143	0	0	0	false	0	143	0	0	0	0	14	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0		
21359																														0	147	0	0	337	true	0	0	0	0	0	147	683	2	0	0	false	0	25	0	0	0	0	0	0	25	71	78	163	0	0	true	false	0	0	0	0	http://www.asbgrygla.com	
21630																														0	0	0	0	4470	true	0	0	0	0	0	0	2081	3	0	0	false	0	0	0	0	211	1160	3099	0	0	0	0	0	0	0	false	false	0	0	0	0	http://www.thetechebank.com	
21658																														0	62	0	0	231	true	0	0	0	0	0	62	4005	2	0	0	true	0	0	0	0	231	0	0	0	0	0	0	0	0	0	true	true	0	0	0	0	www.alliancebank.us	
22048																														0	116	0	0	16394	true	0	0	0	15	0	101	9914	5	0	0	false	0	111	0	0	6162	5229	4892	0	111	0	0	0	0	111	true	false	0	0	0	0	www.unionbnk.com	
22356																														3607	0	0	0	390	true	3607	0	0	0	0	0	1593	1	0	0	false	0	390	0	0	0	0	0	0	390	0	0	0	0	390	true	false	0	0	0	0	http://www.myfnbt.com	
22459																														0	0	1500	0	6319	true	0	0	0	0	0	0	3332	4	0	0	false	0	37	0	1500	0	2000	2782	0	37	0	0	0	0	37	false	false	0	0	0	0	http://WWW.1STBANKONLINE.COM	
22543																														0	80	0	0	0	true	0	0	0	80	0	0	1054	1	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	www.istatesavingsbank.com	
22552																														0	170	0	0	3230	true	0	116	0	0	0	54	580	1	0	0	true	0	0	0	0	0	0	0	0	3230	0	0	0	500	3230	true	false	0	0	0	0	http://www.firstsoutheastbank.com	
22730																														0	34	0	0	0	true	0	0	0	34	0	0	1012	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	http://www.westunionbank.com	
22936																														0	4781	3000	0	6821	true	0	3490	0	954	237	100	9059	3	0	0	false	0	0	0	3000	2000	0	1821	0	0	0	0	0	0	0	false	false	0	0	0	0	http://fmbnk.com	
22954																														0	460	2010	0	9308	true	0	0	0	460	0	0	761	0	0	0	false	0	0	0	2137	2254	2735	2182	0	0	0	0	0	0	0	true	false	0	0	0	0	www.fnbhawley.com	
23045																														0	0	0	0	0	true	0	0	0	0	0	0	214	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	http://www.wmibt.com	
