"IDRSSD"	RCFD0211	RCFD0213	RCFD0416	RCFD1286	RCFD1287	RCFD1289	RCFD1290	RCFD1291	RCFD1293	RCFD1294	RCFD1295	RCFD1297	RCFD1298	RCFD1737	RCFD1738	RCFD1739	RCFD1741	RCFD1742	RCFD1743	RCFD1744	RCFD1746	RCFD1754	RCFD1771	RCFD1772	RCFD1773	RCFD1778	RCFD8496	RCFD8497	RCFD8498	RCFD8499	RCFD8782	RCFD8783	RCFDA248	RCFDA510	RCFDA511	RCFDA549	RCFDA550	RCFDA551	RCFDA552	RCFDA553	RCFDA554	RCFDA555	RCFDA556	RCFDA557	RCFDA558	RCFDA559	RCFDA560	RCFDA561	RCFDA562	RCFDB838	RCFDB839	RCFDB840	RCFDB841	RCFDB842	RCFDB843	RCFDB844	RCFDB845	RCFDB846	RCFDB847	RCFDB848	RCFDB849	RCFDB850	RCFDB851	RCFDB852	RCFDB853	RCFDB854	RCFDB855	RCFDB856	RCFDB857	RCFDB858	RCFDB859	RCFDB860	RCFDB861	RCFDC026	RCFDC027	RCFDC988	RCFDC989	RCFDG300	RCFDG301	RCFDG302	RCFDG303	RCFDG304	RCFDG305	RCFDG306	RCFDG307	RCFDG308	RCFDG309	RCFDG310	RCFDG311	RCFDG312	RCFDG313	RCFDG314	RCFDG315	RCFDG316	RCFDG317	RCFDG318	RCFDG319	RCFDG320	RCFDG321	RCFDG322	RCFDG323	RCFDG324	RCFDG325	RCFDG326	RCFDG327	RCFDG328	RCFDG329	RCFDG330	RCFDG331	RCFDG336	RCFDG337	RCFDG338	RCFDG339	RCFDG340	RCFDG341	RCFDG342	RCFDG343	RCFDG344	RCFDG345	RCFDG346	RCFDG347	RCFDG348	RCFDG349	RCFDG350	RCFDG351	RCFDG352	RCFDG353	RCFDG354	RCFDG355	RCFDG356	RCFDG357	RCFDG358	RCFDG359	RCFDG360	RCFDG361	RCFDG362	RCFDG363	RCFDG364	RCFDG365	RCFDG366	RCFDG367	RCFDG368	RCFDG369	RCFDG370	RCFDG371	RCFDG372	RCFDG373	RCFDG374	RCFDG375	RCON0211	RCON0213	RCON0416	RCON1286	RCON1287	RCON1289	RCON1290	RCON1291	RCON1293	RCON1294	RCON1295	RCON1297	RCON1298	RCON1737	RCON1738	RCON1739	RCON1741	RCON1742	RCON1743	RCON1744	RCON1746	RCON1754	RCON1771	RCON1772	RCON1773	RCON1778	RCON8496	RCON8497	RCON8498	RCON8499	RCON8782	RCON8783	RCONA248	RCONA510	RCONA511	RCONA549	RCONA550	RCONA551	RCONA552	RCONA553	RCONA554	RCONA555	RCONA556	RCONA557	RCONA558	RCONA559	RCONA560	RCONA561	RCONA562	RCONB838	RCONB839	RCONB840	RCONB841	RCONB842	RCONB843	RCONB844	RCONB845	RCONB846	RCONB847	RCONB848	RCONB849	RCONB850	RCONB851	RCONB852	RCONB853	RCONB854	RCONB855	RCONB856	RCONB857	RCONB858	RCONB859	RCONB860	RCONB861	RCONC026	RCONC027	RCONC988	RCONC989	RCONG300	RCONG301	RCONG302	RCONG303	RCONG304	RCONG305	RCONG306	RCONG307	RCONG308	RCONG309	RCONG310	RCONG311	RCONG312	RCONG313	
1557																																																																																																																																																						0	0	7993	0	0	0	0	0	0	0	0	4135	4260	0	0	0	0	0	0	0	0	10243	10367	4176	4303	0	10243	10367	41	43	0	0	2323	0	0	1140	1183	3479	3878	4866	0	0	0	0	0	0	0	0	0																									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1669																																																																																																																																																						0	0	39029	0	0	0	0	0	0	68873	71994	37222	38739	0	0	0	0	0	0	0	0	91794	95774	37227	38745	0	18528	19212	0	0	0	0	27818	0	0	6632	21211	43496	43384	11417	0	6	0	0	0	4393	0	0	0																									0	0	0	0	0	0	0	0	4393	4568	5	6	0	0	0	0	0	0	
1829																																																																																																																																																						0	0	12999	0	0	0	0	0	0	0	0	20858	21108	0	0	965	1048	0	0	0	0	0	0	77302	79376	0	0	0	13906	14056	7748	7827	3050	1918	1458	2205	372	2513	5441	19316	6365	832	340	1137	0	29094	10303	0	0																									0	0	0	0	0	0	967	1051	0	0	38688	40655	0	0	0	0	0	0	
1856																																																																																																																																																						0	0	61296	0	0	0	0	0	0	0	0	19507	19533	0	0	0	0	0	0	0	0	27981	28791	69535	76766	0	1896	2075	2814	2859	0	0	5106	0	0	5006	5063	98	0	14121	0	0	0	234	0	0	0	47741	32484																									0	0	0	0	0	0	0	0	0	0	228	234	0	0	0	0	26085	26716	
2040																																																																																																																																																						0	0	21681	0	0	0	0	286	288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45171	44859	0	0	0	19960	20567	0	0	0	0	0	1288	1088	3836	4794	10848	0	0	0	0	249	6052	770	9279	6654																									0	0	0	0	0	0	0	0	0	0	6707	7071	0	0	0	0	0	0	
2161																																																																																																																																																						0	0	22902	0	0	0	0	0	0	0	0	4152	4251	0	0	0	0	0	0	0	0	2	2	40453	41375	0	0	0	13820	13928	958	980	862	0	0	171	691	2712	1549	10394	2663	0	0	0	469	21277	1452	0	0																									0	0	0	0	2	2	0	0	0	0	22481	23196	0	0	0	0	0	0	
2376																																																																																																																																																						0	0	325925	0	0	0	0	0	0	0	0	347470	349958	0	0	2000	2072	0	0	0	0	66467	68622	429397	435444	0	0	0	0	0	20000	20000	14050	4671	4937	0	10182	28198	302060	16613	0	15695	19318	7073	2706	26008	2582	65317	1221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2282	2316	0	0	33042	34363	35794	38059	0	0	0	0	31143	31943	
2451																																																																																																																																																						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	76	0	2	0	76	76	0	2	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0																									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2554																																																																																																																																																						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	12	0	0	0	0	0	0	0	0	12	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0																									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2732																																																																																																																																																						0	0	33715	0	0	0	0	0	0	0	0	9568	9867	0	0	550	550	0	0	0	0	0	0	60276	62304	0	0	0	50158	51887	0	0	8222	0	0	807	7965	27381	20619	5532	0	0	0	0	0	0	0	0	0																									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2750																																																																																																																																																						0	0	7979	0	0	0	0	0	0	0	0	5106	5160	0	0	726	727	0	0	0	0	0	0	12832	12991	0	0	0	2802	2796	3499	3513	521	0	0	0	141	374	117	7002	1051	432	1677	825	97	0	1275	0	0																									0	0	0	0	0	0	1663	1694	0	0	2535	2614	0	0	0	0	0	0	
3252																																																																																																																																																						0	0	35119	0	0	0	0	1122	1114	0	0	8915	9011	0	0	753	737	0	0	0	0	100	100	61471	62253	0	100	100	11844	11919	8766	8852	220	0	0	1698	115	3152	2732	14807	377	0	0	135	2029	2735	6244	0	28327																									0	0	0	0	0	0	1601	1759	0	0	8888	9386	0	0	0	0	0	0	
3458																																																																																																																																																						0	0	6546	0	0	0	0	0	0	0	0	5835	5960	0	0	452	469	0	0	0	0	2620	2662	6551	6696	0	2620	2662	0	0	0	0	1332	0	0	403	929	1579	1241	4672	225	0	0	0	0	0	267	0	0																									0	0	0	0	0	0	0	0	0	0	264	267	0	0	0	0	0	0	
3720																																																																																																																																																						0	0	29251	0	0	0	0	0	0	0	0	21059	21293	0	0	0	0	0	0	0	0	4851	4982	47784	49125	0	4851	4982	7694	7943	0	0	1138	0	0	235	782	4854	12925	15291	0	1	119	420	468	17168	1499	214	0																									0	0	0	0	0	0	6811	7005	0	0	12011	12670	0	0	0	0	0	0	
3953																																																																																																																																																						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	0	0	0	0	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0																									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4138																																																																																																																																																						0	0	24638	0	0	0	0	4438	4684	0	0	11756	12099	0	0	0	0	0	0	0	0	0	0	29847	31006	0	0	0	5645	5878	0	0	202	32	29	0	202	1329	7596	11564	1970	0	0	0	0	2774	694	2771	2076																									0	0	0	0	0	0	0	0	0	0	3329	3468	0	0	0	0	0	0	
4156																																																																																																																																																						0	0	20044	0	0	0	0	0	0	0	0	16136	16187	0	0	0	0	0	0	0	0	0	0	33969	34757	0	0	0	17833	18570	316	316	14218	0	0	7437	6601	5429	4239	10542	507	0	0	0	0	0	0	0	0																									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
