"IDRSSD"	RIAD0497	RIAD4042	RIAD4136	RIAD4141	RIAD4146	RIAD4461	RIAD4462	RIAD4463	RIAD4464	RIAD4467	RIAD4468	RIAD4486	RIAD4487	RIAD4488	RIAD4489	RIAD4491	RIAD4498	RIAD4499	RIAD4521	RIAD4522	RIAD4769	RIAD6373	RIAD8403	RIADB526	RIADB527	RIADC013	RIADC014	RIADC015	RIADC016	RIADC017	RIADC018	TEXT4461	TEXT4462	TEXT4463	TEXT4464	TEXT4467	TEXT4468	TEXT4487	TEXT4489	TEXT4498	TEXT4499	TEXT4521	TEXT4522	TEXT4769	TEXT6373	TEXTB526	TEXTB527	
1351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0																	
1454	0	0	0	0	0	81	0	0	68	63	0	0	0	0	0	0	0	0	0	0	false	0	75	0	0	0	0	0	0	59	104	Misc Recoveries                                                                                                                                                                                  			Misc Losses                                                                                                                                                                                      	Visa Debit Card Expense                                                                                                                                                                          												
1557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	7	0	0	0	0	0	0	0	0																	
1632	37	0	28	9	9	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	20	0	0	12	0	9	9	182	11		Travelers Express Net Revenue                                                                                                                                                                    															
1669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0																	
1829	0	0	0	96	0	0	0	0	47	75	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	92	0				ATM/Debit Card Network Exp                                                                                                                                                                       	PA Shares Tax                                                                                                                                                                                    												
1856	0	0	0	6	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	4				Fees                                                                                                                                                                                             													
1959	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0																	
2040	19	3	17	4	4	4	0	0	8	5	8	0	0	0	0	0	0	0	0	0		0	14	0	0	2	0	4	3	17	22	Miscellaneous customer fees                                                                                                                                                                      			ORE write down                                                                                                                                                                                   	Auditing expense                                                                                                                                                                                 	ATM/Debit card expense                                                                                                                                                                           											
2161	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	64	35																	
2376	0	177	0	0	0	200	188	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	160	0	Reversal of prior period write-off                                                                                                                                                               	Joint Venture income                                                                                                                                                                             															
2451	2	0	1	3	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0		0	3	0	0	0	0	2	0	1	2				Subs, Dues, Memberships                                                                                                                                                                          													
2554	0	0	2	0	1	0	0	0	1	3	5	0	0	0	0	0	0	0	0	0	false	0	1	0	0	0	0	1	0	1	1				insurance and bonds                                                                                                                                                                              	exams                                                                                                                                                                                            	accounting                                                                                                                                                                                       											
2732	0	0	43	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	45	0	0	0	0	26	14	172	66																	
2750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	18	0																	
2938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	250	0																	
2956	18	1	12	6	24	0	0	0	40	13	31	0	0	0	0	0	0	0	234	0	false	0	12	0	0	3	0	15	4	60	9				bad debts & other real estate expenses                                                                                                                                                           	telephone                                                                                                                                                                                        	maintance & services charges                                                                                                                                                                     											
3252	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	Gain on Sale- Hulinsky                                                                                                                                                                           																
3458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0																	
3506	0	0	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0																	
3579	52	0	0	0	0	0	47	0	74	0	93	0	0	0	0	0	0	0	552	0		0	0	0	0	0	0	0	0	0	61		Management Income                                                                                                                                                                                		Tax on Stock                                                                                                                                                                                     		Restructuring Charges                                                                                                                                                                            					Bal of allowance of merged institution                                                                                                                                                           						
3720	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	31	0																	
3953	40	27	15	20	8	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	false	0	12	0	0	2	0	12	1	15	16				Consulting Fees                                                                                                                                                                                  													
4138	26	0	38	3	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	20	0	0	6	0	2	6	22	35																	
4147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0																	
4156	6	0	14	3	2	0	0	0	10	8	0	0	0	0	0	0	0	0	0	0	false	0	10	0	0	0	0	0	0	35	10				Exam & Audit                                                                                                                                                                                     	PR                                                                                                                                                                                               												
4231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	35	0																	
4437	25	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	72	31																	
4745	1	0	5	1	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	false	0	1	0	0	0	0	1	0	3	1	MISC.                                                                                                                                                                                            			BANK SERVICE CHARGES                                                                                                                                                                             													
4839	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	97	0																	
5005	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	30	0	0	65	0																	
5050	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	24																	
5069	40	0	7	27	4	24	8	1	15	11	11	0	0	0	0	0	0	0	0	0		0	4	0	0	0	0	0	0	48	17	FEES LETTERS OF CREDIT                                                                                                                                                                           	DOCUMENTARY COLLECTION FEES                                                                                                                                                                      	OTHER CHARGES AND FEES                                                                                                                                                                           	PHONE & TELLEX                                                                                                                                                                                   	MISC. SERVICE CHARGES - CORRESPONDENT BANK & FED.                                                                                                                                                	OTHER PROFESSIONAL SERVICES & AUDIT                                                                                                                                                              											
5135	3	0	6	9	3	10	0	0	21	32	0	0	0	0	0	0	0	0	0	0	false	0	3	0	0	1	0	3	7	63	8	CHECK CASHING FEES                                                                                                                                                                               			AUDITING FEES                                                                                                                                                                                    	ADMINISTRATIVE FEES                                                                                                                                                                              												
5210	0	0	0	0	0	0	0	0	151	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0				Pennsylvania Shares Tax                                                                                                                                                                          													
5247	95	0	10	3	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	132	0	0	67	0	64	19	286	66																	
5274	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	54	0																	
5331	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	50	147	0				ATM PROCESSING FEES                                                                                                                                                                              													
5452	0	0	0	0	0	0	0	0	35	83	23	0	0	0	0	0	1	0	0	0	false	0	0	0	0	0	21	0	0	55	0				Parent Service Charges                                                                                                                                                                           	Central Operation Charges                                                                                                                                                                        	Deposit Service Charges                                                                                                                                                                          			Tax Benefit of NSOs by Bank s EEs                                                                                                                                                                								
5461	36	6	4	12	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	20	0	0	18	13	5	34	52	44																	
5751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	21	0	0	0	0																	
5939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	965	578																	
6039	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	53	0	MORTGAGE PREPARATION FEE                                                                                                                                                                         																
6057	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	2	0	0	0	0	0	0	10	6	Collection fees                                                                                                                                                                                  																
6141	4	0	11	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	11	0	0	2	0	6	0	11	10																	
6329	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0																	
6842	3	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	4	0	0	0	0	2	2	11	5																	
6972	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0																	
7009	0	0	0	0	0	3030	0	0	8853	375	0	0	0	0	0	0	16	0	0	0	true	0	0	0	0	0	0	0	0	0	0	Trademark royalty fees                                                                                                                                                                           			Investment advisory + other service fees                                                                                                                                                         	Custody fees                                                                                                                                                                                     				See item RI-E7 below for description                                                                                                                                                             								
7045	14	0	14	9	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	19	0	0	3	0	5	7	0	16																	
7157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	7	0	0	0	0	0	0	10	5																	
7166	0	0	0	0	0	0	0	0	279	83	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	396	0				HOLDING COMPANY MANAGEMENT FEES                                                                                                                                                                  	THIRD PARTY VENDOR EXPENSE                                                                                                                                                                       												
7456	6	0	6	15	2	0	0	0	2	7	0	0	0	0	0	0	0	0	0	0	false	0	7	0	0	0	0	0	0	7	7				Education                                                                                                                                                                                        	Correspondent Service Charges                                                                                                                                                                    												
7634	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	9	EDP Income                                                                                                                                                                                       																
8033	0	12	20	12	2	7	3	1	13	8	7	0	0	0	0	0	0	0	0	0	false	0	8	0	0	2	0	0	1	23	10	Fees all other                                                                                                                                                                                   	Rental Income Bank Premises and Property                                                                                                                                                         	Bank Card Income                                                                                                                                                                                 	Taxes Ad Valorem                                                                                                                                                                                 	Services External Auditors                                                                                                                                                                       	Services Analysis charge                                                                                                                                                                         											
8154	10	0	0	12	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	2	0	0	1	23	0				Communications                                                                                                                                                                                   													
8417	0	0	0	0	0	0	0	0	23681	2461	1779	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	2860	0				Affiliate Related Expense Allocations                                                                                                                                                            	Software                                                                                                                                                                                         	Travel & Entertainment                                                                                                                                                                           											
8462	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	12																	
8547	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	83	0																	
8631	0	0	25	0	0	9	0	0	25	10	9	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	18	15	Rental Income                                                                                                                                                                                    			Dealer Participation                                                                                                                                                                             	Loan Department Expense                                                                                                                                                                          	Examination/ Audit                                                                                                                                                                               											
8855	51	0	11	22	5	0	0	0	44	85	0	0	0	0	0	0	0	0	0	0	false	0	29	0	0	0	0	0	12	156	56				Client Asset Custody                                                                                                                                                                             	Donations                                                                                                                                                                                        												
9115	392	0	0	0	51	0	32	23	702	278	275	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	54	0	292	150		Wire transfer fees                                                                                                                                                                               	Commerce online income                                                                                                                                                                           	Miscellaneous Expense                                                                                                                                                                            	Travel & Entertainment                                                                                                                                                                           	Provision for other differences                                                                                                                                                                  											
9160	0	0	0	0	0	0	0	0	36	28	29	0	0	0	0	0	0	0	0	0	false	0	31	0	0	0	0	0	0	50	44				Rent                                                                                                                                                                                             	Item processing                                                                                                                                                                                  	Other Insurance                                                                                                                                                                                  											
9339	51	0	21	0	11	5	0	0	522	0	0	0	0	0	0	0	0	0	0	0		0	12	0	0	0	0	0	0	0	25	Merchant Residual Income                                                                                                                                                                         			MGMT FEES                                                                                                                                                                                        													
9357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0																	
9553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0																	
9807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0																	
9955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	51	0																	
10157	0	0	0	18	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	22	0	Trust fees                                                                                                                                                                                       																
10250	73	0	15	0	8	7	0	0	18	25	40	0	0	0	0	0	0	0	0	0		0	33	0	0	6	2	8	4	13	74	Merchant Credit Cards                                                                                                                                                                            			Telephone                                                                                                                                                                                        	Loss on OD s & Checks                                                                                                                                                                            	Insurance Fidelity and Property                                                                                                                                                                  											
10577	0	0	13	0	0	3	3	0	63	0	0	0	0	0	0	0	0	0	0	0	false	0	9	0	0	0	0	4	0	0	0	MISC FEES                                                                                                                                                                                        	OBA SERVICES INCOME                                                                                                                                                                              		SERVICE CONTRACT-INDEPENDENT FINANCIAL NETWORK                                                                                                                                                   													
10849	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0				Telephone expense                                                                                                                                                                                													
10858	0	0	0	0	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0				FNNI - OH Admin Chg FNNI & Subs                                                                                                                                                                  													
11145	26	0	18	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	19	0	0	16	0	19	3	61	36																	
11350	8	0	0	4	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	6	0	0	0	0	0	2	14	6																	
11640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	39	0	0	0	33																	
11837	0	0	0	0	0	18	0	0	19	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	53	0	0	0	14	0	MISCELLANEOUS FEES			ITEM PROCESSING FEES													
12030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	55	149																	
12058	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	33				FEES                                                                                                                                                                                             													
12142	14	0	17	5	3	2	5	6	21	16	21	0	0	0	0	0	0	0	0	0	false	0	31	0	0	31	0	27	11	22	34	Money Order fees                                                                                                                                                                                 	Misc  Income                                                                                                                                                                                     	Loan Origination fees                                                                                                                                                                            	Telephone                                                                                                                                                                                        	Accounting                                                                                                                                                                                       	Insurance                                                                                                                                                                                        											
12245	0	0	0	0	0	0	0	0	32	14	0	0	0	0	0	0	0	0	0	0		0	0	0	0	19	0	0	0	32	0				DATA PROCESSING FEES                                                                                                                                                                             	SUPPLIES                                                                                                                                                                                         												
12311	0	0	0	0	0	9560	0	0	0	0	0	0	0	0	0	0	0	0	-1474	0	false	0	0	-9113	0	0	0	0	0	0	0	Income from Bank Owned Life Insurance                                                                                                                                                            										Allowance of Securitized Loans                                                                                                                                                                   				Change in accounting method for derivatives                                                                                                                                                      		
12357	1	0	1	5	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	false	0	1	0	0	0	0	0	0	0	4				Insuance                                                                                                                                                                                         													
12405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	642	0																	
12647	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	27	11																	
12656	1	0	7	1	1	0	0	0	4	2	4	0	0	0	0	0	0	0	0	0	false	0	4	7	0	0	0	2	1	4	2				COMMITTE FEES                                                                                                                                                                                    	CORRESPONDENT SERVICE CHARGES                                                                                                                                                                    	BOND PREMIUMS                                                                                                                                                                                    									UPDATE 2000 TAX ACCRUALS                                                                                                                                                                         		
12937	0	0	20	27	6	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	false	0	22	0	0	0	0	6	32	21	9				INSURANCE                                                                                                                                                                                        													
12946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0																	
12955	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	23	0	0	0	0	0	0	0	27																	
13037	0	0	28	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0																	
13103	0	0	0	0	0	0	0	0	130	0	0	0	0	0	0	0	0	0	0	0	false	0	0	1	0	0	0	0	0	177	0				Item processing charges                                                                                                                                                                          											further amending minority interest as we rounded incorre                                                                                                                                         		
13251	2	0	0	0	2	0	0	0	5	3	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	7	3				EXAM & PROFESSIONAL FEES                                                                                                                                                                         	SPECIAL CHECKIN & CARD EXPENSE                                                                                                                                                                   												
13309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0																	
13457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	11																	
14052	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	0	11	0	0	0	0	0	0	28	0																	
14155	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	7	11	0	0	44	17				Consulting Fees                                                                                                                                                                                  													
14258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0																	
14409	0	0	0	0	0	4465	0	0	0	0	0	70	0	0	0	0	18164	0	0	0	false	206	0	0	0	0	3265	0	5806	0	0	International fees                                                                                                                                                                               								Purchase accounting adjustment                                                                                                                                                                   					Effect of adopting FAS 133, "Accounting for Derivative I                                                                                                                                         			
14454	0	0	41	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	12	0				Service Charge Leases                                                                                                                                                                            													
14650	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	12	0	0	0	7	0	0	23	9	Exchange and Collection                                                                                                                                                                          																
14753	7	0	0	0	0	0	0	0	34	12	0	0	0	0	0	0	0	0	0	0	false	0	4	0	0	0	0	0	0	15	7				ACCQUIRED PROPERTY                                                                                                                                                                               	PROFESSIONAL FEES                                                                                                                                                                                												
14865	0	0	0	0	0	2	2	2	8	17	12	0	0	0	0	0	0	0	0	0	false	0	23	0	0	4	11	8	12	0	28	wire fees                                                                                                                                                                                        	contract collection fees                                                                                                                                                                         	check cashing fees                                                                                                                                                                               	Tax Preperation and Audit                                                                                                                                                                        	Contract Courier                                                                                                                                                                                 	Telephone Expense                                                                                                                                                                                											
14931	9	0	2	15	2	0	0	0	9	9	9	0	0	0	0	0	0	0	0	0	false	0	8	0	0	3	0	2	0	42	7				Correspondent Bank Charges                                                                                                                                                                       	Audit & Accounting Fees                                                                                                                                                                          	Courier                                                                                                                                                                                          											
14940	45	0	0	0	0	24	0	0	185	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	93	0	Fees from affiliates-mtge loan orig                                                                                                                                                              			Holding co. admin & proc fees                                                                                                                                                                    													
15536	39	0	21	142	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	43	0	0	60	0	52	50	289	61																	
15732	0	0	0	0	0	170	0	0	0	0	0	0	0	0	0	0	200	0	0	0	false	0	0	0	0	0	0	0	0	86	0	Mortgage Origination Fees                                                                                                                                                                        								Capital Injection From Holding Company                                                                                                                                                           								
16337	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	59	144	0																	
16355	0	0	0	0	0	0	0	0	32	14	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	39	0				MANAGEMNT FEES                                                                                                                                                                                   	OTHER OUTSIDE SERVICE FEES                                                                                                                                                                       												
16458	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	82	0																	
16551	12	1	5	1	4	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	11	0	0	2	6	3	2	0	19																	
16748	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	44	0																	
16766	0	0	0	0	0	0	0	0	932	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	72	0				Management Service Fees                                                                                                                                                                          													
16944	4	0	14	8	2	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	false	0	3	0	0	1	0	3	2	23	6				Courier services                                                                                                                                                                                 	Telephone                                                                                                                                                                                        												
16953	8	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	2	0	15	6				AUDIT, TAX & ACCOUNTING FEES                                                                                                                                                                     													
17110	67	0	0	0	2	0	0	0	227	231	170	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	91	58				TRAVEL AND ENTERTAINMENT                                                                                                                                                                         	REFERRAL FEES                                                                                                                                                                                    	INVESTMENT CUSTODIAN FEES                                                                                                                                                                        											
17147	154	0	33	17	27	396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	146	0	0	0	0	24	221	218	153	Data processing income                                                                                                                                                                           																
17259	0	0	0	19	0	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	9	0	0	0	0																	
17464	113	0	0	0	0	261	112	0	134	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	Mortgage Center Loan Fees                                                                                                                                                                        	Visa Interchange                                                                                                                                                                                 		Reimburse Outside Services                                                                                                                                                                       													
17549	0	0	0	78	0	210	443	0	102	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	95	53	Cash recovery on purchased assets                                                                                                                                                                	Gain on Consord/Cash Station                                                                                                                                                                     		ORE expenses                                                                                                                                                                                     													
17642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	7																	
17839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	193	0																	
