"IDRSSD"	RIAD3123	RIAD4230	RIAD4605	RIAD4635	RIAD4815	RIADB522	
	ALLL_AMT	PROVISION FOR CREDIT LOSSES	RECOVERIES CREDITED TO RESERVES	LOSSES CHARGED TO RESERVE	CHG IN ALLOW FOR LN&LS LOSS/ADJUSTMT	BEGIN BALANCE (MOST RECENT) IN ALLL	
590949	700	0	5	18	0	713	
591209	585	15	1	0	0	569	
591320	1361	30	13	19	0	1337	
591357	349	42	3	0	0	304	
591366	706	41	0	1	0	666	
591740	75	0	0	0	0	75	
591825	4351	120	43	121	-43	4352	
591834	2857	88	57	279	0	2991	
591852	368	30	22	438	0	754	
591937	3339	150	24	235	0	3400	
592439	792	0	0	0	0	792	
592448	682	183	45	359	0	813	
592550	1145	0	31	0	0	1114	
592644	1656	85	13	50	0	1608	
592822	990	97	0	0	0	893	
592831	184	3	0	0	0	181	
592859	69	3	0	0	0	66	
593007	7424	414	81	72	0	7001	
593052	1846	0	16	68	366	1532	
593249	2629	758	86	232	0	2017	
593333	348	0	11	18	0	355	
593351	121	0	31	0	0	90	
593753	2284	213	5	0	0	2066	
593771	251	0	0	1	0	252	
593838	546	40	6	1	0	501	
593865	14289	525	164	644	0	14244	
593940	304	6	0	0	0	298	
593977	20	0	0	0	0	20	
594134	7493	951	113	678	0	7107	
594433	1990	292	28	280	0	1950	
594451	53	0	2	0	0	51	
594714	2327	75	27	202	0	2427	
594853	701	60	4	13	0	650	
594938	883	36	3	0	0	844	
594947	3888	150	11	97	0	3824	
595038	126	7	0	0	0	119	
595337	680	30	7	36	0	679	
595430	2396	117	6	23	0	2296	
595449	405	0	0	0	0	405	
595560	978	60	37	29	76	834	
595618	3904	346	12	51	0	3597	
595869	22590	1200	99	676	0	21967	
595944	269	5	0	0	0	264	
595953	196	27	1	18	0	186	
596026	608	10	0	16	0	614	
596053	581	45	2	11	0	545	
596062	1604	85	39	226	0	1706	
596156	621	40	2	11	0	590	
596361	0	0	0	0	0	0	
596400	10858	300	7	73	0	10624	
596455	379	42	29	16	0	324	
596642	37	10	23	19	0	23	
596848	4837	105	53	93	0	4772	
596978	909	10	10	1	0	890	
597041	115	0	1	0	0	114	
597162	717	0	1	0	0	716	
597256	80	0	0	0	0	80	
597313	934	36	5	22	0	915	
597452	642	30	9	78	0	681	
597546	1105	12	0	2	0	1095	
597555	1652	0	40	40	0	1652	
597658	795	30	0	17	0	782	
597751	517	18	10	5	0	494	
597957	380	20	0	12	0	372	
598002	865	75	3	54	0	841	
598048	1584	0	5	5	0	1584	
598132	303	24	16	0	0	263	
598150	151	0	0	0	0	151	
598338	70	0	1	1	0	70	
598534	10572	1800	430	2162	0	10504	
598543	415	106	0	84	0	393	
598646	868	120	13	35	0	770	
598954	5041	150	0	11	0	4902	
599643	728	20	4	20	0	724	
599755	373	0	3	5	0	375	
599764	6193	450	72	198	0	5869	
599951	60508	3000	2540	5568	21396	39140	
600129	1145	120	7	42	0	1060	
600174	68284	7300	1123	10739	0	70600	
600222	1120	10	6	51	0	1155	
600419	2030	323	4	20	0	1723	
600651	786	30	3	7	0	760	
601032	107	15	1	26	0	117	
601041	509	0	26	0	0	483	
601050	111728	9699	2938	11925	1666	109350	
601153	443	0	3	4	0	444	
601416	1359	60	4	3	0	1298	
601434	202	6	1	5	0	200	
601443	1284	90	1	2	0	1195	
601564	146	0	28	69	0	187	
601658	148	4	10	0	0	134	
601733	618	0	23	32	0	627	
602048	2758	83	26	145	0	2794	
602150	321	24	16	1	0	282	
602235	2067	170	18	130	0	2009	
602356	1388	55	18	0	0	1315	
602543	252	6	1	32	0	277	
602842	47	0	1	0	0	46	
602851	4125	439	237	906	0	4355	
603232	125	0	3	7	0	129	
603540	631	15	30	14	0	600	
603559	250	2	7	12	0	253	
603755	158	0	2	1	0	157	
603951	783	0	13	1	0	771	
604024	1821	150	33	537	0	2175	
604033	58	0	0	4	0	62	
604378	28027	750	188	1256	0	28345	
604453	159	6	1	22	0	174	
604547	401	35	3	21	0	384	
604556	1067	60	3	50	0	1054	
604640	200	0	0	0	0	200	
604734	1355	48	14	52	0	1345	
605058	484	14	33	61	0	498	
605133	1289	30	24	151	0	1386	
605610	1145	30	2	8	0	1121	
605638	321	10	3	39	0	347	
605656	1205	60	5	102	0	1242	
605852	222	0	1	0	0	221	
606046	80461	4097	1364	6730	0	81730	
606073	23	6	0	0	0	17	
606130	147	3	4	8	0	148	
606309	22325	1200	342	772	0	21555	
606569	1109	0	0	0	0	1109	
606653	1330	16	3	21	0	1332	
607146	277	0	0	0	0	277	
607333	765	70	0	1	0	696	
607511	1546	54	1	4	0	1495	
607931	1409	80	6	31	0	1354	
607959	131	0	1	4	0	134	
608358	423	0	44	0	0	379	
608367	249	9	1	1	0	240	
608451	298	60	67	123	0	294	
608844	866	32	1	0	0	833	
608938	570	0	4	99	0	665	
609010	1089	30	4	1	0	1056	
609243	255	0	0	0	0	255	
609373	302	21	0	3	0	284	
609467	1223	350	79	636	0	1430	
609609	1025	60	15	50	0	1000	
609618	348	18	33	44	0	341	
609645	163	0	0	2	0	165	
609832	530	15	1	6	0	520	
610052	230	0	0	0	0	230	
610128	3908	0	57	99	0	3950	
610155	487	28	4	45	0	500	
610164	2891	236	22	153	0	2786	
610539	337	15	11	25	0	336	
610557	351	27	1	2	0	325	
610623	5200	150	19	66	0	5097	
610771	3884	212	70	202	0	3804	
610847	875	9	4	2	0	864	
610913	988	30	20	19	0	957	
611031	687	37	2	10	0	658	
611246	241	15	0	0	0	226	
611451	3110	15	117	50	0	3028	
611639	1630	0	53	209	0	1786	
611732	1794	28	6	8	-22	1790	
612159	331	3	1	0	0	327	
612346	735	12	2	9	0	730	
612364	36354	6603	6372	11625	0	35004	
612551	365	9	3	0	0	353	
612618	170476	22324	2850	17443	-104055	266800	
612757	173	18	4	57	0	208	
613008	15606	650	228	728	0	15456	
613156	1189	133	10	125	0	1171	
613213	6511	444	231	137	0	5973	
613222	1405	134	7	63	0	1327	
613231	307	0	4	7	0	310	
613307	107700	28604	1907	27511	0	104700	
613334	165	15	0	19	0	169	
613343	979	60	6	7	0	920	
613400	3929	44	19	52	0	3918	
613464	905	0	2	0	0	903	
613558	2350	0	35	33	0	2348	
613754	220	0	0	0	0	220	
613839	1038	17	24	14	0	1011	
613950	755	205	20	190	0	720	
614256	250	2	0	16	0	264	
614313	4459	300	48	89	0	4200	
614340	1380	30	7	0	0	1343	
614368	409	25	0	72	0	456	
614751	622	24	0	6	0	604	
614948	463	12	2	1	0	450	
615075	85	32	0	31	0	84	
615217	5106	150	34	1202	0	6124	
615253	1120	13	2	4	0	1109	
615329	4467	0	73	88	0	4482	
615459	1168	2	184	14	0	996	
615851	589	9	15	1	0	566	
615954	1261	60	11	10	0	1200	
616036	4729	165	115	57	0	4506	
616148	675	9	4	31	0	693	
616410	3415	130	37	86	0	3334	
616540	398	15	1	26	0	408	
616755	765	-5	15	22	0	777	
616849	95	-1	1	0	0	95	
617024	5975	282	62	328	0	5959	
617051	356	0	10	19	0	365	
617145	401	30	8	6	0	369	
617275	380	51	2	20	0	347	
617341	310	0	0	0	0	310	
617538	116	9	4	4	0	107	
617734	184	0	0	0	0	184	
617743	638	23	0	0	0	615	
618405	2576	0	7	21	0	2590	
618544	627	7	1	0	0	619	
618647	151	1	0	0	0	150	
618656	1339	60	1	10	0	1288	
618740	716	45	8	133	0	796	
618807	5472	150	122	7	0	5207	
619327	1446	0	0	0	0	1446	
619457	261	0	3	9	0	267	
619701	4440	0	4	10	0	4446	
619859	831	30	14	10	0	797	
620015	412	5	8	13	0	412	
620051	305	1	1	0	0	303	
620211	56517	1465	559	1484	0	55977	
620305	12141	0	85	98	0	12154	
620453	1072	60	185	224	0	1051	
620752	180	12	12	9	0	165	
620930	422	38	1	21	0	404	
621151	212	3	0	0	0	209	
621245	543	19	0	6	0	530	
621357	635	50	11	54	0	628	
621375	3780	75	0	15	0	3720	
621432	1858	75	3	15	0	1795	
621441	1058	0	31	53	0	1080	
621674	1063	99	0	110	0	1074	
621852	973	44	17	85	11	986	
622037	513	12	4	7	0	504	
622439	2723	60	2	15	0	2676	
622653	542	0	3	3	0	542	
622756	383	18	0	3	0	368	
622774	3948	343	28	122	0	3699	
622831	1226	105	9	35	0	1147	
623052	1664	0	33	0	0	1631	
623258	623	32	5	7	0	593	
623306	5454	0	5	69	0	5518	
623445	3961	180	61	16	0	3736	
623454	905	45	95	165	0	930	
623548	270	0	12	54	0	312	
623922	5056	431	65	164	0	4724	
624152	323	9	1	0	0	313	
624246	685	15	3	40	0	707	
624563	47	0	0	1	0	48	
624648	939	0	9	0	0	930	
624826	3978	-4	87	126	0	4021	
624956	378	24	1	30	0	383	
625056	402	0	0	0	0	402	
625065	718	55	10	84	0	737	
625140	770	0	6	7	0	771	
625159	1422	59	24	7	0	1346	
625355	1165	30	1	25	0	1159	
625449	146	0	3	1	0	144	
625654	2724	105	60	18	0	2577	
625757	635	15	1	2	0	621	
625850	1131	80	0	2	0	1053	
625953	646	15	6	14	0	639	
626101	2181	116	0	5	0	2070	
626352	322	23	8	0	0	291	
626754	664	10	0	21	0	675	
626941	1025	45	4	7	0	983	
627023	1400	65	22	65	0	1378	
627108	1543	5	0	13	0	1551	
627135	2929	480	46	6	0	2409	
627256	115	7	0	0	0	107	
627377	125	0	0	3	0	128	
627407	1651	30	2	35	0	1654	
627425	348	45	7	9	0	305	
627555	10541	228	958	852	0	10207	
627658	7986	600	104	217	0	7499	
627854	1168	30	0	15	0	1153	
627863	11884	375	23	26	0	11512	
628039	624	30	10	11	0	595	
628048	193	0	1	0	0	192	
628123	3331	0	101	155	0	3385	
628178	1856	236	9	97	0	1708	
628235	3960	90	4	12	0	3878	
628356	1224	9	13	17	500	719	
628552	628	123	4	39	0	540	
628730	829	30	1	0	0	798	
628758	9182	-12	120	575	0	9649	
629148	422	12	8	22	0	424	
629353	390	60	24	65	0	371	
629522	1067	45	22	35	0	1035	
629746	712	18	2	7	0	699	
629849	110	1	3	1	0	107	
630041	91	0	0	0	0	91	
630153	987	25	2	0	0	960	
630340	233	0	2	0	0	231	
630555	1733	23	9	1	0	1702	
630658	498	30	10	20	0	478	
630948	2124	40	70	135	-138	2287	
631039	1323	45	16	97	0	1359	
631150	693	32	19	31	0	673	
631244	916	5	22	31	0	920	
631422	3816	190	46	202	0	3782	
632139	62	0	0	0	0	62	
632353	677	0	41	92	0	728	
632410	1645	90	33	386	0	1908	
632607	1675	0	0	0	0	1675	
632625	3762	0	18	8	0	3752	
632652	328	6	0	27	0	349	
632755	834	40	6	36	0	824	
632858	191	15	1	0	0	175	
633154	2967	0	2	1	0	2966	
633341	165	38	1	25	0	151	
633501	3640	75	9	53	0	3609	
633640	769	17	10	12	0	754	
633659	13709	780	57	548	0	13420	
633837	1421	90	65	92	0	1358	
634245	1546	106	43	221	0	1618	
634272	2621	64	103	57	0	2511	
634348	2506	133	20	0	0	2353	
634357	727	24	30	20	0	693	
634544	530	0	151	0	0	379	
634656	344	0	23	5	0	326	
634731	161	0	7	8	0	162	
634946	165	0	1	2	0	166	
634955	756	24	37	18	0	713	
635176	136	9	2	1	9	117	
635457	113	0	2	5	0	116	
635840	717	229	17	704	0	1175	
635859	35724	0	278	490	5336	30600	
635907	932	30	1	1	0	902	
636043	75814	8094	2389	10118	134	75315	
636342	164	0	0	0	0	164	
636575	1960	0	15	67	0	2012	
636753	571	0	17	32	0	586	
636771	2439	93	20	73	0	2399	
637246	693	15	2	6	0	682	
637451	9083	1050	100	1471	151	9253	
637554	851	22	4	7	0	832	
637750	438	46	16	32	0	408	
638047	1193	5	21	33	0	1200	
638131	819	15	8	12	0	808	
638346	409	20	10	23	0	402	
638355	574	54	4	79	0	595	
638850	924	12	10	21	0	923	
639053	248	0	0	1	0	249	
639343	906	60	3	33	0	876	
639549	795	37	4	10	0	764	
639567	35361	7851	1778	8776	0	34508	
639633	661	30	1	16	0	646	
639651	272	42	3	10	0	237	
639857	265	0	4	33	0	294	
639950	640	45	51	72	0	616	
640143	253	10	3	8	0	248	
640152	120	2	1	3	0	120	
640170	3341	0	10	211	0	3542	
640246	1210	0	45	133	0	1298	
640442	452	27	0	0	0	425	
640451	4672	150	34	156	0	4644	
640554	373	170	14	257	0	446	
640844	138	0	0	0	0	138	
640956	883	40	25	74	293	599	
641047	855	15	6	50	0	884	
641252	673	15	6	0	0	652	
641355	606	70	3	15	0	548	
641364	595	0	0	0	0	595	
641449	455	0	55	67	0	467	
641515	1513	0	8	183	0	1688	
641551	175	10	1	0	0	164	
641579	1239	90	5	53	0	1197	
641654	310	6	0	0	0	304	
642259	2273	314	49	406	368	1948	
642370	2204	90	1	47	0	2160	
642437	1330	38	9	5	0	1288	
642549	5528	173	7	28	0	5376	
642839	610	43	3	7	0	571	
642857	717	30	4	33	0	716	
642866	21	0	0	9	0	30	
642969	36678	90	822	2168	36334	1600	
643340	1720	50	3	13	0	1680	
643368	107	6	14	11	0	98	
643452	535	52	7	34	0	510	
643546	559	15	2	14	0	556	
643658	265	0	2	11	0	274	
644057	543	210	16	195	0	512	
644132	1491	45	18	21	0	1449	
644141	752	30	9	25	0	738	
644178	4819	250	17	26	0	4578	
644440	97	3	0	6	0	100	
644459	80	12	1	10	0	77	
644600	11446	200	20	112	0	11338	
644646	611	0	8	0	0	603	
644776	246	9	0	1	0	238	
644842	1120	25	6	19	0	1108	
644936	551	3	2	3	0	549	
644963	281	0	2	21	0	300	
645054	2715	135	99	112	0	2593	
645157	383	16	14	12	0	365	
645317	7117	0	152	35	0	7000	
645465	834	90	9	89	0	824	
645540	1262	50	4	0	0	1208	
645625	19953	885	137	1093	0	20024	
645661	803	46	0	25	0	782	
645942	3487	-40	65	18	0	3480	
646042	471	42	10	5	0	424	
646145	1234	0	30	49	0	1253	
646444	11122	500	402	623	0	10843	
646453	216	9	6	2	0	203	
646471	43	0	0	0	0	43	
646556	285	0	8	79	0	356	
646743	820	75	2	156	0	899	
646837	577	80	27	20	0	490	
646958	482	0	1	19	0	500	
647218	3179	2774	87	2685	0	3003	
647245	1828	175	138	38	0	1553	
647414	433	15	4	1	0	415	
647432	1897	113	1	0	0	1783	
647759	427	0	17	69	0	479	
647919	73	0	5	2	0	70	
647955	360	0	1	2	0	361	
648055	709	51	7	44	0	695	
648130	1123	0	0	25	0	1148	
648242	1501	100	2	180	0	1579	
648251	708	27	23	31	0	689	
648345	422	18	4	23	0	423	
648448	877	30	0	0	0	847	
648550	396	50	13	24	0	357	
648952	318	45	5	9	0	277	
649342	836	30	0	0	0	806	
649351	237	0	0	0	0	237	
649445	811	0	1	6	0	816	
649548	1456	135	23	56	0	1354	
649632	203	6	1	0	0	196	
649650	420	0	0	0	0	420	
649874	238	9	0	0	0	229	
650526	688	86	7	22	0	617	
650647	114	0	1	0	0	113	
650834	56	0	0	0	0	56	
650843	643	15	3	1	0	626	
650955	92	0	1	0	0	91	
651037	2424	350	91	79	0	2062	
651103	9868	773	59	632	461	9207	
651121	1352	72	23	31	0	1288	
651149	252	12	1	40	0	279	
651158	637	0	2	5	0	640	
651354	249	15	11	20	0	243	
651411	457033	133603	17698	93958	3057	396633	
651448	0	0	0	0	0	0	
651457	230	12	1	9	0	226	
651541	930	0	6	27	0	951	
651756	1145	45	5	36	0	1131	
651859	6460	100	35	61	0	6386	
651952	512	0	7	17	0	522	
652043	316	30	2	26	0	310	
652164	1728	270	29	232	0	1661	
652351	2265	150	59	74	0	2130	
652445	708	0	18	2	0	692	
652726	4102	65	51	6	0	3992	
652753	667	239	5	103	0	526	
652874	305	0	0	5	0	310	
652959	167	0	1	0	0	166	
653134	1034	0	59	24	0	999	
653349	1988	448	12	140	0	1668	
653433	896	55	25	13	0	829	
653611	1627	55	37	140	0	1675	
653648	5277	168	14	30	773	4352	
653723	1970	240	12	275	0	1993	
653947	951	15	4	1	0	933	
654047	663	15	3	0	0	645	
654252	370	5	0	0	0	365	
654300	794	-183	40	59	0	996	
654458	431	2	0	7	0	436	
654542	600	0	6	11	0	605	
654757	52436	5617	1242	6499	2707	49369	
655044	69	0	0	0	0	69	
655156	189	0	1	0	0	188	
655530	66	8	0	0	0	58	
655576	352276	29725	10782	51638	3680	359727	
655651	393	12	7	11	0	385	
655660	594	45	6	47	0	590	
655839	1828	105	27	290	0	1986	
655857	966	0	15	32	0	983	
656032	766	60	3	67	0	770	
656153	141	3	0	0	0	138	
656247	241	0	15	0	0	226	
656359	957	0	4	31	0	984	
656470	2690	100	32	110	0	2668	
656555	1326	45	4	8	0	1285	
656649	1054	45	20	72	0	1061	
656658	1449	285	30	312	0	1446	
656733	6093	0	6	27	0	6114	
656742	175	8	0	8	0	175	
657178	514	30	0	19	0	503	
657365	12084	50	348	290	0	11976	
657459	6040	322	16	368	0	6070	
657758	261	0	0	0	0	261	
657767	479	25	7	28	0	475	
657815	1160	30	0	12	0	1142	
657954	356	0	0	0	0	356	
658036	3932	60	1	4	0	3875	
658139	1036	0	0	11	0	1047	
658157	79	0	0	1	0	80	
658456	281	0	0	0	0	281	
658540	2365	30	0	6	0	2341	
658559	1624	219	22	16	0	1399	
658906	1922	25	33	0	0	1864	
658924	576	36	14	64	0	590	
659042	177	19	2	28	0	184	
659257	5225	565	54	394	0	5000	
659341	1869	180	21	214	0	1882	
659453	279	0	0	0	0	279	
659538	547	35	2	1	0	511	
659556	249	14	1	5	0	239	
659622	1713	60	3	4	0	1654	
659640	286	10	4	8	0	280	
659734	532	15	18	30	0	529	
659855	20547	1027	473	1138	0	20185	
660066	139	0	0	1	0	140	
660253	267	0	1	0	0	266	
660271	620	380	10	458	0	688	
660570	786	15	0	0	0	771	
660655	7313	881	202	805	0	7035	
660842	44605	4384	1429	6714	19524	25982	
660927	1445	9	3	10	0	1443	
661157	144	0	0	0	0	144	
661223	999	60	0	116	0	1055	
661250	267	9	0	1	0	259	
661308	3666	150	564	1480	0	4432	
661858	261	0	0	0	0	261	
662350	397	0	20	52	0	429	
662369	5616	400	46	192	0	5362	
662453	1023	102	15	29	0	935	
662556	190	4	1	1	0	186	
662640	4815	135	2	24	0	4702	
662659	943	0	24	10	0	929	
662770	3619	60	3	8	0	3564	
662949	1498	30	6	1	0	1463	
663058	2258	50	9	56	0	2255	
663245	11239	1272	317	1400	0	11050	
663450	318	0	8	3	0	313	
663638	392	15	2	21	0	396	
663647	969	21	0	0	0	948	
663656	423	10	0	6	0	419	
663722	176	0	23	1	0	154	
663768	498	0	20	11	0	489	
663834	53057	5555	514	4746	0	51734	
663955	240	3	0	0	0	237	
664206	11357	0	116	29	0	11270	
664336	1361	83	9	65	0	1334	
664457	245	0	0	0	0	245	
664644	861	0	10	0	0	851	
664653	256	5	10	5	0	246	
664756	5598	0	106	32	2424	3100	
664831	457	15	0	0	0	442	
665052	0	0	0	0	0	0	
665146	578	42	12	6	0	530	
665258	364	0	0	107	0	471	
665865	318	19	2	3	0	300	
665931	17511	300	52	339	0	17498	
666031	5770	404	0	0	0	5366	
666059	146	4	13	36	0	165	
666358	394	15	0	0	0	379	
666554	1519	0	5	3	0	1517	
666657	5950	300	0	89	0	5739	
666750	195	5	1	20	0	209	
666844	670	45	7	16	0	634	
666947	1216	120	3	1	0	1094	
667029	406	30	0	1	0	377	
667038	586	0	8	10	0	588	
667252	226	0	0	0	0	226	
667346	507	0	2	0	0	505	
667355	672	0	3	0	0	669	
667458	166	0	0	0	0	166	
667524	802	130	11	204	0	865	
667551	283	15	1	0	0	267	
667757	2155	353	26	330	0	2106	
667832	633	66	15	163	0	715	
667850	81	1	0	0	0	80	
667869	1104	55	16	68	0	1101	
668053	241	0	4	0	0	237	
668147	1090	45	12	3	0	1036	
668352	73	0	0	0	0	73	
668455	861	0	1	8	0	868	
668745	897	34	1	3	0	865	
668848	1085	38	0	6	0	1053	
669340	904	22	12	75	0	945	
669359	268	0	0	0	0	268	
669443	2596	50	80	194	0	2660	
669555	2126	0	12	2	0	2116	
669751	860	30	0	0	0	830	
670056	320	0	0	16	0	336	
670159	150	0	0	5	0	155	
670421	310	38	25	45	0	292	
670430	951	0	9	15	0	957	
670467	1967	150	19	90	0	1888	
670551	221	0	0	0	0	221	
670560	0	0	0	0	0	0	
670645	131	12	2	0	0	117	
670654	86	0	6	0	0	80	
670748	385	0	1	27	0	411	
670850	37	0	0	0	0	37	
671053	131	3	0	2	0	130	
671147	839	0	56	6	0	789	
671334	3308	45	6	7	0	3264	
671464	6633	100	78	178	0	6633	
671558	4245	436	101	256	0	3964	
671576	5762	833	36	156	0	5049	
671857	149	0	0	0	0	149	
672041	76	0	0	1	0	77	
672238	161	0	6	0	0	155	
672247	834	0	1	4	0	837	
672359	358	0	0	0	0	358	
672537	998	90	11	92	0	989	
672612	40472	0	26	78	0	40524	
672751	1191	0	0	0	0	1191	
672818	17413	2191	123	1470	0	16569	
672836	2426	233	1	113	0	2305	
672957	153	-2	2	0	0	153	
673132	2481	231	147	63	0	2166	
673178	403	0	18	5	0	390	
673244	521	220	1	139	0	439	
673431	1626	45	2	79	0	1658	
673440	4248	439	38	575	0	4346	
673851	173	9	16	0	0	148	
673909	2332	60	0	0	0	2272	
673963	1240	65	73	103	0	1205	
674344	175	9	0	0	0	166	
674513	5921	120	70	358	0	6089	
674737	118	5	4	31	0	140	
674849	806	23	2	0	0	781	
675042	330	0	11	19	0	338	
675051	219	0	0	0	0	219	
675079	584	0	12	0	0	572	
675239	906	96	14	22	0	818	
675248	491	23	9	17	0	476	
675332	854744	66539	10972	76604	-3550	857387	
675341	293	0	25	0	0	268	
675547	713	30	21	4	0	666	
675659	473	0	10	0	0	463	
675855	156	0	0	4	0	160	
675949	1049	75	58	78	0	994	
675958	460	0	1	0	0	459	
676021	3218	225	42	301	0	3252	
676049	768	270	6	285	0	777	
676151	1619	0	3	7	0	1623	
676160	7569	300	5	0	584	6680	
676245	732	45	0	1	0	688	
676432	1171	63	6	13	0	1115	
676656	29479	1790	185	973	0	28477	
676777	1224	0	0	0	0	1224	
676852	366	21	4	138	0	479	
676955	227	14	3	9	0	219	
676964	0	0	0	0	0	0	
677354	334	10	0	0	0	324	
677448	462	-5	5	0	0	462	
677644	1127	30	6	17	0	1108	
677756	595	0	3	2	0	594	
678043	437	0	3	18	0	452	
678052	184	9	9	14	0	180	
678070	931	15	3	22	0	935	
678137	16129	750	105	563	2000	13837	
678230	261	55	10	100	0	296	
678258	132	0	1	27	0	158	
678454	488	35	30	71	0	494	
678472	871	60	4	55	0	862	
678557	571	0	9	17	6	579	
678717	3803	290	46	105	1	3571	
678744	527	75	1	100	0	551	
678865	4033	102	14	0	0	3917	
678931	203	0	4	16	0	215	
679125	27002	630	355	1968	0	27985	
679246	364	15	0	0	0	349	
679451	247	15	1	0	0	231	
679545	403	0	0	0	0	403	
679648	346	0	0	82	0	428	
679826	1866	75	7	20	0	1804	
680055	922	20	1	16	0	917	
680130	2205	120	223	811	0	2673	
680149	762	0	2	7	0	767	
680354	691	0	2	4	0	693	
680457	600	32	0	32	0	600	
680466	682	87	22	146	0	719	
680617	4795	75	8	3	0	4715	
680747	409	9	1	1	0	400	
680813	6321	270	146	210	0	6115	
680952	57	0	0	0	0	57	
681043	496	17	8	36	0	507	
681249	192	4	0	0	0	188	
681744	235	6	0	2	0	231	
682143	1771	64	7	53	0	1753	
682451	711	75	3	21	0	654	
682545	354	7	2	2	0	347	
682563	64065	15031	745	14976	0	63265	
682611	14099	525	89	287	0	13772	
682648	323	0	18	6	0	311	
682732	9270	170	168	78	0	9010	
683001	2807	0	12	16	0	2811	
683252	1162	105	2	47	0	1102	
683449	1150	29	2	12	0	1131	
683814	1500	46	21	67	0	1500	
684325	1216	15	0	0	0	1201	
684455	200	1	12	13	0	200	
685023	401	5	0	0	0	396	
685050	624	0	0	24	0	648	
685368	1212	80	0	3	0	1135	
685407	2607	12	1	0	0	2594	
685555	1197	35	2	85	0	1245	
685649	1037	60	4	74	0	1047	
685658	1229	128	25	104	0	1180	
685733	195	1	0	1	0	195	
686440	436	15	2	9	0	428	
686459	256	0	1	0	0	255	
686655	1953	163	17	28	0	1801	
686758	587	0	25	19	0	581	
686963	854	-67	86	55	0	890	
687009	5017	400	26	142	0	4733	
687054	136	0	10	0	0	126	
687250	130	22	20	17	0	105	
687269	266	7	0	0	0	259	
687371	600	5	0	0	0	595	
687474	1281	105	18	47	0	1205	
687830	334	0	0	0	0	334	
687858	2207	192	25	25	0	2015	
687951	2722	244	46	209	0	2641	
688079	188329	13650	2546	19214	0	191347	
688257	251	6	2	20	0	263	
688275	2500	150	1	19	0	2368	
688453	310	0	1	0	0	309	
688556	570	0	6	7	0	571	
689209	6464	0	37	122	0	6549	
689302	6260	300	72	49	0	5937	
689357	1667	260	34	85	0	1458	
689665	819	0	1	0	0	818	
689740	5235	143	37	146	0	5201	
689759	358	0	0	1	0	359	
689937	248	0	0	25	0	273	
690045	1689	73	1	138	0	1753	
690773	422	33	23	18	0	384	
690858	235	2	2	9	0	240	
691042	74	2	5	0	0	67	
691079	2299	293	0	0	0	2006	
691145	1629	67	9	60	0	1613	
691350	650	30	22	3	0	601	
691556	841	55	1	33	0	818	
691743	148	1	0	1	0	148	
691958	185	6	0	2	0	181	
692450	592	24	0	4	0	572	
692478	1098	10	25	5	0	1068	
692704	0	0	0	0	0	0	
692946	1338	60	2	24	0	1300	
693224	5934	300	57	77	0	5654	
693345	10601	975	108	751	0	10269	
693662	2395	245	28	27	0	2149	
693952	663	64	0	0	0	599	
694146	72	0	0	0	0	72	
694258	850	96	5	251	0	1000	
694463	623	0	3	61	0	681	
694678	5545	250	14	374	0	5655	
694771	173	0	0	0	0	173	
694847	2423	95	71	162	0	2419	
694904	18064	0	0	0	11033	7031	
695134	1497	75	1	5	0	1426	
695228	6001	270	343	386	0	5774	
695349	1288	90	0	6	0	1204	
695545	450	36	10	66	0	470	
695648	249	0	5	0	0	244	
695705	905	60	11	138	0	972	
695732	409	32	0	2	0	379	
695750	2588	439	8	60	0	2201	
695947	218	0	0	4	0	222	
696047	468	29	1	1	0	439	
696056	625	45	7	30	0	603	
696168	1309	354	28	363	0	1290	
696430	2967	120	2	30	0	2875	
696551	245	11	0	0	0	234	
696645	356	10	10	4	0	340	
697035	263	11	1	41	0	292	
697110	1770	1	11	1	0	1759	
697147	682	0	1	0	0	681	
697156	599	4	0	53	0	648	
697231	2226	32	44	87	0	2237	
697455	615	15	1	3	0	602	
697633	167501	12881	3627	16295	13655	153633	
697754	4036	600	114	471	0	3793	
697763	52433	900	1072	1606	0	52067	
697848	684	30	2	0	0	652	
697857	354	35	8	41	0	352	
697950	326	3	2	8	0	329	
697978	2022	90	3	0	0	1929	
698144	1712	218	52	487	0	1929	
698229	415	13	0	13	0	415	
698322	1342	105	22	76	0	1291	
698546	226	6	6	12	0	226	
698649	1516	45	1	0	0	1470	
698715	2389	0	73	88	0	2404	
698957	403	4	5	5	91	308	
699105	573	15	3	3	0	558	
699132	134	0	0	6	0	140	
699253	443	21	7	59	0	474	
699534	1885	155	24	89	0	1795	
699552	1787	74	33	186	0	1866	
700140	354	20	4	0	0	330	
700252	318	50	11	73	0	330	
700337	1059	89	23	105	0	1052	
700430	449	15	0	21	0	455	
700458	370	0	0	11	0	381	
700739	698	90	16	69	0	661	
701062	23254	750	399	507	0	22612	
701213	519	0	15	12	0	516	
701222	1938	49	12	34	0	1911	
701240	1813	147	0	136	0	1802	
701259	981	56	0	7	-4	936	
701651	314	3	0	3	0	314	
701736	3167	300	12	275	0	3130	
701745	229	0	1	0	0	228	
701839	540	19	9	65	0	577	
701857	190	9	2	35	0	214	
701950	496	113	35	151	0	499	
702050	68	0	0	2	0	70	
702117	24209	951	352	1443	8378	15971	
702229	420	8	9	0	0	403	
702359	151	0	0	3	0	154	
