"IDRSSD"	RCFD0010	RCFD1350	RCFD1395	RCFD1651	RCFD1727	RCFD1754	RCFD1773	RCFD2170	RCFD2221	RCFD2243	RCFD3123	RCFD3128	RCFD3210	RCFD3368	RCFD3411	RCFD3429	RCFD3433	RCFD3545	RCFD3792	RCFD3809	RCFD3812	RCFD3819	RCFD3821	RCFD3833	RCFD4336	RCFD5306	RCFD5310	RCFD5311	RCFD5320	RCFD5327	RCFD5334	RCFD5339	RCFD5340	RCFD5369	RCFD5610	RCFD7204	RCFD7205	RCFD7206	RCFD7273	RCFD7274	RCFD7275	RCFD8274	RCFD8275	RCFD8434	RCFD8764	RCFD8766	RCFD8767	RCFD8769	RCFD8770	RCFD8771	RCFD8772	RCFD8773	RCFD8774	RCFD8775	RCFD8776	RCFD8777	RCFD8778	RCFD8779	RCFDA000	RCFDA001	RCFDA002	RCFDA167	RCFDA221	RCFDA222	RCFDA223	RCFDA224	RCFDA250	RCFDB503	RCFDB504	RCFDB505	RCFDB528	RCFDB588	RCFDB589	RCFDB590	RCFDB591	RCFDB592	RCFDB593	RCFDB594	RCFDB595	RCFDB596	RCFDB600	RCFDB601	RCFDB602	RCFDB603	RCFDB604	RCFDB605	RCFDB606	RCFDB607	RCFDB608	RCFDB609	RCFDB610	RCFDB611	RCFDB612	RCFDB613	RCFDB614	RCFDB616	RCFDB617	RCFDB618	RCFDB619	RCFDB620	RCFDB621	RCFDB622	RCFDB623	RCFDB624	RCFDB625	RCFDB626	RCFDB627	RCFDB628	RCFDB629	RCFDB630	RCFDB631	RCFDB639	RCFDB640	RCFDB641	RCFDB642	RCFDB643	RCFDB644	RCFDB645	RCFDB646	RCFDB647	RCFDB648	RCFDB649	RCFDB650	RCFDB651	RCFDB652	RCFDB653	RCFDB654	RCFDB655	RCFDB656	RCFDB657	RCFDB658	RCFDB659	RCFDB660	RCFDB661	RCFDB662	RCFDB663	RCFDB664	RCFDB665	RCFDB666	RCFDB667	RCFDB668	RCFDB669	RCFDB670	RCFDB671	RCFDB672	RCFDB673	RCFDB674	RCFDB675	RCFDB676	RCFDB677	RCFDB678	RCFDB679	RCFDB680	RCFDB681	RCFDB682	RCFDB683	RCFDB684	RCFDB685	RCFDB686	RCFDB687	RCFDB688	RCFDB689	RCFDB690	RCFDB691	RCFDB693	RCFDB694	RCFDB695	RCFDB696	RCFDB697	RCFDB698	RCFDB699	RCFDB700	RCFDB701	RCFDB702	RCFDB703	RCFDB704	RCON0010	RCON1350	RCON1395	RCON1651	RCON1727	RCON1754	RCON1773	RCON2170	RCON2221	RCON2243	RCON3123	RCON3128	RCON3210	RCON3368	RCON3411	RCON3429	RCON3433	RCON3545	RCON3792	RCON3809	RCON3812	RCON3819	RCON3821	RCON3833	RCON4336	RCON5306	RCON5310	RCON5311	RCON5320	RCON5327	RCON5334	RCON5339	RCON5340	RCON5369	RCON5610	RCON7204	RCON7205	RCON7206	RCON7273	RCON7274	RCON7275	RCON8274	RCON8275	RCON8434	RCON8764	RCON8766	RCON8767	RCON8769	RCON8770	RCON8771	RCON8772	RCON8773	RCON8774	RCON8775	RCON8776	RCON8777	RCON8778	RCON8779	RCONA000	RCONA001	RCONA002	RCONA167	RCONA221	RCONA222	
1351																																																																																																																																																																																	1881	5491	0	0	0	22227	2997	79917	0	0	323	0	11488	76643	0	0	0	0	11780	0	0	0	436	0	0	0	323	323	523	26799	0	2628	52871	0	0	0.1495	0.2015	0.1960	0.0000	0.0000	0.0000	11457	323	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1454																																																																																																																																																																																	27977	25800	0	0	0	0	84854	274958	0	0	870	0	26369	261191	0	0	0	0	25318	0	0	17804	0	0	0	0	870	870	22197	113103	38552	5087	100227	1677	0	0.0937	0.1738	0.1678	0.0000	0.0000	0.0000	24448	870	1749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1557																																																																																																																																																																																	880	4168	0	0	0	1668	8709	33994	0	0	351	0	5693	34009	0	0	0	0	5854	0	0	0	49	971	0	0	270	270	138	14687	3339	950	16008	0	0	0.1642	0.2782	0.2653	0.0000	0.0000	0.0000	5584	270	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	
1632																																																																																																																																																																																	6559	0	0	0	0	0	43952	196686	0	0	1955	0	15363	197406	0	0	0	0	16799	0	0	990	444	12609	0	0	1811	1811	1735	51756	28380	6904	116160	0	0	0.0759	0.1161	0.1036	0.0000	0.0000	0.0000	14988	1811	375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	
1669																																																																																																																																																																																	24470	10313	0	0	0	90155	64581	257753	0	0	691	0	36850	259512	0	0	0	0	34363	0	0	65	0	0	0	0	691	691	32852	157953	30246	4763	36488	0	0	0.1311	0.4127	0.4044	0.0000	0.0000	0.0000	33672	691	597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1829																																																																																																																																																																																	7735	0	0	0	0	0	125250	248734	445	0	1629	0	33056	245925	0	0	0	0	33015	0	0	111	48	0	0	0	1629	2074	32616	55171	75757	6597	84055	0	0	0.1258	0.2480	0.2324	0.0000	0.0000	0.0000	30938	2074	2118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1856																																																																																																																																																																																	1394	1098	0	0	0	0	2570	9380	0	0	125	0	695	8794	0	0	0	0	730	0	0	0	0	65	0	0	60	60	246	4726	1301	418	3199	0	0	0.0762	0.1533	0.1407	0.0000	0.0000	0.0000	670	60	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	
1959																																																																																																																																																																																	1450	900	0	0	0	3013	5885	17063	0	0	324	0	3468	18010	0	0	0	0	3528	0	0	0	0	0	0	0	93	93	3106	8367	126	204	5733	0	0	0.1907	0.4874	0.4746	0.0000	0.0000	0.0000	3435	93	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	231	
2040																																																																																																																																																																																	2961	0	0	0	0	348	19101	121899	0	0	1122	0	11859	120001	0	0	0	0	12692	0	0	385	0	0	0	0	1122	1122	492	11527	42801	3759	67760	294	0	0.0964	0.1382	0.1260	0.0000	0.0000	0.0000	11570	1122	289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2161																																																																																																																																																																																	10277	8265	0	0	0	1239	20467	93325	0	0	500	0	7968	91555	0	0	0	0	8339	0	0	110	0	0	0	0	500	500	2947	37303	20443	2713	32936	0	0	0.0856	0.1644	0.1545	0.0000	0.0000	0.0000	7839	500	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2376																																																																																																																																																																																	2325	24675	0	0	0	90981	181985	659201	0	0	4776	0	84630	634479	0	0	0	0	88769	0	0	0	0	0	0	0	4291	4291	72314	193404	225360	14146	172588	0	0	0.1331	0.2589	0.2464	0.0000	0.0000	0.0000	84478	4291	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	485	
2451																																																																																																																																																																																	205	130	0	0	0	412	654	11300	0	0	106	0	893	11325	6	0	0	0	994	0	0	0	0	0	0	0	106	106	33	1429	2813	348	7126	0	0	0.0784	0.1127	0.1007	0.0000	0.0000	0.0000	888	106	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2554																																																																																																																																																																																	364	150	0	0	0	20	1269	5826	0	0	39	0	696	6233	0	0	0	0	736	0	0	0	0	0	0	0	39	39	6	1552	338	267	3970	0	0	0.1118	0.1654	0.1567	0.0000	0.0000	0.0000	697	39	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2732																																																																																																																																																																																	16303	3100	0	0	0	17	81225	383967	0	0	1925	0	43623	385025	0	0	0	0	42923	0	0	3202	0	0	0	0	1925	1925	6393	92985	66930	9433	216622	0	0	0.1070	0.1579	0.1508	0.0000	0.0000	0.0000	40998	1925	654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2750																																																																																																																																																																																	719	3005	0	0	0	0	4336	49620	0	0	791	0	5294	46580	0	0	0	0	5726	0	0	10	0	120	0	0	525	525	1848	5367	4423	2821	38680	0	0	0.1117	0.1371	0.1245	0.0000	0.0000	0.0000	5201	525	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	266	
2938																																																																																																																																																																																	8961	0	0	0	0	0	36483	250476	0	0	2535	0	19115	254045	0	0	0	0	21168	0	0	4065	774	1930	0	0	2535	2535	4249	37670	33314	10686	176994	0	0	0.0735	0.1028	0.0905	0.0000	0.0000	0.0000	18633	2535	482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2956																																																																																																																																																																																	3176	10535	0	0	0	0	30882	115948	0	0	812	0	12030	113662	30	0	0	0	12593	0	0	0	94	209	0	0	779	779	10697	38990	24515	1458	42207	0	0	0.1039	0.2022	0.1897	0.0000	0.0000	0.0000	11814	779	216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	
