"IDRSSD"	RCON9999	RSSD9017	RSSD9050	RSSD9130	RSSD9200	RSSD9220	
12142	20080630	Cleveland State Bank	12201	Cleveland	MS	387321000	
12245	20080630	BANK NORTH	15093	Crivitz	WI	54114	
12311	20080630	The Huntington National Bank	6560	Columbus	OH	43215	
12647	20080630	The Portage County Bank	10012	Almond	WI	54909	
12656	20080630	EMERALD BANK	14944	BURDEN	KS	67019	
12937	20080630	Oak Bank	20226	Chicago	IL	60611	
12946	20080630	Farmers Bank and Trust Company	1291	Magnolia	AR	71753	
12955	20080630	Bank of Nebraska	21704	La Vista	NE	68128	
13037	20080630	TRADERS BANK	848	SPENCER	WV	25276	
13103	20080630	Bristol County Savings Bank	23622	Taunton	MA	02780	
13251	20080630	ELYSIAN BANK	10185	ELYSIAN	MN	56028	
13457	20080630	BANK OF LEWELLEN	5425	LEWELLEN	NE	691470248	
14052	20080630	LINCOLN COMMUNITY BANK	9042	MERRILL	WI	54452	
14155	20080630	F & C Bank	9378	Holden	MO	64040	
14258	20080630	Jackson State Bank & Trust	520	Jackson	WY	83001	
14454	20080630	First Security Bank-Evansville	8186	Evansville	MN	56326	
14650	20080630	BANK OF LOCUST GROVE	16795	LOCUST GROVE	OK	743520219	
14753	20080630	THE FARMERS STATE BANK OF BUCKLIN	18101	BUCKLIN	KS	67834	
14865	20080630	Bank of Eastern Oregon	16243	Heppner	OR	97836	
14977	20080630	First Federal Bank Littlefield Texas ssb	30291	Littlefield	TX	79339	
15536	20080630	Park National Bank	11677	Chicago	IL	60610	
16337	20080630	Wakulla Bank	21777	Crawfordville	FL	32327	
16458	20080630	Douglas County Bank	17105	Lawrence	KS	66044	
16551	20080630	Northview Bank	10956	Finlayson	MN	55735	
16748	20080630	The Elberfeld State Bank	13104	Elberfeld	IN	47613	
16944	20080630	THE WEST MICHIGAN SAVINGS BANK	11404	BANGOR	MI	49013	
16953	20080630	First State Bank of Fertile	10186	Fertile	MN	56540	
17110	20080630	The Haverford Trust Company	26189	Radnor	PA	19087	
17147	20080630	First Merchants Bank, NA	4365	Muncie	IN	47305	
17259	20080630	THE FIRST NATIONAL BANK IN MARLOW	26260	MARLOW	OK	730550033	
17464	20080630	Bank of the Cascades	22407	Bend	OR	977099906	
17839	20080630	Sumter Bank and Trust Company	21803	Americus	GA	31709	
17950	20080630	Bank of Bridger NA	2224	Bridger	MT	59014	
18050	20080630	First National Bank of Bastrop	3091	Bastrop	TX	78602	
18135	20080630	South Central Bank, National Association	19536	Chicago	IL	60607	
18377	20080630	Bally Savings Bank	34440	Bally	PA	195030130	
18827	20080630	Farmers & Merchants Bank of Western Pennsylvania, N.A.	7900	Kittanning	PA	16201	
18836	20080630	CAPON VALLEY BANK	9998	WARDENSVILLE	WV	26851	
18854	20080630	BANK 7	4147	MEDFORD	OK	73759	
18957	20080630	THE FIRST STATE BANK OF BURLINGAME	15794	BURLINGAME	KS	66413	
19356	20080630	SECURITY BANK AND TRUST COMPANY	9881	MIAMI	OK	74354	
19730	20080630	Standard Bank and Trust Company	16606	Hickory Hills	IL	604572298	
19936	20080630	Citizens Bank of Americus	15477	Americus	GA	317091128	
19972	20080630	FARMERS BUILDING AND SAVINGS BANK	34711	ROCHESTER	PA	15074	
20053	20080630	Security Bank	10015	New Auburn	WI	54575	
20147	20080630	FARMERS STATE BANK	10484	NEW ROSS	IN	47968	
20259	20080630	First State Bank of Pinedale	18747	Pinedale	WY	82941	
20370	20080630	First Heritage Bank	23626	Snohomish	WA	982910550	
20512	20080630	First National Bank of Port Allegany	7704	Port Allegany	PA	16743	
20633	20080630	MCNB Bank and Trust Co.	6803	Welch	WV	24801	
20839	20080630	Colony Bank, S. E.	19653	Broxton	GA	31519	
20857	20080630	GRANITE FALLS BANK	10998	GRANITE FALLS	MN	562410008	
20866	20080630	Home Valley Bank	23181	Grants Pass	OR	97528	
21256	20080630	State Bank of Burrton	16583	Burrton	KS	670200219	
21359	20080630	AMERICAN STATE BANK OF GRYGLA	22263	GRYGLA	MN	56727	
21630	20080630	Teche Bank & Trust Company	20041	St. Martinville	LA	70582	
21658	20080630	ALLIANCE BANK	12511	MONDOVI	WI	54755	
22048	20080630	UNION BANK & TRUST CO.	1753	MONTICELLO	AR	716570270	
22235	20080630	Colony Bank Ashburn	8023	Ashburn	GA	31714	
22356	20080630	FIRST NATIONAL BANK AND TRUST	2226	POWELL	WY	82435	
22459	20080630	FIRST NATIONAL BANK & TRUST CO OF LEAVENWORTH	4712	LEAVENWORTH	KS	66048	
22543	20080630	State Savings Bank	8162	Frankfort	MI	496351169	
22552	20080630	FIRST SOUTHEAST BANK	10576	HARMONY	MN	55939	
22730	20080630	West Union Bank	2452	West Union	WV	26456	
22936	20080630	Farmers & Merchants Bank	16673	Statesboro	GA	304592789	
22954	20080630	First National Bank	5161	Hawley	MN	565490688	
23036	20080630	CB&T Bank of Middle Georgia	25804	Warner Robins	GA	31093	
23045	20080630	West Michigan Bank & Trust	24471	Frankfort	MI	496351009	
23241	20080630	Integra Bank, N.A.	4392	Evansville	IN	477050868	
23456	20080630	The First National Bank of Henning	5162	Ottertail	MN	56571	
23504	20080630	Bridgehampton National Bank	6976	Bridgehampton	NY	11932	
23540	20080630	Oswego Community Bank	17899	Oswego	IL	60543	
23643	20080630	Commercial Bank & Trust Company	90	Monticello	AR	71655	
23755	20080630	First National Community Bank	5357	New Richmond	WI	54017	
23812	20080630	First National Bank of Chester County	7802	West Chester	PA	193810523	
24006	20080630	Putnam County Savings Bank	15995	Brewster	NY	105090417	
24453	20080630	ROCKY MOUNTAIN BANK	24334	WILSON	WY	83014	
24659	20080630	PRODUCE STATE BANK	10178	HOLLANDALE	MN	56045	
24668	20080630	BANK TEXAS, NATIONAL ASSOCIATION	3402	QUITMAN	TX	757831675	
24855	20080630	FIRST NATIONAL BANK OF NASH	4155	NASH	OK	73761	
24949	20080630	THE BARABOO NATIONAL BANK	12788	BARABOO	WI	53913	
25357	20080630	All America Bank	20093	Mustang	OK	73064	
25647	20080630	Family Bank and Trust Company	22536	Palos Hills	IL	60465	
26149	20080630	PALMER BANK	12103	TAYLORVILLE	IL	62568	
26242	20080630	First National Bank and Trust Company	18979	Mountain Home	AR	726541928	
26457	20080630	La Monte Community Bank	16423	La Monte	MO	65337	
26765	20080630	San Antonio National Bank	3405	San Antonio	TX	78279	
26859	20080630	OMNIBANK, N.A.	17325	HOUSTON	TX	77021	
26916	20080630	Delaware National Bank	22837	Georgetown	DE	19947	
27548	20080630	Blackhawk State Bank	14078	Beloit	WI	53511	
27614	20080630	Andover Bank	10663	Andover	OH	440031300	
27847	20080630	DIAMOND BANK	1527	MURFREESBORO	AR	71958	
28152	20080630	State Bank of Kimball	11415	Kimball	MN	55353	
28255	20080630	The First National Bank of Beeville	3095	Beeville	TX	78102	
28349	20080630	ALLIED BANK	91	MULBERRY	AR	72947	
28406	20080630	Hyde Park Savings Bank	90160	Hyde Park	MA	021369935	
28572	20080630	Columbia Savings Bank	32284	Cincinnati	OH	45220	
28732	20080630	Peoples Bank & Trust Co	1475	Manchester	TN	37355	
29104	20080630	UNION CENTER NATIONAL BANK	6431	UNION	NJ	7083	
29252	20080630	MidAmerican Bank & Trust Company, n.a.	4713	Leavenworth	KS	66048	
29636	20080630	The Citizens Bank	12204	Philadelphia	MS	393500209	
29850	20080630	First Texas Bank - Belton	3100	Belton	TX	76513	
29944	20080630	Centennial Bank	5627	Little Rock	AR	72227	
29953	20080630	HOME STATE BANK	10650	LOUISVILLE	NE	68037	
30052	20080630	Amistad Bank	26658	Del Rio	TX	78840	
30155	20080630	SHERMAN COUNTY BANK	5431	LOUP CITY	NE	68853	
30258	20080630	The RiverBank	10216	Wyoming	MN	55092	
30418	20080630	College Savings Bank	27041	Princeton	NJ	8540	
30502	20080630	NORTHWAY BANK	14240	BERLIN	NH	3570	
30650	20080630	Lake Community Bank	8193	Long Lake	MN	55356	
30810	20080630	Discover Bank	5649	New Castle	DE	19720	
30856	20080630	NBanC (OKC)	24093	Oklahoma City	OK	73156	
31134	20080630	The First National Bank of Waynesboro	2160	Waynesboro	GA	308300647	
31255	20080630	Central Bank	17612	Houston	TX	77041	
31657	20080630	FIRST STATE BANK OF BEN WHEELER	11904	BEN WHEELER	TX	75754	
31826	20080630	POWELL VALLEY NATIONAL BANK	6863	JONESVILLE	VA	242630100	
31835	20080630	BANK OF ANGUILLA	8243	ANGUILLA	MS	38721	
32234	20080630	FIRST NATIONAL BANK AND TRUST CO.	3639	CLINTON	IL	617270191	
32766	20080630	LAKESIDE NATIONAL BANK	21693	ROCKWALL	TX	75032	
33147	20080630	Farmers Bank & Trust Co.	1027	Blytheville	AR	723150688	
33259	20080630	Premier Bank	21714	Maplewood	MN	55109	
33268	20080630	THE ROSCOE STATE BANK	1213	ROSCOE	TX	795450609	
33549	20080630	Black Earth State Bank	12787	Black Earth	WI	53515	
33727	20080630	Maryland Bank & Trust Co., N. A.	18115	Waldorf	MD	20604	
33754	20080630	FARMERS STATE BANK	10712	BERTRAM	TX	78605	
33839	20080630	Peoples State Bank of Colfax	10075	Colfax	IL	617280527	
33857	20080630	THE BANK OF MADISON	15545	MADISON	NE	68748	
34153	20080630	American Bank of St. Paul	20843	St. Paul	MN	551043908	
34359	20080630	Bank of Marquette	5436	Marquette	NE	68854	
34425	20080630	Bank of Lancaster	11200	Kilmarnock	VA	22482	
34434	20080630	MAGNOLIA STATE BANK	22081	BAY SPRINGS	MS	394220580	
34452	20080630	First National Bank of Park Falls	5358	Park Falls	WI	54552	
34537	20080630	Seacoast National Bank	131	Stuart	FL	349959012	
34555	20080630	MACON-ATLANTA STATE BANK	14695	MACON	MO	635520128	
34742	20080630	First Western Bank	13083	Booneville	AR	729270238	
34836	20080630	THE WOODBURY BANKING COMPANY	11297	WOODBURY	GA	30293	
34863	20080630	THE FIRST BANK	5503	ROXTON	TX	75477	
35057	20080630	ALLIANT BANK	1946	MADISON	MO	65263	
35244	20080630	Community Bank	1749	Cabot	AR	72023	
35301	20080630	State Street Bank and Trust Company	14	Boston	MA	2110	
35570	20080630	Investors Savings Bank	28892	Short Hills	NJ	7078	
35646	20080630	BONDUEL STATE BANK	11235	BONDUEL	WI	54107	
35842	20080630	PREMIER BANK OF JACKSONVILLE	10868	JACKSONVILLE	IL	62650	
35936	20080630	STATE BANK OF COLUSA	9634	COLUSA	IL	623290010	
36054	20080630	Coppermark Bank	18957	Oklahoma City	OK	731250676	
36344	20080630	FREESTAR BANK, N.A.	14736	Pontiac	IL	61764	
36456	20080630	Farmers State Bank	15907	MAYWOOD	NE	69038	
36858	20080630	PREMIER BANK	22924	LENEXA	KS	66219	
36933	20080630	First State Bank	19163	Wrens	GA	30833	
37051	20080630	PIGEON FALLS STATE BANK	13030	PIGEON FALLS	WI	547600489	
37341	20080630	BANK OF ONTARIO	21085	ONTARIO	WI	54651	
37350	20080630	The State Bank of Lebo	15288	Lebo	KS	66856	
37378	20080630	Central Valley Bank	18616	Toppenish	WA	98948	
37435	20080630	United Bank	172	Zebulon	GA	30295	
37640	20080630	GERMAN AMERICAN BANCORP	17393	JASPER	IN	47547	
37659	20080630	FARMERS STATE BANK	12758	ALLEN	OK	74825	
37743	20080630	Calumet County Bank	11607	Brillion	WI	54110	
37949	20080630	Bank of Rantoul	11711	Rantoul	IL	61866	
38526	20080630	Iron and Glass Bank	9891	Pittsburgh	PA	152031187	
38535	20080630	First United Bank	20685	Crete	IL	60417	
38740	20080630	Owen County State Bank	13112	Spencer	IN	47460	
39327	20080630	Calvin B Taylor Banking Company of Berlin, Maryland	5874	Berlin	MD	218110005	
39420	20080630	The Lorain National Bank	14832	Lorain	OH	440521739	
39475	20080630	AmericanWest Bank	22441	Spokane	WA	99201	
39756	20080630	NBanC (Tulsa)	4032	Tulsa	OK	74136	
40033	20080630	Richton Bank & Trust Company	11817	Richton	MS	39476	
40350	20080630	MURRAY STATE BANK	10653	MURRAY	NE	684090076	
40707	20080630	Connecticut River Bank, N.A.	6209	Charlestown	NH	3063	
40855	20080630	Eitzen State Bank	10980	Caledonia	MN	55921	
41245	20080630	Farmers & Merchants Bank of Orfordville	15173	Orfordville	WI	53576	
41553	20080630	First State Bank	12283	Anadarko	OK	73005	
41629	20080630	PIONEER  BANK	6913	Stanley	VA	22851	
41647	20080630	First Banking Center	5287	Burlington	WI	53105	
41759	20080630	FARMERS STATE BANK OF ELKTON	1416	ELKTON	MN	55933	
41825	20080630	Middletown Valley Bank	14017	Middletown	MD	217690075	
41937	20080630	FARMERS STATE BANK OF DANFORTH	10802	DANFORTH	IL	609300168	
41955	20080630	Bank of Newman Grove	5447	Newman Grove	NE	68758	
42037	20080630	Peoples Exchange Bank of Monroe County	70	Beatrice	AL	364250008	
42055	20080630	ANADARKO BANK AND TRUST COMPANY	15354	ANADARKO	OK	73005	
42354	20080630	THE COMMERCIAL NATIONAL BANK OF BRADY	3110	BRADY	TX	768250591	
42420	20080630	FIRST COMMONWEALTH BANK	7468	INDIANA	PA	157010400	
42448	20080630	FIRST NATIONAL BANK	3887	PARAGOULD	AR	72451	
42457	20080630	COMMERCIAL BANK	12246	Nelson	NE	68961	
43052	20080630	SECURITY STATE BANK	9036	IRON RIVER	WI	54847	
43155	20080630	First National Bank	12216	Mountain View	MO	65548	
43173	20080630	UNITED COMMERCIAL BANK	32469	SAN FRANCISCO	CA	94111	
43351	20080630	Leonardville State Bank	17685	Leonardville	KS	66449	
43454	20080630	American State Bank of Erskine	10204	Erskine	MN	56535	
43511	20080630	Union National Community Bank	7635	Lancaster	PA	17601	
43744	20080630	Cambridge State Bank	14823	Cambridge	WI	53523	
43856	20080630	THE MINERS NATIONAL BANK OF EVELETH	5141	EVELETH	MN	55734	
43959	20080630	Bridge City State Bank	18155	Bridge City	TX	776110887	
44040	20080630	The First National Bank of Monterey	4364	Monterey	IN	46960	
44134	20080630	First Commercial Bank Birmingham	26359	Birmingham	AL	35209	
44433	20080630	Intercredit Bank, National Association	25258	Miami	FL	33131	
44602	20080630	Mellon Trust of New England	22295	Boston	MA	2108	
44741	20080630	Citizens Bank	9647	Mooresville	IN	46158	
44750	20080630	Citizens Bank of Newburg	16126	Newburg	MO	65550	
44929	20080630	First National Bank	6637	McConnelsville	OH	437560208	
45038	20080630	STATE BANK OF DAVIS	5740	DAVIS	IL	61019	
45047	20080630	The First National Bank at Paris	14534	Paris	AR	72855	
45056	20080630	Platte Valley Bank	9818	North Bend	NE	686490500	
45430	20080630	Johnson County Bank	22070	Mountain City	TN	37683	
45458	20080630	THE STATE BANK OF LEON	17927	LEON	KS	67074	
45551	20080630	Bank Midwest Mn- Ia N.A.	5170	Fairmont	MN	56031	
45560	20080630	Jefferson Bank	16470	San Antonio	TX	78201	
45775	20080630	Iron Workers Bank	28908	Aston	PA	19014	
46053	20080630	The State Bank of Faribault	1610	Faribault	MN	55021	
46941	20080630	FARMERS BANK & TRUST COMPANY	2765	PRINCETON	KY	424450559	
47153	20080630	NORTH LOUP VALLEY BANK	16468	NORTH LOUP	NE	688590006	
47247	20080630	The Dart Bank	5033	Mason	MI	48854	
47256	20080630	COMMUNITY FINANCIAL BANK	27053	PRENTICE	WI	545560115	
47452	20080630	FIRST NATIONAL BANK OF BENTON	25065	BENTON	LA	71006	
47500	20080630	Claremont Savings Bank	18038	Claremont	NH	3743	
48057	20080630	FARMERS NATIONAL BANK	4775	STAFFORD	KS	67578	
48150	20080630	Franklin State Bank	16778	Franklin	MN	55333	
48374	20080630	First Financial Bank	28905	El Dorado	AR	71730	
48440	20080630	CLEVELAND STATE BANK	9517	CLEVELAND	WI	53015	
48730	20080630	The First Commercial Bank	16488	Chicago	IL	60626	
49054	20080630	Commerce Bank	10212	Geneva	MN	56035	
49148	20080630	RUSHVILLE STATE BANK	9265	RUSHVILLE	IL	626810050	
49241	20080630	Pine Bluff National Bank	19371	Pine Bluff	AR	716117878	
49344	20080630	Mason State Bank	1001	Mason	MI	48854	
49643	20080630	Palmyra State Bank	15116	Palmyra	WI	53156	
49652	20080630	First Bank	16473	Sterling	KS	67579	
49821	20080630	High Point Bank and Trust Company	12267	High Point	NC	27261	
49858	20080630	Bank of South Texas	26727	McAllen	TX	78504	
49951	20080630	The First Security Bank	4041	Beaver	OK	739320947	
50144	20080630	State Bank of Medora	14561	Medora	IN	47260	
50461	20080630	CALIFORNIA PACIFIC BANK	23242	SAN FRANCISO	CA	94104	
50546	20080630	LITTLE RIVER BANK	1298	LEPANTO	AR	72354	
50854	20080630	WILBURTON STATE BANK	2332	WILBURTON, OK  74578	OK	74578	
50957	20080630	1st Financial Bank	1149	Overland Park	KS	66221	
51253	20080630	Bank of Camden	9176	Camden	TN	38320	
51356	20080630	latimer state bank	22839	wilburton	OK	745780070	
51459	20080630	Centera Bank	16436	Sublette	KS	678770400	
51730	20080630	City Bank of Hartford	22131	Hartford	AL	36344	
51842	20080630	FARMERS & MERCHANTS UNION BANK	14445	COLUMBUS	WI	53925	
52410	20080630	BARTLETT FARMERS BANK	9133	BARTLETT	OH	45713	
52719	20080630	The Depository Trust Company	90544	New York	NY	100410099	
52951	20080630	Security State Bank of Wewoka Oklahoma	8980	Wewoka	OK	748840749	
53015	20080630	THE HERNDON NATIONAL BANK	13836	HERNDON	PA	178300305	
53033	20080630	Mellon United National Bank	21837	Miami	FL	331313128	
53051	20080630	Buckholts State Bank	11916	Buckholts	TX	76518	
53239	20080630	Guaranty Bank	16928	Mamou	LA	70554	
53453	20080630	FIRST NATIONAL BANK IN WEWOKA	15008	WEWOKA	OK	748840750	
53752	20080630	FIRST STATE BANK, HEMPHILL, TEXAS	16182	HEMPHILL	TX	75948	
54049	20080630	BANK OF POYNETTE	11603	POYNETTE	WI	539550067	
54058	20080630	The Bank of Tescott	1868	Tescott	KS	67484	
54357	20080630	FIRST STATE BANK	2303	CAMARGO	OK	73835	
54375	20080630	YOUR COMMUNITY BANK	28915	NEW ALBANY	IN	471510939	
54441	20080630	AMERICAN BANK & TRUST WISCONSIN	6183	CUBA CITY	WI	538070827	
54656	20080630	CITIZENS STATE BANK	12501	BUFFALO	TX	758010278	
55176	20080630	Home Savings Bank of Albemarle, SSB	30668	Albemarle	NC	280020489	
55336	20080630	METAIRIE BANK & TRUST	16539	METAIRIE	LA	70004	
55635	20080630	Citizens Savings Bank & Trust Company	10319	Nashville	TN	37208	
55653	20080630	FIDELITY STATE BANK AND TRUST COMPANY	1150	TOPEKA	KS	66603	
56230	20080630	PEOPLES BANK OF LOUISIANA	25720	AMITE	LA	70422	
56258	20080630	Citizens Bank & Trust Co.	10218	Hutchinson	MN	553500339	
56351	20080630	Citizens National Bank	3250	Henderson	TX	756531009	
56427	20080630	The Citizens National Bank of Meyersdale	7919	Meyersdale	PA	15552	
56548	20080630	DMB Community Bank	14769	DeForest	WI	53532	
56557	20080630	CoBiz Bank	22683	Denver	CO	80202	
56717	20080630	The Dime Bank	9888	Honesdale	PA	18431	
57040	20080630	First National Bank at Darlington	14468	Darlington	WI	535300050	
57228	20080630	New Windsor State Bank	5866	New Windsor	MD	217760489	
57255	20080630	FIRST NATIONAL BANK OF BYERS	3122	BYERS	TX	76357	
57451	20080630	Dairy State Bank	17162	Rice Lake	WI	54868	
57572	20080630	FAMILYFIRST BANK	26594	WARE	MA	10820849	
57956	20080630	Hereford State Bank	16589	Hereford	TX	79045	
58074	20080630	Adams Co-Operative Bank	26568	Adams	MA	1220	
58207	20080630	First Colebrook Bank	6212	Colebrook	NH	3576	
58225	20080630	FARMERS BANK & SAVINGS CO.	769	Pomeroy	OH	45769	
58243	20080630	Johnson Bank	20296	Racine	WI	53403	
58355	20080630	KENT STATE BANK	9733	KENT	MN	565530051	
58551	20080630	SECURITY STATE BANK	421	CHEYENNE	OK	73628	
58636	20080630	CENTURY BANK	11448	LUCEDALE	MS	39452	
58757	20080630	First State Bank of Kensington	1409	Kensington	MN	56343	
58971	20080630	Washington Trust Bank	1281	Spokane	WA	992102127	
59316	20080630	Wayne Bank	698	Honesdale	PA	184310269	
59352	20080630	CITIZENS NATIONAL BANK	3127	CAMERON	TX	76520	
59679	20080630	ECONOMY CO-OPERATIVE BANK	26583	Merrimac	MA	1860	
59754	20080630	THE BANK OF WYANDOTTE	2317	WYANDOTTE	OK	74370	
60143	20080630	Comerica Bank	983	Dallas	TX	75201	
60330	20080630	PEOPLES BANK OF ALABAMA	22537	CULLMAN	AL	35055	
60433	20080630	Community Bank National Association	20329	Mobile	AL	36608	
60545	20080630	THE HOME TRUST & SAVINGS BANK	963	OSAGE	IA	50461	
60554	20080630	First State Bank Minnesota	10162	LeRoy	MN	559510369	
60648	20080630	First National Bank	4324	Cloverdale	IN	46120	
61122	20080630	First United Bank & Trust	4857	Oakland	MD	21550	
61355	20080630	CorTrust Bank, N.A.	6063	Mitchell	SD	57301	
61476	20080630	Pilgrim Bank	26590	Cohasset	MA	2025	
61533	20080630	Peninsula Bank	26563	Englewood	FL	34224	
61757	20080630	American Heritage National Bank	8843	Long Prairie	MN	563470509	
61832	20080630	The First National Bank of Mount Dora	3579	Mount Dora	Fl	32757	
61953	20080630	FIRST NATIONAL BANK OF COWETA	4071	COWETA	OK	74429	
62044	20080630	SEBREE DEPOSIT BANK	21342	SEBREE	KY	42455	
62147	20080630	Community First Bank	12512	Rosholt	WI	54473	
63050	20080630	The Dolores State Bank	17959	Dolores	CO	81323	
63069	20080630	City National Bank	17281	Los Angeles	CA	90071	
63078	20080630	Whidbey Island Bank	18412	Oak Harbor	WA	98277	
63201	20080630	CAYUGA LAKE NATIONAL BANK	6954	UNION SPRINGS	NY	13160	
63359	20080630	Mid City Bank, Inc.	19397	Omaha	NE	68131	
63573	20080630	Walpole Co-operative Bank	26487	Walpole	MA	2081	
63733	20080630	Citizens Bank	1711	Lafayette	TN	37083	
63742	20080630	HOMETOWN BANK	12781	FOND DU LAC	WI	54935	
63751	20080630	TOWANDA STATE BANK	15009	TOWANDA	KS	67144	
64150	20080630	Wyoming Bank & Trust	8718	Cheyenne	WY	82009	
64543	20080630	BLOOMFIELD STATE BANK	15714	BLOOMFIELD	IN	47424	
64552	20080630	Bank2	11521	Oklahoma City	OK	73108	
64619	20080630	Sterling National Bank	7220	New York	NY	100196108	
64730	20080630	Farmers & Merchants Bank	9069	Eatonton	GA	31024	
65205	20080630	Torrington Savings Bank	16636	Torrington	CT	6790	
65241	20080630	CLARKE COUNTY STATE BANK	14980	OSCEOLA	IA	50213	
65513	20080630	Delta National Bank and Trust Company	26633	New York	NY	10019	
65559	20080630	Pioneer Bank & Trust	15562	Spearfish	SD	57783	
65746	20080630	Citizens Union Bank of Shelbyville, Inc.	5840	Shelbyville	KY	400660189	
65858	20080630	Emprise Bank	4789	Wichita	KS	672012970	
66015	20080630	BPD  BANK	26508	NEW YORK	NY	10004	
66154	20080630	DECATUR COUNTY BANK	6101	DECATURVILLE	TN	38329	
66172	20080630	CENTRAL CO-OPERATIVE BANK	26646	SOMERVILLE	MA	2144	
