"IDRSSD"	RIAD0497	RIAD4042	RIAD4136	RIAD4141	RIAD4146	RIAD4461	RIAD4462	RIAD4463	RIAD4464	RIAD4467	RIAD4468	RIAD4469	RIAD4486	RIAD4487	RIAD4488	RIAD4489	RIAD4491	RIAD4498	RIAD4499	RIAD4521	RIAD4522	RIAD4769	RIAD8403	RIADB527	RIADC013	RIADC014	RIADC015	RIADC016	RIADC017	RIADC018	RIADF229	RIADF465	RIADF555	RIADF556	RIADF557	RIADF558	RIADF559	TEXT4461	TEXT4462	TEXT4463	TEXT4464	TEXT4467	TEXT4468	TEXT4469	TEXT4487	TEXT4489	TEXT4498	TEXT4499	TEXT4521	TEXT4522	TEXT4769	TEXTB527	
4156	73	0	34	17	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	14	0	7	61	25	24	159	38	0	0	0	38	35	18	44																
4231	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	48	149	28	0	0	0	45	0	52	0																
4437	71	0	62	50	61	134	29	0	62	37	38	0	0	0	0	0	0	0	0	0	0	false	76	0	0	0	0	0	234	74	0	0	125	39	64	115	42	Origination fees - secondary market loans	Merchant service fees		Business franchise taxes	OCC Assessment	Correspondent bank service charges										
4839	95	0	53	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	256	0	0	0	0	96	0	61	0				Loan Research												
5005	106	0	112	52	133	0	0	0	97	87	145	0	0	0	0	0	0	0	0	0	0	false	69	-216	0	119	31	0	293	89	0	0	0	97	0	0	74				OREO	CONTRIBUTIONS	SUBSCRIPTIONS, SERVICES & MEETINGS									EITF 0604	
5069	91	0	408	0	0	44	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	false	0	-17	0	0	0	0	87	0	0	0	0	49	0	0	0	Letters of Credit fees			State Agency Assessment											CPA year-end deferred tax adjustment	
5135	26	6	35	16	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	45	0	2	68	14	86	521	45	0	0	2	33	0	0	0																
5210	539	0	0	245	0	57	43	0	371	104	0	0	0	0	0	0	0	0	0	0	0	false	174	-745	0	521	0	466	173	191	0	0	0	200	0	0	160	Merchant Service Income	Appraisal Income		Pa Shares Tax	Regulatory assessments										Adoption of EITF 06-4 - Split Dollar Accounting	
5331	79	0	63	81	0	45	127	137	49	48	63	0	0	0	0	0	0	3000	0	0	0	false	0	0	25	0	32	46	356	56	0	0	0	154	129	69	0	DEBIT CARD FEES	LETTER OF CREDIT/RESALE MTG FEES	INVESTMENT IN SBIC	INSURANCE	COMMERCIAL LOAN EXP	DONATIONS				INFUSION OF CAPITAL						
5461	212	0	0	0	54	62	0	0	185	122	428	0	0	0	0	0	0	0	0	0	0	false	0	0	61	0	0	0	116	137	0	0	122	0	0	74	99	DIVIDEND INCOME			CUSTOMER SUPPORT EXPENSE	INSURANCE	TRANSPORTATION										
5751	0	0	30	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	-195	0	49	0	0	83	0	0	0	0	0	0	0	0															Changes in accounting principles to recognize liability for split dollar life ins. coverage	
6039	27	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	117	0	0	0	0	0	0	0	0																
6141	9	0	20	1	3	6	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	false	23	0	6	0	5	0	69	17	0	0	0	0	0	0	6	Fees and commissions			Other fees and commissions												
6329	258	0	24	33	197	171	120	171	105	67	72	0	0	0	0	0	0	0	0	0	0	false	137	0	0	63	13	91	0	337	0	0	86	49	51	34	210	yield spread premium	exchange	loan serv ch / origination fees	education & training	service fee analysis	donations										
6972	641	0	0	0	0	144	382	0	306	186	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	108	109	0	426	199	0	0	0	0	260	0	0	Mortgage Broker Fees	Management Fees		Tax Expenses	Check Card Expenses											
7009	0	0	0	0	0	0	0	0	20559	1038	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				Investment advisory and other service fees	Custody fees											
7045	30	0	37	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	36	0	6	0	10	19	0	32	0	0	76	28	0	31	27																
7157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0																
7456	0	0	0	0	0	30	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	OVERDRAFT CHARGES			Computer Maintenance												
7634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	500	0	0	0	false	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0										CAPITAL INJECTION						
8033	0	0	38	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	13	0	22	56	28	0	0	0	29	0	0	0																
8462	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	28	34	0	0	0	0	0	0	0																
8631	24	12	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	13	0	0	33	3	36	121	15	0	0	0	0	0	0	0																
9357	72	0	0	71	37	202	142	895	65	71	61	0	0	0	0	0	0	-5295	0	0	0	false	0	0	0	0	0	0	0	35	0	0	48	40	40	0	0	Special Services Fees	Wire Fees	Customer Owned ATMs	Correspondent Bank Charges	MLIT Exception Expenses	Outside Vendor Services				Surplus Withdrawal						
9553	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	22	20	0	0	0	0	0	0	0																
9807	1116	0	0	632	310	190	142	169	229	681	0	0	0	0	0	0	0	0	0	0	0	false	209	0	44	0	60	0	862	207	0	0	0	0	0	0	460	Prepayment Penalties	Late Charges	Loan Inspection Fees	OCC Assessment	Expenses related to OREO											
9955	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	129	0	0	0	0	0	0	0	0	KWMI															
10157	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	false	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0										STOCK BONUS AGREEMENT DEFERRED COST						
10250	189	0	37	62	132	43	26	0	132	76	43	0	0	0	0	0	0	0	0	0	0	false	96	0	22	5	26	18	40	124	0	0	420	28	45	155	29	Mortgage Origination Fees	Other Service Charges		Insurance, Bond, D & O, Property, VSI, SBA	Donations	Education										
10849	74	0	49	0	0	261	71	0	38	39	37	0	0	0	0	0	0	0	0	0	0	false	38	0	0	33	0	40	166	72	0	-61	0	67	0	0	104	Data Processing Income	Miscellaneous Income		State Bank Dept. assessments	Insurance & bonds	Misc. exp									EITF -06-4	
10858	119	0	0	0	0	338	0	0	62	204	0	0	0	0	0	0	0	0	0	0	0	false	75	0	31	0	0	285	462	79	0	0	0	0	0	113	64	Other Income			Professional Services	I/C FNNI Admin Exp											
11145	24	8	35	4	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	41	0	30	0	14	99	156	44	0	0	0	54	3	12	20																
11640	44	0	60	0	0	0	0	0	91	48	43	0	0	0	0	0	0	0	0	0	0	false	43	0	0	77	0	66	0	46	0	0	0	28	62	23	47				Sales and State Income Tax	Loan and Collection Expense	Internet Banking Expense										
11837	0	0	0	0	0	28	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	61	0	0	0	0	0	0	34	0	Service Charge ATM	Farm Funding - Fees														
12030	43	0	0	80	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	52	0	0	56	0	0	346	76	0	0	0	42	0	0	0																
12058	0	0	0	0	0	0	0	0	32	354	186	0	0	0	0	0	0	0	0	0	0	false	34	0	0	0	0	0	0	48	0	0	0	0	0	33	39				Sales tax	Fees	Loss on fixed assets										
12142	24	0	30	4	7	0	0	0	25	51	26	0	0	0	0	0	0	0	0	0	0	false	41	0	8	0	37	35	0	67	0	0	27	45	25	3	33				consulting expense	contracted services	Fed Res bank expense										
12245	0	0	35	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	94	0	0	0	0	0	0	0	0	OTHER FEE INCOME															
12311	15891	0	0	12096	0	21421	25087	0	6405	7031	0	0	0	0	0	0	0	5298	8088	0	0	true	7078	0	0	27377	0	5989	51030	15954	0	2295	37932	0	0	0	12466	Operating lease income	Other Income - Non-recurring Visa IPO Gain		Transportation expenses	Travel expense					Stock Option Expense	Stock contribution from parent and miscellaneous adjustments			The schedule RI Income Statement for the six months ended June 30, 2008 included the following significant income and expense items: (1) a gain of $37.5 million (pre-tax) related to the Visa IPO and related indemnification reported as a $25.1 million increase to noninterest income and a $12.4 million decrease to other noninterest expense, (2) an after-tax gain of $14.5 million from the tax benefits from the Visa IPO (3) net securities gains of $3.5 million (pre-tax), (4) a gain of $2.2 million from the retirement of debt, (5) net losses of $20.1 million (pre-tax) related to mortgage servicing rights and the related hedging activity, (6) $21.1 million (pre-tax) negative impact from Sky Financial merger-related integration costs, (7) net losses of $5.1 million from the sale of loans, (8) an impairment of $2.6 million (pre-tax) on a receivable write-down, and (9) a loss of $2.5 million (pre-tax) from the impairment of a leasehold improvement.		
12647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	80	25	0	0	0	0	0	0	35																
12656	2	0	18	0	1	2	0	0	6	8	5	0	0	0	0	0	0	0	0	0	0	false	5	0	1	0	3	4	4	6	0	0	5	4	0	3	6	MISC. FEES			CORRESPONDENT SERVICE CHARGES	TRAVEL EXPENSES	BANKERS BOND PREMIUM										
12937	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	35	115	0	0	0	0	48	54	0	0																
12946	94	0	0	0	0	0	0	0	76	54	63	0	0	0	0	0	0	0	0	890	8	false	71	0	0	169	37	69	71	111	0	0	187	47	92	76	301				STATE BANK ASSESSMENT	TRAVEL EXPENSE	BUSINESS DEVELOPMENT						RESERVE FOR LOAN LOSS CONVERSION BALANCE	RESERVE FOR O/D CONVERSION BALANCE			
12955	0	0	0	0	0	0	0	0	38	44	33	0	0	0	0	0	0	0	0	0	0	false	50	0	0	0	0	0	33	38	0	0	0	27	0	0	0				INSURANCE	TELEPHONE	NEBRASKA DEPOSIT TAX										
13037	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				Core Deposit Intangible Amortization												
13103	0	0	127	0	0	30	46	36	308	0	0	0	0	0	0	0	0	0	0	0	0	false	140	0	0	0	55	0	707	0	0	0	0	163	154	0	0	Prepayment Penalty	Misc. Income	Official Checks	I												
13251	5	0	13	24	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	2	0	0	4	10	11	0	0	0	0	0	0	0																
13457	0	0	8	7	0	24	0	0	14	15	8	0	0	0	0	0	0	0	0	0	0	false	0	0	0	25	0	0	7	14	0	0	0	0	6	8	0	Other Income			Life Insurance Expense	OCC Assessment	Property Insurance										
14052	70	0	28	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	23	0	0	26	0	0	64	32	0	0	0	0	0	0	0	Secondary Market Real Estate Pricing													The Bank formed an investment subsidiary under the State of Nevada 1-1-01.		
14155	44	9	5	1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	37	0	8	30	10	17	208	41	0	0	78	16	27	56	16																
14258	97	0	0	0	403	41	132	75	54	88	0	0	0	0	0	0	0	1454	0	0	0	false	86	0	28	0	37	446	203	96	0	0	115	0	0	145	62	Foreign Exchange Fees	Data Service Support	Other Commissions and Fees	Charitable Contributions	Examination Fees					Holding company transferred land and assets to bank at fair value						
14454	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0				MANAGEMENT FEES												
14650	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	17	25	0	0	30	22	0	0	0	0	0	0	0	EXCHANGE & COLLECTIONS															
14753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0																
14865	61	0	46	0	53	130	25	43	38	64	33	0	0	0	0	0	0	0	0	0	0	true	54	0	29	0	0	0	0	64	0	0	176	56	0	75	36	BEO BROKER FEES	GAIN ON SALE OF SECURITIES	BEO MORTGAGE PREP FEES	DEFERRED COMPENSATION EXPENSE	OTHER OPERATING EXPENSE	EMPLOYEE EDUCATION								OTHER NON INTEREST EXPENSES: ARMORED CAR SERVICE $36 CORRESPONDENT FEES $31 PUBLIC RELATIONS $31		
14977	11	0	71	3	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	7	0	1	0	0	0	0	13	0	0	0	12	0	0	8	other non interest															
15536	336	0	22	282	189	352	0	0	1442	0	0	0	0	0	0	0	0	0	0	0	0	false	241	0	220	901	140	303	3712	530	0	0	713	422	139	32	819	Cash recoveries from special assets			OREO expenses												
16337	197	0	92	63	150	126	34	0	80	60	0	0	0	0	0	0	0	0	0	0	0	false	103	-438	45	191	33	125	520	100	0	0	176	63	0	0	106	Long-term mortgage origination fees	Teller services(cashier checks,money orders,check cashing)		Contributions	Bookkeeping services and proof										Postretirement split-dollar accounting under EITF	
16458	99	0	155	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	false	40	0	0	0	35	40	197	0	0	0	182	0	0	152	128				Professional Fees												
16551	88	0	0	39	34	169	0	0	45	31	0	0	0	0	0	0	0	0	0	0	0	false	39	0	0	0	0	0	52	66	0	0	57	0	0	43	86	Secondary market loan fees			Other Real Estate Expenses	Internet Banking											
16748	6	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-12	0	false	15	-38	0	19	4	9	86	9	0	0	26	38	0	0	15												Reserve for Loss-Off Balance Sheet Credit			Entry for Split Dollar Plan Endorsement	
16944	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0																
16953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0																
17110	276	0	53	59	36	0	0	0	452	153	0	0	0	0	0	0	0	0	0	0	0	false	56	0	0	0	0	0	557	210	0	0	0	96	186	0	0				REFERAL FEES	CONTRIBUTIONS											
17147	372	0	100	326	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	45	0	0	642	83	1019	5487	164	0	0	0	0	0	0	0																
17259	9	2	19	11	20	13	1	17	0	0	0	0	0	0	0	0	0	0	0	0	0	false	9	0	4	29	5	36	0	33	0	0	0	11	0	24	8	ROYALTY INCOME	FORRITURES-DEP ACCTS	OTHER MISC INC													
17464	673	98	233	657	782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	655	0	0	550	72	237	0	420	0	0	1457	288	522	296	392																
17839	28	0	46	0	0	0	0	0	27	30	34	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	27	489	0	0	0	109	0	0	0	0				Business Development	Postage	Other State Taxes										
17950	40	0	0	0	65	33	116	37	31	0	0	0	0	0	0	0	0	0	0	0	0	false	25	0	0	0	0	0	190	49	0	0	0	0	0	0	34	OTHER COMMISSIONS	RE SECONDARY LOAN FEES	CHECK CHARGES WAIVED	OCC ASSESSMENT												
18050	92	0	100	0	0	36	0	0	103	43	0	0	0	0	0	0	0	0	0	0	0	false	101	0	0	0	0	71	0	71	0	0	393	0	0	229	182	Merchant Bankcard			Business Development & Goodwill	OCC assessments											
18135	0	0	0	0	0	0	0	0	255	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	67	0	0	166	80	0	0	0	0	0	0	0				Convential Credit Insurance												
18377	5	0	4	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	5	0	0	0	10	0	0	0																
18827	0	0	0	0	0	141	29	0	0	0	0	0	0	0	0	0	0	0	0	1083	-27	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Visa Checkcard Discount Fee	Other Fees and Commissions										Transfer in from business merger with Farmers National Bank of Kittanning	Adj for ALLL for off-balance sheet			
18836	31	0	87	128	0	25	0	0	32	37	0	0	0	0	0	0	0	0	0	0	0	false	47	-128	0	61	0	88	184	79	0	0	0	0	0	58	0	Insurance Commission			Miscellaneous Expense	Other Loan Expenses										Adjustment for split-dollar life insurance arrangements	
18854	0	0	0	0	0	95	0	0	0	0	0	0	0	0	0	0	0	1000	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Administrative Fees									Capital Injection						
18957	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
19356	38	0	17	1	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	20	-48	4	0	5	5	118	29	0	0	0	11	0	0	13															TO RECORD DEFERRED COMPENSATION AS OF 12-31-07	
19730	769	0	0	667	631	392	98	0	496	260	0	0	0	0	0	0	0	0	0	0	0	false	217	0	0	711	133	0	1089	485	0	0	76	249	246	0	483	Letter of Credit Fees	Visa Commissions		Armored Messenger	Loan Administation											
19936	53	0	73	0	0	10	12	11	38	0	0	0	0	0	0	0	0	0	0	0	0	false	48	0	30	21	13	141	156	33	0	0	0	41	0	85	67	Wire transfer fees	Service mortgage fee income	Other miscellaneous income	Deferred compensation expense												
19972	30	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	false	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0												quarterly adjustment				
20053	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0																
20147	32	0	20	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	22	0	0	0	0	0	88	18	0	0	51	22	0	42	27																
20259	0	0	0	0	59	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	104	72	0	0	0	0	0	0	43	0				Software depreciation												
20370	84	0	70	0	4	0	0	0	79	63	85	0	0	0	0	0	0	0	0	0	0	false	66	-615	0	494	7	157	43	34	0	0	0	45	17	105	75				B & O Taxes	Other Real Estate Owned	Shareholder									Cumulative Adjustment to Equity for implementation of EITF 06-4	
20512	0	0	0	0	0	13	0	0	49	53	23	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	3	10	0	31	0	0	0	0	0	33	0	Certegy income			PA Shares Tax	Professional services	Bank Examination										
