"IDRSSD"	RIAD0497	RIAD4042	RIAD4136	RIAD4141	RIAD4146	RIAD4461	RIAD4462	RIAD4463	RIAD4464	RIAD4467	RIAD4468	RIAD4469	RIAD4486	RIAD4487	RIAD4488	RIAD4489	RIAD4491	RIAD4498	RIAD4499	RIAD4521	RIAD4522	RIAD4769	RIAD8403	RIADB527	RIADC013	RIADC014	RIADC015	RIADC016	RIADC017	RIADC018	RIADF229	RIADF465	TEXT4461	TEXT4462	TEXT4463	TEXT4464	TEXT4467	TEXT4468	TEXT4469	TEXT4487	TEXT4489	TEXT4498	TEXT4499	TEXT4521	TEXT4522	TEXT4769	TEXTB527	
1557	0	0	20	0	0	0	0	0	18	34	21	0	0	0	0	0	0	0	0	0	0	false	17	0	0	0	0	0	0	29	0	0				CONSULTING FEES	MAINTENANCE CONTRACT	FURNITURE DEPRECIATION										
1632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1778	0	0	0	false	0	0	0	0	0	0	1402	0	0	0										Capital Infusions						
1669	35	0	22	2	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	63	0	5	189	30	62	367	99	0	0																
1829	0	0	0	0	0	0	0	0	158	225	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	540	0	0	0				ATM/Debit Card Network Expenses	PA Shares Tax											
1856	16	0	28	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	9	0	0	0	2	16	0	13	0	0																
2040	149	0	64	45	13	60	83	23	177	70	0	0	0	0	0	0	0	500	0	0	0	true	46	0	8	61	12	14	185	54	0	0	Debit Card Fees	Sale of Bank Owned Real Estate	Commerical Internet Fes & Wires	Advisory / Auditing	ATM / Debit Card Expenses					Downstream from Holding Co.				Other income includes the sale of a property the bank has written down over several years with no value on our financial statement		
2161	0	0	0	0	0	0	0	0	104	71	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	74	0	0	197	0	0	0				Deferred Compensation Plan Expense	Stock Plan Expense											
2376	348	952	429	80	71	1250	90	0	151	309	0	0	0	0	0	0	0	59728	-15003	0	0	false	97	900	0	762	19	157	733	169	0	0	RE Joint Venture Income	Debit Card Interchange		Insurance Premium	Audit expense					Additional Capital Contribution	ESOP Transactions				Adoptiion of FIN 48	
2451	10	0	7	7	2	5	4	2	12	10	6	0	0	0	0	0	0	0	0	0	0	false	5	0	1	0	2	0	95	11	0	0	Credit Life Premium Income	Debit Card Income	Letters of Credit	Bond and D&O Insurance	Education and meetings	SBA Guarantee Loan Fees										
2554	0	0	9	22	1	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	false	2	0	0	0	2	0	8	2	0	0				Accounting												
2732	0	0	114	143	48	43	0	0	135	0	0	0	0	0	0	0	0	0	0	0	0	false	149	0	0	0	58	10	582	103	0	0	Electronic Banking Wire Transfers			OCC assessment												
2750	47	0	0	30	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	18	0	0	64	0	0	0				LENDING EXPENSES												
2938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	1117	0	0	0																
3252	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0				Computer Exp- In House												
3458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	-17	0	0	0	0	15	0	0	0															YEAR-END TAX ADJUSTMENT	
3720	177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	239	0	0	0																
3953	74	28	61	308	8	69	84	0	0	0	0	0	0	0	0	0	0	2000	0	0	0	false	36	0	5	47	13	5	29	54	0	0	Mortgage Lending Referral Fees	POS Transaction Fees								Capital injection by the parent holding company						
4138	110	0	0	0	0	0	0	0	122	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	125	166	145	0	0				Audit Expenses												
4156	128	0	50	11	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	20	0	8	89	25	33	217	38	0	0																
4231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	177	0	0	0																
4437	0	0	0	218	0	187	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	468	0	0	0	Origination fees - secondary market loans	Interchange fees from debit card program														
4839	0	0	0	0	0	0	0	0	153	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	371	0	0	0				Exam Audit												
5005	218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	200	0	0	324	0	0	0																
5069	0	0	612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	783	0	0	0	0	0	0	0	0															CPA year-end deferred tax amd FASB 13 adjustment	
5135	43	8	39	8	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	59	0	4	74	15	125	756	82	0	0																
5210	905	0	0	0	0	0	0	0	546	583	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	673	0	0	0	0	0	0				PA Shares TAx	Professional Services											
5331	0	0	0	0	0	0	0	0	206	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	469	0	0	0				EXAM and AUDIT FEES												
5461	0	0	0	0	0	0	0	0	454	340	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	284	225	0	0				TRANSPORTATION	COURIER & COMMUNICATION											
5751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	71	0	0	101	0	0	0																
6039	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	179	0	0	0																
6057	7	3	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	2	0	6	0	5	4	35	9	0	0																
6141	13	0	32	1	2	9	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	false	31	0	6	0	6	0	106	38	0	0	FEES AND COMMISSIONS			FEES AND COMMISSIONS												
6329	223	1	36	236	40	222	144	225	361	112	222	0	0	0	0	0	0	0	0	0	0	false	179	0	0	94	17	131	0	361	0	0	YIELD SPREAD PREMIUM	EXCHANGE	LOAN SERVICE CHARGE/ ORIGINATION FEES	TELEPHONE EXPENSE	SERVICE FEE ANALYSIS	OFFICE SUPPLIES										
6972	0	0	0	0	0	860	0	0	619	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	Broker Loan Fee Income			Deposit Servicing												
7009	0	0	0	0	0	0	0	0	30776	1575	0	0	0	0	0	0	0	4	0	0	0	true	0	0	0	0	0	0	0	0	0	0				INVESTMENT ADVISORY AND OTHER SVC FEES	CUSTODY FEES					See RI-E 7 below for description				RI-E 5.a. - Income tax benefit resulting from employees' exercise of parent-issued stock option for parent's common stock.		
7045	48	0	56	37	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	48	0	9	0	14	23	0	62	0	0																
7157	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	20	57	0	0	0				ATM SWITCH FEES												
7456	22	0	36	0	26	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	56	0	0	0	Overdraft charges															
7634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	47	0	0																
8033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0																
8462	0	0	48	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	42	51	0	0				OCC Assessments												
8631	31	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	49	0	36	165	0	0	0																
9357	0	0	0	0	0	276	2174	0	400	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	Special Services Fees	Customer Owned ATMs		Loss on Sale of Assets												
9553	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0																
9807	0	0	0	0	0	2069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	RECOGNITION OF FEDERAL INCOME TAX CREDIT															
9955	0	0	0	0	0	719	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	203	0	0	0	KWMI			KWMI												
10157	0	0	0	0	0	98	0	0	57	0	0	0	0	0	0	0	0	-32	0	0	0	true	0	0	0	0	0	0	91	0	0	0	Miscellaneous Income			Professional Fees						Stock Bonus Agreement - Deferred cost				RI-A 11 - Stock Bonus Agreement Deferred Cost		
10250	307	0	59	89	31	180	44	29	76	155	89	0	0	0	0	0	0	750	0	0	0	false	123	0	35	7	34	26	79	213	0	0	Mortgage Origination Fees	Other Service Charges	Merchant Credit Card	Education	Insurance, Bond, D& O, Property, VSI, SBA	Donations				Downstream Capital from Holding Company Trust Prefered's						
10849	0	0	0	0	0	383	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	Data Processing Income	Gain from termination of Interest Rate Swap														
10858	0	0	0	0	0	325	0	0	300	569	0	0	0	0	0	0	0	0	0	356	0	false	0	0	0	0	0	368	0	0	0	0	R/E Secondary Market Fees			I/C FNNI Adm Overhead	I/C SER Exp ETS-FNNI							Sold investment in Retained Interest of securitization trust & purchased CC loans				
11145	62	9	49	15	10	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	false	57	0	48	0	17	86	224	68	0	0				Audit & Exam Fees												
11640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	87	0	0	0	0	0	0																
11837	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	92	0	0	0				Consultant Fees												
12030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	383	253	0	0																
12058	0	0	0	0	0	0	0	0	231	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	107	0	0				Fees												
12142	28	0	54	9	12	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	false	54	0	12	0	39	51	0	65	0	0				Consulting Expense												
12245	0	0	0	0	0	72	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	139	0	0	0	OTHER FEE INCOME	MISCELLANEOUS INCOME														
12311	29256	0	0	0	0	32890	0	0	82720	0	0	0	0	0	0	0	0	7962	-2726	146125	0	true	0	0	0	36307	0	0	0	0	0	0	Check Card Interchange Income			Data processing and outside services						Stock Option Expense	Miscellaneous Adjustment to Surplus	Acquisition of Sky Bank		The schedule RI Income Statement for the nine months ended September 30, 2007 included the operations of Sky Bank for three months beginning July 1, 2007. The schedule RC Balance Sheet at September 30, 2007 included the assets of Sky Bank which was merged into Huntington National bank during the quarter. At June 30, 2007, Sky Bank had assets of $16.7 million. Significant income and expense items for the nine months ended September 30, 2007 include higher provision expense for loan losses of $85.0 million (pre-tax) over the nine months ended September 30, 2006, including $24.8 million (pre-tax) in the second quarter of 2007 related to three commercial credits. Also, the nine months ended September 30, 2007 included $40.1 million (pre-tax) negative impact from Sky Financial merger-related integration costs and $24.7 million (pre-tax) of net market related losses. The market related losses included $18.2 million of securities related net losses and $10.6 million of equity investing losses, offset by a gain of $4.1 million from the extinguishment of debt. The nine months of 2007 also include pretax losses of $10.4 million related to mortgage servicing rights and the related hedging activity. The increase in trading assets of $417 million during the quarter was the result of using trading mortgage backed securities to hedge MSR assets.		
12647	0	0	0	39	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	103	0	0	0				Communications												
12656	3	0	26	6	1	1	0	0	11	13	8	0	0	0	0	0	0	0	0	0	0	false	7	0	2	0	3	7	6	11	0	0	CHECK CASHING FEES			CORRESPONDENT SERVICE CHARGES	TRAVEL EXPENSE	BANKERS BOND INSURANCE PREMIUM										
12937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0																
12946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0																
12955	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	75	0	0	0	0	0	0	72	0	0	MISC. INCOME															
13037	54	0	70	101	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	85	0	0	0	0				Audit												
13103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	1054	0	0	0																
13251	10	0	14	16	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0	17	0	6	4	14	9	0	0																
13457	0	0	12	0	0	0	0	0	17	19	19	0	0	0	0	0	0	0	0	0	0	false	0	0	0	37	0	0	23	12	0	0				Debit Card Charges	Life Insurance Expense	OCC Assessment										
14052	84	0	41	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	29	0	0	0	0	0	111	33	0	0	Secondary Market Real Estate Pricing													The Bank formed an Investment Subsidiary under the State of Nevada 1-1-01.		
14155	72	0	8	7	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	43	0	13	42	14	25	274	59	0	0																
14258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0																
14454	0	0	0	0	0	0	0	0	92	18	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	79	0	0	0				Management Fees	Service Charges Leases											
14650	0	0	19	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	18	0	29	35	0	0	46	36	0	0	EXCHANGE AND COLLECTIONS															
14753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	19	0	0	0	0	0	74	0	0	0				862												
14865	126	0	0	0	0	219	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	BEO BROKER FEE INCOME	DEBIT CARD INTERCHANGE FEES														
15536	920	0	27	1149	281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2020	0	false	434	0	278	0	256	346	4969	762	0	0												Acquired United Community Bank on January 1, 2007				
16337	347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	777	0	0	0																
16458	148	0	218	0	0	228	0	0	183	145	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	276	0	0	0	Debit Card Interchange Income			Professional Fees	Debit Card Processing Expense											
16551	98	0	0	0	0	202	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	Secondary market loan fees			Telephone/data network												
16748	0	0	42	0	0	31	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	28	6	17	103	0	0	0	Visa			Auditing Expense												
16944	2	0	45	2	3	7	2	2	21	10	9	0	0	0	0	0	0	0	0	0	0	false	14	0	3	0	7	8	102	22	0	0	Debit Card income	Money order sales	Check cashing fees	Courier	Examiner fees	Insurance										
16953	28	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	48	23	0	0																
17110	336	0	82	159	0	171	0	0	701	414	417	0	0	0	0	0	0	0	0	0	0	true	80	0	0	0	0	0	810	160	0	0	12B-1 FEES			Referral fees	Contributions	Custodian costs								2k- Travel and entertainment            591 2l-Other professional fees               363 2m-Other client related fees             332		
17147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4490	0	6314	0	false	0	0	0	1147	0	1367	8377	0	0	0										Capital Infusion		Merger of FNB/FSB/DBT/UCNB				
17259	12	3	28	69	29	0	3	12	0	0	0	0	0	0	0	0	0	0	0	0	0	false	13	0	5	45	7	45	0	28	0	0	Royalty Income	Forfitures Deposit accounts	Other Misc Income													
17464	960	0	385	415	591	2292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	945	0	0	979	114	324	0	623	0	0	Interchange Income - Card Base & Merchant															
17839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	680	0	0	0																
17950	62	0	16	17	24	61	205	0	47	0	0	0	0	0	0	0	0	0	0	0	0	false	38	0	12	60	18	31	297	99	0	0	OTHER COMMISSIONS	RE SECONDARY LOAN FEES		TELEPHONE												
18050	0	0	0	0	0	442	0	0	304	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	Debit card program income			Debit card program expense												
18135	0	0	0	0	0	0	0	0	410	133	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	99	0	0	241	101	0	0				Conventional Services	Contracted Services											
18377	5	0	4	0	8	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	false	3	0	0	0	0	0	0	6	0	0				Accounting Fees												
18827	0	0	0	0	0	119	0	0	75	0	0	0	0	0	0	0	0	0	0	-62	0	false	0	0	0	0	0	0	0	0	0	0	Visa Checkcard Discount Fee			Donation to Armstrong County Community Foundation								Current year adjustment for allowance for loan loss - off balance sheet items				
18836	0	0	117	192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	86	0	106	281	94	0	0																
18854	30	0	25	4	3	0	0	0	0	0	0	0	0	0	0	0	0	1000	0	0	0	false	14	0	0	0	2	0	15	33	0	0										Capital Injection by owners						
18957	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0																
19356	52	14	26	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	34	-1519	8	0	9	9	176	48	0	0															TO RECORD DEFERRED COMPENSATION AS OF 12-31-06 PER FDIC EXAM	
19730	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	1761	1628	0	0	0																
19936	104	9	110	12	16	0	0	0	133	0	0	0	0	0	0	0	0	0	0	0	0	false	71	0	47	64	19	154	212	62	0	0				Donations/Contributions												
19972	41	0	41	0	18	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	59	0	0	0	0	0	0				audit exp												
20053	0	0	0	0	0	0	0	0	106	0	0	0	0	0	0	0	0	5303	0	319	0	false	0	0	0	0	0	0	45	0	0	0	Sub management fee			Audit and Tax Accounting fees	Management fee					Capital Injection		Merger with Farmers State Bank				
20147	66	0	32	18	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	29	0	20	0	0	47	53	29	0	0																
20259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	135	96	0	0	0																
20370	123	0	109	99	10	0	0	0	164	104	141	0	0	0	0	0	0	0	0	0	0	false	61	0	0	86	11	228	77	73	0	0				Telephone	B O Tax	ATM Expense										
20512	0	0	0	0	0	16	17	0	93	71	51	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	equifax	atm surcharge		professional services	PA shares tax	atm expense										
20633	151	0	0	0	0	0	0	0	117	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	116	0	0	347	126	0	0				Accounting Fees												
20839	0	0	0	0	0	154	0	0	262	0	0	0	0	0	0	0	0	0	0	0	0	false	0	-29	0	0	0	0	322	0	0	0	Mortgage Origination Fees			Consulting											Change in Accounting Principles - FIN 48	
20857	19	0	15	1	16	14	3	0	93	47	29	0	0	0	0	0	0	0	0	0	0	false	15	0	0	3	5	0	0	26	0	0	Card income	Wire transfer fee		Donations	Professional fees	Correspondent bank service fees										
20866	0	0	0	152	0	0	0	0	253	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	122	0	0	0	0	0	0				Software Maintenance Exp												
21256	1	0	9	21	1	0	0	0	6	7	6	0	0	0	0	0	0	0	0	0	0	false	2	0	1	16	2	0	30	6	0	0				Entertainment Expense	Telephone	VISA Check Card Expense										
21359	14	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	13	0	0	0																
21630	15	0	60	1	23	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	false	17	0	0	0	1	23	58	25	0	0				Advalorem Tax												
21658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	65	0	67	81	0	0	0																
22048	0	0	0	0	0	221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	111	0	0	246	0	0	0	Miscelaneous Customer Service Fees	Miscelaneous Income-Reversed Salary Continuation Plan Provisions(191)														
22235	0	0	0	0	0	545	320	0	382	267	308	0	0	0	0	0	0	0	0	0	0	false	0	-65	0	0	0	0	618	0	0	0	Mortgage Origination Fees	Service Release Premiums		Consulting Fees	Bank Service Release Premiums	Bank Mortgage Origination Fees									Change in Accounting Principles - FIN 48	
22356	0	0	0	0	0	178	0	0	237	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	214	0	0	0	Signature based Interchange Income			Credit Card Expense												
22459	55	0	62	6	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	40	0	6	0	21	35	129	66	0	0																
22543	0	0	0	0	0	0	0	0	39	35	54	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	46	38	0	0				Telephone	ATM	Other Operating										
22552	34	0	16	5	5	32	21	0	70	25	0	0	0	0	0	0	0	0	0	0	0	false	16	0	3	0	5	6	2	36	0	0	data processing	misc fees		equipment & services	consulting											
22730	62	0	77	0	0	88	93	0	76	62	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	260	0	0	0	Secondary Market Fees	Visa Check Card/ATM Fees		Telephone Expense	Visa Check Card Expenses											
22936	277	0	0	0	0	457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	498	0	0	0	Mortgage Fees															
22954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	123	0	0	0																
23036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	432	0	1330	0	false	0	0	0	0	0	0	1498	0	0	0										Capital Infusion		Loan Loss Reserve acquired from Citizens Bank in Jan 07 Merger				
23045	0	0	0	0	0	0	0	0	25	36	21	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	38	0	0	0				Examination Fees	Other Operating Expenses	Accounting and Tax Audit										
23241	0	0	0	0	0	3095	0	0	1758	0	0	0	0	0	0	0	0	0	0	5982	0	false	1935	0	0	0	0	0	1813	0	0	0	Debit card interchange income			Low income housing								Purchase of Prairie Bank and Trust Co				
