"IDRSSD"	RCFD0010	RCFD1395	RCFD1651	RCFD1754	RCFD1773	RCFD2170	RCFD2221	RCFD3123	RCFD3128	RCFD3210	RCFD3368	RCFD3411	RCFD3429	RCFD3433	RCFD3545	RCFD3792	RCFD3809	RCFD3812	RCFD3821	RCFD3833	RCFD4336	RCFD5306	RCFD5310	RCFD5311	RCFD5320	RCFD5327	RCFD5334	RCFD5339	RCFD5340	RCFD5369	RCFD5610	RCFD7204	RCFD7205	RCFD7206	RCFD7273	RCFD7274	RCFD7275	RCFD8274	RCFD8275	RCFD8434	RCFD8764	RCFD8766	RCFD8767	RCFD8769	RCFD8770	RCFD8771	RCFD8772	RCFD8773	RCFD8774	RCFD8775	RCFD8776	RCFD8777	RCFD8778	RCFD8779	RCFDA000	RCFDA001	RCFDA002	RCFDA167	RCFDA221	RCFDA222	RCFDA223	RCFDA224	RCFDA250	RCFDB503	RCFDB504	RCFDB505	RCFDB520	RCFDB528	RCFDB541	RCFDB542	RCFDB543	RCFDB546	RCFDB547	RCFDB548	RCFDB581	RCFDB582	RCFDB583	RCFDB588	RCFDB589	RCFDB590	RCFDB591	RCFDB592	RCFDB593	RCFDB594	RCFDB595	RCFDB596	RCFDB600	RCFDB601	RCFDB602	RCFDB603	RCFDB604	RCFDB605	RCFDB606	RCFDB607	RCFDB608	RCFDB609	RCFDB610	RCFDB611	RCFDB612	RCFDB617	RCFDB618	RCFDB619	RCFDB620	RCFDB621	RCFDB622	RCFDB623	RCFDB624	RCFDB625	RCFDB626	RCFDB627	RCFDB628	RCFDB629	RCFDB630	RCFDB631	RCFDB639	RCFDB640	RCFDB641	RCFDB642	RCFDB643	RCFDB644	RCFDB650	RCFDB651	RCFDB652	RCFDB653	RCFDB654	RCFDB655	RCFDB656	RCFDB657	RCFDB658	RCFDB659	RCFDB660	RCFDB661	RCFDB662	RCFDB663	RCFDB664	RCFDB665	RCFDB666	RCFDB667	RCFDB668	RCFDB669	RCFDB670	RCFDB671	RCFDB672	RCFDB673	RCFDB675	RCFDB676	RCFDB677	RCFDB678	RCFDB679	RCFDB680	RCFDB681	RCFDB682	RCFDB683	RCFDB684	RCFDB685	RCFDB686	RCFDB687	RCFDB688	RCFDB689	RCFDB690	RCFDB691	RCFDB693	RCFDB694	RCFDB695	RCFDB696	RCFDB697	RCFDB698	RCFDB699	RCFDB700	RCFDB701	RCFDB702	RCFDB703	RCFDB704	RCFDC063	RCFDC064	RCFDC225	RCFDC227	RCFDC228	RCON0010	RCON1395	RCON1651	RCON1754	RCON1773	RCON2170	RCON2221	RCON3123	RCON3128	RCON3210	RCON3368	RCON3411	RCON3429	RCON3433	RCON3545	RCON3792	RCON3809	RCON3812	RCON3821	RCON3833	RCON4336	RCON5306	RCON5310	RCON5311	RCON5320	RCON5327	RCON5334	RCON5339	RCON5340	RCON5369	RCON5610	RCON7204	RCON7205	RCON7206	RCON7273	RCON7274	RCON7275	RCON8274	RCON8275	RCON8434	RCON8764	RCON8766	RCON8767	RCON8769	RCON8770	RCON8771	RCON8772	RCON8773	RCON8774	RCON8775	RCON8776	RCON8777	RCON8778	RCON8779	RCONA000	RCONA001	RCONA002	RCONA167	RCONA221	RCONA222	RCONA223	RCONA224	
1351																																																																																																																																																																																			1720	0	0	34777	3538	97392	0	389	0	13638	96072	0	0	0	0	14003	0	0	386	2580	0	0	389	389	2508	29208	19632	2799	46395	0	0	0.1417	0.2204	0.2143	0.0000	0.0000	0.0000	13614	389	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63536	96072	
1454																																																																																																																																																																																			20134	0	0	0	122250	304395	0	820	0	30871	311381	0	0	0	0	29055	0	0	0	0	0	0	820	820	13076	151241	30916	6514	107346	2986	0	0.0907	0.1856	0.1803	0.0000	0.0000	0.0000	28235	820	2509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156588	311254	
1557																																																																																																																																																																																			1933	0	0	2439	7949	33303	0	367	0	5979	33870	0	0	0	0	5895	0	0	80	1144	0	0	273	273	142	12784	2998	912	17206	0	0	0.1660	0.2707	0.2581	0.0000	0.0000	0.0000	5622	273	357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	21780	33870	
1632																																																																																																																																																																																			8080	0	0	0	32785	261834	0	2828	0	20489	255016	0	0	0	0	22630	0	0	561	16996	0	0	2758	2758	1600	43604	37123	9685	181332	0	0	0.0779	0.1026	0.0901	0.0000	0.0000	0.0000	19872	2758	617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	220538	255016	
1669																																																																																																																																																																																			13961	0	0	95391	42849	234836	0	1549	0	40226	232236	0	0	0	0	37755	0	0	0	0	0	0	981	981	18818	142136	42540	1558	28795	0	0	0.1599	0.4845	0.4719	0.0000	0.0000	0.0000	36774	981	1267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	568	77924	230051	
1829																																																																																																																																																																																			11680	0	0	0	116481	297757	677	2383	0	40168	294578	0	0	0	0	38556	0	0	0	11229	0	0	2151	2828	16340	100209	62988	4513	114552	0	0	0.1213	0.2244	0.2079	0.0000	0.0000	0.0000	35728	2828	4440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	232	171845	294578	
1856																																																																																																																																																																																			778	0	0	0	31112	40369	0	109	0	2558	40438	0	0	0	0	2430	0	0	0	350	0	0	109	109	190	32375	1733	1639	5928	0	0	0.0575	0.1807	0.1726	0.0000	0.0000	0.0000	2321	109	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13445	40372	
2040																																																																																																																																																																																			3782	0	0	479	22084	148932	0	1492	0	14375	146118	0	0	0	0	14841	0	0	0	0	0	0	1318	1318	1604	26308	43100	4012	78107	487	0	0.0925	0.1410	0.1285	0.0000	0.0000	0.0000	13523	1318	852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	174	105239	146118	
2161																																																																																																																																																																																			11933	0	0	356	24682	95981	0	484	0	9357	98208	0	0	0	0	9577	0	0	0	0	0	0	483	483	1932	40295	22749	4083	31089	0	0	0.0926	0.1896	0.1800	0.0000	0.0000	0.0000	9094	483	263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50523	98208	
2376																																																																																																																																																																																			9974	0	0	422521	200820	989792	0	6172	0	106196	992131	0	0	0	0	108623	0	0	0	0	0	0	4221	4221	77005	562207	257568	14362	96430	0	0	0.1052	0.3236	0.3110	0.0000	0.0000	0.0000	104402	4221	1784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	1951	335704	992131	
2451																																																																																																																																																																																			242	0	0	458	461	14974	0	147	0	1187	14377	12	0	0	0	1326	0	0	0	0	0	0	147	147	31	1249	4617	566	9213	0	0	0.0820	0.1126	0.1001	0.0000	0.0000	0.0000	1179	147	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11774	14377	
2554																																																																																																																																																																																			873	0	0	8	1753	7738	0	60	0	725	7482	0	0	0	0	779	0	0	0	0	0	0	57	57	2	3879	230	197	3684	0	0	0.0965	0.1704	0.1579	0.0000	0.0000	0.0000	722	57	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4572	7482	
2732																																																																																																																																																																																			17064	0	0	0	70322	424749	0	2805	0	52249	422523	0	0	0	0	52208	0	0	0	0	0	0	2805	2805	7091	94576	74329	8757	248013	0	0	0.1173	0.1691	0.1600	0.0000	0.0000	0.0000	49403	2805	1360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	308770	421037	
2750																																																																																																																																																																																			1123	0	0	0	10054	43193	0	787	0	4815	44242	0	0	0	0	5005	0	0	0	0	0	0	406	406	2390	9827	2093	1739	29454	0	0	0.1040	0.1560	0.1433	0.0000	0.0000	0.0000	4599	406	216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	381	32085	44242	
2938																																																																																																																																																																																			18231	0	0	0	43411	284172	0	3582	0	21342	265220	0	0	0	0	23102	0	0	542	8494	0	0	2814	2814	3559	55579	38766	12831	188136	0	0	0.0765	0.1030	0.0904	0.0000	0.0000	0.0000	20288	2814	1054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	768	224387	265220	
2956																																																																																																																																																																																			3626	0	0	0	29401	118109	0	715	0	13125	117938	0	0	0	0	13634	0	0	28	132	0	0	715	715	1260	54262	24969	3154	37998	0	0	0.1095	0.2220	0.2104	0.0000	0.0000	0.0000	12919	715	206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61415	117938	
3252																																																																																																																																																																																			7895	0	0	7798	15809	96276	0	1240	0	10264	96037	0	0	0	0	10978	0	0	276	74	0	0	912	912	1729	26615	3081	3596	65791	0	0	0.1048	0.1511	0.1386	0.0000	0.0000	0.0000	10066	912	198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	328	72642	96037	
