"IDRSSD"	RCFD0426	RCFD2130	RCFD2150	RCFD2651	RCFD3164	RCFD3190	RCFD4088	RCFD5372	RCFD5374	RCFD5375	RCFD5507	RCFD6164	RCFD6165	RCFDA590	RCFDB026	RCFDB565	RCFDB566	RCFDB567	RCFDB568	RCFDB569	RCFDB570	RCFDB571	RCFN5513	RCON0426	RCON2130	RCON2150	RCON2651	RCON3164	RCON3190	RCON4088	RCON5372	RCON5374	RCON5375	RCON5507	RCON5508	RCON5509	RCON5510	RCON5511	RCON5512	RCON6164	RCON6165	RCONA590	RCONB026	RCONB565	RCONB566	RCONB567	RCONB568	RCONB569	RCONB570	RCONB571	TEXT4087	
1351																								0	0	203	0	0	0	false	0	0	0	0	0	0	70	0	133	282	0	0	0	0	0	0	0	false	0	0		
1454																								127	0	0	0	0	0	true	0	0	0	127	0	0	0	0	0	22012	5	0	0	0	0	0	0	true	0	0		
1557																								0	0	0	0	0	96	false	0	0	0	0	0	0	0	0	0	159	0	0	0	0	0	0	0	false	0	96		
1632																								0	0	0	10000	0	24000	true	0	0	0	0	0	0	0	0	0	15768	5	0	0	5000	9000	0	0	true	0	0		
1669																								2185	0	30	0	0	526	false	0	0	0	2185	3	0	27	0	0	1896	2	0	0	0	0	0	0	false	0	526		
1829																								0	0	16	0	0	5000	false	0	0	0	0	0	0	16	0	0	1920	2	0	0	0	5000	0	0	false	0	0		
1856																								0	0	0	9800	0	9800	false	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	false	0	0		
2040																								0	0	0	2000	0	16498	true	0	0	0	0	0	0	0	0	0	658	0	0	0	14460	0	0	0	false	0	38		
2161																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	1321	0	0	0	0	0	0	0	false	0	0		
2376																								0	2405	621	0	0	125000	true	621	2405	0	0	0	0	0	0	0	11312	2	0	0	5000	120000	0	0	false	0	0		
2451																								0	0	36	1250	0	2500	false	0	0	0	0	2	0	34	0	0	329	3	0	0	0	1250	0	0	false	0	0		
2554																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	97	1	0	0	0	0	0	0	false	0	0		
2732																								1486	0	0	0	0	368	true	0	0	0	1486	0	0	0	0	0	8389	5	0	0	0	0	0	0	true	0	368		
2750																								0	0	0	0	0	2000	false	0	0	0	0	0	0	0	0	0	1294	2	0	0	100	1900	0	0	false	0	0		
2938																								0	0	4168	5000	0	45500	true	0	0	0	0	111	0	657	0	3400	20299	8	0	0	0	40500	0	0	true	1549	0		
2956																								0	0	226	0	0	0	false	0	0	0	0	12	0	214	0	0	7	0	0	0	0	0	0	0	false	0	0		
3252																								0	0	0	500	0	4917	false	0	0	0	0	0	0	0	0	0	573	0	0	0	1000	3317	0	0	false	0	100		
3458																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0		
3506																								4417	0	0	0	0	10000	true	0	0	0	4417	0	0	0	0	0	1978	0	0	0	0	10000	0	0	true	0	0		
3579																								0	0	193	23015	0	41153	true	0	0	0	0	0	0	193	0	0	7246	4	0	0	11034	5974	73	557	false	0	500		
3720																								0	0	66	0	0	9400	true	0	0	0	0	0	0	39	0	27	850	1	0	0	6000	2000	0	0	true	0	1400		
3953																								0	0	323	0	0	652	false	0	0	0	0	0	193	46	0	84	1425	2	0	0	202	450	0	0	false	0	0		
4138																								0	23	281	0	0	5406	false	0	0	23	0	11	0	110	0	160	5805	3	0	0	0	5406	0	0	true	0	0		
4147																								0	0	230	2000	0	6000	true	230	0	0	0	0	0	0	0	0	2355	2	0	0	2500	1500	0	0	false	0	0		
4156																								0	0	338	0	0	9500	true	0	0	0	0	0	0	150	0	188	704	1	0	0	500	9000	0	0	false	0	0		
4231																								0	0	73	0	0	0	false	0	0	0	0	0	0	73	0	0	778	1	0	0	0	0	0	0	false	0	0		
4437																								0	0	0	3094	0	4625	false	0	0	0	0	0	0	0	0	0	5675	4	0	0	199	1332	0	0	false	0	0		
4745																								0	0	0	0	0	0	true	0	0	0	0	0	0	0	0	0	166	1	0	0	0	0	0	0	false	0	0		
4839																								0	211	276	5500	0	24900	false	0	0	211	0	0	0	60	0	216	5619	4	0	0	14400	5000	0	0	false	0	0		
5005																								0	0	0	1619	0	23661	true	0	0	0	0	0	0	0	0	0	200	0	0	0	3000	19042	0	0	true	0	0		
5050																								0	0	498	1600	0	1600	false	0	0	0	0	218	280	0	0	0	4107	5	0	0	0	0	0	0	false	0	0		
5069																								0	0	128	0	0	0	false	73	0	0	0	55	0	0	0	0	160	0	0	0	0	0	0	0	false	0	0		
5135																								0	0	956	0	0	12000	false	0	0	0	0	134	0	138	0	684	9630	3	0	0	0	12000	0	0	false	0	0		
5210																								339	0	446	5800	0	93250	true	0	0	0	339	0	0	53	0	393	1867	0	0	0	67000	20000	0	0	false	0	450		
5247																								0	0	926	0	0	2706	true	0	0	0	0	234	692	0	0	0	250	0	0	0	0	0	0	2000	false	0	706		
5274																								0	0	0	8500	0	9158	true	0	0	0	0	0	0	0	0	0	2513	2	0	0	0	500	0	158	false	0	0		
5331																								0	0	253	13000	0	40479	true	253	0	0	0	0	0	0	0	0	3217	2	0	0	9750	17250	0	0	false	0	479		
5461																								1384	799	0	0	0	424	true	0	799	0	1384	0	0	0	0	0	1866	1	0	0	0	0	0	0	false	0	424		
5751																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	296	0	0	0	0	0	0	0	true	0	0		
5939																								18023	0	2055	219000	3777	263123	true	0	0	0	14246	4	0	1726	0	325	57	0	4970	0	36000	7236	887	0	false	0	0		
6039																								0	0	94	0	0	16	false	0	0	0	0	0	0	44	0	50	664	0	0	0	0	0	8	0	true	0	8		
6057																								0	0	27	200	0	1100	false	0	0	0	0	0	0	14	0	13	26	0	0	0	400	500	0	0	false	0	0		
6141																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	218	0	0	0	0	0	0	0	false	0	0		
6329																								0	0	331	0	0	0	false	0	0	0	0	0	0	0	0	331	2000	1	0	0	0	0	0	0	false	0	0		
6972																								0	6040	283	0	0	2749	true	0	0	6040	0	0	0	0	0	283	2338	2	0	0	0	0	0	2749	false	0	0		
7009																								0	0	0	0	0	0	true	0	0	0	0	0	0	0	0	0	5000	1	0	0	0	0	0	0	false	0	0		
7045																								0	0	0	0	0	0	true	0	0	0	0	0	0	0	0	0	476	0	0	0	0	0	0	0	false	0	0		
7157																								0	0	18	0	0	0	false	0	0	0	0	0	0	18	0	0	91	0	0	0	0	0	0	0	false	0	0		
7166																								134	0	0	5000	0	10500	true	0	0	0	134	0	0	0	0	0	4258	3	0	0	5500	0	0	0	false	0	0		
7456																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	false	0	0		
7634																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	574	1	0	0	0	0	0	0	false	0	0		
8033																								0	0	0	500	0	6565	false	0	0	0	0	0	0	0	0	0	1901	1	0	0	3137	2928	0	0	true	0	0		
8417																								4888	0	0	0	0	0	false	0	0	0	4888	0	0	0	0	0	0	0	0	0	0	0	0	0	true	0	0		
8462																								0	0	0	0	0	0	true	0	0	0	0	0	0	0	0	0	135	0	0	0	0	0	0	0	false	0	0		
8547																								1639	0	429	1200	317	22200	true	0	0	0	1322	0	0	429	0	0	273	0	348	0	8000	13000	0	0	true	0	0		
8631																								0	0	78	0	0	0	false	0	0	0	0	0	0	78	0	0	443	1	0	0	0	0	0	0	false	0	0		
9115																								0	0	0	0	0	0	true	0	0	0	0	0	0	0	0	0	14089	4	0	0	0	0	0	0	false	0	0		
9160																								0	0	0	0	0	7650	false	0	0	0	0	0	0	0	0	0	895	1	0	0	7650	0	0	0	false	0	0		
9357																								0	0	0	209000	0	209000	true	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	false	0	0		
9553																								0	0	0	0	0	6259	false	0	0	0	0	0	0	0	0	0	636	0	0	0	200	6059	0	0	false	0	0		
9807																								0	21	768	0	0	295625	true	0	0	21	0	0	0	0	0	768	52622	3	0	0	27913	267712	0	0	true	0	0		
9955																								2098	0	0	0	0	2365	true	0	0	0	2098	0	0	0	0	0	1299	1	0	0	429	1936	0	0	true	0	0		
10157																								0	0	321	875	0	5375	false	0	0	0	0	0	0	21	0	300	1188	1	0	0	0	4500	0	0	false	0	0		
10250																								0	0	256	0	0	0	true	0	0	0	0	0	0	256	0	0	723	0	0	0	0	0	0	0	true	0	0		
10849																								0	0	0	3166	0	4931	true	0	0	0	0	0	0	0	0	0	2738	2	0	0	1765	0	0	0	true	0	0		
10858																								38	0	467	0	0	7170	true	0	0	0	38	0	467	0	0	0	2310	1	0	0	0	6016	0	0	true	0	1154		
11145																								145	0	503	0	0	14665	false	0	0	0	145	0	0	230	0	273	1235	0	0	0	2000	12665	0	0	false	0	0		
11640																								0	0	0	0	0	20504	true	0	0	0	0	0	0	0	0	0	4289	1	0	0	10000	10504	0	0	false	0	0		
11837																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0		
12030																								0	0	50	2000	0	10000	false	0	0	0	0	0	0	0	0	50	3855	3	0	0	4000	4000	0	0	false	0	0		
12058																								0	0	212	0	0	2164	false	0	0	0	0	0	0	112	0	100	515	7	0	0	0	2000	0	0	false	0	164		
12142																								0	0	0	0	0	0	true	0	0	0	0	0	0	0	0	0	226	0	0	0	0	0	0	0	false	0	0		
12245																								0	0	0	1000	0	2000	false	0	0	0	0	0	0	0	0	0	1626	1	0	0	1000	0	0	0	false	0	0		
12311	59011	7260	13568	3000	36688	3962069	true	0	6960	300	0	296391	14	40507	22323	100000	1170000	1453420	200590	true	2987085	1035059	0						3962069						326	0	8308	0	4934													
12357																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	149	0	0	0	0	0	0	0	false	0	0		
12647																								0	0	94	0	0	0	false	0	0	0	0	0	0	94	0	0	630	1	0	0	0	0	0	0	false	0	0		
12656																								0	0	25	0	0	0	false	0	0	0	0	0	0	25	0	0	220	2	0	0	0	0	0	0	false	0	0		
12937																								0	70	0	0	0	554	false	0	0	70	0	0	0	0	0	0	3260	2	0	0	0	0	0	0	false	0	554		
12946																								2493	890	231	0	0	7773	true	0	865	25	2493	0	0	146	0	85	3297	1	0	0	0	6623	0	0	false	0	1150		
12955																								0	0	200	1000	0	6500	true	0	0	0	0	0	0	0	0	200	2822	2	0	0	3000	2500	0	0	false	0	0		
13037																								0	0	993	0	0	0	true	0	0	0	0	78	60	718	0	137	5199	3	0	0	0	0	0	0	false	0	0		
13103																								0	0	0	0	0	3225	true	0	0	0	0	0	0	0	0	0	3170	7	0	0	0	3225	0	0	false	0	0		
13251																								0	0	134	0	0	0	false	0	0	0	0	0	0	134	0	0	0	0	0	0	0	0	0	0	false	0	0		
13309																								348	0	1198	80000	337	402369	true	0	0	0	11	263	0	54	0	881	9646	2	337	0	160000	160848	0	0	true	0	1521		
13457																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	false	0	0		
14052																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	1100	1	0	0	0	0	0	0	false	0	0		
14155																								0	0	29	735	0	5940	false	0	0	0	0	0	0	29	0	0	362	0	0	0	3045	2160	0	0	false	0	0		
14258																								0	0	0	10000	0	30000	true	0	0	0	0	0	0	0	0	0	26490	6	0	0	14000	6000	0	0	true	0	0		
14409	124682	0	25763	150583	702	539078	true	23516	0	0	123980	55129	6	702	0	95315	267531	0	16	true	0	25633	0						539078						0	0	0	0	2247													
14454																								0	0	78	1000	0	1052	true	0	0	0	0	0	0	0	0	78	0	0	0	0	0	0	0	0	false	0	52		
14650																								0	0	37	0	0	0	false	0	0	0	0	0	0	37	0	0	16	0	0	0	0	0	0	0	false	0	0		
14753																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	519	0	0	0	0	0	0	0	false	0	0		
14865																								0	0	0	800	0	800	true	0	0	0	0	0	0	0	0	0	1050	1	0	0	0	0	0	0	true	0	0		
14931																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	856	1	0	0	0	0	0	0	false	0	0		
14940																								0	0	0	0	0	0	true	0	0	0	0	0	0	0	0	0	1202	1	0	0	0	0	0	0	true	0	0		
15536																								0	0	7186	5000	0	5025	true	0	0	0	0	100	0	0	0	7086	1358	1	0	0	0	0	0	0	false	0	25		
16337																								0	0	571	0	0	17070	true	0	0	0	0	0	0	0	0	571	2394	2	0	0	0	17070	0	0	false	0	0		
16458																								0	0	152	0	0	5941	true	0	0	0	0	0	0	0	0	152	7758	3	0	0	0	5941	0	0	true	0	0		
16551																								0	0	0	1000	0	12607	true	0	0	0	0	0	0	0	0	0	466	0	0	0	2000	9607	0	0	false	0	0		
16748																								254	0	0	0	254	2000	false	0	0	0	0	0	0	0	0	0	1053	2	258	0	0	2000	0	0	false	0	0		
16766																								0	0	0	90000	0	100000	true	0	0	0	0	0	0	0	0	0	1658	2	0	0	10000	0	0	0	false	0	0		
16944																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	781	1	0	0	0	0	0	0	false	0	0		
16953																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	294	0	0	0	0	0	0	0	false	0	0		
17110																								765	0	0	0	0	0	false	0	0	0	765	0	0	0	0	0	3970	2	0	0	0	0	0	0	false	0	0		
17147																								550	0	139	6500	550	74926	true	0	0	0	0	0	0	139	0	0	16156	6	550	0	19000	46582	0	0	true	0	2844		
17259																								0	0	0	0	0	1750	false	0	0	0	0	0	0	0	0	0	886	1	0	0	1000	750	0	0	false	0	0		
17464																								3973	10	148	0	3973	25703	true	0	10	0	0	0	0	148	0	0	2619	1	3973	0	4000	9957	0	0	true	0	11746		
17549																								0	0	4048	0	0	0	true	0	0	0	0	0	0	35	0	4013	5	0	0	0	0	0	0	0	false	0	0		
17839																								0	0	411	0	0	5000	true	0	0	0	0	309	0	23	0	79	4317	2	0	0	0	5000	0	0	true	326	0		
17950																								0	0	0	0	0	5280	false	0	0	0	0	0	0	0	0	0	97	0	0	0	4280	1000	0	0	false	0	0		
18050																								1372	0	530	0	0	4426	true	350	0	0	1372	0	0	180	0	0	2626	2	0	0	0	4426	0	0	true	0	0		
18135																								0	0	0	6465	0	10588	false	0	0	0	0	0	0	0	0	0	509	0	0	0	4123	0	0	0	true	9831	0		
18368																								0	0	363	0	0	28764	true	0	0	0	0	0	0	363	0	0	0	0	0	0	5234	20349	0	0	false	0	3181		
18377																								0	0	514	25	0	25	false	0	0	0	0	0	0	514	0	0	0	0	0	0	0	0	0	0	false	0	0		
18827																								0	0	154	0	0	757	false	0	0	0	0	0	0	19	135	0	469	0	0	0	0	0	0	757	false	0	0		
18836																								0	0	46	46	0	1944	false	0	0	0	0	46	0	0	0	0	1436	1	0	0	0	1898	0	0	false	0	0		
18854																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	413	1	0	0	0	0	0	0	false	0	0		
18863																								1838	1417	940	33725	0	33725	true	0	0	1417	1619	940	0	0	0	0	5733	3	0	219	0	0	0	0	false	0	0		
18957																								0	0	0	0	0	3955	false	0	0	0	0	0	0	0	0	0	347	0	0	0	423	3532	0	0	false	0	0		
19356																								0	0	275	0	0	0	false	0	0	0	0	0	0	14	0	261	32	0	0	0	0	0	0	0	false	0	0		
19730																								9587	0	1065	46860	1758	69757	true	0	0	0	7829	53	0	574	0	438	68107	3	1758	0	7070	14470	0	0	true	0	1357		
19936																								0	0	35	0	0	0	false	0	0	0	0	0	0	35	0	0	1664	8	0	0	0	0	0	0	false	0	0		
19972																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	113	0	0	0	0	0	0	0	false	0	0		
20053																								0	0	8	1400	0	2100	false	0	0	0	0	0	0	0	0	8	24	0	0	0	700	0	0	0	false	0	0		
20147																								0	0	369	0	0	4034	false	0	0	0	0	0	0	369	0	0	453	0	0	0	0	534	0	3500	false	0	0		
20259																								0	0	351	0	0	0	false	0	0	0	0	0	0	253	0	98	212	0	0	0	0	0	0	0	false	0	0		
20370																								0	0	1002	5800	0	5800	true	0	0	0	0	477	0	347	178	0	0	0	0	0	0	0	0	0	false	0	0		
20512																								0	0	62	0	0	10000	false	0	0	0	0	0	0	0	0	62	320	0	0	0	0	10000	0	0	false	0	0		
20633																								0	0	86	2000	0	3240	false	0	0	0	0	0	0	86	0	0	3211	2	0	0	0	1240	0	0	false	0	0		
20754																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0		
20839																								0	0	8	0	0	8000	true	0	0	0	0	0	0	8	0	0	1285	1	0	0	0	8000	0	0	false	0	0		
20857																								0	0	5	762	0	4321	true	0	0	0	0	0	0	0	0	5	422	2	0	0	1071	2488	0	0	false	0	0		
20866																								0	0	75	0	0	0	false	0	0	0	0	0	0	75	0	0	1293	2	0	0	0	0	0	0	false	0	0		
21256																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	false	0	0		
21359																								0	0	0	0	0	393	false	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	393	false	0	0		
21630																								0	0	139	0	0	7182	false	0	0	0	0	0	0	0	0	139	2475	4	0	0	0	7182	0	0	false	0	0		
21658																								0	0	111	500	0	2253	false	0	0	0	0	0	0	111	0	0	1493	0	0	0	1700	0	0	0	true	0	53		
22048																								0	273	108	0	0	1330	true	0	0	273	0	0	0	72	0	36	8314	3	0	0	0	736	0	0	false	0	594		
22235																								0	0	896	2000	0	12000	true	0	0	0	0	624	0	272	0	0	1863	1	0	0	0	10000	0	0	false	0	0		
22356																								0	0	53	0	0	320	true	0	0	0	0	0	0	53	0	0	617	0	0	0	0	0	0	0	true	0	320		
22459																								0	0	0	0	0	610	true	0	0	0	0	0	0	0	0	0	3928	3	0	0	0	0	0	0	false	0	610		
22543																								0	0	0	0	0	77	true	0	0	0	0	0	0	0	0	0	636	1	0	0	77	0	0	0	false	0	0		
22552																								0	0	0	200	0	700	false	0	0	0	0	0	0	0	0	0	497	2	0	0	500	0	0	0	true	0	0		
22730																								0	0	80	47	0	951	false	0	0	0	0	0	20	0	60	0	353	0	0	0	101	803	0	0	false	0	0		
22936																								0	0	43	0	0	452	true	0	0	0	0	0	0	43	0	0	1551	1	0	0	0	432	0	20	false	0	0		
22954																								0	0	2	1450	0	5897	true	0	0	0	0	0	0	0	0	2	803	1	0	0	200	4247	0	0	true	0	0		
23036																								0	0	448	0	0	172	true	0	0	0	0	0	0	221	0	227	6908	6	0	0	0	0	0	0	true	0	172		
23045																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	420	0	0	0	0	0	0	0	false	0	0		
23241																								13120	18993	1739	7976	2001	514842	true	0	0	18993	11119	0	0	896	0	843	3563	1	2001	0	160625	337496	0	8745	true	0	0		
23456																								0	0	0	0	0	606	true	0	0	0	0	0	0	0	0	0	427	0	0	0	0	606	0	0	true	0	0		
23504																								0	0	0	0	0	1236	true	0	0	0	0	0	0	0	0	0	3456	1	0	0	0	0	0	0	false	0	1236		
23540																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	367	0	0	0	0	0	0	0	false	0	0		
23643																								0	0	178	43	0	553	false	0	0	0	0	0	0	0	0	178	990	1	0	0	96	414	0	0	false	0	0		
23755																								1242	0	107	1000	1242	1000	true	0	0	0	0	0	0	0	0	107	2326	2	1317	0	0	0	0	0	true	0	0		
23812																								0	0	0	463	0	31368	true	0	0	0	0	0	0	0	0	0	5432	3	0	0	1642	29263	0	0	true	0	0		
24006																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0		
24266																								8845	91	459	0	1879	6354	true	0	91	0	6966	0	0	0	0	459	1773	2	1879	0	0	2000	51	0	false	0	4303		
24453																								0	0	0	0	0	0	true	0	0	0	0	0	0	0	0	0	840	0	0	0	0	0	0	0	false	0	0		
24659																								0	0	391	0	0	0	false	0	0	0	0	0	391	0	0	0	232	1	0	0	0	0	0	0	false	0	0		
24668																								817	0	0	0	119	480	true	0	0	0	698	0	0	0	0	0	864	0	119	0	0	480	0	0	false	0	0		
24855																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	304	2	0	0	0	0	0	0	false	0	0		
24949																								155	0	23	8100	0	25260	true	0	0	0	155	0	0	23	0	0	1788	2	0	0	14160	3000	0	0	true	0	0		
25357																								0	0	145	0	0	4500	false	0	0	0	0	0	0	145	0	0	118	0	0	0	4500	0	0	0	false	0	0		
25647																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	2683	3	0	0	0	0	0	0	false	0	0		
25852																								123	0	0	4000	0	21025	true	0	0	0	123	0	0	0	0	0	702	0	0	0	15000	2000	0	0	true	0	25		
26149																								0	1170	493	0	0	0	true	0	0	1170	0	0	0	30	0	463	702	1	0	0	0	0	0	0	false	0	0		
26233																								0	0	0	0	0	1002	true	0	0	0	0	0	0	0	0	0	835	1	0	0	0	0	0	0	true	0	1002		
26242																								0	0	930	6700	0	18950	true	0	0	0	0	0	0	540	0	390	3271	1	0	0	6250	6000	0	0	true	0	0		
26457																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0		
26756																								0	0	43	200	0	1100	false	0	0	0	0	0	0	21	0	22	200	1	0	0	300	600	0	0	true	0	0		
26765																								0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	416	0	0	0	0	0	0	0	false	0	0		
26859																								0	0	2974	30021	0	31645	true	0	0	0	0	1461	0	370	0	1143	472	0	0	0	0	1171	0	0	false	0	453		
26916																								2388	20	0	1000	61	5000	true	0	20	0	2327	0	0	0	0	0	7211	4	61	0	0	4000	0	0	true	0	0		
27548																								1276	0	248	10450	80	46600	true	0	0	0	1196	46	0	19	0	183	8011	2	80	0	17450	18700	0	0	true	0	0		
27614																								0	0	6	0	0	0	true	0	0	0	0	0	0	6	0	0	649	0	0	0	0	0	0	0	false	0	0		
27838																								0	0	0	0	0	200	true	0	0	0	0	0	0	0	0	0	4439	2	0	0	0	0	0	0	true	0	200		
27847																								90	0	202	0	0	8072	false	0	0	0	90	0	142	60	0	0	230	0	0	0	0	8072	0	0	false	0	0		
28013																								2762	0	0	0	0	2800	true	0	0	0	2762	0	0	0	0	0	1385	0	0	0	0	0	0	2800	true	0	0		
28152																								0	0	0	0	0	2301	false	0	0	0	0	0	0	0	0	0	5	0	0	0	787	1514	0	0	false	0	0		
28255																								0	0	9	0	0	0	true	0	0	0	0	0	0	9	0	0	435	0	0	0	0	0	0	0	true	0	0		
28349																								0	50	232	0	0	0	false	0	0	50	0	117	115	0	0	0	1572	0	0	0	0	0	0	0	false	0	0		
28406																								0	0	0	0	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0		
28572																								116	0	6	0	116	8896	false	0	0	0	0	0	0	0	0	6	17	0	120	0	703	8193	0	0	false	0	0		
28732																								105	0	54	0	0	0	false	0	0	0	105	0	0	54	0	0	1543	1	0	0	0	0	0	0	true	0	0		
29104																								8	0	0	100000	8	125000	true	0	0	0	0	0	0	0	0	0	3674	2	8	0	0	25000	0	0	false	0	0		
29159																								0	0	8	0	0	312	false	0	0	0	0	0	0	0	0	8	822	2	0	0	0	312	0	0	false	0	0		
