"IDRSSD"	RIAD0497	RIAD4042	RIAD4136	RIAD4141	RIAD4146	RIAD4461	RIAD4462	RIAD4463	RIAD4464	RIAD4467	RIAD4468	RIAD4469	RIAD4486	RIAD4487	RIAD4488	RIAD4489	RIAD4491	RIAD4498	RIAD4499	RIAD4521	RIAD4522	RIAD4769	RIAD8403	RIADB526	RIADB527	RIADC013	RIADC014	RIADC015	RIADC016	RIADC017	RIADC018	TEXT4461	TEXT4462	TEXT4463	TEXT4464	TEXT4467	TEXT4468	TEXT4469	TEXT4487	TEXT4489	TEXT4498	TEXT4499	TEXT4521	TEXT4522	TEXT4769	TEXTB526	TEXTB527	
1351	17	0	35	14	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	43	0	0	0	0	13	47	0	30																	
1454	524	0	0	0	0	486	0	0	372	0	0	0	0	0	0	0	0	0	0	0	0	false	312	0	0	0	0	0	0	315	437	VISA DEBIT CARD INCOME			VISA DEBIT CARD EXPENSE													
1557	23	0	23	0	0	0	0	0	36	24	41	0	0	0	0	0	0	0	0	0	0	false	26	0	0	0	0	0	0	0	0				CONSULTING FEES	INSURANCE AND SURETY	MAINTENANCE CONTRACT											
1632	441	0	0	0	0	627	0	0	0	0	0	0	0	0	0	0	0	2812	0	0	0	false	0	0	0	0	0	0	0	1560	0	Death Benefit former CEO									Capital Infusions							
1669	60	0	37	3	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	91	0	0	6	245	37	67	468	122																	
1829	0	0	0	0	0	0	0	0	311	429	554	0	0	0	0	0	0	0	0	577	0	false	0	0	0	0	0	0	0	599	0				ATM/Debit Card Network Expenses	PA Shares Tax	Merger Costs						Allowance for Loan and Lease Losses from acquisition					
1856	21	0	20	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	false	12	0	0	0	0	2	16	0	28												Previously reported as recovery was actually allowance to loan loss					
2040	143	0	75	44	15	51	55	11	235	80	178	0	0	0	0	0	0	0	0	0	0	false	66	0	0	13	46	17	39	187	61	Debit Card Fees	Miscellanous Fees	Commercial Internet Fees	Advisory / Auditing	ATM / Debit Card Expense	Misc Expense											
2161	0	0	82	0	0	65	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0	false	60	0	0	0	94	0	0	246	71	Visa-Mc Fee			Deferred Compensation Plan Expense													
2376	299	1033	675	14	91	1165	120	0	194	386	174	0	0	0	0	0	0	0	0	800	0	true	120	-1308	0	0	945	23	213	994	197	Income from RE Jt Ventures	Debit card interchange fees		Insurance premiums	Audit	Correspondent bank charges						prior year additions to loan loss provision		decrease prior year advertising exp                                      $(406) decrease prior years nonqualified benefit plan exp                  (24) prior year impairment charge on mutual fund investment       1,212 prior year additions to loan loss provision                                 800 prior year adjustment fo sale leaseback accounting                 791 AOCI nonqualified plan adj                                                         306 prior year decrease in tax accruals & contingencies            (1,371)	see below for more detail		
2451	12	0	4	5	6	2	3	2	15	11	9	0	0	0	0	0	0	0	0	0	0	false	6	0	0	2	0	3	1	111	10	Teller Services/Exchange	Debit Card Income	Letter of Credit Fee	Education/Meetings	Bond and D&O Insurance	SBA Guarantee Loan Fees											
2554	0	0	12	1	1	0	0	0	11	7	0	0	0	0	0	0	0	0	0	0	0	false	3	0	0	0	0	3	0	11	4				Accounting	Insurance & Bonds												
2732	67	0	149	170	65	24	56	53	135	0	0	0	0	0	0	0	0	0	0	0	0	false	202	0	0	0	0	77	22	787	125	master card fee	student loan license fee	wire trf and ebt fees	OCC assessment													
2750	47	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	15	0	0	81	0																	
2938	0	0	0	0	0	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	1429	91	bank card fees																
3252	0	0	0	0	78	250	0	0	104	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	Settlement Faber/Greenway			Computer Exp- In House													
3458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	0	3	0	0	0	0	0	17	0														Income is substantially increased for 2006 as a result of collecting interest on 2 loans that had been on non-accrual for several years. This interest income is reflected in line items RI-1.a.(1) for $149,000 and RI-1.a.(5) for $27,000.	Year-End Tax Adjustment		
3506	1781	0	1253	1632	0	0	0	0	5951	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	1114	0	0	1967	0				Professional Fees													
3720	231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	112	0	0	255	0																	
3953	99	8	83	336	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	50	0	0	7	73	13	4	32	90																	
4138	134	0	160	0	0	0	0	0	146	0	0	0	0	0	0	0	0	0	0	0	0	false	79	0	0	0	0	0	128	185	184				Audit Expense													
4156	104	0	63	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	202	0	false	13	0	0	11	103	24	31	315	68												Reverse Entry Error					
4231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	241	0																	
4437	174	0	0	161	0	284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	459	0	Origination fees - secondary market loans																
4839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	484	0																	
5005	275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	262	0	0	424	0																	
5069	0	0	785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	38	0	0	0	0	0	0	0															CPA year-end tax entry		
5135	46	9	55	10	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	72	0	0	11	98	14	150	912	111																	
5210	681	0	0	0	0	744	0	0	716	1106	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	834	0	0	0	0	Visa/Debit Card Fee Income			PA Shares Tax	Professional Services												
5331	0	0	0	0	0	0	0	0	336	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	619	0				OTHER PROFESSIONAL FEES													
5461	299	0	0	0	0	0	0	0	310	312	1190	0	0	0	0	0	0	0	0	0	0	false	0	0	0	252	0	0	0	371	341				Insurance	Professional Fees	Transportation/Courier/Communication											
5751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	91	0	0	113	0																	
6039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	236	0																	
6057	14	3	23	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	5	0	0	8	0	5	4	41	14																	
6141	17	0	42	2	5	13	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	false	44	0	0	8	0	6	0	157	42	fees and commissions			other fees and commissions													
6329	257	2	43	651	61	225	208	190	325	149	0	0	0	0	0	0	0	0	0	0	0	false	248	0	0	0	120	25	165	0	390	LN SER CHG/ORIGINATION FEES	YIELD SPREAD PREMIUM	EXCHANGE	TELEPHONE	SERVICE FEE ANALYSIS												
6972	0	0	0	0	0	5102	0	0	1044	0	0	0	0	0	0	0	0	0	0	-185	0	false	0	0	0	0	0	0	0	0	0	Broker Fee Income			Deposit Servicing								Reclass Amount Reserved for Loan Commitments to Other Liabilities					
7009	0	0	0	0	0	0	0	0	38848	2033	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0				INVESTMENT ADVISORY AND OTHER SVC FEES	CUSTODY FEES												
7045	47	1	82	46	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-3	0	false	63	0	0	12	0	17	29	0	87												Adjustment from rounding effect					
7157	0	0	0	0	0	45	0	0	26	27	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	24	73	0	REFUND OF DATA PROCESSING CONTRACT			COMPUTER SOFTWARE	ATM SWITCH FEES												
7456	34	0	48	0	33	78	0	0	25	36	28	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	89	0	overdraft charges			dues, memberships   education	public relations	correspondent bank service charges											
7634	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	45	52				Audit, Tax & Acct Fees													
8033	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	118	0																	
8462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	53	68																	
8631	44	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	65	0	36	110	0				29													
9357	0	0	0	0	0	356	2065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	Special Services Fees	Customer Owned ATMs															
9553	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	39	0	0	0	0																	
9807	0	0	0	0	0	2000	0	0	0	0	0	0	0	0	0	0	0	0	0	-2500	0	false	0	0	0	0	0	0	0	0	0	Recognition of Federal income tax credits											Reclassify allowance related to unfunded commitments					
9955	0	0	0	0	0	790	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	258	0	KWMI - gross income																
10157	0	0	0	0	0	55	0	0	74	39	34	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	122	0	MISCELLANEOUS INCOME			PROFESSIONAL FEES	MISCELLANEOUS EXPENSE	SUPPLIES											
10250	470	0	124	59	40	191	52	33	78	162	86	0	0	0	0	0	0	1790	0	0	0	false	152	0	0	48	9	41	31	83	265	Mortgage Origination Fees	Other Service Charges	Merchant Credit Cards	Education	Insurance, Bond, D & O, Property, VS	Donations				Transfer from holding company							
10849	0	0	0	0	0	324	329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	Data Processing Income	Hedging Income															
10858	0	0	0	0	0	469	0	0	384	694	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	427	0	0	R/E Secondary Market Fees			I/C FNNI Admin Overhead - FNNI	I/C IS Ser Exp ETS-FNNI												
11145	63	9	87	7	14	0	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0	false	79	0	0	64	0	21	119	290	86				Audit & Exam Fees													
11640	105	0	102	0	0	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	false	83	0	0	0	97	0	0	0	101				SALES AND STATE INCOME TAX													
11837	0	0	0	0	0	100	0	0	248	78	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	Farm Funding Fees			Donations	Consultant Fees												
12030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	165	0	0	0	0	0	0	544	306																	
12058	0	0	0	0	0	0	0	0	253	77	0	0	0	0	0	0	0	0	0	0	0	false	78	0	0	0	0	0	0	0	151				Other bank fees	Donations												
12142	48	0	72	12	18	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	false	84	0	0	16	0	41	63	0	107				consulting expense													
12245	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	179	73	OTHER FEE INCOME																
12311	31153	0	0	22999	3422	54203	37364	0	40163	72996	0	0	0	0	0	0	0	50671	-51975	23786	0	true	9071	12111	0	0	43775	0	0	0	13269	Operating Lease Income	Check Card Interchange Income		Operating Lease Expense	Data Processing and Outside Services					Stock option expense, Insurance asset reclass	Dividend in Kind to HBI from Huntington Investment Co.	Allowance aquired from UNIZAN aquisition		FIRST QUARTER $4.6 million pre-tax positive impact, consisting of a $9.2 million positive mark to market adjustment for MSRs related to the implementation of SFAS 156, offset by hedge-related loss of $4.6 million. $2.4 million pre-tax negative impact, reflecting an adjustment to defer annual fees related to home equity loans. SECOND QUARTER $2.6 million pre-tax negative impact from current period Unizan merger costs, as well as a $2.3 million pre-tax positive impact from equity investment gains. THIRD QUARTER Results include an $84.5 million reduction to federal income tax expense. This is a result of a resolution of a federal income tax audit covering tax years 2002 and 2003. Offsetting the tax reductions is a $37.4 million after-tax investment securities impairment recognized in the third quarter. FOURTH QUARTER Results include a $20.2 million pre-tax charge related to costs associated with the completion of the balance sheet restructuring announced in the 2006 third quarter, as well as a $10 million contribution to the Huntington Foundation. Other negative impact items were as follows: a $5.2 million increase in auto lease residual losses, $4.5 million(pre-tax) in severance and consolidation costs, and a $2.5 (pre-tax) negative impact of the mark-to-market on mortgage servicing rights. Huntington recorded gains of $3.3 million (pre-tax) on equity investments and $2.5 million (pre-tax) gain on sale of MasterCard stock.	Adoption of FAS 156		
12647	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	40	0	0	0	false	0	0	0	0	0	0	0	180	0		commissions and fees								sale of holding company stock to indivduals							
12656	5	0	26	7	1	2	3	19	22	17	10	0	0	0	0	0	0	0	0	0	0	false	10	0	0	2	0	3	7	6	14	CHECK CASHING FEES	MISC FEES	DEFERRED TAX ADJUSTMENTS	CORRESPONDENT SERVICE CHARGES	TRAVEL EXPENSE	BANKERS BOND PREMIUM											
12937	0	0	0	368	0	0	0	0	119	99	0	0	0	0	0	0	0	0	0	0	0	false	46	0	0	0	0	0	46	120	0				Insurance	ATM												
12946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0																	
12955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	94	0	0	0	0	0	0	100	106																	
13037	0	0	92	0	163	0	0	0	80	126	325	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	88	0	0				Consulting	Other Losses	Collection costs											
13103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	0	0	0	0	0	0	0	1342	0																	
13251	15	0	6	20	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	false	15	0	0	17	0	0	8	15	10												From undivided profits					
13457	0	0	16	0	0	0	0	0	24	23	18	0	0	0	0	0	0	0	0	1	0	false	0	0	0	0	49	0	0	44	28				Life Insurance Expense	Debit Card Charges	OCC Assessment						Rounding					
14052	56	0	56	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	32	0	0	0	0	0	0	107	32	Secondary Market Real Estate Pricing													The Bank formed an Investment Subsidiary under the State of Nevada 1-1-01.			
14155	100	0	13	5	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	62	0	0	18	47	19	31	336	99																	
14258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0																	
14409	0	0	0	0	0	29450	43334	0	77471	0	0	0	0	0	0	0	0	0	0	-817	0	false	0	0	0	0	0	0	0	0	0	Mastermoney Fee Income	Credit Card Fees		Credit Card Servicing Expense								Sale of Heloc					
14454	0	0	0	0	0	0	0	0	34	122	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	74	0				SERVICE CHARGE LEASES	MANAGEMENT FEES												
14650	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	23	0	0	41	41	0	0	61	40	EXCHANGE AND COLLECTION																
14753	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	20	0	0	0	0	0	0	91	24																	
14865	148	0	0	0	0	260	155	0	141	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	141	BEO MORTGAGE BROKER FEE INCOME	DEBIT CARD INTERCHANGE FEES		DEBIT CARD PROCESSING													
15536	1466	0	36	629	362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27087	0	false	295	0	0	304	0	327	490	4653	979												Merger of five banks under the same holding company					
16337	358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	342	0	0	939	0																	
16458	211	0	294	0	0	252	0	0	183	160	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	373	0	Debit Card Interchange Income			Professional Fees	Debit Card Processing Expense												
16551	157	0	0	0	0	379	0	0	144	0	0	0	0	0	0	0	0	0	0	261	0	true	0	-6	0	0	0	0	0	0	0	Secondary Market Loan Fees			Telephone and data network								Balance from merged bank		Merged in The First National Bank of Deer River FDIC Cert #5122 12/4/2006	Adjustment not accounted for on CD interest at year end 2005		
16748	0	0	51	0	0	39	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	54	0	0	135	0	VISA Income/Expense			Accounting/Auditing Fees													
16944	6	0	60	1	3	5	4	1	28	36	11	0	0	0	0	0	0	0	0	0	0	false	16	0	0	5	0	11	10	133	31	Money order sales	Check cashing fees	Bank drafts	Courier	Examiner fees	Insurance											
16953	39	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	19	0	0	0	0	0	0	81	30																	
17110	607	0	112	125	16	280	0	0	917	823	581	0	0	0	0	0	0	0	0	0	0	true	123	0	0	0	0	0	0	996	245	12b 1 fees			Referral fees	Contributions	Custodian costs								Travel and entertainment                  694 Other professional fees                   389 Other client fees                               340			
17147	421	0	121	331	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	751	0	false	59	0	0	0	671	96	919	5281	236												Merger of First United Bank into First Merchants Bank					
17259	19	3	38	94	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	35	0	0	7	55	9	37	0	54																	
17464	989	0	345	156	179	2546	1960	0	0	0	0	0	0	0	0	0	0	41500	0	7392	0	false	894	0	0	0	754	144	336	0	795	Interchange Income-Card Base & Merchant	Total Mortgage Loan & Proc Fees								Capital infusion from holding company		Reserves acquired in acquisition of Farmers & Merchants State Bank					
17839	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	869	67	bankcard fees																
17950	87	0	23	32	25	85	316	0	56	0	0	0	0	0	0	0	0	0	0	0	0	false	59	0	0	5	37	23	39	403	136	OTHER COMMISSIONS	RE SECONDARY LOAN FEES		TELEPHONE													
18050	0	0	194	0	0	460	0	0	234	334	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	Debit Card Program Income			Business Development and Goodwill	Debit Card Program Expense												
18135	0	0	0	0	0	0	0	0	565	141	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	113	0	0	380	142				Conventional Credit Insurance	Contracted Services												
18377	6	0	10	0	6	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	false	3	0	0	0	0	0	0	0	8				Accounting Fees													
18827	0	0	0	0	0	121	0	0	133	100	0	0	0	0	0	0	0	0	0	-18	0	false	0	0	0	0	0	0	0	0	0	Visa Checkcard Discount Fee			PA Shares Tax	Donation to Armstrong County Community Foundation							Current year adjustment for allowance for loan loss off-balance sheet items					
18836	0	0	163	213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	261	0	118	325	0																	
18854	19	0	33	11	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	12	0	0	0	0	3	0	21	23																	
18957	0	0	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	-22	0	0	0	0	0	0	47															12-31-05 Adjusting Entries for Current and Deferred Taxes		
19356	65	7	30	2	8	9	0	0	15	20	24	0	0	0	0	0	0	0	0	0	0	false	50	0	0	4	10	10	12	236	69	WIRE TRANSFER FEES			BLANKET BOND INSURANCE	TRAVEL	AUDIT FEES											
19730	1597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15000	0	0	0	false	0	0	0	0	1393	0	1961	2448	0										Capital contribution for which no stock was issued							
19936	130	7	146	7	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	124	0	0	63	28	27	174	286	60																	
19972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	false	0	0	0	0	0	0	0	0	0																	
20053	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0				AUDIT & TAX ACCOUNTING FEES													
20147	65	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	33	0	0	26	0	0	58	67	47																	
20259	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-373	0	false	0	0	0	0	0	0	85	135	58												Per SFAS141 Prior allowance written off when bank was acquired					
20370	232	4	109	100	17	0	0	0	167	129	154	0	0	0	0	0	0	0	0	0	0	false	61	0	0	3	136	10	272	253	130				Telephone Expense	Shareholder Expense	State Taxes											
20512	0	0	0	121	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0				pa shares tax													
20633	0	0	0	307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	471	157																	
20839	0	0	0	0	0	173	0	0	289	185	0	0	0	0	0	0	0	2500	0	0	0	false	0	0	0	0	0	0	0	366	0	Mortgage Origination Fees			Consulting	Advertising					Capital Infusion							
20857	19	0	22	3	13	12	0	0	66	50	37	0	0	0	0	0	0	1000	0	0	0	false	17	0	0	0	13	6	3	0	35	Card income			Misc professional fees	PR expense	Donations				Holding Co and Stockholders indection of cash to Bank Surplus							
20866	0	0	0	231	0	0	0	0	295	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	147	0	0	0	0				Software Maintenance Exp													
21256	1	0	17	9	2	0	0	0	8	10	9	0	0	0	0	0	0	0	0	0	0	true	2	0	0	1	20	2	0	46	9				Dues & Membership	Entertainment Expense	Education								Not enough lines in RI-E 2.  Telephone, Expense of Other Real Estate, and VISA Check Card Expense were each $8,000.			
21359	16	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	23	0																	
21630	18	13	80	2	24	48	0	0	68	71	0	0	0	0	0	0	0	0	0	0	0	false	33	0	0	0	0	8	34	71	36	Check Processing Income			Advalorem Tax	Other Losses - Loss on disposal of image equipment												
21658	100	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	0	0	0	0	86	0	0	109	0														RCK10 is low because of Transaction Accounts being reclassified to Non- Transaction every Friday per our Accountants Wipfli.			
22048	0	0	0	0	0	259	0	0	234	136	330	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	144	0	0	0	0	Miscellaneous Customer Service Fees			Forclosed Property Expense	Audit & Exams	Other Outside Service Fees											
22235	0	0	0	0	0	519	0	0	455	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	788	0	Mortgage Origination Fees			Consulting													
22356	404	0	0	0	0	328	0	0	256	245	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	204	0	FNMA Origination Fees			Internet Banking Expense	Charged off Checking Accounts												
22459	60	0	93	-9	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	57	0	0	9	0	24	43	188	59																	
