"IDRSSD"	RCFD0426	RCFD2130	RCFD2150	RCFD2651	RCFD3164	RCFD3190	RCFD4088	RCFD5372	RCFD5374	RCFD5375	RCFD5507	RCFD6164	RCFD6165	RCFDA590	RCFDB026	RCFDB569	RCFDB570	RCFDB571	RCFDF055	RCFDF056	RCFDF057	RCFDF058	RCFDF059	RCFDF060	RCFDF061	RCFDF062	RCFDF063	RCFDF065	RCFN5513	RCON0426	RCON2130	RCON2150	RCON2651	RCON3164	RCON3190	RCON4088	RCON5372	RCON5374	RCON5375	RCON5507	RCON5508	RCON5509	RCON5510	RCON5511	RCON5512	RCON6164	RCON6165	RCONA590	RCONB026	RCONB569	RCONB570	RCONB571	RCONC979	RCONF055	RCONF056	RCONF057	RCONF058	RCONF059	RCONF060	RCONF061	RCONF062	RCONF063	RCONF064	RCONF065	TEXT4087	
7634																														0	0	102	0	0	0	false	0	0	0	0	90	0	12	0	0	512	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
8033																														0	0	0	10132	0	16056	false	0	0	0	0	0	0	0	0	0	1344	0	0	0	true	0	0	0	10132	1335	3089	1500	0	0	0	0	0	0	0		
8462																														0	0	0	0	0	0	true	0	0	0	0	0	0	0	0	0	1966	2	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.perrytonbank.com	
8631																														0	0	0	0	0	0	true	0	0	0	0	0	0	0	0	0	631	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.pcbsm.com	
9357																														4628	0	0	42300	0	42300	true	0	0	0	4628	0	0	0	0	0	13	0	0	0	true	0	0	0	42300	0	0	0	0	0	0	0	0	0	0	www.fidelitybankmn.com	
9553																														0	0	0	5305	0	7364	true	0	0	0	0	0	0	0	0	0	2159	1	0	0	false	0	0	0	5305	502	795	762	0	0	0	0	0	0	0	http://adamscountybankonline.com	
9807																														0	35	550	0	0	332377	true	0	0	35	0	0	0	0	0	550	53334	4	0	0	true	0	0	0	0	22377	20000	290000	0	0	0	0	0	0	0	amboybank.com	
9955																														1881	0	0	2200	0	2619	true	0	0	0	1881	0	0	0	0	0	1787	2	0	0	true	0	0	0	2200	357	0	62	0	0	0	0	0	0	0	http://www.bankkansas.com	
10157																														0	0	40	0	0	0	true	0	0	0	0	0	0	0	0	40	426	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.fnblarned.com	
10250																														0	0	0	8500	0	8500	true	0	0	0	0	0	0	0	0	0	830	0	0	0	false	0	0	0	8500	0	0	0	0	0	0	0	0	0	0	http://www.thebankofelkriver.com	
10849																														0	0	536	2000	0	38113	true	0	0	0	0	0	0	536	0	0	9900	4	0	0	true	0	0	0	22000	9000	0	7113	0	0	0	0	0	0	0	http://www.firststatebk.com	
10858																														93	0	0	0	0	9912	true	0	0	0	93	0	0	0	0	0	3033	2	0	0	true	0	1172	0	166	860	5402	2312	5000	1172	0	0	0	0	0	www.pvsb.com	
11145																														43	0	761	339	0	15414	false	0	0	0	43	0	0	141	0	620	1634	1	0	0	false	0	0	0	339	1974	4217	8884	0	0	0	0	0	0	0		
11640																														0	0	0	0	0	1454	true	0	0	0	0	0	0	0	0	0	6107	2	0	0	false	0	0	0	1264	190	0	0	0	0	0	0	0	0	0	http://fnbclarksdale.com	
11837																														0	0	339	0	0	6500	true	0	0	0	0	339	0	0	0	0	0	0	0	0	false	0	0	0	6500	0	0	0	0	0	0	0	0	0	0	www.farmbk.com	
12030																														0	0	0	0	0	0	true	0	0	0	0	0	0	0	0	0	2080	4	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://WWW.fnbalma.com	
12058																														0	0	102	0	0	1123	true	0	0	0	0	0	0	102	0	0	219	0	0	0	false	0	0	0	1000	0	0	0	0	123	0	0	0	0	123	www.bankofholden.com	
12142																														0	0	0	4000	0	4000	true	0	0	0	0	0	0	0	0	0	312	0	0	0	false	0	0	0	4000	0	0	0	0	0	0	0	0	0	0	http://www.clevelandstatebank.com	
12245																														0	0	0	4900	0	7900	true	0	0	0	0	0	0	0	0	0	2257	2	0	0	false	0	0	0	4900	3000	0	0	0	0	0	0	0	0	0	www.banknorthwis.com	
12311	193619	7234	49487	0	131104	3314166	true	0	7234	0	54223	186930	7	131104	8292	true	3868986	0	0	0	996821	0	0	142292	425243	699810	1050000	996821	0						3314166						810	0	30111	0	2405								16161										0		www.huntington.com	
12647																														0	0	84	0	0	3550	false	0	0	0	0	84	0	0	0	0	860	2	0	0	false	0	0	0	0	3550	0	0	0	0	0	0	0	0	0	http://PORTAGECOUNTYBANK.COM	
12656																														0	0	46	0	0	0	true	0	0	0	0	0	0	46	0	0	559	3	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.mybankathome.com	
12937																														0	0	0	0	0	513	true	0	0	0	0	0	0	0	0	0	7275	3	0	0	false	0	0	0	0	0	0	0	0	513	0	0	0	0	0	www.oakbank.com	
12946																														2936	1077	378	14000	0	26776	true	0	1044	33	2936	0	0	36	0	342	2883	1	0	0	false	0	1536	0	22000	163	312	2765	0	1536	0	0	0	0	1536	www.fbtarkansas.com	
12955																														0	0	562	500	0	4200	true	0	0	0	0	562	0	0	0	0	1856	1	0	0	false	0	0	0	500	0	0	3700	0	0	0	0	0	0	0	http://www.bankofnebraska.com	
13037																														0	0	632	0	0	0	true	0	0	0	0	0	0	0	0	632	6485	4	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.tradersbanking.com	
13103																														0	0	0	151573	0	241118	true	0	0	0	0	0	0	0	0	0	1396	0	0	0	false	0	0	0	151573	48750	40000	795	0	0	0	0	0	0	0	www.bristolcountysavingsbank.com	
13251																														0	0	293	0	0	0	false	0	0	0	0	0	0	293	0	0	350	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
13457																														0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	19	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
14052																														0	0	58	0	0	0	false	0	0	0	0	0	0	58	0	0	3800	3	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
14155																														0	0	144	3195	0	7280	true	0	0	0	0	0	0	144	0	0	505	0	0	0	false	0	0	0	3195	3435	525	125	0	0	0	0	0	0	0	http://www.fandcbank.com	
14258																														0	0	0	0	0	0	true	0	0	0	0	0	0	0	0	0	20192	8	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.jacksonstatebank.com	
14409	77413	0	35322	3771901	0	3860338	true	32326	0	0	77413	96474	8	0	0	true	0	0	3771901	30145	51975	5248	0	3	184	154	728	0	0						3860290						0	0	738	0	2258								0										0		www.citizensbank.com	
14454																														0	0	0	0	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.fsevansville.com	
14650																														0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	94	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
14753																														0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	589	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	875	0		
14865																														1312	0	104	0	0	3554	true	0	0	0	1312	0	0	0	0	104	1616	1	0	0	true	0	3554	0	0	0	0	0	0	3554	0	0	0	0	3553	http://beobank.com	
15536																														0	0	5433	0	0	0	true	0	0	0	0	0	0	0	5176	257	535	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.pullmanbank.com	
16337																														0	0	228	12000	0	41000	true	0	0	0	0	228	0	0	0	0	1443	1	0	0	true	0	0	0	12000	6000	23000	0	41000	0	0	0	0	0	0	www.wakullabank.com	
16458																														0	0	0	1400	0	3028	true	0	0	0	0	0	0	0	0	0	10589	2	0	0	true	0	0	0	1400	1628	0	0	0	0	0	0	0	700	0	www.douglascountybank.com	
16551																														0	0	236	2000	0	18742	true	0	0	0	0	40	175	21	0	0	101	0	0	0	false	0	0	0	2000	8000	4000	4378	8378	0	364	0	0	0	0	http://www.northviewbank.com	
16748																														324	0	135	1000	323	3000	false	0	0	0	1	135	0	0	0	0	1368	2	384	0	false	0	0	0	1000	0	2000	0	0	0	0	0	0	0	0	http://www.esbanc.com	
16944																														0	0	0	0	0	0	true	0	0	0	0	0	0	0	0	0	642	2	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.wmsbank.com	
16953																														0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	52	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.fertilebeltrami.k12.mn.us	
17110																														252	0	0	0	0	0	false	0	0	0	252	0	0	0	0	0	6038	4	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.haverfordtrust.com	
17147																														373	0	411	7595	373	50953	true	0	0	0	0	0	0	411	0	0	16127	7	373	0	true	0	0	0	7595	1000	7930	34428	0	0	0	0	0	0	0	http://www.firstmerchants.com	
17259																														0	0	104	0	0	2750	true	0	0	0	0	0	0	104	0	0	1192	1	0	0	false	0	0	0	0	750	0	2000	0	0	0	0	0	2425	0	http://www.fnbmarlow.com	
17464																														15178	1991	326	75800	4096	171290	true	0	1991	0	11082	326	0	0	0	0	2080	1	4096	0	true	0	2115	0	115800	17000	25152	11223	0	2115	0	0	0	0	2115	http://www.botc.com	
17839																														0	0	440	5000	0	5000	true	0	0	0	0	141	0	162	0	137	10732	4	0	0	true	12	0	0	5000	0	0	0	0	0	0	0	0	0	0	www.sumterbank.com	
17950																														0	0	6	1000	0	1564	true	0	0	0	0	0	0	0	0	6	438	0	0	0	false	0	0	0	1000	200	0	364	0	0	0	0	0	0	0	www.bankofbridger.com	
18050																														1031	0	241	0	0	580	true	0	0	0	1031	37	0	0	0	204	2943	2	0	0	true	0	0	0	0	41	140	399	0	0	0	0	0	0	0	http://www.fnbbastrop.com	
18135																														0	0	0	0	0	19909	false	0	0	0	0	0	0	0	0	0	514	0	0	0	true	12479	0	0	4739	3970	0	11200	0	0	0	0	0	0	0	http://banksouthcentral.com	
18377																														0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	214	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://wwwballysavingsbank.com	
18827																														0	0	25	0	0	757	false	0	0	0	0	0	0	0	0	25	2078	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	757	0	0	www.merchantskittanning.com	
18836																														0	0	0	3600	0	7425	true	0	0	0	0	0	0	0	0	0	1900	1	0	0	false	0	0	0	3600	0	1114	2711	0	0	0	0	0	0	0	http://www.caponvalleybank.com	
18854																														0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
18957																														0	0	44	500	0	4203	false	0	0	0	0	15	0	0	0	29	309	0	0	0	false	0	0	0	1000	376	1690	1137	744	0	0	0	0	0	0		
19356																														0	0	220	0	0	0	true	0	0	0	0	0	0	95	0	125	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	198	0	http://www.sbtmiami.com	
19730																														9152	0	1330	18346	253	54640	true	0	0	0	8899	0	0	1142	0	188	78562	6	253	0	true	0	0	0	18346	30934	5360	0	0	0	0	0	0	0	0	www.standardbanks.com	
19936																														0	0	0	0	0	3200	true	0	0	0	0	0	0	0	0	0	4319	7	0	0	false	0	0	0	3200	0	0	0	0	0	0	0	0	0	0	www.cbkamericus.com	
19972																														0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
20053																														0	0	0	0	0	2941	true	0	0	0	0	0	0	0	0	0	169	0	0	0	false	0	0	0	1000	1790	151	0	0	0	0	0	0	0	0	http://www.securityonlinebank.com	
20147																														120	0	223	0	120	3769	true	0	0	0	0	0	0	223	0	0	993	1	120	0	false	0	3450	0	0	0	319	0	0	3450	0	0	0	0	0	http://farmersstatebank-in.com	
20259																														1526	0	0	0	0	19	true	0	0	0	1526	0	0	0	0	0	603	1	0	0	false	0	0	0	0	0	0	0	0	0	19	0	0	0	19	Pinedalebank.com	
20370																														0	0	160	0	0	0	true	0	0	0	0	0	0	37	0	123	647	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.firstheritage.net	
20512																														0	0	12	3185	0	13185	false	0	0	0	0	0	0	0	0	12	606	0	0	0	false	0	0	0	3185	0	10000	0	0	0	0	0	0	0	0	http://www.fnbpa.com	
20633																														0	0	31	5240	0	11240	true	0	0	0	0	0	0	31	0	0	5605	3	0	0	false	0	0	0	5240	5000	1000	0	0	0	0	0	0	0	0	www.mcnbbanks.com	
20839																														0	0	600	2000	0	8000	true	0	0	0	0	0	0	600	0	0	1628	1	0	0	false	0	0	0	3000	2000	1000	2000	6000	0	0	0	0	0	0	http://www.colonybank.com	
20857																														0	0	0	253	0	2178	true	0	0	0	0	0	0	0	0	0	943	2	0	0	false	0	0	0	253	1213	712	0	0	0	0	0	0	0	0	http://granitefallsbank.com/site	
20866																														0	0	0	0	0	27387	false	0	0	0	0	0	0	0	0	0	3727	3	0	0	false	0	0	0	10500	16500	0	0	0	0	0	0	387	0	0	http://homevalleybank.com	
21256																														0	0	133	0	0	0	false	0	0	0	0	0	0	133	0	0	46	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
21359																														0	0	0	0	0	386	false	0	0	0	0	0	0	0	0	0	327	1	0	0	false	0	35	0	0	0	0	0	0	35	43	65	243	0	0		
21630																														0	0	0	0	0	6063	true	0	0	0	0	0	0	0	0	0	2003	2	0	0	false	0	0	0	0	510	0	5553	0	0	0	0	0	0	0	http://www.thetechebank.com	
21658																														0	0	326	0	0	3020	true	0	0	0	0	0	0	0	0	326	1317	1	0	0	true	0	0	0	0	1300	0	1720	0	0	0	0	0	0	0	www.alliancebank.us	
22048																														0	158	263	0	0	6862	true	0	0	158	0	89	0	147	0	27	7611	5	0	0	false	0	994	0	0	2093	0	3775	0	994	0	0	0	0	994	unionbnk.com	
22235																														438	0	91	8000	0	14000	true	0	0	0	438	0	0	48	0	43	684	0	0	0	false	0	0	0	11000	3000	0	0	6000	0	0	0	0	0	0	http://www.colonybank.com	
22356																														0	166	89	0	0	373	true	0	166	0	0	0	0	0	89	0	2567	1	0	0	true	0	373	0	0	0	0	0	0	373	0	0	0	0	373	http://www.powellbank.com	
22459																														0	0	0	3500	0	3851	true	0	0	0	0	0	0	0	0	0	4210	4	0	0	false	0	351	0	3500	0	0	0	0	351	0	0	0	0	351	http://www.1stbankonline.com	
22543																														0	11	215	0	0	0	true	0	0	11	0	0	0	215	0	0	298	0	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.istatesavingsbank.com	
22552																														0	0	41	1800	0	1800	false	0	0	0	0	0	0	0	0	41	1237	2	0	0	true	0	0	0	1800	0	0	0	0	0	0	0	0	1500	0		
