"IDRSSD"	RCFD0010	RCFD1395	RCFD1651	RCFD1754	RCFD1773	RCFD2170	RCFD2221	RCFD3123	RCFD3128	RCFD3210	RCFD3368	RCFD3411	RCFD3429	RCFD3433	RCFD3545	RCFD3792	RCFD3809	RCFD3812	RCFD3821	RCFD3833	RCFD4336	RCFD5306	RCFD5310	RCFD5311	RCFD5320	RCFD5327	RCFD5334	RCFD5339	RCFD5340	RCFD5369	RCFD5610	RCFD7204	RCFD7205	RCFD7206	RCFD7273	RCFD7274	RCFD7275	RCFD8274	RCFD8275	RCFD8434	RCFD8764	RCFD8766	RCFD8767	RCFD8769	RCFD8770	RCFD8771	RCFD8772	RCFD8773	RCFD8774	RCFD8775	RCFD8776	RCFD8777	RCFD8778	RCFD8779	RCFDA000	RCFDA001	RCFDA002	RCFDA167	RCFDA221	RCFDA222	RCFDA223	RCFDA224	RCFDA250	RCFDB503	RCFDB504	RCFDB505	RCFDB520	RCFDB528	RCFDB541	RCFDB542	RCFDB543	RCFDB546	RCFDB547	RCFDB548	RCFDB581	RCFDB582	RCFDB583	RCFDB588	RCFDB589	RCFDB590	RCFDB591	RCFDB592	RCFDB593	RCFDB594	RCFDB595	RCFDB596	RCFDB600	RCFDB601	RCFDB602	RCFDB603	RCFDB604	RCFDB605	RCFDB606	RCFDB607	RCFDB608	RCFDB609	RCFDB610	RCFDB611	RCFDB612	RCFDB617	RCFDB618	RCFDB619	RCFDB620	RCFDB621	RCFDB622	RCFDB623	RCFDB624	RCFDB625	RCFDB626	RCFDB627	RCFDB628	RCFDB629	RCFDB630	RCFDB631	RCFDB639	RCFDB640	RCFDB641	RCFDB642	RCFDB643	RCFDB644	RCFDB650	RCFDB651	RCFDB652	RCFDB653	RCFDB654	RCFDB655	RCFDB656	RCFDB657	RCFDB658	RCFDB659	RCFDB660	RCFDB661	RCFDB662	RCFDB663	RCFDB664	RCFDB665	RCFDB666	RCFDB667	RCFDB668	RCFDB669	RCFDB670	RCFDB671	RCFDB672	RCFDB673	RCFDB675	RCFDB676	RCFDB677	RCFDB678	RCFDB679	RCFDB680	RCFDB681	RCFDB682	RCFDB683	RCFDB684	RCFDB685	RCFDB686	RCFDB687	RCFDB688	RCFDB689	RCFDB690	RCFDB691	RCFDB693	RCFDB694	RCFDB695	RCFDB696	RCFDB697	RCFDB698	RCFDB699	RCFDB700	RCFDB701	RCFDB702	RCFDB703	RCFDB704	RCFDC063	RCFDC064	RCFDC225	RCFDC227	RCFDC228	RCFDC869	RCFDC980	RCFDC981	RCFDC982	RCFDC983	RCFDC984	RCFDC985	RCON0010	RCON1395	RCON1651	RCON1754	RCON1773	RCON2170	RCON2221	RCON3123	RCON3128	RCON3210	RCON3368	RCON3411	RCON3429	RCON3433	RCON3545	RCON3792	RCON3809	RCON3812	RCON3821	RCON3833	RCON4336	RCON5306	RCON5310	RCON5311	RCON5320	RCON5327	RCON5334	RCON5339	RCON5340	RCON5369	RCON5610	RCON7204	RCON7205	RCON7206	RCON7273	RCON7274	RCON7275	RCON8274	RCON8275	RCON8434	RCON8764	RCON8766	RCON8767	RCON8769	RCON8770	RCON8771	RCON8772	RCON8773	RCON8774	RCON8775	RCON8776	RCON8777	RCON8778	RCON8779	RCONA000	
1351																																																																																																																																																																																										4843	0	0	36987	3647	108032	0	1120	0	14944	106500	0	0	0	0	15914	0	0	576	2365	0	0	917	917	559	34550	18239	2676	55857	0	0	0.1408	0.2175	0.205	0	0	0	14997	917	-53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1454																																																																																																																																																																																										24146	0	0	0	138820	388849	0	1740	0	32227	393564	0	0	0	0	34988	0	0	0	0	0	0	1740	1740	19771	155805	61668	11065	154366	718	0	0.084492	0.161531	0.153497	0	0	0	33248	1740	-1078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1557																																																																																																																																																																																										2049	0	0	2398	10129	35825	0	377	0	4634	35167	0	0	0	0	4926	0	0	51	955	0	0	278	278	224	16371	2357	847	17272	0	0	0.1322	0.2226	0.21	0	0	0	4648	278	-14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1632																																																																																																																																																																																										13901	0	0	0	32773	584268	0	7059	0	49972	575998	0	0	0	0	57044	0	0	5547	47816	0	0	6959	6959	2975	48846	68499	23506	471190	0	0	0.086953	0.102485	0.089982	0	0	0	50085	6959	-113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1669																																																																																																																																																																																										11177	0	0	67578	45689	219114	0	1609	0	38636	221793	122	0	0	0	38872	0	0	0	0	0	0	1214	1214	5953	121807	39075	10447	53214	0	0	0.170999	0.401811	0.389262	0	0	0	37658	1214	-591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1829																																																																																																																																																																																										7660	0	0	0	100271	365500	805	4196	0	39324	366650	0	0	0	0	33811	0	0	0	12588	0	0	2820	3625	8011	90367	122951	9463	139690	0	0	0.0843	0.1508	0.1346	0	0	0	30186	3625	671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1856																																																																																																																																																																																										608	0	0	101819	87182	214921	0	150	0	13109	220459	0	0	0	0	15678	0	0	0	25	0	0	150	150	0	189954	6870	6716	20664	0	0	0.0705	0.2525	0.25	0	0	0	15528	150	-2517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2040																																																																																																																																																																																										7637	0	0	0	27299	178604	0	1642	0	16733	170710	0	0	0	0	18245	0	0	0	0	0	0	1642	1642	733	37145	37566	5090	104606	515	0	0.0973	0.1387	0.1262	0	0	0	16603	1642	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2161																																																																																																																																																																																										7982	0	0	75	27176	100991	0	552	0	10416	101619	0	0	0	0	11131	0	0	0	0	0	0	552	552	1225	40223	28878	4849	31466	0	0	0.1041	0.2063	0.1961	0	0	0	10579	552	-163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2376																																																																																																																																																																																										487222	0	0	257994	30170	1523938	8	8097	0	126444	1145091	0	0	0	0	134468	0	0	105	0	0	0	8097	8105	18897	778122	387202	53114	347538	0	0	0.1104	0.1902	0.1788	0	0	0	126363	8105	-45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2451																																																																																																																																																																																										1031	0	0	0	0	35704	0	201	0	3291	33663	0	0	0	0	2742	0	0	110	0	0	0	201	201	280	5193	8764	1124	20918	37	0	0.0772	0.0949	0.088	0	0	0	2541	201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2554																																																																																																																																																																																										845	0	0	2	2553	7758	0	25	0	680	7286	0	0	0	0	801	0	0	0	0	0	0	25	25	2600	1526	277	213	3476	0	0	0.1065	0.2043	0.198	0	0	0	776	25	-96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2732																																																																																																																																																																																										19287	0	0	0	58714	518659	0	3758	0	61079	510340	0	0	0	0	63868	0	0	0	0	0	0	3758	3758	8701	108640	99598	10465	304634	0	0	0.118065	0.168339	0.158434	0	0	0	60110	3758	-243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2750																																																																																																																																																																																										2232	0	0	0	12556	53595	0	380	0	4902	53356	0	0	0	0	5521	0	0	0	0	0	0	380	380	2582	13782	3770	2309	34080	0	0	0.0964	0.1426	0.1328	0	0	0	5141	380	-239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2938																																																																																																																																																																																										14480	0	0	0	42957	386375	0	5871	0	30050	381954	0	0	0	0	34365	0	0	1764	15873	0	0	4072	4072	2387	57984	72824	13143	259446	0	0	0.079311	0.106059	0.093491	0	0	0	30293	4072	-243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3252																																																																																																																																																																																										8311	0	0	5128	37931	104335	0	944	0	13052	101384	0	0	0	0	14011	0	0	414	989	0	0	784	784	6717	44567	2482	3083	51780	0	0	0.1305	0.224	0.2114	0	0	0	13227	784	-175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3458																																																																																																																																																																																										3924	0	0	2337	7135	25001	0	331	0	2691	24944	0	0	0	0	2952	0	0	0	0	0	0	222	222	1112	7143	1609	502	15528	0	0	0.109445	0.167224	0.154648	0	0	0	2730	222	-39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3506																																																																																																																																																																																										32234	0	0	28651	224709	1566192	0	11567	0	177510	1607915	0	0	0	0	118752	0	0	4702	112496	0	0	11587	11587	33559	268175	198004	66831	1008797	0	0	0.069771	0.099313	0.089622	0	0	0	107165	11587	-1621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3720																																																																																																																																																																																										5295	0	0	13597	41917	167942	0	1323	0	20720	165145	0	0	0	0	21551	0	0	0	2291	0	0	1222	1222	5212	64299	32029	3984	67607	166	896	0.123769	0.220631	0.20812	0	0	0	20329	1222	-505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3953																																																																																																																																																																																										2806	0	0	0	4	102921	0	1085	0	6551	100566	0	0	0	0	7508	0	0	1380	0	0	0	957	957	503	28124	10251	7483	65128	11322	0	0.0651	0.0982	0.0857	0	0	0	6551	957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4138																																																																																																																																																																																										5483	0	0	0	34126	186230	0	1201	0	16934	183533	0	0	0	0	18282	0	0	357	0	0	0	882	882	2433	38892	53354	10418	93528	0	0	0.094806	0.143205	0.136296	0	0	0	17400	882	-466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
