"IDRSSD"	RCFD0010	RCFD1395	RCFD1651	RCFD1754	RCFD1773	RCFD2170	RCFD2221	RCFD3123	RCFD3128	RCFD3210	RCFD3368	RCFD3411	RCFD3429	RCFD3433	RCFD3545	RCFD3792	RCFD3809	RCFD3812	RCFD3821	RCFD3833	RCFD4336	RCFD5306	RCFD5310	RCFD5311	RCFD5320	RCFD5327	RCFD5334	RCFD5339	RCFD5340	RCFD5369	RCFD5610	RCFD7204	RCFD7205	RCFD7206	RCFD7273	RCFD7274	RCFD7275	RCFD8274	RCFD8275	RCFD8434	RCFD8764	RCFD8766	RCFD8767	RCFD8769	RCFD8770	RCFD8771	RCFD8772	RCFD8773	RCFD8774	RCFD8775	RCFD8776	RCFD8777	RCFD8778	RCFD8779	RCFDA000	RCFDA001	RCFDA002	RCFDA167	RCFDA221	RCFDA222	RCFDA223	RCFDA224	RCFDA250	RCFDB503	RCFDB504	RCFDB505	RCFDB520	RCFDB528	RCFDB541	RCFDB542	RCFDB543	RCFDB546	RCFDB547	RCFDB548	RCFDB581	RCFDB582	RCFDB583	RCFDB588	RCFDB589	RCFDB590	RCFDB591	RCFDB592	RCFDB593	RCFDB594	RCFDB595	RCFDB596	RCFDB600	RCFDB601	RCFDB602	RCFDB603	RCFDB604	RCFDB605	RCFDB606	RCFDB607	RCFDB608	RCFDB609	RCFDB610	RCFDB611	RCFDB612	RCFDB617	RCFDB618	RCFDB619	RCFDB620	RCFDB621	RCFDB622	RCFDB623	RCFDB624	RCFDB625	RCFDB626	RCFDB627	RCFDB628	RCFDB629	RCFDB630	RCFDB631	RCFDB639	RCFDB640	RCFDB641	RCFDB642	RCFDB643	RCFDB644	RCFDB650	RCFDB651	RCFDB652	RCFDB653	RCFDB654	RCFDB655	RCFDB656	RCFDB657	RCFDB658	RCFDB659	RCFDB660	RCFDB661	RCFDB662	RCFDB663	RCFDB664	RCFDB665	RCFDB666	RCFDB667	RCFDB668	RCFDB669	RCFDB670	RCFDB671	RCFDB672	RCFDB673	RCFDB675	RCFDB676	RCFDB677	RCFDB678	RCFDB679	RCFDB680	RCFDB681	RCFDB682	RCFDB683	RCFDB684	RCFDB685	RCFDB686	RCFDB687	RCFDB688	RCFDB689	RCFDB690	RCFDB691	RCFDB693	RCFDB694	RCFDB695	RCFDB696	RCFDB697	RCFDB698	RCFDB699	RCFDB700	RCFDB701	RCFDB702	RCFDB703	RCFDB704	RCFDC063	RCFDC064	RCFDC225	RCFDC227	RCFDC228	RCFDC869	RCFDC980	RCFDC981	RCFDC982	RCFDC983	RCFDC984	RCFDC985	RCFDF264	RCON0010	RCON1395	RCON1651	RCON1754	RCON1773	RCON2170	RCON2221	RCON3123	RCON3128	RCON3210	RCON3368	RCON3411	RCON3429	RCON3433	RCON3545	RCON3792	RCON3809	RCON3812	RCON3821	RCON3833	RCON4336	RCON5306	RCON5310	RCON5311	RCON5320	RCON5327	RCON5334	RCON5339	RCON5340	RCON5369	RCON5610	RCON7204	RCON7205	RCON7206	RCON7273	RCON7274	RCON7275	RCON8274	RCON8275	RCON8434	RCON8764	RCON8766	RCON8767	RCON8769	RCON8770	RCON8771	RCON8772	RCON8773	RCON8774	RCON8775	RCON8776	RCON8777	RCON8778	RCON8779	
376442																																																																																																																																																																																											7582	0	0	0	30612	220323	0	1773	0	21424	223712	322	0	0	0	21433	0	0	0	3414	0	0	1773	1773	2425	39881	27252	13435	150885	330	0	0.0887	0.123	0.1128	0	0	0	19660	1773	-186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
376657																																																																																																																																																																																											789	0	0	0	16597	46237	0	418	0	7818	46595	0	0	0	0	8340	0	0	0	0	0	0	372	372	367	18007	4506	1259	23926	0	0	0.171005	0.280364	0.267859	0	0	0	7968	372	-150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
376947																																																																																																																																																																																											2196	0	0	0	6442	86035	0	897	0	12724	82814	0	0	0	0	13581	0	0	0	1276	0	0	817	817	776	6404	8507	2471	71305	0	0	0.154129	0.1753	0.164754	0	0	0	12764	817	-40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
377663																																																																																																																																																																																											1607	0	0	0	16973	47436	0	250	0	3628	45479	0	0	0	0	4418	0	0	0	138	0	0	250	250	2091	17352	9561	3187	19223	0	0	0.0916	0.1603	0.1512	0	0	0	4168	250	-540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
377850																																																																																																																																																																																											3366	0	0	2681	2958	48143	0	220	0	3242	49503	53	0	0	0	3547	0	0	0	0	0	0	220	220	2672	6968	15086	2225	23722	0	0	0.0672	0.1086	0.1018	0	0	0	3327	220	-85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
377908																																																																																																																																																																																											44532	0	0	256741	357199	1520421	0	9314	0	113824	1603987	0	0	0	0	124614	0	0	0	47849	-2032	0	9314	9314	27462	684028	222147	67572	597934	0	0	0.072087	0.141102	0.130556	0	0	0	115300	9314	-3974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
378026																																																																																																																																																																																											5165	0	0	0	30238	162237	0	1380	0	14341	163262	0	0	0	0	15850	0	0	0	0	0	0	1380	1380	1904	33447	36755	7888	91706	0	0	0.0886	0.1357	0.1239	0	0	0	14470	1380	-129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
378044																																																																																																																																																																																											1461	0	0	1750	0	15278	0	178	0	1870	15843	0	0	0	0	1982	0	0	0	0	0	0	112	112	237	6434	2191	330	6594	0	0	0.118	0.2224	0.2099	0	0	0	1870	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
378110																																																																																																																																																																																											2359	0	0	0	9950	41523	0	146	0	3714	40689	0	0	0	0	3941	0	0	0	2098	0	0	146	146	419	11063	17077	1142	13234	0	0	0.0933	0.1571	0.1513	0	0	0	3795	146	-81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
378259																																																																																																																																																																																											5639	0	0	0	22436	107583	0	678	0	13296	101645	0	0	0	0	7738	0	0	244	3456	0	0	678	678	2268	34231	13059	4086	52467	0	0	0.074361	0.11431	0.104294	0	0	0	7060	678	-467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
378549																																																																																																																																																																																											4303	0	0	3507	21184	176355	0	1351	0	13873	176673	0	0	0	0	15822	0	0	0	2168	0	0	1351	1351	1118	34918	22974	10995	119326	0	0	0.081908	0.11363	0.103927	0	0	0	14471	1351	-598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
378558																																																																																																																																																																																											4678	0	0	0	7589	77624	0	696	0	6991	76913	0	0	0	0	7768	0	0	275	1884	0	0	696	696	945	10138	16088	2224	51230	0	0	0.092	0.1245	0.1133	0	0	0	7072	696	-107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
378642																																																																																																																																																																																											4262	0	0	0	20221	56856	0	707	0	11474	55334	0	0	0	0	12032	0	0	0	0	0	0	330	330	8326	21167	12330	1166	15968	0	0	0.211479	0.462965	0.450267	0	0	0	11702	330	-228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
378651																																																																																																																																																																																											10454	0	0	53420	0	224974	0	1988	0	19054	230693	0	0	0	0	21043	0	0	0	5623	0	0	1989	1989	34956	34988	12577	8409	144441	1924	0	0.082595	0.13076	0.118401	0	0	0	19054	1989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
378950																																																																																																																																																																																											3338	0	0	9	63948	143566	0	1892	0	18513	142936	0	0	0	0	20168	0	0	0	0	0	0	1094	1094	1266	54252	28338	5436	62431	0	0	0.133444	0.232532	0.219919	0	0	0	19074	1094	-561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
379050																																																																																																																																																																																											761	0	0	0	2114	17638	0	295	0	2269	17372	25	0	0	0	2477	0	0	0	0	0	0	178	178	64	2954	2576	1234	12369	0	0	0.1323	0.1753	0.1627	0	0	0	2299	178	-30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
379153																																																																																																																																																																																											2386	0	0	90	5772	41070	0	413	0	3814	39485	0	0	0	0	4155	0	0	50	0	0	0	323	323	1138	13155	8028	1422	19180	0	0	0.09705	0.161297	0.148758	0	0	0	3832	323	-18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
379359																																																																																																																																																																																											15906	0	0	27384	347	410515	0	2952	0	47151	407038	0	0	0	0	36073	0	0	0	4216	0	615	2980	3595	6723	53932	9690	15637	328450	162	0	0.082773	0.103844	0.093495	0	0	0	32478	3595	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
379470																																																																																																																																																																																											3135	0	0	0	15002	73321	0	348	0	12570	75953	0	0	0	0	13127	0	0	0	0	0	0	348	348	3544	18250	39132	3616	13104	0	0	0.168251	0.361426	0.351845	0	0	0	12779	348	-210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
379649																																																																																																																																																																																											6699	0	0	7626	31792	127178	0	664	0	33800	126084	0	0	0	0	34849	0	0	0	0	0	0	664	664	2602	49159	24674	9841	51991	0	0	0.2711	0.4699	0.461	0	0	0	34185	664	-385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
379920																																																																																																																																																																																											137470	0	0	739004	286970	5895970	0	44740	0	652976	5856767	0	0	150	0	452237	9647	0	0	157777	-4060	0	45118	45118	167904	1170124	1168919	217908	3186316	8697	0	0.0726	0.1085	0.0977	0	0	0	407119	45118	-589	0	32850	21450	0	0	0	0	0	0	0	0	0	0	0	
380038																																																																																																																																																																																											11747	0	0	0	5024	19381	0	0	0	15136	16960	0	0	0	0	15136	0	0	0	0	0	0	0	0	5054	11754	71	2502	2502	0	0	0.8925	3.0959	3.0959	0	0	0	15136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
380346																																																																																																																																																																																											749	0	0	4361	3036	47603	0	322	0	4209	46613	0	0	0	0	4545	0	0	76	0	0	0	322	322	425	9404	14379	2396	23740	0	0	0.0906	0.1384	0.1286	0	0	0	4223	322	-14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
380458																																																																																																																																																																																											1096	0	0	0	246	16823	0	121	0	2154	17030	0	0	0	0	1704	0	0	0	55	0	0	121	121	493	2356	404	995	13120	0	0	0.0962	0.1224	0.1137	0	0	0	1583	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
380533																																																																																																																																																																																											3293	0	0	201	8481	49072	0	273	0	3688	47529	42	0	0	0	3970	0	0	0	0	0	0	273	273	9322	4454	6493	2637	29089	0	0	0.0778	0.1195	0.1112	0	0	0	3697	273	-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
380654																																																																																																																																																																																											10305	0	0	9626	16677	102797	0	658	0	8501	102027	0	0	0	0	9302	0	0	0	0	0	0	649	649	5278	47618	16695	1542	34015	0	0	0.0848	0.1791	0.1667	0	0	0	8653	649	-152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
380841																																																																																																																																																																																											1462	0	0	21	7079	40736	0	348	0	3363	39656	10	0	0	0	3759	0	0	0	1531	0	0	348	348	1240	10145	6505	1961	23242	0	0	0.086	0.1283	0.1164	0	0	0	3411	348	-48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
380944																																																																																																																																																																																											1897	0	0	25	3995	82953	0	885	0	9446	81220	50	0	0	0	10333	243	0	1831	0	0	0	885	885	3248	4371	10126	3389	66095	0	0	0.1163	0.1416	0.1295	0	0	0	9448	885	-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
381026																																																																																																																																																																																											1019	0	0	5892	0	34122	0	433	0	5115	33773	0	0	0	0	5413	0	0	0	2663	0	0	298	298	682	9205	7964	2077	16704	0	0	0.1515	0.2282	0.2156	0	0	0	5115	298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
381259																																																																																																																																																																																											1432	0	0	135	43343	99218	0	404	0	6726	89602	0	0	8804	0	7528	0	0	0	0	0	0	404	404	13261	44159	6427	1575	36400	0	0	0.079507	0.149939	0.141893	0	0	0	7124	404	-398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
381334																																																																																																																																																																																											6335	0	0	20236	13439	78418	0	957	0	6377	78426	0	0	0	0	7041	0	0	0	11	0	0	472	472	3615	38536	15011	4693	22528	0	0	0.0838	0.189	0.1763	0	0	0	6569	472	-227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
381343																																																																																																																																																																																											12501	0	0	0	215280	949692	34	8537	0	74781	950643	0	0	0	0	81159	100000	0	0	101587	0	0	8537	8571	26738	183797	189630	57944	557302	675	0	0.07671	0.109172	0.097642	0	0	0	72588	8571	-2186	130	0	0	0	0	0	0	0	0	0	0	0	0	0	
381754																																																																																																																																																																																											542	0	0	6719	0	18079	0	191	0	2287	19329	0	0	0	0	2439	0	0	0	0	0	0	152	152	0	7615	0	389	10655	0	0	0.1183	0.2009	0.1884	0	0	0	2287	152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
381839																																																																																																																																																																																											3535	0	0	3449	24259	119335	0	802	0	9027	117593	0	0	0	0	10407	0	0	1286	2089	0	0	802	802	1813	31707	24256	2688	63298	0	0	0.0817	0.1245	0.1149	0	0	0	9605	802	-578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
381950																																																																																																																																																																																											9546	0	0	0	62319	187914	0	767	0	19240	186145	944	0	0	0	19685	0	0	0	0	0	0	767	767	11070	53073	45008	9759	79431	0	735	0.102051	0.174607	0.167804	0	0	0	18918	767	-446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
382050																																																																																																																																																																																											5196	0	0	0	38179	190620	0	2388	0	19216	188905	0	0	0	0	20455	0	0	483	2023	0	0	1704	1704	4161	34566	51557	13132	102398	41	0	0.09964	0.150781	0.138221	0	0	0	18751	1704	-253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
382069																																																																																																																																																																																											23060	0	0	0	213948	390857	0	1966	0	36281	385358	0	0	0	0	33553	0	0	0	0	0	0	1875	1875	123341	132945	23556	23761	109073	0	0	0.083481	0.223911	0.211398	0	0	0	31678	1875	-1291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
382256																																																																																																																																																																																											1800	0	0	0	5768	34323	0	373	0	3071	34704	0	0	0	0	3375	0	0	0	200	0	0	287	287	1373	6939	9862	1053	16547	0	0	0.089	0.1475	0.1349	0	0	0	3088	287	-17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
382443																																																																																																																																																																																											1108	0	0	0	19186	95074	0	751	0	16759	93683	0	0	0	0	17840	577	0	0	7391	0	0	751	751	1738	20142	25215	3914	49078	0	0	0.1824	0.257	0.2462	0	0	0	17089	751	-330	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
382537																																																																																																																																																																																											2424	0	0	0	17627	175874	0	2452	0	18988	173346	0	0	0	0	20973	0	0	0	2665	0	0	1882	1882	881	24512	19521	4480	133578	0	0	0.1101	0.1399	0.1273	0	0	0	19091	1882	-103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
382649																																																																																																																																																																																											6102	0	0	8006	107665	281021	0	1495	0	24462	276170	0	0	0	0	27028	0	0	0	0	0	0	1495	1495	6582	126850	27832	8604	122359	0	0	0.093	0.1558	0.1472	0	0	0	25533	1495	-2550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
382658																																																																																																																																																																																											3887	0	0	5794	0	91085	0	865	0	8854	88839	0	0	0	0	9719	0	0	0	0	0	0	865	865	671	12092	7892	2712	71295	0	0	0.0997	0.1251	0.114	0	0	0	8854	865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
382667																																																																																																																																																																																											70953	0	0	11603	195103	2037142	0	19378	0	213170	1995170	13899	0	0	0	235619	0	0	0	0	0	10000	20658	30658	33969	425382	79527	61698	1510194	13807	0	0.1032	0.1426	0.1241	0	0	0	204961	30658	-711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
382742																																																																																																																																																																																											3450	0	0	0	10688	63650	0	917	0	6647	64089	0	0	0	0	7273	0	0	0	0	0	0	628	628	1458	16393	0	5444	46739	0	0	0.1038	0.1461	0.1335	0	0	0	6645	628	-46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
382854																																																																																																																																																																																											6415	0	0	0	16808	86700	0	694	0	7329	85966	0	0	0	0	7894	0	0	678	2344	0	0	694	694	1104	18334	13987	6165	54202	0	0	0.084023	0.118932	0.108476	0	0	0	7200	694	-146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
383534																																																																																																																																																																																											5903	0	0	10561	36892	235183	0	1586	0	29879	235680	0	0	0	0	19690	0	0	84	23918	0	0	1586	1586	1775	67511	62520	6523	93422	0	0	0.081	0.1311	0.1205	0	0	0	18104	1586	-353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
384018																																																																																																																																																																																											25280	0	0	20225	101817	1074946	0	4999	0	107477	1049947	15422	0	0	0	89553	0	0	10288	0	0	0	5092	5092	39740	211986	101678	20059	703541	0	0	0.082273	0.111877	0.105516	0	0	0	84461	5092	-338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
384335																																																																																																																																																																																											2982	0	0	315	13365	96676	0	834	0	12802	97072	0	0	0	0	13844	0	0	1101	0	0	0	834	834	783	24737	20570	10972	51756	0	0	0.134	0.205	0.1926	0	0	0	13010	834	-208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
384353																																																																																																																																																																																											247	0	0	2924	0	8245	0	77	0	826	8477	0	0	0	0	889	0	0	0	0	0	0	63	63	0	3047	1637	184	3638	0	0	0.0974	0.176	0.1635	0	0	0	826	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
384652																																																																																																																																																																																											16462	0	0	392	404472	1135733	0	11109	0	94338	1072447	0	0	0	0	90018	0	0	0	32954	0	0	8949	8949	3219	394714	167811	79055	570544	114778	0	0.0769	0.1203	0.1083	0	0	0	81069	8949	-4827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
384830																																																																																																																																																																																											3352	0	0	0	30766	130144	0	659	0	9206	130049	0	0	0	0	9952	0	0	0	2298	0	0	659	833	1032	37076	19582	5579	73245	0	0	0.07012	0.108559	0.099472	0	0	0	9119	833	-87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
385350																																																																																																																																																																																											5094	0	0	2604	0	85466	0	833	0	6031	81195	0	0	0	0	6746	0	0	0	0	0	0	715	715	652	10335	41354	3055	33958	0	0	0.0743	0.1192	0.1066	0	0	0	6031	715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
385547																																																																																																																																																																																											2175	0	0	3444	8292	80249	0	415	0	14779	79947	0	0	0	0	15074	0	0	0	0	0	0	415	415	0	0	0	3166	79996	0	0	0.1837	0.1884	0.1832	0	0	0	14659	415	-45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
385631																																																																																																																																																																																											452	0	0	53	7304	15956	0	211	0	2473	16158	0	0	0	0	2706	0	0	0	0	0	0	115	115	348	6577	2970	481	6390	0	0	0.160354	0.297559	0.284913	0	0	0	2591	115	-118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
385976																																																																																																																																																																																											2256	0	0	0	18223	99810	0	881	0	7618	102231	0	0	0	0	8900	0	0	0	0	0	0	782	782	3984	16794	42984	6103	37691	340	0	0.0794	0.1425	0.13	0	0	0	8118	782	-507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
386049																																																																																																																																																																																											1765	0	0	0	3711	70582	0	767	0	7177	74506	0	0	0	0	7977	0	0	574	2452	0	0	741	741	1335	4712	17141	4699	48220	0	0	0.09712	0.134701	0.122188	0	0	0	7236	741	-59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
386142																																																																																																																																																																																											3083	0	0	0	14241	70106	0	485	0	7277	69873	0	0	0	0	7830	0	0	101	0	0	0	485	485	565	16282	18029	2991	35862	174	0	0.1052	0.1612	0.1512	0	0	0	7345	485	-97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
386357																																																																																																																																																																																											933	0	0	0	18125	30194	0	81	0	1994	29380	0	0	0	0	2394	0	0	0	0	0	0	81	81	6368	16097	2824	1607	5305	0	0	0.0787	0.2409	0.2328	0	0	0	2313	81	-319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
386432																																																																																																																																																																																											3576	0	0	13275	25410	89712	0	649	0	11666	88229	0	0	0	0	12769	0	0	0	0	0	0	563	563	1844	45411	16126	2981	27851	0	0	0.1383	0.2841	0.2716	0	0	0	12206	563	-540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
386450																																																																																																																																																																																											12827	0	0	29170	0	119917	0	604	0	9885	113495	0	0	0	0	10489	0	0	0	7238	0	0	604	604	3858	25629	20845	4623	70189	872	0	0.0871	0.1169	0.1102	0	0	0	9885	604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
386731																																																																																																																																																																																											6986	0	0	23084	64029	166817	0	630	0	22733	165732	0	0	0	0	24367	0	0	0	0	0	0	630	630	7689	72411	42333	6433	46090	0	0	0.1433	0.2972	0.2895	0	0	0	23737	630	-1055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
386825																																																																																																																																																																																											3426	0	0	25288	558	52986	0	210	0	7500	53513	0	0	0	0	7712	0	0	0	1339	0	0	210	210	2603	28935	11499	1625	10162	0	0	0.1402	0.3404	0.3312	0	0	0	7502	210	-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
386852																																																																																																																																																																																											2626	0	0	606	24408	113178	0	1243	0	12045	111446	0	0	4399	0	9102	1286	0	0	1915	0	0	963	963	793	33489	22993	4102	53443	1443	0	0.075916	0.118659	0.106105	0	0	0	8139	963	-330	15	0	0	0	0	0	0	0	0	0	0	0	0	0	
387000																																																																																																																																																																																											20638	0	0	0	12591	780193	0	9426	0	72407	772868	18	0	0	0	76628	0	0	553	42141	0	0	8504	8504	4693	93126	95835	17137	591739	0	0	0.088638	0.112809	0.10029	0	0	0	68124	8504	-21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
387055																																																																																																																																																																																											7769	0	0	202	12613	90325	0	669	0	10939	88462	45	0	0	0	11617	0	0	0	5159	0	0	669	669	1397	18965	10254	9942	60391	0	0	0.1238	0.1616	0.1523	0	0	0	10948	669	-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
387345																																																																																																																																																																																											1824	0	0	164	27157	89559	0	451	0	11868	90182	0	0	0	0	12517	0	0	0	776	0	0	451	451	1008	45337	18311	5217	25654	0	0	0.1338	0.2825	0.2723	0	0	0	12066	451	-198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
388155																																																																																																																																																																																											6618	0	0	0	29605	204246	0	1694	0	20629	204644	0	0	0	0	22391	0	0	0	15838	0	0	1694	1694	3868	32023	9813	6519	160304	2369	0	0.101364	0.124649	0.115219	0	0	0	20697	1694	-528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
388258																																																																																																																																																																																											612	0	0	0	5380	25439	0	161	0	3801	25407	29	0	0	0	4001	0	0	0	0	0	0	161	161	129	7595	3408	775	14533	0	0	0.1511	0.2253	0.2162	0	0	0	3840	161	-39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
388557																																																																																																																																																																																											431	0	0	2	1222	4525	0	41	0	1707	4445	0	0	0	0	1767	0	0	0	0	0	0	41	41	39	1724	0	146	2825	0	0	0.3883	0.5574	0.5445	0	0	0	1726	41	-19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
388744																																																																																																																																																																																											4564	0	0	0	8094	172884	0	4003	0	17867	175120	0	0	0	0	19615	0	0	0	2710	0	0	1742	1742	1526	21359	41397	9980	112614	0	0	0.1021	0.1431	0.1304	0	0	0	17873	1742	-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
388753																																																																																																																																																																																											1210	0	0	0	3623	25190	0	305	0	2742	24768	0	0	0	0	3002	0	0	0	40	0	0	239	239	93	6384	2505	620	16544	0	0	0.1116	0.1577	0.1451	0	0	0	2763	239	-21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
388940																																																																																																																																																																																											4555	0	0	0	26598	102334	0	887	0	6620	102655	0	0	0	0	7669	0	0	1658	0	0	0	850	850	3461	30651	17585	5504	51905	0	0	0.0665	0.1128	0.1003	0	0	0	6819	850	-352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
389059																																																																																																																																																																																											921	0	0	0	7462	33404	0	323	0	2537	32831	0	0	0	0	2888	0	0	0	190	0	0	323	323	466	9406	1618	2391	22279	0	0	0.0781	0.1149	0.1021	0	0	0	2565	323	-28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
389358																																																																																																																																																																																											2640	0	0	60482	1469	84124	0	34	0	14258	84586	0	0	0	0	14323	0	0	0	0	0	0	34	34	408	59212	9164	957	15405	0	0	0.1689	0.45	0.4489	0	0	0	14289	34	-31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
389826																																																																																																																																																																																											3369	0	0	615	5464	30258	0	84	0	3278	30687	0	0	0	0	3385	0	0	0	0	0	0	84	84	0	10143	14122	2057	6113	0	0	0.1076	0.2227	0.2171	0	0	0	3301	84	-23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
390167																																																																																																																																																																																											14422	0	0	0	0	14724	0	0	0	14011	14404	0	0	0	0	14011	0	0	0	0	0	0	0	0	12	14422	0	290	290	0	0	0.972716	4.414304	4.414304	0	0	0	14011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
390336																																																																																																																																																																																											9255	0	0	0	150700	359112	0	2770	0	35384	359934	0	0	0	0	41044	0	0	0	0	0	0	2770	2770	3512	5743	205338	22472	151667	0	0	0.106336	0.159395	0.148637	0	0	0	38274	2770	-2890	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
390457																																																																																																																																																																																											4194	0	0	0	32491	157296	0	1749	0	25372	154662	0	0	0	0	26990	0	0	4016	15853	0	0	1385	1385	2083	59329	12619	7588	85247	0	0	0.1658	0.2448	0.2322	0	0	0	25605	1385	-485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
390840																																																																																																																																																																																											3915	0	0	0	11143	183605	0	3048	0	15556	182993	0	0	0	0	16633	0	0	372	9126	0	0	2038	2038	1324	16554	25643	11037	142181	0	0	0.080187	0.102639	0.090063	0	0	0	14595	2038	-20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
390925																																																																																																																																																																																											18590	0	0	0	234608	984770	0	12320	0	95750	1001180	4120	0	0	0	109780	0	0	0	46790	-1718	0	9624	9624	6692	239325	116341	70276	639680	1600	0	0.1001	0.1431	0.1305	0	0	0	100156	9624	-3589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
391137																																																																																																																																																																																											20346	0	0	42487	253372	876334	0	5327	0	60374	871603	0	0	0	0	69019	0	0	0	49039	-164	0	5327	5327	5711	297006	104211	37194	479812	0	0	0.073075	0.111794	0.103166	0	0	0	63692	5327	-3188	93	50000	0	0	0	0	0	0	0	0	0	0	0	0	
391249																																																																																																																																																																																											8512	0	0	0	44185	334928	0	4473	0	25957	339541	0	0	0	0	30807	0	0	0	10705	0	0	3691	3691	10109	43105	20073	11396	267273	21	0	0.0799	0.1046	0.0921	0	0	0	27116	3691	-1159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
391418																																																																																																																																																																																											10250	0	0	0	73290	182021	0	1072	0	33319	183121	0	0	0	0	36664	0	0	23	0	0	0	1072	1072	7140	68535	50784	5523	58145	0	0	0.194363	0.375821	0.364833	0	0	0	35592	1072	-2273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
391557																																																																																																																																																																																											742	0	0	1886	0	26072	0	177	0	2849	25981	0	0	0	0	3026	0	0	200	0	0	0	177	177	370	4470	9372	2284	12037	0	0	0.109657	0.170796	0.160806	0	0	0	2849	177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
