"IDRSSD"	RCFD1248	RCFD1249	RCFD1250	RCFD1251	RCFD1252	RCFD1253	RCFD1254	RCFD1255	RCFD1256	RCFD1583	RCFD1594	RCFD1597	RCFD1658	RCFD1659	RCFD1661	RCFD3505	RCFD3506	RCFD3507	RCFD3529	RCFD3530	RCFD5377	RCFD5378	RCFD5379	RCFD5380	RCFD5381	RCFD5382	RCFD5389	RCFD5390	RCFD5391	RCFD5459	RCFD5460	RCFD5461	RCFD5612	RCFD5613	RCFD5614	RCFD5615	RCFD5616	RCFD5617	RCFD6558	RCFD6559	RCFD6560	RCFDB575	RCFDB576	RCFDB577	RCFDB578	RCFDB579	RCFDB580	RCFDC226	RCFDC240	RCFDC241	RCFDC410	RCFDC411	RCFDC866	RCFDC867	RCFDC868	RCFDF166	RCFDF167	RCFDF168	RCFDF169	RCFDF170	RCFDF171	RCFNB572	RCFNB573	RCFNB574	RCON1226	RCON1227	RCON1228	RCON1248	RCON1249	RCON1250	RCON1254	RCON1255	RCON1256	RCON1583	RCON1594	RCON1597	RCON1606	RCON1607	RCON1608	RCON1658	RCON1659	RCON1661	RCON2759	RCON2769	RCON3492	RCON3493	RCON3494	RCON3495	RCON3499	RCON3500	RCON3501	RCON3502	RCON3503	RCON3504	RCON3505	RCON3506	RCON3507	RCON3529	RCON3530	RCON5380	RCON5381	RCON5382	RCON5389	RCON5390	RCON5391	RCON5398	RCON5399	RCON5400	RCON5459	RCON5460	RCON5461	RCON5612	RCON5613	RCON5614	RCON5615	RCON5616	RCON5617	RCON6558	RCON6559	RCON6560	RCONB575	RCONB576	RCONB577	RCONB578	RCONB579	RCONB580	RCONB834	RCONB835	RCONB836	RCONC226	RCONC229	RCONC230	RCONC236	RCONC237	RCONC238	RCONC239	RCONC240	RCONC241	RCONC410	RCONC411	RCONC866	RCONC867	RCONC868	RCONF166	RCONF167	RCONF168	RCONF172	RCONF173	RCONF174	RCONF175	RCONF176	RCONF177	RCONF178	RCONF179	RCONF180	RCONF181	RCONF182	RCONF183	
198961																																																																	0	0	0										162	0	0	0	0	0	129	0	0	0	0	0	0	0	0	195	0	0	0	0	0						0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	227	23	7	0	0	0	0	0	0	403	36	0	0	0	0	0	0	0	0	0																
199052																																																																	0	0	0							0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
199137																																																																	0	0	0										0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
199351																																																																	0	0	0										0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
199436																																																																	0	0	0										273	23	242	0	0	0	322	0	0	153	0	0	0	0	0	152	0	37	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	388	9	40	0	0	0	0	30	0	842	300	0	0	0	0	72	113	0	0	0				277	45	0	0	0	0	152	0	0	0	0	37	
199454																																																																	0	0	0										28	0	229	0	0	0	287	0	428	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	25	4	0	0	0	0	221	0	735	0	11	13	0	0	4	0	0	0	0				287	0	0	0	0	428	0	0	0	0	0	0	
199463																																																																	0	0	0										85	267	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	266	0	0	213	0	0	0	0	0	0	0	333	8	10	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	10	0	0	0	0	
199940																																																																	0	0	0										168	1043	179	0	0	0	897	0	1576	0	0	0	0	0	0	261	896	803	0	0	0						0	0	0	153	1035	2082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	187	0	0	0	0	0	302	0	0	2425	100	170	0	0	1655	0	0	0	0				0	897	0	0	0	1576	261	0	132	764	0	803	
200042																																																																	0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	68	0	0	0	0	0	0	0	172	52	0	0	0	0	0	0	0	0	0																
200435																																																																	0	0	0	0	0	0	0	0	0	0	0	0	81	0	37	0	0	0	0	0	0	484	0	0	0	0	0	0	0	406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	52	0	0	0	0	619	44	365	0	0	0	0	0	565	218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	279	127	
200640																																																																	0	0	0	0	0	0	0	0	0	0	0	0	1479	0	2393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	2	0	0	0	0	0	0	0	0	14	0	0	0	5311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	256	5847	
201049																																																																	0	0	0										99	0	24	0	0	0	0	0	0	124	0	0	0	0	0	28	0	66	0	0	0						0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0	70	0	0	0	0	132	0	453	0	0	0	0	0	93	0	0	0	0				0	0	0	0	0	0	28	0	0	0	66	0	
201124																																																																	0	0	0										34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	202	0	393	60	0	0	0	0	0	0	0	0	0																
201254																																																																	0	0	0							0	0	0	623	0	449	0	0	0	0	0	900	0	0	0	0	0	0	1935	0	1967	0	0	0						0	0	0	41	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	15	126	0	0	0	0	194	10	0	0	52	0	0	0	0	0	0	0	0				0	0	0	0	900	0	0	1935	0	0	562	1405	
201441																																																																	0	0	0										13	25	0	0	0	0	86	0	0	112	0	0	92	0	0	118	0	0	0	0	0						0	0	0	11	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	181	66	0	0	0	0	0	0	0	277	272	0	0	0	0	0	0	0	0	0				86	0	0	0	0	0	0	118	0	0	0	0	
201638																																																																	0	0	0	0	0	0	0	0	0	0	0	0	161	0	0	0	0	0	5293	1565	490	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	1053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	32	1359	0	0	0	0	0	0	0	0	0	0	0	0	0	3560	1733	115	1450	430	60	56	0	0	0	0	0	
201647																																																																	0	0	0							317	133	0	167	0	23	0	0	0	0	0	0	0	0	77	0	0	0	225	0	0	0	0	0						0	0	0	0	0	0	133	0	317	84	0	58	76	0	52	0	0	0	0	0	0	112	1	7	0	0	0	0	0	0	503	0	2	0	0	0	309	0	0	0	0																
201834																																																																	0	0	0	0	0	0	0	0	0	0	0	0	109	118	1167	0	0	0	1908	1207	6297	0	0	0	0	0	0	114	0	1336	0	0	0	0	0	0	0	0	0	0	0	0	0	67	104	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6297	0	0	0	0	0	0	0	529	1379	494	713	0	6297	114	0	0	0	1336	0	
202251																																																																	0	0	0										85	120	120	0	0	0	634	0	0	0	0	0	0	0	0	415	0	15	0	0	0						0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	49	18	0	0	0	0	0	0	405	0	103	0	0	0	0	0	0	0	0				570	64	0	0	0	0	206	209	0	0	15	0	
202514																																																																	0	0	0										131	0	0	0	0	0	0	0	0	21	0	0	0	0	0	12	0	1464	0	0	0						0	0	0	13	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0	0	355	0	0	0	0	0	1464	0	0	0	0				0	0	0	0	0	0	12	0	0	0	1464	0	
202541																																																																	0	0	0							0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	2	19	0	0	0	0	0	0	138	0	0	0	0	0	31	0	0	0	0																
202550																																																																	0	0	0										20	0	0	0	0	0	283	0	1790	0	0	0	0	0	0	0	0	34	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	145	0	842	0	0	0	0	0	1935	0	0	0	0				283	0	0	0	160	1630	0	0	0	0	34	0	
202907																																																																	0	0	0	0	0	0	0	0	0	55	112	0	1227	0	2658	0	0	0	397	0	531	125	0	718	221	0	116	1743	0	1819	0	0	0	0	0	0	0	0	0	0	0	874	0	99	112	0	55	463	0	493	0	0	0	0	0	0	0	0	0	5875	4	748	0	0	0	0	2314	343	5433	562	304	3	0	0	1491	0	365	0	457	0	0	0	376	21	0	0	321	210	1743	0	0	0	1819	0	
203052																																																																	0	0	0							0	0	0	69	0	0	0	0	0	0	0	0	78	0	0	0	0	0	49	0	0	0	0	0						0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	297	58	0	0	0	0	0	22	0	982	4	0	0	0	0	0	0	0	0	0																
203418																																																																	0	0	0										26	30	0	0	0	0	338	0	0	0	0	0	0	0	0	0	0	18	0	0	0						0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	3	0	202	12	8	0	0	0	0	38	0	485	65	96	4	0	0	0	0	0	0	0				338	0	0	0	0	0	0	0	0	0	18	0	
203575																																																																	0	0	0										0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	199	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	244	40	839	0	68	0	0	0	37	254	0	0	0																
203753																																																																	0	0	0							0	0	0	867	0	1467	0	0	0	77	0	26	0	0	0	0	0	0	924	0	925	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	37	0	0	0	0	107	41	85	0	14	0	0	0	337	0	0	0	0				0	77	0	0	26	0	0	924	0	0	86	839	
204004																																																																	0	0	0	0	0	0	0	0	0	0	0	0	1091	0	645	0	0	0	0	0	315	0	0	0	0	0	742	2957	0	3027	0	0	0	0	0	0	0	0	0	0	0	355	0	432	0	0	0	1590	0	2033	1590	0	2033	0	0	0	0	0	0	2697	0	105	0	0	0	0	5251	543	9654	0	896	0	0	0	1224	284	0	0	0	0	0	0	0	0	0	0	0	315	363	2594	0	0	0	3027	
204237																																																																	0	0	0										1309	66	353	0	0	0	312	129	850	42	0	0	0	0	0	1282	83	254	0	0	0						0	0	0	0	0	0	819	20	28	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	191	0	474	85	33	0	0	0	65	0	0	0	0				312	0	129	0	0	850	960	322	83	0	254	0	
204826																																																																	0	0	0										0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	678	0	83	0	0	0						0	0	0	0	0	95	60	0	27	0	0	0	0	0	0	0	0	0	1	0	0	344	70	0	0	0	0	0	24	0	1013	518	59	21	0	0	180	0	0	0	0				0	0	0	0	0	0	48	630	0	0	0	83	
205159																																																																	0	0	0							0	0	0	219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	2	0	0	0	0	0	0	0	6	17	0	0	0	0	0	0	0	0	0																
205243																																																																	0	0	0										96	0	17	0	0	0	172	0	0	0	0	0	0	0	0	494	0	237	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	21	0	315	0	56	0	0	0	0	434	0	866	0	44	0	0	0	0	0	0	0	0				172	0	0	0	0	0	0	494	0	0	0	237	
205346																																																																	0	0	0										416	0	292	0	0	0	0	0	0	282	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	67	0	0	0	0	0	0	194	0	0	0	0	0	0	0	20	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	
205458																																																																	0	0	0							0	79	0	155	0	106	0	0	0	0	0	0	0	0	0	0	0	0	61	87	0	0	0	0						0	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	1	79	0	0	0	0	36	18	28	20	0	0	0	0	0	0	0	0	0																
205542																																																																	0	0	0							0	0	0	30	0	298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	4	0	0	0	0	0	8	0	9	0	0	0	0	0	0	0	0	0	0																
205654																																																																	0	0	0	0	0	0	0	0	0	0	0	0	83	0	5210	0	0	3645	235	121	1054	0	0	0	0	0	0	337	0	1047	0	0	0	0	0	0	0	0	0	0	0	68	0	388	21	0	0	0	0	0	0	0	0	0	0	0	49	0	71	189	0	265	0	0	0	0	2148	591	666	0	201	0	0	0	2821	0	0	0	0	0	0	0	0	235	121	0	1054	0	0	337	0	0	462	585	
206156																																																																	0	0	0										1	0	0	0	0	0	0	0	0	0	0	14	0	0	0	156	0	911	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	214	0	435	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	156	0	0	0	0	911	
206174																																																																	0	0	0										0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	9	0	0	0	182	0	0	0	0																
206772																																																																	0	0	0										0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	
206950																																																																	0	0	0							0	11	0	157	12	58	0	0	0	0	0	0	78	0	0	0	0	0	169	135	0	0	0	0						0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	8	1	0	0	0	0	26	0	182	0	0	0	0	0	0	0	0	0	0																
207041																																																																	0	0	0							0	32	0	23	0	16	0	0	0	0	0	0	18	0	115	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	177	0	124	0	0	0	0	86	35	229	135	0	0	0	0	85	0	0	0	0																
207050																																																																	0	0	0										120	0	54	0	0	0	834	375	4	0	0	0	0	0	1366	385	0	0	0	0	0						0	0	0	75	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	1750	0	778	103	0	0	0	0	0	0	0	0	0				600	234	375	0	0	4	0	385	0	0	0	0	
207452																																																																	0	0	0							0	14	63	59	117	0	0	117	0	0	0	0	0	115	0	0	0	0	0	0	0	0	0	0						0	0	0	269	50	0	14	63	0	0	0	0	0	0	0	0	0	0	15	5	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
207555																																																																	0	0	0							0	0	0	1321	110	1048	0	0	0	0	0	0	61	0	0	0	0	0	272	0	399	0	0	0						0	0	0	179	0	13	37	0	234	0	0	0	0	0	0	0	0	0	0	0	0	365	3	53	0	0	0	0	75	0	118	130	0	0	0	0	1187	0	0	0	0																
207564																																																																	0	0	0							0	5	32	228	5	410	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	5	32	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	28	0	360	0	0	0	0	0	0	0	0	0	0				4	0	0	0	0	0	0	0	0	0	0	0	
207845																																																																	0	0	0	0	0	0	0	0	0	0	0	0	1178	0	37	0	0	0	457	3255	0	195	0	0	0	0	0	884	0	870	0	0	0	0	0	0	0	0	0	0	0	39	11	0	67	0	0	0	0	37	0	0	34	0	0	0	72	26	0	425	109	0	0	0	0	0	0	0	652	0	31	14	0	0	309	0	0	0	0	0	0	0	0	457	0	3255	0	0	0	884	0	0	561	309	
207872																																																																	0	0	0										62	0	99	0	0	0	2704	0	136	0	0	0	0	0	0	333	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	54	0	0	40	0	0	0	0	0	0	9	1	0	0	0	0	0	0	0	0	0	31	0	0	0	386	0	0	0	0				1704	1000	0	0	136	0	333	0	0	0	0	0	
207957																																																																	0	0	0							0	0	0	0	0	242	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0						0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0																
208057																																																																	0	0	0	0	0	0	0	0	0	0	0	0	100	234	0	0	0	0	0	0	0	0	0	0	0	0	0	1505	1309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	30	0	0	0	0	0	0	0	525	12	0	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1424	81	1309	0	0	0	
208169																																																																	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
208244	0	0	0	3594	232	21129	0	0	0	51	168	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	931	0	2	13	0	2463	11	0	1740	677	48	2360	0	0	0	5944	107	2304	0	0	0	24461	4706	0	0	0	0	0	0	1368	154	1015	0	0	0																			2162	0	2333	222	40	523	885	0	435	2728	326	22727												1736	100	1049																							6290	600	4211	0	1260	7											408	1754	0	0	513	1820	1680	1048	0	326	14991	7736	
208347																																																																	0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	117	0	210	199	0	0	250	0	0	0	0	0						0	0	0	0	0	0	0	0	130	4	0	0	3	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	48	0	309	0	86	0	0	0	0	0	0	0	0																
208440																																																																	0	0	0							0	223	0	133	0	51	0	0	0	0	0	0	117	0	0	0	0	0	264	0	0	0	0	0						0	0	0	0	0	0	223	0	0	0	0	39	0	0	33	0	0	0	0	0	0	15	0	8	0	0	0	0	57	0	227	0	0	0	0	0	0	16	0	0	0																
208459																																																																	30	0	0										0	0	0	0	0	0	387	0	111	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	387	0	0	0	111	0	0	0	0	0	0	
208655																																																																	0	0	0							0	161	0	0	0	0	0	0	0	0	0	0	67	53	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	2	176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
208927																																																																	618	0	0	0	0	0	0	0	0	0	0	0	3095	0	12392	0	0	0	13237	0	44459	0	0	0	0	0	0	3827	0	5957	0	0	0	0	0	0	0	0	0	0	0	239	0	808	0	0	0	358	0	178	268	0	134	0	0	0	0	0	0	1240	0	43	0	0	0	0	1708	221	2482	0	1482	0	0	0	32989	0	0	0	0	0	0	0	4652	8585	0	0	7102	37357	1917	1910	0	0	4005	1952	
208972																																																																	0	0	0										0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	246	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	131	29	235	56	13	0	0	0	53	0	0	0	0																
209148																																																																	0	0	0							0	0	0	190	7	408	0	0	0	0	0	0	30	0	0	0	0	0	115	0	8	0	0	0						0	0	0	9	0	0	17	0	2	0	0	0	0	0	0	0	0	0	0	0	0	328	5	158	0	0	0	0	193	0	364	65	0	0	0	0	108	32	0	0	0				0	0	0	0	0	0	115	0	0	0	8	0	
209335																																																																	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3125	0	0	0	0	0	0	434	0	976	0	0	0	0	0	0	0	0	0	0	0	301	0	400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	700	0	0	0	0	0	0	0	3678	0	0	0	0	0	0	0	0	0	0	0	3125	0	0	434	0	0	0	976	
209362																																																																	0	0	0										0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	
209447																																																																	0	0	0										54	0	0	0	0	0	241	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	167	7	0	0	0	0	0	0	0	331	0	15	13	0	0	0	0	0	0	0				241	0	0	0	0	0	0	0	0	0	0	0	
209559																																																																	0	0	0							0	3	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0						0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	5	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0																
209830																																																																	0	0	0										230	0	115	0	0	0	0	0	0	0	0	0	0	0	0	206	0	24	0	0	0						0	0	0	45	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	383	9	124	0	0	0	0	55	0	215	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	206	0	0	0	24	0	
209858																																																																	0	0	0							0	0	0	217	721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	315	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	1	33	0	0	0	0	0	0	45	32	0	0	0	0	33	47	0	0	0				0	0	0	0	0	0	0	0	315	0	0	0	
210238																																																																	0	0	0	0	0	0	0	0	0	36	0	0	54	1	106	0	0	0	551	135	119	18	0	0	0	0	0	143	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	26	9	0	447	101	212	0	0	0	0	297	0	995	166	332	17	0	0	0	0	0	0	0	0	0	0	0	551	0	135	0	119	0	143	0	6	0	0	
210256																																																																	0	0	0										449	16	171	0	0	0	0	0	0	0	0	0	0	0	0	72	76	244	0	0	0						0	0	0	41	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	72	0	76	0	244	0	
210434	0	0	0	108752	3200	15251	0	0	1171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10643	6	473	28	93	0	28	93	0	1869	0	0	0	0	0	40359	2388	696	0	0	0	0	2213	0	0	0	0	0	0	62	0	0	0	0	0																			0	0	0	0	0	0	28	93	0	858	0	0												3328	1169	0																							0	0	3007	5171	0	28											0	0	0	0	0	0	858	0	0	0	0	0	
210452																																																																	0	0	0							0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	380	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																
210555																																																																	0	0	0							0	0	0	222	0	717	0	0	0	0	0	0	489	0	0	0	0	0	1708	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	494	0	0	0	0	0	0	116	0	741	0	0	0	0	0	0	0	0	0	0																
211114																																																																	0	0	0										261	0	217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0						0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	10	0	0	66	0	3	0	0	0	0	93	23	239	0	1	0	0	0	61	0	0	0	0																
211338																																																																	0	0	0										1029	0	805	0	0	0	1529	0	0	0	0	18	0	0	0	23	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	308	0	102	0	0	0	0	207	4	1093	0	60	0	0	0	0	0	0	0	0				1529	0	0	0	0	0	0	23	0	0	0	0	
211851																																																																	0	0	0							0	0	0	11	0	0	0	0	0	0	0	0	200	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	1	0	0	0	0	0	417	0	107	0	0	0	0	0	0	0	0	0	0																
211954																																																																	0	0	0										152	47	101	0	0	0	0	0	104	0	0	0	0	0	0	75	9	100	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	153	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0				0	0	0	0	104	0	75	0	9	0	0	100	
212018																																																																	0	0	0										108	0	196	0	0	0	0	0	0	0	0	491	0	0	0	62	0	623	0	0	0						0	0	0	0	0	0	177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163	0	14	0	0	0	0	760	22	886	0	91	0	0	0	557	0	0	0	0																
212335																																																																	0	0	0										0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0	0	0	0				0	0	0	0	0	0	0	0	0	0	0	0	
212344																																																																	0	0	0							18	24	0	25	2	28	0	0	0	0	0	0	180	0	0	0	0	0	111	0	0	0	0	0						0	0	0	0	0	0	24	0	18	0	0	0	0	0	0	0	0	0	1	2	0	114	0	37	0	0	0	0	103	0	121	0	0	0	0	0	115	0	0	0	0																
212465	0	0	0	8435	764	15802	0	0	0	2556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	287	0	0	0	0	450	0	0	346	0	0	0	0	0	0	1525	308	0	0	0	0	15807	0	0	0	0	0	0	0	0	0	456	0	0	0																			9899	0	0	0	0	0	9836	0	3148	15594	2698	6418												2295	669	0																							0	333	20035	5217	1227	18											9267	632	0	0	0	0	10306	5288	154	2544	711	5707	
212522																																																																	0	0	0	0	0	0	0	0	0	0	0	0	344	0	367	0	0	0	0	0	0	0	0	0	0	0	0	29	2320	492	0	0	0	0	0	0	0	0	0	0	0	120	17	8	147	0	40	57	0	23	52	0	19	0	0	0	159	0	0	263	11	47	0	0	0	0	896	127	379	0	115	0	0	0	240	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	2320	0	463	29	
