"IDRSSD"	RIAD0497	RIAD4042	RIAD4136	RIAD4141	RIAD4146	RIAD4461	RIAD4462	RIAD4463	RIAD4464	RIAD4467	RIAD4468	RIAD4469	RIAD4486	RIAD4487	RIAD4488	RIAD4489	RIAD4491	RIAD4498	RIAD4499	RIAD4521	RIAD4522	RIAD4769	RIAD8403	RIADB527	RIADC013	RIADC014	RIADC015	RIADC016	RIADC017	RIADC018	RIADF229	RIADF465	TEXT4461	TEXT4462	TEXT4463	TEXT4464	TEXT4467	TEXT4468	TEXT4469	TEXT4487	TEXT4489	TEXT4498	TEXT4499	TEXT4521	TEXT4522	TEXT4769	TEXTB527	
1454	351	0	0	0	0	308	0	0	217	0	0	0	0	0	0	0	0	0	0	0	0	false	171	0	0	0	0	0	145	223	0	0	VISA DEBIT CARD INCOME			VISA DEBIT CARD EXPENSE												
1557	0	0	13	0	0	0	0	0	12	13	22	0	0	0	0	0	0	0	0	0	0	false	13	0	0	0	0	0	0	19	0	0				INSURANCE AND SURETY	CONSULTING FEES	MAINTENANCE CONTRACT										
1632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1021	0	0	0	false	0	0	0	0	0	0	925	0	0	0										Capital Infusion						
1669	22	0	14	1	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	44	0	4	125	23	40	244	61	0	0																
1829	0	0	0	0	0	0	0	0	158	225	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	324	0	0	0				ATM/Debit Card Network Expenses	PA Shares Tax											
1856	12	0	18	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	6	0	0	0	2	10	0	8	0	0																
2040	77	0	39	28	9	40	83	6	121	48	0	0	0	0	0	0	0	500	0	0	0	true	26	0	6	36	8	8	167	33	0	0	Debit Card Fees	Sale of Bank Owned Real Estate	Commercial Internet Fees & Wires	Advisory / Auditing	ATM/Debit Card Expense					Downstream of funds to Bank from Holding Co.				Other income includes the sale of property the bank has written down over sevreal years with no value on our financial statements.		
2161	0	0	0	0	0	0	0	0	68	49	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	49	0	0	131	38	0	0				Deferred Compenasation Plan Expense	Stock Plan Expense											
2376	235	61	279	64	48	848	60	0	101	233	83	0	0	0	0	0	0	59728	-15792	0	0	false	65	0	0	501	12	107	497	118	0	0	RE Jt Venture income	Debit card interchange		Insurance premiums	Audit	Charitable donations				Additional capital contribution	ESOP transactions					
2451	5	0	5	3	2	5	2	1	8	5	6	0	0	0	0	0	0	0	0	0	0	false	3	0	1	0	2	0	60	7	0	0	Credit Life Premium	Debit Card Income	Misc Income	Bond and D&O Insurance	SBA Guarantee Fees	Audit & Accounting Fees										
2554	0	0	6	10	1	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0	0	0	1	0	6	1	0	0				Accounting												
2732	28	0	93	98	35	77	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	103	0	0	0	40	5	381	68	0	0	Student Loan License Fee	Fees wire trf and electronic banking														
2750	28	0	14	21	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	18	0	0	46	0	0	0				LENDING EXPENSES												
2938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	746	0	0	0																
3252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0																
3458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	-17	0	0	0	0	11	0	0	0															Year-End Tax Adjustment	
3720	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	149	0	0	0																
3953	50	28	39	230	20	0	0	0	1410	0	0	0	0	0	0	0	0	2000	0	0	0	false	25	0	3	30	13	3	19	35	0	0				In settlement of a lawsuit, the bank returned $1,410,000 in interest accrued in prior years						capital injection by the parent/holding company						
4138	0	0	71	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	78	108	91	0	0				Audit												
4156	62	0	33	4	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	226	0	false	13	0	7	58	24	22	142	27	0	0												Reverse Entry Error				
4231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	110	0	0	0																
4437	0	0	0	129	0	122	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	301	0	0	0	Origination fees - secondary market loans	Interchange fees from debit card program														
4839	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	true	0	0	0	0	0	0	246	0	0	0				Exam Audit												
5005	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	135	0	0	216	0	0	0																
5069	0	0	407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	783	0	0	0	0	0	0	0	0															CPA year-end deferred tax and fasb 13 adjustment	
5135	27	5	22	4	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	37	0	0	49	15	81	504	58	0	0																
5210	642	0	0	0	0	300	0	0	364	372	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	443	0	0	0	0	0	0	Visa Debit Card Income			Pa Shares Tax	Professional Services											
5331	0	0	0	0	0	0	0	0	137	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	313	0	0	0				EXAM AND AUDIT FEES												
5461	150	0	0	0	0	0	0	0	164	278	223	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	193	160	0	0				INSURANCE EXPENSE	TRANSPORTATION EXPENSE	COURIER & COMMUNICATION EXPENSE										
5751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	51	0	0	66	0	0	0																
6039	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	117	0	0	0																
6057	5	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1	0	4	0	5	3	24	7	0	0																
6141	8	0	22	1	1	7	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	false	20	0	3	0	6	0	70	23	0	0	fees and commissions			fees and commissions												
6329	140	1	24	164	31	155	140	133	234	76	150	0	0	0	0	0	0	0	0	0	0	false	124	0	0	63	13	90	0	215	0	0	Yield Spread Premium	Loans Ser Chg/Origination Fee	Exchange	Telephone	Service Fee Analysis	Office Supplies										
6972	0	0	0	0	0	719	0	0	410	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	Broker Loan Fee Income			Deposit Servicing												
7009	0	0	0	0	0	0	0	0	20517	1025	0	0	0	0	0	0	0	4	0	0	0	true	0	0	0	0	0	0	0	0	0	0				INVESTMENT ADVISORY AND OTHER SVC FEES	CUSTODY FEES					See RI-E7 below for description				RI-E5a - Income tax benefit resulting from employees' exercise of parent-issued stock options for parent's common stock.		
7045	23	0	37	23	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	34	0	6	0	9	15	0	44	0	0																
7157	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	13	39	0	0	0				ATM SWITCH FEES												
7456	16	0	24	18	18	44	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	40	0	0	0	Overdraft Charges			Contributions												
7634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	22	33	0	0																
8033	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0					Taxes AdValorem											
8462	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	29	38	0	0																
8631	20	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	32	0	23	109	0	0	0																
9357	0	0	0	0	0	183	1441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	Special Services Fees	Customer Owned ATMs														
9553	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0																
9807	1007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0																
9955	0	0	0	0	0	599	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	137	0	0	0	KWMI - gross income			KWMI expenses												
10157	0	0	0	0	0	46	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	59	0	0	0	Miscelaneous Income			Professional Fees												
10250	235	0	39	42	21	154	29	20	54	101	69	0	0	0	0	0	0	0	0	0	0	false	80	0	24	5	27	17	54	147	0	0	Mortgage Origination Fees	Other Service Charges	Merchant Credit Cards	Education	Insurance, Bond, D & O, Property, VSI, SBA	Donations										
10849	0	0	0	0	0	253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	Data Processing Income															
10858	0	0	0	0	0	216	0	0	200	406	0	0	0	0	0	0	0	0	0	356	0	false	0	0	0	0	0	238	0	0	0	0	R/E Secondary Market Fees			I/C FNNI Adm Overhead-FNNI	I/C IS Serv Exp ETS-FNNI							Sold investment in retained interest of securitization trust & purchased credit crd loans				
11145	37	8	35	11	7	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	false	40	0	32	0	15	49	151	48	0	0				Audit & Exam Fees												
11640	0	0	60	0	0	0	0	0	91	55	0	0	0	0	0	0	0	0	0	0	0	false	36	0	0	49	0	0	0	45	0	0				SALES AND STATE INCOME TAX	OTHER OUTSIDE SERVICE FEES											
11837	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0				Consultant fees												
12030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	227	165	0	0																
12058	0	0	0	0	0	0	0	0	158	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	66	0	0				Fees												
12142	18	0	36	6	8	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	false	34	0	8	0	39	33	0	39	0	0				Consulting Expense												
12245	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	91	39	0	0	OTHER FEE INCOME															
12311	16568	0	0	11636	1561	20936	0	0	8529	44481	0	0	0	0	0	0	0	5164	72	0	0	true	4619	0	0	21755	0	0	0	10871	0	0	Check card interchange income			Operating lease expenses	Data processing and outside services					Stock option expense	Miscellaneous adjustments to surplus			Significant items for the six months ended June 30, 2007 include higher provision expense for loan losses of $51.9 million (pre-tax) over the six months ended June 30, 2006, including $24.8 million (pre-tax) in the second quarter of 2007 related to three commercial credits. Also, the six months ended June 30, 2007 included $8.3 million (pre-tax) negative impact from Sky Financial merger-related integration costs and $5.8 million (pre-tax) of net market related losses. The market related losses included $5.1 million of impairment losses on certain investment securities backed by mortgage loans to borrowers with low FICO scores, a $4.8 million loss from the negative impact from mortgage servicing rights hedging and a $4.1 million gain from the repayment of FHLB debt. The increase in trading assets of $558 million during the quarter was the result of using trading mortgage backed securities to hedge MSR assets instead of using derivatives as in the previous quarter.		
12647	0	0	0	27	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	69	0	0	0				communications												
12656	1	0	17	5	1	0	0	0	8	8	5	0	0	0	0	0	0	0	0	0	0	false	5	0	1	0	3	4	4	7	0	0				CORRESPONDENT BANK SERVICE CHARGES	TRAVEL EXPENSE	BANKERS BOND PREMIUM										
12937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0																
12946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0																
12955	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	52	0	0	0	0	0	0	49	0	0	MISC. INCOME															
13037	0	0	45	57	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	52	0	0	0	0				Auditing												
13103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	712	0	0	0																
13251	5	0	14	14	2	0	0	0	7	5	3	0	0	0	0	0	0	0	0	0	0	false	0	0	2	0	0	2	12	7	0	0				Collateral maintenance	BSA Compliance	Meeting & education										
13457	0	0	8	0	0	0	0	0	10	13	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	25	0	0	14	8	0	0				OCC Assessments	Life Insurance Expense											
14052	40	0	27	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	19	0	0	0	0	0	73	20	0	0	Secondary Market Real Estate Pricing													Tha Bank formed an Investment Subsidiary under the State of Nevada on 1-1-01.		
14155	44	0	0	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	36	0	9	28	11	16	187	0	0	0																
14258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0																
14409	0	0	0	0	0	15935	24947	0	38688	0	0	0	0	0	0	0	0	0	0	0	0	false	0	-13434	0	0	0	0	0	0	0	0	Mastermoney Fee Income	Credit Card Fees		Credit Card Servicing Expense											Adoption of FIN 48	
14454	0	0	0	0	0	0	0	0	67	13	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	46	0	0	0				Manangement Fees	Service Charge Leases											
14650	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	12	0	20	23	0	0	31	24	0	0	EXCHANGE & COLLECTIONS															
14753	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	13	0	0	0	0	0	48	11	0	0																
14865	94	0	0	0	0	78	154	102	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	82	0	0	BEO MORTGAGE PREPARATION FEES	BEO BROKER FEE INCOME	DEBIT CARD INTERCHANGE													
15536	509	0	18	696	188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2020	0	false	184	0	178	0	174	217	3252	513	0	0												Aquired United Community Bank January 1, 2007				
16337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	522	0	0	0																
16458	102	0	146	0	0	148	0	0	123	0	94	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	183	0	0	0	Debit Card Interchange Income			Professional Fees		Debit Card Processing Expense										
16551	70	0	0	0	0	132	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	Secondary market loan fees			Telephone and network												
16748	0	0	28	0	0	21	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	19	0	0	68	0	0	0	Visa			Auditing Expense												
16944	1	0	29	2	2	4	1	1	14	5	6	0	0	0	0	0	0	0	0	0	0	false	8	0	1	0	5	5	68	16	0	0	Debit Card income	Money order sales	Check cashing fees	Courier	Examiner fees	insurabce										
16953	18	0	11	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	33	17	0	0				Examination Fees												
17110	252	0	56	91	0	113	0	0	454	286	268	0	0	0	0	0	0	0	0	0	0	true	59	0	0	0	0	0	526	119	0	0	12B-1 FEES			REFERAL FEES	CONTRIBUTIONS	CUSTODIAN COSTS								ITEM 2k-Travel and entertainment      $521 Item 2l- Other professional fees        $219 Item 2m- Loss on sublease                $150 Item 2n- Client related fees                $182		
17147	308	0	151	380	82	0	0	0	0	0	0	0	0	0	0	0	0	3200	0	6314	0	false	77	0	0	688	90	874	5613	227	0	0										Dividend from parent		Merger of affiliates				
17259	8	2	19	46	19	4	2	8	0	0	0	0	0	0	0	0	0	0	0	0	0	false	6	0	3	30	5	30	0	18	0	0	ROYALTY INCOME	FORFITURES DEPOSIT ACCOUNTS	OTHER MISC INCOME													
17464	630	0	268	208	389	1496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	629	0	0	841	74	208	0	378	0	0	Interchange Income - Card Base & Merchant															
17839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	455	0	0	0																
17950	33	0	11	10	16	39	137	0	30	0	0	0	0	0	0	0	0	0	0	0	0	false	28	0	0	32	17	20	203	60	0	0	OTHER COMMISSIONS	RE SECONDARY LOAN FEES		TELEPHONE												
18050	0	0	0	0	0	283	0	0	189	111	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	debit card program income			debit card program expense	business developement and goodwill											
18135	0	0	0	0	0	0	0	0	279	89	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	66	0	0	159	74	0	0				Conventional Services	Contracted Services											
18377	3	0	4	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	2	0	0	0	0	0	0	3	0	0																
18827	0	0	0	0	0	71	0	0	50	0	0	0	0	0	0	0	0	0	0	-19	0	false	0	0	0	0	0	0	0	0	0	0	Visa Checkcard Discount Fee			Donation to Armstrong County Community Foundation								Current year adjustment for Allowance for Loan Loss - Off-balance sheet items				
18836	0	0	73	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	57	0	68	187	63	0	0																
18854	15	0	17	10	2	0	0	0	0	0	0	0	0	0	0	0	0	1000	0	0	0	false	9	0	0	0	1	0	10	21	0	0										Capital Injection by owners						
18957	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0																
19356	34	12	17	8	5	6	0	0	8	8	12	0	0	0	0	0	0	0	0	0	0	false	20	-1519	5	0	6	6	120	24	0	0	Merchant Visa/MC Income			State Assessment	Travel	Leased Equipment Expense									To record deferred compensation as of 12-31-06 per FDIC exam	
19730	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	1088	0	0	0																
19936	56	6	73	8	10	0	0	0	121	0	0	0	0	0	0	0	0	0	0	0	0	false	50	0	32	45	13	101	141	39	0	0				Donations/Contributions												
19972	29	0	27	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0				audit exp												
20053	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	5303	0	319	0	false	0	0	0	0	0	0	32	0	0	0				AUDIT & TAX ACCOUNTING FEES						Capital injection		MERGER WITH FARMERS STATE BANK				
20147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	13	0	0	0	32	0	0	0																
20259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	90	64	35	0	0																
20370	76	0	74	65	7	0	0	0	115	68	89	0	0	0	0	0	0	0	0	0	0	false	41	0	0	56	8	152	61	48	0	0				Telephone	State Taxes	ATM Expense										
20512	0	0	0	0	0	11	10	0	34	58	47	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	equifax	atm surcharge		atm expense	professional services	pa shares tax										
20633	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	236	93	0	0																
20839	0	0	0	0	0	114	0	0	179	0	0	0	0	0	0	0	0	0	0	0	0	false	0	-29	0	0	0	0	211	0	0	0	Mortgage origination fees.			Consulting fees											Change in accounting principles	
20857	10	0	10	1	6	8	2	0	54	28	27	0	0	0	0	0	0	0	0	0	0	false	10	0	0	0	6	0	0	18	0	0	Card income	Wore transfer fees		Donations	PR Expense	Misc Professional Fees										
20866	0	0	0	107	0	0	0	0	160	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	81	0	0	0	0	0	0				Software Maint. Exp.												
21256	1	0	6	11	0	0	0	0	4	4	21	0	0	0	0	0	0	0	0	0	0	true	1	0	1	10	2	0	21	4	0	0				Entertainment Expense	Telephone	Expense of Other Real Estate								RIE-2 did not have enough lines.  We also has VISA Check Card Expense of $4,000.		
21359	10	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	8	0	0	0																
21630	10	0	40	1	15	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	false	11	0	0	0	1	20	37	18	0	0				Advalorem Taxes												
21658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	45	0	44	54	0	0	0																
22048	0	0	0	0	0	147	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	74	0	0	159	0	0	0	Miscellaneous Customer Service Fees	Miscellaneous Income-Reversed Salary Continuation Plan Provision (191)														
22235	0	0	0	0	0	367	224	0	256	185	220	0	0	0	0	0	0	0	0	0	0	false	0	-65	0	0	0	0	405	0	0	0	Mortgage origination fees	Service release premium		Consulting fees	Bank service release premium	Bank origination fees									Change in accounting principles - FIN 48	
22356	0	0	0	0	0	113	0	0	145	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	135	0	0	0	Signature based Interchange Income			Credit card expense												
22459	31	0	41	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	28	0	4	0	17	23	85	37	0	0																
22543	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0				Other Operating												
22552	20	0	11	2	3	21	14	0	50	18	0	0	0	0	0	0	0	0	0	0	0	false	11	0	2	0	3	4	1	22	0	0	DATA PROCESSING	MISC FEES		EQUIPMENT & SERVICES	CONSULTING											
22730	43	0	52	0	0	57	60	0	51	40	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	173	0	0	0	Secondary Market Fees	Visa Check Card/ATM Fees		Telephone	Visa Check Card Expenses											
22936	180	0	0	0	0	312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	323	0	0	0	Mortgage fees															
22954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	81	0	0	0																
23036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	432	0	1330	0	false	0	0	0	0	0	0	1010	0	0	0										Capital Infusion		Loan Loss Reserve acquired from Citizens Bank in Jan 07 Merger				
23045	0	0	0	0	0	0	0	0	13	12	13	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	26	0	0	0				Accounting and tax audit	Dues and subscriptions	Examination fees										
