"IDRSSD"	RCFD0211	RCFD0213	RCFD0416	RCFD1286	RCFD1287	RCFD1289	RCFD1290	RCFD1291	RCFD1293	RCFD1294	RCFD1295	RCFD1297	RCFD1298	RCFD1737	RCFD1738	RCFD1739	RCFD1741	RCFD1742	RCFD1743	RCFD1744	RCFD1746	RCFD1754	RCFD1771	RCFD1772	RCFD1773	RCFD1778	RCFD8496	RCFD8497	RCFD8498	RCFD8499	RCFD8782	RCFD8783	RCFDA248	RCFDA510	RCFDA511	RCFDA549	RCFDA550	RCFDA551	RCFDA552	RCFDA553	RCFDA554	RCFDA555	RCFDA556	RCFDA557	RCFDA558	RCFDA559	RCFDA560	RCFDA561	RCFDA562	RCFDB838	RCFDB839	RCFDB840	RCFDB841	RCFDB842	RCFDB843	RCFDB844	RCFDB845	RCFDB846	RCFDB847	RCFDB848	RCFDB849	RCFDB850	RCFDB851	RCFDB852	RCFDB853	RCFDB854	RCFDB855	RCFDB856	RCFDB857	RCFDB858	RCFDB859	RCFDB860	RCFDB861	RCFDC026	RCFDC027	RCFDC988	RCFDC989	RCFDG300	RCFDG301	RCFDG302	RCFDG303	RCFDG304	RCFDG305	RCFDG306	RCFDG307	RCFDG308	RCFDG309	RCFDG310	RCFDG311	RCFDG312	RCFDG313	RCFDG314	RCFDG315	RCFDG316	RCFDG317	RCFDG318	RCFDG319	RCFDG320	RCFDG321	RCFDG322	RCFDG323	RCFDG324	RCFDG325	RCFDG326	RCFDG327	RCFDG328	RCFDG329	RCFDG330	RCFDG331	RCFDG336	RCFDG337	RCFDG338	RCFDG339	RCFDG340	RCFDG341	RCFDG342	RCFDG343	RCFDG344	RCFDG345	RCFDG346	RCFDG347	RCFDG348	RCFDG349	RCFDG350	RCFDG351	RCFDG352	RCFDG353	RCFDG354	RCFDG355	RCFDG356	RCFDG357	RCFDG358	RCFDG359	RCFDG360	RCFDG361	RCFDG362	RCFDG363	RCFDG364	RCFDG365	RCFDG366	RCFDG367	RCFDG368	RCFDG369	RCFDG370	RCFDG371	RCFDG372	RCFDG373	RCFDG374	RCFDG375	RCON0211	RCON0213	RCON0416	RCON1286	RCON1287	RCON1289	RCON1290	RCON1291	RCON1293	RCON1294	RCON1295	RCON1297	RCON1298	RCON1737	RCON1738	RCON1739	RCON1741	RCON1742	RCON1743	RCON1744	RCON1746	RCON1754	RCON1771	RCON1772	RCON1773	RCON1778	RCON8496	RCON8497	RCON8498	RCON8499	RCON8782	RCON8783	RCONA248	RCONA510	RCONA511	RCONA549	RCONA550	RCONA551	RCONA552	RCONA553	RCONA554	RCONA555	RCONA556	RCONA557	RCONA558	RCONA559	RCONA560	RCONA561	RCONA562	RCONB838	RCONB839	RCONB840	RCONB841	RCONB842	RCONB843	RCONB844	RCONB845	RCONB846	RCONB847	RCONB848	RCONB849	RCONB850	RCONB851	RCONB852	RCONB853	RCONB854	RCONB855	RCONB856	RCONB857	RCONB858	RCONB859	RCONB860	RCONB861	RCONC026	RCONC027	RCONC988	RCONC989	RCONG300	RCONG301	RCONG302	RCONG303	RCONG304	RCONG305	RCONG306	RCONG307	RCONG308	RCONG309	RCONG310	RCONG311	RCONG312	RCONG313	
1557																																																																																																																																																						0	0	7447	0	0	0	0	0	0	0	0	3527	3618	0	0	0	0	0	0	0	0	11447	11547	3568	3661	0	11447	11547	41	43	0	0	1392	0	0	0	1392	5307	2579	5830	0	0	0	0	0	0	0	0	0																									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1669																																																																																																																																																						0	0	41566	2012	2000	0	0	0	0	60276	62612	39256	40462	0	0	0	0	0	0	0	0	82476	85464	41273	42467	0	18732	19293	0	0	0	0	23767	0	0	9005	14762	41048	44727	11928	0	0	5	0	0	3468	0	0	0																									0	0	0	0	0	0	0	0	3468	3559	5	5	0	0	0	0	0	0	
1829																																																																																																																																																						0	0	12906	0	0	0	0	0	0	0	0	10247	10302	0	0	971	1049	0	0	0	0	0	0	68362	69061	0	0	0	18139	17650	2748	2770	857	1839	1546	0	242	2326	1609	18233	6591	612	563	258	227	26672	10182	0	0																									0	0	0	0	0	0	807	888	0	0	36359	37626	0	0	0	0	0	0	
1856																																																																																																																																																						0	0	57031	0	0	0	0	0	0	0	0	23404	21765	0	0	0	0	0	0	0	0	19500	19926	71936	73364	0	1904	2067	4191	4069	3418	3418	100	0	0	0	100	98	0	26355	1184	0	0	170	0	0	0	33673	31284																									0	0	0	0	0	0	0	0	0	0	167	170	0	0	0	0	17596	17859	
2040																																																																																																																																																						0	0	21909	0	0	0	0	211	214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41264	41143	0	0	0	20295	20778	0	0	1185	0	0	1299	1099	3712	4533	11348	0	0	0	187	0	7403	0	5006	6555																									0	0	0	0	0	0	0	0	0	0	7350	7591	0	0	0	0	0	0	
2161																																																																																																																																																						0	0	19778	0	0	0	0	0	0	0	0	3698	3758	0	0	0	0	0	0	0	0	1	1	37505	38096	0	0	0	13888	13757	797	818	1325	0	0	527	798	1686	3507	10037	959	0	0	0	391	18369	1253	569	0																									0	0	0	0	1	1	0	0	0	0	19334	20012	0	0	0	0	0	0	
2376																																																																																																																																																						0	0	347960	0	0	0	0	0	0	0	0	308281	305990	0	0	2000	2054	0	0	0	0	53484	55081	738911	732315	0	0	0	0	0	43482	43545	15287	4434	4700	10033	2054	30771	251673	23563	0	12596	18061	5230	0	31539	2331	269157	124090	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2128	2162	0	0	27540	28653	38472	40088	0	0	0	0	18691	19141	
2554																																																																																																																																																						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	395	393	12	12	0	395	393	0	0	0	0	70	12	12	0	70	180	145	0	0	0	0	0	0	0	0	0	0																									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2732																																																																																																																																																						0	0	32284	0	0	0	0	0	0	0	0	9015	9223	0	0	550	550	0	0	0	0	0	0	68236	69360	0	0	0	58671	59587	0	0	10263	0	0	1724	9089	30087	23024	5436	0	0	0	0	0	0	0	0	0																									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2750																																																																																																																																																						0	0	8277	0	0	0	0	0	0	0	0	5749	5550	0	0	2534	2495	0	0	0	0	0	0	15808	15563	0	0	0	3073	3014	5044	4908	160	0	0	0	76	321	272	9371	1019	355	1712	139	1177	193	740	0	188																									0	0	0	0	0	0	2812	2841	0	0	1446	1475	0	0	0	0	0	0	
3252																																																																																																																																																						0	0	39670	0	0	0	0	1019	1023	0	0	1308	1343	0	0	396	376	0	0	0	0	100	100	66888	67635	0	100	100	13865	13787	1409	1430	749	0	0	1417	651	2787	3025	8395	354	798	99	0	1398	3367	6153	0	39291																									0	0	0	0	0	0	2232	2345	0	0	9115	9470	0	0	0	0	0	0	
3458																																																																																																																																																						0	0	5860	0	0	0	0	0	0	0	0	5365	5430	0	0	452	489	0	0	0	0	2980	2987	6255	6357	0	2980	2987	0	0	0	0	1600	0	0	205	1395	677	1606	4683	333	0	0	0	0	255	183	0	0																									0	0	0	0	0	0	0	0	0	0	438	438	0	0	0	0	0	0	
3720																																																																																																																																																						0	0	33802	0	0	0	0	0	0	0	0	19262	19301	0	0	0	0	0	0	0	0	4615	4716	45003	45765	0	4615	4716	9298	9436	3000	2968	1214	0	0	575	455	5695	12799	13829	0	0	184	405	63	15021	1215	140	0																									0	0	0	0	0	0	5530	5677	0	0	10776	11211	0	0	0	0	0	0	
3953																																																																																																																																																						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	0	0	0	0	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0																									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4138																																																																																																																																																						0	0	527	0	0	0	0	4395	4340	0	0	12169	11951	0	0	20	15	0	0	0	0	0	0	29506	29173	0	0	0	5847	5762	0	0	403	0	0	125	303	1844	6866	11056	1884	0	0	0	0	2252	494	2391	1958																									0	0	0	0	0	0	0	0	0	0	2773	2756	0	0	0	0	0	0	
4156																																																																																																																																																						0	0	18193	0	0	0	0	0	0	0	0	15571	15607	0	0	0	0	0	0	0	0	0	0	31363	31983	0	0	0	15792	16376	250	246	13596	0	0	10576	3020	6921	4596	6387	483	0	0	0	0	0	0	0	0																									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
4231																																																																																																																																																						0	0	23473	0	0	0	0	0	0	0	0	4996	4876	0	0	0	0	0	0	0	0	0	0	33746	32760	0	0	0	14059	13429	2000	1983	0	0	0	0	0	100	310	11232	6663	0	0	0	0	3126	11045	0	284																									0	0	0	0	0	0	0	0	0	0	14418	14171	0	0	0	0	0	0	
