"IDRSSD"	RCFD1578	RCFD1752	RCFD2148	RCFD2160	RCFD2166	RCFD2168	RCFD3549	RCFD3550	RCFD3551	RCFDA519	RCFDA520	RCFDB556	RCFDC009	RCFDC010	RCFDC436	RCFDJ448	RCFDJ449	RCON1578	RCON1752	RCON2148	RCON2160	RCON2166	RCON2168	RCON3549	RCON3550	RCON3551	RCONA519	RCONA520	RCONB556	RCONC009	RCONC010	RCONC436	RCONJ448	RCONJ449	TEXT3549	TEXT3550	TEXT3551	
18135																	CONF	0	1501	0	7917	0	1016	0	0	0	0	0	1085	4315	0	0	0	CONF				
18377																	CONF	0	140	20	408	0	143	0	0	0	0	0	105	0	0	0	0	CONF				
18827																	CONF	0	1052	495	4535	448	1577	0	0	0	0	0	1411	0	0	0	0	CONF				
18836																	CONF	0	889	672	6416	0	1266	0	0	0	0	0	724	2865	0	0	0	CONF				
18854																	CONF	0	594	0	2241	0	605	35	119	0	0	0	1042	0	0	0	0	CONF	DEPOSIT FOR ATM SETTLEMENT	CDARS OUTGOING RATE BRIDGE		
18957																	CONF	0	258	31	472	30	32	0	0	0	0	0	151	0	0	0	0	CONF				
19356																	CONF	0	162	0	1254	76	377	0	0	0	0	0	354	361	0	0	0	CONF				
19730																	CONF	0	18195	40113	123966	2036	16159	0	0	0	0	0	6837	42662	0	0	0	CONF				
19936																	CONF	0	768	1022	6378	825	1251	413	0	0	0	0	1353	1984	0	0	0	CONF	Income Taxes Receivable			
19972																	CONF	0	203	248	3238	0	183	0	0	0	0	0	173	2431	0	0	0	CONF				
20053																	CONF	0	503	881	2019	75	397	322	0	0	0	0	238	0	0	0	0	CONF	FEDERAL INCOME TAX REFUND			
20370																	CONF	38	477	0	4185	232	1909	510	0	0	0	0	591	1208	0	0	0	CONF	Subscription Receivable			
20512																	CONF	0	1010	640	5316	0	3123	0	0	0	0	0	543	0	0	0	0	CONF				
20633																	CONF	0	1343	1503	12086	349	1857	0	0	0	0	0	1030	6353	0	0	0	CONF				
20857																	CONF	0	1156	0	3708	332	652	0	0	0	0	0	1661	239	0	0	0	CONF				
21256																	CONF	0	87	0	639	0	31	0	0	0	0	0	26	495	0	0	0	CONF				
21359																	CONF	0	114	0	534	23	86	0	0	0	0	0	235	99	0	0	0	CONF				
21630																	CONF	0	379	0	957	60	261	0	0	0	0	0	317	0	0	0	0	CONF				
21658																	CONF	0	442	0	3984	96	562	0	0	0	0	0	651	2329	0	0	0	CONF				
22048																	CONF	3	814	414	8660	345	2597	1175	0	0	0	0	1154	3681	0	0	0	CONF	Note Rec ZM Irrevocable Trust			
22356																	CONF	0	3257	0	10290	181	1340	474	431	0	0	0	2273	3420	0	0	0	CONF	Income Tax Receivable	Software		
22459																	CONF	10	762	130	1866	125	495	0	0	0	0	0	479	0	0	0	0	CONF				
22543																	CONF	0	196	12	827	299	348	32	0	0	0	0	271	0	0	0	0	CONF	loan and late fees receivable			
22552																	CONF	0	195	0	1208	0	266	29	0	0	0	0	747	0	0	0	0	CONF	MAINTENANCE CONTRACTS			
22730																	CONF	0	361	9	1336	0	495	0	0	0	0	0	471	0	0	0	0	CONF				
22936																	CONF	0	1167	0	4208	345	893	519	0	0	0	0	1957	191	0	0	0	CONF	Taxes Receivable			
22954																	CONF	0	1325	294	3622	48	483	0	0	0	0	0	839	681	0	0	0	CONF				
23045																	CONF	0	211	0	487	0	57	0	0	0	0	0	219	0	0	0	0	CONF				
23241																	CONF	0	22172	0	56119	0	23312	10774	6630	0	0	0	7452	3183	0	0	0	CONF	Equipment leased to others	Derivative instruments		
23456																	CONF	0	291	0	1475	65	397	0	0	0	0	0	787	0	0	0	0	CONF				
23504																	CONF	0	1284	0	11856	2887	6419	0	0	0	0	0	4153	0	0	0	0	CONF				
23540																	CONF	0	625	0	2220	0	851	0	0	0	0	0	744	0	0	0	0	CONF				
23643																	CONF	0	266	0	2404	0	974	0	0	0	0	0	1164	0	0	0	0	CONF				
23755																	CONF	0	797	0	2940	1073	1804	0	0	0	0	0	339	0	0	0	0	CONF				
24006																	CONF	0	1161	3730	12836	1214	4533	0	0	0	0	0	3412	0	0	0	0	CONF				
24453																	CONF	0	3645	0	5692	474	1417	354	0	0	0	0	630	0	0	0	0	CONF	purchased computer software			
24659																	CONF	0	0	0	391	0	104	0	0	0	0	0	287	0	0	0	0	CONF				
24668																	CONF	135	869	424	3802	424	1375	0	0	0	0	0	1134	0	0	0	0	CONF				
24855																	CONF	0	29	0	288	0	58	0	0	0	0	0	76	125	0	0	0	CONF				
24949																	CONF	0	3167	6759	21803	0	6515	0	0	0	0	0	2282	3080	0	0	0	CONF				
25357																	CONF	0	3958	0	5344	854	1117	238	6	19	0	0	269	0	0	0	0	CONF	Interest on Investments	Lease Purchase	Non Post DDA	
25647																	CONF	0	0	0	393	30	39	0	0	0	0	0	354	0	0	0	0	CONF				
26149																	CONF	0	0	197	987	44	289	25	0	0	0	0	501	0	0	0	0	CONF	ATM SETTLEMENT			
26242																	CONF	0	1992	0	16721	421	1528	0	0	0	0	0	2170	11031	0	0	0	CONF				
26457																	CONF	0	0	16	278	0	61	0	0	0	0	0	201	0	0	0	0	CONF				
26765																	CONF	0	2144	216	4462	0	1444	0	0	0	0	0	658	0	0	0	0	CONF				
26859																	CONF	0	495	2434	5770	0	2048	0	0	0	0	0	793	0	0	0	0	CONF				
27548																	CONF	232	4114	1609	19184	557	2884	35	0	0	0	0	2137	8440	0	0	0	CONF	unposted CD/DDA			
27614																	CONF	0	1606	133	11303	1057	2015	0	0	0	0	0	1248	6301	0	0	0	CONF				
27847																	CONF	0	1971	0	13402	403	1898	0	0	0	0	0	3064	6469	0	0	0	CONF				
28152																	CONF	0	305	0	1753	0	205	0	0	0	0	0	277	966	0	0	0	CONF				
28255																	CONF	0	410	0	2565	0	1475	0	0	0	0	0	680	0	0	0	0	CONF				
28349																	CONF	0	1222	0	3167	236	829	0	0	0	0	0	1116	0	0	0	0	CONF				
28406																	CONF	0	4724	0	48852	0	8295	0	0	0	0	0	4655	31178	0	0	0	CONF				
28572																	CONF	0	1122	0	1352	26	90	31	0	0	0	0	140	0	0	0	0	CONF	Returned Checks			
28732																	CONF	0	216	564	2965	55	340	0	0	0	0	0	446	1399	0	0	0	CONF				
29104																	CONF	0	9596	16073	62073	476	4365	0	0	0	0	0	4134	27905	0	0	0	CONF				
29636																	CONF	0	4667	4320	37122	0	3777	0	0	0	0	0	4823	19535	0	0	0	CONF				
29953																	CONF	0	1719	0	2671	0	411	0	0	0	0	0	515	26	0	0	0	CONF				
30052																	CONF	0	111	0	301	36	133	34	32	0	0	0	57	0	0	0	0	CONF	Software and Art	Account Receivable		
30258																	CONF	0	2544	0	9249	0	2107	0	0	0	0	0	304	4294	0	0	0	CONF				
30418																	CONF	0	0	0	17412	969	5243	1	686	298	0	0	12169	0	1669	0	0	CONF	Taxes Due from Pacific Life	MSB Principal Paydown Receivable	Computer Software	
30502																	CONF	0	5325	7247	21489	0	6106	0	0	0	0	0	2811	0	0	0	0	CONF				
30650																	CONF	0	1308	809	3290	120	673	447	0	0	0	0	500	0	0	0	0	CONF	accrued taxes payable 201750			
30810	0	45755	1386948	2157893	110499	338031	0	0	0	0	0	387159	0	0	0	0	CONF		45755															CONF				
31134																	CONF	0	649	206	3200	185	523	0	0	0	0	0	822	1000	0	0	0	CONF				
31255																	CONF	676	702	614	11302	0	2674	0	0	0	0	0	1551	5761	0	0	0	CONF				
31657																	CONF	0	146	0	3234	0	417	313	43	0	0	0	526	2145	0	0	0	CONF	FDIC	LATE FEES		
31826																	CONF	0	756	1375	5448	0	2370	0	0	0	0	0	947	0	0	0	0	CONF				
31835																	CONF	0	1302	1869	10848	245	617	0	0	0	0	0	1002	6058	0	0	0	CONF				
32234																	CONF	0	82	0	1070	253	474	0	0	0	0	0	514	0	0	0	0	CONF				
32766																	CONF	0	24	0	641	0	291	0	0	0	0	0	326	0	0	0	0	CONF				
33147																	CONF	10	1667	1109	5871	263	1334	502	339	0	0	0	1761	0	0	0	0	CONF	NOL CF Tax Refund	Data Processing Software		
33259																	CONF	1054	794	9352	13980	481	1714	0	0	0	0	0	2120	0	0	0	0	CONF				
33268																	CONF	0	0	0	2129	65	403	0	0	0	0	0	1085	641	0	0	0	CONF				
33727																	CONF	0	1323	926	14845	0	3932	0	0	0	0	0	1219	7445	0	0	0	CONF				
33754																	CONF	21	0	0	429	58	167	0	0	0	0	0	262	0	0	0	0	CONF				
33839																	CONF	2	122	0	419	30	119	0	0	0	0	0	178	0	0	0	0	CONF				
33857																	CONF	0	600	0	2403	651	922	0	0	0	0	0	881	0	0	4	0	CONF				
34153																	CONF	0	2753	577	7500	773	2439	0	0	0	0	0	1731	0	0	0	0	CONF				
34359																	CONF	0	425	123	1946	89	140	0	0	0	0	0	299	959	0	0	0	CONF				
34425																	CONF	0	2359	0	6213	0	2694	706	0	0	0	0	1160	0	0	0	0	CONF	PENSION PLAN			
34434																	CONF	0	635	0	3187	545	1417	0	0	0	0	0	1135	0	0	0	0	CONF				
34452																	CONF	0	57	0	2179	194	471	0	0	0	0	0	458	1193	0	0	0	CONF				
34537																	CONF	0	13141	18900	61093	2537	23826	0	0	0	0	0	5226	0	0	0	0	CONF				
34555																	CONF	0	2510	365	10049	134	738	0	0	0	0	0	1890	4546	0	0	0	CONF				
34742																	CONF	0	759	975	10107	238	851	0	0	0	0	750	1187	5585	0	0	0	CONF				
34836																	CONF	0	0	0	839	0	250	73	0	0	0	0	297	292	0	0	123	CONF	Int. Rec'd - Fed Agency			
35057																	CONF	64	2720	0	6387	60	1108	0	0	0	0	0	954	1605	0	0	0	CONF				
35301	0	305098	0	7549880	0	6936166	3250827	0	0	0	0	308616	0	0	0	0	CONF		305098															CONF	Collateral deposits			
35570																	CONF	0	80369	125888	390155	0	26552	0	0	0	0	0	40307	117039	0	0	0	CONF				
35646																	CONF	0	111	29	1135	0	107	0	0	0	0	0	286	602	0	0	0	CONF				
35842																	CONF	0	489	0	3357	118	650	0	0	0	0	0	1294	924	0	0	0	CONF				
36054																	CONF	0	6089	3815	34892	0	6491	0	0	0	0	0	3374	15123	0	0	0	CONF				
36344																	CONF	0	2308	0	15266	390	1643	0	0	0	0	0	2526	8789	0	0	0	CONF				
36456																	CONF	0	213	0	3869	306	1342	757	0	0	0	0	1812	502	0	0	0	CONF	DDA SUSPENSE			
36858																	CONF	0	776	0	2968	0	1541	0	0	0	0	0	651	0	0	0	0	CONF				
36933																	CONF	210	209	0	1486	230	440	0	0	0	0	0	466	371	0	0	0	CONF				
37051																	CONF	0	280	0	1559	0	309	0	0	0	0	0	375	595	0	0	0	CONF				
37341																	CONF	0	17	0	1194	52	172	0	0	0	0	0	195	810	0	0	0	CONF				
37378																	CONF	0	513	1251	4295	52	1022	0	0	0	0	0	988	521	0	0	0	CONF				
37435																	CONF	29	2630	0	87972	619	79790	313	0	0	0	0	5552	0	0	0	74077	CONF	State Tax Credits			
37640																	CONF	0	9207	1103	48310	0	8600	0	0	0	0	0	6673	22727	0	0	0	CONF				
37659																	CONF	41	0	0	1215	151	273	0	0	0	0	0	475	467	0	0	0	CONF				
37743																	CONF	0	276	390	1379	41	349	0	0	0	0	0	364	0	0	0	0	CONF				
37949																	CONF	0	696	0	9181	98	1046	0	0	0	0	0	2112	5327	0	0	0	CONF				
38535																	CONF	0	1527	0	17874	358	3584	2013	927	0	0	0	1759	11004	0	0	0	CONF	Float at Federal Reserve Bank	Current Taxes Receivable		
38740																	CONF	0	1841	0	5726	0	849	0	0	0	0	0	565	2471	0	0	0	CONF				
39327																	CONF	0	0	0	8058	468	1573	0	0	0	0	0	1224	5261	0	0	0	CONF				
39420																	CONF	0	5741	3735	44473	1320	14332	0	0	0	0	0	3519	17146	0	0	0	CONF				
39475																	CONF	0	10955	16624	65111	1865	4717	2513	0	0	0	0	603	32212	0	0	0	CONF	Accounts Receivable			
39756																	CONF	0	5003	0	14194	0	3205	0	0	0	0	0	2660	3326	0	0	0	CONF				
40033																	CONF	0	435	0	4738	13	296	0	0	0	0	0	294	3713	0	0	0	CONF				
40350																	CONF	0	265	0	781	0	155	0	0	0	0	0	361	0	0	0	0	CONF				
40707																	CONF	0	1060	302	5829	328	1406	0	0	0	0	0	714	2347	0	0	0	CONF				
40855																	CONF	0	672	0	1296	22	193	0	0	0	0	0	431	0	0	0	0	CONF				
41245																	CONF	0	45	201	1460	0	208	0	0	0	0	0	187	819	0	0	0	CONF				
41553																	CONF	0	99	0	1283	17	144	0	0	0	0	0	1040	0	0	0	0	CONF				
41629																	CONF	0	947	659	4766	0	2207	1000	0	0	0	0	672	281	0	0	0	CONF	Low Income Housing investment			
41759																	CONF	0	66	0	643	30	175	0	0	0	0	0	402	0	0	0	0	CONF				
41825																	CONF	0	0	645	2023	250	886	261	0	0	0	0	492	0	0	0	0	CONF	Pre-paid Taxes			
41937																	CONF	0	130	0	1045	0	203	0	0	0	0	0	712	0	0	0	0	CONF				
41955																	CONF	0	216	0	946	0	300	0	0	0	0	0	394	36	0	0	0	CONF				
42037																	CONF	0	0	288	1112	0	278	0	0	0	0	0	546	0	0	0	0	CONF				
42055																	CONF	27	414	0	1412	58	433	0	0	0	0	0	565	0	0	0	0	CONF				
42354																	CONF	0	240	0	3242	0	345	0	0	0	0	0	751	1906	0	0	0	CONF				
42420																	CONF	0	50429	50563	346070	0	63791	0	0	0	0	0	19069	162218	0	0	0	CONF				
42448																	CONF	0	3667	2132	16263	0	3011	825	0	0	0	0	7453	0	0	0	0	CONF	Taxes receivable			
42457																	CONF	0	2	0	633	104	155	0	0	0	0	0	401	75	0	0	0	CONF				
43052																	CONF	0	1426	0	4956	79	298	178	34	0	0	0	435	2797	0	0	0	CONF	Tax Refund Receivable	Unrealized Tax Effect AFS		
43351																	CONF	0	0	4	100	6	36	0	0	0	0	0	60	0	0	0	0	CONF				
43454																	CONF	0	27	0	251	0	100	0	0	0	0	0	124	0	0	0	0	CONF				
43511																	CONF	46	3562	3224	25158	1082	5135	0	0	0	0	0	1461	11776	0	0	0	CONF				
43744																	CONF	0	661	2817	7263	0	1671	1453	0	0	0	0	306	1808	0	0	0	CONF	Taxes Receivable			
43856																	CONF	0	147	91	1239	66	211	0	0	0	0	0	139	651	0	0	0	CONF				
43959																	CONF	0	56	0	1190	123	611	55	0	0	0	0	523	0	0	0	0	CONF	Computer Software			
44040																	CONF	0	1504	1175	12164	66	780	0	0	0	0	0	2738	5967	0	0	0	CONF				
44433																	CONF	0	3466	310	5553	442	774	0	0	0	0	0	1003	0	0	0	0	CONF				
44741																	CONF	0	1007	1654	8698	628	4312	2543	0	0	0	0	1725	0	0	0	0	CONF	current tax receivable			
44750																	CONF	0	733	1467	4109	0	1125	0	0	0	0	0	784	0	0	0	0	CONF				
44929																	CONF	0	1237	0	3020	158	716	0	0	0	0	0	391	676	0	0	0	CONF				
45038																	CONF	0	267	605	2217	0	408	0	0	0	0	0	937	0	0	0	0	CONF				
45047																	CONF	0	765	0	1941	134	473	0	0	0	0	0	703	0	0	0	0	CONF				
45056																	CONF	0	185	0	1094	174	346	86	0	0	0	0	563	0	0	0	0	CONF	Overfunded Single-Employer Defined Benefit Plan			
45430																	CONF	0	664	332	5291	446	681	0	0	0	0	0	458	3156	0	0	0	CONF				
45458																	CONF	0	34	48	209	0	69	0	0	0	0	0	58	0	0	0	0	CONF				
45551																	CONF	0	2637	0	19973	316	2239	0	0	0	0	0	5565	9532	0	0	0	CONF				
45560																	CONF	0	3537	0	32992	5396	9299	0	0	0	0	0	2795	17361	0	0	0	CONF				
45775																	CONF	0	1254	517	6112	0	751	0	0	0	0	0	434	3156	0	0	0	CONF				
46053																	CONF	0	1984	0	5241	890	890	0	0	0	0	0	814	1553	0	0	0	CONF				
46941																	CONF	0	516	0	1395	95	303	0	0	0	0	0	576	0	0	0	0	CONF				
47153																	CONF	0	0	0	371	0	70	0	0	0	0	2	287	12	0	0	0	CONF				
47247																	CONF	0	1597	1878	12406	0	1982	0	0	0	0	0	1130	5819	0	0	0	CONF	Deferred Tax Receivable			
47256																	CONF	0	214	119	792	20	321	0	0	0	0	0	138	0	0	0	0	CONF				
47452																	CONF	0	36	0	335	0	131	0	0	0	0	0	168	0	0	0	0	CONF				
47500																	CONF	0	2207	1329	5745	432	1371	0	0	0	0	0	779	59	0	0	0	CONF				
