"IDRSSD"	RCFD1773	RCFD3543	RCFD3547	RCFDF240	RCFDF241	RCFDF242	RCFDF252	RCFDF253	RCFDF254	RCFDF261	RCFDF262	RCFDF263	RCFDF684	RCFDF686	RCFDF689	RCFDF692	RCFDF694	RCFDF697	RCFDG391	RCFDG392	RCFDG395	RCFDG396	RCFDG474	RCFDG475	RCFDG476	RCFDG477	RCFDG478	RCFDG479	RCFDG480	RCFDG481	RCFDG482	RCFDG483	RCFDG484	RCFDG485	RCFDG486	RCFDG487	RCFDG488	RCFDG489	RCFDG490	RCFDG491	RCFDG492	RCFDG493	RCFDG494	RCFDG495	RCFDG496	RCFDG497	RCFDG498	RCFDG499	RCFDG500	RCFDG501	RCFDG502	RCFDG503	RCFDG504	RCFDG505	RCFDG506	RCFDG507	RCFDG508	RCFDG509	RCFDG510	RCFDG511	RCFDG512	RCFDG513	RCFDG514	RCFDG515	RCFDG516	RCFDG517	RCFDG518	RCFDG519	RCFDG520	RCFDG521	RCFDG522	RCFDG523	RCFDG524	RCFDG525	RCFDG526	RCFDG527	RCFDG528	RCFDG529	RCFDG530	RCFDG531	RCFDG532	RCFDG533	RCFDG534	RCFDG535	RCFDG536	RCFDG537	RCFDG538	RCFDG539	RCFDG540	RCFDG541	RCFDG542	RCFDG543	RCFDG544	RCFDG545	RCFDG546	RCFDG547	RCFDG548	RCFDG549	RCFDG550	RCFDG551	RCFDG552	RCFDG553	RCFDG554	RCFDG555	RCFDG556	RCFDG557	RCFDG558	RCFDG559	RCFDG560	RCFDG561	RCFDG562	RCFDG563	RCFDG564	RCFDG565	RCFDG566	RCFDG567	RCFDG568	RCFDG569	RCFDG570	RCFDG571	RCFDG572	RCFDG573	RCFDG574	RCFDG575	RCFDG576	RCFDG577	RCFDG578	RCFDG579	RCFDG580	RCFDG581	RCFDG582	RCFDG583	RCFDG584	RCFDG585	RCFDG586	RCFDG587	RCFDG588	RCFDG589	RCFDG590	RCFDG804	RCFDG805	RCFDG806	RCFDG807	RCFDG808	RCFDG809	RCON1773	RCON3543	RCON3547	RCONF240	RCONF241	RCONF242	RCONF252	RCONF253	RCONF254	RCONF261	RCONF262	RCONF263	RCONF684	RCONF686	RCONF689	RCONF692	RCONF694	RCONF697	RCONG391	RCONG392	RCONG395	RCONG396	RCONG474	RCONG475	RCONG476	RCONG477	RCONG478	RCONG479	RCONG480	RCONG481	RCONG482	RCONG483	RCONG484	RCONG485	RCONG486	RCONG487	RCONG488	RCONG489	RCONG490	RCONG491	RCONG492	RCONG493	RCONG494	RCONG495	RCONG496	RCONG497	RCONG498	RCONG499	RCONG500	RCONG501	RCONG502	RCONG503	RCONG504	RCONG505	RCONG506	RCONG507	RCONG508	RCONG509	RCONG510	RCONG511	RCONG512	RCONG513	RCONG514	RCONG515	RCONG516	RCONG517	RCONG518	RCONG519	RCONG520	RCONG521	RCONG522	RCONG523	RCONG524	RCONG525	RCONG526	RCONG527	RCONG528	RCONG529	RCONG530	RCONG531	RCONG532	RCONG533	RCONG534	RCONG535	RCONG536	RCONG537	RCONG538	RCONG539	RCONG540	RCONG541	RCONG542	RCONG543	RCONG544	RCONG545	RCONG546	
229801																																																																																																																																																		1033075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8414	0	0	8414	0	252105	643202	137768	0	0	0	0	0	58958	0	0	58958	0	0	0	0	0	0	0	0	0	0	31894	0	0	0	31894	1132341	0	252105	710574	169662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1379	0	0	1379	0	0	0	0	0	0	8414	0	0	8414	0	0	
229913	3018	0	1149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3018	0	3018	0	0	0	0	0	0	0	0	0	1149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11728	0	0	11728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10579	0	0	10579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10579	0	0	10579	0	3018																																																																																															
229940																																																																																																																																																		9023																																																																																															
229959																																																																																																																																																		0																																																																																															
230254																																																																																																																																																		0																																																																																															
230357																																																																																																																																																		108																																																																																															
230423																																																																																																																																																		56418																																																																																															
230535																																																																																																																																																		15762																																																																																															
230610																																																																																																																																																		47919																																																																																															
230740																																																																																																																																																		21300																																																																																															
230759																																																																																																																																																		419947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2291	417656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	419947	0	2291	417656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
231149																																																																																																																																																		60852																																																																																															
231242																																																																																																																																																		619460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	619460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	619460	0	0	619460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
231279																																																																																																																																																		25432		0																																																																																													
231336																																																																																																																																																		60910		0																																																																																													
232258																																																																																																																																																		8719																																																																																															
232847																																																																																																																																																		44378																																																																																															
232856																																																																																																																																																		74951																																																																																															
233031	22335650	571452	568018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	409263	0	0	134428	0	124906	22175343	35401	0	0	0	0	0	1174050	0	0	1174050	0	0	0	0	0	0	1002151	0	1573603	0	126939	0	126939	0	0	24617354	1002151	251845	25057424	310236	0	0	0	0	0	1002151	0	1570169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	573551	1002151	0	1575702	0	267105	0	0	0	267105	142158	0	0	134428	7730	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5533	0	0	5533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	274835	5533	0	0	5533	0	21192994	571452	568018																																																																																													
233246																																																																																																																																																		11941																																																																																															
233358																																																																																																																																																		19882																																																																																															
233442																																																																																																																																																		3136																																																																																															
233451																																																																																																																																																		1189		0																																																																																													
233527																																																																																																																																																		14420		0																																																																																													
233554																																																																																																																																																		34192		0																																																																																													
234056																																																																																																																																																		14159		0																																																																																													
234355																																																																																																																																																		173849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16870	0	3090	0	0	173849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	190719	0	176939	0	13780	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350	0	0	350	0	13780	0	0	0	13780	0	0	0	0	0	1455	
234506																																																																																																																																																		50128																																																																																															
234739																																																																																																																																																		66225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66225	0	0	66225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
234841																																																																																																																																																		125919																																																																																															
235017																																																																																																																																																		9439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9439	0	9439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
235231																																																																																																																																																		34187																																																																																															
235316																																																																																																																																																		3185																																																																																															
235446																																																																																																																																																		68597																																																																																															
235530																																																																																																																																																		96552																																																																																															
235558																																																																																																																																																		0																																																																																															
235950																																																																																																																																																		27932																																																																																															
236050																																																																																																																																																		12811																																																																																															
236153																																																																																																																																																		129816	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129425	391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129816	0	0	129425	391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
236256																																																																																																																																																		38635																																																																																															
236452																																																																																																																																																		92																																																																																															
236603																																																																																																																																																		87232																																																																																															
236706																																																																																																																																																		273428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	273428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	273428	0	0	273428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
236751																																																																																																																																																		386448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	367045	19403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	386448	0	0	367045	19403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
236957																																																																																																																																																		57633																																																																																															
237066																																																																																																																																																		79550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51235	0	28315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79550	0	51235	0	28315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
237150																																																																																																																																																		60771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3156	57615	0	0	0	0	0	0	0	0	0	0	0	798	-160	0	0	638	0	0	0	0	0	0	0	0	0	61569	-160	3156	57615	638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
237619																																																																																																																																																		42390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18290	24100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42390	0	18290	24100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
237954																																																																																																																																																		47665																																																																																															
238045																																																																																																																																																		8454																																																																																															
238139																																																																																																																																																		21530																																																																																															
238241																																																																																																																																																		34943																																																																																															
238250																																																																																																																																																		24118																																																																																															
238737																																																																																																																																																		90240																																																																																															
238755																																																																																																																																																		7922																																																																																															
238812																																																																																																																																																		2297																																																																																															
239015																																																																																																																																																		125002																																																																																															
239042																																																																																																																																																		1391		0																																																																																													
239275																																																																																																																																																		216802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	216802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	216802	0	0	216802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
239556																																																																																																																																																		31098																																																																																															
239613																																																																																																																																																		251062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9633	0	0	0	0	1002	244746	5314	0	0	0	0	0	0	0	0	0	0	28114	0	0	0	28114	0	0	0	0	0	0	0	0	0	288809	0	1002	244746	43061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9633	
239640																																																																																																																																																		25825																																																																																															
239659																																																																																																																																																		8613																																																																																															
239752																																																																																																																																																		6199																																																																																															
240356																																																																																																																																																		50330																																																																																															
240459																																																																																																																																																		19315																																																																																															
240954																																																																																																																																																		404																																																																																															
241009																																																																																																																																																		46703																																																																																															
241157																																																																																																																																																		102307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101957	350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102307	0	0	101957	350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
241559																																																																																																																																																		13094																																																																																															
241607																																																																																																																																																		178113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3371	0	3371	0	0	0	178113	0	0	0	0	0	0	0	0	0	0	0	5846	0	0	5846	0	0	0	0	0	0	0	0	0	0	187330	0	3371	183959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3371	
242248																																																																																																																																																		14380																																																																																															
242257																																																																																																																																																		24893																																																																																															
242444																																																																																																																																																		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
242949																																																																																																																																																		24107																																																																																															
242958																																																																																																																																																		22002																																																																																															
243375																																																																																																																																																		0																																																																																															
243414																																																																																																																																																		29031																																																																																															
243647																																																																																																																																																		19032		0																																																																																													
243955																																																																																																																																																		546																																																																																															
244037																																																																																																																																																		9440																																																																																															
244149																																																																																																																																																		13315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	232	0	0	0	0	0	13315	0	0	0	0	0	0	32587	0	0	32587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46134	0	0	45902	232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
244158																																																																																																																																																		63730																																																																																															
244251																																																																																																																																																		201962																																																																																															
245016	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3828	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	419327	0	0	0	419327	0	0	0	0	0	0	0	0	0	423170	0	0	15	423155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	599	0	0	0	599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3828	0	0	0	0	0	0																																																																																															
245276																																																																																																																																																		3680905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28315	0	0	18445	0	87000	3551760	42145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3709220	0	87000	3570205	52015	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12894	0	0	64	12830	0	0	0	0	0	28315	0	0	18445	9870	0	
245351																																																																																																																																																		183105																																																																																															
245557																																																																																																																																																		136031																																																																																															
245856																																																																																																																																																		12563																																																																																															
246022																																																																																																																																																		39380																																																																																															
246134																																																																																																																																																		91706																																																																																															
246237																																																																																																																																																		354																																																																																															
246451																																																																																																																																																		10794																																																																																															
246657																																																																																																																																																		216133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	216133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	216133	0	216133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
246947																																																																																																																																																		32742																																																																																															
246956																																																																																																																																																		20702																																																																																															
247140																																																																																																																																																		12786																																																																																															
247355																																																																																																																																																		111142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111142	0	111142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
247449																																																																																																																																																		16158																																																																																															
247476																																																																																																																																																		2																																																																																															
247551																																																																																																																																																		10591		0																																																																																													
247908																																																																																																																																																		84281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79548	4733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84281	0	0	79548	4733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
248240																																																																																																																																																		5102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0	0	88	0	0	5102	0	0	0	0	0	0	0	0	0	0	0	20430	0	0	0	20430	0	0	0	0	0	0	0	0	0	25620	0	0	5190	20430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
248352																																																																																																																																																		6592																																																																																															
248455																																																																																																																																																		69101																																																																																															
248633																																																																																																																																																		34343																																																																																															
248745																																																																																																																																																		6678																																																																																															
248969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																																																																																															
249153																																																																																																																																																		7134																																																																																															
249304																																																																																																																																																		10685																																																																																															
249416																																																																																																																																																		42499																																																																																															
249546																																																																																																																																																		1973																																																																																															
249564																																																																																																																																																		105237																																																																																															
249612																																																																																																																																																		726229	2121	12101	585157	585157	0	0	0	0	0	0	0	0	0	0	0	0	0	14653	0	0	14653	0	44132	682097	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2121	0	585157	0	0	585157	0	1328160	0	44132	1284028	0	0	0	0	0	0	0	0	12101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32514	0	1392	31122	0	0	0	0	0	0	14653	0	0	14653	0	0	
249658																																																																																																																																																		76880																																																																																															
249872																																																																																																																																																		5246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5246	0	5246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
249957																																																																																																																																																		12287																																																																																															
250047																																																																																																																																																		57263																																																																																															
250430																																																																																																																																																		32066																																																																																															
250850																																																																																																																																																		22003																																																																																															
251352																																																																																																																																																		123387																																																																																															
251558																																																																																																																																																		72187																																																																																															
251745																																																																																																																																																		98314																																																																																															
251857																																																																																																																																																		25048																																																																																															
252041																																																																																																																																																		68196																																																																																															
252256																																																																																																																																																		964																																																																																															
252452																																																																																																																																																		23403		0																																																																																													
252658																																																																																																																																																		15314																																																																																															
252836																																																																																																																																																		36747																																																																																															
253262																																																																																																																																																		66582																																																																																															
253356																																																																																																																																																		351263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	351263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	351263	0	351263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
253440																																																																																																																																																		18042																																																																																															
253468																																																																																																																																																		360100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	356331	3769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	360100	0	0	356331	3769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
253646																																																																																																																																																		31768																																																																																															
253730																																																																																																																																																		6727																																																																																															
253776																																																																																																																																																		4852																																																																																															
254317																																																																																																																																																		54011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54011	0	54011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
254504																																																																																																																																																		43408																																																																																															
254652																																																																																																																																																		10712																																																																																															
254670																																																																																																																																																		14302		0																																																																																													
254849																																																																																																																																																		17474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17474	0	0	0	0	0	0	0	12673	0	0	12673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30147	0	17474	12673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
255136																																																																																																																																																		47664																																																																																															
255350																																																																																																																																																		34441																																																																																															
255547																																																																																																																																																		15939																																																																																															
255556																																																																																																																																																		26401																																																																																															
255574																																																																																																																																																		304458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98145	0	0	98145	0	0	304458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	402603	0	0	402603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98145	
255659																																																																																																																																																		603598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	603569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	603598	0	29	603569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
255873																																																																																																																																																		4477																																																																																															
256049																																																																																																																																																		4631																																																																																															
256058																																																																																																																																																		107693																																																																																															
256179																																																																																																																																																		3836		0																																																																																													
256553																																																																																																																																																		272240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2691	0	0	2691	0	0	272240	0	0	0	0	0	0	3882	0	0	3882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	278813	0	0	278813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2691	
256964																																																																																																																																																		15301																																																																																															
257233																																																																																																																																																		179191	0	0																																																																																													
257345																																																																																																																																																		20868																																																																																															
257466																																																																																																																																																		9477																																																																																															
257653																																																																																																																																																		12551																																																																																															
257756																																																																																																																																																		9660																																																																																															
257868																																																																																																																																																		183081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153567	29514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	183081	0	0	153567	29514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
258146																																																																																																																																																		7006																																																																																															
