"IDRSSD"	RCFDF236	RCFDF237	RCFDF238	RCFDF239	RCFNF234	RCFNF235	RCON5597	RCONA545	RCONF045	RCONF046	RCONF047	RCONF048	RCONF049	RCONF050	RCONF051	RCONF052	RCONF236	RCONF237	RCONF238	RCONF239	RCONG167	RCONG168	TEXTA545	
26149								0	1400		312	1	33993		16811	102	52516	0	52811	0	624	2		
26242								0	16502		261	1	158361		117225	419	292349	0			4035	14		
26457								0	592		0	0	14091		4482	20	19165	0			0	0		
26765								0	2660		0	0	87507		87449	420	177616	0			4129	5		
26859								0	12959		0	0	115353		187203	734	315515	0			30994	52		
26916								0	12546		501	2	164364		143216	576	320627	0			15242	23		
27548								0	18912		1099	3	211901		146434	294	378346	0			6951	13		
27614								0	23761		3842	7	140481		74432	147	242516	0			8308	17		
27847								0	21642		3851	9	182546		116645	500	326829	2145			0	0		
28152								0	5305		291	1	33809		23022	90	62427	0	61262	0	0	0		
28255								0	2795		0	0	73824		73922	291	150541	0			8168	13		
28349								0	7914		436	1	60749		44063	200	113162	0			3238	8		
28406								0	50502		2210	5	459868		340186	1790	852766	0			5398	15		
28572								0	4301		572	2	26889		10982	66	42756	12			0	0		
28732								0	2210		0	0	36685		21931	118	60826	0			2055	7		
29104							187192	0	12718		2990	6	309674		343130	1352	668512	0	677006	0	38213	54		
29252								0	5222		0	0	55044		38485	185	98751	0			1925	5		
29636								0	20066		1332	3	266169		260745	698	548312	0			18021	25		
29850								0	994		0	0	28856		29775	105	59625	0			1574	4		
29944								0	2374		0	0	64387		104298	299	171059	0			5966	6		
29953								0	2663		0	0	24955		26910	130	54528	0			1975	5		
30052								0	193		0	0	8320		1793	10	10306	0			268	1		
30155								0	3815		0	0	43135		44429	146	91379	0			4332	6		
30258								0	19342		1318	4	246119		141433	506	408212	0			18863	19		
30418								0	1302		0	0	250205		3528	18	255035	0						
30502								0	27211		903	3	345173		166021	808	539308	0			10660	28		
30650								0	9434		348	1	66877		58588	329	135247	0			4502	12		
30810	29190533	0	28929509	0	0	0	963201	0	202046		10405	35	26529827		2448255	13830					15639	2		
31134								0	5982		509	1	45955		26729	94	79293	118			4355	7		
31255								0	8528		520	1	109239		97879	451	216166	0			16558	29		
31657								0	4036		687	2	41307		26584	126	72614	0			341	1		
31826								0	14438		1583	5	103622		69573	410	189216	0			7387	15		
31835								0	2753		333	1	32100		43274	158	78460	0			7936	14		
32234								0	2927		265	1	29241		21430	72	53862	0			6553	12		
32766								0	1811		0	0	25580		18947	79	46338	0						
33147								0	14854		1185	2	130549		143121	603	289709	0			13884	22		
33259								0	31335		511	2	275868		184130	809	491844	0			16469	22		
33268								0	4070		1319	3	47969		43258	192	96616	0	97570	0	4578	13		
33549								0	5365		0	0	20572		15516	83	41453	0			0	0		
33727								0	19750		960	2	156331		86854	429	263895	0			10964	21		
33754								0	791		0	0	19662		5118	33	25571	0						
33839								0	1087		0	0	16765		4280	33	22132	0			0	0		
33857								0	2624		251	1	43368		13814	71	60135	78			0	0		
34153								0	34311		1299	4	351795		154650	756	542055	0			27218	47		
34359								0	2042		0	0	13352		6669	48	22063	0			0	0		
34425								0	10817		299	1	151969		88432	492	251516	0			2102	6		
34434								0	13310		272	1	92319		71858	260	177759	0			4665	10	n/a	
34452								0	4536		737	1	40826		28264	123	74363	0			0	0		
34537							700091	0	49034		3629	8	923509		984037	3539	1960209	0	1917118	0	57297	94		
34555								0	14443		1093	3	79910		43898	139	139344	0						
34742								0	12131		478	1	135034		103300	418	250944	0			9127	14		
34836								0	1881		0	0	15470		9629	33	26980	0						
34863								0	1367		0	0	10197		5412	37	16976	0			0	0		
35057								0	2208		0	0	49083		37421	141	88712	0			0	0		
35244								0	11680		956	2	137486		143966	304	294087	0			14404	10		
35301	115789345	78076273	111892825	66177531	78076273	66177531	36666711	0	0		0	0	108952		37604120	3924					31770963	2883		
35570							390992	0	391557		8956	28	2495843		1413558	6871	4309914	0	4218586	0	24320	39		
35646								0	1262		468	1	25413		10945	51	38088	0			479	1		
35842								0	4163		564	1	68737		35407	144	108871	0						
36054								0	20389		649	2	348623		558155	1392	927816	0	928597	0	64247	105		
36344								0	16185		1334	3	183968		105243	418	306730	0			7959	17		
36456								0	3465		277	1	45085		28140	176	76967	0			0	0		
36858								0	5811		0	0	98240		89945	370	193996	0	198202	0	19619	24		
36933								0	4991		321	1	43932		51567	161	100811	0			0	0		
37051								0	3127		281	1	32020		11050	65	49220	2742			0	0		
37341								0	2501		0	0	20437		3064	25	26003	0			266	1		
37350								0	364		0	0	11638		7879	36	19881	0			0	0		
37378								0	1048		0	0	69072		54134	261	124254	0			0	0		
37435								0	55943		5173	14	441500		203772	881	706388	0			21906	31		
37640							347423	0	41281		885	2	527923		375499	1130	960912	15324	964011	14837	36285	71		
37659								0	771		559	1	23099		12523	74	36952	0						
37743								0	5609		893	2	31377		37913	134	75792	0			2591	6		
37949								0	5683		0	0	97054		49610	198	152347	0			9293	11		
38535								0	25428		742	2	226725		154152	644	407047	0			0	0		
38740								0	12181		0	0	75046		41665	160	128892	0			1686	4		
39327								0	13038		471	1	184844		94728	489	293081	0			18602	36		
39420							77984	0	33912		1035	3	630553		285879	1094	951379	0	898706	0	19035	30		
39475							458912	0	39281		1195	4	865690		673421	3022	1579587	0	1580558	0	76252	125		
39756								0	8812		564	2	144217		177698	700	331292	0			30577	48		
40033								0	6561		584	2	47628		19215	54	73988	0			816	2		
40350								0	2774		0	0	21369		10454	57	34597	0			352	1		
40707								0	10444		616	2	129041		56857	274	196958	0			14342	24		
40855								0	1878		272	1	30484		11215	58	43849	0						
41245								0	3063		0	0	21434		6652	36	31149	0						
41553								0	1806		0	0	28549		27632	80	57988	0						
41629								0	7075		0	0	94857		27838	127	129770	0	129452	0	4745	3		
41647								0	28942		511	2	537759		162822	647	730160	126			27248	34		
41759								0	2122		0	0	20540		11190	49	33852	0			2105	4		
41825								0	5964		0	0	80135		25547	123	111646	0						
41937								0	5216		303	1	10931		26188	153	42638	0						
41955								0	2786		0	0	16139		6862	38	25787	0			0	0		
42037								0	0		0	0	27258		23929	84	51187	0			0	0		
42055								0	2552		596	1	35781		18018	72	56947	0			960	3		
42354								0	2382		0	0	39258		36187	140	77827	0			2879	9		
42420							1182650	0	310130		13879	39	2432561		1554260	4787	4310830	0	4441325	0	144535	176		
42448								0	45287		5115	13	275625		152241	545	478268	0			15438	24		
42457								0	1221		0	0	11143		7060	29	19424	0			404	1		
43052								0	5142		269	1	39589		45479	111	90479	0			1735	3		
43155								0	8846		308	1	162215		89173	355	260543	0			4453	11		
43173	9103818	941331	8736560	816092	941331	816092	4361147	0	116173		1283	4	3240183		4804847	12724					397339	448		
43351								0	287		0	0	2918		1216	7	4421	0			0	0		
43454								0	871		0	0	11261		4345	24	16477	0			0	0		
43511								0	18055		1232	4	246851		118563	417	384701	0			6108	14		
43744								0	4488		0	0	38695		44255	187	87438	0			578	1		
43856								0	973		276	1	18590		20645	63	40484	0			1545	3		
43959								0	1685		0	0	53691		63324	210	118700	0						
44040								0	14283		0	0	115045		83191	284	212519	0						
44134	1694974	94644	1679623	121389	94644	121389	869379	0	31241		6480	13	547709		1014900	2094					146184	172		
44433								0	3224		546	2	68546		174525	392	246841	0			0	0		
44741								0	15135		921	3	142544		118833	369	277433	0			5575	12		
44750								0	11449		527	1	91138		86110	194	189224	0			0	0		
44929								0	8824		905	3	82089		25394	112	117212	0						
45038								0	10844		278	1	56636		27239	120	94997	0			613	2		
45047								0	5794		0	0	56079		27834	131	89707	0			6427	8		
45056								0	3003		0	0	26419		11449	82	40871	0			1973	6		
45430								0	8032		359	1	48285		34087	170	90763	0			312	1		
45458								0	489		0	0	4901		3421	7	8811	0			0	0		
45551								0	23202		382	1	252827		181203	611	457614	0			46487	70		
45560								0	12858		474	1	215023		306918	969	535273	0			48120	108		
45775								0	11687		266	1	76093		34289	196	122335	0			1567	3		
46053								0	12128		286	1	81489		57812	152	151715	0			0	0		
46941								0	6371		0	0	49094		20860	71	76325	0						
47153								0	993		0	0	8865		6030	35	15888	0			525	1		
47247								0	22720		3264	9	106822		83304	344	216110	0			4887	10		
47256								0	1615		0	0	13760		5817	35	21192	0			0	0		
47452								0	2340		0	0	17247		38458	81	58045	0			1534	4		
47500								0	23799		838	3	170053		47749	301	243349	910			3392	9		
48057								0	3512		0	0	36513		26667	108	66692	0			2523	6		
48150								0	1024		0	0	14151		4402	19	19577	0			295	1		
48374								0	30902		1786	6	288676		142558	721	463922	0			10045	16		
48440								0	5291		0	0	47007		6067	38	58365	0			675	1		
48730								0	9525		0	0	151800		107981	495	269305	0			9434	12		
49054								0	17		0	0	129221		36661	165	165899	0			3595	5		
49148								0	4757		319	1	38418		18019	72	61513	0			3653	5		
49241								0	10984		254	1	149885		123248	387	284371	0			16359	24		
49344								0	3396		261	1	39347		26902	103	69906	0			2278	3		
49643								0	937		0	0	18871		9484	52	29416	124			266	1		
49652								0	2300		0	0	34103		40123	97	76526	0			12487	8		
49821								0	37392		4057	11	248145		296017	841	585611	0			28429	53		
49858								0	1976		0	0	39175		24615	126	65768	0			0	0		
49951								0	2846		282	1	40555		39797	181	83480	0			2879	6		
50144								0	5542		722	2	34171		8706	57	49141	0						
50461								0	380		332	1	15121		44647	158	60480	0			13682	17		
50546								0	3338		0	0	15815		23992	81	43145	0			0	0		
50854								0	1471		0	0	29244		27613	118	58328	0			7489	12		
50957								0	4014		320	1	63366		31277	188	98977	0			0	0		
51253								0	5747		308	1	75585		36317	141	117957	0			4256	9		
51356								0	1402		264	1	30386		33007	119	65059	0						
51459								0	7562		270	1	77876		82140	272	167848	0			11293	17		
51730								0	4847		0	0	30310		11299	65	46456	0			468	1		
51842								0	22879		266	1	110805		81571	173	215521	0			6651	10		
52410								0	1645		0	0	33311		5652	39	40608	0			685	2		
52719							0	0	0		0	0	0		0	0	0	0	0	0				
52951								0	1712		0	0	26118		38378	105	66208	0						
53015								0	3027		0	0	14168		3429	15	20624	0						
53033							963643	0	4973		261	1	281354		1193008	2239	1479596	0	1396996	0	551269	607		
53051								0	3365		0	0	24641		15550	98	43556	0			1281	3		
53239								0	6930		329	1	55713		33091	113	96063	0			9078	13		
53453								0	1512		0	0	21217		18533	103	41262	0			3408	3		
53752								0	2419		0	0	25930		13584	76	41933	0						
54049								0	5043		636	2	44550		19979	88	70208	0			1594	5		
54058								0	12661		272	1	101854		52915	263	167702	0			2091	5		
54357								0	0		0	0	20918		7844	57	28762	0			0	0		
54375								0	21037		1194	4	272055		203721	702	498008	0			55464	47		
54441								0	6841		0	0	73708		19981	96	100529	0			0	0		
54656								0	17241		1820	6	105435		109893	364	234389	0			11957	18		
55176								0	30347		4061	12	121561		85660	388	242572	943			1724	3		
55336								0	12097		0	0	178340		88391	426	278828	0			14515	30		
55635								0	245		0	0	46326		12766	30	59460	123			2457	4		
55653								0	3073		0	0	41963		25316	117	70352	0			6404	15		
56258								0	6621		0	0	82814		76705	233	166140	0			5361	13		
56351								0	27533		261	1	364927		357917	1100	750638	0			57325	94		
56427								0	5819		324	1	33902		8148	44	48193	0						
56548								0	6851		394	1	218571		40026	197	265842	0			3187	7		
56557	1698003	88025	1654736	91130	88025	91130	1064610	0	8639		973	2	417108		1183258	2701					368650	434		
56717								0	30185		2557	4	220098		132995	557	385835	0			10488	16		
57040								0	5059		0	0	44590		17906	100	67555	0			0	0		
57228								0	6868		339	1	114563		57291	317	179061	0			5957	13		
57255								0	304		0	0	46424		26381	172	73109	0			5096	6		
57451								0	25878		568	2	158003		124152	473	308601	0			12706	27		
57572								0	3484		0	0	28240		7805	52	39529	0			0	0		
57956								0	2002		0	0	42194		74586	257	118782	0	119539	0	17876	24		
58074								0	15811		2088	7	88992		41007	209	147898	0			2154	5		
58207								0	10649		251	1	99295		52733	294	163091	162			1517	3		
58225								0	19330		1738	5	132085		50436	248	203589	0			1074	3		
58243	4311269	363134	4346298	423119	363134	423119	1281003	0	124577		11960	30	1371629		2439969	6851					242280	323		
58355								0	684		0	0	4074		2364	15	7122	0			328	1		
58551								0	1548		1130	3	39096		54278	197	96052	0						
58636								0	6234		268	1	107500		70208	286	184210	0			14279	23		
58757								0	6906		0	0	31798		9474	53	48178	0			0	0		
58971							1252174	0	58720		2729	6	1035148		1994501	5865	3091098	0	3032050	0	279206	399		
59316								0	22888		290	1	224465		114760	476	362403	0			7039	13		
59352								0	8044		0	0	125767		104176	415	237988	0			10149	20		
59679								0	2346		266	1	11156		6936	29	20704	0						
59754								0	1244		0	0	6630		3313	10	11187	0						
60143	44861445	3117335	42957831	2081821	3116108	2080881	19190603	0	788126		42878	114	16835681		24077425	49035					7070926	5791		
60330								0	25396		1639	4	260174		106115	456	393324	0			18046	27		
60433								0	1727		0	0	15735		18617	110	36079	0			0	0		
60545								0	22274		2094	5	75840		37059	193	137267	0			6549	7		
60554								0	2195		0	0	24556		22055	116	48806	0			1312	4		
60648								0	15061		2444	7	113035		62738	260	193278	0			3028	4		
61122							403930	0	52358		877	3	551648		626724	1395	1231607	0	1209324	0	22628	33		
61355								0	26485		673	2	279998		122042	608	429198	0			15626	19		
61476								0	12826		4087	10	60379		58019	252	135311	0			0	0		
61533								0	38381		1924	6	190690		298671	1406	529666	0			8685	14		
61757								0	8990		0	0	94536		66923	165	170449	0			10930	16		
61832								0	5668		0	0	93365		58998	244	158031	0			6279	11		
61953								0	7722		0	0	34602		18356	73	60680	0			1156	2		
62044								0	1170		0	0	11347		8716	23	21233	0			774	2		
62147								0	3360		0	0	35988		19799	72	59147	0			0	0		
63050								0	4134		0	0	54108		32018	173	90259	0			2501	7		
63069	13093972	0	12846866	0	0	0	7625821	0	51308		6438	15	2271200		10765026	20392					3961732	4338		
63078								0	20621		846	3	403113		325062	1273	749642	0			23673	38		
63201								0	4588		0	0	48091		31623	121	84302	0			6729	9		
63359								0	6502		938	3	100767		82878	322	191085	0			7013	15		
63573								0	24507		2010	5	125253		93128	460	244898	0			2243	8		
63733								0	28544		2188	5	177679		72095	379	280506	0			6117	6		
63742								0	622		0	0	112261		72876	230	185759	0			8126	15		
63751								0	369		0	0	3367		3192	17	6928	0			319	1		
64150								0	283		0	0	35293		44879	173	80455	0			6352	9		
64543								0	19030		0	0	163050		162160	496	344240	0			5163	12		
64552								0	2088		254	1	45458		21920	69	69720	0			0	0		
64619	1454464	579	1443291	577	579	577	893497	0	14292		309	1	261480		1177804	2277					273194	310		
64730								0	12193		679	2	70079		73284	240	156235	0			20013	17		
65205								0	71821		1626	5	417142		123777	877	614366	0	613982	0	0	0		
65241								0	4300		0	0	59549		43706	199	107555	0	111179	0	2093	3		
65513	265491	0			0			0	0		0	0	30547		234944	240								
65559								0	8491		0	0	144021		160934	521	313446	0			12882	31		
65746								0	19317		1975	5	198603		417315	515	637211	0	426603	0	7094	18		
65858							356925	0	58870		1360	4	572681		448453	1319	1081364	0	1024430	0	57174	106		
66015	450910	24898			23535			0	0		0	0	80869		345142	815					111411	157		
66154								0	11857		2308	6	41896		12260	80	68321	0						
66172								0	20120		701	2	187770		144929	616	353520	0			3325	9		
66275								0	5482		754	2	57203		36027	166	99466	0			3901	9		
66837								0	9849		2164	5	94465		195420	396	301898	0			18627	31		
67142								0	5462		0	0	54872		28872	102	89206	0						
67151								0	5967		958	3	127773		235351	593	370049	0			34047	34		
67209								0	28883		3479	10	226514		137578	644	396454	0			5380	13		
67254								0	0		0	0	11460		934	8	12394	0						
67311							1981341	0	345894		10209	29	4873843		2425465	8565	7655411	0	7742962	0	471700	582		
68345								0	14973		3414	8	86922		52711	180	158020	0						
68448								0	5871		263	1	54847		5822	29	66803	0						
68756								0	6148		0	0	74338		61482	332	141968	0			11080	17		
68831								0	4840		285	1	42383		32131	107	79639	0			831	2		
68840								0	6803		0	0	53707		54017	157	114527	0			278	1		
68859								0	9591		1466	5	173589		152569	693	337222	6			16941	36		
68943								0	5618		0	0	67462		25925	110	99005	0			5114	8		
69333							271790	0	39209		1290	4	500939		374842	1519	916280	0	905657	0	40197	51		
69678								0	19484		620	2	177870		172468	592	370442	0			23366	37		
69847								0	533		0	0	9522		4596	23	14651	0						
70049								0	7129		725	1	105681		92227	338	205762	0			12193	16		
70058								0	5445		0	0	43137		27328	69	75910	0			0	0		
70218								0	1186		0	0	57839		33595	188	92620	0						
70254								0	456		0	0	9656		5688	23	15800	0			0	0		
70414								0	24162		962	3	204344		100407	506	329875	0			4337	9		
70638								0	10260		0	0	99664		41174	197	151098	0			3219	6		
70955								0	0		0	0	5857		2846	17	8703	0						
71318								0	16332		708	2	216054		176499	605	409593	0			10245	24		
71457								0	12065		1808	6	73605		46617	201	134095	0			2528	5		
71859								0	0		0	0	5607		2152	9	7759	0						
72258								0	4176		0	0	93543		146124	465	243843	0			1934	4		
72351								0	4576		0	0	31290		11779	51	47645	0			2125	1		
72454								0	11436		290	1	35196		15657	73	62578	0			0	0		
72678								0	26293		1805	5	125336		59413	403	212847	0			0	0		
73031								0	287		0	0	53042		79511	312	132840	0			0	0		
73116								0	49688		522	2	354589		135402	857	540201	0			9348	19		
73152								0	1807		0	0	35591		32367	130	69765	0			10122	14		
73554								0	5913		560	2	78017		40033	195	124523	0			2023	3		
73956								0	1274		0	0	22695		9985	55	33954	0			1249	3		
74056								0	3144		0	0	58996		5467	42	67607	0			775	2		
74140							236539	0	47876		1623	4	431842		297175	1097	778516	0	799401	0	25737	38		
74159								0	0		0	0	14196		9823	57	24019	0			2166	5		
74403								0	25416		0	0	243985		150991	613	420406	14			5930	12		
74449								0	808		0	0	11080		5476	22	17364	0			0	0		
74458								0	2753		0	0	51743		23681	128	78177	0			7626	20		
