"IDRSSD"	RCFD1248	RCFD1249	RCFD1250	RCFD1251	RCFD1252	RCFD1253	RCFD1254	RCFD1255	RCFD1256	RCFD1257	RCFD1258	RCFD1259	RCFD1271	RCFD1272	RCFD1583	RCFD1594	RCFD1597	RCFD1658	RCFD1659	RCFD1661	RCFD1791	RCFD3505	RCFD3506	RCFD3507	RCFD3529	RCFD3530	RCFD5377	RCFD5378	RCFD5379	RCFD5380	RCFD5381	RCFD5382	RCFD5389	RCFD5390	RCFD5391	RCFD5459	RCFD5460	RCFD5461	RCFD5612	RCFD5613	RCFD5614	RCFD5615	RCFD5616	RCFD5617	RCFD6558	RCFD6559	RCFD6560	RCFDB575	RCFDB576	RCFDB577	RCFDB578	RCFDB579	RCFDB580	RCFDC226	RCFDC240	RCFDC241	RCFDC866	RCFDC867	RCFDC868	RCFNB572	RCFNB573	RCFNB574	RCON1226	RCON1227	RCON1228	RCON1248	RCON1249	RCON1250	RCON1254	RCON1255	RCON1256	RCON1271	RCON1272	RCON1583	RCON1594	RCON1597	RCON1606	RCON1607	RCON1608	RCON1658	RCON1659	RCON1661	RCON1791	RCON2759	RCON2769	RCON3492	RCON3493	RCON3494	RCON3495	RCON3499	RCON3500	RCON3501	RCON3502	RCON3503	RCON3504	RCON3505	RCON3506	RCON3507	RCON3529	RCON3530	RCON5380	RCON5381	RCON5382	RCON5389	RCON5390	RCON5391	RCON5398	RCON5399	RCON5400	RCON5459	RCON5460	RCON5461	RCON5612	RCON5613	RCON5614	RCON5615	RCON5616	RCON5617	RCON6558	RCON6559	RCON6560	RCONB575	RCONB576	RCONB577	RCONB578	RCONB579	RCONB580	RCONB834	RCONB835	RCONB836	RCONC226	RCONC229	RCONC230	RCONC236	RCONC237	RCONC238	RCONC239	RCONC240	RCONC241	RCONC866	RCONC867	RCONC868	
42354																																																															0	0	0									0	0	0	29	0	5	0	0	0		0	0	0	0	0	0	0	0	0	50	0	0	0	0	0						0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	1	0	0	0	0	0	0	105	70	0	0	0	0	0	0	0	
42420																																																															73	31	0	0	0	0	0	0	0	0	0	0	0	0	1794	573	4243	0	0	0	0	142	0	0	104	131	36	0	0	54	2455	1476	4664	0	0	0	0	0	0	0	0	0	0	0	1172	841	674	79	0	0	1400	226	3161	181	100	317	0	0	0	0	0	0	5480	1186	181	0	0	0	0	1048	491	7422	8861	1779	878	0	0	0	0	0	
42448																																																															0	0	0	0	0	0	0	0	0	0	0	523	21	0	222	17	17	0	0	116	0	37	58	291	490	125	17	0	0	0	226	278	66	0	0	0	0	0	0	0	0	0	0	0	10	0	0	21	0	523	0	0	0	0	0	0	0	0	0	39	6	0	769	82	17	0	0	0	0	356	22	2584	412	116	393	0	0	0	0	0	
42457																																																															0	0	0									0	0	52	16	50	0	0	0	0		0	0	0	0	0	0	0	0	0	19	0	0	0	0	0						0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	
42541	0	0	0	27217	4854	16342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1781	0	432	410	108	2546	296	91	1925	0	0	0	0	0	0	19131	3615	298	0	0	0	0	0	0	0	0	0																						29923	3976	24461	0	0	0	0	0	4894	19453	1234	43233												7861	7196	0																							11930	2246	265370	65346	1460	424						
43052																																																															0	0	0												0	0	53	0	0	0		0	0	0	0	0	0	0	0	0	40	0	960	0	0	0						0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	119	0	0	0	0	39	16	72	0	32	0	0	0	0	0	0	
43155																																																															0	0	0												159	0	55	0	0	0		35	0	21	201	0	0	0	0	0	0	0	12	0	0	0						0	0	0	20	0	10	70	0	45	0	0	32	0	0	25	0	0	0	0	0	0	649	0	105	0	0	0	0	335	0	500	0	29	0	0	0	0	0	0	
43173	0	0	0	294	0	5903	0	0	0	0	0	0	0	0	0	0	0	0	0	1487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	173	915	305	59	529	253	0	0	0	4	53	0	10	44	50	0	0	0	0	0	0	0	0	0																						8246	1405	0	0	0	0	3353	667	0	8795	2161	12792												0	0	0																							388	0	1238	1044	0	0						
43324																																																															0	0	0												10	0	377	0	0	312		0	0	20	0	0	0	0	0	0	128	0	83	0	0	0						0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	11	0	70	0	0	0	0	952	17	133	0	113	0	0	0	0	0	0	
43351																																																															0	0	0									0	0	0	0	0	0	0	0	0		0	0	0	0	0	5	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
43454																																																															0	0	0									0	0	0	0	0	0	0	0	0		4	0	0	13	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	
43511																																																															0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	157	0	0	0	0	0	0	0	254	577	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	107	0	0	0	0	558	359	831	44	51	0	0	0	0	0	0	
43641																																																															0	0	0												56	0	30	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	197	0	855	138	0	0	0	0	0	0	0	
43744																																																															0	0	0												25	0	6	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	2	0	8	0	0	8	0	0	8	0	0	0	30	0	0	24	0	15	0	0	0	0	0	182	125	0	0	0	0	0	0	0	0	
43856																																																															0	0	0												0	0	22	0	0	0		0	0	0	0	0	0	0	0	0	0	0	211	0	0	0						0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	0	0	0	0	0	33	5	0	0	0	0	0	80	0	244	11	0	0	0	0	0	0	0	
43959																																																															0	0	0												40	0	233	0	0	0		11	0	185	0	0	0	0	0	0	86	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	1	33	0	0	0	0	142	0	842	0	110	0	0	0	0	0	0	
44040																																																															0	0	0									0	0	0	33	0	20	0	0	0		0	0	0	0	0	0	0	0	0	92	0	264	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	20	0	0	0	0	0	213	12	279	47	39	0	0	0	0	0	0	
44134	0	0	0	1062	18	1132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	173	10	0	0	0	0	0	0	0	0	0	0	164	126	0	397	6	78	0	0	0	0	0	0	0	0	0																						171	0	739	0	0	0	0	0	0	2574	0	854												123	65	375																							0	16	1243	725	20	0						
44433																																																															0	0	0	0	0	0	0	0	0	0	0	0	0	0	168	0	1051	0	0	0	0	0	0	0	0	0	0	250	0	0	1084	0	2231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	865	0	0	0	0	0	0	0	0	
44451																																																															0	0	0												0	0	115	0	0	0		11	0	67	8	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	52	7	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0	41	0	0	0	0	29	0	169	0	4	0	0	0	0	0	0	
44602																																																															0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
44741																																																															0	0	0												305	14	263	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	19	0	604	133	45	0	0	0	0	0	0	838	155	0	0	0	0	0	0	0	
44750																																																															0	0	0												0	218	0	0	0	0		0	0	0	0	0	0	0	178	0	68	0	232	45	0	0						0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	145	7	0	0	0	0	0	96	0	488	344	18	0	0	0	0	0	0	
44929																																																															0	0	0												29	0	0	0	0	0		0	0	0	0	0	0	0	0	0	145	0	0	0	0	0						0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	239	4	9	0	0	0	0	154	0	800	145	5	0	0	0	0	0	0	
45038																																																															0	0	0									0	0	0	27	0	15	0	0	0		0	0	0	0	0	0	0	0	0	0	0	46	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	28	0	0	0	0	0	150	39	72	0	20	0	0	0	0	0	0	
45047																																																															0	0	0												41	22	0	0	0	0		0	0	0	0	348	0	0	0	0	0	117	0	0	0	0						0	0	0	0	0	0	20	0	0	0	348	0	0	313	0	0	0	0	7	1	0	107	17	2	0	0	0	0	25	0	732	288	1	0	0	0	0	0	0	
45056																																																															0	0	0									0	0	0	54	0	0	0	0	0		0	0	5	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	16	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	
45430																																																															0	0	0												0	0	0	0	0	0		0	0	0	0	0	0	5	0	0	124	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	186	2	79	0	0	0	0	357	0	2191	0	1	0	0	0	0	0	0	
45458																																																															0	0	0									0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	
45551																																																															0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	8	0	0	0	0	0	13	57	0	42	43	0	0	0	0	0	0	374	0	0	0	0	0	0	0	0	0	0	0	316	36	38	124	20	57	0	0	0	0	0	0	0	0	0	0	0	0	290	37	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	
45560																																																															0	0	0	0	0	0	0	0	0	0	0	0	0	0	234	180	1742	0	0	0	0	170	0	0	188	0	0	73	0	0	787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196	0	57	0	0	0	0	353	0	724	374	568	425	0	0	0	0	0	
45627																																																															0	0	0	0	0	0	0	0	0	0	0	0	0	0	1758	0	2345	0	0	0	0	3766	0	1522	0	0	0	0	0	0	1032	0	718	0	0	0	0	0	0	0	0	0	0	0	1560	0	1888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	264	0	92	0	0	0	0	3867	379	12434	0	97	0	0	0	0	0	0	
45775																																																															0	0	0												0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1143	68	98	0	0	0	0	0	0	
46053																																																															0	0	0												49	0	0	0	0	0		0	0	0	0	0	0	0	0	0	321	0	443	0	0	0						0	0	0	328	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	33	406	79	105	0	0	0	0	0	0	
46941																																																															0	0	0										15		0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	58	0	0	0	0						0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	250	22	0	0	0	0	0	0	0	612	151	0	0	0	0	0	0	0	
47153																																																															0	0	0									0	0	0	44	45	200	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	129	0	0	110	0	0	0	0	0	0	2	15	0	0	0	0	0	14	0	14	0	0	0	0	0	0	0	0	
47247																																																															0	0	0												485	40	259	14	0	6		0	0	0	537	0	0	0	0	0	273	0	128	0	0	0						0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	245	0	51	0	0	0	0	133	0	1014	20	72	0	0	0	0	0	0	
47256																																																															0	0	0												41	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	94	0	7	0	0	0	0	0	0	0	0	
47452																																																															0	0	0												0	1	9	0	0	0		0	0	0	13	0	61	0	16	79	0	0	89	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	27	0	0	0	0	309	0	67	4	0	0	0	0	0	0	0	
47500																																																															0	0	0												15	0	50	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	23	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0	18	0	0	0	0	178	0	862	0	59	0	0	0	0	0	0	
48057																																																															0	0	0									73	48	207	31	3	57	0	0	0		0	0	0	74	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	48	207	73	0	0	0	0	0	0	0	0	0	0	0	0	151	8	0	0	0	0	0	0	0	360	6	0	0	0	0	0	0	0	
48150																																																															0	0	0									0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
48374																																																															0	0	0	0	0	0	0	0	0	0	0	25	5	0	66	17	20	0	0	0	0	0	0	0	4563	544	1750	0	0	0	388	0	319	0	0	0	0	0	0	0	0	0	0	0	3	0	0	5	0	25	2091	134	1795	1683	101	1451	0	0	0	0	0	0	276	3	16	0	0	0	0	228	0	1599	39	0	0	0	0	0	0	0	
48440																																																															0	0	0									0	0	0	0	0	9	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	19	0	0	0	0	212	0	75	0	0	0	0	0	0	0	0	
48552																																																															0	0	0												0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
48730																																																															0	0	0												52	121	73	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	40	0	0	0	0	0	709	480	382	0	0	0	0	0	0	0	0	
49054																																																															0	0	0												149	141	838	0	0	0		0	0	0	0	177	18	0	0	0	803	1872	0	0	0	0						0	0	0	250	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	1	0	0	0	0	0	345	30	294	109	7	17	0	0	0	0	0	
49148																																																															0	0	0									0	53	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0	12	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	
49241																																																															0	0	0									0	0	0	187	16	888	0	0	0		0	0	0	0	452	191	299	0	0	1902	272	1213	0	0	0						0	0	0	48	0	0	252	0	58	0	0	0	0	0	0	0	0	0	24	3	0	760	36	221	0	0	0	0	1999	0	275	36	65	0	0	0	0	0	0	
49344																																																															0	0	0												0	0	147	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	351	151	0	0	0	0	0	0	0	
49643																																																															0	0	0												17	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	76	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	
49652																																																															0	0	0									2	0	0	503	0	198	0	0	0		0	0	0	0	0	497	0	0	0	2	0	0	0	0	0						0	0	0	0	0	0	0	0	2	495	0	29	371	0	26	0	0	0	0	0	0	72	0	37	0	0	0	0	141	0	193	0	0	0	0	0	0	0	0	
49821																																																															0	0	0	0	0	0	0	0	0	0	0	0	0	0	1496	0	628	0	0	0	0	6492	0	8	0	0	0	0	0	0	1910	0	224	0	0	0	0	0	0	0	0	0	0	0	199	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	318	0	38	0	0	0	0	1526	274	1488	0	245	0	0	0	0	0	0	
49858																																																															0	0	0												30	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	18	0	0	0						0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	30	0	0	0	0	0	193	21	37	0	0	0	0	67	0	2	0	0	0	0	0	0	0	0	
49951																																																															0	0	0									0	0	0	4	14	0	0	0	0		0	0	0	36	29	0	0	0	0	0	107	0	0	0	0						0	0	0	0	0	0	556	80	0	0	0	0	0	0	0	0	0	0	0	0	0	91	40	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	
50144																																																															0	0	0												22	0	0	0	0	0		0	0	0	0	0	0	0	0	0	176	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	234	6	49	0	0	0	0	10	0	1008	628	0	0	0	0	0	0	0	
50461																																																															0	0	0												0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
50546																																																															0	0	0									0	0	0	10	0	0	0	0	0		3	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	208	29	23	0	0	0	0	294	7	241	32	13	0	0	0	0	0	0	
50854																																																															0	0	0												10	11	0	0	0	0		16	0	0	4	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171	18	0	0	0	0	0	19	0	157	0	0	0	0	0	0	0	0	
50957																																																															0	0	0												0	0	2	0	0	0		0	0	0	0	0	0	0	0	0	0	0	896	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
51253																																																															0	0	0												98	0	13	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1059	13	228	0	0	0	0	314	0	1602	44	0	0	0	0	0	0	0	
51356																																																															0	0	0												113	0	90	0	0	0		32	0	14	0	0	1	0	0	0	103	0	49	0	0	0						0	0	0	0	0	0	356	17	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	252	0	535	0	0	0	0	0	0	0	0	
51459																																																															0	0	0									9	205	0	177	0	48	0	0	0		0	0	555	64	0	0	0	0	0	334	0	0	0	0	0						0	0	0	0	0	0	205	0	9	191	0	0	172	0	0	0	0	0	0	0	0	33	0	16	0	0	0	0	33	0	16	0	0	0	0	0	0	0	0	
51730																																																															0	0	0									0	0	0	77	0	0	0	0	0		0	0	0	0	0	0	0	0	0	85	6	255	0	0	0						0	0	0	0	0	0	13	0	0	0	0	255	0	0	191	0	0	0	0	0	0	292	33	0	0	0	0	0	0	0	415	64	0	0	0	0	0	0	0	
51842																																																															0	0	0									0	162	0	53	0	2	0	0	0		0	0	0	0	0	0	0	0	0	194	0	0	0	0	0						0	0	0	0	0	0	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	20	2	0	0	0	0	0	0	593	0	10	0	0	0	0	0	0	
52410																																																															0	0	0												0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	7	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	
52456																																																															0	0	0									0	5	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
52719																																																															0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4741	1713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
52951																																																															0	0	0									3	16	0	154	0	19	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	16	0	3	0	0	0	0	0	0	0	0	0	0	0	0	144	22	6	0	0	0	0	35	0	84	0	0	0	0	0	0	0	0	
53015																																																															0	0	0												0	0	90	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	2	21	0	0	0	0	162	18	38	86	0	0	0	0	0	0	0	
53033	0	0	0	0	0	329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1563	1	0	0	0	0	0	0	0	0	0	0	0	0	0	106	0	28	0	0	0	0	0	0	0	0	0																						0	0	0	0	0	0	0	0	0	0	0	0												0	0	0																							42	1330	0	0	0	0						
53051																																																															0	0	0									0	109	0	6	2	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	148	10	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	
53239																																																															0	0	0									0	195	51	102	0	115	0	0	0		0	0	0	0	0	0	0	0	0	763	0	0	0	0	0						0	0	0	0	0	0	195	51	0	540	0	93	427	0	84	0	0	0	0	0	0	96	25	25	0	0	0	0	188	0	408	69	2	0	0	0	0	0	0	
53453																																																															0	0	0									0	0	0	1	0	127	0	0	0		0	0	0	0	0	0	0	0	0	0	0	49	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0	12	0	0	0	0	4	0	145	14	0	0	0	0	0	0	0	
53752																																																															0	0	0												0	0	30	105	25	0		0	0	0	0	0	0	0	0	0	24	25	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	214	55	27	0	0	0	0	0	0	195	25	0	0	0	0	0	0	0	
54049																																																															0	0	0												4	0	118	0	0	0		0	0	0	0	0	0	0	0	0	0	0	261	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	13	0	12	0	8	0	0	0	0	0	0	161	0	0	0	0	0	0	0	0	
54058																																																															0	0	0									247	94	75	174	24	22	0	0	0		0	0	77	45	0	60	0	0	0	31	0	77	0	0	0						0	0	0	0	0	0	94	75	247	0	0	0	0	0	0	0	0	0	0	0	0	395	91	13	0	0	0	0	473	0	1047	272	0	0	0	0	0	0	0	
54357																																																															0	0	0									0	0	30	38	0	0	0	0	0		0	0	0	273	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	93	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
54375																																																															0	0	0	0	0	0	0	0	0	0	0	0	0	0	736	0	219	0	0	0	0	256	0	0	0	0	0	0	0	0	627	0	4840	0	0	0	0	0	0	0	0	0	0	0	378	0	282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	227	5	36	0	0	0	0	0	121	341	0	162	0	0	0	0	0	0	
54441																																																															0	0	0									0	0	0	127	0	0	0	0	0		0	0	0	0	0	144	0	0	0	0	0	128	0	0	0						0	0	0	24	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
54656																																																															0	0	0									0	0	0	62	0	55	0	0	0		0	0	0	101	0	0	0	0	0	0	0	68	0	0	0						0	0	0	0	0	0	27	8	0	0	0	0	0	0	0	0	0	0	10	4	0	51	0	1	0	0	0	0	0	0	188	0	0	0	0	0	0	0	0	
55176																																																															0	0	0												20	0	300	0	0	0		364	0	0	0	0	0	0	0	0	248	0	0	0	0	0						0	0	0	109	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	40	0	0	0	0	289	0	2747	0	0	0	0	0	0	0	0	
55251																																																															0	0	0												104	0	163	0	0	0		184	0	1855	0	0	0	0	0	0	0	0	36	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	34	20	0	0	0	0	79	29	0	0	82	0	0	0	0	0	0	
55336																																																															0	0	0												0	0	0	0	0	0		0	0	0	0	0	0	0	0	86	0	0	93	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	
55635																																																															0	0	0												37	0	0	0	0	0		0	0	97	0	0	0	0	0	0	701	0	575	0	0	0						0	0	0	0	0	0	0	0	0	0	0	480	0	0	384	0	0	0	11	3	0	71	55	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	
55653																																																															0	0	0												0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	445	413	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	
56230																																																															0	0	0												17	0	33	0	0	0		0	0	16	0	0	0	0	0	0	130	0	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
56258																																																															0	0	0									0	0	0	244	9	32	0	0	0		121	0	0	0	0	0	0	0	0	8	407	46	0	0	0						0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	28	13	0	0	0	0	0	0	196	280	8	0	0	0	0	0	0	
56351																																																															77	0	0	0	0	0	0	0	0	0	0	0	76	0	277	0	1740	0	0	0	0	700	0	0	16	0	0	0	0	0	116	0	628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	332	129	0	0	0	0	0	0	0	828	245	0	0	0	0	0	0	0	
56427																																																															0	0	0												0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	151	101	0	0	0	0						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	28	0	0	0	0	0	0	0	494	72	41	7	0	0	0	0	0	
56548																																																															0	0	0									0	225	0	253	0	198	0	0	0		144	0	0	423	0	0	0	0	0	927	0	127	0	0	0						0	0	0	0	0	0	225	0	0	0	0	0	0	0	0	0	0	0	1	0	0	33	0	4	0	0	0	0	120	22	259	0	0	0	0	0	0	0	0	
