"IDRSSD"	RCFD0010	RCFD1395	RCFD1651	RCFD1754	RCFD1773	RCFD2170	RCFD2221	RCFD3123	RCFD3128	RCFD3210	RCFD3368	RCFD3411	RCFD3429	RCFD3433	RCFD3545	RCFD3792	RCFD3809	RCFD3812	RCFD3821	RCFD3833	RCFD4336	RCFD5306	RCFD5310	RCFD5311	RCFD5320	RCFD5327	RCFD5334	RCFD5339	RCFD5340	RCFD5369	RCFD5610	RCFD7204	RCFD7205	RCFD7206	RCFD7273	RCFD7274	RCFD7275	RCFD8274	RCFD8275	RCFD8434	RCFD8764	RCFD8766	RCFD8767	RCFD8769	RCFD8770	RCFD8771	RCFD8772	RCFD8773	RCFD8774	RCFD8775	RCFD8776	RCFD8777	RCFD8778	RCFD8779	RCFDA000	RCFDA001	RCFDA002	RCFDA167	RCFDA221	RCFDA222	RCFDA223	RCFDA224	RCFDA250	RCFDB503	RCFDB504	RCFDB505	RCFDB520	RCFDB528	RCFDB541	RCFDB542	RCFDB543	RCFDB546	RCFDB547	RCFDB548	RCFDB581	RCFDB582	RCFDB583	RCFDB588	RCFDB589	RCFDB590	RCFDB591	RCFDB592	RCFDB593	RCFDB594	RCFDB595	RCFDB596	RCFDB600	RCFDB601	RCFDB602	RCFDB603	RCFDB604	RCFDB605	RCFDB606	RCFDB607	RCFDB608	RCFDB609	RCFDB610	RCFDB611	RCFDB612	RCFDB617	RCFDB618	RCFDB619	RCFDB620	RCFDB621	RCFDB622	RCFDB623	RCFDB624	RCFDB625	RCFDB626	RCFDB627	RCFDB628	RCFDB629	RCFDB630	RCFDB631	RCFDB639	RCFDB640	RCFDB641	RCFDB642	RCFDB643	RCFDB644	RCFDB650	RCFDB651	RCFDB652	RCFDB653	RCFDB654	RCFDB655	RCFDB656	RCFDB657	RCFDB658	RCFDB659	RCFDB660	RCFDB661	RCFDB662	RCFDB663	RCFDB664	RCFDB665	RCFDB666	RCFDB667	RCFDB668	RCFDB669	RCFDB670	RCFDB671	RCFDB672	RCFDB673	RCFDB675	RCFDB676	RCFDB677	RCFDB678	RCFDB679	RCFDB680	RCFDB681	RCFDB682	RCFDB683	RCFDB684	RCFDB685	RCFDB686	RCFDB687	RCFDB688	RCFDB689	RCFDB690	RCFDB691	RCFDB693	RCFDB694	RCFDB695	RCFDB696	RCFDB697	RCFDB698	RCFDB699	RCFDB700	RCFDB701	RCFDB702	RCFDB703	RCFDB704	RCFDC063	RCFDC064	RCFDC225	RCFDC227	RCFDC228	RCON0010	RCON1395	RCON1651	RCON1754	RCON1773	RCON2170	RCON2221	RCON3123	RCON3128	RCON3210	RCON3368	RCON3411	RCON3429	RCON3433	RCON3545	RCON3792	RCON3809	RCON3812	RCON3821	RCON3833	RCON4336	RCON5306	RCON5310	RCON5311	RCON5320	RCON5327	RCON5334	RCON5339	RCON5340	RCON5369	RCON5610	RCON7204	RCON7205	RCON7206	RCON7273	RCON7274	RCON7275	RCON8274	RCON8275	RCON8434	RCON8764	RCON8766	RCON8767	RCON8769	RCON8770	RCON8771	RCON8772	RCON8773	RCON8774	RCON8775	RCON8776	RCON8777	RCON8778	RCON8779	RCONA000	RCONA001	RCONA002	RCONA167	RCONA221	RCONA222	RCONA223	RCONA224	
1351																																																																																																																																																																																			2244	0	0	35704	3555	95109	0	380	0	13067	93000	0	0	0	0	13412	0	0	320	0	0	0	380	380	500	33875	13908	2881	47151	0	0	0.1401	0.2197	0.2135	0.0000	0.0000	0.0000	13032	380	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61040	93000	
1454																																																																																																																																																																																			17000	0	0	0	110918	306969	0	828	0	29478	303599	0	0	0	0	27130	0	0	0	0	0	0	828	828	17819	144148	32526	6543	110128	3252	0	0.0867	0.1707	0.1655	0.0000	0.0000	0.0000	26302	828	3039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	158964	303462	
1557																																																																																																																																																																																			1974	0	0	2447	8406	33843	0	380	0	5924	34621	0	0	0	0	5936	0	0	55	749	0	0	288	288	161	11639	3326	771	18659	0	0	0.1631	0.2585	0.2460	0.0000	0.0000	0.0000	5648	288	276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	22961	34621	
1632																																																																																																																																																																																			8420	0	0	0	33072	250233	0	2618	0	20518	241162	0	0	0	0	22426	0	0	205	18003	0	0	2618	2618	1895	42965	36763	9687	170073	0	0	0.0821	0.1074	0.0948	0.0000	0.0000	0.0000	19808	2618	710	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	208880	241162	
1669																																																																																																																																																																																			11041	0	0	105808	41438	233816	0	1528	0	38068	240269	0	0	0	0	35743	0	0	0	0	0	0	987	987	21906	140177	36898	1538	32514	0	0	0.1460	0.4556	0.4430	0.0000	0.0000	0.0000	34756	987	1039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	541	78457	237996	
1829																																																																																																																																																																																			6708	0	0	0	120043	286745	482	2088	0	37765	288008	0	0	0	0	36756	0	0	30	9334	0	0	1986	2468	24153	92393	64352	4718	103149	0	0	0.1191	0.2315	0.2159	0.0000	0.0000	0.0000	34288	2468	3477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	158788	288008	
1856																																																																																																																																																																																			1346	0	0	0	13309	23346	0	109	0	2287	11730	0	0	0	0	2327	0	0	0	1	0	0	100	100	181	18023	1317	870	3857	0	0	0.1903	0.2868	0.2744	0.0000	0.0000	0.0000	2227	100	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	8115	11703	
2040																																																																																																																																																																																			4127	0	0	278	21315	140008	0	1237	0	13334	135804	0	0	0	0	13963	0	0	0	0	0	0	1237	1237	1383	23234	35336	4004	80357	452	0	0.0937	0.1355	0.1235	0.0000	0.0000	0.0000	12726	1237	608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103064	135804	
2161																																																																																																																																																																																			9458	0	0	516	24795	93303	0	511	0	8831	96831	0	0	0	0	8997	0	0	0	0	0	0	511	511	2272	36687	23265	4161	31067	0	0	0.0876	0.1798	0.1696	0.0000	0.0000	0.0000	8486	511	345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50037	96831	
2376																																																																																																																																																																																			8372	0	0	218794	298350	938390	23	6164	0	107124	899890	0	0	0	0	108394	0	0	0	0	0	0	4416	4439	92111	388664	366712	13814	92218	0	0	0.1155	0.3083	0.2957	0.0000	0.0000	0.0000	103955	4439	3164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1748	351559	899885	
2451																																																																																																																																																																																			164	0	0	396	563	14217	0	131	0	1064	13653	12	0	0	0	1185	0	0	0	0	0	0	131	131	30	1290	4326	512	8689	0	0	0.0772	0.1066	0.0949	0.0000	0.0000	0.0000	1054	131	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11112	13653	
2554																																																																																																																																																																																			1140	0	0	9	2093	7726	0	42	0	752	7205	0	0	0	0	787	0	0	0	0	0	0	42	42	3	3437	277	200	4043	0	0	0.1034	0.1616	0.1530	0.0000	0.0000	0.0000	745	42	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4869	7205	
2732																																																																																																																																																																																			17511	0	0	0	64329	401975	0	2525	0	50264	411533	0	0	0	0	49965	0	0	0	0	0	0	2525	2525	7804	84653	64570	8479	244023	0	0	0.1157	0.1681	0.1596	0.0000	0.0000	0.0000	47440	2525	1214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	297251	409923	
2750																																																																																																																																																																																			828	0	0	0	9474	46878	0	776	0	4648	47510	0	0	0	0	4956	0	0	0	0	0	0	448	448	2861	9707	2431	2827	32515	0	0	0.0949	0.1402	0.1275	0.0000	0.0000	0.0000	4508	448	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	328	35344	47510	
2938																																																																																																																																																																																			21891	0	0	0	39120	274183	0	3340	0	20066	268564	0	0	0	0	21699	0	0	888	7737	0	0	2688	2688	4033	54291	39874	12318	177611	0	0	0.0708	0.1012	0.0887	0.0000	0.0000	0.0000	19011	2688	1055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	652	214386	268564	
2956																																																																																																																																																																																			3109	0	0	0	41234	115127	0	875	0	13100	115123	10	0	0	0	13596	0	0	86	132	0	0	793	793	1237	47627	25739	3450	40915	0	0	0.1112	0.2147	0.2021	0.0000	0.0000	0.0000	12803	793	297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	63339	115123	
3252																																																																																																																																																																																			8230	0	0	7549	14644	92200	0	1224	0	9954	89882	0	0	0	0	10617	0	0	263	195	0	0	854	854	1614	27629	2938	3007	60951	0	0	0.1086	0.1563	0.1437	0.0000	0.0000	0.0000	9763	854	191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	370	67943	89882	
3458																																																																																																																																																																																			4441	0	0	1469	6744	21815	0	342	0	2266	22473	0	0	0	0	2332	0	0	0	0	0	0	189	189	242	7116	1876	403	12737	0	0	0.0954	0.1560	0.1434	0.0000	0.0000	0.0000	2143	189	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153	14945	22473	
