"IDRSSD"	RIAD0497	RIAD4042	RIAD4136	RIAD4141	RIAD4146	RIAD4461	RIAD4462	RIAD4463	RIAD4464	RIAD4467	RIAD4468	RIAD4486	RIAD4487	RIAD4488	RIAD4489	RIAD4491	RIAD4498	RIAD4499	RIAD4522	RIAD4769	RIAD5523	RIAD6373	RIAD8403	RIADB526	RIADB527	RIADC013	RIADC014	RIADC015	RIADC016	RIADC017	RIADC018	TEXT4461	TEXT4462	TEXT4463	TEXT4464	TEXT4467	TEXT4468	TEXT4487	TEXT4489	TEXT4498	TEXT4499	TEXT4522	TEXT4769	TEXTB526	TEXTB527	
1351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0															
1454	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	153	0	0	0	0	0	0	0	211															
1557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0															
1632	78	0	56	24	16	16	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	38	0	0	16	0	19	21	367	27	Travelers Express Net Revenue                                                                                                                                                                    														
1669	23	0	24	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	51	0	0	0	0	25	0	68	48															
1829	0	0	0	197	0	0	0	0	126	152	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	139	194	0				ATM/Debit Card Network Exp                                                                                                                                                                       	PA Shares Tax                                                                                                                                                                                    										
1856	0	0	0	11	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	8				FEES                                                                                                                                                                                             											
1959	0	0	0	11	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0					foreclosure costs                                                                                                                                                                                										
2040	40	3	33	9	9	0	0	8	8	8	10	0	0	0	0	0	0	0	0	false	0	0	28	0	0	5	0	9	7	27	43			Miscellaneous customer fees                                                                                                                                                                      	ORE writedown                                                                                                                                                                                    	Auditing expense                                                                                                                                                                                 	ATM/Debit card expense                                                                                                                                                                           									
2161	21	0	63	19	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	22	0	0	15	0	12	6	52	67															
2376	0	320	0	0	0	488	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	348	0	Joint Venture income                                                                                                                                                                             														
2451	3	0	2	5	2	0	0	0	1	2	8	0	0	0	0	0	0	0	0	false	0	0	6	0	0	0	0	2	0	4	4				Travel Expense                                                                                                                                                                                   	Telephone Expense                                                                                                                                                                                	Subs, Memberships, Dues                                                                                                                                                                          									
2554	0	0	4	0	0	0	0	0	3	3	8	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	1	0	2	2				insurance and bonds                                                                                                                                                                              	exams                                                                                                                                                                                            	accounting                                                                                                                                                                                       									
2732	147	0	55	39	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	90	0	0	0	0	54	36	360	110															
2750	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	34	0															
2938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	319	0	0	false	0	0	0	0	0	0	0	0	0	516	0									CAPITAL INFUSION                                                                                                                                                                                 						
2956	19	2	24	11	17	0	0	0	26	48	0	0	0	0	0	0	0	0	0	false	0	0	21	0	0	5	0	16	10	117	22				73                                                                                                                                                                                               	48                                                                                                                                                                                               										
3252	0	0	0	45	0	26	0	0	38	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	Gain on sale (Hulinsky) (net)                                                                                                                                                                    			In House Computer Expense                                                                                                                                                                        											
3458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0															
3506	546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0															
3579	104	0	0	0	0	0	93	0	115	102	87	0	0	0	0	0	0	0	552	false	0	0	0	0	0	0	0	0	0	0	99				Tax on Stock                                                                                                                                                                                     	Restructuring Charges                                                                                                                                                                            	Communications                                                                                                                                                                                   					Bal of allowance of merged institution                                                                                                                                                           				
3720	80	11	17	13	8	27	19	29	43	0	0	0	0	0	0	0	0	0	0	false	0	0	37	0	0	9	0	17	17	60	49	CREDIT CARD MERCHANT DISCOUNT                                                                                                                                                                    	OFFICER INSURANCE INCOME                                                                                                                                                                         	BANCLUB INCOME                                                                                                                                                                                   	DDI BENEFIT EXPENSE                                                                                                                                                                              											
3953	71	55	30	40	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	18	0	0	0	0	0	0	31	43															
4138	47	0	76	7	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	38	0	0	11	0	14	12	51	52															
4147	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	64	0	0	0	0															
4156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	67	0															
4231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	31	0	0	7	0	7	8	63	0															
4437	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	144	56															
4745	1	0	10	3	1	1	0	0	2	5	0	0	0	0	0	0	0	0	0	false	0	0	3	0	0	0	0	1	2	6	2	MISC                                                                                                                                                                                             			STATE ASSESSMENTS                                                                                                                                                                                	BANK SRVC CHGS                                                                                                                                                                                   										
4839	0	0	0	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	203	0															
5005	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	135	0															
5050	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	49	merchant card                                                                                                                                                                                    														
5069	79	0	0	15	19	57	16	0	30	23	15	0	0	0	0	0	0	0	0	false	0	0	11	0	0	0	0	0	0	84	24	FEES LETTERS OF CREDIT                                                                                                                                                                           	DOCUMENTARY COLLECTION FEES                                                                                                                                                                      		PHONE & TELLEX                                                                                                                                                                                   	SERVICE CHARGES-CORRESPONDENT BANKS & FED.                                                                                                                                                       	OTHER PROFESSIONAL SERVICES AND AUDIT                                                                                                                                                            									
5135	8	0	10	18	7	25	11	0	98	8	68	0	0	0	0	0	0	0	0	false	0	0	5	0	0	2	0	5	15	126	18	Miscellaneous Income                                                                                                                                                                             	Check Cashing Fees                                                                                                                                                                               		Management Fees                                                                                                                                                                                  	Exam Fees                                                                                                                                                                                        	Miscellaneous Expense                                                                                                                                                                            									
5210	0	0	0	0	0	0	0	0	301	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0				Pennsylvania Shares Tax                                                                                                                                                                          											
5247	149	0	19	8	60	277	0	0	317	275	0	0	0	0	0	0	0	0	0	false	0	0	252	0	0	131	0	119	39	265	170	Mortgage Loan Processing Income                                                                                                                                                                  			Item Processing Expense                                                                                                                                                                          	Cash Station Expense                                                                                                                                                                             										
5274	0	0	50	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	108	0				Accounting and Audit Expense                                                                                                                                                                     											
5331	0	0	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	99	266	0				ATM PROCESSINGEXPENSES                                                                                                                                                                           											
5461	68	13	11	28	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	37	0	0	33	1001	9	70	107	79															
5751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	43	0	0	0	0															
5939	1179	0	0	0	0	4483	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	2034	1255	GAIN ON SALE OF DEPOSITS                                                                                                                                                                         														
6039	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	114	0	MORTGAGE PREPARATION INCOME                                                                                                                                                                      														
6057	2	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	4	0	0	0	0	3	0	18	8	Collection Fee                                                                                                                                                                                   														
6141	7	0	22	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	19	0	0	4	0	6	0	31	18															
6329	0	0	0	106	0	140	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	Yield Spread Premium                                                                                                                                                                             														
6842	6	0	11	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	7	0	0	0	0	3	4	21	9															
6972	287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0															
7009	0	0	0	0	0	5981	0	0	17637	700	0	0	0	0	0	0	16	0	0	true	0	0	0	0	0	0	0	0	0	0	0	Trademark royalty fees                                                                                                                                                                           			Investment advisory  other service fees                                                                                                                                                          	Custody fees                                                                                                                                                                                     				See item RI-E7 below for description                                                                                                                                                             						
7045	36	0	28	18	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	38	0	0	5	0	9	14	0	32															
7157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	15	0	0	0	0	0	0	21	0															
7166	0	0	0	0	0	0	0	0	525	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	794	0				HOLDING CO MANAGEMENT FEES                                                                                                                                                                       											
7456	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0				Legal and Professional                                                                                                                                                                           											
7634	0	0	0	0	0	18	0	0	18	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	22	EDP Income                                                                                                                                                                                       			ATM Operation Expense                                                                                                                                                                            											
8033	2	16	43	22	4	10	6	2	26	16	15	0	0	0	0	0	0	0	0	false	0	0	15	0	0	3	0	0	3	48	16	Fees All Other                                                                                                                                                                                   	Rental Income Bank Premises and Property                                                                                                                                                         	Bank Card Income                                                                                                                                                                                 	Taxes AdValorem                                                                                                                                                                                  	Services External Auditors                                                                                                                                                                       	Services Analysis Charge                                                                                                                                                                         									
8154	19	0	0	0	0	0	0	0	27	36	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	49	0				Communications                                                                                                                                                                                   	Miscellaneous Expense                                                                                                                                                                            										
8417	0	0	0	0	0	0	0	0	50964	3818	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	6543	0				Affiliate Related Expense Allocations                                                                                                                                                            	Software                                                                                                                                                                                         										
8462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	26															
8547	13	0	17	10	10	0	0	0	64	56	0	0	0	0	0	0	0	0	0	false	0	0	17	0	0	0	2	5	26	155	33				Miscellaneous Operating Exp                                                                                                                                                                      	Restructuring Exp                                                                                                                                                                                										
8631	32	0	51	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	36	32				DEALER PARTICIPATION FEES                                                                                                                                                                        											
9115	791	0	28	62	102	70	48	0	1403	637	557	0	0	0	0	0	1700	0	0	false	0	0	17	0	0	0	0	111	0	134	419	Wire Transfer Fees                                                                                                                                                                               	Commerce on line Income                                                                                                                                                                          		Misc. Expense                                                                                                                                                                                    	Debit Card Expense                                                                                                                                                                               	Travel & Entertainment                                                                                                                                                                           			Capital Downstream from Parent Company                                                                                                                                                           						
9160	0	0	0	0	0	0	0	0	75	56	58	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	103	108				Rent                                                                                                                                                                                             	Item Processing                                                                                                                                                                                  	Insurance                                                                                                                                                                                        									
9339	107	0	42	15	22	11	0	0	1044	0	0	0	0	0	0	0	0	0	0	false	0	0	21	0	0	0	0	0	0	0	60	Merchant Residual                                                                                                                                                                                			Management Fees                                                                                                                                                                                  											
9357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3500	0	0	false	0	0	0	0	0	0	0	0	0	0	0									CAPITAL CONTRIBTUION                                                                                                                                                                             						
9553	4	0	20	4	6	0	0	0	9	9	6	0	0	0	0	0	0	0	0	false	0	0	10	0	0	0	0	4	7	10	13				Insurance                                                                                                                                                                                        	Service Charges Paid                                                                                                                                                                             	Telephone                                                                                                                                                                                        									
9807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0															
9955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	106	0															
10157	0	0	0	34	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	54	0	TRUST FEES                                                                                                                                                                                       														
10250	113	0	30	2	16	13	0	0	26	80	28	0	0	0	0	0	2000	0	0	false	0	0	63	0	0	20	7	26	11	25	129	Merchant Credit Cards                                                                                                                                                                            			Education                                                                                                                                                                                        	Insurance - Fidelity & Property                                                                                                                                                                  	Loss on OD s & Checks                                                                                                                                                                            			Holding Company Capital Injection                                                                                                                                                                						
10577	18	0	25	0	0	6	0	0	132	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	1	0	7	5	24	0	FEES MISC.                                                                                                                                                                                       			SERVICE CONTRACT - INDEPENDENT FINANCIAL NETWORK                                                                                                                                                 											
10849	39	0	20	1	13	0	0	0	80	0	0	0	0	0	0	0	0	0	0	false	0	0	29	0	0	7	0	12	3	0	42				TELEPHONE EXPENSE                                                                                                                                                                                											
10858	0	0	0	0	0	0	0	0	163	0	0	0	0	0	0	0	0	0	8	false	0	0	0	0	0	0	0	0	0	0	0				I/C FNNI Adm Overhead - FNNI                                                                                                                                                                     							Provision for acquisition - Grand Island Trust                                                                                                                                                   				
11145	53	0	33	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	39	0	0	27	0	20	15	121	71															
11350	12	0	0	10	14	0	0	0	7	7	0	0	0	0	0	0	0	0	0	false	0	0	12	0	0	0	0	8	3	46	11				INSURANCE                                                                                                                                                                                        	DUES & SUBSCRIPTIONS                                                                                                                                                                             										
11640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	-7	0	0	81	0	0	0	64													2000 Stateof MS Income Tax Due                                                                                                                                                                   		
11837	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	29	0				ITEM PROCESSING EXPENSE											
12030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	213															
12058	0	0	0	0	0	0	0	0	85	47	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	63				fees                                                                                                                                                                                             	other asset expenses                                                                                                                                                                             										
12142	27	0	34	8	6	7	6	9	36	16	42	0	0	0	0	0	0	0	0	false	0	0	51	0	0	36	0	27	23	0	71	Money Order fees                                                                                                                                                                                 	Misc Income                                                                                                                                                                                      	Loan Origination fees                                                                                                                                                                            	Telephone                                                                                                                                                                                        	Accounting                                                                                                                                                                                       	Insurance                                                                                                                                                                                        									
12245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	41	0	0	0	63	0															
12311	0	0	0	0	0	19121	0	0	20000	14639	0	0	0	0	0	0	0	0	-3038	false	0	0	0	-9113	0	0	0	0	0	0	0	Income from Bank Owned Life Insurance                                                                                                                                                            			Lease Residual Charge                                                                                                                                                                            	Corporate Overhead Charges                                                                                                                                                                       						Allowance of securitized loans                                                                                                                                                                   		Change in accounting method for derivatives                                                                                                                                                      		
12357	1	0	1	6	2	1	0	0	2	0	0	0	0	0	0	0	0	0	0	false	0	0	4	0	0	0	0	3	0	0	7	Collections                                                                                                                                                                                      			Insurance                                                                                                                                                                                        											
12405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1500	0	0	false	0	0	0	0	0	0	0	0	0	364	0									Capital Contribution from CNB Financial Corp.                                                                                                                                                    						
12647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	54	18															
12656	3	0	14	3	1	1	2	0	8	5	8	0	0	0	0	0	0	0	0	false	0	0	8	7	0	0	0	2	2	6	9	check cashing fees                                                                                                                                                                               	misc. income                                                                                                                                                                                     		committee fees                                                                                                                                                                                   	correspondent service charges                                                                                                                                                                    	bond premiums                                                                                                                                                                                    							update 2000 tax accruals                                                                                                                                                                         		
12937	0	0	0	54	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	65	0	0				Insurance                                                                                                                                                                                        											
12946	0	0	0	0	0	167	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	Life insurance proceeds                                                                                                                                                                          														
12955	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	0	0	45	0	0	0	0	0	0	0	53															
13037	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0															
13103	0	0	0	0	0	0	0	0	272	0	0	0	0	0	0	0	0	0	0	false	0	0	0	1	-2	0	0	0	0	347	0				Item processing charges                                                                                                                                                                          									amendment of 3/31 minority interest (this should be -1)                                                                                                                                          	this corrects the 3/31 amendment the right way                                                                                                                                                   	
13251	4	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	2	0	0	0	9	7															
13309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0															
13457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	25	0	0	0	14															
14052	34	0	27	0	4	0	4	2	15	10	7	0	0	0	0	0	0	0	0	true	0	0	20	0	0	3	0	5	2	57	20		Wire Transfer Fees                                                                                                                                                                               	Stop Payment Fees                                                                                                                                                                                	Bankers Bank Processing                                                                                                                                                                          	Telephone                                                                                                                                                                                        	Customer Checks                                                                                                                                                                                  									
14155	31	0	0	0	7	0	0	0	45	0	0	0	0	0	0	0	0	0	0	false	0	0	28	0	0	15	3	10	6	85	27				Consulting Fees                                                                                                                                                                                  											
14258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0															
14409	7628	0	0	0	0	8092	0	0	0	0	0	70	0	0	0	0	18164	0	0	false	0	115	0	0	0	0	6475	0	12307	0	0	International fees                                                                                                                                                                               								Purchase accounting adjustment                                                                                                                                                                   						
14454	0	0	0	0	0	0	0	0	23	82	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	30	0				Service Charge Leases                                                                                                                                                                            	Management Fees                                                                                                                                                                                  										
14650	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	22	0	0	0	14	0	0	45	17	EXCHANGE AND COLLECTION                                                                                                                                                                          														
14753	11	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	false	0	0	12	0	0	0	0	0	0	33	0															
14865	39	0	17	0	0	3	3	5	21	26	25	0	0	0	0	0	0	0	0	true	0	0	41	0	0	8	22	9	30	0	59	Wire Fees                                                                                                                                                                                        	Contract Collection Fees                                                                                                                                                                         	Check Cashing Fee                                                                                                                                                                                	Tax Prep/Audit                                                                                                                                                                                   	Contract Courier                                                                                                                                                                                 	Telephone                                                                                                                                                                                        									
14931	0	0	0	27	5	0	0	0	32	19	32	0	0	0	0	0	0	0	0	false	0	0	13	0	0	0	0	0	0	78	15				Corr. Bk. Chgs (17) & Insurance (15)                                                                                                                                                             	Audit & Accounting Fees                                                                                                                                                                          	Courier (17) and Software Deprec. (15)                                                                                                                                                           									
14940	81	0	0	0	0	75	0	0	431	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	175	0	Fees from affiliates-mtge loan orig                                                                                                                                                              			Holding co. admin & proc fees                                                                                                                                                                    											
15536	76	0	29	267	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	81	0	0	99	0	100	136	524	179															
15732	0	0	0	0	0	402	0	0	0	0	0	0	0	0	0	0	200	0	0	false	0	0	0	0	0	0	0	0	0	194	0	Mortgage Origination Fees                                                                                                                                                                        								Cap. Injection from Hold. Co. Mar.01                                                                                                                                                             						
16337	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	115	288	0															
16355	35	0	0	0	0	0	0	0	64	23	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	4	0	78	0				MANAGEMENT FEES                                                                                                                                                                                  	OTHER OUTSIDE SERVICES                                                                                                                                                                           										
