"IDRSSD"	RCFD0211	RCFD0213	RCFD0416	RCFD1286	RCFD1287	RCFD1289	RCFD1290	RCFD1291	RCFD1293	RCFD1294	RCFD1295	RCFD1297	RCFD1298	RCFD1737	RCFD1738	RCFD1739	RCFD1741	RCFD1742	RCFD1743	RCFD1744	RCFD1746	RCFD1754	RCFD1771	RCFD1772	RCFD1773	RCFD1778	RCFD8496	RCFD8497	RCFD8498	RCFD8499	RCFD8782	RCFD8783	RCFDA248	RCFDA510	RCFDA511	RCFDA549	RCFDA550	RCFDA551	RCFDA552	RCFDA553	RCFDA554	RCFDA555	RCFDA556	RCFDA557	RCFDA558	RCFDA559	RCFDA560	RCFDA561	RCFDA562	RCFDB838	RCFDB839	RCFDB840	RCFDB841	RCFDB842	RCFDB843	RCFDB844	RCFDB845	RCFDB846	RCFDB847	RCFDB848	RCFDB849	RCFDB850	RCFDB851	RCFDB852	RCFDB853	RCFDB854	RCFDB855	RCFDB856	RCFDB857	RCFDB858	RCFDB859	RCFDB860	RCFDB861	RCFDC026	RCFDC027	RCFDC988	RCFDC989	RCFDG300	RCFDG301	RCFDG302	RCFDG303	RCFDG304	RCFDG305	RCFDG306	RCFDG307	RCFDG308	RCFDG309	RCFDG310	RCFDG311	RCFDG312	RCFDG313	RCFDG314	RCFDG315	RCFDG316	RCFDG317	RCFDG318	RCFDG319	RCFDG320	RCFDG321	RCFDG322	RCFDG323	RCFDG324	RCFDG325	RCFDG326	RCFDG327	RCFDG328	RCFDG329	RCFDG330	RCFDG331	RCFDG336	RCFDG337	RCFDG338	RCFDG339	RCFDG340	RCFDG341	RCFDG342	RCFDG343	RCFDG344	RCFDG345	RCFDG346	RCFDG347	RCFDG348	RCFDG349	RCFDG350	RCFDG351	RCFDG352	RCFDG353	RCFDG354	RCFDG355	RCFDG356	RCFDG357	RCFDG358	RCFDG359	RCFDG360	RCFDG361	RCFDG362	RCFDG363	RCFDG364	RCFDG365	RCFDG366	RCFDG367	RCFDG368	RCFDG369	RCFDG370	RCFDG371	RCFDG372	RCFDG373	RCFDG374	RCFDG375	RCON0211	RCON0213	RCON0416	RCON1286	RCON1287	RCON1289	RCON1290	RCON1291	RCON1293	RCON1294	RCON1295	RCON1297	RCON1298	RCON1737	RCON1738	RCON1739	RCON1741	RCON1742	RCON1743	RCON1744	RCON1746	RCON1754	RCON1771	RCON1772	RCON1773	RCON1778	RCON8496	RCON8497	RCON8498	RCON8499	RCON8782	RCON8783	RCONA248	RCONA510	RCONA511	RCONA549	RCONA550	RCONA551	RCONA552	RCONA553	RCONA554	RCONA555	RCONA556	RCONA557	RCONA558	RCONA559	RCONA560	RCONA561	RCONA562	RCONB838	RCONB839	RCONB840	RCONB841	RCONB842	RCONB843	RCONB844	RCONB845	RCONB846	RCONB847	RCONB848	RCONB849	RCONB850	RCONB851	RCONB852	RCONB853	RCONB854	RCONB855	RCONB856	RCONB857	RCONB858	RCONB859	RCONB860	RCONB861	RCONC026	RCONC027	RCONC988	RCONC989	RCONG300	RCONG301	RCONG302	RCONG303	RCONG304	RCONG305	RCONG306	RCONG307	RCONG308	RCONG309	RCONG310	RCONG311	RCONG312	RCONG313	
1557																																																																																																																																																						0	0	6671	0	0	0	0	0	0	0	0	4688	4808	0	0	0	0	0	0	0	0	5957	6144	4729	4851	0	5957	6144	41	43	0	0	2002	0	0	604	1398	4255	3111	1440	0	0	0	0	0	0	0	0	0																									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1632																																																																																																																																																						0	0	27362	5113	5138	0	0	303	320	0	0	11989	12222	0	0	0	0	0	0	0	0	0	0	33455	34674	0	0	0	1120	1122	0	0	4109	0	0	2011	2098	165	11725	2804	0	96	0	0	0	8849	5522	0	1404																									0	0	0	0	0	0	0	0	0	0	13532	14468	0	0	0	0	0	0	
1669																																																																																																																																																						0	0	41033	0	0	0	0	0	0	70838	73718	35207	36061	0	0	0	0	0	0	0	0	93143	96863	35213	36067	0	17463	18184	0	0	0	0	28077	0	0	6002	22074	41958	44063	10265	0	0	6	0	0	4842	0	0	0																									0	0	0	0	0	0	0	0	4842	4961	6	6	0	0	0	0	0	0	
1829																																																																																																																																																						0	0	15898	0	0	0	0	0	0	0	0	21871	21917	0	0	961	1029	0	0	0	0	0	0	83564	84938	0	0	0	16879	16799	1000	994	3381	1918	1562	75	2509	5193	6497	18042	7428	716	872	1180	127	29912	10824	0	0																									0	0	0	0	0	0	1074	1152	0	0	40861	42479	0	0	0	0	0	0	
1856																																																																																																																																																						0	0	72094	0	0	0	0	0	0	0	0	30507	30109	0	0	0	0	0	0	0	0	33298	34086	89430	91193	0	1942	2063	2809	2793	0	0	50	0	0	4898	0	100	98	29747	0	0	0	261	0	0	0	55104	34283																									0	0	0	0	0	0	0	0	0	0	254	261	0	0	0	0	31356	32023	
2040																																																																																																																																																						0	0	22643	0	0	0	0	301	303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45529	45124	0	0	0	19632	20208	0	0	448	0	0	1478	273	3572	4301	11887	0	0	0	0	284	6304	1048	8870	7106																									0	0	0	0	0	0	0	0	0	0	7322	7637	0	0	0	0	0	0	
2161																																																																																																																																																						0	0	23436	0	0	0	0	0	0	0	0	3274	3302	0	0	0	0	0	0	0	0	2	2	43130	43932	0	0	0	13508	13637	1002	1007	1290	0	0	400	889	3093	1401	8989	2165	0	0	0	994	24424	1577	0	0																									0	0	0	0	2	2	398	427	0	0	25950	26566	0	0	0	0	0	0	
2376																																																																																																																																																						0	0	423089	0	0	0	0	0	0	0	0	300693	302220	0	0	2000	2079	0	0	0	0	76858	78740	394385	399186	0	0	0	0	0	0	0	14595	4910	5120	0	10247	51009	228006	19868	0	16143	19786	12112	3010	27682	2561	77865	2635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2354	2365	0	0	37263	38224	39701	41676	0	0	0	0	37241	38151	
2451																																																																																																																																																						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	76	0	0	0	76	76	0	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0																									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2554																																																																																																																																																						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	12	0	0	0	0	0	0	0	0	12	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0																									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2732																																																																																																																																																						0	0	40383	0	0	0	0	0	0	0	0	9392	9647	0	0	550	550	0	0	0	0	0	0	55607	57661	0	0	0	45665	47464	0	0	9677	0	0	2032	8195	27252	16698	3484	0	0	0	0	0	0	0	0	0																									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2750																																																																																																																																																						0	0	8367	0	0	0	0	0	0	0	0	2997	2989	0	0	499	472	0	0	0	0	0	0	11237	11281	0	0	0	2808	2796	1500	1474	838	0	0	250	146	124	117	4576	1045	332	1571	1736	110	0	1273	0	0																									0	0	0	0	0	0	1935	1972	0	0	2998	3052	0	0	0	0	0	0	
2938																																																																																																																																																						0	0	62423	10000	9999	0	0	1073	1111	0	0	20835	21624	0	0	0	0	0	0	0	0	0	0	67659	70308	0	0	0	774	797	0	0	6634	0	0	2011	3958	798	24166	2599	0	152	512	0	0	23332	12729	0	51																									0	0	0	0	0	0	4719	4789	0	0	30207	31937	0	0	0	0	0	0	
3252																																																																																																																																																						0	0	42313	0	0	0	0	1289	1276	0	0	10185	10249	0	0	1002	978	0	0	0	0	100	100	66054	67114	0	100	100	8884	9000	10036	10085	326	0	0	2091	5	1673	3780	13680	374	0	0	159	997	4253	9490	0	30712																									0	0	0	0	0	0	2052	2224	0	0	12172	12675	0	0	0	0	0	0	
3458																																																																																																																																																						0	0	6354	0	0	0	0	0	0	0	0	7090	7195	0	0	452	470	0	0	0	0	2307	2322	7542	7665	0	2307	2322	0	0	0	0	1857	0	0	1031	825	2140	869	4882	225	0	0	0	0	0	0	0	0																									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
3720																																																																																																																																																						0	0	24439	0	0	0	0	0	0	0	0	18285	18325	0	0	0	0	0	0	0	0	6216	6366	47908	48990	0	6216	6366	7766	8045	0	0	2145	0	0	540	1138	4910	12464	13331	204	201	267	388	620	16809	4067	267	0																									0	0	0	0	0	0	7147	7250	0	0	14450	15103	0	0	0	0	0	0	
3953																																																																																																																																																						0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	0	0	0	0	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0																									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
