"IDRSSD"	RCFD1578	RCFD1752	RCFD2148	RCFD2160	RCFD2166	RCFD2168	RCFD3549	RCFD3550	RCFD3551	RCFDA519	RCFDA520	RCFDB556	RCFDC009	RCFDC010	RCFDC436	RCFDJ448	RCFDJ449	RCON1578	RCON1752	RCON2148	RCON2160	RCON2166	RCON2168	RCON3549	RCON3550	RCON3551	RCONA519	RCONA520	RCONB556	RCONC009	RCONC010	RCONC436	RCONJ448	RCONJ449	TEXT3549	TEXT3550	TEXT3551	
1557																	CONF	0	146	0	1131	0	201	149	0	0	0	0	784	0	0	0	0	CONF	FDIC ASSESSMENT			
1632																	CONF	0	4107	232	14422	0	5579	0	0	0	0	0	3557	947	0	0	0	CONF				
1669																	CONF	0	429	290	9573	103	850	0	0	0	0	0	1694	6310	0	0	0	CONF				
1829																	CONF	0	2879	1604	9908	0	3859	0	0	0	0	0	1566	0	0	0	0	CONF				
1856																	CONF	0	2721	0	4802	696	697	0	0	0	0	0	1384	0	0	0	0	CONF				
2040																	CONF	0	1546	100	7063	575	2007	100	457	0	0	0	1045	2365	0	0	0	CONF	Computer Software	Accrued Tax Assets		
2161																	CONF	0	286	0	4129	645	3141	2495	0	0	0	302	400	0	0	0	0	CONF	Cash SurrenderValue-Life Ins			
2376																	CONF	0	24996	23221	95910	837	8559	681	0	0	0	0	8883	30251	0	0	7041	CONF	Suspense and Clearing			
2451																	CONF	0	592	975	2356	139	478	0	0	0	31	0	280	0	0	0	0	CONF				
2554																	CONF	0	0	0	228	13	94	46	0	0	0	0	134	0	0	0	0	CONF	software			
2732																	CONF	0	174	518	6140	74	2582	0	0	0	0	0	2534	332	0	0	0	CONF				
2750																	CONF	0	535	0	2840	172	411	0	0	0	0	0	1069	825	0	0	0	CONF				
2938																	CONF	0	2455	2379	11558	0	3590	0	0	0	0	0	3134	0	0	0	0	CONF				
3252																	CONF	0	320	0	3522	332	1213	363	0	0	0	0	1989	0	0	0	0	CONF	NP Debits			
3458																	CONF	0	184	0	601	28	162	0	0	0	0	0	255	0	0	0	0	CONF				
3720																	CONF	0	615	314	6246	312	924	0	0	0	0	0	899	3494	0	0	0	CONF				
3953																	CONF	0	782	0	5066	123	1895	1127	0	0	0	0	1559	830	0	0	0	CONF	Supercedius Bond			
4138																	CONF	8	991	677	3959	0	1467	0	0	0	0	0	824	0	0	0	0	CONF				
4156																	CONF	0	2503	87	8474	0	1104	0	0	0	0	0	1510	3270	0	0	0	CONF				
4231																	CONF	0	0	209	2038	0	694	0	0	0	0	0	1135	0	0	0	0	CONF				
4437																	CONF	0	1175	855	8163	0	1524	0	0	0	0	0	1167	3442	0	0	0	CONF				
4839																	CONF	0	2075	0	5041	190	1525	0	0	0	0	0	1441	0	0	0	0	CONF				
5005																	CONF	0	4637	3154	20100	2362	3234	0	0	0	0	0	1398	7677	0	0	0	CONF				
5069																	CONF	0	0	382	6940	788	4017	1472	0	0	0	0	2541	0	0	0	0	CONF	Accts. Rec.			
5135																	CONF	52	1639	1140	10533	229	1559	109	0	0	0	0	2849	3346	0	0	0	CONF	Fifth Third Clearing			
5210																	CONF	0	9170	3070	48040	1546	5264	0	0	0	0	0	3881	26655	0	0	0	CONF				
5331																	CONF	0	3847	2386	11006	0	3991	1947	0	0	0	0	488	294	0	0	0	CONF	accrued interest on securities purchased			
5461																	CONF	0	2214	0	11299	0	6479	3843	0	0	0	0	1911	695	0	0	0	CONF	QZAB			
5751																	CONF	0	303	0	3795	26	303	0	0	0	0	0	754	2435	0	0	0	CONF				
6039																	CONF	0	160	89	2516	0	1415	390	614	0	0	0	571	281	0	0	0	CONF	DUE FROM USDA	DUE FROM HOLDING COMPANY		
6141																	CONF	0	0	32	745	93	303	4	0	0	0	0	410	0	0	0	0	CONF	Current income tax			
6329																	CONF	292	769	935	15170	3082	6107	0	0	0	0	0	3044	4315	0	0	0	CONF				
6972																	CONF	0	4933	0	22059	0	7186	0	0	0	0	0	3751	6189	0	0	0	CONF				
7009																	CONF	0	0	197	10143	0	7729	4303	0	0	0	0	2217	0	0	0	2379	CONF	RECEIVABLES			
7045																	CONF	26	249	0	2156	170	993	0	0	0	0	0	914	0	0	0	0	CONF				
7157																	CONF	0	23	0	722	0	249	0	0	0	0	0	450	0	0	0	0	CONF				
7456																	CONF	0	299	0	1054	0	298	75	0	0	0	0	457	0	0	0	0	CONF	Prepaid Health Insurance			
7634																	CONF	0	430	0	1038	72	176	88	0	0	0	0	432	0	0	0	0	CONF	Late Fees Receivable			
8033																	CONF	0	1525	0	4129	147	773	151	0	0	0	0	966	865	0	0	0	CONF	OTHER ASSETS			
8462																	CONF	0	21	0	1160	0	465	0	0	0	0	0	674	0	0	0	0	CONF				
8631																	CONF	0	158	68	2602	74	331	0	0	0	0	0	187	1858	0	0	0	CONF				
9357																	CONF	0	1132	0	3156	0	1147	0	0	0	0	0	877	0	0	0	0	CONF				
9553																	CONF	0	772	0	3181	204	492	0	0	0	0	0	1064	853	0	0	0	CONF				
9807																	CONF	0	20318	0	126293	186	21022	11913	1500	0	0	0	9964	74989	3064	0	0	CONF	SETTLEMENT RECEIVABLE	PERFORMANCE BOND (MADISON CROSSING)		
9955																	CONF	0	723	0	2397	0	759	282	0	0	0	0	915	0	0	0	0	CONF	KANSAS WEALTH MGMT INC - NOTES REC			
10157																	CONF	0	279	1092	1691	87	90	0	0	0	0	0	230	0	0	0	0	CONF				
10250																	CONF	15	2532	0	8328	436	3397	392	0	0	0	0	2151	248	0	0	0	CONF	Computer Software			
10849																	CONF	0	1819	1678	9210	128	3095	0	0	0	0	0	1674	944	235	0	0	CONF				
10858																	CONF	0	1442	0	6430	0	2531	0	0	0	0	0	2457	0	0	0	0	CONF				
11145																	CONF	25	1092	313	5944	64	921	0	0	0	0	0	566	3052	0	0	0	CONF				
11640																	CONF	0	2941	315	14691	1367	1748	0	0	0	0	0	3129	6558	0	0	0	CONF				
11837																	CONF	0	613	516	2806	0	691	0	0	0	0	0	986	0	0	0	0	CONF				
12030																	CONF	0	3535	1205	10602	293	2774	0	0	0	0	0	2668	420	0	0	0	CONF				
12142																	CONF	0	739	64	3654	138	1750	0	0	0	0	0	1101	0	0	0	0	CONF				
12245																	CONF	0	397	0	1751	0	819	0	0	0	0	0	535	0	0	0	0	CONF				
12311	0	304915	488827	3671063	0	1294425	412207	0	0	0	0	161060	1421836	0	0	0	CONF		304915															CONF	Income tax receivable			
12647																	CONF	0	310	0	1488	16	553	0	0	0	0	0	625	0	0	0	0	CONF				
12656																	CONF	0	29	0	232	23	91	0	0	0	0	0	112	0	0	0	0	CONF				
12937																	CONF	0	830	0	2273	130	767	0	0	0	0	0	676	0	0	0	0	CONF				
12946																	CONF	0	2539	0	20476	0	3841	0	0	0	0	0	3300	10796	0	0	0	CONF				
12955																	CONF	0	447	0	1721	753	753	0	0	0	0	0	521	0	0	0	0	CONF				
13037																	CONF	0	545	1958	3907	0	812	0	0	0	0	0	592	0	0	0	0	CONF				
13103																	CONF	0	12036	9783	36403	4403	7293	0	0	0	0	0	3489	3802	0	0	0	CONF				
13251																	CONF	0	143	0	888	0	181	0	0	0	0	0	271	293	0	0	0	CONF				
13457																	CONF	0	0	0	1540	0	45	0	0	0	0	0	204	1291	0	0	0	CONF				
14052																	CONF	0	247	0	2371	63	525	0	0	0	0	0	325	1274	0	0	0	CONF				
14155																	CONF	220	585	0	4267	148	992	0	0	0	0	0	1118	1572	26	0	0	CONF				
14454																	CONF	0	130	0	417	0	149	0	0	0	0	0	138	0	0	0	0	CONF				
14650																	CONF	0	68	100	1638	153	160	0	0	0	0	0	110	1200	0	0	0	CONF				
14753																	CONF	35	9	0	744	77	289	0	0	0	0	0	446	0	0	0	0	CONF				
14865																	CONF	0	560	1512	8414	0	3157	0	0	0	0	0	1985	1200	0	0	0	CONF				
14977																	CONF	0	186	26	802	40	186	0	0	0	0	0	287	117	0	0	0	CONF				
16337																	CONF	0	2358	6465	28664	0	8597	7576	0	0	0	0	2099	9145	0	0	0	CONF	Bank Holding Company Income Tax Receivable			
16458																	CONF	0	795	0	3247	0	984	0	0	0	0	0	1468	0	0	0	0	CONF				
16551																	CONF	0	2700	533	7109	245	975	0	0	0	0	0	929	1972	0	0	0	CONF				
16748																	CONF	0	295	0	2279	0	311	0	0	0	0	0	303	1370	0	0	0	CONF				
16944																	CONF	0	0	0	474	31	192	0	0	0	0	0	282	0	0	0	0	CONF				
16953																	CONF	0	0	0	388	17	121	0	0	0	0	0	267	0	0	0	0	CONF				
17110																	CONF	0	219	0	3335	0	3030	1502	0	0	0	0	86	0	0	0	0	CONF	INVESTMENT ADVISORY/TRUSTE FEES RECEIVABLE			
17147																	CONF	0	36028	39628	228526	13396	39057	12820	0	0	0	0	19509	94304	0	0	0	CONF	Taxes refundable			
17259																	CONF	0	366	0	2502	97	290	0	0	0	0	0	388	1458	0	0	0	CONF				
17464																	CONF	0	10472	0	104450	7237	54945	41415	0	0	0	0	5564	33469	0	0	0	CONF	INCOME TAXES RECEIVABLE			
17950																	CONF	0	1007	63	4747	196	1161	0	0	0	0	0	2133	383	0	0	0	CONF				
18050																	CONF	0	600	0	3668	0	1673	0	0	0	0	0	1395	0	0	0	0	CONF				
18135																	CONF	0	1501	0	8452	0	1380	0	0	0	0	0	1372	4199	0	0	0	CONF				
18377																	CONF	0	147	0	458	0	191	0	0	0	0	0	120	0	0	0	0	CONF				
18827																	CONF	0	1096	0	5256	922	2446	0	0	0	0	0	1714	0	0	0	0	CONF				
18836																	CONF	0	930	602	6654	0	1605	0	0	0	0	0	752	2765	0	0	0	CONF				
18854																	CONF	14	561	0	2209	154	847	0	0	0	0	0	801	0	0	0	0	CONF				
18957																	CONF	0	256	8	581	36	132	0	0	0	0	0	185	0	0	0	0	CONF				
19356																	CONF	0	161	0	1271	53	427	0	0	0	0	0	331	352	0	0	0	CONF				
19730																	CONF	0	18195	21071	108437	0	19555	0	0	0	0	0	8053	41563	0	0	0	CONF				
19936																	CONF	0	860	1021	6837	288	1593	297	0	0	0	0	1433	1930	0	0	0	CONF	Overpayment of Income Taxes Receivable			
19972																	CONF	0	214	199	3029	0	301	0	0	0	0	0	172	2143	0	0	0	CONF				
20053																	CONF	0	503	424	1730	100	431	331	0	0	0	0	372	0	0	0	0	CONF	Income tax refunds			
20370																	CONF	0	477	1760	8824	108	4628	0	0	0	0	0	778	1181	0	0	0	CONF				
20512																	CONF	0	1060	569	5207	0	3009	0	0	0	0	0	569	0	0	0	0	CONF				
20633																	CONF	0	1413	784	11329	0	1879	0	0	0	0	0	1063	6190	0	0	0	CONF				
20857																	CONF	0	473	0	2721	340	792	0	0	0	0	0	1229	227	0	0	0	CONF				
20866																	CONF	0	1630	518	11382	0	3184	2365	0	0	0	0	742	5308	0	0	0	CONF	TAX RECEIVABLE			
21256																	CONF	0	87	0	645	0	40	0	0	0	0	0	35	483	0	0	0	CONF				
21359																	CONF	0	114	0	543	29	118	0	0	0	0	0	216	95	0	0	0	CONF				
21630																	CONF	0	393	0	1012	19	273	0	0	0	0	0	346	0	0	0	0	CONF				
21658																	CONF	0	442	0	4245	69	693	0	0	0	0	0	842	2268	0	0	0	CONF				
22048																	CONF	29	835	798	9458	290	3040	1175	0	0	0	0	1207	3578	0	0	0	CONF	Note Recievable ZM Irrevocable Trust			
22356																	CONF	0	1567	0	8850	0	1702	1398	0	0	0	0	2246	3335	0	0	0	CONF	Loan Suspense			
22459																	CONF	29	755	171	1951	132	563	0	0	0	0	0	462	0	0	0	0	CONF				
22543																	CONF	0	184	0	946	0	435	0	0	0	0	0	327	0	0	0	0	CONF				
22552																	CONF	0	242	0	1082	0	319	33	0	0	0	0	521	0	0	0	0	CONF	PREPAID MAINTENANCE CONTRACTS			
22730																	CONF	0	317	0	1366	0	582	0	0	0	0	0	467	0	0	0	0	CONF				
22936																	CONF	0	1306	1153	6496	362	1670	1280	0	0	0	0	2176	191	0	0	0	CONF	Taxes Receivable			
22954																	CONF	0	1277	308	3447	0	443	0	0	0	0	0	757	662	0	0	0	CONF				
23036																	CONF	0	0	300	9055	0	5611	0	0	0	0	0	2268	876	0	0	0	CONF				
23045																	CONF	0	212	0	503	0	69	0	0	0	0	0	222	0	0	0	0	CONF				
23241																	CONF	0	26299	0	90612	0	35028	11171	10804	0	0	0	9158	20127	0	0	0	CONF	Equipment leased to others	Current income tax receivable		
23456																	CONF	15	290	0	1597	72	522	0	0	0	0	0	785	0	0	0	0	CONF				
23504																	CONF	0	1205	0	12715	2470	7214	0	0	0	0	0	4296	0	0	0	0	CONF				
23540																	CONF	0	625	0	2696	0	946	7	12	0	0	0	1125	0	0	0	0	CONF	Accounts Receivable - Miscellaneous	Equipment		
23643																	CONF	0	266	0	3426	997	2052	0	0	0	0	0	1108	0	0	0	0	CONF				
23755																	CONF	0	747	0	2677	0	1579	1136	0	0	0	0	351	0	0	0	0	CONF	Investment Int Receivable			
23812																	CONF	0	11497	1606	39692	1242	22152	0	0	0	0	0	2945	1492	0	0	0	CONF				
24006																	CONF	0	1177	3785	13453	0	4314	0	0	0	0	0	4177	0	0	0	0	CONF				
24453																	CONF	0	3724	0	6756	0	1764	844	0	0	0	0	1268	0	0	0	0	CONF	accounts receivable			
24659																	CONF	0	0	0	407	0	139	0	0	0	0	0	268	0	0	0	0	CONF				
24668																	CONF	141	834	117	3400	256	1496	0	0	0	0	0	953	0	0	0	0	CONF				
24855																	CONF	0	29	0	306	0	63	0	0	0	0	0	89	125	0	0	0	CONF				
24949																	CONF	0	3167	6742	25176	0	9016	2649	0	0	0	0	3251	3000	0	0	0	CONF	Tax Benefit			
25357																	CONF	0	3909	0	6606	1787	2316	233	14	282	0	0	381	0	0	0	0	CONF	Interest Receivable Investments	Lease Purchase	Non Post DDA	
25647																	CONF	0	0	0	508	108	127	0	0	0	0	0	381	0	0	0	0	CONF				
26149																	CONF	0	0	0	939	22	323	0	0	0	0	0	616	0	0	0	0	CONF				
26242																	CONF	0	1983	0	17644	506	1998	0	0	0	0	0	2432	11231	0	0	0	CONF				
26457																	CONF	0	0	5	285	0	78	0	0	0	0	0	202	0	0	0	0	CONF				
26765																	CONF	0	2084	306	5266	238	2018	0	0	0	0	0	858	0	0	0	0	CONF				
26859																	CONF	0	494	1254	5825	0	2555	0	0	0	0	0	1522	0	0	0	0	CONF				
26916																	CONF	0	5203	389	10173	0	2812	0	0	0	0	0	1769	0	0	0	0	CONF				
27548																	CONF	41	4114	682	18271	616	3050	0	0	0	0	0	2209	8216	0	0	27	CONF				
27614																	CONF	0	1486	0	11706	722	2742	0	0	0	0	0	1349	6129	0	0	0	CONF				
27847																	CONF	45	2256	0	12635	286	2200	0	0	0	0	0	2986	5193	0	0	0	CONF				
28152																	CONF	0	325	0	1801	0	285	0	0	0	0	0	248	943	0	0	0	CONF				
28255																	CONF	0	409	0	2592	1032	1467	0	0	0	0	0	716	0	0	0	0	CONF				
28349																	CONF	0	1450	0	3549	254	939	0	0	0	0	0	1160	0	0	0	0	CONF				
28406																	CONF	0	4724	0	51640	0	10582	1820	0	0	0	0	5875	30459	0	0	0	CONF	Federal Tax Receivable			
28572																	CONF	0	1122	0	1571	0	318	275	0	0	0	0	131	0	0	0	0	CONF	LOAN EXCHANGE			
28732																	CONF	0	216	304	2883	143	466	0	0	0	0	0	496	1401	0	0	0	CONF				
29104																	CONF	0	10551	10465	57604	256	5952	0	0	0	0	0	4068	26568	0	0	0	CONF				
29636																	CONF	0	4837	1609	35965	482	4493	0	0	0	0	0	6099	18927	0	0	0	CONF				
29953																	CONF	0	1502	0	2703	173	542	26	0	0	0	0	603	56	0	0	0	CONF	Service Receivalbe (TIF)			
30052																	CONF	0	108	0	276	38	99	16	0	0	0	0	69	0	0	0	0	CONF	Accounts Receivable			
30258																	CONF	0	2560	0	10381	0	2784	0	0	0	0	0	856	4181	0	0	0	CONF				
30418																	CONF	0	0	0	20160	1096	5991	962	646	0	0	0	14169	0	1215	0	0	CONF	Taxes due from Paclife	MBS Principal paydown receivable		
30502																	CONF	0	5325	6955	22062	0	6630	0	0	0	0	0	3152	0	0	0	0	CONF				
30650																	CONF	0	1342	554	3584	153	1001	0	0	0	0	0	687	0	0	0	0	CONF	Accrued Taxes Payable $659,000			
30810	0	49011	1602529	2489113	249950	439416	0	0	0	0	0	398157	0	0	0	0	CONF		49011															CONF				
31134																	CONF	0	649	120	3101	267	635	0	0	0	0	0	744	953	0	0	0	CONF	27			
31255																	CONF	0	1039	445	12332	0	2213	0	0	0	0	0	1743	6892	0	0	0	CONF				
31657																	CONF	0	146	0	2360	46	508	39	0	0	0	0	618	1088	0	0	0	CONF	Late Fees			
31826																	CONF	0	774	1298	5098	166	1981	0	0	0	0	0	1045	0	0	0	0	CONF				
31835																	CONF	0	1167	1952	10842	864	890	0	0	0	0	0	945	5888	0	0	0	CONF				
32234																	CONF	0	82	0	876	55	359	0	0	0	0	0	435	0	0	0	0	CONF				
32766																	CONF	0	24	14	523	0	305	0	0	0	0	0	180	0	0	0	0	CONF				
33147																	CONF	0	2138	877	6016	662	1388	373	0	0	0	0	1613	0	0	0	0	CONF	Deposit Non Post Debits			
33259																	CONF	0	1387	6917	12240	299	615	0	0	0	0	0	3321	0	0	0	0	CONF				
33268																	CONF	0	0	0	1729	93	500	0	0	0	0	0	672	557	0	0	0	CONF				
33549																	CONF	0	0	373	1122	0	425	89	0	0	0	0	199	125	0	0	0	CONF	Dividends Receivalbe			
33727																	CONF	0	1306	4443	18929	0	4511	0	0	0	0	0	1411	7258	0	0	0	CONF				
33754																	CONF	14	0	0	409	55	190	0	0	0	0	0	219	0	0	0	0	CONF				
33839																	CONF	0	122	0	432	14	122	0	0	0	0	0	188	0	0	0	0	CONF				
33857																	CONF	0	961	0	2451	252	762	0	0	0	0	0	728	0	0	0	312	CONF				
34153																	CONF	0	3460	707	8217	487	1690	0	0	0	0	0	2360	0	0	0	0	CONF				
34359																	CONF	0	412	72	1798	57	120	0	0	0	0	0	267	927	0	0	0	CONF				
34425																	CONF	0	2239	0	6862	0	3340	0	0	0	0	0	1283	0	0	0	0	CONF	0			
34434																	CONF	0	475	0	3551	606	1892	0	0	0	0	0	1184	0	0	0	0	CONF				
34452																	CONF	0	57	0	2245	228	580	0	0	0	0	0	450	1158	0	0	0	CONF				
34537																	CONF	0	14918	18409	72659	2577	33132	10229	0	0	0	0	6200	0	0	0	0	CONF	Security trade settling in April 2010			
34555																	CONF	0	1966	234	8959	112	867	88	0	0	0	0	1539	4353	0	0	0	CONF	Computer Software (less depreciation)			
34742																	CONF	0	758	843	10586	345	1861	0	0	0	0	500	1173	5451	0	0	0	CONF				
34836																	CONF	0	0	0	857	0	326	0	0	0	0	0	250	281	0	0	0	CONF				
35057																	CONF	0	1922	0	5233	0	1034	0	0	0	0	0	722	1555	0	0	0	CONF				
35301	0	305537	1979353	6151876	0	3570008	0	0	0	0	0	296978	0	0	0	0	CONF		305537															CONF				
35570																	CONF	0	74077	115197	374108	0	32379	0	0	0	0	0	37392	115063	0	0	0	CONF				
35646																	CONF	0	111	28	1163	0	117	0	0	0	0	0	324	583	0	0	0	CONF				
35842																	CONF	0	418	0	3263	98	773	0	0	0	0	0	1171	901	0	0	0	CONF				
36054																	CONF	0	6191	3411	35986	981	7889	0	0	0	0	0	3789	14706	0	0	0	CONF				
36344																	CONF	0	2308	0	15079	437	2042	0	0	0	0	0	2209	8520	0	0	0	CONF				
36456																	CONF	68	209	0	3620	227	1352	690	0	0	0	0	1587	472	0	0	0	CONF	Suspense account			
36858																	CONF	0	774	0	3384	0	1649	0	0	0	0	0	961	0	0	0	0	CONF				
36933																	CONF	0	209	520	2166	242	276	0	0	0	0	0	778	383	0	0	0	CONF				
37051																	CONF	0	279	0	1550	0	365	0	0	0	0	0	341	565	0	0	0	CONF				
37341																	CONF	0	19	0	1193	0	175	0	0	0	0	0	196	803	0	0	0	CONF				
37378																	CONF	0	513	1103	3895	50	893	0	0	0	0	0	868	518	0	0	0	CONF				
37435																	CONF	64	2430	0	65322	403	57949	416	0	0	0	0	4943	0	0	0	52653	CONF	State Tax Credits			
37640																	CONF	0	10621	562	48145	0	8713	0	0	0	0	0	6078	22171	0	0	0	CONF				
37659																	CONF	8	0	0	1122	169	201	0	0	0	0	0	487	434	0	0	0	CONF				
37743																	CONF	0	276	0	1719	45	1016	506	0	0	0	0	427	0	0	0	0	CONF	Accred Income Taxes Payable			
37949																	CONF	0	696	0	8963	94	1206	0	0	0	0	0	1875	5186	0	0	0	CONF				
38535																	CONF	0	1527	168	18773	527	4241	1464	0	0	0	0	2090	10747	0	0	0	CONF	Current Taxes Receivable			
38740																	CONF	0	2032	0	5905	232	882	0	0	0	0	0	598	2393	0	0	0	CONF				
39327																	CONF	0	0	0	7919	0	1446	0	0	0	0	0	1342	5131	0	0	0	CONF				
39420																	CONF	0	4985	7216	43380	0	10690	0	0	0	0	0	3882	16607	0	0	0	CONF				
39475																	CONF	0	11009	0	65124	0	16349	13328	0	0	0	0	6312	31454	0	0	0	CONF	Tax Receivable			
39756																	CONF	0	4953	0	15637	0	4743	0	0	0	0	0	2809	3132	0	0	0	CONF				
40033																	CONF	0	434	0	4818	18	380	0	0	0	0	0	333	3671	0	0	0	CONF				
40350																	CONF	0	262	0	808	0	204	0	0	0	0	0	342	0	0	0	0	CONF				
40707																	CONF	0	1060	382	6029	274	1563	0	0	0	0	0	738	2286	0	0	0	CONF				
40855																	CONF	0	586	0	1320	34	276	0	0	0	0	0	458	0	0	0	0	CONF				
41245																	CONF	0	45	111	1430	0	289	0	0	0	0	0	192	793	0	0	0	CONF				
41553																	CONF	0	99	0	1190	26	184	0	0	0	0	0	907	0	0	0	0	CONF				
41629																	CONF	0	891	543	4250	0	1933	0	0	0	0	0	614	269	0	0	0	CONF				
41647																	CONF	0	6759	12904	42405	0	14020	12943	0	0	0	0	5492	3230	0	0	0	CONF	Prepaid income tax			
41759																	CONF	0	66	0	622	21	201	0	0	0	0	0	355	0	0	0	0	CONF				
41825																	CONF	0	0	436	1782	184	703	9	0	0	0	0	643	0	0	0	0	CONF	Pre-paid taxes			
41937																	CONF	0	130	0	1167	51	582	0	0	0	0	0	455	0	0	0	0	CONF				
41955																	CONF	0	214	0	810	0	252	0	0	0	0	0	308	36	0	0	0	CONF				
42037																	CONF	0	0	0	854	0	322	0	0	0	0	0	532	0	0	0	0	CONF				
42055																	CONF	0	412	0	1534	109	508	0	0	0	0	0	614	0	0	0	0	CONF				
42354																	CONF	0	240	0	3234	0	414	0	0	0	0	0	725	1855	0	0	0	CONF				
42420																	CONF	0	53001	61469	351330	0	54953	0	0	0	0	0	23763	158144	13276	0	0	CONF				
42448																	CONF	0	3509	1900	15025	0	2746	0	0	0	0	0	6870	0	0	0	0	CONF				
42457																	CONF	0	2	0	553	98	157	0	0	0	0	0	319	75	0	0	0	CONF				
43052																	CONF	0	1426	0	6646	80	1921	1833	0	0	0	0	594	2705	0	0	0	CONF	Income Tax Receivable			
43351																	CONF	0	0	0	100	0	53	0	0	0	0	0	47	0	0	0	0	CONF				
43454																	CONF	0	25	0	236	0	102	0	0	0	0	0	109	0	0	0	0	CONF				
43511																	CONF	132	3727	1741	24522	1220	5812	0	0	0	0	0	1600	11642	0	0	0	CONF				
43744																	CONF	0	661	1362	7150	0	2813	2697	0	0	0	0	561	1753	0	0	0	CONF	Income taxes payable/receivable			
43856																	CONF	0	163	12	1248	0	249	0	0	0	0	0	191	633	0	0	0	CONF				
43959																	CONF	0	56	0	1546	298	903	0	0	0	0	0	587	0	0	0	0	CONF				
44040																	CONF	0	1702	551	11466	71	1079	0	0	0	0	0	2321	5813	0	0	0	CONF				
44134	0	8942	11779	42025	0	15692	0	0	0	0	0	5612	0	1182	0	0	CONF		0															CONF				
44433																	CONF	0	4077	388	8602	1152	2983	1555	0	0	0	0	1154	0	0	0	0	CONF	I/TAX CURRENT ASSET-FEDERAL			
44741																	CONF	0	1155	1869	6769	282	2174	0	0	0	0	0	1571	0	0	0	0	CONF				
44750																	CONF	0	960	1596	5045	0	1608	0	0	0	0	0	881	0	0	0	0	CONF				
44929																	CONF	0	1237	0	3274	252	958	0	0	0	0	0	425	654	0	0	0	CONF				
45038																	CONF	0	229	31	1812	0	525	0	0	0	0	0	1027	0	0	0	0	CONF				
45047																	CONF	0	764	0	2009	522	555	0	0	0	0	0	690	0	0	0	0	CONF				
45056																	CONF	0	182	0	1077	112	293	62	0	0	0	0	602	0	0	0	0	CONF	Defined Benefit Plan Deferred Tax Asset (FASB 158)			
45430																	CONF	0	664	348	5313	555	643	0	0	0	0	0	581	3077	0	0	0	CONF				
45458																	CONF	0	34	34	213	0	55	0	0	0	0	0	90	0	0	0	0	CONF				
