"IDRSSD"	RCFD0426	RCFD2150	RCFD2651	RCFD3164	RCFD3190	RCFD4088	RCFD5507	RCFD6164	RCFD6165	RCFDA590	RCFDB026	RCFDB569	RCFDB570	RCFDB571	RCFDF055	RCFDF056	RCFDF057	RCFDF058	RCFDF059	RCFDF060	RCFDF061	RCFDF062	RCFDF063	RCFDF065	RCFDJ452	RCFDJ453	RCFDJ461	RCFDJ462	RCFN5513	RCON0426	RCON2150	RCON2651	RCON3164	RCON3190	RCON4088	RCON5507	RCON5508	RCON5509	RCON5510	RCON5511	RCON5512	RCON6164	RCON6165	RCONA590	RCONB026	RCONB569	RCONB570	RCONB571	RCONC979	RCONF055	RCONF056	RCONF057	RCONF058	RCONF059	RCONF060	RCONF061	RCONF062	RCONF063	RCONF064	RCONF065	RCONG463	RCONG464	RCONJ452	RCONJ453	RCONJ461	RCONJ462	TEXT4087	
2938																														0	1232	29000	0	29000	true	0	0	0	508	0	724	52904	13	0	0	true	0	0	0	29000	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	www.sbandtbank.com	
3252																														0	0	0	0	3508	true	0	0	0	0	0	0	1398	2	0	0	false	0	0	0	0	0	1000	2500	0	8	0	0	0	0	0	false	false	0	0	0	0	http://www.fnbgordon.com	
3458																														0	324	0	0	0	true	0	324	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	www.fbgconline.com	
3720																														0	45	0	0	5146	true	0	0	0	0	0	45	1636	1	0	0	true	0	146	0	0	0	5000	0	0	146	0	0	0	0	146	false	false	0	0	0	0	wwwbankofclarendon.com	
3953																														0	305	9090	0	9412	true	0	0	0	55	0	250	3778	3	0	0	false	0	0	0	9090	0	0	322	0	0	0	0	0	0	0	false	false	0	0	0	0	www.fcbanker.com	
4138																														0	4428	234	0	1468	true	0	819	0	1759	0	1850	2500	1	0	0	true	0	0	0	234	366	215	653	0	0	0	0	0	0	0	false	false	0	0	0	0	www,fnblafollette.com	
4156																														0	169	0	0	28702	true	0	16	0	153	0	0	138	0	0	0	true	0	0	0	12702	10000	6000	0	0	0	0	0	0	0	0	false	false	0	0	0	0	http://www.kanzabank.com	
4231																														0	412	0	0	0	false	0	0	0	0	0	412	1900	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	http://www.fmbanksylvania.com	
4437																														0	2730	2509	0	8259	true	0	0	0	2670	0	60	6685	4	0	0	false	0	0	0	2509	2608	788	2354	0	0	0	0	0	0	0	true	false	0	0	0	0	www.fnbwvva.com	
4839																														0	7651	9000	0	26000	true	0	1045	0	410	985	5211	18006	6	0	0	false	0	0	0	9000	15000	1000	1000	0	0	0	0	0	0	0	true	true	0	0	0	0	http://abcbank.net	
5005																														802	11313	18232	0	64776	true	802	8394	0	452	500	1967	1018	1	0	0	true	0	0	0	18232	18774	9424	18346	34500	0	0	0	0	0	0	true	false	0	0	0	0	WWW.STONESAV.COM	
5069																														0	4136	0	0	0	false	0	0	0	0	0	4136	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0		
5135																														0	310	0	0	21848	true	0	0	25	285	0	0	9713	5	0	0	false	0	0	0	13000	7000	0	1848	0	0	0	0	0	0	0	false	false	0	0	0	0	http://www.fsbanks.com	
5210																														0	6142	20000	0	96806	true	0	0	0	713	0	5429	3362	2	0	0	false	0	806	0	30000	28000	18000	20000	10000	806	0	0	0	0	806	false	false	0	0	0	0	http://www.acnb.com	
5331																														0	4882	28000	0	38063	true	0	4194	0	37	651	0	793	0	0	0	false	0	63	0	28000	10000	0	0	0	63	0	0	0	0	63	true	false	0	0	0	0	www.hydeparkbank.net	
5461																														336	927	15000	0	15403	true	336	401	0	146	0	380	52	0	0	0	true	0	403	0	15000	0	0	0	0	403	0	0	0	0	0	false	false	0	0	0	0	www.bankbac.com	
5751																														0	0	0	0	0	true	0	0	0	0	0	0	1550	1	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	true	0	0	0	0	http://www.kearnycountybank.com	
6039																														0	1421	0	0	0	true	0	1121	0	30	0	270	697	1	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	wwwaebalma.com	
6141																														0	10	0	0	0	false	0	0	0	0	0	10	98	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0		
6329																														0	5941	0	0	0	true	0	3128	0	2281	0	532	592	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	www.abbank.com	
6972																														228	959	0	0	41500	true	228	959	0	0	0	0	4721	2	0	0	true	0	0	0	0	0	40000	1500	0	0	0	0	0	0	0	true	true	0	0	0	0	http://www.firstindy.com	
7009																														0	0	0	0	0	true	0	0	0	0	0	0	1300	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	true	0	0	0	0	http://www.bessemer.com	
7045																														0	0	0	0	0	true	0	0	0	0	0	0	2475	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	true	0	0	0	0	http://www.tpbbancorp.com	
7157																														0	39	0	0	0	true	0	0	0	39	0	0	102	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	statebankbr.com	
7456																														0	30	0	0	1500	true	0	0	0	0	0	30	240	0	0	0	false	0	0	0	0	300	600	600	0	0	0	0	0	0	0	true	false	0	0	0	0	www.bankofhartington.com	
7634																														0	678	2000	0	2000	false	0	348	0	230	0	100	231	0	0	0	false	0	0	0	2000	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	THEFOURCOUNTYBANK.COM	
8033																														0	0	10284	0	22659	true	0	0	0	0	0	0	3361	2	0	0	true	0	1	0	10284	7774	4600	0	0	1	0	0	0	0	0	false	false	0	0	0	0	WWW.THEFRIENDLYBANK.COM	
8462																														0	0	0	0	0	true	0	0	0	0	0	0	1215	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	http://www.perrytonbank.com	
8631																														0	716	0	0	0	true	0	0	0	427	0	289	491	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	pcbsm.com	
9357																														2941	0	15800	0	15800	true	2941	0	0	0	0	0	34	0	0	0	true	0	0	0	15800	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	www.fidelitybankmn.com	
9553																														0	0	4074	0	7803	true	0	0	0	0	0	0	2141	1	0	0	false	0	0	0	4074	589	606	2534	0	0	0	0	0	0	0	true	false	0	0	0	0	http://adamscountybankonline.com	
9807																														0	124525	0	0	305996	true	0	94773	0	8942	16720	4090	49694	2	0	0	true	0	0	0	0	20000	0	240000	0	0	45996	0	0	0	0	true	true	0	0	0	0	www.amboybank.com	
9955																														601	0	0	0	9756	true	601	0	0	0	0	0	3439	1	0	0	true	0	7725	0	0	31	0	2000	0	7725	0	0	0	0	0	true	false	0	0	0	0	http://www.bankkansas.com	
10157																														0	600	0	0	0	true	0	600	0	0	0	0	241	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	www.fnblarned.com	
10250																														0	14828	15000	0	33250	true	0	5174	0	2488	0	7166	243	0	0	0	true	0	0	0	15000	10000	7250	1000	0	0	0	0	0	0	0	true	false	0	0	0	0	http://www.thebankofelkriver.com	
10849																														0	7613	9500	0	20097	true	0	33	0	2783	4350	447	8870	4	0	0	true	0	0	0	9835	10262	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	http://www.firststatebk.com	
10858																														0	926	5000	0	10724	true	0	926	0	0	0	0	6688	3	0	0	true	0	451	0	5000	273	0	5000	0	451	0	0	0	0	451	true	true	0	0	0	0	www.pvsb.com	
11145																														0	1262	2974	0	9916	false	0	0	0	547	0	715	2026	1	0	0	false	0	0	0	2974	775	2962	3205	0	0	0	0	0	0	0	false	false	0	0	0	0		
11640																														0	638	0	0	27500	true	0	589	49	0	0	0	6376	1	0	0	false	0	0	0	7500	0	0	20000	0	0	0	0	0	0	0	true	false	0	0	0	0	http://fnbclarksdale.com	
11837																														0	2380	0	0	7000	true	0	640	330	1120	0	290	0	0	0	0	false	0	0	0	0	0	0	7000	0	0	0	0	0	0	0	false	false	0	0	0	0	http://www.farmbk.com	
12030																														137	4460	0	0	0	true	137	4460	0	0	0	0	1202	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	http://WWW.fnbalma.com	
12142																														0	166	0	0	0	true	0	0	0	0	0	166	640	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	www.clevelandstatebank.com	
12245																														0	258	2900	0	7900	true	0	0	0	33	0	225	3569	2	0	0	false	0	0	0	2900	3000	2000	0	2000	0	0	0	0	0	0	true	false	0	0	0	0	www.banknorthwis.com	
12311	452853	151090	132000	207552	2784700	true	244802	177297	7	211619	499	true	3317354	708612	132000	16923	307	8664	0	708615	1630458	252733	35000	1903276	0	0	0	0	0					2784700			22615	2845	61039	9430	38519								16642										0		true	true					www.huntington.com	
12647																														0	239	0	0	6200	true	0	239	0	0	0	0	1098	1	0	0	false	0	0	0	0	3550	2650	0	0	0	0	0	0	0	0	false	false	0	0	0	0	http://PORTAGECOUNTYBANK.COM	
12656																														0	0	0	0	0	true	0	0	0	0	0	0	234	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	http://www.mybankathome.com	
12937																														0	0	0	0	0	true	0	0	0	0	0	0	7831	3	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	www.oakbank.com	
12946																														1932	2319	7028	0	19092	true	1932	891	0	187	0	1241	3611	2	0	0	true	0	81	0	7028	10320	250	1413	0	81	0	0	0	0	81	true	false	0	0	0	0	www.fbtarkansas.com	
12955																														0	764	0	0	2700	true	0	764	0	0	0	0	1207	1	0	0	false	0	0	0	0	0	0	2700	0	0	0	0	0	0	0	true	false	0	0	0	0	http://www.bankofnebraska.com	
13037																														1100	1126	0	0	0	true	1100	100	771	224	0	31	2913	2	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	http://www.tradersbanking.com	
13103																														4276	1187	10000	0	117757	true	4276	0	0	1187	0	0	1178	0	0	0	false	0	0	0	10000	22000	50000	35757	0	0	0	0	0	0	0	false	false	0	0	0	0	www.bristolcountysavingsbank.com	
13251																														0	88	0	0	0	false	0	0	0	0	0	88	123	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	http://elysianbank.com	
13457																														0	0	0	0	0	true	0	0	0	0	0	0	14	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	http://www.bankoflewellen.com	
14052																														0	253	0	0	1000	true	0	0	0	33	0	220	117	0	0	0	false	0	0	0	0	0	0	1000	0	0	0	0	0	0	0	false	false	0	0	0	0	www.lcbwi.com	
14155																														0	1725	3275	0	7200	true	0	824	74	450	0	377	328	0	0	0	false	0	0	0	3275	600	325	3000	3000	0	0	0	0	0	0	false	false	0	0	0	0	http://www.fandcbank.com	
14454																														0	0	0	0	1000	true	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	500	500	0	0	0	0	0	0	0	0	false	false	0	0	0	0	www.fsevansville.com	
14650																														0	74	0	0	0	false	0	74	0	0	0	0	132	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	N/A	
14753																														0	0	0	0	0	false	0	0	0	0	0	0	859	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0		
14865																														572	2307	0	0	5000	true	572	812	776	369	0	350	1463	0	0	0	true	0	0	0	0	0	0	5000	0	0	0	0	0	0	0	true	false	0	0	0	0	http://beobank.com	
14977																														0	0	0	0	1170	false	0	0	0	0	0	0	582	0	0	0	false	0	0	0	1000	116	54	0	0	0	0	0	0	0	0	true	false	0	0	0	0		
16337																														0	11151	23000	0	29000	true	0	4528	0	3901	0	2722	756	0	0	0	true	0	0	0	23000	6000	0	0	29000	0	0	0	0	0	0	false	false	0	0	0	0	www.wakullabank.com	
16458																														0	0	0	0	76	true	0	0	0	0	0	0	3892	2	0	0	true	0	76	0	0	0	0	0	0	76	0	0	0	0	0	true	true	0	0	0	0	www.douglascountybank.com	
16551																														0	2025	6500	0	16766	true	0	1455	0	393	0	177	267	0	0	0	false	0	0	0	6500	3000	0	7266	12266	0	0	0	0	0	0	true	false	0	0	0	0	http://www.northviewbank.com	
16748																														419	59	2000	419	2000	true	0	0	0	59	0	0	768	2	419	0	false	0	0	0	2000	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	http://www.esbanc.com	
16944																														0	298	0	0	0	true	0	0	0	0	0	298	1019	2	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	http://www.wmsbank.com	
16953																														0	150	0	0	0	false	0	0	0	24	0	126	38	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	http://www.fertilebeltrami.k12.mn.us	
17110																														0	0	0	0	0	false	0	0	0	0	0	0	3907	3	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	true	0	0	0	0	http://www.haverfordquality.com	
17147																														15472	18268	40426	669	202229	true	14803	10254	68	2063	0	5883	6414	2	669	0	true	0	0	0	42426	64987	3411	12437	12000	0	0	78968	0	0	0	false	false	0	0	0	0	http://www.firstmerchants.com	
17259																														0	141	0	0	3500	true	0	0	0	141	0	0	723	1	0	0	false	0	0	0	0	500	0	3000	0	0	0	0	0	0	0	false	false	0	0	0	0	http://www.fnbmarlow.com	
17464																														9322	29876	10000	3303	238305	true	6019	23964	0	2322	0	3590	1639	1	3303	0	true	0	219	0	105000	40000	25000	25000	0	15219	28086	0	0	0	219	true	true	0	0	0	0	http://www.botc.com	
17950																														0	0	0	0	5157	true	0	0	0	0	0	0	809	1	0	0	false	0	0	0	5000	157	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	www.bankofbridger.com	
18050																														714	561	0	0	517	true	714	18	0	543	0	0	5220	4	0	0	true	0	0	0	0	69	207	241	0	0	0	0	0	0	0	true	false	0	0	0	0	http://www.fnbbastrop.com	
18135																														0	0	5725	0	26095	false	0	0	0	0	0	0	346	0	0	0	true	3467	0	0	5725	3970	0	16400	16400	0	0	0	0	0	0	false	false	0	0	0	0	http://www.banksouthcentral.com	
18377																														0	413	0	0	0	false	0	413	0	0	0	0	184	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	http://www.ballysavingsbank.com	
18827																														1794	1211	0	0	14000	true	1794	227	0	431	0	553	4401	2	0	0	false	0	0	0	0	0	0	0	0	14000	0	0	0	0	0	false	false	0	0	0	0	www.fmbwpa.com	
18836																														0	2564	1000	0	5280	true	0	1613	0	861	0	90	3174	1	0	0	false	0	0	0	1000	1564	453	2263	0	0	0	0	0	0	0	true	false	0	0	0	0	http://www.caponvalleybank.com	
18854																														0	1115	0	0	0	true	0	0	0	0	0	1115	419	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	http://www.bank7.com	
18957																														0	71	43	0	1225	false	0	0	0	71	0	0	66	0	0	0	false	0	0	0	43	680	120	382	0	0	0	0	0	0	0	true	false	0	0	0	0		
19356																														0	1560	0	0	2133	true	0	0	0	0	0	1560	0	0	0	0	false	0	0	0	0	0	0	2133	0	0	0	0	0	0	0	false	false	0	0	0	0	http://www.sbtmiami.com	
19730																														6031	11467	64834	788	81836	true	5243	8065	0	1117	0	2285	47791	5	788	0	true	0	0	0	64834	17002	0	0	0	0	0	0	0	0	0	true	true	0	0	0	0	www.standardbanks.com	
19936																														0	1451	0	0	0	true	0	300	0	0	1151	0	3363	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	false	0	0	0	0	www.cbkamericus.com	
19972																														0	0	0	0	0	false	0	0	0	0	0	0	579	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0		
20053																														343	647	500	0	3000	true	343	73	0	574	0	0	97	0	0	0	false	0	0	0	500	2355	145	0	0	0	0	0	0	0	0	true	false	0	0	0	0	http://www.securityonlinebank.com	
20370																														0	7865	0	0	7077	true	0	4363	0	2609	0	893	2603	1	0	0	false	0	0	0	0	5000	0	0	0	2077	0	0	0	0	0	false	false	0	0	0	0	www.firstheritage.net	
20512																														0	208	10000	0	10000	false	0	0	0	0	0	208	1326	0	0	0	false	0	0	0	10000	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	http://www.fnbpa.com	
20633																														0	175	0	0	6000	true	0	0	0	0	0	175	5604	2	0	0	false	0	0	0	1000	0	0	0	0	0	0	0	5000	0	0	false	false	0	0	0	0	www.mcnbbanks.com	
20857																														0	0	1100	0	4991	true	0	0	0	0	0	0	260	0	0	0	false	0	0	0	1275	1048	675	1993	3891	0	0	0	0	0	0	false	false	0	0	0	0	granitefallsbank.com	
20866																														0	6766	13500	0	13818	false	0	5143	0	899	0	724	3455	1	0	0	false	0	0	0	13500	0	0	0	0	0	0	0	318	0	0	false	false	0	0	0	0	http://homevalleybank.com	
21256																														0	133	0	0	0	false	0	133	0	0	0	0	16	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0		
21359																														0	147	0	0	347	true	0	0	0	0	0	147	577	2	0	0	false	0	20	0	0	0	0	0	0	20	66	78	183	0	0	true	false	0	0	0	0	http://www.asbgrygla.com	
21630																														0	94	0	0	4555	true	0	0	0	94	0	0	2329	2	0	0	false	0	0	0	0	228	948	3379	0	0	0	0	0	0	0	false	false	0	0	0	0	http://www.thetechebank.com	
21658																														0	86	0	0	253	true	0	0	0	24	0	62	4132	2	0	0	true	0	0	0	0	253	0	0	0	0	0	0	0	0	0	true	true	0	0	0	0	www.alliancebank.us	
22048																														0	234	148	0	15928	true	0	0	0	52	0	182	10908	5	0	0	false	0	0	0	148	6020	5409	4051	0	300	0	0	0	0	300	true	false	0	0	0	0	www.unionbnk.com	
22356																														3751	138	0	0	668	true	3751	0	0	138	0	0	1593	1	0	0	false	0	0	0	0	0	0	0	0	668	0	0	0	0	668	true	false	0	0	0	0	http://www.myfnbt.com	
22459																														0	0	1500	0	6425	true	0	0	0	0	0	0	3398	4	0	0	false	0	85	0	1500	0	2000	2840	0	85	0	0	0	0	85	false	false	0	0	0	0	http://WWW.1STBANKONLINE.COM	
22543																														0	165	0	0	0	true	0	0	0	165	0	0	1074	1	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	www.istatesavingsbank.com	
22552																														0	215	0	0	2305	true	0	116	0	45	0	54	371	1	0	0	true	0	0	0	0	0	0	0	0	2305	0	0	0	0	2305	true	false	0	0	0	0	http://www.firstsoutheastbank.com	
22730																														0	108	0	0	0	true	0	0	0	108	0	0	960	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	false	0	0	0	0	http://www.westunionbank.com	
22936																														0	5645	3000	0	6860	true	0	4688	0	572	285	100	9100	3	0	0	false	0	0	0	3000	2000	0	1860	0	0	0	0	0	0	0	false	false	0	0	0	0	http://fmbnk.com	
