"IDRSSD"	RCFD0010	RCFD1395	RCFD1651	RCFD1754	RCFD1773	RCFD2170	RCFD2221	RCFD3123	RCFD3128	RCFD3210	RCFD3368	RCFD3411	RCFD3429	RCFD3433	RCFD3545	RCFD3792	RCFD3809	RCFD3812	RCFD3821	RCFD3833	RCFD4336	RCFD5306	RCFD5310	RCFD5311	RCFD5320	RCFD5327	RCFD5334	RCFD5339	RCFD5340	RCFD5369	RCFD5610	RCFD7204	RCFD7205	RCFD7206	RCFD7273	RCFD7274	RCFD7275	RCFD8274	RCFD8275	RCFD8434	RCFD8764	RCFD8766	RCFD8767	RCFD8769	RCFD8770	RCFD8771	RCFD8772	RCFD8773	RCFD8774	RCFD8775	RCFD8776	RCFD8777	RCFD8778	RCFD8779	RCFDA000	RCFDA001	RCFDA002	RCFDA167	RCFDA221	RCFDA222	RCFDA223	RCFDA224	RCFDA250	RCFDB503	RCFDB504	RCFDB505	RCFDB520	RCFDB528	RCFDB541	RCFDB542	RCFDB543	RCFDB546	RCFDB547	RCFDB548	RCFDB581	RCFDB582	RCFDB583	RCFDB588	RCFDB589	RCFDB590	RCFDB591	RCFDB592	RCFDB593	RCFDB594	RCFDB595	RCFDB596	RCFDB600	RCFDB601	RCFDB602	RCFDB603	RCFDB604	RCFDB605	RCFDB606	RCFDB607	RCFDB608	RCFDB609	RCFDB610	RCFDB611	RCFDB612	RCFDB617	RCFDB618	RCFDB619	RCFDB620	RCFDB621	RCFDB622	RCFDB623	RCFDB624	RCFDB625	RCFDB626	RCFDB627	RCFDB628	RCFDB629	RCFDB630	RCFDB631	RCFDB639	RCFDB640	RCFDB641	RCFDB642	RCFDB643	RCFDB644	RCFDB650	RCFDB651	RCFDB652	RCFDB653	RCFDB654	RCFDB655	RCFDB656	RCFDB657	RCFDB658	RCFDB659	RCFDB660	RCFDB661	RCFDB662	RCFDB663	RCFDB664	RCFDB665	RCFDB666	RCFDB667	RCFDB668	RCFDB669	RCFDB670	RCFDB671	RCFDB672	RCFDB673	RCFDB675	RCFDB676	RCFDB677	RCFDB678	RCFDB679	RCFDB680	RCFDB681	RCFDB682	RCFDB683	RCFDB684	RCFDB685	RCFDB686	RCFDB687	RCFDB688	RCFDB689	RCFDB690	RCFDB691	RCFDB693	RCFDB694	RCFDB695	RCFDB696	RCFDB697	RCFDB698	RCFDB699	RCFDB700	RCFDB701	RCFDB702	RCFDB703	RCFDB704	RCFDC063	RCFDC064	RCFDC225	RCFDC227	RCFDC228	RCON0010	RCON1395	RCON1651	RCON1754	RCON1773	RCON2170	RCON2221	RCON3123	RCON3128	RCON3210	RCON3368	RCON3411	RCON3429	RCON3433	RCON3545	RCON3792	RCON3809	RCON3812	RCON3821	RCON3833	RCON4336	RCON5306	RCON5310	RCON5311	RCON5320	RCON5327	RCON5334	RCON5339	RCON5340	RCON5369	RCON5610	RCON7204	RCON7205	RCON7206	RCON7273	RCON7274	RCON7275	RCON8274	RCON8275	RCON8434	RCON8764	RCON8766	RCON8767	RCON8769	RCON8770	RCON8771	RCON8772	RCON8773	RCON8774	RCON8775	RCON8776	RCON8777	RCON8778	RCON8779	RCONA000	RCONA001	RCONA002	RCONA167	RCONA221	RCONA222	RCONA223	RCONA224	
1351																																																																																																																																																																																			1894	0	0	32839	3595	89595	0	373	0	12498	89443	0	0	0	0	12811	0	0	170	0	0	0	373	373	500	31458	13647	2977	44268	0	0	0.1391	0.2228	0.2163	0.0000	0.0000	0.0000	12438	373	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57469	89443	
1454																																																																																																																																																																																			18106	0	0	0	105958	291814	0	846	0	30016	281432	0	0	0	0	28402	0	0	0	0	0	0	846	846	18112	125744	33692	6042	112652	1252	0	0.0980	0.1804	0.1750	0.0000	0.0000	0.0000	27556	846	2313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157449	281285	
1557																																																																																																																																																																																			2064	0	0	2538	8650	35030	0	363	0	5840	34721	0	0	0	0	5965	0	0	45	783	0	0	281	281	2017	11753	3246	976	18128	0	0	0.1637	0.2659	0.2534	0.0000	0.0000	0.0000	5684	281	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	22435	34721	
1632																																																																																																																																																																																			8433	0	0	0	34442	224742	0	2292	0	16946	216353	0	0	0	0	18602	0	0	446	18759	0	0	2292	2292	1691	43740	32634	8688	147935	0	0	0.0754	0.1004	0.0880	0.0000	0.0000	0.0000	16310	2292	636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	185357	216353	
1669																																																																																																																																																																																			16890	0	0	103730	37867	240716	0	916	0	38679	240674	0	0	0	0	36581	0	0	0	0	0	0	916	916	24906	144076	36408	1223	32891	0	0	0.1497	0.4578	0.4463	0.0000	0.0000	0.0000	35665	916	653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79910	238313	
1829																																																																																																																																																																																			8758	0	0	0	121404	274943	568	1795	0	35792	262355	0	0	0	0	35499	0	0	138	7461	0	0	1794	2362	28399	90395	58296	6113	96194	0	0	0.1263	0.2404	0.2244	0.0000	0.0000	0.0000	33137	2362	2655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147671	262355	
1856																																																																																																																																																																																			1189	0	0	0	2435	8652	0	108	0	776	9103	0	0	0	0	793	0	0	0	0	0	0	57	57	526	3762	1268	434	3145	0	0	0.0809	0.1770	0.1643	0.0000	0.0000	0.0000	736	57	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	4480	9103	
2040																																																																																																																																																																																			2812	0	0	314	20473	127449	0	1177	0	12676	130589	0	0	0	0	13385	0	0	0	0	0	0	1159	1159	1550	21824	33374	4250	71189	183	0	0.0936	0.1444	0.1319	0.0000	0.0000	0.0000	12226	1159	450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	92700	130589	
2161																																																																																																																																																																																			10391	0	0	642	24789	95021	0	506	0	8955	97952	0	0	0	0	9139	0	0	0	0	0	0	506	506	2126	39580	33165	2481	20167	0	0	0.0881	0.2046	0.1933	0.0000	0.0000	0.0000	8633	506	322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44666	97952	
2376																																																																																																																																																																																			5921	0	0	33865	348710	771320	0	5146	0	94287	755633	0	0	0	0	95150	0	0	0	0	0	0	3639	3639	63391	307032	344204	11186	57579	0	0	0.1211	0.3286	0.3160	0.0000	0.0000	0.0000	91511	3639	2756	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	1507	289580	755633	
2451																																																																																																																																																																																			371	0	0	823	763	13224	0	128	0	1002	12225	12	0	0	0	1119	0	0	0	0	0	0	126	126	34	2126	3121	477	8059	0	0	0.0812	0.1114	0.0989	0.0000	0.0000	0.0000	993	126	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	10045	12225	
2554																																																																																																																																																																																			622	0	0	12	1520	6406	0	41	0	712	6341	0	0	0	0	752	0	0	0	0	0	0	41	41	4	1956	265	240	4225	0	0	0.1121	0.1583	0.1497	0.0000	0.0000	0.0000	711	41	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4749	6341	
2732																																																																																																																																																																																			15736	0	0	0	71821	414683	0	2354	0	48247	408250	0	0	0	0	47885	0	0	0	0	0	0	2354	2354	6165	91167	68821	8615	247604	0	0	0.1120	0.1581	0.1503	0.0000	0.0000	0.0000	45531	2354	1094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	302871	406628	
2750																																																																																																																																																																																			920	0	0	0	6795	44573	0	735	0	4468	45750	0	0	0	0	4837	0	0	0	11	0	0	475	475	1990	5696	2791	2253	34725	0	0	0.0953	0.1307	0.1178	0.0000	0.0000	0.0000	4362	475	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	260	37016	45750	
2938																																																																																																																																																																																			9978	0	0	0	40877	254960	0	3353	0	21535	252193	0	0	0	0	23201	0	0	440	6541	0	0	2579	2579	2374	46028	37539	9230	170887	0	0	0.0818	0.1129	0.1003	0.0000	0.0000	0.0000	20622	2579	913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	774	205565	252193	
2956																																																																																																																																																																																			3228	0	0	0	39397	116964	0	858	0	12968	117768	20	0	0	0	13509	0	0	96	321	0	0	809	809	1381	48743	24942	3040	42321	0	0	0.1078	0.2088	0.1963	0.0000	0.0000	0.0000	12700	809	268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	64705	117768	
3252																																																																																																																																																																																			6655	0	0	9382	11777	90699	0	903	0	9926	90065	0	0	0	0	10663	0	0	263	112	0	0	854	854	1714	25428	2575	3345	61708	0	0	0.1089	0.1560	0.1435	0.0000	0.0000	0.0000	9809	854	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	68363	90065	
3458																																																																																																																																																																																			4191	0	0	1030	7691	22132	0	340	0	2239	22163	0	0	0	0	2284	0	0	0	0	0	0	184	184	768	7434	1643	459	12415	0	0	0.0948	0.1568	0.1442	0.0000	0.0000	0.0000	2100	184	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156	14568	22163	
