"IDRSSD"	RIAD3123	RIAD4230	RIAD4605	RIAD5523	RIADB522	RIADC079	RIADC233	
9339	3242	325	4	0	2998	85	0	
9357	2515	270	3	0	2285	43	0	
9553	489	60	2	0	430	3	0	
9807	33608	1500	58	0	32154	104	0	
9955	574	100	4	0	480	10	0	
10157	595	100	18	0	596	119	0	
10250	1493	345	25	0	1479	356	0	
10849	1652	208	1	0	1447	4	0	
10858	4117	3792	27	0	3973	3675	0	
11145	999	183	33	0	854	71	0	
11350	392	15	1	0	388	12	0	
11640	1106	203	19	0	1014	130	0	
11837	1165	0	25	0	1145	5	0	
12030	4811	750	1444	0	3690	1073	0	
12058	1057	1108	54	0	726	831	0	
12142	1161	90	90	0	1149	168	0	
12245	717	16	6	0	701	6	0	
12311	389085	107490	24327	0	408828	125007	-26553	
12357	81	0	0	0	81	0	0	
12647	416	24	0	0	407	15	0	
12656	313	12	3	0	321	23	0	
12937	804	36	0	0	768	0	0	
12946	3937	796	184	0	3530	573	0	
12955	797	100	50	0	797	150	0	
13037	1289	180	5	0	1163	59	0	
13103	3620	0	10	0	3814	71	-133	
13251	293	0	18	0	275	0	0	
13309	56988	31920	2880	0	58829	36641	0	
13457	339	0	3	0	339	3	0	
14052	671	80	14	0	582	5	0	
14155	934	119	38	0	842	65	0	
14258	4823	450	77	0	4450	154	0	
14409	202655	24736	7791	0	208892	38764	0	
14454	596	235	10	0	737	386	0	
14650	338	10	91	0	288	51	0	
14753	523	0	1	0	525	3	0	
14865	727	43	7	0	685	8	0	
14931	144	13	0	0	131	0	0	
14940	1082	214	0	0	893	25	0	
15536	8811	2000	109	0	7813	1111	0	
15732	3038	200	5	0	2906	73	0	
16337	1468	210	17	0	1343	102	0	
16355	498	-20	1	0	521	4	0	
16458	1126	86	19	0	1458	437	0	
16551	1158	120	58	0	1001	21	0	
16748	433	196	19	0	388	170	0	
16766	6733	2283	0	0	6295	1845	0	
16944	306	0	20	0	287	1	0	
16953	117	10	3	0	107	3	0	
17110	716	144	0	0	572	0	0	
17147	5586	1000	303	0	5745	1462	0	
17259	100	25	9	0	91	25	0	
17464	7394	1830	158	0	6555	1149	0	
17549	1658	0	50	0	2041	433	0	
17839	1900	75	144	0	2059	378	0	
17950	323	30	0	0	304	11	0	
18050	1515	200	47	0	1404	136	0	
18126	8205	199	123	0	7992	360	251	
18135	716	255	55	0	644	238	0	
18368	5724	600	78	0	5403	357	0	
18377	42	0	0	0	42	0	0	
18827	1120	60	1	0	1165	28	-78	
18836	721	140	32	0	688	139	0	
18854	137	12	5	0	170	50	0	
18863	4850	300	21	0	2121	28	2436	
18957	353	47	10	0	312	16	0	
19356	1071	100	24	0	1010	63	0	
19730	11563	0	2	0	11570	9	0	
19936	1095	180	75	0	1061	221	0	
19972	76	0	0	0	76	0	0	
20053	142	8	0	0	163	29	0	
20147	586	0	4	0	638	56	0	
20259	228	34	17	0	211	34	0	
20370	1051	175	41	0	1157	322	0	
20512	653	26	49	0	601	23	0	
20633	1957	50	90	0	1880	63	0	
20754	65	0	2	0	71	8	0	
20839	808	97	1	0	715	5	0	
20857	243	331	0	0	223	311	0	
20866	383	60	2	0	369	48	0	
21256	56	0	1	0	55	0	0	
21359	121	0	0	0	121	0	0	
21630	320	20	0	0	300	0	0	
21658	630	12	17	0	601	0	0	
22048	1023	240	7	0	1008	232	0	
22235	2310	445	7	0	2124	266	0	
22356	1722	153	48	0	1551	30	0	
22459	843	42	7	0	836	42	0	
22543	347	15	1	0	333	2	0	
22552	508	295	39	0	451	277	0	
22730	911	2	126	0	858	75	0	
22936	1069	300	47	0	1073	351	0	
22954	591	31	0	0	540	0	20	
23036	2697	768	47	162	2370	326	0	
23045	226	0	2	0	224	0	0	
23241	24438	830	2000	0	23868	2260	0	
23344	1318	0	6	0	909	7	410	
23456	487	83	6	0	398	0	0	
23504	2364	120	36	0	2348	51	-89	
23540	406	6	3	0	404	7	0	
23643	1046	710	8	0	855	527	0	
23755	515	48	8	0	494	35	0	
23812	6561	780	281	0	6344	844	0	
24006	1614	120	5	0	1521	32	0	
24266	19160	600	375	0	20659	787	-1687	
24453	306	30	3	0	285	12	0	
24659	222	0	0	0	222	0	0	
24668	842	168	32	0	622	48	68	
24855	46	0	19	0	35	8	0	
24949	3242	483	39	0	2965	245	0	
25357	196	5	1	0	190	0	0	
25450	59044	13543	3663	0	58650	17120	308	
25647	1937	1511	1	0	466	41	0	
25852	4477	182	19	0	4209	36	103	
26149	671	15	28	0	721	93	0	
26233	3074	254	118	0	2891	189	0	
26242	1163	240	184	0	1156	417	0	
26457	204	0	2	0	202	0	0	
26756	873	0	0	0	324	0	549	
26765	130	50	1	0	96	17	0	
26859	3338	240	31	0	3308	241	0	
26916	2879	210	32	0	2836	199	0	
27548	2519	261	36	0	2404	182	0	
27614	1563	0	25	0	1584	46	0	
27838	1550	81	1	0	1469	1	0	
27847	1225	441	41	0	930	187	0	
28013	2105	0	0	0	2105	0	0	
28152	235	0	0	0	237	2	0	
28255	421	0	14	0	452	45	0	
28349	714	150	27	0	382	85	240	
28406	1464	0	2	0	1467	5	0	
28572	286	14	14	0	305	47	0	
28732	316	18	1	0	306	9	0	
29104	2343	180	5	0	2191	33	0	
29159	234	0	23	0	239	28	0	
29252	965	20	2	0	960	17	0	
29636	4232	670	119	0	3375	789	857	
29850	247	36	2	0	235	26	0	
29944	280	60	18	0	205	3	0	
29953	771	10	101	0	785	125	0	
30025	4717	270	100	0	4411	64	0	
30052	342	45	13	0	320	36	0	
30146	283	0	4	0	282	3	0	
30155	1385	345	60	0	1081	101	0	
30258	1735	192	1	0	1627	85	0	
30418	0	0	0	0	0	0	0	
30502	3302	300	73	0	3133	204	0	
30650	843	80	24	0	786	47	0	
30810	866221	659476	44866	0	814900	653021	0	
30856	1113	240	9	0	928	64	0	
31134	591	146	60	0	500	115	0	
31152	709	54	1	0	654	0	0	
31255	1187	321	32	0	1542	708	0	
31303	9879	600	666	0	9749	1136	0	
31657	294	45	33	0	289	74	1	
31826	1123	0	121	0	1302	300	0	
31835	2748	0	72	0	2912	236	0	
32159	655	287	37	0	739	408	0	
32234	187	28	25	0	135	1	0	
32766	186	58	1	0	142	15	0	
33147	1987	220	4	0	1784	21	0	
33259	2326	214	0	0	2112	0	0	
33268	600	90	8	0	515	13	0	
33549	252	0	0	0	252	0	0	
33727	1685	195	67	0	1702	279	0	
33754	55	0	0	0	55	0	0	
33772	8723	450	222	0	8158	107	0	
33839	191	0	0	0	193	2	0	
33857	1197	0	162	0	1193	158	0	
34032	757	-25	18	0	780	16	0	
34153	1352	319	2	0	1236	205	0	
34359	352	0	72	0	323	43	0	
34425	1458	211	11	0	1493	257	0	
34434	890	50	33	0	892	85	0	
34452	326	0	1	0	395	70	0	
34537	6902	0	201	0	7034	333	0	
34555	808	30	18	0	796	36	0	
34742	1333	150	6	0	1204	27	0	
34836	121	40	0	0	83	2	0	
34863	190	30	2	0	170	12	0	
35057	678	144	16	0	538	20	0	
35244	8232	1545	156	0	6893	362	0	
35301	62731	2000	1963	0	58361	0	407	
35570	4320	400	0	0	3925	5	0	
35646	222	0	0	0	222	0	0	
35842	396	35	0	0	376	15	0	
35851	288	0	4	0	294	10	0	
35936	29	0	0	0	29	0	0	
36054	6391	1852	87	0	5910	1458	0	
36344	1926	60	31	0	2089	254	0	
36456	417	10	3	0	456	52	0	
36830	377	0	10	0	377	10	0	
36858	2171	156	3	0	2016	4	0	
36933	714	77	56	0	659	78	0	
37051	315	60	1	0	255	1	0	
37341	249	11	0	0	301	63	0	
37350	302	60	48	0	272	78	0	
37378	675	125	1	0	569	20	0	
37435	6234	847	130	0	5752	495	0	
37640	2990	170	34	0	2909	123	0	
37659	470	6	15	0	461	12	0	
37743	492	30	7	0	473	18	0	
37949	1290	85	2	0	1208	5	0	
38441	277	0	5	0	275	3	0	
38478	1594	394	129	0	1658	1087	500	
38526	1655	230	26	0	1763	364	0	
38535	3295	0	83	0	3212	0	0	
38740	1137	150	69	0	1071	153	0	
39327	2101	0	0	0	2130	29	0	
39420	6140	1125	174	0	5890	1049	0	
39475	7022	2082	283	0	6624	1967	0	
39756	718	442	19	442	735	36	0	
39934	1368	90	27	0	1320	119	50	
40033	1126	0	314	0	1029	217	0	
40051	3418	150	41	0	3351	124	0	
40305	26602	2175	1600	0	29704	4000	-2877	
40350	255	0	0	0	255	0	0	
40707	1578	138	32	0	1502	94	0	
40855	375	15	0	0	431	71	0	
41245	197	18	16	0	163	0	0	
41553	655	0	100	0	615	60	0	
41629	1248	498	119	0	1154	523	0	
41647	4542	180	8	0	4367	13	0	
41759	319	6	7	0	318	12	0	
41825	2335	0	6	0	2332	3	0	
41937	427	15	1	0	411	0	0	
41955	321	0	1	0	320	0	0	
42037	192	33	19	0	165	25	0	
42055	251	6	17	0	239	11	0	
42354	611	60	4	0	565	18	0	
42420	27195	5100	652	0	26778	5335	0	
42448	1890	466	47	0	2021	644	0	
42457	700	0	63	0	637	0	0	
42541	149736	17363	13013	0	149736	30376	0	
43052	570	220	27	0	444	121	0	
43155	1904	341	96	0	1704	237	0	
43173	36221	3774	23	0	34550	2126	0	
43324	825	215	38	0	844	272	0	
43351	40	0	0	0	40	0	0	
43454	257	3	3	0	286	35	0	
43511	1907	85	59	0	1893	130	0	
43641	439	15	5	0	449	30	0	
43669	8540	2350	99	0	10668	4577	0	
43744	464	44	3	0	425	8	0	
43856	287	0	7	0	280	0	0	
43959	1641	170	70	0	1511	110	0	
44040	1298	120	21	0	1237	80	0	
44134	13580	1251	376	0	12455	502	0	
44433	2002	-703	86	0	2682	63	0	
44451	555	86	0	0	483	14	0	
44602	3005	-463	1038	0	2900	50	-420	
44741	1856	246	35	0	1787	212	0	
44750	608	30	0	0	584	6	0	
44929	361	60	13	0	355	67	0	
45038	605	60	9	0	780	244	0	
45047	533	111	64	0	459	101	0	
45056	692	105	27	0	574	14	0	
45270	1369	150	9	0	1241	31	0	
45430	805	60	5	0	761	21	0	
45458	118	0	0	0	118	0	0	
45551	2822	0	60	0	2892	130	0	
45560	3150	222	18	0	2999	89	0	
45627	27213	4345	361	0	25843	3336	0	
45775	209	-7	0	0	216	0	0	
46053	1109	0	167	0	943	1	0	
46905	5743	-265	38	0	6375	405	0	
46941	828	90	47	0	750	59	0	
47153	109	34	0	0	137	62	0	
47247	1995	56	19	0	1960	40	0	
47256	281	18	0	0	263	0	0	
47377	8623	3060	654	0	7354	2445	0	
47452	497	0	3	0	494	0	0	
47500	1740	0	27	0	1724	11	0	
47658	92	151	1	0	96	156	0	
48057	264	108	4	0	327	175	0	
48150	115	5	0	0	115	5	0	
48208	2542	246	81	0	2413	198	0	
48374	2705	345	4	0	2473	117	0	
48440	320	0	0	0	322	2	0	
48552	554	49	0	0	506	1	0	
48673	52	5	0	0	71	24	0	
48730	1243	359	25	0	1203	344	0	
49054	402	65	0	0	355	18	0	
49148	420	0	20	0	412	12	0	
49241	1977	425	194	0	1610	252	0	
49344	1049	0	5	0	1048	4	0	
49362	51121	13803	3776	0	49361	13385	-2434	
49540	512	50	24	0	633	195	0	
49643	198	10	3	0	193	8	0	
49652	1126	380	11	0	795	60	0	
49821	7474	450	92	0	7356	424	0	
49858	126	15	27	0	132	48	0	
49951	417	0	8	0	426	17	0	
50144	445	42	33	0	427	57	0	
50461	2349	400	160	0	2638	849	0	
50546	259	71	2	0	200	14	0	
50854	397	30	17	0	410	60	0	
50957	875	175	0	0	703	3	0	
51253	1122	150	52	0	1163	243	0	
51347	361	24	3	0	372	38	0	
51356	620	145	9	0	515	49	0	
51459	880	105	41	0	829	95	0	
51730	204	30	41	0	177	44	0	
51842	1048	0	3	0	1045	0	0	
51972	1477	60	59	0	1387	29	0	
52410	300	15	8	0	320	43	0	
52456	137	5	24	0	123	15	0	
52719	0	0	0	0	0	0	0	
52951	391	0	70	0	398	77	0	
53015	242	1	21	0	233	13	0	
53033	11169	0	483	0	11796	1110	0	
53051	102	0	2	0	100	0	0	
53239	797	72	15	0	767	37	-20	
53453	163	21	9	0	173	40	0	
53752	217	100	11	0	265	159	0	
54049	471	33	3	0	444	9	0	
54058	2043	220	18	0	1857	52	0	
54124	734	85	7	0	658	16	0	
54357	79	19	15	0	78	33	0	
54375	3325	824	6	0	1800	149	844	
54441	491	54	1	0	436	0	0	
54656	660	30	17	0	654	41	0	
55019	2070	308	48	0	2070	356	0	
55176	424	0	0	0	427	3	0	
55251	1456	450	47	0	1226	267	0	
55336	1824	331	42	0	1500	49	0	
55635	504	71	8	0	443	18	0	
55653	380	145	74	0	342	181	0	
55916	160	27	3	0	160	30	0	
56230	654	40	9	0	632	27	0	
56258	1083	57	7	0	1026	7	0	
56351	3386	490	105	0	3205	414	0	
56427	187	22	10	0	186	31	0	
56548	938	95	11	0	837	5	0	
56557	9819	1140	434	0	8872	627	0	
56717	2679	429	20	0	2373	143	0	
56726	610	51	3	0	584	28	0	
57040	360	24	0	0	336	0	0	
57134	3684	200	15	0	3539	70	0	
57228	937	161	8	0	792	24	0	
57255	766	0	648	0	500	67	-315	
57451	1467	32	3	0	1446	14	0	
57572	406	18	0	0	391	3	0	
57956	824	56	8	0	850	90	0	
58074	788	90	25	0	788	115	0	
58207	1625	135	2	0	1505	17	0	
58225	878	148	21	0	783	74	0	
58243	15177	2587	348	0	13028	1994	1208	
58355	31	0	1	0	39	9	0	
58551	612	0	23	0	624	35	0	
58636	1505	264	206	0	1249	478	264	
58757	257	10	4	0	246	3	0	
58971	30083	3880	993	0	29465	4255	0	
59259	523	0	0	0	526	3	0	
59316	3260	330	51	0	3216	337	0	
59352	823	0	2	0	823	2	0	
59679	75	0	0	0	82	7	0	
59754	218	90	1	0	176	49	0	
60143	428211	80479	6267	0	419965	81015	2515	
60219	885	85	3	0	804	7	0	
60330	2430	877	62	0	1739	248	0	
60433	2759	0	179	0	2925	345	0	
60545	403	0	0	0	403	0	0	
60554	379	12	0	0	386	19	0	
60648	1886	290	45	0	1739	188	0	
61001	3925	237	35	0	3700	47	0	
61122	6013	1155	268	0	5675	1085	0	
61355	3932	2135	263	0	3202	1668	0	
61476	436	8	0	0	428	0	0	
61533	1304	184	4	0	1261	145	0	
61757	1445	130	22	0	1403	110	0	
61832	487	35	12	0	474	34	0	
61953	224	12	6	0	223	17	0	
62044	242	61	5	0	328	152	0	
62101	41006	5804	2942	0	36129	3869	0	
62147	347	30	1	0	319	3	0	
62651	654	94	14	0	615	69	0	
63050	788	0	30	0	774	16	0	
63069	157647	29000	4155	5563	142862	21594	8787	
63078	5569	1878	125	0	4308	742	0	
63201	359	72	5	0	340	58	0	
63359	946	164	33	0	885	136	0	
63573	4914	60	16	0	4838	0	0	
63733	1441	384	93	0	1371	407	0	
63742	1116	108	9	0	1001	2	0	
63751	89	32	7	0	80	30	0	
64150	312	60	1	0	252	1	0	
64253	29	0	0	0	30	1	0	
64543	4739	1860	91	0	4106	1318	0	
64552	157	40	0	0	52	22	87	
64619	10624	6210	279	0	12272	8137	0	
64646	825	365	1	0	427	5	37	
64730	1380	80	9	0	1343	52	0	
64758	1040	0	0	0	1041	1	0	
65205	3496	0	0	0	3496	0	0	
65241	1137	285	8	0	906	62	0	
65513	293	0	0	0	293	0	0	
65559	1522	144	6	0	1377	5	0	
65746	5658	240	61	0	5550	193	0	
65858	4374	600	146	0	4187	684	125	
66015	3650	650	590	0	2697	287	0	
66154	500	9	48	0	561	118	0	
66172	3293	0	4	0	3291	2	0	
66275	4625	283	443	0	5159	1260	0	
66350	308	172	40	0	515	419	0	
66613	72	0	0	0	72	0	0	
66837	761	63	8	0	725	35	0	
66846	2108	620	150	0	1682	344	0	
66903	3189	405	85	0	2829	304	174	
67142	337	14	30	0	351	58	0	
67151	1293	195	16	0	1236	154	0	
67209	1780	0	9	0	1843	72	0	
67254	27	0	2	0	26	1	0	
67311	122797	38074	9902	0	125239	47878	-2540	
67414	461	86	8	0	420	53	0	
67777	2063	150	2	0	1923	12	0	
67852	11809	16857	1127	0	11115	11983	-5307	
68345	1470	0	15	0	1470	15	0	
68448	504	0	21	0	509	26	0	
68569	35845	2767	3483	0	35943	6348	0	
68756	504	169	12	0	470	147	0	
68831	767	157	23	0	750	163	0	
68840	805	37	38	0	744	14	0	
68859	2702	150	33	0	2577	58	0	
68943	865	0	15	0	867	17	0	
69333	2908	150	23	0	2758	23	0	
69351	221	33	0	0	188	0	0	
69650	77	-51	0	0	128	0	0	
69678	3653	850	78	0	2967	242	0	
69847	145	0	4	0	159	18	0	
70049	2255	60	11	0	2196	12	0	
70058	276	162	20	0	232	138	0	
70076	114	0	0	0	114	0	0	
70151	578	42	5	0	531	0	0	
70218	863	48	4	0	856	45	0	
70254	136	0	4	0	133	1	0	
70414	1183	107	8	0	1071	3	0	
70638	1828	0	140	0	1920	232	0	
70955	87	0	1	0	88	2	0	
71318	4794	0	28	0	4809	43	0	
71457	1050	30	0	0	1023	3	0	
71671	1050	60	0	0	995	5	0	
71859	82	0	8	0	78	3	-1	
72258	839	54	2	0	793	10	0	
72351	726	145	55	0	722	196	0	
72418	1145	80	17	0	1118	70	0	
72454	426	75	3	0	362	14	0	
72614	3784	120	30	0	3649	15	0	
72678	358	77	32	0	349	100	0	
73031	666	0	35	0	646	15	0	
73116	3886	671	186	0	3804	775	0	
73152	475	0	57	0	478	60	0	
73554	1461	375	87	0	1131	132	0	
73956	1005	0	7	0	1019	21	0	
74056	236	12	2	0	224	2	0	
74140	3824	225	134	0	3735	270	0	
74159	197	7	38	0	153	1	0	
74337	199	12	0	0	187	0	0	
74403	1540	77	16	0	1455	8	0	
74449	66	0	0	0	66	0	0	
74458	254	45	0	0	224	15	0	
75053	2223	275	53	0	1977	82	0	
75259	9	0	1	0	9	1	0	
75446	1599	100	55	0	1562	118	0	
75455	542	180	88	0	548	274	0	
75558	572	90	4	0	508	30	0	
75576	15233	1800	322	0	15385	2274	0	
75633	218656	50318	9166	0	227374	68202	0	
75651	388	15	47	0	374	48	0	
75857	3099	1400	51	0	1877	229	0	
76050	525	274	11	0	483	243	0	
76135	1873	0	116	0	1893	136	0	
76153	418	15	12	0	395	4	0	
76201	2964000	1586000	111000	0	3608000	1405000	-936000	
76443	676	105	11	0	604	44	0	
76742	910	220	70	0	980	360	0	
76854	1288	426	18	0	1288	444	0	
77150	252	-900	961	0	209	18	0	
77253	367	73	12	0	302	20	0	
77347	1770	65	240	0	1586	121	0	
77374	2683	579	1	0	2366	263	0	
77422	487	0	0	0	487	0	0	
77758	6160	5161	75	0	5980	5056	0	
77851	6200	2035	739	0	8561	5135	0	
78036	875	83	1	0	806	15	0	
78054	1017	1558	367	0	571	1479	0	
78157	238	3	6	0	237	8	0	
78241	250	14	8	0	258	30	0	
78559	151	6	8	0	140	3	0	
78643	573	18	0	0	625	70	0	
78858	50	10	4	0	67	31	0	
79042	78	0	0	0	78	0	0	
79127	1169	125	178	0	1547	681	0	
79145	842	37	11	0	807	13	0	
79257	192	0	0	0	192	0	0	
79855	1017	45	3	0	986	17	0	
80020	10	1	0	0	9	0	0	
80150	2236	0	17	0	2228	9	0	
80431	679	80	69	0	741	211	0	
80552	162	2	0	0	160	0	0	
80936	807	371	60	0	833	457	0	
81054	890	120	24	0	883	137	0	
81429	388	116	1	0	274	3	0	
82024	1525	-70	5	0	1629	39	0	
82033	495	120	0	0	389	14	0	
82257	304	18	36	0	258	8	0	
82350	286	64	7	0	237	22	0	
82659	289	30	2	0	289	32	0	
83151	508	118	18	0	433	61	0	
83236	71	6	1	0	68	4	0	
83311	31322	6800	619	0	26957	1299	-1755	
83357	209	40	10	0	315	156	0	
83450	10401	2100	367	0	8701	767	0	
83638	26553	3000	261	0	23862	570	0	
83834	614	21	0	0	605	12	0	
83852	140	0	17	0	124	1	0	
83955	325	20	18	0	496	209	0	
84046	387	0	1	0	387	1	0	
84055	112	0	0	0	112	0	0	
84251	123	30	0	0	123	30	0	
84345	1082	150	2	0	942	12	0	
84541	3206	445	295	0	3318	852	0	
84804	52	0	0	0	52	0	0	
84970	2422	0	73	0	2710	361	0	
85043	369	72	3	0	309	15	0	
85052	27	0	0	0	27	0	0	
85258	183	0	0	0	183	0	0	
85454	397	59	9	0	334	5	0	
85856	69	0	0	0	69	0	0	
85931	1125	150	37	0	1025	87	0	
86349	1235	316	75	0	1082	238	0	
86358	301	0	2	0	300	1	0	
86527	3753	362	69	0	3644	322	0	
86554	376	92	27	0	319	62	0	
87047	415	18	9	0	435	47	0	
87159	345	0	29	0	327	11	0	
87234	1886	89	27	0	1804	34	0	
87476	732	186	4	0	574	32	0	
87533	1812	187	6	0	1691	72	0	
87944	9911	7474	96	0	8519	6178	0	
88240	245	20	0	0	254	29	0	
88259	400	65	8	0	327	0	0	
88352	253	60	16	0	231	54	0	
88455	1498	0	10	0	1510	22	0	
88530	614	76	7	0	785	254	0	
88950	124	1	1	0	145	23	0	
89032	429	30	6	30	428	5	0	
89135	690	259	4	0	440	13	0	
89162	0	0	0	0	0	0	0	
89452	477	60	1	0	428	12	0	
89751	2719	0	21	0	2731	33	0	
89854	765	31	8	0	745	19	0	
89957	198	97	23	0	171	93	0	
90047	201	10	0	0	195	4	0	
90159	428	-10	2	0	436	0	0	
90234	2446	60	559	0	1838	11	0	
90252	160	5	3	0	152	0	0	
90328	1941	210	98	0	1822	189	0	
90337	2034	140	20	0	1909	35	0	
90403	23789	2300	731	0	20811	3698	3645	
90467	1038	0	0	0	1041	3	0	
90627	1509	120	63	0	1457	131	0	
90645	457	0	0	0	457	0	0	
90739	992	60	69	0	901	38	0	
91129	239	18	8	0	216	3	0	
91147	579	72	12	0	636	141	0	
91156	1644	882	79	0	1887	1204	0	
91259	632	4	23	0	452	18	171	
91615	412	36	4	0	389	17	0	
91651	604	60	13	0	584	53	0	
91754	525	61	2	0	485	23	0	
91866	2786	180	3	0	2605	2	0	
91950	388	0	5	0	393	10	0	
91969	4110	745	25	0	3507	167	0	
92050	428	25	1	0	405	3	0	
92144	324	0	1	0	323	0	0	
92162	821	191	5	0	668	43	0	
92630	4430	610	47	0	3803	30	0	
92706	1026	0	24	0	1072	70	0	
92854	398	192	3	0	203	0	0	
92902	142	0	5	0	145	8	0	
93039	2295	100	7	0	2328	140	0	
93244	682	63	5	0	636	22	0	
93329	441	72	3	0	417	51	0	
93413	2360	60	87	0	2663	450	0	
93543	2152	175	60	0	2097	180	0	
93619	0	0	0	0	0	0	0	
93628	1130	36	2	0	1102	10	0	
93721	39485	3381	760	0	39087	3743	0	
93758	386	620	67	0	326	627	0	
94139	1831	194	138	0	1831	332	0	
94447	623	60	7	0	715	159	0	
94456	435	129	34	0	375	103	0	
94522	1908	278	41	0	1775	186	0	
94661	5817	300	215	0	5498	196	0	
94755	615	120	18	0	586	109	0	
94858	452	45	3	0	415	11	0	
95051	1532	89	8	0	2252	817	0	
95659	305	60	7	0	273	35	0	
95725	3202	301	40	0	2166	110	805	
95855	529	0	0	0	496	0	33	
96254	1142	110	1	0	1034	3	0	
96357	690	0	19	0	701	30	0	
96553	990	245	10	0	797	62	0	
97037	4363	450	64	0	4098	249	0	
97055	224	13	0	0	211	0	0	
97279	152	3	3	0	147	1	0	
97457	142	9	0	0	147	14	0	
97804	1553	120	35	0	1531	133	0	
97943	957	435	4	0	791	273	0	
98351	141	80	92	0	204	235	0	
98454	1022	262	4	0	886	130	0	
98463	2229	147	9	0	2146	73	0	
98548	509	0	13	0	507	11	0	
98557	464	134	15	0	357	42	0	
98641	883	234	88	0	815	254	0	
98717	2127	0	0	0	2127	0	0	
99004	966	230	36	0	816	116	0	
99059	323	30	2	0	313	22	0	
99143	753	450	22	0	733	452	0	
99255	293	0	0	0	293	0	0	
99442	1000	0	1	0	1000	1	0	
99536	984	171	47	0	834	68	0	
99853	178	140	27	0	350	339	0	
99974	944	499	14	0	796	365	0	
100160	2601	0	145	0	2829	373	0	
100236	1673	364	12	0	1382	85	0	
100357	2167	603	264	0	2556	1256	0	
100553	329	0	0	0	334	5	0	
100562	12967	1300	98	0	13058	843	-646	
100843	1792	180	48	0	1659	95	0	
101019	71861	2502	839	0	75826	7306	0	
101037	4966	425	120	0	4975	554	0	
101233	12326	2451	395	0	11932	2452	0	
101327	5250	0	97	0	5310	157	0	
101345	608	201	12	0	508	113	0	
101439	991	243	83	0	834	169	0	
101671	1989	348	174	0	1677	210	0	
101738	1565	58	85	0	1580	158	0	
101952	371	10	14	0	359	12	0	
102155	117	5	5	0	109	2	0	
102333	135	0	0	0	135	0	0	
102342	736	50	15	0	722	51	0	
102539	340	66	3	0	400	129	0	
102557	379	0	4	0	414	39	0	
103134	782	0	4	0	784	6	0	
103255	3530	250	98	0	3506	324	0	
103536	2980	150	71	0	2905	146	0	
103554	248	16	2	0	242	12	0	
103563	150	15	31	0	131	27	0	
103602	0	0	0	0	416	0	-416	
