"IDRSSD"	RIAD3123	RIAD4230	RIAD4605	RIAD5523	RIADB522	RIADC079	RIADC233	RIADC389	RIADC390	RIADC435	
12946	4154	113	140	0	4089	188	0	0	0	0	
12955	881	34	3	0	849	5	0	0	0	0	
13037	2927	1915	1	0	2069	1058	0	0	0	0	
13103	5839	307	154	0	5381	3	0	0	0	0	
13251	328	0	25	0	303	0	0	0	0	0	
13457	154	0	0	0	154	0	0	0	0	0	
14052	698	12	1	0	685	0	0	0	0	0	
14155	897	20	14	0	891	28	0	0	0	0	
14258	7212	210	19	0	7040	57	0			0	
14409	256915	17850	5937	0	247813	14685	0	0	2100	0	
14454	871	30	11	0	839	9	0	0	0	0	
14650	371	0	7	0	364	0	0			0	
14753	520	0	1	0	521	2	0	0	0	0	
14865	1271	60	3	0	1212	4	0	0	0	0	
14940	1494	0	6	0	1489	1	0	0	0	0	
15536	14567	0	9	0	14673	115	0	0	0	0	
16337	2614	225	7	0	2408	26	0	0	0	0	
16458	1894	30	22	0	1925	83	0	0	0	0	
16551	2135	120	15	0	2049	49	0	0	0	0	
16748	336	20	12	0	304	0	0	0	0	0	
16944	294	0	0	0	294	0	0	0	0	0	
16953	138	0	1	0	137	0	0	0	0	0	
17110	856	0	0	0	856	0	0	0	0	0	
17147	6106	640	58	0	5754	346	0	0	0	0	
17259	114	0	2	0	129	17	0	0	0	0	
17464	10719	554	35	0	10335	205	0	0	0	0	
17549	2077	0	15	0	2062	0	0	0	0	0	
17839	1778	60	70	0	1858	210	0	0	0	0	
17950	991	51	5	0	964	29	0	0	0	0	
18050	2372	30	9	0	2343	10	0	0	0	0	
18135	953	66	8	0	884	5	0	0	0	0	
18368	7694	0	34	0	7670	10	0	0	0	0	
18377	102	0	0	0	102	0	0	0	0	0	
18827	1171	33	2	0	1149	14	1	0	0	0	
18836	1194	105	23	0	1187	121	0	0	0	0	
18854	182	2	6	0	174	0	0	0	0	0	
18957	471	0	2	0	471	2	0	0	0	0	
19356	922	0	3	0	920	1	0	0	0	0	
19730	17136	450	7	0	16728	49	0	0	0	0	
19936	1543	75	23	0	1458	13	0	0	0	0	
19972	85	0	0	0	85	0	0	0	0	0	
20053	378	6	1	0	387	16	0	0	0	0	
20147	472	0	4	0	486	18	0	0	0	0	
20259	355	0	62	0	297	4	0	0	0	0	
20370	1212	59	127	0	1240	214	0	0	0	0	
20512	644	0	9	0	673	38	0	0	0	0	
20633	1880	75	17	0	1801	13	0	0	0	0	
20754	65	3	0	0	62	0	0	0	0	0	
20839	1190	78	0	0	1126	14	0	0	0	0	
20857	170	-1	7	0	164	0	0	0	0	0	
20866	886	43	3	0	860	20	0	0	0	0	
21256	32	0	1	0	31	0	0	0	0	0	
21359	133	0	12	0	121	0	0	0	0	0	
21630	382	0	0	0	383	1	0	0	0	0	
21658	1491	6	14	0	1500	29	0	0	0	0	
22048	1836	300	89	0	1693	246	0	0	0	0	
22235	3199	300	7	0	3213	321	0	0	0	0	
22356	1721	45	19	0	1692	35	0	0	0	0	
22459	935	26	7	0	913	11	0	0	0	0	
22543	514	5	0	0	511	2	0	0	0	0	
22552	478	9	3	0	480	14	0	0	0	0	
22730	694	0	5	0	742	53	0	0	0	0	
22936	2286	125	124	0	2059	22	0	0	0	0	
22954	731	35	1	0	695	0	0	0	0	0	
23036	4520	266	14	0	4263	23	0	0	0	0	
23045	232	0	1	0	231	0	0	0	0	0	
23241	23259	375	223	0	23794	1133	0	0	0	0	
23456	599	45	11	0	548	5	0	0	0	0	
23504	2302	0	126	0	2188	12	0	0	0	0	
23540	384	8	0	0	376	0	0	0	0	0	
23643	1233	150	28	0	1494	439	0	0	0	0	
23755	757	30	0	0	738	11	0	0	0	0	
23812	7449	507	73	0	7213	344	0	0	0	0	
24006	2542	60	2	0	2519	39	0	0	0	0	
24266	13630	0	141	0	13799	310	0	0	0	0	
24453	287	0	14	0	274	1	0	0	0	0	
24659	222	8	2	0	222	10	0	0	0	0	
24668	1078	15	6	0	1252	195	0	0	0	0	
24855	28	0	0	0	28	0	0	0	0	0	
24949	6085	189	54	0	5044	317	1115	0	0	0	
25357	300	10	0	0	298	8	0	0	0	0	
25647	1461	0	15	0	1458	12	0	0	0	0	
25852	4850	0	1	0	4889	40	0	0	0	0	
26149	312	10	13	0	289	0	0	0	0	0	
26233	3111	200	52	0	4226	1367	0	0	0	0	
26242	3579	0	65	0	3662	148	0	0	0	0	
26457	204	0	0	0	204	0	0	0	0	0	
26756	533	0	29	0	538	34	0	0	0	0	
26765	156	25	8	0	253	130	0	0	0	0	
26859	3392	282	11	0	3252	153	0	0	0	0	
26916	2369	25	42	0	2315	13	0	0	0	0	
27548	2331	107	96	0	2183	55	0	0	0	0	
27614	1439	15	5	0	1461	42	0			0	
27838	1919	45	0	0	1874	0	0	0	0	0	
27847	1718	46	61	0	1643	32	0	0	0	0	
28013	3466	300	0	0	3166	0	0	0	0	0	
28152	283	5	0	0	278	0	0	0	0	0	
28255	429	15	20	0	398	4	0	0	0	0	
28349	706	0	13	0	764	71	0	0	0	0	
28406	1618	103	0	0	1515	0	0	0	0	0	
28572	367	32	0	0	335	0	0	0	0	0	
28732	348	15	1	0	332	0	0	0	0	0	
29104	3779	0	2	0	3781	4	0	0	0	0	
29159	145	-49	50	0	148	4	0	0	0	0	
29252	1029	30	2	0	1038	41	0	0	0	0	
29636	4772	163	121	0	4721	233	0	0	0	0	
29850	278	15	7	0	257	1	0	0	0	0	
29944	378	218	0	0	160	0	0	0	0	0	
29953	738	15	3	0	731	11	0	0	0	0	
30052	246	2	3	0	243	2	0	0	0	0	
30155	1576	0	1	0	1597	22	0	0	0	0	
30258	3032	178	0	0	2874	20	0	0	0	0	
30418	0	0	0	0	0	0	0	0	0	0	
30502	3427	30	46	0	3419	68	0	0	0	0	
30650	1514	47	10	0	1459	2	0	0	0	0	
30810	818328	122179	35690	0	909772	249313	0	0	247624	0	
30856	1403	25	2	0	1376	0	0	0	0	0	
31134	606	72	21	0	570	57	0	0	0	0	
31255	4465	908	5	0	3663	111	0	0	0	0	
31657	388	45	28	0	374	59	0	0	0	0	
31826	1760	0	68	0	1749	57	0	0	0	0	
31835	1911	75	14	0	1828	6	0	0	0	0	
32159	861	120	0	0	919	178	0	0	0	0	
32234	265	0	1	0	265	1	0	0	0	0	
32766	174	9	0	0	170	5	0	0	0	0	
33147	1867	210	4	0	1824	171	0			0	
33259	4354	-5	0	0	4360	1	0	0	0	0	
33268	573	16	4	0	564	11	0	0	0	0	
33549	265	0	0	0	266	1	0	0	0	0	
33727	2009	0	45	0	2009	45	0	0	0	0	
33754	50	-1	1	0	50	0	0	0	0	0	
33772	16738	0	722	0	16200	184	0	0	0	0	
33839	142	0	7	0	142	7	0	0	0	0	
33857	1090	-19	25	0	1087	3	0	0	0	0	
34153	6537	150	8	0	6743	364	0			0	
34359	362	0	15	0	357	10	0	0	0	0	
34425	2164	137	7	0	2033	13	0	0	0	0	
34434	808	20	12	0	782	6	0	0	0	0	
34452	368	-33	0	0	401	0	0	0	0	0	
34537	6849	438	90	0	6598	277	0	0	0	0	
34555	816	1	9	0	886	80	0	0	0	0	
34742	1786	105	3	0	1683	5	0	0	0	0	
34836	127	0	0	0	127	0	0	0	0	0	
34863	263	108	0	0	234	79	0	0	0	0	
35057	820	15	3	0	805	3	0	0	0	0	
35244	9987	0	88	0	10109	210	0	0	0	0	
35301	17612	0	0	0	17616	0	-4			0	
35570	5525	200	1	0	5388	64	0	0	0	0	
35646	349	0	1	0	348	0	0	0	0	0	
35842	368	20	0	0	361	13	0	0	0	0	
35936	37	0	0	0	37	0	0	0	0	0	
36054	8288	750	18	0	7935	415	0	0	0	0	
36344	2236	87	23	0	2213	87	0	0	0	0	
36456	386	0	10	0	376	0	0	0	0	0	
36858	1777	-12	4	0	2025	0	-240	0	0	0	
36933	1068	45	68	0	1084	129	0	0	0	0	
37051	522	2	3	0	517	0	0	0	0	0	
37341	308	11	29	0	268	0	0	0	0	0	
37350	198	0	11	0	187	0	0	0	0	0	
37378	749	15	0	0	822	88	0	0	0	0	
37435	6973	-114	106	0	7068	87	0	0	0	0	
37640	3771	375	41	0	3670	315	0	0	0	0	
37659	420	43	8	0	400	31	0	0	0	0	
37743	327	26	2	0	299	0	0	0	0	0	
37949	2649	150	18	0	2498	17	0	0	0	0	
38478	1376	30	21	0	1342	17	0	0	0	0	
38526	1725	180	4	0	1611	70	0			0	
38535	3038	0	2	0	3037	1	0	0	0	0	
38740	1086	38	20	0	1072	44	0	0	0	0	
39327	2193	0	17	0	2178	2	0	0	0	0	
39420	7545	399	58	0	7386	298	0	0	0	0	
39475	16924	1075	49	0	18475	2675	0	0	0	0	
39756	1193	150	20	0	1200	177	0	0	0	0	
39934	1536	98	64	0	1527	153	0	0	0	0	
40033	1016	5	91	0	1030	110	0	0	0	0	
40305	29271	625	733	0	28955	1042	0	0	0	0	
40350	256	0	0	0	256	0	0	0	0	0	
40707	2009	60	2	0	1956	9	0	0	0	0	
40855	453	15	35	0	403	0	0	0	0	0	
41245	304	0	2	0	306	4	0	0	0	0	
41553	630	0	14	0	619	3	0	0	0	0	
41629	1381	90	82	0	1346	137	0	0	0	0	
41647	5656	117	12	0	5538	11	0			0	
41759	325	0	0	0	325	0	0	0	0	0	
41825	2471	0	3	0	2491	23	0	0	0	0	
41937	440	3	2	0	436	1	0	0	0	0	
41955	374	0	1	0	373	0	0	0	0	0	
42037	307	64	7	0	444	208	0	0	0	0	
42055	282	20	3	0	304	45	0			0	
42354	620	11	18	0	595	4	0	0	0	0	
42420	40794	1744	348	0	41063	2361	0	0	0	0	
42448	3712	346	73	0	3499	141	-65	0	0	0	
42457	543	0	1	0	542	0	0	0	0	0	
42541	173400	19602	7695	0	161056	18708	3755	0	0	0	
43052	1272	103	15	0	1244	90	0	0	0	0	
43155	2850	220	48	0	2684	102	0	0	0	0	
43173	57547	1182	27	0	56472	134	0	0	0	0	
43324	1132	99	32	0	1106	105	0			0	
43351	18	0	0	0	18	0	0	0	0	0	
43454	228	2	1	0	225	0	0	0	0	0	
43511	2430	124	21	0	2288	3	0	0	0	0	
43641	443	3	0	0	440	0	0	0	0	0	
43744	600	28	11	0	566	5	0	0	0	0	
43856	323	30	0	0	293	0	0	0	0	0	
43959	1339	0	42	0	1312	15	0	0	0	0	
44040	1495	90	9	0	1479	83	0	0	0	0	
44134	19727	1875	22	0	18279	449	0	0	0	0	
44433	3695	670	63	0	3022	60	0	0	0	54	
44451	751	30	0	0	746	25	0	0	0	0	
44602	1267	-3448	14	0	4740	39	0	0	0	0	
44741	2124	109	30	0	2076	91	0	0	0	0	
44750	552	8	1	0	544	1	0	0	0	0	
44929	539	30	8	0	562	61	0	0	0	0	
45038	679	18	39	0	642	20	0	0	0	0	
45047	709	30	90	0	629	40	0	0	0	0	
45056	624	0	1	0	628	5	0	0	0	0	
45430	1104	30	2	0	1075	3	0	0	0	0	
45458	122	0	0	0	123	1	0	0	0	0	
45551	2505	45	21	0	2497	58	0	0	0	0	
45560	4066	950	10	0	3632	526	0	0	0	0	
45627	27483	1900	629	0	26872	1918	0	0	0	0	
45775	303	14	0	0	289	0	0	0	0	0	
46053	1327	75	46	0	1235	29	0	0	0	0	
46941	788	45	26	0	750	33	0	0	0	0	
47153	219	3	0	0	216	0	0	0	0	0	
47247	1468	125	9	0	1350	16	0	0	0	0	
47256	336	10	0	0	327	1	0	0	0	0	
47452	492	0	4	0	488	0	0	0	0	0	
47500	1586	0	4	0	1629	47	0	0	0	0	
48057	200	5	1	0	195	1	0	0	0	0	
48150	140	3	0	0	137	0	0	0	0	0	
48374	3832	104	1	0	3736	9	0	0	0	0	
48440	290	3	0	0	287	0	0	0	0	0	
48552	860	30	1	0	829	0	0	0	0	0	
48730	2476	205	33	0	2240	2	0	0	0	0	
49054	1162	53	0	0	1166	57	0	0	0	0	
49148	433	0	0	0	433	0	0	0	0	0	
49241	1850	100	55	0	1767	72	0	0	0	0	
49344	969	0	1	0	969	1	0	0	0	0	
49540	524	0	8	0	528	12	0	0	0	0	
49643	176	5	0	0	171	0	0	0	0	0	
49652	1207	24	8	0	1192	17	0	0	0	0	
49821	6703	375	132	0	7680	1484	0	0	0	0	
49858	319	0	11	0	344	36	0	0	0	0	
49951	542	0	1	0	541	0	0	0	0	0	
50144	448	24	7	0	444	27	0	0	0	0	
50461	2477	0	28	0	2449	0	0	0	0	0	
50546	334	0	38	0	299	3	0	0	0	0	
50854	570	30	8	0	543	11	0	0	0	0	
50957	617	0	75	0	567	25	0	0	0	0	
51253	1201	20	39	0	1203	61	0	0	0	0	
51356	537	40	2	0	561	66	0	0	0	0	
51459	801	0	2	0	814	15	0	0	0	0	
51730	291	15	3	0	285	12	0	0	0	0	
51842	1123	0	6	0	1117	0	0	0	0	0	
51972	1812	30	1	0	1783	2	0	0	0	0	
52410	242	0	1	0	241	0	0	0	0	0	
52456	145	5	2	0	138	0	0	0	1	0	
52719	0	0	0	0	0	0	0	0	0	0	
52951	453	9	75	0	383	14	0	0	0	0	
53015	173	0	39	0	134	0	0	0	0	0	
53033	9096	-1854	239	0	10829	118	0	0	0	0	
53051	124	0	25	0	100	1	0	0	0	0	
53239	1190	49	19	0	1145	23	0	0	0	0	
53453	159	13	2	0	157	13	0	0	0	0	
53752	223	0	15	0	208	0	0	0	0	0	
54049	472	14	0	0	458	0	0	0	0	0	
54058	2044	75	12	0	1968	11	0	0	0	0	
54357	145	16	10	0	119	0	0	0	0	0	
54375	4747	410	9	0	4523	195	0	0	0	0	
54441	782	24	0	0	758	0	0	0	0	0	
54656	737	10	11	0	742	26	0	0	0	0	
55176	604	30	0	0	574	0	0	0	0	0	
55251	2074	175	25	0	1902	28	0	0	0	0	
55336	2289	30	4	0	2274	19	0	0	0	0	
55635	664	6	4	0	654	0	0	0	0	0	
55653	337	25	19	0	356	63	0	0	0	0	
56230	944	84	4	0	859	3	0	0	0	0	
56258	991	31	2	0	958	0	0	0	0	0	
56351	3384	235	97	0	3388	336	0	0	0	0	
56427	237	8	0	0	239	10	0	0	0	0	
56548	1492	90	0	0	1406	4	0	0	0	0	
56557	14992	435	132	0	14674	249	0	0	0	0	
56717	3393	220	61	0	3172	60	0	0	0	0	
56726	636	16	1	0	647	28	0	0	0	0	
57040	508	15	5	0	500	12	0	0	0	0	
57228	1174	82	6	0	1180	94	0	0	0	0	
57255	708	116	22	0	671	101	0	0	0	0	
57451	1593	27	16	0	1551	1	0	0	0	0	
57572	427	0	1	0	430	4	0	0	0	0	
57956	819	24	7	0	831	43	0	0	0	0	
58074	1022	75	18	0	971	42	0	0	0	0	
58207	1678	77	2	0	1610	11	0	0	0	0	
58225	1347	125	18	0	1305	101	0	0	0	0	
58243	26475	1523	680	0	26526	2254	0			0	
58355	32	0	0	0	32	0	0	0	0	0	
58551	754	0	2	0	779	27	0	0	0	0	
58636	1913	157	51	0	1921	216	0	0	0	0	
58757	295	0	2	0	299	6	0	0	0	0	
58971	39066	1801	439	0	37539	713	0	0	0	0	
59259	741	30	1	0	716	6	0	0	0	0	
59316	3523	100	18	0	3448	43	0	0	0	0	
59352	771	0	0	0	771	0	0	0	0	0	
59679	84	0	0	0	84	0	0	0	0	0	
59754	175	15	13	0	170	23	0	0	0	0	
60143	635624	1000	8370	0	672918	46617	-47			1300	
60219	941	0	14	0	948	21	0	0	0	0	
60330	2507	25	23	0	2501	42	0	0	0	0	
60433	1383	15	106	0	1419	157	0	0	0	0	
60545	405	0	0	0	405	0	0	0	0	0	
60554	363	6	0	0	360	3	0	0	0	0	
60648	1731	105	130	0	1672	176	0	0	0	0	
61122	6368	-126	84	0	6661	251	0	0	0	0	
61355	7210	1976	337	0	7433	2536	0	0	0	0	
61476	496	5	0	0	491	0	0	0	0	0	
61533	2006	128	0	0	2000	122	0	0	0	0	
61757	1891	30	15	0	1846	0	0	0	0	0	
61832	463	0	2	0	461	0	0	0	0	0	
61953	244	18	17	0	217	8	0	0	0	0	
62044	343	0	4	0	339	0	0	0	0	0	
62101	43626	1475	556	0	43535	1940	0	0	0	0	
62147	505	3	0	0	533	31	0	0	0	0	
62651	643	0	151	0	501	9	0	0	0	0	
63050	905	0	3	0	903	1	0	0	0	0	
63069	147607	0	3738	0	148568	3506	-1193	0	0	0	
63078	8052	425	308	0	7903	584	0	0	0	0	
63201	321	20	8	0	318	25	0	0	0	0	
63359	1033	25	4	0	1069	65	0	0	0	0	
63573	5357	0	15	0	5342	0	0	0	0	0	
63733	2060	61	27	0	2036	64	0	0	0	0	
63742	1163	60	1	0	1103	1	0	0	0	0	
63751	95	0	9	0	86	0	0	0	0	0	
64150	595	18	0	0	577	0	0	0	0	0	
64543	3602	225	22	0	3388	33	0	0	0	0	
64552	433	11	0	0	435	13	0	0	0	0	
64619	15909	1548	55	0	16063	1757	0	0	0	0	
64730	1497	30	0	0	1557	90	0	0	0	0	
64758	1106	54	32	0	1023	3	0	0	0	0	
65205	3530	0	0	0	3530	0	0	0	0	0	
65241	912	10	0	0	910	8	0	0	0	0	
65513	102	0	0	0	102	0	0	0	0	0	
65559	1592	64	2	0	1539	13	0			0	
65746	7187	150	26	0	7106	95	0	0	0	0	
65858	7266	180	78	0	7098	90	0	0	0	0	
66015	3520	290	296	0	3759	825	0	0	0	0	
66154	473	15	5	0	468	15	0	0	0	0	
66172	3681	50	12	0	3621	2	0	0	0	0	
66275	2574	0	72	0	2559	57	0	0	0	0	
66837	1892	116	11	0	1801	36	0	0	0	0	
66846	3631	544	154	0	3436	503	0	0	0	0	
66903	5126	525	45	0	4772	216	0	0	0	0	
67142	306	43	1	0	264	2	0	0	0	0	
67151	2769	90	1	0	2703	25	0	0	0	0	
67209	2917	0	0	0	2920	3	0	0	0	0	
67254	14	1	0	0	13	0	0	0	0	0	
67311	97158	11766	4890	0	97241	16739	0	0	0	0	
67414	736	37	7	0	751	59	0	0	0	0	
68345	1426	0	1	0	1429	4	0	0	0	0	
68448	494	0	0	0	494	0	0	0	0	0	
68756	925	117	148	0	864	204	0	0	0	0	
68831	1062	32	75	0	1157	202	0	0	0	0	
68840	1227	0	58	0	1181	12	0			0	
68859	3094	75	28	0	3007	16	0	0	0	0	
68943	952	20	0	0	932	0	0	0	0	0	
69333	5077	288	40	0	4806	57	0	0	0	0	
69351	1731	1350	0	0	459	78	0			0	
69650	83	0	0	0	85	2	0	0	0	0	
69678	2451	165	15	0	2978	707	0	0	0	0	
69847	149	3	0	0	146	0	0	0	0	0	
70049	2362	11	4	0	2347	0	0	0	0	0	
70058	499	23	2	0	497	23	0	0	0	0	
70076	114	0	0	0	114	0	0	0	0	0	
70151	602	9	0	0	593	0	0	0	0	0	
70218	1014	-51	0	0	1065	0	0	0	0	0	
70254	127	0	1	0	126	0	0	0	0	0	
70414	1596	27	2	0	1578	11	0	0	0	0	
70638	1456	0	46	0	1427	17	0	0	0	0	
70955	123	0	0	0	124	1	0	0	0	0	
71318	4448	15	5	0	4436	8	0	0	0	0	
71457	1342	30	0	0	1313	1	0	0	0	0	
71859	59	0	2	0	57	0	0	0	0	0	
72258	1160	0	0	0	1200	40	0	0	0	0	
72351	875	52	9	0	829	15	0	0	0	0	
72454	451	203	7	0	430	189	0	0	0	0	
72614	19702	0	90	0	19704	92	0	0	0	0	
72678	501	118	58	0	420	95	0	0	0	0	
73031	718	0	0	0	719	1	0	0	0	0	
73116	5474	396	64	0	5593	579	0	0	0	0	
73152	493	0	28	0	465	0	0	0	0	0	
73554	1757	188	10	0	1559	0	0	0	0	0	
73956	704	0	6	0	765	67	0	0	0	0	
74056	644	30	4	0	612	2	0	0	0	0	
74140	4526	165	97	0	4369	105	0			0	
74159	206	25	0	0	212	31	0	0	0	0	
74337	307	0	0	0	307	0	0	0	0	0	
74403	2382	29	7	0	2426	1	-79	0	0	0	
74449	66	0	0	0	66	0	0	0	0	0	
74458	428	29	1	0	441	43	0	0	0	0	
75053	3317	300	18	0	3121	122	0	0	0	0	
75259	16	0	7	0	15	6	0	0	0	0	
75446	1956	0	1	0	1961	6	0	0	0	0	
75455	836	0	24	0	812	0	0	0	0	0	
75558	1006	42	4	0	1002	42	0	0	0	0	
75633	212261	0	2575	0	219740	10054	0	0	0	0	
75651	1051	60	4	0	1016	29	0	0	0	0	
76050	1156	87	35	0	1177	143	0	0	0	0	
76135	1116	0	9	0	1109	2	0	0	0	0	
76153	733	15	30	0	695	7	0	0	0	0	
76201	1568329	-236968	75977	10670	2302152	76340	-485822	0	0	22500	
76443	734	40	15	0	708	29	0	0	0	0	
76854	1400	-4	4	0	1400	0	0	0	0	0	
77150	345	18	1	0	326	0	0	0	0	0	
77253	521	45	3	0	475	2	0	0	0	0	
77347	2346	75	21	0	2314	64	0	0	0	0	
77374	7254	488	13	0	6917	164	0	0	0	0	
77422	512	30	3	0	479	0	0	0	0	0	
77758	4905	1665	35	0	6160	2932	-23	0	0	0	
77851	4685	175	176	0	4795	461	0	0	0	0	
78036	1268	0	1	0	1267	0	0	0	0	0	
78054	802	17	2	0	796	13	0	0	0	0	
78157	394	36	13	0	354	9	0	0	0	0	
78241	254	0	2	0	253	1	0	0	0	0	
78559	227	3	0	0	225	1	0	0	0	0	
78643	794	21	1	0	783	11	0	0	0	0	
78858	64	0	5	0	62	3	0	0	0	0	
79042	79	0	1	0	78	0	0	0	0	0	
79127	682	45	34	0	696	93	0	0	0	0	
79145	1344	25	1	0	1346	28	0	0	0	0	
79257	233	0	0	0	233	0	0	0	0	0	
79855	1176	0	2	0	1175	1	0	0	0	0	
80020	10	0	0	0	10	0	0	0	0	0	
80150	1785	0	243	0	1584	42	0	0	0	0	
80431	583	-41	26	0	624	26	0	0	0	0	
80552	269	0	7	0	270	8	0	0	0	0	
80936	1533	87	12	0	1474	40	0	0	0	0	
81054	978	45	3	0	1001	2	-69	0	0	0	
81429	667	45	3	0	625	6	0	0	0	0	
82033	797	0	5	0	792	0	0	0	0	0	
82257	313	0	2	0	314	3	0	0	0	0	
82350	339	15	39	0	310	25	0	0	0	0	
82659	360	6	0	0	354	0	0	0	0	0	
83151	1089	70	0	0	1022	3	0	0	0	0	
83236	100	3	0	0	97	0	0	0	0	0	
83311	23268	126	462	0	23295	715	100	0	0	0	
83357	241	9	3	0	232	3	0	0	0	0	
83450	9130	1700	144	0	7717	431	0	0	0	0	
83638	25208	1200	51	0	29417	5460	0	0	0	0	
83834	713	17	0	0	696	0	0	0	0	0	
83852	172	0	0	0	172	0	0	0	0	0	
83955	416	5	16	0	412	17	0	0	0	0	
84046	358	5	0	0	384	31	0	0	0	0	
84055	112	0	0	0	112	0	0	0	0	0	
84251	123	0	0	0	123	0	0	0	0	0	
84345	1709	135	60	0	1523	9	0	0	0	0	
84541	3947	114	57	0	3884	108	0	0	0	0	
84804	52	0	0	0	52	0	0	0	0	0	
85043	530	36	5	0	521	32	0	0	0	0	
85052	18	0	0	0	18	0	0	0	0	0	
85258	305	0	0	0	305	0	0	0	0	0	
85454	361	0	13	0	349	1	0	0	0	0	
85856	68	12	0	0	56	0	0	0	0	0	
85931	1124	116	9	0	1386	387	0	0	0	0	
86349	1785	0	7	0	1807	29	0	0	0	0	
86358	351	0	1	0	350	0	0	0	0	0	
