"IDRSSD"	RCFD1410	RCFD1563	RCFD1590	RCFD1616	RCFD1763	RCFD1764	RCFD2011	RCFD2081	RCFD2107	RCFD2122	RCFD2123	RCFD2182	RCFD2183	RCFD2746	RCFDA247	RCFDA570	RCFDA571	RCFDA572	RCFDA573	RCFDA574	RCFDA575	RCFDB532	RCFDB533	RCFDB534	RCFDB536	RCFDB537	RCFDB538	RCFDB539	RCFDB837	RCFDC391	RCON1288	RCON1415	RCON1420	RCON1460	RCON1480	RCON1545	RCON1563	RCON1564	RCON1590	RCON1616	RCON1763	RCON1764	RCON1766	RCON1797	RCON2011	RCON2081	RCON2107	RCON2122	RCON2123	RCON2165	RCON2182	RCON2183	RCON2746	RCON5367	RCON5368	RCON5370	RCONA247	RCONA564	RCONA565	RCONA566	RCONA567	RCONA568	RCONA569	RCONA570	RCONA571	RCONA572	RCONA573	RCONA574	RCONA575	RCONB531	RCONB532	RCONB533	RCONB534	RCONB535	RCONB536	RCONB537	RCONB538	RCONB539	RCONB837	RCONC391	
365848																															0	4387	931	299	1487		5		2887	0			8714	1360	3938	0	792	62675	0	6			0	35240	1919	702	12465	1161	2274	2819	6250	17598	5054	7549	5078	5784	7586	848	80								638	72		0	
365941																															0	833	346	0	4245		11		463	250			5784	1612	3814	0	276	41149	0	0			448	23703	1	16782	3919	357	2789	9910	3035	6166	1315	2064	2655	4483	3329	3044	686								0	61		0	
365950																															0	5395	3961	106	10597		425		1082	0			3840	0	2774	0	0	43692	0	0			0	15148	364	2167	35851	5155	8246	1046	518	159	17	13009	9441	1558	2303	315	0								0	0		0	
366078																															0	8300	0	273	80090	0	0	0	549	720	11744	0	11744	34756	8236	0	792	234978	11	0	0	0	0	84335	5675	40832	32097	5846	16201	23754	7820	18018	10697	98169	19638	10175	12495	7414	235	0	0	0	0	0	0	0	0	239	0	0	
366238																															0	31291	64595	168	71490	0	469	469	2335	0	17995	0	17995	9654	14421	0	3970	268952	0	0	0	0	0	42206	5800	198	53546	5347	3718	11383	18847	1439	1227	117007	11096	43669	45521	6325	1851	0	0	0	0	0	0	0	0	4558	0	0	
366247																															0	0	8311	271	977		71		9389	66			6933	0	2623	0	26	35626	0	0			0	6768	257	0	14138	55	200	147	454	5912	0	4295	9588	2493	3119	8779	584								0	0		0	
366359																															0	50	3191	0	1144		272		7910	0			5460	0	3903	0	1502	30639	152	0			0	7242	117	0	9796	249	497	2595	2139	1595	59	9470	3389	4417	3446	1653	325								0	0		0	
366658																															0	1428	4226	187	5678		15		1410	0			18904	416	6279	0	0	54769	0	0			0	15570	656	9434	10903	2088	7812	1503	1314	1360	1360	7154	14642	8687	6101	1404	1158								0	0		0	
366854																															0	1351	1317	0	4661		1061		829	0			11014	0	909	0	0	23577	0	0			0	2435	0	815	6936	735	46	19	171	671	793	11692	7067	818	747	432	372								0	0		0	
367150																															0	130	5403	0	1608		6		4106	0			1280	0	4604	0	800	28256	0	0			0	10178	93	0	16798	756	1914	0	20	2391	5097	5083	9045	1912	1084	573	381								32	16		0	
367208																															0	33369	0	17740	170034	0	563	563	0	0	28133	0	28133	28391	1911	0	0	386022	242	41236	41236	0	0	58466	6369	3725	82080	1899	4297	905	2465	37083	11817	90251	23224	60463	88042	60437	5000	0	0	0	0	0	0	0	0	52	0	0	
367244																															0	0	5868	37	1299		78		1345	4			850	103	785	0	0	13052	0	0			30	2357	324	440	7675	200	1031	798	111	157	60	3469	3282	2248	872	211	429								0	6		0	
367431																															0	1863	420	762	20097		0		281	318			9070	121	18850	0	615	100777	0	0			91	47348	1012	0	26190	3209	5531	31629	6805	174	0	9048	11225	20001	11196	1172	0								338	0		0	
367543																															0	4489	20112	4999	15458		131		15019	0			19435	339	6530	0	350	116423	4	843			0	27570	840	10259	35379	2560	2041	3093	2428	11686	5698	34755	20069	13513	7853	4202	8436								312	0		0	
367552																															0	0	256	0	1		13		572	0			1302	0	250	0	48	2442	0	0			0	0	0	0	1430	0	0	0	0	0	0	1214	963	127	25	0	113								0	0		0	
367673																															0	21514	0	6559	63470		63		0	0			2380	31146	137	0	0	262535	0	0			0	132669	4357	4883	39221	2168	3589	2271	4760	33617	85926	71286	9832	16087	28055	2212	1121								240	0		0	
367851																															0	30357	1103	2086	42011		98		155	0			13242	4065	3029	0	0	106870	0	0			0	8831	1575	1247	44065	1305	2287	3764	1308	168	0	29197	21475	30768	15695	707	0								0	318		0	
367954																															0	3324	960	790	26288		304		1755	0			3127	0	26234	0	140	74830	0	0			0	11908	0	0	32967	965	1045	7139	2025	630	0	21029	9928	19713	9930	1598	0								0	0		0	
368054																															100	914	9527	0	2806		470		8838	0			3524	0	6385	0	23	40564	167	0			0	8144	0	0	16307	95	120	818	1891	1975	3185	4872	13307	3981	4619	4397	1265								0	0		0	
368111																															0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3982	0	0	0	0	0	3982	0	0	0	0	0	0	0	0	3982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
368175																															0	96709	5106	15535	168012	0	0	0	408	2473	31475	0	31475	44786	43882	0	0	600582	159	0	0	0	0	187007	7031	95998	118707	2819	38084	46651	25337	66847	6330	222177	18616	64573	76199	19953	10918	0	0	0	0	0	0	0	703	87	0	0	
368344																															0	0	4689	0	1081		6		7876	0			2105	90	1168	0	994	24491	0	14			0	6458	0	170	6880	170	0	141	140	3002	3005	5114	2049	2335	2267	3876	2392								0	10		0	
368429																															0	7574	4901	471	37837		0		498	0			33995	2762	3825	0	0	120154	358	0			0	25494	2816	14431	64167	1841	4864	15335	987	2433	0	51038	7516	18156	11040	3567	2633								0	339		0	
368447																															0	20290	0	18503	89417	0	1475	1475	0	0	38184	0	38184	101032	23378	0	0	399201	0	0	0	0	91	94198	9994	65405	77798	892	6197	16596	38223	27947	4343	197471	5098	44215	40937	17212	70	0	0	0	0	0	0	0	0	2730	0	0	
368522																															0	0	47	372	6672		0		0	0			5975	833	23810	0	558	56777	0	0			0	17745	591	0	4264	2	29	422	1180	12575	3537	11551	618	7418	10887	5835	2723								0	174		0	
368755																															0	0	647	0	3817		285		0	0			2025	0	1827	0	0	10765	0	0			0	2131	28	2131	7023	424	1346	105	53	203	0	2741	2512	1547	728	696	194								0	5		0	
368933																															0	276	5014	0	623		36		5220	0			2278	0	7828	0	36	31728	2	75			0	10090	190	8787	3950	517	1024	4922	453	1556	1618	1910	4678	6397	4119	1257	3277								0	64		0	
368951																															0	5082	10105	0	14162		75		3770	0			8370	155	3267	0	250	57117	0	2229			0	8794	242	6202	31672	964	1493	5369	483	431	55	13994	15280	12510	5133	1225	180								616	0		0	
369426																															0	456	1941	392	4410		0		1281	0			4034	2081	6427	0	5	28384	73	0			0	7071	359	21	4366	377	348	1684	3749	453	0	4158	1614	5320	8220	1033	0								0	0		0	
369435																															0	5965	1364	1092	10517		70		0	0			5965	59451	31225	0	550	163550	0	0			0	41049	5866	9988	10953	1446	2069	6285	11311	18941	996	72532	756	18972	24393	5523	42								0	436		0	
369453																															0	2779	6295	52	14656		0		11947	0			9942	182	5273	149	0	59732	0	0			0	8010	447	331	6743	610	843	1447	984	4072	54	19953	12034	7876	6960	4512	0								0	0		0	
369659																															0	17643	1595	5414	62928		0		1815	0			60491	0	34112	0	0	214467	0	0			0	29468	1001	2154	88199	4042	4786	8055	9148	3437	0	83107	22717	35146	26740	15616	0								0	0		0	
370020																															0	9991	15714	297	21522		553		3287	27			6301	4508	10500	0	2207	122145	0	0			0	46046	935	32342	21765	1389	3924	5371	1499	12401	21442	22176	11486	19705	10109	8486	3693								284	0		0	
370150																															0	0	4836	0	6130		18		3957	0			3073	0	777	0	0	20568	0	0			0	1777	0	0	8775	149	511	742	160	215	0	1568	6547	4867	3012	2797	0								0	0		0	
370338																															0	67923	715	22355	24552		2199		0	0			26531	16259	5293	0	0	186782	0	2286			0	18391	256	0	84799	8191	523	4502	5175	0	0	104392	11232	36178	15751	838	0								0	22		0	
370347																															0	39	11700	2268	7197		17		7893	0			3974	0	3892	0	0	47931	0	116			0	10158	677	6412	9185	402	1060	4845	654	1180	1975	4206	8442	9133	7609	3824	4426								0	0		0	
370646																															0	565	17588	0	10154		33		2405	145			4348	76	4092	0	921	56589	0	3731			0	12195	335	9179	7579	414	668	1887	792	1762	6672	25699	1807	4708	8406	3679	95								0	146		0	
370721																															0	329	5252	121	6216		0		1300	0			3787	630	9125	0	0	54259	78	0			0	26832	469	17710	15926	3033	5485	7442	3659	2571	4470	3779	3671	5379	3368	5045	5651								0	276		0	
370730																															0	1824	0	5761	15331		108		0	0			14069	87	209	0	482	51057	0	0			0	12372	813	1937	15255	965	908	1694	2998	1840	3967	21426	4850	9779	1220	206	0								0	1		0	
370758																															0	128	270	0	109		4		2743	24			745	0	860	0	0	6966	0	0			0	2107	0	156	4059	58	705	1166	164	14	0	1673	1623	1029	408	109	0								0	0		0	
370833																															0	466	182	720	3687		54		147	0			3630	582	2641	0	0	21374	0	0			0	8204	1047	2845	6744	1408	100	332	968	1756	3606	4114	1122	2530	2688	1591	1088								0	14		0	
370954																															0	1134	720	0	1325		14		206	0			675	0	3845	0	0	12338	0	0			0	4133	286	2849	4253	83	419	1102	2023	204	302	1781	1970	2382	1700	372	0								0	0		0	
371223																															0	4179	715	3445	25156		0		540	0			4166	1362	1835	0	196	60469	76	0			0	16462	2358	292	33642	1856	2343	7599	1316	1245	1755	26765	2677	4257	3267	3660	2289								0	131		0	
371232																															0	9180	1588	1833	12693		100		284	0			6638	3585	3887	0	3065	57280	149	0			0	13468	1108	0	17031	743	706	2961	8455	348	255	20974	3717	7842	8150	3222	0								0	0	0	0	
371353																															0	119340	74	1918	54560		1565		24	53			40399	12233	3958	0	2510	252178	0	0			0	11167	3611	2997	94138	4508	1157	2801	601	611	1489	124778	46165	40239	19374	7684	0								135	684		0	
371362																															0	118	5655	0	3455		432		17521	0			11642	0	8526	0	940	58264	0	0			0	9975	0	2202	22257	2615	1441	5262	633	24	0	33890	2695	4705	3436	3305	246								0	0			
371559																															0	2977	2966	419	648		16		8789	0			6059	1151	4016	0	0	29856	0	0			0	2815	0	199	2986	147	158	858	1590	62	0	16730	3533	2592	3608	578	0								0	0		0	
371755																															0	924	0	0	4588		598		0	0			10435	0	5980	0	0	31966	0	0			0	8643	729	0	3525	17	585	2606	5109	144	163	1593	1770	6182	5397	8208	69								0	69		0	
371849																															0	29	2470	0	1924		33		2611	0			2490	0	2611	0	1036	18422	0	34			0	5034	150	0	6252	160	1425	3340	110	0	0	1392	3308	5916	1400	810	480								0	0		0	
371858																															0	661	2932	690	7408		46		4140	0			6235	0	6432	0	0	39570	386	206			300	10576	624	0	13074	320	504	5144	1073	2620	916	5676	6864	10945	3873	1470	243								0	6		0	
371924																															0	19762	62	882	36106	0	291	291	0	0	28613	0	28613	9098	56708	0	3692	216632	0	0	0	0	0	51701	4652	862	11762	2010	967	930	2362	24137	20909	85358	2224	17070	42696	14397	3058	0	0	0	0	0	0	0	0	5065	0	0	
371942																															0	721	7709	37	3875		62		2905	0			2744	22	4797	0	151	33161	0	0			0	9633	505	0	11357	690	1296	7448	145	12	0	3677	5694	11459	1998	700	0								0	0		0	
372248																															0	4732	1418	676	4530		175		988	0			3291	20	1078	0	0	20125	0	0			0	3000	120	2594	7126	42	164	889	1887	0	0	6308	3470	2712	3601	1004	30								89	8		0	
372257																															0	193	505	0	1330		8		2444	0			4626	0	738	0	0	11582	0	0			0	1738	0	0	6854	4	297	31	68	1338	0	1646	4907	574	644	2073	0								0	0		0	
372444																															0	566	10446	0	5884		8		4283	0			2280	0	5334	0	732	44150	4	0			0	14092	529	12682	6620	1108	1427	2774	949	4258	3445	2806	5957	5099	4844	5375	5973								0	0		0	
372538																															0	27092	10168	1353	49685	0	0	0	6541	150	17683	0	17683	156	26035	0	188	230582	40	0	0	0	0	87174	3676	2484	63316	7866	9215	16367	50296	2404	190	25314	28746	29917	53265	4856	33	0	0	0	0	0	0	0	791	80	0	0	
372556																															0	1031	12376	693	10061		33		15765	0			8257	1041	8085	0	0	64430	0	94			0	5963	959	263	14464	74	54	689	2508	2217	219	26508	3125	8603	16057	3914	124								0	72		0	
372640																															0	3432	2792	453	7770		0		875	0			5771	1615	2907	0	188	47949	0	0			0	22095	51	822	7617	540	455	55	336	5842	14867	7617	1130	2787	2780	8264	3135								0	0		0	
372855																															0	7663	5225	0	11791		65		63	0			3319	1604	9047	0	0	51858	0	0			0	11619	1462	6016	15416	678	1066	3023	3708	2345	660	9195	11357	9466	6714	3384	78								0	0		0	
373058																															0	0	3494	0	1244		0		7822	0			4971	0	2617	0	17	22830	0	32			0	2633	0	1106	5841	0	409	462	916	788	58	1837	6429	4934	4244	1941	788								0	0		0	
373115																															0	35098	47707	13797	65889	0	260	260	11333	0	13035	0	13035	29371	7048	0	6645	359522	0	0	0	0	0	126569	1093	43514	85366	16296	14856	30921	47270	7999	8619	113336	10780	35046	50256	18126	4606	0	0	0	0	0	0	0	1241	436	0	0	
373553																															0	0	2501	8	494		514		4849	0			16329	0	1323	0	0	27213	0	0			0	1195	0	1045	5302	944	110	36	75	30	0	17597	1689	908	619	2891	2314								0	0		0	
373601																															0	0	0	476	8723	0	0	0	0	0	0	0	0	0	2505	0	0	84423	0	0	0	0	0	72719	0	0	5940	927	45	483	958	18151	51923	4468	500	0	560	4852	1324	0	0	0	0	0	0	0	0	0	0	0	
374130																															0	4108	2317	842	17109		195		393	0			10365	211	2425	0	2385	53650	0	0			342	12142	1158	5493	30486	8424	1232	1845	527	84	0	32873	1562	3199	3040	684	39								0	0		0	
374149	3828310	816460	86708	0	1571854	9954	96952	0	10585	7842002	828	1396014	0	4529	1788124	2545152	220557	748338	937610	770196	608446	0	3645	100	0	0	0	22248	1570	0	3745	226975	69350	92058	707020	28473	816460	787987	86708		1571854	9954	1581808	45262	96952	0	10585	7842002	828	1396014				1996826	690819	349666		424771	355293	308064	135588	93594	676832							3645			100	0			0	22248			
374354																															0	0	2092	302	5173		0		3191	0			2914	0	1660	0	184	18021	0	0			56	2414	32	0	2330	149	38	579	1578	70	0	6591	1399	3824	3793	0	0								0	59		0	
374653																															0	9494	4657	1332	61089	0	207	207	18335	0	53536	0	53536	12647	85057	0	132	310699	0	5059	5059	0	0	32889	23567	596	66421	2778	3677	6879	14069	3822	1602	78124	47237	75908	65650	10019	0	0	0	0	0	0	0	0	0	2698	0		
374774																															0	2695	29	2289	40613		1		0	0			939	0	560	0	0	53349	467	0			0	6629	61	6147	2106	34	94	455	1090	2641	2315	8892	7246	7141	9737	5833	8194								0	0		0	
374934																															0	8281	24690	3107	19814		267		6994	0			25174	14235	8113	0	586	121620	0	0			0	9078	1122	1312	28651	652	1325	2399	3591	876	0	52819	5968	14458	26693	7701	3531								0	159		0	
375034																															0	135599	0	65	205846	2495	3063	568	0	588	233154	0	233154	120212	43260	0	1278	1041687	0	0	0	0	0	165283	120123	63955	511499	17424	31126	12059	7391	69781	27502	452331	10618	122940	178667	109108	260	0	0	0	0	0	0	0	12610	1194	0	0	
375043																															0	17808	60993	9963	121288	0	543	543	29126	110	48912	0	48912	15242	5673	0	1501	376864	0	0	0	0	0	61353	3596	39164	61138	7965	12082	18552	5498	7031	9505	125654	93976	65013	15189	9763	4232	0	0	0	0	0	0	0	0	866	0	0	
375155																															0	473	1643	81	1574		13		3845	0			1263	0	3427	0	0	18731	0	0			0	5820	592	0	4585	88	93	1415	4204	20	0	3324	1831	3045	4459	206	0								0	0		0	
375502																															0	21865	186	12082	60943		76		0	0			10544	19803	1308	0	2663	211479	0	0			0	79631	2305	18269	24988	2677	1434	6419	9695	31255	28152	51155	4925	19675	30145	25477	471								0	73		0	
375566																															0	18819	85	1326	30196		0		0	0			17400	0	21529	0	178	112886	0	0			445	22042	797	2132	28062	2601	792	6669	6391	2681	2831	25881	8284	17053	30732	8421	49								0	514		0	
375650																															0	105	2652	0	1417		1		1905	0			1342	0	784	0	150	10673	0	0			0	2317	0	0	2480	0	2	48	247	1015	1004	803	1695	1470	1631	1651	1106								0	0		0	
375735																															0	19187	6325	3365	76654		124		867	0			23164	2779	7240	0	2591	159068	0	0			0	15316	1252	4690	74872	6978	1076	3501	2696	817	193	94897	13910	19500	14907	535	0								0	204		0	
376068																															0	1100	38	0	3753		10		1871	0			4694	0	1616	0	196	13517	0	0			0	239	0	71	5524	26	45	168	0	0	0	3813	5045	3695	453	268	5								0	0		0	
376125																															0	26455	2763	3261	48988		193		2608	127			17670	10843	6217	0	401	160977	0	0			705	37534	1469	5099	48376	7291	2159	7023	5428	15543	90	69876	6342	17241	13372	15467	1145								1675	900		0	
376237																															0	347	996	470	1991		21		186	0			2105	81	3021	0	21	14434	2	0			0	5105	92	3810	3420	774	502	2794	151	275	498	2916	1493	3041	1060	231	475								0	0			
376433																															0	9372	1339	1921	15319		0		0	0			4675	754	3918	0	1451	52207	21	0			0	12759	641	4228	21996	4912	1770	3490	1610	850	115	21512	5334	6716	2844	2677	343								0	79		0	
376442																															0	4950	19115	1950	14951		68		14470	0			22644	2152	3830	0	1470	102486	0	0			0	15207	1314	13879	24500	919	1673	6424	4696	1495	0	33553	9664	14321	22821	6737	117								74	291		0	
376657																															0	0	12826	0	1041		0		3502	0			1027	0	1873	0	0	24350	143	0			0	4224	0	0	15463	159	3100	546	10	409	0	457	11867	5708	1551	291	395								0	0			
376947																															0	456	10059	0	6336		106		15432	0			7573	35	7687	0	114	52606	0	318			0	4307	183	27	19493	140	569	1100	477	1983	38	3720	25091	10142	7526	1667	0								0	0		0	
377506																															0	1005	91	5769	10328		0		0	0			1509	3980	18147	0	0	69353	0	0			0	28317	207	16707	19523	1511	3886	2148	2527	11725	6446	11500	2626	9900	13716	2808	427								0	0		0	
377663																															0	657	1490	82	5005		28		2561	0			2937	0	3483	0	0	27425	0	0			0	11182	0	10342	7329	839	2846	417	580	3386	3114	2048	7669	1965	2044	1968	520								0	0		0	
377850																															0	203	0	50	7193		491		0	0			9871	231	2240	0	0	29523	0	0			0	8807	437	0	10623	1058	586	2950	3945	248	0	7338	2188	5457	5597	109	0								0	0		0	
377908																															0	50884	0	30624	243003	0	793	793	0	0	80655	0	80655	72445	3365	0	0	608069	601	0	0	0	0	124321	911	92775	113580	5720	12651	17326	37391	50290	858	219254	21347	67010	93987	81154	625	0	0	0	0	0	0	0	0	1669	0	0	
378026																															0	6530	1674	1144	41756		494		404	0			13975	6195	9889	0	0	121893	18	0			0	38623	337	8149	17215	127	540	4204	1480	13155	19117	21462	4578	24914	21992	5907	3415								624	266		0	
378044																															0	134	245	0	685		0		1688	0			2141	0	2074	0	1	9044	0	0			0	2076	0	556	3120	145	798	440	553	0	140	2544	1290	739	1895	399	0								0	0		0	
378110																															0	1688	1865	0	1842		0		23	0			597	1186	1113	0	90	25498	3	0			0	16419	337	2093	1585	151	154	1035	2684	6369	5963	1045	235	1492	1896	3302	1109								295	46		0	
378259																															0	1194	268	0	8166		47		2866	154			3118	0	12130	0	124	36164	0	0			0	8181	70	7217	9953	1310	5076	683	468	72	532	4866	12879	6053	3870	206	0								0	0		0	
378549																															0	12797	124	1955	28424		529		0	0			27360	1660	3134	0	0	96641	0	0			0	15813	4658	917	35270	1311	1386	7545	4304	1096	171	24767	16826	22921	10636	4244	1388								38	149		0	
378558																															0	1249	0	778	16450		377		0	0			14551	2154	680	0	723	51699	0	0			0	12618	2020	2241	7747	1555	408	5549	4164	116	779	11697	1980	11667	10879	2270	570								0	99		0	
378642																															0	0	7397	0	3180		0		376	0			302	0	1849	0	186	28561	0	0			0	14109	963	11286	3585	2635	4521	1213	2210	3530	0	1826	4702	3461	2526	1928	0								199	0		0	
378651																															0	19773	6019	3815	42356		0		3132	0			28225	0	2253	0	4098	115964	0	0			6977	6281	12	2099	28864	2100	10	933	981	1412	845	72499	4689	15320	3422	10630	3123								0	0		0	
378950																															0	2953	13456	136	11321		11		3097	105			4834	692	5121	0	18	78272	0	0			0	35463	1050	33070	19580	5117	17911	3385	2853	5336	816	9568	23728	4018	2023	1544	762								0	120		0	
379050																															0	0	3470	0	790		79		2821	0			2152	0	1073	0	0	11948	0	0			0	1563	0	0	5584	240	274	717	125	192	15	2147	3407	2641	361	1668	0								0	0		0	
379153																															0	0	885	0	2037		18		2710	0			5231	0	1185	0	21	12721	12	0			0	646	0	0	3315	154	32	18	111	288	43	6110	1736	1078	825	432	205								0	0		0	
379359																															0	6474	16915	2534	23249	36	355	319	71865	339	32411	4	32415	9912	83595	0	2120	296698	0	287	287	0	2	10236	1356	5597	123117	504	2108	2636	1929	1716	1326	111892	14463	53721	87223	16993	2010	0	0	0	0	0	0	0	33584	1801	0	0	
379470																															0	671	0	1107	169		0		0	0			0	3170	36	0	0	31971	0	0			0	26511	307	4547	1493	124	320	2192	2459	8710	12552	4313	447	20	20	433	227								0	0		0	
379649																															0	1312	16410	0	9880		33		3231	0			3050	0	5679	0	28	62934	0	0			0	23261	50	865	26406	1296	3440	8027	1083	9294	121	6066	15604	15718	2040	245	0								0	0		0	
379920																															0	108068	5055	23462	898110	600	6918	6318	213	1187	426832	0	426832	216833	533415	0	78256	3564489	0	4156	4156	0	0	1006696	207150	84832	1047136	18477	27972	37127	75536	562787	279434	861943	138743	522539	595382	336005	82307	0	0	0	0	0	0	0	0	49325	0	0	
380038																															0	0	0	0	0		0		0	0			0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0								0	0		0	
380346																															0	0	7145	0	2594		4		1113	0			1388	0	1925	0	0	27486	0	0			0	13317	0	146	8014	1013	1567	3467	4444	2817	0	958	4476	2158	4672	1397	264								0	0		0	
380458																															88	1076	375	0	4017		16		957	0			3345	0	1414	0	0	11483	0	0			0	195	0	0	3526	0	77	13	105	0	0	6271	942	2098	1795	145	0								0	0		0	
380533																															0	2567	3621	523	899		6		7324	0			6885	24	1321	0	383	30883	0	165			0	6935	230	1440	12688	719	2284	3618	155	71	88	8621	6722	6691	789	728	362								0	0		0	
380654																															0	576	14653	1083	10379		25		4048	0			3216	0	2435	0	62	51470	0	0			0	14140	397	0	15158	1361	3244	5625	3829	81	0	5604	9243	12802	5180	3452	1007								456	0		0	
380841																															0	1442	897	0	14942		324		78	0			3221	1541	1255	0	0	30761	15	0			0	6824	233	413	7352	345	1160	4614	616	0	0	1734	4113	10711	4299	2341	754								0	19		0	
380944																															0	11437	0	731	18143		1		0	0			17226	1996	2018	0	0	60197	0	1334			0	5484	1732	0	33490	608	1712	2877	271	16	0	26264	11352	11180	4051	1521	0								94	1		0	
381026																															0	318	789	605	3450		16		143	13			2098	2203	2042	0	237	19637	0	0			0	6952	528	6	6792	147	472	1226	1173	3676	245	5402	771	1858	1636	2490	515								191	65		0	
381259																															0	786	2054	157	1732		16		2426	0			1927	680	10985	0	243	25428	0	0			0	4374	13	4374	6257	440	1511	849	1418	156	0	3652	4513	4048	8280	523	38								0	35		0	
381334																															0	476	697	265	4780		457		8	0			6268	59	5436	0	997	38032	0	1352			0	16891	346	0	7442	517	1520	6416	7746	520	0	3034	2770	7893	6070	1035	0								0	0		0	
381343																															0	15391	43152	28753	214742	0	0	0	16302	0	52818	0	52818	8422	7942	0	1699	630638	0	0	0	0	0	239905	1355	204817	85705	14243	49102	63076	53782	43271	13469	105321	72157	86297	92247	32041	922	0	0	0	0	0	0	0	0	157	0	0	
381754																															0	0	829	0	212		15		1946	0			336	0	1298	0	0	5040	0	0			0	404	0	0	2128	16	7	20	13	270	78	626	1479	547	714	1270	0								0	0		0	
381839																															0	11154	4614	781	6856		565		1829	0			4528	1260	8193	0	0	60673	0	0			158	19684	1209	12559	20391	3112	9205	2589	3949	399	66	13969	15970	5238	4497	1148	0								0	0		0	
381857																															0	13019	0	0	7222		0		0	0			24	0	119	0	0	22139	35	0			0	1634	150	1268	12711	1122	179	187	146	0	0	13053	1240	4147	1034	971	0								0	6		0	
381950																															0	3912	0	0	41377		150		0	0			16179	0	8052	0	868	104311	0	0			0	33599	0	11424	22632	19525	2642	5648	3303	1865	0	39797	5678	11036	6473	3924	0								174	0		0	
382050																															0	681	242	780	24837		45		279	0			19313	1675	6699	0	2708	98272	0	0			0	38177	2528	4735	10041	1336	5423	1399	2537	10257	17135	28021	5266	8211	7697	6318	4521								199	109			
382069																															0	3517	7728	1180	9964	0	1519	1519	2195	0	12340	943	13283	151	12927	0	82	107263	18	0	0	0	0	14271	40464	1180	17966	1343	267	2672	5066	3910	1013	24605	6616	11010	9845	36256	4678	0	0	0	0	0	0	0	0	0	1898	0	
382256																															0	0	3526	216	1533		0		4608	0			689	0	1710	0	0	20628	0	0			0	8296	50	101	9060	1497	1260	4926	596	17	0	4393	4439	2212	892	396	0								0	0		0	
382443																															0	1875	7164	418	2913		0		9836	208			8038	0	5214	0	0	59663	0	1053			0	23150	0	0	8757	144	738	5083	11044	5849	102	14536	2239	6676	10623	2433	0								0	2		0	
382537																															0	7304	3415	1097	25151		103		0	0			40824	279	5080	0	120	102832	0	0			0	18341	120	5892	39712	6189	1274	2497	2844	5084	312	59113	3427	8820	8797	3712	0								998	0		0	
382649																															0	831	149	0	45640		521		127	0			8963	2698	15586	0	0	83236	0	121			0	8577	5	5636	34113	758	1036	4143	765	1119	671	28488	3831	16093	14770	3756	7236								0	18		0	
382658																															0	294	21654	0	1914		1126		14397	0			7206	0	4226	0	125	60609	0	0			0	9667	0	0	31452	1069	3337	5149	87	0	0	8314	18732	20480	2858	237	307								0	0		0	
382667																															0	5493	0	58807	762294	0	1151	1151	0	14	151724	0	151724	14689	23729	0	0	1044964	9882	0	0	0	0	36924	0	35110	121761	36158	0	0	0	538	228	916935	10434	7256	26224	50172	488	0	0	0	0	0	0	0	0	35	0	0	
382742																															0	2043	43	0	15185		32		40	0			4304	6873	1732	0	0	46873	0	0			370	13802	2048	43	19136	887	2456	4792	3809	1718	0	11131	4660	12198	2800	2000	0								771	0		0	
382751																															0	1491	4574	814	4044		1508		4882	0			7478	0	7088	0	450	51839	0	0			0	17894	1511	0	26149	2546	5060	8517	924	0	0	13483	5173	10612	1869	580	1500								105	0		0	
382854																															0	3791	2490	137	13007		0		1231	0			3286	340	4839	0	1073	44253	0	326			0	13309	424	11197	7007	1972	6140	3338	624	704	114	6188	9752	4300	4050	3022	3193								0	0		0	
383534																															0	3814	0	13893	39027		161		0	0			13892	17680	4968	0	1857	106552	0	0			0	8883	2301	2817	27730	3027	152	933	1398	1684	1689	52084	2175	12474	22875	7034	947								0	76		0	
384018																															3550	0	0	1414	315779	0	703	703	0	0	74256	0	74256	0	1070	0	0	486750	1865	0	0	0	0	65559	25453	49731	76081	1865	14230	19454	9837	18051	1737	118125	73068	51041	155878	23367	1185	0	0	0	0	3550	0	3550	831	0	0	0	
384335																															0	3911	10761	78	5432		166		1293	0			2129	0	6720	0	635	51010	0	0			0	19689	0	203	17547	1226	1436	4208	11865	737	217	11355	9470	3188	5861	813	15								196	0		0	
384353																															0	0	710	0	217		1		1002	0			349	0	720	0	0	4652	0	0			0	1653	0	0	1257	11	20	595	786	241	0	1133	93	1036	531	206	0								0	0		0	
384652																															33	32644	5321	6520	69984	0	4	4	268	0	25685	0	25685	0	5664	0	0	318483	0	0	0	0	0	70099	15181	5275	205126	45622	3535	5441	6865	8502	134	147872	8097	14581	45010	31807	0	0	0	0	33	0	0	0	87080	0	0	0	
384830																															0	17125	131	1924	21106		23		0	50			5536	119	3463	0	0	61786	20	0			0	11938	264	1069	23577	1039	4276	1331	4367	817	108	6818	14581	6414	14250	5561	2165								0	177		0	
385350																															0	2519	1144	0	3403		29		1069	0			15646	458	2331	0	441	61803	0	0			0	33917	834	395	24697	4067	8766	15342	4229	1150	171	8031	7249	8410	2943	928	0								0	12		0	
