"IDRSSD"	RIAD0497	RIAD4042	RIAD4136	RIAD4141	RIAD4146	RIAD4461	RIAD4462	RIAD4463	RIAD4464	RIAD4467	RIAD4468	RIAD4469	RIAD4486	RIAD4487	RIAD4488	RIAD4489	RIAD4491	RIAD4498	RIAD4499	RIAD4521	RIAD4522	RIAD4769	RIAD8403	RIADB526	RIADB527	RIADC013	RIADC014	RIADC015	RIADC016	RIADC017	RIADC018	TEXT4461	TEXT4462	TEXT4463	TEXT4464	TEXT4467	TEXT4468	TEXT4469	TEXT4487	TEXT4489	TEXT4498	TEXT4499	TEXT4521	TEXT4522	TEXT4769	TEXTB526	TEXTB527	
2750	12	0	7	0	0	0	0	0	10	9	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	15	0	0	19	0				EXAM FEES                                                                                                                                                                                        	CONSULTING FEE                                                                                                                                                                                   									CONF			
2938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0	0	false	0	0	0	0	0	0	0	333	0										stock option tax benefit                                                                                                                                                                         				CONF			
2956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	64	0														CONF			
3252	0	0	0	0	18	23	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	DDA SERVICE CHARGE                                                                                                                                                                               			COMPUTER EXP-IN HOUSE                                                                                                                                                                            										CONF			
3458	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	false	3	-8	0	0	0	0	0	11	3				COURIER SERVICE                                                                                                                                                                                  										CONF	YEAR-END TAX ADJUSTMENT                                                                                                                                                                          		
3506	389	0	185	180	0	0	0	0	280	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	264	0	0	264	0				Professional Fees.                                                                                                                                                                               										CONF			
3579	0	0	0	0	0	47	0	0	66	69	75	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	49	Management Income                                                                                                                                                                                			Communications                                                                                                                                                                                   	Tax on stock, reserves, and deposits                                                                                                                                                             	ATM expense                                                                                                                                                                                      								CONF			
3720	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	29	0	25	53	0														CONF			
3953	93	3	19	27	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	16	0	0	0	25	12	1	23	31														CONF			
4138	43	31	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	30														CONF			
4147	21	0	0	0	0	20	108	0	17	18	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	26	0	0	0	0	Cardholder Credit Card Income                                                                                                                                                                    	Miscellanous Income                                                                                                                                                                              		Telephone Telegraph Expense                                                                                                                                                                      	Internet Services Expense                                                                                                                                                                        									CONF			
4156	17	0	14	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-6	0	false	14	0	0	2	24	21	5	81	17												Reserve Entry Error                                                                                                                                                                              		CONF			
4231	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	16	0	0	0	0	0	0	35	0														CONF			
4437	36	0	0	40	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	39	0	0	0	0	0	0	159	0	ORIGINATION FEES - SECONDARY MARKET LOANS                                                                                                                                                        													CONF			
4839	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	116	0				Examination/Audit Expense                                                                                                                                                                        										CONF			
5005	75	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	54	0	0	99	49				AUDIT & ACCOUNTING                                                                                                                                                                               										CONF			
5050	26	0	0	0	0	21	18	0	17	14	0	0	0	0	0	0	0	0	0	0	0	true	0	0	0	0	0	0	0	30	22	merchant card                                                                                                                                                                                    	debit card                                                                                                                                                                                       		merchant card                                                                                                                                                                                    	debit card                                                                                                                                                                                       									CONF			
5069	0	0	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0														CONF			
5135	10	0	10	34	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	7	0	0	4	22	14	32	179	20														CONF			
5210	0	0	0	0	0	139	0	0	178	267	0	0	0	0	0	0	0	0	0	0	0	false	0	17	0	0	172	0	0	0	0	VISA DEBIT CARD FEE INCOME                                                                                                                                                                       			PA SHARES TAX                                                                                                                                                                                    	PROFESSIONAL SERVICES                                                                                                                                                                            									CONF	CORRECTION OF MISC ACCT ERROR                                                                                                                                                                    		
5247	38	0	0	4	32	335	0	0	217	0	0	0	0	0	0	0	0	0	0	0	0	false	108	0	0	116	0	61	20	180	110	Debit Card Income                                                                                                                                                                                			ATM / Debit Card Expense                                                                                                                                                                         										CONF			
5274	25	0	24	2	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	57	0				Audit and Accounting										CONF			
5331	0	0	0	0	0	0	0	0	61	95	153	0	0	0	0	0	0	0	0	-22	0	false	0	0	0	0	0	0	0	155	0				EXAM AND AUDIT FEES                                                                                                                                                                              	2004 BANK PORTION JOINT VENTURE OPERATING LOSS                                                                                                                                                   	1ST QTR LOSS SBIC INVESTMENT                                                                                                                                                                     						ADJ FOR OFF B/S ITEMS ALLOCATED TO LOAN LOSS RESERVE                                                                                                                                             		CONF			
5461	69	0	6	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	18	0	0	32	0	6	57	46	60														CONF			
5751	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	22	0	0	24	1														CONF			
6039	14	0	21	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	49	0				CORRESPONDENT ACCOUNT EXPENSE                                                                                                                                                                    										CONF			
6057	2	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	2	0	0	2	0	0	1	8	2	Misc income                                                                                                                                                                                      													CONF			
6141	4	0	11	0	2	3	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	false	9	0	0	2	0	6	0	28	9	Fees and commissions                                                                                                                                                                             			Other fees and commissions                                                                                                                                                                       										CONF			
6329	60	1	10	66	13	123	83	70	68	30	28	0	0	0	0	0	0	0	0	0	0	false	52	0	0	0	11	9	52	0	76	EXCHANGE                                                                                                                                                                                         	SERVICE CHG LNS/ORIGINATION FEE                                                                                                                                                                  	YIELD SPREAD PREMIUM                                                                                                                                                                             	TELEPHONE                                                                                                                                                                                        	DONATION                                                                                                                                                                                         	SERVICE FEE ANALYSIS                                                                                                                                                                             								CONF			
6972	0	0	0	0	0	0	0	0	111	99	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	204	146				Consulting services                                                                                                                                                                              	State Business & Occupation taxes                                                                                                                                                                									CONF			
7009	0	0	0	0	0	0	0	0	10683	524	0	0	0	0	0	0	0	6	0	0	0	true	0	0	0	0	0	0	0	0	0				Investment advisory & other service fee                                                                                                                                                          	Custody fees                                                                                                                                                                                     					See item RI-E7 below for description                                                                                                                                                             				CONF			
7045	10	0	17	9	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	17	0	0	3	0	5	6	0	22														CONF			
7157	0	0	0	0	0	0	0	0	7	4	0	0	0	0	0	0	0	0	0	0	0	false	8	0	0	0	0	0	5	12	0				ATM SWITCHING FEES                                                                                                                                                                               	 KS STATE FRANCHISE TAX                                                                                                                                                                          									CONF			
7166	0	0	0	0	0	0	0	0	420	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	112	0	0	187	0				HOLDING CO MANAGEMENT FEES                                                                                                                                                                       										CONF			
7456	7	0	12	7	12	12	8	4	6	9	9	0	0	0	0	0	0	0	0	0	0	false	4	0	0	0	0	0	0	19	6	OVERDRAFT CHARGES                                                                                                                                                                                	REAL ESTATE LOAN FEES                                                                                                                                                                            	LN ESCROW/SAFEKEEPING, OTHER FEES                                                                                                                                                                	DUES, MEMBERSHIPS AND EDUCATION                                                                                                                                                                  	EXPENSE-PERSONALIZED CHECKS                                                                                                                                                                      	SERVICE CHARGES-OTHER BANKS                                                                                                                                                                      								CONF			
7634	0	0	0	0	0	10	0	0	9	9	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	10	13	EDP Income                                                                                                                                                                                       			Audit, Tax & Accounting Fees                                                                                                                                                                     	ATM Operating Expenses                                                                                                                                                                           									CONF			
8033	0	13	25	15	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	11	27	0				TAXES ADVALOREM                                                                                                                                                                                  										CONF			
8417	0	0	0	0	0	13988	0	0	52389	1895	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	3535	0	Fees Received-Intercompany			Affiliate Related expense allocations	Misc. Service Charges & Professional Ser									CONF			
8462	0	0	10	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	false	10	0	0	0	0	0	0	12	14				OCC assessments                                                                                                                                                                                  										CONF			
8631	12	0	25	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	15	0				CORRESPONDENT BANK CHARGES                                                                                                                                                                       										CONF			
9357	0	0	0	0	0	81	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	Special Services Fees                                                                                                                                                                            	Income & fees from customer owned ATMs                                                                                                                                                           												CONF			
9553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0														CONF			
9807	551	0	0	0	0	464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	Increase in value of swap marked to market                                                                                                                                                       													CONF			
9955	0	0	15	0	0	159			23				0		0		0					false	13			0	0	0	0	0	0	KWMI - GROSS INCOME                                                                                                                                                                              			KWMI - EXPENSES                                                                                                                                                                                  										CONF			
10157	0	0	0	34	0	3	0	0	18	12	9	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	3	0	30	9	Miscellaneous Fees                                                                                                                                                                               			Consultant Expense                                                                                                                                                                               	Exam Assessment                                                                                                                                                                                  	Subscriptions & Memberships                                                                                                                                                                      								CONF			
10250	53	0	16	15	9	8	128	0	22	37	20	0	0	0	0	0	0	0	0	0	0	false	42	0	0	11	2	9	6	15	57	Merchant Credit Card Fees                                                                                                                                                                        	Mortgage Origination Fees                                                                                                                                                                        		Education                                                                                                                                                                                        	Insurance, Bond, D & O, Property, VSI                                                                                                                                                            	Uniform Clothing Expense                                                                                                                                                                         								CONF			
10849	0	0	0	0	0	0	0	0	53	40	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0				SOFTWARE MAINTENANCE FEE                                                                                                                                                                         	TELEPHONE EXPENSE                                                                                                                                                                                									CONF			
10858	0	0	0	0	0	0	0	0	98	103	0	0	0	0	0	0	0	0	0	-31	0	false	0	0	0	0	0	0	83	0	0				I/C FNNI Adm Overhead-FNNI	I/C IS Ser Exp ETS-FNNI							Reserve for unfunded commitments		CONF			
11145	1	0	16	5	4	0	0	0	31	37	0	0	0	0	0	0	0	0	0	0	0	false	17	0	0	6	0	17	18	70	23				Audit & Exam Fees                                                                                                                                                                                	ORE Expense                                                                                                                                                                                      									CONF			
11640	0	0	32	0	0	0	0	0	24	48	0	0	0	0	0	0	0	0	0	0	0	false	20	0	0	0	20	0	0	0	25				Other Outside Service Fees                                                                                                                                                                       	Sales and State Income Tax                                                                                                                                                                       									CONF			
11837	0	0	0	0	0	18			18				0		0		0					false	0			0	0	0	0	0	0	Miscellaneous Fees			Item Processing										CONF			
12030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	224	82														CONF			
12058	0	0	17	0	0	0	0	0	39	20	0	0	0	0	0	0	0	0	0	0	0	false	22	0	0	0	0	0	0	0	27				OTHER BANK FEES                                                                                                                                                                                  	LOCAL TAXES                                                                                                                                                                                      									CONF			
12142	14	0	18	3	13	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	false	31	0	0	5	0	39	11	0	57				Consulting Expense                                                                                                                                                                               										CONF			
12245	0	0	0	0	0	15	45	0	16	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	34	0	OTHER FEE INCOME                                                                                                                                                                                 	MISC INCOME                                                                                                                                                                                      		SUPPLIES                                                                                                                                                                                         										CONF			
12311	3731	0	0	4071	764	45768	7339	0	37948	13804	9238	0	0	0	0	0	0	68	0	0	0	false	0	0	0	0	10104	0	0	0	0	Operating Lease Income	Check card interchange income		Operating Lease expense	Data processing and outside services	Corporate Overhead				Effect of liquidation of Parent Co subsidiary on bank su				CONF			
12647	8	0	0	13	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	37	0	0	0	0	0	0	0	8		other service charges                                                                                                                                                                            												CONF			
12656	2	0	6	2	1	1	1		5	4	3		0		0		0					false	2			1	0	2	1	2	5	CHECK CASHING FEES                                                                                                                                                                               	MISC INCOME                                                                                                                                                                                      		CORRESPONDENT SERVICE CHARGES                                                                                                                                                                    	TRAVEL EXPENSES                                                                                                                                                                                  	TELEPHONE EXPENSES                                                                                                                                                                               								CONF			
12937	0	0	0	24	0	0	0	0	33	24	0	0	0	0	0	0	0	0	0	0	0	false	22	0	0	0	0	0	0	27	0				Insurance                                                                                                                                                                                        	Automated Teller Card                                                                                                                                                                            									CONF			
12946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	71	0	0	0	0														CONF			
12955	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	false	21	0	0	0	0	0	0	19	33				MISC. EXPENSE                                                                                                                                                                                    										CONF			
13037	0	0	22	0	42				36	26	18		0		0		0					false	0			0	0	0	0	0	0				COLLECTION AND REPO                                                                                                                                                                              	OTHER LOSSES                                                                                                                                                                                     	FRANCHISE TAX                                                                                                                                                                                    								CONF			
13103	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	246	0				item processing charges                                                                                                                                                                          										CONF			
13251	3	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	2	0	0	1	8	3														CONF			
13457	0	0	4	0	0	0	0	0	9	6	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	11	0	0	0	0				OCC Assessments                                                                                                                                                                                  	Life Insurance Expense                                                                                                                                                                           									CONF			
14052	8	0	13	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	11	0	0	0	0	0	0	22	11	Secondary Market Real Estate Pricing                                                                                                                                                             													CONF			
14155	22	0	3	1	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	false	13	0	0	4	14	2	6	74	13														CONF			
14258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	121	0	0														CONF			
14409	5631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	11438	0	0														CONF			
14454	0	0	0	0	0	0	0	0	11	50	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	15	0				Service Charges Leases                                                                                                                                                                           	Management Fees                                                                                                                                                                                  									CONF			
14650	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	10	10	0	0	15	11	EXCHANGE AND COLLECTIONS                                                                                                                                                                         													CONF			
14753	8	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	false	7	0	0	0	0	0	0	20	0				depreciation on furniture                                                                                                                                                                        										CONF			
14865	54	0	0	0	0	54	0	0	34	0	0	0	0	0	0	0	0	3000	0	0	0	false	0	0	0	0	0	0	28	0	32	BEO BROKER FEE INCOME                                                                                                                                                                            			ATM EXPENSE                                                                                                                                                                                      						ADDL CAPITAL CONTRIBUTION FR HOLDING CO                                                                                                                                                          				CONF			
14940	55	0	0	0	0	0	0	0	204	0	0	0	0	0	0	0	0	0	0	0	0	false	23	0	0	0	0	0	62	65	0				Holding Co. admin. & processing fees                                                                                                                                                             										CONF			
15536	55	0	20	92	35								0		0		0					false	35			41	0	41	57	306	28														CONF			
16337	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	71	202	0														CONF			
16458	0	0	43	0	0	44	0	0	38	34	35	0	0	0	0	0	0	0	0	0	0	false	28	0	0	0	0	0	0	103	32	Debit card interchange income                                                                                                                                                                    			Professional Fees                                                                                                                                                                                	Internet Processing Expense                                                                                                                                                                      	Debit Card Processing Expense                                                                                                                                                                    								CONF			
