"IDRSSD"	RIAD0497	RIAD4042	RIAD4136	RIAD4141	RIAD4146	RIAD4461	RIAD4462	RIAD4463	RIAD4464	RIAD4467	RIAD4468	RIAD4486	RIAD4487	RIAD4488	RIAD4489	RIAD4491	RIAD4498	RIAD4499	RIAD4521	RIAD4522	RIAD4769	RIAD5523	RIAD8403	RIADB526	RIADB527	RIADC013	RIADC014	RIADC015	RIADC016	RIADC017	RIADC018	RIADC231	TEXT4461	TEXT4462	TEXT4463	TEXT4464	TEXT4467	TEXT4468	TEXT4487	TEXT4489	TEXT4498	TEXT4499	TEXT4521	TEXT4522	TEXT4769	TEXTB526	TEXTB527	
1351	8	0	3	4	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	38	0	0	0	0	9	11	0	17	0																
1454	344	0	0	0	0	0	0	0	172	0	0	0	0	0	0	0	0	0	0	0	false	0	205	0	0	0	0	0	0	195	348	0				VISA DEBIT CARD EXPENSE                                                                                                                                                                          												
1557	0	0	0	0	0	0	0	0	17	20	0	0	0	0	0	0	0	0	0	0	false	0	18	0	0	0	0	0	0	0	17	0				INSURANCE & SURETY                                                                                                                                                                               	MAINTENANCE CONTRACTS                                                                                                                                                                            											
1632	92	0	67	64	21	14	0	0	0	0	0	0	0	0	0	0	3695	0	0	0	false	0	58	0	0	47	0	25	30	769	55	0	Travelers /American Express Net Revenue                                                                                                                                                          								Capital Infusion                                                                                                                                                                                 							
1669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	113	0	0																
1829	0	0	0	0	0	0	0	0	186	245	0	0	0	0	0	0	0	0	0	0	false	5	138	0	0	0	0	0	0	270	0	0				ATM/Debit Card Network Expenses                                                                                                                                                                  	PA Shares Tax                                                                                                                                                                                    											
1856	0	0	0	12	0	0	0	0	13	9	6	0	0	0	0	0	0	0	0	0	true	0	0	0	0	0	0	0	0	0	10	0				FEES                                                                                                                                                                                             	SERVICE CHARGE-BANKERS BANK                                                                                                                                                                      	TELEPHONE                                                                                                                                                                                        										
2040	58	0	52	12	13	14	21	21	19	31	26	0	0	0	0	0	0	0	0	0	false	0	33	0	0	8	0	12	13	45	55	0	Debit card fees                                                                                                                                                                                  	Miscellanous fees                                                                                                                                                                                	Insurance refund prior years                                                                                                                                                                     	Auditing expenses                                                                                                                                                                                	ATM/Debit card expense                                                                                                                                                                           	Correspondent bank service charges                                                                                                                                                               										
2161	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	51	0	0	0	0	0	0	131	0	0																
2376	268	458	489	0	0	1183	0	0	0	0	0	0	0	0	0	0	0	0	549	0	false	0	0	0	0	0	0	0	173	662	0	0	Jt. Venture income                                                                                                                                                                               										MERGER                                                                                                                                                                                           					
2451	7	0	11	5	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	10	0	0	0	0	2	0	14	12	0																
2554	0	0	7	0	1	0	0	0	3	5	8	0	0	0	0	0	0	0	0	0	false	0	2	0	0	0	0	2	0	5	3	0				software maintenance                                                                                                                                                                             	insurance & bonds                                                                                                                                                                                	accounting                                                                                                                                                                                       										
2732	28	17	83	46	60	43	0	0	99	0	0	0	0	0	0	0	0	0	0	0	false	0	139	0	0	0	0	77	0	480	122	0	wire transfer fees                                                                                                                                                                               			telephone & telegraph                                                                                                                                                                            												
2750	30	28	24	119	0	0	0	0	26	59	25	0	0	0	0	0	0	0	0	0	false	0	0	-190	-536	0	74	0	0	55	0	0				Exam Fees                                                                                                                                                                                        	Professional Fees                                                                                                                                                                                	Accounting Fees                                                                                                                                                                                  								Write Off Deferred Tax Asset $65 and Built In Gain Def T                                                                                                                                         	Salary Conti Plan $504 and Prior Year Tax Exp. Correctio                                                                                                                                         	
2938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	921	0	0																
2956	0	0	0	0	0	0	0	0	80	59	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	189	0	0				LEASE AND MAINTANCE                                                                                                                                                                              	REPO & ORE EXPENSE                                                                                                                                                                               											
3252	0	0	0	0	40	0	0	0	63	55	0	0	0	0	0	0	0	0	0	0	false	0	38	0	0	0	0	0	0	0	0	0				Office Supplies                                                                                                                                                                                  	In House Computer Exp                                                                                                                                                                            											
3458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0																
3506	1026	0	0	0	0	665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	Earnings on Bank Owned Life Insurance (BOLI)                                                                                                                                                     															
3579	251	0	0	0	0	139	0	0	145	136	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	207	0	MANAGEMENT INCOME                                                                                                                                                                                			COMMUNICATIONS                                                                                                                                                                                   	TAX ON STOCK & RESERVES                                                                                                                                                                          											
3720	149	17	30	11	13	39	37	0	27	0	0	0	0	0	0	0	0	0	0	0	false	0	56	0	0	15	52	21	37	110	53	0	Credit Card Merchant Discount                                                                                                                                                                    	BanClub Income                                                                                                                                                                                   		DDI Benefit Expense                                                                                                                                                                              												
3953	52	82	55	0	15	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	33	0	0	15	39	12	4	47	71	0	Sale of Principal Financial Group Stock                                                                                                                                                          															
4138	0	0	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	114	0																
4147	0	0	0	0	0	74	0	0	67	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	97	0	0	0	47	0	MERCHANT CREDIT CARD                                                                                                                                                                             			MERCHANT CREDIT CARD                                                                                                                                                                             												
4156	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	110	0	0				Consultant Expense                                                                                                                                                                               												
4231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	51	0	0	0	0	0	0	80	0	0																
4437	99	0	69	96	0	219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	92	0	0	0	0	0	0	286	105	0	ORIGINATION FEES - SECONDARY MARKET LOANS                                                                                                                                                        															
4745	1	0	15	4	1	2	0	0	3	7	14	0	0	0	0	0	0	0	0	0	false	0	3	0	0	0	0	1	3	9	4	0	MISCELLANEOUS                                                                                                                                                                                    			STATE ASSESMENTS                                                                                                                                                                                 	BANK SRVC CHGS                                                                                                                                                                                   	MISCELLANEOUS                                                                                                                                                                                    										
4839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	343	0	0																
5005	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	0	0	0	0	0	230	0	0	219	0	0																
5050	0	0	0	0	0	62	0	0	54	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	64	0	merchant card                                                                                                                                                                                    			merchant card expense                                                                                                                                                                            												
5069	110	0	97	-16	32	55	34	0	53	95	45	0	0	0	0	0	0	0	0	0	false	0	18	0	0	0	0	1	0	102	38	0	FEES LETTERS OF CREDIT                                                                                                                                                                           	DOCUMENTARY COLLECTION FEES                                                                                                                                                                      		TELEPHONE & TELEGRAPH                                                                                                                                                                            	AUDIT & OTHER PROFESSIONAL SERVICES                                                                                                                                                              	CORRESPONDENT BANK & FED SERVICE CHARGES                                                                                                                                                         										
5135	11	0	20	12	9	15	32	0	104	66	0	0	0	0	0	0	0	0	0	0	false	0	7	0	0	2	0	7	26	208	25	0	Check Cashing Fees                                                                                                                                                                               	Miscellaneous                                                                                                                                                                                    		Administrative Fees                                                                                                                                                                              	Audit & Exam Fees                                                                                                                                                                                											
5210	0	0	0	0	0	0	0	0	478	347	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	432	0	0	0	0	0				Pennsylvania Shares Tax                                                                                                                                                                          	Professional Services                                                                                                                                                                            											
5247	146	0	29	61	100	557	513	0	508	553	0	0	0	0	0	0	0	0	0	0	false	0	465	0	0	256	0	180	65	469	241	0	Debit Card Income                                                                                                                                                                                	Mortgage Loan Processing Income                                                                                                                                                                  		Item Processing                                                                                                                                                                                  	ATM / Debit Card Expense                                                                                                                                                                         											
5274	0	0	74	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	160	0	0	Gain on Sale of NYCE Corporation stock                                                                                                                                                           															
5331	0	0	0	0	0	0	0	0	141	115	0	0	0	0	0	0	0	0	-24	0	false	0	0	0	0	0	0	0	130	365	0	0				ATM PROCESSING FEES                                                                                                                                                                              	EXAM AND AUDIT FEES                                                                                                                                                                              						ADJ FOR OFF B/S ITEMS ALLOCATED TO LOAN LOSS RESERVE                                                                                                                                             					
5461	125	18	15	23	24	0	0	0	114	0	0	0	0	0	0	0	0	0	0	0	false	0	73	0	0	84	34	15	130	218	152	0				TELEPHONE SERVICE                                                                                                                                                                                												
5751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	76	0	0	40	0	0																
5939	0	0	0	0	0	0	0	0	1893	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	162	0	249	0	3381	0	0				POSTAGE & SUPPLIES                                                                                                                                                                               												
6039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	150	0	0																
6057	6	0	0	11	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	10	0	0	0	0	3	0	24	10	0																
6141	12	0	32	21	5	9	0	0	10	44	0	0	0	0	0	0	0	0	0	0	false	0	29	0	0	5	0	6	0	63	29	0	fees and commissions                                                                                                                                                                             			insurance                                                                                                                                                                                        	other fees and commissions                                                                                                                                                                       											
6329	67	0	31	117	46	264	214	90	149	72	73	0	0	0	0	0	0	0	0	0	false	0	115	157	0	0	0	22	128	0	123	0	Service  charges & origination fees                                                                                                                                                              	Yield spread premium                                                                                                                                                                             	Exchange                                                                                                                                                                                         	Telephone                                                                                                                                                                                        	Service fee analysis                                                                                                                                                                             	Miscellaneouse                                                                                                                                                                                   								OVER ACCRUAL TAXES                                                                                                                                                                               		
6972	364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	320	0																
7009	0	0	0	0	0	9248	0	0	31709	1050	0	0	0	0	0	0	15	0	0	0	true	0	0	0	0	0	0	0	0	0	0	0	Trademark Royalty Fees                                                                                                                                                                           			Investment advisory & other service fees                                                                                                                                                         	Custody Fees                                                                                                                                                                                     				See item RI-E7 below for description                                                                                                                                                             							
7045	46	0	43	31	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	52	0	0	8	0	14	21	0	56	0																
7157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	16	0	0	0	0	0	0	32	0	0																
7166	0	0	0	0	0	0	0	0	860	276	0	0	0	0	0	0	0	0	-585	0	false	0	0	0	0	0	0	0	0	1049	0	0				HOLDING CO MANAGEMENT FEES                                                                                                                                                                       	ITEM PROCESSING / FISERV                                                                                                                                                                         						XFER LLR AS PART OF SALE OF 4 BRANCHES                                                                                                                                                           					
7456	23	0	38	70	0	21	0	0	21	21	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	23	34	0	overdrafts                                                                                                                                                                                       			Public Relations                                                                                                                                                                                 	Service Charges - Correspondents                                                                                                                                                                 											
7634	0	0	0	0	0	27	0	0	24	22	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	36	35	0	EDP Income                                                                                                                                                                                       			ATM Operation Expense                                                                                                                                                                            	Audit, Tax & Accounting Fees                                                                                                                                                                     											
8033	4	19	52	34	5	15	1	0	40	24	22	0	0	0	0	0	0	0	0	0	false	0	27	0	0	5	0	6	26	74	20	0	Fees All Other                                                                                                                                                                                   	Bank Card Income                                                                                                                                                                                 		Taxes Ad Valorum                                                                                                                                                                                 	Services External Auditors                                                                                                                                                                       	Services Analysis Charges                                                                                                                                                                        										
8154	32	0	0	25	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	false	0	38	0	0	5	0	6	5	65	0	0				Miscellaneous                                                                                                                                                                                    												
8417	0	0	0	0	0	0	0	0	7707	108118	10018	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	12733	0	0				Operating Losses                                                                                                                                                                                 	Affiliate Related Expense Allocations                                                                                                                                                            	Misc Service Charges                                                                                                                                                                             										
8462	0	0	32	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	31	39	0				OCC ASSESSMENTS                                                                                                                                                                                  												
8547	0	0	0	0	0							0		0		0					false	0	0			0	0	0	0	1454	0	0																
8631	41	0	77	0	0	0	0	0	26	53	0	0	0	0	0	0	0	0	0	0	false	0	25	0	0	0	0	0	0	57	25	0				DEALER PARTICIPATION                                                                                                                                                                             	COLLECTION AND REPOSSESSION EXPENSE                                                                                                                                                              											
9115	1714	0	0	0	0	0	0	0	2718	1375	918	0	0	0	0	0	3000	0	0	0	false	0	0	0	0	0	0	0	0	0	802	0				Intercompany Allocation                                                                                                                                                                          	MAC Processing                                                                                                                                                                                   	Other Losses                                                                                                                                                                                     			Capital Downstream from Parent Company                                                                                                                                                           							
9160	0	0	0	0	0	128	0	0	131	76	85	0	0	0	0	0	0	0	0	0	false	0	80	0	0	0	0	0	0	232	155	0	Mortgage Referral Fee                                                                                                                                                                            			Rent                                                                                                                                                                                             	Courier                                                                                                                                                                                          	Insurance                                                                                                                                                                                        										
9339	228	0	66	19	25	0	0	0	0	0	0	0	0	0	0	0	1500	0	0	0	false	0	43	0	0	46	93	33	110	1638	67	0									CAPITAL INJECTION                                                                                                                                                                                							
9357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	700	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0									CAPITAL CONTRIBUTION FROM FIDELITY BANCSHARES                                                                                                                                                    							
9553	0	0	33	0	0	0	0	0	26	17	0	0	0	0	0	0	0	0	0	0	false	0	15	0	0	0	0	0	0	0	20	0				Donations                                                                                                                                                                                        	Service Chgs Pd Other Banks & FRB                                                                                                                                                                											
9807	0	0	0	0	0	1950	0	0	5547	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	Federal tax benefits not previously utilized                                                                                                                                                     			Decrease in value of bank owned life insurance                                                                                                                                                   												
9955	0	0	46	65	0							0		0		0					false	0	36			0	0	0	0	164	0	0																
10157	38	0	0	54	0	52	0	0	50	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	73	0	0	TRUST FEES                                                                                                                                                                                       			OTHER REAL ESTATE EXPENSE                                                                                                                                                                        												
10250	157	0	50	71	26	30	275	0	45	116	64	0	0	0	0	0	0	0	0	0	false	0	97	0	0	31	8	31	24	58	159	0	Merchant Credit Card                                                                                                                                                                             	Mortgage origination fees                                                                                                                                                                        		Education                                                                                                                                                                                        	Insurance, fidelity, property and VSI                                                                                                                                                            	Repo Expense                                                                                                                                                                                     										
10849	0	0	0	0	0	0	0	0	92	95	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0				Software Maintenance Expense                                                                                                                                                                     	Telephone Expense                                                                                                                                                                                											
10858	0	0	0	0	0	0	0	0	244	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0				Intercompany FNNI Admin. Overhead                                                                                                                                                                												
11145	38	0	51	6	12	0	0	0	92	0	0	0	0	0	0	0	0	0	0	0	false	0	63	0	0	41	0	20	61	216	84	0				audits and exams                                                                                                                                                                                 												
11640	0	0	111	0	0	0	0	0	76	67	0	0	0	0	0	0	0	0	0	0	false	0	58	0	0	0	161	0	0	60	0	0				Sales and State Income Tax                                                                                                                                                                       	Bounce Protection Fee Expense                                                                                                                                                                    											
11837	52	0	0	0	0	58	87		48			0		0		0					false	0	0			0	0	0	0	45	0	0	Mtg. Origination Fees - Farmers Funding	Gain on Sale of Bank Premises		Item Processing Fees												
12030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	323	174	0																
12058	0	0	0	0	0	0	0	0	182	0	0	0	0	0	0	0	0	0	0	0	false	0	60	0	0	0	0	0	0	0	73	0				OTHER BANK FEES                                                                                                                                                                                  												
12142	0	0	50	10	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	80	0	0	16	0	27	30	0	116	0																
12245	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	61	0	0	0	93	0	0																
12311	0	0	0	0	0	175344	34562	24550	49325	20964	0	0	0	0	0	0	-670000	0	-21033	-6702	true	0	0	0	0	0	0	0	0	0	0	0	Gain on sale of Florida operations                                                                                                                                                               	Bank Owned Life Insurance income                                                                                                                                                                 	Gain on restructuring of Merchant Services business                                                                                                                                              	Restructuring and other Special Charges                                                                                                                                                          	Corporate Overhead                                                                                                                                                                               				Return of capital subsequent to sale of Florida operatio                                                                                                                                         		Allowance of assets sold - net                                                                                                                                                                   	Allowance for securitized loans                                                                                                                                                                  				
12357	1	0	1	7	3	1	0	0	3	2	1	0	0	0	0	0	0	0	0	0	false	0	6	0	0	0	0	3	0	0	11	0	Collections                                                                                                                                                                                      			Insurance                                                                                                                                                                                        	Association Dues & Periodicals                                                                                                                                                                   	Donations                                                                                                                                                                                        										
12647	0	0	0	0	0	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	92	26	0	service fee on loans                                                                                                                                                                             															
12656	4	1	23	24	2	4	2		9	8	27	0		0		0					false	0	7			0	0	2	3	5	11	0	MISCELLANEOUS INCOME                                                                                                                                                                             	CHECK CASHING FEES                                                                                                                                                                               		TELEPHONE                                                                                                                                                                                        	TRAVEL                                                                                                                                                                                           	CONSULTANT FEES                                                                                                                                                                                  										
12937	0	0	64	79	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	false	0	59	0	0	0	0	0	84	68	0	0				Insurance                                                                                                                                                                                        												
12946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	304	0	0	0	0	0																
12955	0	0	0	0	0	655	0	0	68	0	0	0	0	0	0	0	0	0	0	0	false	0	60	0	0	0	0	0	0	0	82	0	FIRE INSURANCE PROCEEDS                                                                                                                                                                          			EXAMS AND ACCOUNTING                                                                                                                                                                             												
13037	0	0	75	0	0							0		0		0					false	0	0			0	0	0	0	0	0	0																
13103	0	0	0	0	0	0	0	0	424	0	0	0	0	0	0	0	0	0	-145	0	false	0	0	0	0	0	0	0	0	524	0	0				Item processing                                                                                                                                                                                  							reclass off balance sheet exposures to Rc-G                                                                                                                                                      					
13251	8	1	6	25	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	28	0	6	2	10	9	0																
13309	0	0	0	1331	0	0	0	0	3709	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0				COMPUTER SERVICE FEE                                                                                                                                                                             												
