"IDRSSD"	RCFD0010	RCFD1395	RCFD1651	RCFD1754	RCFD1773	RCFD2170	RCFD2221	RCFD3123	RCFD3128	RCFD3210	RCFD3368	RCFD3411	RCFD3429	RCFD3433	RCFD3545	RCFD3792	RCFD3809	RCFD3812	RCFD3821	RCFD3833	RCFD4336	RCFD5306	RCFD5310	RCFD5311	RCFD5320	RCFD5327	RCFD5334	RCFD5339	RCFD5340	RCFD5369	RCFD5610	RCFD7204	RCFD7205	RCFD7206	RCFD7273	RCFD7274	RCFD7275	RCFD8274	RCFD8275	RCFD8434	RCFD8764	RCFD8766	RCFD8767	RCFD8769	RCFD8770	RCFD8771	RCFD8772	RCFD8773	RCFD8774	RCFD8775	RCFD8776	RCFD8777	RCFD8778	RCFD8779	RCFDA000	RCFDA001	RCFDA002	RCFDA167	RCFDA221	RCFDA222	RCFDA223	RCFDA224	RCFDA250	RCFDB503	RCFDB504	RCFDB505	RCFDB520	RCFDB528	RCFDB541	RCFDB542	RCFDB543	RCFDB546	RCFDB547	RCFDB548	RCFDB581	RCFDB582	RCFDB583	RCFDB588	RCFDB589	RCFDB590	RCFDB591	RCFDB592	RCFDB593	RCFDB594	RCFDB595	RCFDB596	RCFDB600	RCFDB601	RCFDB602	RCFDB603	RCFDB604	RCFDB605	RCFDB606	RCFDB607	RCFDB608	RCFDB609	RCFDB610	RCFDB611	RCFDB612	RCFDB617	RCFDB618	RCFDB619	RCFDB620	RCFDB621	RCFDB622	RCFDB623	RCFDB624	RCFDB625	RCFDB626	RCFDB627	RCFDB628	RCFDB629	RCFDB630	RCFDB631	RCFDB639	RCFDB640	RCFDB641	RCFDB642	RCFDB643	RCFDB644	RCFDB650	RCFDB651	RCFDB652	RCFDB653	RCFDB654	RCFDB655	RCFDB656	RCFDB657	RCFDB658	RCFDB659	RCFDB660	RCFDB661	RCFDB662	RCFDB663	RCFDB664	RCFDB665	RCFDB666	RCFDB667	RCFDB668	RCFDB669	RCFDB670	RCFDB671	RCFDB672	RCFDB673	RCFDB675	RCFDB676	RCFDB677	RCFDB678	RCFDB679	RCFDB680	RCFDB681	RCFDB682	RCFDB683	RCFDB684	RCFDB685	RCFDB686	RCFDB687	RCFDB688	RCFDB689	RCFDB690	RCFDB691	RCFDB693	RCFDB694	RCFDB695	RCFDB696	RCFDB697	RCFDB698	RCFDB699	RCFDB700	RCFDB701	RCFDB702	RCFDB703	RCFDB704	RCFDC063	RCFDC064	RCFDC225	RCFDC227	RCFDC228	RCON0010	RCON1395	RCON1651	RCON1754	RCON1773	RCON2170	RCON2221	RCON3123	RCON3128	RCON3210	RCON3368	RCON3411	RCON3429	RCON3433	RCON3545	RCON3792	RCON3809	RCON3812	RCON3821	RCON3833	RCON4336	RCON5306	RCON5310	RCON5311	RCON5320	RCON5327	RCON5334	RCON5339	RCON5340	RCON5369	RCON5610	RCON7204	RCON7205	RCON7206	RCON7273	RCON7274	RCON7275	RCON8274	RCON8275	RCON8434	RCON8764	RCON8766	RCON8767	RCON8769	RCON8770	RCON8771	RCON8772	RCON8773	RCON8774	RCON8775	RCON8776	RCON8777	RCON8778	RCON8779	RCONA000	RCONA001	RCONA002	RCONA167	RCONA221	RCONA222	RCONA223	RCONA224	
1351																																																																																																																																																																																			1829	0	0	34022	4075	91274	0	379	0	12880	90418	0	0	0	0	13212	0	0	359	0	0	0	379	379	500	30861	15801	2879	44416	0	0	0.1419	0.2252	0.2187	0.0000	0.0000	0.0000	12833	379	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58669	90418	
1454																																																																																																																																																																																			25117	0	0	0	112071	297427	0	835	0	30355	294713	0	0	0	0	28141	0	0	0	0	0	0	835	835	21633	127043	34216	6858	112321	2833	0	0.0927	0.1780	0.1727	0.0000	0.0000	0.0000	27306	835	2907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	158075	294571	
1557																																																																																																																																																																																			1481	0	0	2475	9032	35322	0	378	0	5822	35623	0	0	0	0	5823	0	0	61	1003	0	0	267	267	111	15916	3307	835	15945	0	0	0.1560	0.2746	0.2620	0.0000	0.0000	0.0000	5556	267	266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	21203	35623	
1632																																																																																																																																																																																			6456	0	0	0	30427	236679	0	2467	0	21001	230419	0	0	0	0	22723	0	0	431	18605	0	0	2467	2467	2104	37152	34658	9385	164021	0	0	0.0879	0.1130	0.1008	0.0000	0.0000	0.0000	20256	2467	745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201049	230419	
1669																																																																																																																																																																																			12265	0	0	107320	37352	240556	0	940	0	40027	240603	0	0	0	0	37665	0	0	0	0	0	0	940	940	21828	146572	36560	1564	32726	0	0	0.1541	0.4689	0.4572	0.0000	0.0000	0.0000	36725	940	985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80320	238286	
1829																																																																																																																																																																																			10100	0	0	0	123907	284379	411	1939	0	37617	281782	0	0	0	0	36158	0	0	32	8408	0	0	1892	2303	27519	95494	60917	5957	97098	0	0	0.1201	0.2390	0.2238	0.0000	0.0000	0.0000	33855	2303	3762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	151283	281782	
1856																																																																																																																																																																																			1160	0	0	0	2290	8525	0	110	0	801	8589	0	0	0	0	803	0	0	0	0	0	0	56	56	673	3248	1557	424	3076	0	0	0.0870	0.1804	0.1678	0.0000	0.0000	0.0000	747	56	54	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	4451	8589	
2040																																																																																																																																																																																			3919	0	0	278	21231	134460	0	1223	0	13536	130791	0	0	0	0	14000	0	0	0	0	0	0	1221	1221	1683	23086	34454	4074	75299	344	0	0.0977	0.1434	0.1309	0.0000	0.0000	0.0000	12779	1221	757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	97638	130791	
2161																																																																																																																																																																																			12780	0	0	541	22799	96262	0	513	0	9304	97147	0	0	0	0	9457	0	0	0	0	0	0	513	513	2330	40712	22801	2577	30386	0	0	0.0921	0.1894	0.1791	0.0000	0.0000	0.0000	8944	513	360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49929	97147	
2376																																																																																																																																																																																			11195	0	0	127960	337370	927224	0	6162	0	104373	843721	0	0	0	0	105383	0	0	0	0	0	0	4442	4442	93051	363506	377744	14057	93805	0	0	0.1196	0.2980	0.2854	0.0000	0.0000	0.0000	100941	4442	3422	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1720	353658	843711	
2451																																																																																																																																																																																			220	0	0	409	663	13257	0	138	0	1035	13098	12	0	0	0	1157	0	0	0	0	0	0	132	132	47	1232	3564	497	8539	0	0	0.0783	0.1095	0.0970	0.0000	0.0000	0.0000	1025	132	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	10563	13098	
2554																																																																																																																																																																																			468	0	0	11	1520	6810	0	36	0	714	6722	0	0	0	0	751	0	0	0	0	0	0	36	36	4	2301	279	250	4263	0	0	0.1064	0.1544	0.1470	0.0000	0.0000	0.0000	715	36	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4863	6722	
2732																																																																																																																																																																																			19555	0	0	0	72276	422869	0	2245	0	49578	417686	0	0	0	0	48931	0	0	0	0	0	0	2245	2245	7433	107548	66608	8960	239946	0	0	0.1122	0.1645	0.1570	0.0000	0.0000	0.0000	46686	2245	1332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	297409	416126	
2750																																																																																																																																																																																			800	0	0	0	6575	48417	0	788	0	4472	45682	0	0	0	0	4830	0	0	0	15	0	0	484	484	2275	8651	2271	2575	35881	0	0	0.0951	0.1256	0.1130	0.0000	0.0000	0.0000	4346	484	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	304	38451	45682	
2938																																																																																																																																																																																			7895	0	0	0	39389	254030	0	3327	0	20341	256203	0	0	0	0	21738	0	0	482	4612	0	0	2545	2545	3218	41228	40849	12200	170196	0	0	0.0749	0.1072	0.0946	0.0000	0.0000	0.0000	19193	2545	1148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	782	202808	256203	
2956																																																																																																																																																																																			3522	0	0	0	43986	117335	0	872	0	13052	116016	30	0	0	0	13570	0	0	86	207	0	0	815	815	1319	48119	25749	3417	42536	0	0	0.1099	0.2083	0.1958	0.0000	0.0000	0.0000	12755	815	297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	65131	116016	
3252																																																																																																																																																																																			6841	0	0	8055	11563	92710	0	1120	0	9846	91452	0	0	0	0	10486	0	0	263	164	0	0	857	857	1532	28250	2438	3642	61281	0	0	0.1053	0.1536	0.1410	0.0000	0.0000	0.0000	9629	857	217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	263	68284	91452	
3458																																																																																																																																																																																			4167	0	0	1030	7384	21877	0	345	0	2268	21915	0	0	0	0	2313	0	0	0	0	0	0	189	189	255	7119	1834	444	12796	0	0	0.0969	0.1544	0.1418	0.0000	0.0000	0.0000	2124	189	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156	14981	21915	
