"IDRSSD"	RCFD0010	RCFD1350	RCFD1395	RCFD1651	RCFD1727	RCFD1754	RCFD1773	RCFD2170	RCFD2221	RCFD2243	RCFD3123	RCFD3128	RCFD3210	RCFD3368	RCFD3411	RCFD3429	RCFD3433	RCFD3545	RCFD3792	RCFD3809	RCFD3812	RCFD3819	RCFD3821	RCFD3833	RCFD4336	RCFD5306	RCFD5310	RCFD5311	RCFD5320	RCFD5327	RCFD5334	RCFD5339	RCFD5340	RCFD5369	RCFD5610	RCFD7204	RCFD7205	RCFD7206	RCFD7273	RCFD7274	RCFD7275	RCFD8274	RCFD8275	RCFD8434	RCFD8764	RCFD8766	RCFD8767	RCFD8769	RCFD8770	RCFD8771	RCFD8772	RCFD8773	RCFD8774	RCFD8775	RCFD8776	RCFD8777	RCFD8778	RCFD8779	RCFDA000	RCFDA001	RCFDA002	RCFDA167	RCFDA221	RCFDA222	RCFDA223	RCFDA224	RCFDA250	RCFDB503	RCFDB504	RCFDB505	RCFDB528	RCFDB588	RCFDB589	RCFDB590	RCFDB591	RCFDB592	RCFDB593	RCFDB594	RCFDB595	RCFDB596	RCFDB600	RCFDB601	RCFDB602	RCFDB603	RCFDB604	RCFDB605	RCFDB606	RCFDB607	RCFDB608	RCFDB609	RCFDB610	RCFDB611	RCFDB612	RCFDB613	RCFDB614	RCFDB616	RCFDB617	RCFDB618	RCFDB619	RCFDB620	RCFDB621	RCFDB622	RCFDB623	RCFDB624	RCFDB625	RCFDB626	RCFDB627	RCFDB628	RCFDB629	RCFDB630	RCFDB631	RCFDB639	RCFDB640	RCFDB641	RCFDB642	RCFDB643	RCFDB644	RCFDB645	RCFDB646	RCFDB647	RCFDB648	RCFDB649	RCFDB650	RCFDB651	RCFDB652	RCFDB653	RCFDB654	RCFDB655	RCFDB656	RCFDB657	RCFDB658	RCFDB659	RCFDB660	RCFDB661	RCFDB662	RCFDB663	RCFDB664	RCFDB665	RCFDB666	RCFDB667	RCFDB668	RCFDB669	RCFDB670	RCFDB671	RCFDB672	RCFDB673	RCFDB674	RCFDB675	RCFDB676	RCFDB677	RCFDB678	RCFDB679	RCFDB680	RCFDB681	RCFDB682	RCFDB683	RCFDB684	RCFDB685	RCFDB686	RCFDB687	RCFDB688	RCFDB689	RCFDB690	RCFDB691	RCFDB693	RCFDB694	RCFDB695	RCFDB696	RCFDB697	RCFDB698	RCFDB699	RCFDB700	RCFDB701	RCFDB702	RCFDB703	RCFDB704	RCON0010	RCON1350	RCON1395	RCON1651	RCON1727	RCON1754	RCON1773	RCON2170	RCON2221	RCON2243	RCON3123	RCON3128	RCON3210	RCON3368	RCON3411	RCON3429	RCON3433	RCON3545	RCON3792	RCON3809	RCON3812	RCON3819	RCON3821	RCON3833	RCON4336	RCON5306	RCON5310	RCON5311	RCON5320	RCON5327	RCON5334	RCON5339	RCON5340	RCON5369	RCON5610	RCON7204	RCON7205	RCON7206	RCON7273	RCON7274	RCON7275	RCON8274	RCON8275	RCON8434	RCON8764	RCON8766	RCON8767	RCON8769	RCON8770	RCON8771	RCON8772	RCON8773	RCON8774	RCON8775	RCON8776	RCON8777	RCON8778	RCON8779	RCONA000	RCONA001	RCONA002	RCONA167	RCONA221	RCONA222	
1351																																																																																																																																																																																	2415	7678	0	0	0	25714	4622	89607	0	0	374	0	12003	90395	0	0	0	0	12300	0	0	0	200	0	0	0	374	374	499	32678	12259	2981	44422	0	0	0.1319	0.2149	0.2085	0.0000	0.0000	0.0000	11926	374	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1454																																																																																																																																																																																	24819	25500	0	0	0	0	100017	288885	0	0	862	0	27501	286790	0	0	0	0	26798	0	0	13995	0	0	0	0	862	862	22443	124677	34870	5774	106192	850	0	0.0905	0.1770	0.1714	0.0000	0.0000	0.0000	25936	862	1408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1557																																																																																																																																																																																	1492	1799	0	0	0	2034	8905	35129	0	0	358	0	5793	35249	0	0	0	0	5948	0	0	0	45	874	0	0	290	290	112	13210	3762	871	18189	0	0	0.1605	0.2574	0.2449	0.0000	0.0000	0.0000	5658	290	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	
1632																																																																																																																																																																																	7838	411	0	0	0	0	30882	196516	0	0	2088	0	16367	191939	0	0	0	0	17805	0	0	1518	348	12807	0	0	1988	1988	2065	39201	26422	7727	130021	0	0	0.0824	0.1120	0.0995	0.0000	0.0000	0.0000	15817	1988	550	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	
1669																																																																																																																																																																																	14208	11219	0	0	0	105179	42695	243901	0	0	915	0	36554	246102	0	0	0	0	34541	0	0	0	0	0	0	0	915	915	31060	141714	36080	1078	32787	0	0	0.1380	0.4363	0.4247	0.0000	0.0000	0.0000	33626	915	479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1829																																																																																																																																																																																	8451	0	0	0	0	0	106354	246527	493	0	1695	0	33292	247269	0	0	0	0	34237	0	0	101	138	6540	0	0	1695	2188	25128	75502	46192	5742	100011	0	0	0.1296	0.2417	0.2263	0.0000	0.0000	0.0000	32049	2188	1243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1856																																																																																																																																																																																	1037	740	0	0	0	0	2716	8749	0	0	111	0	728	9121	0	0	0	0	760	0	0	0	0	33	0	0	54	54	710	3790	1554	446	2773	0	0	0.0774	0.1781	0.1654	0.0000	0.0000	0.0000	706	54	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57	
1959																																																																																																																																																																																	2009	1450	0	0	0	1700	6745	16958	0	0	179	0	1989	17248	0	0	0	0	1981	0	0	0	0	0	0	0	90	90	1700	10040	134	272	5099	0	0	0.1096	0.2796	0.2669	0.0000	0.0000	0.0000	1891	90	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	
2040																																																																																																																																																																																	2798	3652	0	0	0	314	19675	126662	0	0	1381	0	12039	125689	0	0	0	0	12969	0	0	463	0	0	0	0	1137	1137	1843	24709	31206	4382	69966	232	0	0.0941	0.1429	0.1304	0.0000	0.0000	0.0000	11832	1137	207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	244	
2161																																																																																																																																																																																	12359	3325	0	0	0	773	21748	92805	0	0	492	0	8319	93357	0	0	0	0	8509	0	0	114	0	0	0	0	492	492	2519	35426	21974	2519	32920	0	0	0.0859	0.1669	0.1572	0.0000	0.0000	0.0000	8017	492	302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2376																																																																																																																																																																																	4756	13200	0	0	0	11055	307117	710083	0	0	5046	0	90408	710626	0	0	0	0	94403	0	0	0	0	0	0	0	3496	3496	72485	227461	363578	12137	52376	0	0	0.1279	0.3394	0.3269	0.0000	0.0000	0.0000	90907	3496	-504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1550	
2451																																																																																																																																																																																	255	90	0	0	0	307	662	11781	0	0	111	0	928	11961	12	0	0	0	1030	0	0	0	0	0	0	0	111	111	29	1273	2975	438	7603	0	0	0.0768	0.1102	0.0983	0.0000	0.0000	0.0000	919	111	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2554																																																																																																																																																																																	1201	475	0	0	0	15	1299	7132	0	0	33	0	764	6466	0	0	0	0	819	0	0	0	0	0	0	0	33	33	5	2812	266	213	4104	0	0	0.1216	0.1707	0.1638	0.0000	0.0000	0.0000	786	33	-22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2732																																																																																																																																																																																	18525	13300	0	0	0	4	75202	407140	0	0	2296	0	46596	401421	0	0	0	0	46173	0	0	1952	0	0	0	0	2296	2296	6211	97586	64906	8487	237514	0	0	0.1098	0.1584	0.1506	0.0000	0.0000	0.0000	43877	2296	972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2750																																																																																																																																																																																	1579	2130	0	0	0	0	4149	47992	0	0	899	0	5327	48293	0	0	0	0	5790	0	0	10	0	326	0	0	518	518	1345	5298	3920	2883	38273	0	0	0.1092	0.1409	0.1283	0.0000	0.0000	0.0000	5272	518	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	381	
2938																																																																																																																																																																																	13617	0	0	0	0	0	42459	246202	0	0	2433	0	22961	266616	0	0	0	0	24680	0	0	4012	293	4009	0	0	2433	2433	4426	48752	31036	9482	163260	0	0	0.0834	0.1268	0.1143	0.0000	0.0000	0.0000	22247	2433	714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
2956																																																																																																																																																																																	2702	6000	0	0	0	0	35965	113718	0	0	852	0	12715	113307	20	0	0	0	13317	0	0	0	70	387	0	0	852	852	1241	40346	26568	2946	45999	0	0	0.1100	0.1972	0.1846	0.0000	0.0000	0.0000	12465	852	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
