"IDRSSD"	RIAD3582	RIAD3583	RIAD3584	RIAD3585	RIAD3588	RIAD3589	RIAD3590	RIAD3591	RIAD4266	RIAD4267	RIAD4481	RIAD4482	RIAD4605	RIAD4608	RIAD4617	RIAD4618	RIAD4627	RIAD4628	RIAD4635	RIAD4638	RIAD4643	RIAD4644	RIAD4645	RIAD4646	RIAD4652	RIAD4653	RIAD4654	RIAD4655	RIAD4658	RIAD4659	RIAD4662	RIAD4663	RIAD4664	RIAD4665	RIAD4668	RIAD4669	RIAD5409	RIAD5410	RIAD5411	RIAD5412	RIAD5413	RIAD5414	RIADB512	RIADB513	RIADB514	RIADB515	RIADB516	RIADB517	
4147	0	0	0	0	0	0	0	0	0	0	0	0	2	1			0	0	24	0	0	0						0						0			0	0	0	0	0	0			3	0	21	1	
4156	0	0	2	9	0	0	0	0	0	0	0	0	40	0			0	4	86	10	0	0						0						2			0	0	0	0	14	18			0	0	60	9	
4231	0	0	0	0	0	0	0	0	0	0	0	0	29	0			0	1	58	6	0	0						0						1			0	0	0	0	8	4			0	0	44	24	
4437	0	0	0	0	0	0	0	0	0	0	0	0	17	0			0	0	56	7	0	0						0						0			0	0	0	0	0	0			0	0	49	17	
4745	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	2	0	0	0						0						0			0	0	0	0	0	0			0	0	2	0	
4839	0	0	0	0	0	0	0	0	0	0	0	0	67	5			0	0	340	32	0	0						0						0			0	0	0	0	0	0			0	0	308	62	
5005	0	0	0	0	0	0	0	0	0	0	0	0	2	0			0	0	3	0	0	0						0						0			0	0	0	0	0	0			0	0	3	2	
5050	0	0	0	0	0	0	0	0	0	0	0	0	74	0			0	0	258	5	0	0						0						0			0	0	0	0	0	0			12	0	241	74	
5069	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0						0			0	0	0	0	0	0			0	0	0	0	
5135	0	0	0	7	0	0	0	0	0	0	0	0	123	19			0	65	179	59	0	21						9						65			0	0	0	0	6	22			19	0	74	10	
5210	0	0	0	0	0	0	97	0	0	0	0	0	97	48		0	0	1	309	39	0	0		0	0		0	0		0	0		0	1		0	0	0	0	0	34	3			0	0	139	45	
5247	1700	0	0	0	0	0	0	0	0	0	0	0	18	0		0	0	4	1788	0	0	30		0	0		0	0		0	0		0	0		0	0	0	0	0	0	5			9	1	49	8	
5274	0	0	0	0	0	0	0	0	0	0	0	0	64	0			0	0	131	4	0	0						0						0			0	0	0	0	0	0			0	0	127	64	
5331	0	0	0	0	0	0	0	0	0	0	0	0	37	35			0	0	8	0	0	0						0						0			0	0	0	0	0	0			0	0	8	2	
5461	0	0	0	0	0	0	82	249	0	0	0	0	561	24			0	0	87	0	0	0						0						0			0	24	0	0	0	281			0	0	5	7	
5751	0	0	0	0	0	0	0	0	0	0	0	0	1	0			0	0	27	0	0	0						0						0			0	0	0	0	9	0			0	0	18	1	
5939	17462	1856	0	0	0	0	0	0	0	3	0	0	2182	203		0	0	65	19184	1022	0	415		0	0		0	0		0	0		0	0		0	0	0	0	0	0	0			0	0	285	55	
6039	0	0	0	0	0	0	0	0	0	0	0	0	43	4			0	0	347	202	0	0						0						0			0	0	0	0	2	0			8	0	135	39	
6057	0	0	0	0	0	0	0	0	0	0	0	0	8	0			0	0	106	73	0	0						0						0			0	0	0	0	3	0			0	0	30	8	
6141	0	0	0	0	0	0	0	0	0	0	0	0	6	0			0	0	148	45	0	0						0						0			0	0	0	0	9	0			0	0	94	6	
6329	0	0	0	0	0	0	270	5	0	0	0	0	164	19			0	2	1265	584	0	0						0						2			0	0	0	0	14	18			19	15	378	105	
6842	0	0	0	0	0	0	78	0	0	0	0	0	1	0			0	0	102	9	0	0						0						0			0	0	0	0	0	0			0	0	15	1	
6972	0	0	0	0	0	0	0	0	0	0	0	0	43	19		0	0	0	179	40	0	0		0	0		0	0		0	0		0	0		0	0	0	0	0	0	0			45	12	94	12	
7009	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0		0	0		0	0		0	0		0	0		0	0	0	0	0	0	0			0	0	0	0	
7045	0	0	0	0	0	0	0	0	0	0	0	0	22	0			0	0	128	0	0	0						0						0			0	0	0	0	29	0			2	0	97	22	
7157	0	0	0	0	0	0	0	0	0	0	0	0	20	5			0	8	370	352	0	3						0						0			0	0	0	0	0	0			0	0	15	7	
7166	0	0	0	0	0	0	0	0	0	0	0	0	38	32		0	0	0	167	148	0	0		0	0		0	0		0	0		0	0		0	0	0	0	0	0	0			8	1	11	5	
7456	0	0	0	0	0	0	0	0	0	0	0	0	150	25			0	125	378	9	0	360						360						125			0	0	0	0	0	0			0	0	9	0	
7634	0	0	0	0	0	0	0	0	0	0	0	0	11	0			0	0	149	105	0	0						0						0			0	0	0	0	0	0			0	0	44	11	
8033	0	0	0	0	0	0	0	0	0	0	0	0	79	11			0	67	163	57	0	105						0						0			0	0	0	0	0	0			0	0	1	1	
8154	0	0	0	0	0	0	0	0	0	0	0	0	3	1			0	0	35	2	0	0						0						0			0	0	0	0	6	0			0	0	27	2	
8417	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0		0	0		0	0		0	0		0	0		0	0	0	0	0	0	0			0	0	0	0	
8462	0	0	0	0	0	0	0	0	0	0	0	0	22	8			0	5	40	4	0	0						0						5			0	0	0	0	0	0			0	0	36	9	
8547	2	0	0	0	0	0	0	0	0	0	0	0	76	0		0	0	0	377	24	0	0		0	0		0	0		0	0		0	0		0	0	0	0	0	104	0			8	1	239	75	
8631	0	0	0	0	0	0	0	0	0	0	0	0	6	0			0	0	137	0	0	0															0	0	0	0	1	0			0	0	136	6	
9115	0	100	0	0	0	0	110	0	0	0	0	0	166	12		0	0	0	544	62	0	0		0	0		0	0		0	0		0	0		0	0	0	0	1	110	8			1	0	261	45	
9160	0	0	0	0	0	0	0	0	0	0	0	0	1	0			0	0	15	0	0	0						0						0			0	0	0	0	0	0			0	0	15	1	
9339	0	0	0	0	0	0	0	0	0	0	0	0	12	0			0	0	287	26	0	0						0						0			0	0	0	0	116	0			0	0	145	12	
9357	0	0	0	0	0	0	0	0	0	0	0	0	149	147			0	0	988	899	0	0						0						0			0	0	0	0	0	0			0	0	89	2	
9553	0	0	0	0	0	0	0	0	0	0	0	0	3	2			0	0	0	0	0	0						0						0			0	0	0	0	0	0			0	0	0	1	
9807	290	6	0	0	0	0	0	0	0	0	0	0	153	94		0	0	0	555	161	0	0		0	0		0	0		0	0		0	0		0	0	0	6	6	79	31			0	0	19	16	
9955	0	0	0	0	0	0	0	0	0	0	0	0	16	12			0	0	24	2	0	0						0						0			0	0	0	0	0	0			0	0	22	4	
10157	0	0	23	0	0	0	0	0	0	0	0	0	54	17			0	0	106	26	0	26						26						0			0	0	0	0	0	0			0	0	31	37	
10250	0	0	0	0	0	0	0	0	0	0	0	0	57	4			0	0	317	69	0	0						0						0			0	0	0	0	0	2			17	0	231	51	
10849	0	0	0	0	0	0	0	0	0	0	0	0	5	1			0	0	17	0	0	0						0						0			0	0	0	0	0	3			14	0	3	1	
10858	0	0	0	0	0	0	61	0	0	0	0	0	44	7		0	0	0	6744	134	0	0		0	0		0	0		0	0		0	0		0	0	0	0	0	0	2			6358	0	191	35	
11145	0	0	0	0	0	0	0	0	0	0	0	0	24	1			0	0	163	91	0	0						0						0			0	0	0	0	0	0			0	0	72	23	
11350	0	0	0	0	0	0	0	0	0	0	0	0	10	5			0	0	14	0	0	0						0						0			0	0	0	0	0	0			0	0	14	5	
11640	0	0	16	0	0	0	0	0	0	0	0	0	111	0			0	69	580	237	0	237						237						69			0	0	0	0	0	0			0	0	90	42	
11837	0	0	0	0	0	0	0	0	0	0	0	0	73	10			0	0	37	15	0	20															0	0	0	4	0	5			2	0	0	54	
12030	0	0	0	1	0	0	0	0	0	0	0	0	908	232			0	63	2805	1584	0	65						0						0			0	0	0	0	582	301			0	0	574	311	
12058	0	0	0	0	0	0	0	0	0	0	0	0	72	2			0	29	599	136	0	82						0						0			0	0	0	0	41	0			0	0	340	41	
12142	0	0	0	0	0	0	0	0	0	0	0	0	173	0			0	141	312	0	0	164						0						0			0	0	0	0	0	3			0	0	148	29	
12245	0	0	0	0	0	0	0	0	0	0	0	0	16	0			0	0	24	0	0	0						0						0			0	0	0	0	0	6			1	0	23	10	
12311	845	179	258	174	73	10	3345	429	0	0	3	28	28272	5736	5736	0	0	23	174540	65303	0	168	65303	0	0	0	3	75	0	0	0	0	28	12	0	0	0	0	5563	667	879	94	0	0	0	0	98028	20920	
12357	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0						0			0	0	0	0	0	0			0	0	0	0	
12647	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	31	12	0	0						0						0			0	0	0	0	0	0			0	0	19	0	
12656	0	0	0	0	0	0	0	0	0	0	0	0	5	0			0	0	43	13	0	0						0						0			0	0	0	0	0	0			0	0	30	5	
12937	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	7	0	0	0						0						0			0	0	0	0	0	0			0	0	7	0	
12946	0	0	0	0	0	0	15	1	0	0	0	0	410	30		0	0	0	1217	171	0	0		0	0		0	0		0	0		0	0		0	0	0	0	0	498	52			0	0	533	327	
12955	0	0	0	0	0	0	0	0	0	0	0	0	198	28			0	0	321	27	0	0						0						0			0	0	0	0	0	0			0	0	294	170	
13037	0	0	0	0	0	0	0	0	0	0	0	0	22	2			0	0	594	577	0	0															0	0	0	0	0	0			6	4	11	16	
13103	0	0	0	0	0	0	0	0	0	0	0	0	62	30		0	0	0	56	49	0	0		0	0		0	0		0	0		0	0		0	0	0	0	0	0	31			0	0	7	1	
13251	0	0	0	0	0	0	0	0	0	0	0	0	35	0			0	0	85	0	0	0						0						0			0	0	0	0	0	0			0	0	85	35	
13309	0	19	0	0	81	145	5097	40	0	0	0	0	4945	3248		0	0	2	23631	11521	0	0		0	0		0	0		0	0		0	2		0	0	0	0	0	384	154			740	165	5808	1172	
13457	0	0	0	0	0	0	0	0	0	0	0	0	9	7			0	2	11	11	0	0						0						2			0	0	0	0	0	0			0	0	0	0	
14052	0	0	0	0	0	0	0	0	0	0	0	0	1	0			0	0	35	18	0	0						0						0			0	0	0	0	0	0			0	0	17	1	
14155	0	0	0	0	0	0	0	0	0	0	0	0	53	8			0	4	225	116	0	3						0						3			0	0	0	0	20	0			0	0	86	41	
14258	0	0	0	0	0	0	0	0	0	0	0	0	67	5		0	0	0	741	503	0	0		0	0		0	0		0	0		0	0		0	0	0	0	0	0	0			0	0	238	62	
14409	9	296	0	0	0	6	205	728	2970	257	0	0	12359	5228	5228	0	0	1291	50597	33808	0	5682	33808	0	0	0	0	0	2970	0	0	0	0	0	257	0	0	0	11	0	316	596	0	0	0	0	7596	3957	
14454	0	0	0	0	0	0	0	0	43	13	0	0	15	2			0	0	54	7	0	0						0						0			0	0	0	0	0	0			0	0	4	0	
14650	0	0	0	0	0	0	75	0	0	0	0	0	30	0			0	10	242	0	0	97						4						10			0	0	0	0	0	0			0	0	70	20	
14753	0	0	0	0	0	0	0	0	0	0	0	0	34	1			0	31	2	0	0	0						0						31			0	0	0	0	0	0			0	0	2	2	
14865	0	0	0	0	0	0	0	0	0	0	0	0	12	1			0	0	45	14	0	0						0						0			0	0	0	0	0	0			7	0	24	11	
14931	0	0	0	0	0	0	0	0	0	0	0	0	8	8			0	0	121	118	0	0															0	0	0	0	0	0			0	0	3	0	
14940	0	0	0	0	0	0	0	0	0	0	0	0	1	0			0	0	42	40	0	0						0						0			0	0	1	1	1	0			0	0	0	0	
15536	0	0	0	0	0	0	0	0	0	0	0	0	281	57		0	0	0	4586	4444	0	0		0	0		0	0		0	0		0	0		0	0	0	0	0	14	14			0	0	128	210	
15732	0	0	0	0	0	0	0	0	0	0	0	0	3	0			0	0	91	22	0	0						0						0			0	0	0	0	0	0			0	0	69	3	
16337	0	0	0	0	0	0	0	0	0	0	0	0	51	15			0	0	210	88	0	3						0						0			0	0	0	0	0	0			0	0	119	36	
16355	0	0	0	0	0	0	0	0	0	0	0	0	5	2			0	0	1	0	0	0						0						0			0	0	0	0	0	0			0	0	1	3	
16458	0	0	0	0	0	0	157	0	0	0	0	0	23	5			0	11	383	155	0	40						0						0			0	0	0	0	0	0			0	0	31	7	
16551	0	0	0	0	0	0	75	0	0	0	0	0	3	0			0	0	96	0	0	0						0						0			0	0	0	0	15	0			0	0	6	3	
16748	0	0	0	0	0	0	10	0	0	0	0	0	7	0			0	0	139	0	0	0															0	0	0	0	31	0			0	0	98	7	
16766	0	0	0	0	0	0	0	0	0	0	0	0	23	23			0	0	3016	3016	0	0															0	0	0	0	0	0			0	0	0	0	
16944	0	0	0	0	0	0	0	0	0	0	0	0	24	10			0	0	367	357	0	0						0						0			0	0	0	0	0	12			0	0	10	2	
16953	0	0	0	0	0	0	0	0	0	0	0	0	2	0			0	0	18	0	0	0						0						0			0	0	0	0	0	0			0	0	18	2	
17110	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0															0	0	0	0	0	0			0	0	0	0	
17147	0	0	0	0	0	0	0	0	0	0	0	0	215	12		0	0	50	1189	466	0	173		0	0		0	0		0	0		0	0		0	0	0	0	0	67	9			0	13	483	131	
17259	0	0	0	0	0	0	0	0	0	0	0	0	6	0			0	0	76	50	0	0						0						0			0	0	0	0	0	0			0	0	26	6	
17464	0	0	0	0	0	0	145	0	0	0	0	0	333	91		0	0	0	2488	518	0	0		0	0		0	0		0	0		0	0		0	0	0	56	0	16	30			203	18	1550	194	
17549	0	0	0	0	0	0	0	0	612	118	0	0	154	5			0	0	630	0	0	0						0						0			0	0	0	0	0	0			0	0	18	31	
17642	0	0	0	0	0	0	19	0	0	0	0	0	34	10			0	0	297	106	0	0						0						0			0	0	0	0	19	8			0	0	153	16	
17839	0	0	0	187	0	0	20	2	0	0	0	0	605	342			0	39	260	126	0	0						0						39			0	0	0	0	57	12			0	1	57	22	
17950	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	9	0	0	0						0						0			0	0	0	0	0	0			0	0	9	0	
18050	0	2	0	0	0	0	0	0	0	0	0	0	52	12			0	1	202	35	0	16						0						0			0	0	0	0	0	0			15	1	136	36	
18126	0	0	0	0	0	0	0	0	0	0	0	0	94	1		0	0	0	483	67	0	0		0	0		0	0		0	0		0	0		0	0	0	0	0	134	57			0	0	282	36	
18135	0	0	0	0	0	0	0	0	0	0	0	0	75	0			0	0	218	0	0	0						0						0			0	0	0	0	0	0			0	0	218	75	
18368	0	0	0	0	0	0	0	0	382	79	0	0	227	138		0	0	0	1466	1046	0	0		0	0		0	0		0	0		0	0		0	0	0	0	0	0	0			16	5	22	5	
18377	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0						0						0			0	0	0	0	0	0			0	0	0	0	
18827	0	0	0	0	0	0	0	0	0	0	0	0	20	11			0	0	68	36	0	0						0						0			0	0	0	0	0	0			0	0	32	9	
18836	75	12	0	0	0	0	0	0	0	0	0	0	75	0			0	0	328	0	0	0															0	0	0	0	17	0			0	0	236	63	
18854	0	0	0	0	0	0	0	0	0	0	0	0	6	5			0	0	185	11	161	0						0						0			0	0	0	0	0	0			0	0	13	1	
18863	0	0	0	0	0	0	0	0	0	0	0	0	209	198		0	0	0	156	98	0	0		0	0		0	0		0	0		0	0		0	0	0	0	0	0	0			35	8	23	3	
18957	0	0	0	0	0	0	0	0	0	0	0	0	92	83			0	4	90	60	0	6						0						0			0	0	0	0	0	0			8	1	16	4	
19356	0	0	0	0	0	0	0	0	0	0	0	0	53	35			0	7	425	401	0	24						0						0			0	0	0	0	0	11			0	0	0	0	
19730	0	0	0	0	0	0	0	0	0	0	0	0	5	0		0	0	1	27	0	0	8		0	0		0	0		0	0		0	0		0	0	0	0	4	14	0			0	0	5	0	
19936	0	0	0	0	0	0	0	0	0	0	0	0	76	28			0	13	1084	300	0	127						0						0			0	0	0	0	183	13			0	0	474	22	
19972	0	0	0	0	0	0	0	0	0	0	0	0	2	0			0	0	0	0	0	0						0						0			0	0	0	0	0	2			0	0	0	0	
20053	0	0	0	0	0	0	1	0	0	0	0	0	1	0			0	0	33	25	0	0						0						0			0	0	0	0	0	0			0	0	7	1	
20147	0	0	0	0	0	0	76	73	0	0	0	0	190	28			0	0	140	10	0	0						0						0			0	28	9	0	0	62			10	8	35	19	
20259	0	0	0	0	0	0	0	0	0	0	0	0	22	4			0	0	39	22	0	0						0						0			0	0	0	0	0	0			0	0	17	18	
20370	62	0	0	0	0	0	0	0	0	0	0	0	654	641			0	0	1036	927	0	0						0						0			0	0	0	0	0	0			0	0	47	13	
20512	0	0	0	0	0	0	9	0	0	0	0	0	28	0			0	0	62	0	0	0						0						0			0	0	0	0	0	0			0	0	53	28	
20633	0	0	0	0	0	0	0	0	0	0	0	0	177	93			0	0	135	5	0	0						0						0			0	0	0	0	81	37			0	0	49	47	
20754	0	0	0	0	0	0	0	0	0	0	0	0	1	0			0	0	0	0	0	0						0						0			0	0	0	0	0	0			0	0	0	1	
20839	0	0	0	0	0	0	0	0	0	0	0	0	12	8			0	4	19	4	0	7						0						0			0	0	0	0	8	0			0	0	0	0	
20857	0	0	0	0	0	0	62	0	0	0	0	0	0	0			0	0	63	0	0	0						0						0			0	0	0	0	0	0			0	0	1	0	
20866	0	0	0	0	0	0	0	0	0	0	0	0	35	0			0	1	113	0	0	1															0	0	0	0	15	0			19	3	78	31	
21256	0	0	0	0	0	0	0	0	0	0	0	0	2	0			0	0	13	0	0	0															0	0	0	0	0	0			0	0	13	2	
21359	0	0	0	0	0	0	1	0	0	0	0	0	0	0			0	0	1	0	0	0						0						0			0	0	0	0	0	0			0	0	0	0	
21630	0	0	0	0	0	0	0	0	0	0	0	0	8	0			0	0	19	0	0	0						0						0			0	0	0	0	0	3			0	0	19	5	
21658	0	0	0	0	0	0	0	1	0	0	0	0	5	0			0	1	33	19	0	0						0						1			0	0	0	0	0	0			8	2	6	1	
22048	0	0	0	0	0	0	0	0	0	0	0	0	22	4			0	0	531	159	0	0						0						0			0	0	0	0	53	1			0	0	319	17	
22235	0	0	0	0	0	0	0	0	0	0	0	0	99	52			0	30	552	414	0	0						0						0			0	0	0	0	0	0			0	0	138	17	
22356	0	0	0	0	0	0	0	0	0	0	0	0	252	164			0	4	258	23	0	17						17						4			0	0	56	0	36	9			50	25	76	50	
22459	0	0	0	0	0	0	0	0	0	0	0	0	30	11			0	0	98	0	0	0						0						0			0	0	0	0	0	3			3	1	95	15	
22543	0	0	0	0	0	0	0	0	0	0	0	0	1	0			0	0	3	0	0	0						0						0			0	0	0	0	0	0			0	0	3	1	
22552	0	0	2	0	0	0	74	0	0	0	0	0	9	0			0	8	315	32	0	140						140						8			0	0	0	0	0	0			0	0	67	1	
22730	0	0	0	0	0	0	0	0	0	0	0	0	390	295			0	0	417	213	0	0						0						0			0	0	0	0	68	24			0	0	136	71	
22860	0	0	0	0	0	0	0	0	0	0	0	0	4445	0		0	0	0	29814	0	0	0		0	0		0	0		0	0		0	0		0	0	0	0	0	0	0			29814	4445	0	0	
22936	0	0	0	0	0	0	0	26	0	0	0	0	97	0			0	0	242	0	0	2						0						0			0	0	0	0	38	0			0	0	202	71	
22954	0	0	0	0	0	0	0	0	0	0	0	0	24	0			0	0	74	0	0	0						0						0			0	0	0	0	0	0			0	0	74	24	
23036	5	0	0	0	0	0	17	0	0	0	0	0	76	0			0	0	548	0	0	0						0						0			0	0	0	0	79	0			0	0	447	76	
23045	0	0	0	0	0	0	0	0	0	0	0	0	3	3			0	0	0	0	0	0						0						0			0	0	0	0	0	0			0	0	0	0	
23241	2715	0	1518	9	0	0	14710	113	530	2	0	0	1512	261		0	0	9	38003	8478	0	794		0	0		0	794		0	0		0	9		0	0	0	460	48	5752	201			316	3	2730	866	
23344	0	0	0	0	0	0	0	0	0	0	0	0	4	0			0	0	17	0	0	0						0						0			0	0	0	0	10	1			0	0	7	3	
23456	0	0	0	0	0	0	0	0	0	0	0	0	2	0			0	0	26	0	0	3						3						0			0	0	0	0	0	0			0	0	23	2	
