"IDRSSD"	RIAD3123	RIAD4230	RIAD4605	RIAD4815	RIADB522	RIADC079	
43959	1511	2975	50	0	637	2151	
44040	1237	210	82	0	1182	237	
44134	12455	1543	414	0	11417	919	
44433	2682	990	359	0	2042	709	
44451	483	79	39	0	450	85	
44602	2900	-26887	708	-2167	31454	208	
44741	1787	417	51	0	1710	391	
44750	584	60	13	0	647	136	
44929	355	145	20	0	297	107	
45038	780	243	32	0	578	73	
45047	459	197	54	0	443	235	
45056	574	269	4	0	347	46	
45270	1241	575	103	0	740	177	
45430	761	382	15	0	432	68	
45458	118	0	5	-1	132	18	
45551	2892	0	274	0	3095	477	
45560	2999	416	101	0	2666	184	
45627	25843	4465	753	-417	28447	7405	
45775	216	-8	1	0	223	0	
46053	943	454	22	0	730	263	
46905	6375	900	146	0	6166	837	
46941	750	62	72	0	750	134	
47153	137	12	0	0	190	65	
47247	1960	302	106	0	1775	223	
47256	263	76	8	0	254	75	
47377	7354	4470	381	0	4921	2418	
47425	2658	1340	45	482	1329	538	
47452	494	20	5	0	471	2	
47500	1724	0	7	0	1774	57	
47658	96	0	17	0	122	43	
48057	327	182	18	0	230	103	
48150	115	13	1	0	101	0	
48208	2413	220	103	0	2374	284	
48374	2473	219	3	0	2609	358	
48440	322	0	0	0	329	7	
48552	506	128	1	0	381	4	
48673	71	5	0	0	66	0	
48730	1203	788	55	0	942	582	
49054	355	156	11	0	217	29	
49148	412	32	29	0	415	64	
49241	1610	570	152	0	1340	452	
49344	1048	0	31	0	1053	36	
49362	49361	8588	5682	0	59170	24079	
49540	633	0	33	0	698	98	
49643	193	5	1	0	191	4	
49652	795	640	10	0	566	421	
49821	7356	500	362	0	7395	901	
49858	132	0	53	0	157	78	
49951	426	0	10	0	425	9	
50144	427	156	83	0	311	123	
50461	2638	-710	800	0	3017	469	
50546	200	70	2	0	153	25	
50854	410	112	53	0	288	43	
50957	703	430	0	120	177	24	
51253	1163	525	85	0	986	433	
51347	372	374	7	0	331	340	
51356	515	160	66	0	507	218	
51459	829	221	3	0	773	168	
51730	177	115	22	0	162	122	
51842	1045	25	64	0	1033	77	
51972	1387	120	10	0	1311	54	
52410	320	91	19	0	236	26	
52456	123	44	4	0	135	60	
52719	0	0	0	0	0	0	
52951	398	30	187	0	528	347	
53015	233	53	14	0	215	49	
53033	11796	0	356	0	12634	1194	
53051	100	5	2	0	100	7	
53239	767	101	24	266	449	73	
53453	173	52	11	0	178	68	
53752	265	24	3	0	238	0	
54049	444	38	4	0	427	25	
54058	1857	240	60	0	1766	209	
54124	658	155	10	0	564	71	
54357	78	120	36	0	86	164	
54375	1800	310	3	0	1775	288	
54441	436	84	0	0	354	2	
54656	654	258	14	0	459	77	
55019	2070	751	136	0	1999	816	
55176	427	0	0	0	429	2	
55251	1226	800	59	0	1007	640	
55336	1500	295	69	0	1250	114	
55635	443	51	32	0	396	36	
55653	342	205	73	0	273	209	
55916	160	32	4	0	160	36	
56230	632	88	21	0	635	112	
56258	1026	114	20	0	999	107	
56351	3205	765	220	498	2355	633	
56427	186	20	1	0	170	5	
56548	837	38	119	0	757	77	
56557	8872	2362	104	860	5860	314	
56717	2373	867	43	0	2088	625	
56726	584	101	15	0	502	34	
57040	336	48	2	0	293	7	
57134	3539	400	51	0	3267	179	
57228	792	188	14	0	690	100	
57255	500	25	140	0	530	195	
57451	1446	96	15	0	1394	59	
57572	391	48	4	0	343	4	
57956	850	15	52	0	875	92	
58074	788	150	61	0	699	122	
58207	1505	226	13	0	1328	62	
58225	783	350	97	0	784	448	
58243	13028	8942	379	0	12398	8691	
58355	39	0	0	0	39	0	
58551	624	25	126	0	616	143	
58636	1249	471	124	0	1178	524	
58757	246	40	10	0	231	35	
58971	29465	8010	2486	0	25726	6757	
59259	526	20	1	0	517	12	
59316	3216	695	107	0	3300	886	
59352	823	0	11	0	818	6	
59679	82	0	0	0	82	0	
59754	176	45	4	0	171	44	
60143	419965	205950	16513	-13365	366957	156090	
60219	804	180	14	0	643	33	
60330	1739	875	108	0	1324	568	
60433	2925	3815	542	0	4560	5992	
60545	403	0	0	0	403	0	
60554	386	24	0	0	365	3	
60648	1739	499	82	0	1584	426	
61001	3700	325	123	0	3400	148	
61122	5675	2906	363	0	5092	2686	
61355	3202	1733	1068	0	3005	2604	
61476	428	15	0	0	424	11	
61533	1261	284	6	0	1022	51	
61757	1403	240	19	0	1269	125	
61832	474	20	5	0	463	14	
61953	223	48	36	0	208	69	
62044	328	289	95	0	163	219	
62101	36129	2800	3905	0	43612	14188	
62147	319	135	2	0	287	105	
62651	615	359	11	0	839	594	
62709	89	18	11	-20	109	29	
63050	774	150	5	0	627	8	
63069	142862	35000	15006	0	135435	42579	
63078	4308	2780	271	0	2664	1407	
63201	340	83	10	0	346	99	
63359	885	170	54	0	903	242	
63573	4838	120	207	0	4511	0	
63733	1371	476	59	0	1402	566	
63742	1001	350	6	0	677	32	
63751	80	45	6	0	72	43	
63957	1598	718	102	0	1169	391	
64150	252	93	0	0	170	11	
64253	30	1	2	0	29	2	
64543	4106	670	165	1033	3332	1094	
64552	52	68	3	0	51	70	
64619	12272	6823	761	0	10947	6259	
64646	427	122	33	0	311	39	
64730	1343	120	46	0	1288	111	
64758	1041	0	0	719	378	56	
65205	3496	90	32	0	3392	18	
65241	906	310	11	0	739	154	
65513	293	0	0	0	311	18	
65559	1377	131	20	0	1290	64	
65746	5550	480	76	0	5366	372	
65858	4187	1150	386	0	4587	1936	
66015	2697	1000	444	0	2227	974	
66154	561	0	43	0	605	87	
66172	3291	0	213	0	3082	4	
66275	5159	5108	380	0	5059	5388	
66350	515	560	22	0	313	380	
66613	72	-64	1	-12131	12280	14	
66837	725	179	18	0	600	72	
66846	1682	1448	123	0	1346	1235	
66903	2829	840	194	256	2430	891	
67142	351	0	13	0	367	29	
67151	1236	150	12	0	1154	80	
67209	1843	250	119	0	1481	7	
67254	26	0	0	0	32	6	
67311	125239	61807	17030	0	108285	61883	
67414	420	172	51	0	356	159	
67777	1923	330	2	0	1632	41	
67852	11115	31454	2408	3978	7136	33861	
68345	1470	20	7	0	1479	36	
68372	1121	70	8	0	1095	52	
68448	510	30	16	0	481	17	
68569	35943	5705	4576	-1123	37118	10333	
68756	470	175	28	-25	527	235	
68831	750	207	70	0	925	452	
68840	744	210	7	0	596	69	
68859	2577	423	50	0	2232	128	
68943	867	0	75	0	1086	294	
69333	2758	316	462	0	2590	610	
69351	188	60	0	0	160	32	
69650	128	0	0	0	129	1	
69678	2967	2283	573	0	2737	2626	
69847	159	0	5	0	158	4	
70049	2196	455	12	0	1958	229	
70058	232	252	11	0	373	404	
70076	114	0	0	0	114	0	
70151	532	34	42	0	481	25	
70218	856	-126	13	0	985	16	
70254	133	29	0	0	131	27	
70414	1071	197	10	0	980	116	
70638	1920	50	425	0	2489	1044	
70955	88	0	14	0	106	32	
71318	4809	0	176	0	4917	284	
71457	1023	60	6	0	957	0	
71671	995	155	0	0	840	0	
71859	78	-16	16	0	78	0	
72258	793	251	37	0	575	70	
72276	1634	1584	71	0	2594	2615	
72351	722	150	174	0	652	254	
72418	1118	158	51	0	1182	273	
72454	362	58	12	0	345	53	
72614	3649	180	51	0	3535	117	
72678	349	147	150	0	536	484	
73031	646	0	148	0	613	115	
73116	3804	1900	195	0	2301	592	
73152	478	0	43	0	495	60	
73554	1131	800	115	0	1081	865	
73956	1019	675	77	0	531	264	
74056	224	59	0	0	166	1	
74140	3735	500	152	0	3568	485	
74159	153	18	0	0	135	0	
74337	187	16	2	0	169	0	
74403	1455	201	5	-59	1315	7	
74449	66	0	0	0	67	1	
74458	225	107	2	35	127	46	
75053	1977	600	31	0	1465	119	
75259	9	0	6	0	10	7	
75446	1562	180	24	0	1462	104	
75455	548	515	204	0	338	509	
75558	508	420	44	0	239	195	
75576	15385	3900	1051	0	14507	4073	
75633	227374	203508	3729	0	118951	98814	
75651	374	30	8	0	381	45	
75857	1877	686	39	0	1689	537	
76050	483	299	15	0	398	229	
76117	7934	1672	1466	0	6819	2023	
76135	1893	-900	228	0	2940	375	
76153	395	10	40	0	385	40	
76201	3608000	2293000	228000	318000	2353000	1584000	
76443	604	210	32	0	607	245	
76742	980	180	86	0	1141	427	
76854	1288	451	37	0	1043	243	
77150	209	-568	93	0	730	46	
77253	302	28	58	0	301	85	
77347	1586	303	57	0	1466	240	
77374	2366	788	8	0	1727	157	
77422	487	0	0	0	487	0	
77758	5980	9502	20	0	5611	9153	
77851	8561	7221	1149	0	6125	5934	
78036	806	170	7	0	649	20	
78054	571	303	7	0	745	484	
78157	237	24	19	0	237	43	
78241	258	42	46	0	295	125	
78559	140	12	19	0	137	28	
78643	625	36	1	0	616	28	
78858	67	0	1	0	86	20	
79042	79	0	19	0	77	17	
79127	1547	634	383	0	2587	2056	
79145	807	55	4	0	820	72	
79257	192	0	4	0	198	10	
79855	986	130	4	0	856	4	
80020	9	2	1	0	6	0	
80150	2228	0	61	0	2250	83	
80431	741	308	111	0	1019	697	
80552	160	112	0	0	220	172	
80936	833	505	18	0	587	277	
81054	883	120	48	0	811	96	
81223	1736	180	23	0	1647	114	
81429	275	33	2	0	254	14	
82024	1629	-565	941	0	1650	397	
82033	389	180	38	0	397	226	
82257	258	81	8	0	201	32	
82350	237	183	24	0	237	207	
82659	289	55	5	0	287	58	
83151	433	70	8	0	385	30	
83236	68	7	1	0	64	4	
83311	26957	4289	1176	-1789	25610	2329	
83357	315	16	33	0	343	77	
83450	8701	3680	790	1709	5737	3215	
83638	23862	15295	231	0	16873	8537	
83834	605	42	2	0	580	19	
83852	124	0	7	0	131	14	
83955	496	115	57	0	540	218	
84046	387	0	2	0	391	6	
84055	112	47	2	0	119	56	
84251	123	0	0	0	123	0	
84345	942	386	16	0	602	62	
84541	3318	649	856	0	3301	1488	
84804	52	0	3	9	49	9	
84970	2710	20	219	0	2714	243	
85043	309	108	10	0	287	96	
85052	27	4	0	0	27	4	
85258	183	0	0	0	183	0	
85454	334	87	16	0	342	111	
85856	69	0	6	0	63	0	
85931	1025	370	93	0	884	322	
86349	1082	636	125	0	898	577	
86358	300	76	17	0	300	93	
86527	3644	1459	224	0	3201	1240	
86554	319	104	34	0	379	198	
87047	435	50	11	0	506	132	
87159	327	115	93	0	335	216	
87234	1804	180	64	0	1711	151	
87476	574	630	6	0	243	305	
87533	1691	292	26	0	1501	128	
87944	8519	8736	153	0	2918	3288	
88240	254	60	2	0	243	51	
88259	327	0	14	0	368	55	
88352	231	88	15	0	177	49	
88455	1510	0	72	331	1337	230	
88530	785	233	73	0	666	187	
88802	37018	5422	2547	0	38957	9908	
88950	145	11	0	0	136	2	
89032	428	61	39	0	445	117	
89135	440	92	8	0	415	75	
89162	0	0	0	0	0	0	
89452	428	120	7	0	381	80	
89751	2731	475	744	0	1822	310	
89854	745	167	38	0	737	197	
89957	171	165	12	0	185	191	
90047	195	14	0	0	184	3	
90159	436	40	0	0	402	6	
90234	1838	400	123	0	2772	1457	
90252	152	0	2	0	150	0	
90328	1822	280	89	0	1761	308	
90337	1909	235	55	0	1837	218	
90403	20811	13455	1816	0	15190	9650	
90467	1041	0	0	0	1041	0	
90627	1457	86	9	0	1381	19	
90645	457	1	0	0	456	0	
90739	901	272	78	0	946	395	
91129	216	29	33	0	188	34	
91147	636	366	6	0	547	283	
91156	1887	304	113	0	1694	224	
91259	452	-80	183	0	583	234	
91521	993	2856	773	0	2836	5472	
91615	389	78	18	0	320	27	
91651	584	110	11	0	507	44	
91754	485	134	15	0	380	44	
91866	2605	360	7	0	2243	5	
91950	393	0	12	0	400	19	
91969	3507	1037	17	0	2655	202	
92050	405	172	6	0	315	88	
92144	323	0	12	0	311	0	
92162	668	173	18	0	629	152	
92630	3803	720	206	0	3267	390	
92706	1072	20	34	0	1091	73	
92854	203	41	18	0	176	32	
92902	145	0	18	0	134	7	
93039	2328	2000	15	0	819	506	
93244	636	130	4	0	536	34	
93329	417	80	18	0	388	69	
93413	2663	325	48	0	2909	619	
93543	2097	1120	100	0	1671	794	
93619	0	0	0	0	0	0	
93628	1102	72	12	0	1040	22	
93721	39087	8294	1264	0	35877	6348	
93758	326	40	123	0	354	191	
94139	1831	1802	311	0	1800	2082	
94447	715	6	10	0	836	137	
94456	375	78	79	0	331	113	
94522	1775	198	161	0	1668	252	
94661	5498	2450	433	0	5724	3109	
94755	586	120	66	0	589	189	
94858	415	245	5	0	352	187	
95051	2252	2094	65	0	669	576	
95659	273	75	28	0	263	93	
95725	2166	0	0	637	1529	0	
95855	496	68	23	0	453	48	
96254	1034	192	8	0	852	18	
96357	701	41	19	0	754	113	
96553	797	590	7	0	476	276	
97037	4098	890	1	0	3817	610	
97055	211	16	0	0	195	0	
97260	1520	199	68	0	1498	245	
97279	147	10	6	0	147	16	
97457	147	14	5	0	142	14	
97804	1531	180	6	0	1546	201	
97943	791	2200	5	0	832	2246	
98351	204	120	210	0	238	364	
98360	1522	2308	142	0	1832	2760	
98454	886	266	24	0	678	82	
98463	2146	733	4	0	1510	101	
98548	507	0	23	0	539	55	
98557	357	212	18	0	316	189	
98641	815	315	106	0	807	413	
98717	2127	0	47	0	2080	0	
99004	816	679	61	0	487	411	
99059	313	60	14	0	323	84	
99143	733	540	82	0	733	622	
99255	293	0	2	0	293	2	
99442	1000	123	2	0	1000	125	
99536	834	188	58	0	891	303	
99853	350	231	71	0	350	302	
99974	796	811	37	0	758	810	
100160	2829	450	273	0	2597	491	
100236	1382	1113	19	0	831	581	
100357	2556	2804	401	0	2333	2982	
100553	334	21	9	0	327	23	
100562	13058	4400	201	0	11670	3213	
100843	1659	380	79	0	1416	216	
101019	75826	2000	2081	0	78114	6369	
101037	4975	825	255	238	4465	808	
101233	11932	2168	676	0	11936	2848	
101327	5310	-600	616	0	7667	2373	
101345	508	400	13	0	393	298	
101439	834	210	152	0	848	376	
101671	1677	532	133	0	1555	543	
101738	1580	138	191	0	1673	422	
101952	359	0	11	0	448	100	
102155	109	-2	10	0	116	15	
102333	135	5	0	0	130	0	
102342	722	19	6	0	735	38	
102539	400	163	7	0	280	50	
102557	414	470	7	0	171	234	
103134	784	0	13	0	779	8	
103255	3506	777	369	0	3089	729	
103536	2905	295	209	0	2601	200	
103554	242	50	3	0	289	100	
103563	131	45	2	0	106	22	
103602	416	111	44	0	348	87	
104038	11911	10029	104	1020	2539	1781	
104056	466	20	5	0	444	3	
104234	331	1005	63	0	626	1363	
104430	1263	627	62	0	1418	844	
104542	149	56	12	0	142	61	
104663	781	60	15	0	719	13	
105026	1055	538	50	0	901	434	
105044	104	0	7	0	101	4	
105053	371	117	71	0	520	337	
105071	1378	573	79	0	1081	355	
105222	971	540	51	0	989	609	
105530	771	115	32	-5	784	155	
105549	6905	3059	266	13	5467	1900	
105633	839	60	13	0	845	79	
106359	3860	1424	666	0	3669	1899	
106377	2534	600	0	0	1997	63	
106452	2871	1500	39	0	1528	196	
106519	337	72	11	0	301	47	
106546	810	450	58	0	583	281	
106555	137	30	1	0	108	2	
106658	693	105	68	0	619	99	
107057	170	0	0	0	193	23	
107141	522	120	20	0	433	51	
107150	253	0	25	0	236	8	
107226	419	0	4	0	424	9	
107244	8712	3401	125	0	6606	1420	
107431	967	390	33	0	947	403	
107459	75	60	7	0	64	56	
107758	383	0	9	0	515	141	
108157	1541	275	145	0	2316	1195	
108250	1260	212	1	0	1183	136	
108269	540	60	77	0	563	160	
108522	4944	2810	4	0	2139	9	
108652	106	2	1	0	104	1	
108746	117	5	7	0	122	17	
108951	643	258	56	0	684	355	
109136	1759	289	63	0	1762	355	
109154	235	12	5	0	218	0	
109453	284	30	5	0	265	16	
109574	498	37	15	0	446	0	
109659	676	426	28	0	495	273	
109855	408	30	0	0	378	0	
110057	829	495	49	0	649	364	
110066	44	12	2	0	35	5	
110356	122	15	4	0	116	13	
110404	437	150	1	0	288	2	
110413	2062	758	107	0	2029	832	
110655	228	0	7	0	228	7	
110758	3442	6968	1138	0	4642	9306	
110936	874	537	0	0	459	122	
110945	704	0	18	0	715	29	
111157	191	0	0	0	191	0	
111205	2589	0	135	0	2475	21	
111559	298	253	49	0	298	302	
111661	525	20	38	0	508	41	
111942	1008	240	16	0	833	81	
111951	658	208	2	372	172	96	
111979	1681	540	20	0	1455	334	
112163	3346	1385	218	0	2578	835	
112332	475	0	184	0	481	190	
112444	1354	170	66	0	1332	214	
112510	258	125	29	0	144	40	
112556	316	55	26	0	266	31	
112837	195766	97250	19179	-7291	178253	91625	
112855	22741	30404	4457	-2032	26497	36585	
112976	370	53	0	0	317	0	
