"IDRSSD"	RIAD3582	RIAD3583	RIAD3584	RIAD3585	RIAD3588	RIAD3589	RIAD3590	RIAD3591	RIAD4266	RIAD4267	RIAD4481	RIAD4482	RIAD4605	RIAD4608	RIAD4617	RIAD4618	RIAD4627	RIAD4628	RIAD4635	RIAD4638	RIAD4643	RIAD4644	RIAD4645	RIAD4646	RIAD4652	RIAD4653	RIAD4654	RIAD4655	RIAD4662	RIAD4663	RIAD4664	RIAD4665	RIAD5409	RIAD5410	RIAD5411	RIAD5412	RIADB512	RIADB513	RIADB514	RIADB515	RIADB516	RIADB517	RIADC217	RIADC218	RIADC234	RIADC235	RIADC388	RIADC880	RIADC891	RIADC892	RIADC893	RIADC894	RIADC895	RIADC896	RIADC897	RIADC898	RIADF185	RIADF187	RIADF188	
1557	0	0	0	0	0	0	0	0	0	0	0	0	4	0			0	0	0	0	0	0						0				0	0	0	0	0			0	0	0	4	0	0	0	0	0													
1632	26	1	0	0	0	0	0	39	0	0	0	0	150	42		0	0	10	670	462	0	1		0	0		0	0	0		0	10	0	0	0	0			0	0	91	55	3	0	90	0			0	0	26	1	0	39	0	0	0	0		
1669	0	0	0	0	0	0	0	49	0	0	0	0	139	19			0	0	372	73	0	0											0	0	0	0			0	0	266	69	2	0	33	0														
1829	0	0	0	0	0	0	0	0	0	0	0	0	308	12		0	0	0	825	732	0	0		0	0		0	0	0		0	0	0	0	0	0			20	6	73	52	238	0	0	0			0	0	0	0	0	0	0	0	0	0		
1856	0	0	0	0	0	0	2	0	0	0	0	0	9	0			0	9	23	19	0	2						0				0	0	0	0	0			0	0	0	0	0	0	0	0														
2040	0	0	0	0	0	0	0	126	0	0	0	0	220	49			0	0	302	108	0	0											0	0	0	0			16	1	151	20	24	0	27	0														
2161	0	0	0	0	0	0	0	0	0	0	0	0	27	11			0	0	78	0	0	0											0	0	0	0			11	1	46	14	1	0	21	0														
2376	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0		0	0		0	0	0		0	0	0	0	0	0			0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		
2451	0	0	104	0	0	0	0	0	0	0	0	0	0	0			0	0	149	0	0	36						0				0	0	0	0	0			0	0	9	0	0	0	0	0			0	0	0	0	0	0	0	0				
2554	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	8	0	0	0						0				0	0	0	0	0			0	0	8	0	0	0	0	0														
2732	0	0	0	0	0	0	0	0	0	0	0	0	20	6		0	0	0	429	414	0	0		0	0		0	0	0		0	0	0	0	0	0			0	0	15	14	0	0	0	0			0	0	0	0	0	0	0	0	0	0		
2750	1	0	0	0	0	0	21	0	0	0	0	0	23	0			0	19	146	17	0	77						77				19	0	0	0	0			0	0	30	1	3	0	0	0														
2938	0	4	0	0	0	0	399	100	0	0	0	0	299	112		0	0	17	2035	728	0	15		0	0		0	0	0		0	6	0	4	75	33			0	0	223	28	3	2	520	75			0	4	0	0	248	0	151	100	0	0		
3252	0	0	9	9	0	0	28	0	0	0	0	0	270	44			0	36	582	258	0	16						16				36	0	0	0	0			0	0	271	175	6	0	0	0														
3458	0	0	0	0	0	0	0	0	0	0	0	0	7	4			0	0	44	44	0	0						0				0	0	0	0	0			0	0	0	3	0	0	0	0														
3720	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	12	0	0	0											0	0	0	0			0	0	12	0	0	0	0	0			0	0	0	0	0	0	0	0				
3953	0	0	0	0	0	0	0	0	0	0	0	0	138	80			0	52	429	74	0	262						262				52	0	0	0	0			0	0	93	6	0	0	0	0			0	0	0	0	0	0	0	0				
4138	0	0	0	0	0	0	18	0	0	0	0	0	178	82			0	36	689	190	0	89											0	0	107	0			0	0	285	60	0	0	0	0			0	0	0	0	0	0	18	0				
4156	67	0	0	0	0	0	1753	0	0	0	0	0	1306	1285			0	6	2470	580	0	23						17				5	0	0	0	0			10	0	36	15	0	0	1	0			67	0	0	0	0	0	1753	0				
4231	0	0	0	4	0	0	50	0	0	0	0	0	27	3			0	0	195	24	0	0											0	0	0	0			0	0	119	18	2	0	2	0														
4437	358	82	0	0	0	0	48	0	0	0	0	0	105	5			0	5	460	0	0	8											0	0	10	0			0	0	36	13	0	0	0	0			0	0	358	82	0	0	48	0				
4839	0	0	0	0	0	0	0	0	0	0	0	0	34	18			0	7	92	9	0	42											0	0	0	0			0	0	41	9	0	0	0	0			0	0	0	0	0	0	0	0				
5005	6	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	9	0	0	0		0	0		0	0	0		0	0	0	0	2	0			0	0	1	0	0	0	0	0			6	0	0	0	0	0	0	0	0	0		
5069	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0		0	0		0	0	0		0	0	0	0	0	0			0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0	0	0		
5135	0	0	0	0	0	0	0	0	0	0	0	0	34	0			0	0	63	0	0	0						0				0	0	0	0	0			13	3	46	23	8	0	4	0														
5210	0	0	0	0	0	0	0	0	0	0	0	0	18	14		0	0	0	45	6	0	0		0	0		0	0	0		0	0	0	0	0	0			0	0	39	4	0	0	0	0			0	0	0	0	0	0	0	0	0	0		
5331	0	0	0	0	0	0	0	0	0	0	0	0	1	0		0	0	0	5	0	0	0		0	0		0	0	0		0	0	0	0	0	0			0	0	5	1	0	0	0	0			0	0	0	0	0	0	0	0	0	0		
5461	0	0	0	0	0	0	0	0	0	0	0	0	1234	0		0	0	0	301	0	0	0		0	0		0	0	0		0	0	0	0	0	0			0	0	251	6	0	1228	0	50			0	0	0	0	0	0	0	0	0	0		
5751	0	0	0	0	0	0	0	0	0	0	0	0	1	0			0	1	0	0	0	0						0				1	0	0	0	0			0	0	0	0	0	0	0	0														
6039	0	0	0	0	0	0	161	4	0	0	0	0	53	36			0	0	194	0	0	0											0	0	0	0			10	1	19	12	0	0	4	0			0	0	0	0	0	0	161	4				
6057	0	0	0	0	0	0	0	0	0	0	0	0	14	1			0	0	198	176	0	0						0				0	0	0	11	9			0	0	5	4	0	0	6	0														
6141	0	0	0	0	0	0	31	32	0	0	0	0	94	29			0	0	172	27	0	0						0				0	0	0	0	0			0	0	114	33	0	0	0	0														
6329	138	0	0	0	0	0	162	0	0	0	0	0	202	51		0	0	1	2202	138	0	12		0	0		0	0	0		0	0	0	0	0	0			86	11	1430	132	1	6	19	217			67	0	71	0	121	0	41	0	0	0		
6972	1303	127	0	0	0	0	0	111	0	0	0	0	282	0		0	0	0	1374	55	0	0		0	0		0	0	0		0	0	0	0	9	0			0	7	7	9	0	28	0	0			331	127	972	0	0	0	0	111	0	0		
7009	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0		0	0		0	0	0		0	0	0	0	0	0			0	0	0	0	0	0	0	0											0	0		
7045	0	0	0	0	0	0	0	0	0	0	0	0	22	0			0	0	99	0	0	0						0				0	0	0	0	0			9	0	90	22	0	0	0	0	0													
7157	0	0	0	0	0	0	0	0	0	0	0	0	19	0			0	0	63	34	0	0						0				0	0	0	0	0			0	0	29	19	0	0	0	0														
7456	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	73	73	0	0						0				0	0	0	0	0			0	0	0	0	0	0	0	0	0													
7634	0	0	0	0	0	0	0	0	0	0	0	0	24	0			0	0	266	242	0	0											0	0	0	0			0	0	24	24	0	0	0	0														
8033	0	0	0	0	0	0	0	0	0	0	0	0	87	22			0	44	36	0	0	8						0				29	0	0	0	0			0	0	25	2	19	0	3	0														
8462	0	0	0	0	0	0	0	0	0	0	0	0	41	7			0	8	48	0	0	0						0				8	0	0	0	0			0	0	48	26	0	0	0	0														
8631	0	0	0	0	0	0	0	0	0	0	0	0	6	0			0	0	56	0	0	0											0	0	0	0			0	0	56	6	0	0	0	0														
9357	0	0	0	0	0	0	0	0	0	0	0	0	515	514		0	0	0	112	111	0	0		0	0		0	0	0		0	0	0	0	0	0			0	0	1	1	0	0	0	0			0	0	0	0	0	0	0	0	0	0		
9553	0	0	0	0	0	0	0	0	0	0	0	0	4	0			0	4	3	0	0	0						0				0	0	0	0	0			0	0	3	0	0	0	0	0														
9807	6385	785	0	0	0	0	0	0	0	0	0	0	871	75		0	0	0	7846	1249	0	0		0	0		0	0	0		0	0	0	0	0	0			0	0	0	0	0	11	212	0			1236	0	5149	785	0	0	0	0	0	0		
9955	0	0	0	0	0	0	0	0	0	0	0	0	24	7			0	0	37	0	0	0						0				0	0	0	0	0			0	0	37	17	0	0	0	0														
10157	0	0	22	0	0	0	0	0	0	0	0	0	34	1			0	28	34	2	0	0						0				28	0	0	0	0			0	0	9	5	0	0	1	0														
10250	0	0	0	0	0	0	0	0	0	0	0	0	44	0		0	0	0	365	158	0	0		0	0		0	0	0		0	0	0	0	0	0			15	3	120	41	0	0	0	72			0	0	0	0	0	0	0	0	0	0		
10849	0	0	43	23	0	0	31	0	0	0	0	0	23	0			0	0	80	0	0	0											0	0	0	0			0	0	2	0	0	0	4	0			0	0	0	0	31	0	0	0				
10858	0	0	0	0	0	0	0	0	0	0	0	0	208	53		0	0	0	1919	497	0	0		0	0		0	0	0		0	0	0	0	0	0			1081	0	341	155	0	0	0	0			0	0	0	0	0	0	0	0	0	0		
11145	0	0	0	0	0	0	0	0	0	0	0	0	15	1			0	0	477	313	0	0											0	0	0	0			0	0	46	13	1	0	118	0			0	0	0	0	0	0	0	0				
11640	0	0	0	0	0	0	0	0	0	0	0	0	247	0			0	237	516	114	0	278						0				12	0	0	0	0			0	0	62	10	0	0	62	0														
11837	0	0	0	0	0	0	0	0	0	0	0	0	52	44			0	0	14	0	0	0											0	0	0	0			0	0	14	8	0	0	0	0			0	0	0	0	0	0	0	0				
12030	285	199	501	539	0	0	3168	1618	0	0	0	0	4889	861		0	0	757	8033	1642	0	932		0	0		0	0	0		0	0	0	0	0	0			0	0	0	0	778	137	1290	215			285	199	0	0	3168	1618	0	0	0	0		
12058	107	0	0	0	0	0	15	4	0	0	0	0	138	29			0	30	298	11	0	83						34				2	0	0	0	0			0	0	9	36	39	0	73	0	0		107	0	0	0	0	0	15	4				
12142	0	0	0	0	0	0	16	0	0	0	0	0	140	0			0	108	305	90	0	143											0	0	0	0			3	0	53	32	0	0	0	0														
12245	0	0	0	0	0	0	0	0	0	0	0	0	2	0			0	0	3	0	0	0											0	0	0	0			0	0	3	2	0	0	0	0			0	0	0	0	0	0	0	0				
12311	23658	1	326	51	3395	2	25172	1949	17855	3093	0	0	40164	9083	9083	0	0	2764	531798	45212	0	311548	45212	0	0	0	0	431	0	0	0	17	0	0	29482	3707	0	0	0	24	58217	16300	250	2923	8762	7740		5221	22877	1	781	0	15330	1559	9842	390	12634	2127	966	
12647	0	0	0	0	0	0	0	0	0	0	0	0	1	0			0	0	23	0	0	0						0				0	0	0	0	0			0	0	2	1	0	0	21	0			0	0	0	0	0	0	0	0				
12656	0	0	0	0	0	0	0	0	0	0	0	0	11	0			0	0	25	0	0	0						0				0	0	0	0	0			0	0	11	8	3	0	14	0														
12937	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	3	0	0	0											0	0	0	0			0	0	3	0	0	0	0	0			0	0	0	0	0	0	0	0				
12946	1	1	0	0	0	0	209	29	0	0	0	0	238	84		0	0	0	683	84	0	0		0	0		0	0	0		0	0	0	0	0	0			0	0	316	115	6	3	73	0			0	0	1	1	136	5	73	24	0	0		
12955	91	0	0	0	0	0	0	0	0	0	0	0	2	0			0	0	105	9	0	0											0	0	0	0			3	0	2	2	0	0	0	0			91	0	0	0	0	0	0	0				
13037	0	0	0	0	0	0	0	0	0	0	0	0	484	431			0	0	359	313	0	0											0	0	0	0			7	1	39	45	7	0	0	0														
13103	0	0	0	0	0	0	0	0	0	0	0	0	80	0		0	0	0	483	0	0	0		0	0		0	0	0		0	0	0	0	0	0			0	0	483	80	0	0	0	0			0	0	0	0	0	0	0	0	0	0		
13251	0	0	0	0	0	0	0	0	0	0	0	0	42	0			0	28	134	42	0	15						0				3	0	0	0	0			0	0	21	13	1	0	21	35														
13457	0	0	0	0	0	0	0	0	0	0	0	0	23	12			0	11	129	70	0	59						59				11	0	0	0	0			0	0	0	0	0	0	0	0														
14052	0	0	0	0	0	0	0	0	0	0	0	0	13	0			0	0	60	22	0	0											0	0	0	0			0	0	9	13	0	0	29	0			0	0	0	0	0	0	0	0				
14155	52	0	10	0	0	0	0	0	0	0	0	0	111	25			0	7	406	145	0	2						2				7	0	0	0	0			0	0	152	73	6	0	45	0														
14258	0	0	0	0	0	0	0	0	0	0	0	0	9	2		0	0	0	49	19	0	0		0	0		0	0	0		0	0	0	0	0	0			0	0	30	7	0	0	0	0			0	0	0	0	0	0	0	0	0	0		
14454	0	0	0	0	0	0	0	0	6	1	0	0	1	0			0	0	6	0	0	0						0				0	0	0	0	0			0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0				
14650	0	0	0	0	0	0	0	0	0	0	0	0	68	0			0	0	100	0	0	24											0	0	0	0			0	0	31	67	1	0	45	0														
14753	0	0	0	0	0	0	0	0	0	0	0	0	2	1			0	0	3	0	0	3						3				0	0	0	0	0			0	0	0	1	0	0	0	0														
14865	0	0	0	0	0	0	0	0	0	0	0	0	4	0			0	0	25	0	0	0						0				0	0	0	0	0			6	0	19	4	0	0	0	0			0	0	0	0	0	0	0	0				
14977	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	1	0	0	0						0				0	0	0	0	0			0	0	1	0	0	0	0	0	0													
15536	0	0	0	0	1027	0	312	47	2	251	0	0	438	100		0	0	0	1720	273	0	66		0	0		0	0	0		0	0	0	0	0	0			0	0	40	40	0	0	0	0			0	0	0	0	0	0	312	47	0	0		
16337	0	0	0	0	0	0	0	0	0	0	0	0	64	0		0	0	5	387	148	0	25		0	0		0	0	0		0	0	0	0	0	0			0	0	163	59	0	0	0	51			0	0	0	0	0	0	0	0	0	0		
16458	0	0	0	0	0	0	0	14	0	0	0	0	55	22			0	19	59	12	0	27											0	0	5	0			0	0	5	0	0	0	10	0			0	0	0	0	0	14	0	0				
16551	85	0	0	0	0	0	21	0	0	0	0	0	27	3			0	0	253	4	0	0											0	0	29	2			0	0	32	12	10	0	82	0			0	0	85	0	21	0	0	0				
16748	0	0	0	0	0	0	0	0	0	0	0	0	25	1			0	0	120	0	0	0											0	0	0	0			0	0	120	24	0	0	0	0														
16944	0	0	0	0	0	0	0	0	0	0	0	0	35	35			0	0	19	0	0	0											0	0	0	0			0	0	19	0	0	0	0	0														
16953	0	0	0	0	0	0	0	0	0	0	0	0	7	4			0	0	16	9	0	0						0				0	0	0	0	0			0	0	7	3	0	0	0	0														
17110	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	647	0	0	0											0	0	0	0			0	0	647	0	0	0	0	0														
17147	307	72	1	0	105	1	495	225	0	0	0	0	911	95		0	113	16	3916	575	0	85		0	0		0	0	0		0	0	0	0	9	3			0	0	1495	274	88	24	494	350			152	72	155	0	368	155	127	70	0	0		
17259	0	0	0	0	0	0	0	0	0	0	0	0	19	2			0	17	59	0	0	59											0	0	0	0			0	0	0	0	0	0	0	0														
17464	2986	12	106	40	0	0	0	0	0	0	0	0	1300	378		0	0	0	10411	4634	0	0		0	0		0	0	0		0	0	0	0	209	30			166	55	1684	567	195	23	626	0			0	0	2986	12	0	0	0	0	0	0		
17839	258	16	0	0	0	0	0	2	0	0	0	0	136	19			0	0	371	56	0	0											0	0	0	0			0	0	57	27	68	4	0	0			1	0	257	16	0	0	0	2				
17950	0	0	0	2	0	0	0	0	0	0	0	0	46	7			0	36	87	0	0	77						0				0	77	36	0	0			0	0	10	1	0	0	0	0			0	0	0	0	0	0	0	0				
18050	0	0	0	0	0	0	0	0	0	0	0	0	85	29			0	1	276	67	0	2											0	0	0	0			0	0	207	55	0	0	0	0			0	0	0	0	0	0	0	0				
18135	0	0	0	0	0	0	0	0	0	0	0	0	3	0			0	0	13	0	0	0											0	0	0	0			0	0	0	0	0	3	0	13														
18377	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0											0	0	0	0			0	0	0	0	0	0	0	0														
18827	0	0	0	0	0	0	0	0	0	0	0	0	17	0			0	0	78	0	0	0											0	0	0	0			0	0	73	16	1	0	5	0			0	0	0	0	0	0	0	0				
18836	0	0	0	0	0	0	0	0	0	0	0	0	214	0			0	0	277	0	0	0											0	0	0	0			0	0	277	214	0	0	0	0			0	0	0	0	0	0	0	0				
18854	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	81	77	0	0						0				0	0	0	0	0			0	0	4	0	0	0	0	0														
18957	0	0	0	0	0	0	0	22	0	0	0	0	50	25			0	2	284	235	0	31						26				1	0	0	0	0			3	0	15	1	0	0	0	0			0	0	0	0	0	22	0	0				
19356	0	0	0	0	0	0	0	0	0	0	0	0	31	6			0	0	39	0	0	0											0	0	0	0			0	0	29	13	12	0	10	0			0	0	0	0	0	0	0	0				
19730	0	0	0	0	0	0	0	0	0	0	0	0	81	1		0	0	66	1835	996	0	300		0	0		0	0	0		0	0	0	0	0	0			0	0	3	12	2	0	20	516			0	0	0	0	0	0	0	0	0	0		
19936	134	0	0	0	0	0	1033	234	0	0	0	0	254	3			0	0	1301	67	0	0											0	0	0	0			0	0	67	17	0	0	0	0			0	0	134	0	10	0	1023	234				
19972	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0											0	0	0	0			0	0	0	0	0	0	0	0	0													
20053	95	0	0	0	0	0	0	0	0	0	0	0	11	4			0	0	801	119	0	39						39				0	0	0	0	0			4	0	47	4	3	0	497	0			0	0	95	0	0	0	0	0				
20147	0	0	0	0	0	0	392	0	0	0	0	0	86	6			0	25	673	20	0	98											0	0	10	0			15	6	138	49	0	0	0	0			0	0	0	0	0	0	392	0				
20259	0	0	0	0	0	0	0	0	0	0	0	0	53	25			0	17	224	177	0	0											0	0	0	0			0	0	47	11	0	0	0	0														
20370	0	0	0	0	0	0	0	0	0	0	0	0	138	94			0	0	125	19	0	0											19	94	0	0			0	0	66	11	0	33	0	40			0	0	0	0	0	0	0	0				
20512	0	0	0	0	68	0	0	0	0	0	0	0	43	3			0	0	137	0	0	0											0	0	0	0			0	0	69	40	0	0	0	0														
20633	0	0	0	0	0	0	0	0	0	0	0	0	55	12			0	0	173	39	0	0											0	0	0	0			0	0	15	20	23	0	119	0			0	0	0	0	0	0	0	0				
20839	426	1	0	0	69	0	26	65	0	0	0	0	160	13			0	1	1215	502	0	19											0	0	0	0			0	0	5	3	77	0	168	0			426	1	0	0	0	0	26	65				
20857	0	0	0	0	0	0	15	15	0	0	0	0	16	0			0	0	15	0	0	0						0				0	0	0	0	0			0	0	0	1	0	0	0	0														
20866	0	0	0	0	0	0	0	0	0	0	0	0	3	0			0	0	2	0	0	0											0	0	0	0			2	0	0	3	0	0	0	0			0	0	0	0	0	0	0	0				
21256	0	0	0	1	0	0	0	0	0	0	0	0	59	0			0	56	3	0	0	0											0	0	0	0			0	0	3	0	0	2	0	0														
21359	0	0	0	0	0	0	0	0	0	0	0	0	2	0			0	0	0	0	0	0						0				0	0	0	0	0			0	0	0	2	0	0	0	0														
21630	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	3	0	0	0											0	0	0	0			0	0	3	0	0	0	0	0														
21658	0	0	0	0	0	0	0	0	0	0	0	0	30	6			0	0	261	149	0	0						0				0	0	0	0	0			1	0	91	24	0	0	20	0			0	0	0	0	0	0	0	0				
22048	0	14	0	0	0	0	51	79	0	0	0	0	194	10			0	5	1221	350	0	226						0				0	0	0	0	0			0	0	152	53	33	0	272	170			0	0	0	14	26	1	25	78				
22235	0	0	0	0	0	0	0	0	0	0	0	0	94	0		0	0	51	687	293	0	4		0	0		0	0	0		0	0	0	0	0	0			0	0	201	42	1	0	189	0			0	0	0	0	0	0	0	0	0	0		
22356	0	0	0	0	0	0	0	0	0	0	0	0	208	115			0	5	1413	1211	0	100						100				3	0	0	0	0			75	4	27	84	0	0	0	0			0	0	0	0	0	0	0	0				
22459	0	0	0	0	0	0	0	0	0	0	0	0	20	0			0	0	55	2	0	0						0				0	0	0	0	0			5	1	48	19	0	0	0	0														
22543	0	0	0	0	0	0	0	0	0	0	0	0	17	1			0	0	26	0	0	0											0	0	0	1			0	0	26	5	10	0	0	0			0	0	0	0	0	0	0	0				
22552	0	0	0	0	0	0	0	0	0	0	0	0	20	0			0	20	40	25	0	0						0				20	0	0	0	0			0	0	15	0	0	0	0	0			0	0	0	0	0	0	0	0				
22730	0	0	0	0	0	0	48	0	0	0	0	0	60	33			0	0	68	0	0	0											0	0	0	0			0	0	20	17	10	0	0	0														
22936	0	2	0	0	0	0	0	0	0	0	0	0	131	12			0	0	438	131	0	0											0	0	0	0			0	0	279	60	57	0	28	0			0	0	0	2	0	0	0	0				
22954	187	0	0	0	0	0	0	0	0	0	0	0	19	0			0	0	203	0	0	0						0				0	0	0	0	0			0	0	16	19	0	0	0	0	0		187	0	0	0	0	0	0	0				
23036	327	2	0	0	0	0	100	0	0	0	0	0	38	1		0	0	1	1075	424	0	31		0	0		0	0	0		0	0	0	0	0	0			0	0	122	29	0	5	29	42			277	2	50	0	0	0	100	0	0	0		
23045	0	0	0	0	0	0	0	0	0	0	0	0	0	0			0	0	0	0	0	0											0	0	0	0			0	0	0	0	0	0	0	0														
23241	200	0	0	13	53	8	244	103	0	0	0	0	1372	169		0	0	396	5441	688	0	1295		0	0		0	42	0		0	19	0	0	279	119			0	12	1794	391	148	13	753	135			0	0	200	0	229	11	15	92	0	0		
23456	0	0	0	0	0	0	9	0	0	0	0	0	15	1			0	0	121	100	0	0						0				0	0	0	0	0			0	0	12	14	0	0	0	0			0	0	0	0	0	0	9	0				
23504	0	0	0	0	0	0	0	0	0	0	0	0	68	13		0	0	0	226	203	0	0		0	0		0	0	0		0	0	0	0	0	0			0	0	23	54	0	1	0	0			0	0	0	0	0	0	0	0	0	0		
23540	0	0	0	0	0	0	0	0	0	0	0	0	5	0			0	0	19	3	0	0											0	0	0	0			0	0	16	5	0	0	0	0														
23643	0	0	0	0	0	0	0	0	0	0	0	0	102	45			0	57	3243	2753	0	490											0	0	0	0			0	0	0	0	0	0	0	0			0	0	0	0	0	0	0	0				
23755	0	8	0	0	0	0	0	0	0	0	0	0	13	0			0	0	98	20	0	0											0	0	54	0			0	0	24	5	0	0	0	0			0	0	0	8	0	0	0	0				
