"IDRSSD"	RIAD0497	RIAD4042	RIAD4136	RIAD4141	RIAD4146	RIAD4461	RIAD4462	RIAD4463	RIAD4464	RIAD4467	RIAD4468	RIAD4469	RIAD4486	RIAD4487	RIAD4488	RIAD4489	RIAD4491	RIAD4498	RIAD4499	RIAD4521	RIAD4522	RIAD4769	RIAD8403	RIADB527	RIADC013	RIADC014	RIADC015	RIADC016	RIADC017	RIADC018	RIADF229	RIADF465	TEXT4461	TEXT4462	TEXT4463	TEXT4464	TEXT4467	TEXT4468	TEXT4469	TEXT4487	TEXT4489	TEXT4498	TEXT4499	TEXT4521	TEXT4522	TEXT4769	TEXTB527	
2732	71	0	135	153	60	58	139	0	135	0	0	0	0	0	0	0	0	0	0	0	0	false	201	0	42	0	77	16	766	128	0	0	Electronic Banking Wire Trf	Student Loan License Fee		OCC Assessment												
2750	61	0	0	39	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	18	0	0	84	0	0	0				LENDING EXPENSE												
2938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	1458	0	0	0																
3252	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0				Computer Exp- In House												
3458	0	0	0	0	0	0	0	0	18	20	0	0	0	0	0	0	0	0	0	0	0	false	0	-17	0	0	0	0	27	0	0	0				Director's Exam	Supplies										Year-End Tax Adjustment	
3720	237	0	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	303	0	0	0																
3953	105	28	86	408	20	115	0	0	0	0	0	0	0	0	0	0	0	2000	0	0	0	false	48	0	6	63	14	7	38	79	0	0	POS Transactions Income									Capital infusion by Bank Holding Company						
4138	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	169	227	182	0	0																
4156	181	0	55	15	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	26	0	10	119	25	40	295	60	0	0																
4231	0	0	0	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	247	0	0	0				AUDIT TAX AND ACCOUNTING FEES												
4437	0	0	0	267	0	239	217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	645	0	0	0	Origination fees - secondary market loans	Interchange fees from debit card program														
4839	0	0	0	0	0	0	0	0	213	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	529	0	0	0				Exam Audit												
5005	305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	288	0	0	459	0	0	0																
5069	0	0	820	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	783	0	0	0	0	0	0	0	0															CPA year-end deferred tax and fasb 13 adjustment	
5135	56	12	53	30	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	78	0	7	119	15	170	1008	109	0	0																
5210	1155	0	0	0	0	0	0	0	709	809	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	922	0	641	0	0	0	0				PA Shares tax	Professional services											
5331	0	0	0	0	0	0	0	0	279	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	640	0	0	0				Exam and Audit Fees												
5461	0	0	0	0	0	0	0	0	673	471	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	373	304	0	0				TRANSPORTATION	COURIER & COMMUNICATION EXPENSE											
5751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	96	0	0	136	0	0	0																
6039	79	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	239	0	0	0																
6057	9	4	0	12	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	6	0	8	0	5	6	48	11	0	0																
6141	16	0	43	2	4	13	0	0	150	51	0	0	0	0	0	0	0	0	0	0	0	false	41	0	8	0	6	0	139	48	0	0	FEES AND COMMISSIONS			WRITE OFF OF EQUITY SECURITY	OTHER FEES AND COMMISSIONS											
6329	335	1	48	301	68	287	166	301	525	147	279	0	0	0	0	0	0	0	0	0	0	false	257	0	0	125	25	183	0	499	0	0	YIELD SPREAD PREMIUM	EXCHANGE	LOAN SERV CH / ORIGINATION FEES	TELEPHONE EXPENSE	SERVICE FEE ANALYSIS	OFFICE SUPPLIES										
6972	0	0	0	0	0	950	0	0	790	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	Broker Loan Fee Incom			Deposit Servicing												
7009	0	0	0	0	0	0	0	0	40217	2091	0	0	0	0	0	0	0	4	0	0	0	true	0	0	0	0	0	0	0	0	0	0				INVESTMENT ADVISORY AND OTHER SVC FEES	CUSTODY FEES					See RI-E7 below for description				RI-E 5.a. - Income tax benefit resulting from employees' exercise of parent-issued stock option for parent's common stock.		
7045	59	0	75	49	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	61	0	12	0	17	30	0	76	0	0																
7157	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	22	75	0	0	0				ATM SWITCH FEES												
7456	32	0	48	0	34	82	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	71	0	0	0	Overdraft Charges			Public Relations												
7634	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	67	0	0				AUDIT, TAX, ACCT FEES												
8033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0																
8462	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	60	67	0	0																
8631	45	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	65	0	51	222	0	0	0																
9357	0	0	0	0	0	372	2872	0	422	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	Special Services Fees	Customer Owned ATMs		Loss on Sale of Assets												
9553	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	58	0	0	0	0	0	0																
9807	0	0	0	0	0	2069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	RECOGNITION OF FEDERAL INCOME TAX CREDIT															
9955	0	0	0	0	0	631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	267	0	0	0	KWMI															
10157	0	0	0	0	0	101	0	0	69	0	0	0	0	0	0	0	0	-72	0	0	0	false	0	0	0	0	0	0	122	0	0	0	MISCELLANEOUS INCOME			PROFESSIONAL FEES						STOCK BONUS AGREEMENT DEFERRED COST						
10250	396	0	119	129	42	240	60	37	206	100	89	0	0	0	0	0	0	750	0	0	0	false	161	0	47	9	42	35	103	289	0	0	Mortgage Origination Fees	Other Service Charges	Merchant Credit Card Fees	Insurance, Bond, D&O, Property, VSI, SBA	Donations	Education				Downstream From Parent Company						
10849	0	0	0	0	0	512	300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	334	0	0	0	Data Processing Income	Gain from termination of Interest Rate Swap														
10858	0	0	0	0	0	419	0	0	401	737	0	0	0	0	0	0	0	0	0	356	0	false	0	0	0	0	0	510	0	0	0	0	RE Secondary Market Fees			I/C FNNI Adm Overhead	I/C Ser Exp ETS-FNNI							Sold Investment in Retained Interest of securitization trust & purchased CC loans				
11145	78	14	86	22	14	0	0	0	114	0	0	0	0	0	0	0	0	0	0	0	0	false	75	0	64	0	21	120	299	86	0	0				Audit & exams												
11640	0	0	112	0	0	0	0	0	171	0	0	0	0	0	0	0	0	0	0	0	0	false	78	0	0	114	0	0	0	96	0	0				SALES AND STATE INCOME TAX												
11837	0	0	0	0	0	0	0	0	87	165	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	125	0	0	0				Consultant Fees	Donations											
12030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	543	498	0	0																
12058	0	0	0	0	0	0	0	0	309	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	149	0	0				Fees												
12142	41	0	72	12	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	76	0	16	0	39	68	0	87	0	0																
12245	0	0	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	186	71	0	0	OTHER FEE INCOME															
12311	45155	0	0	32683	0	49625	0	0	119330	0	0	0	0	0	0	0	0	10726	109633	188212	0	true	0	0	0	49306	0	0	0	0	0	0	Check card interchange income			Data processing and outside services						Stock Option Expense	Miscellaneous Adjustments and contribution of HCDC from Parent to Bank	Allowance acquired from Sky Bank merger		The schedule RI Income Statement for the year ended December 31, 2007 included the operations of Sky Bank for six months beginning July 1, 2007. Significant income and expense items for the year ended December 31, 2007 included: (1) higher provision expense for loan losses of $544.2 million (pre-tax) over the prior year, primarily related to $423.8 million recorded in the fourth quarter related to the Franklin Credit relationship restructuring, (2) $83.7 million (pre-tax) negative impact from Sky Financial merger-related integration costs, (3) $26.5 million of net market related losses which included $30.6 million of securities related net losses, offset by a gain of $4.1 million from the extinguishment of debt, (4) pretax losses of $19.0 million related to mortgage servicing rights and the related hedging activity, (5) losses of $34.0 million related to the write down of loans held for sale, and (6) a charge of $24.9 million related to the VISA anti-trust indemnification.		
12647	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	143	0	0	0				communications												
12656	3	0	35	8	1	1	0	0	14	17	10	0	0	0	0	0	0	0	0	0	0	false	10	0	2	0	3	9	8	14	0	0	CHECK CASHING FEES			CORRESPONDENT SERVICE CHARGES	TRAVEL EXPENSES	BANKERS BOND PREMIUM										
12937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0																
12946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0																
12955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	98	0	0	0	0	0	0	103	0	0																
13037	71	0	93	165	0	0	0	0	110	88	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	115	0	72	0	0				Audit fees	ATM fees											
13103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	1397	0	0	0																
13251	16	0	14	24	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	11	0	18	0	6	12	16	14	0	0												from undivided profits				
13457	0	0	16	0	0	0	0	0	23	26	19	0	0	0	0	0	0	0	0	0	0	false	0	0	0	50	0	0	41	17	0	0				Debit Card Charges	Life Insurance Expenses	OCC Assessments										
14052	252	0	57	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	38	0	0	0	0	0	148	50	0	0	Secondary Market Real Estate Pricing													The Bank formed an investment subsidiary under the state of Nevada on 1-1-2001		
14155	90	0	25	8	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	51	0	17	46	18	35	366	82	0	0																
14258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0																
14454	0	0	0	0	0	0	0	0	115	23	21	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	106	0	0	0				Management Fees	Service Charge Leases	Audit, Tax & Accounting										
14650	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	38	47	0	0	61	43	0	0	EXCHANGE & COLLECTIONS															
14753	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	23	0	0	0	0	0	104	0	0	0																
14865	0	0	0	0	0	298	214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	BEO BROKER FEE INCOME	DEBIT CARD INTERCHANGE														
14977	27	0	102	13	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	13	0	2	8	0	0	0	28	0	0																
15536	1478	0	33	1542	383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2020	1311	false	708	0	398	0	341	477	6423	1142	0	0												Acquired United Community Bank on January 1, 2007	Acquired Cardunal Saving Bank on October 1, 2007			
16337	536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	1035	0	0	0																
16458	227	0	301	0	0	304	0	0	248	197	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	374	0	0	0	Debit card interchange income			Professional Fees	Debit Card Processing Expense											
16551	137	0	0	0	0	285	0	0	172	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	Secondary market loan fees			Telephone and data network												
16748	0	0	56	0	0	44	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	40	8	22	137	0	0	0	Visa			AUDIT EXPENSE												
16944	4	0	60	3	4	9	3	3	29	25	11	0	0	0	0	0	0	0	0	0	0	false	18	0	4	0	11	10	138	27	0	0	Debit Card income	Money orders	Check cashing fees	Courier	Examiner fees	Insurance										
16953	39	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	19	0	0	0	0	0	62	27	0	0																
17110	522	0	108	274	33	237	0	0	935	698	542	0	0	0	0	0	0	0	0	0	0	true	114	0	0	0	0	0	1070	224	0	0	12b-1 fees			Referral fees	Contributions	Custodian costs								2k - Travel and entertainment           777 2l - Other professional fees             480 2m - Other client related fees           426		
17147	684	0	232	767	160	0	0	0	0	0	0	0	0	0	0	0	0	4490	0	6314	0	false	111	0	0	1544	178	1839	11167	476	0	0										Capital Infusion		Merger Of FNB/FSB/DBT/UCNB				
17259	19	4	38	82	39	10	5	17	0	0	0	0	0	0	0	0	0	0	0	0	0	false	29	0	8	59	9	62	0	43	0	0	Royalty Income	Forfiture	Other misc. income													
17464	1301	0	526	524	777	3053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	1217	0	0	1569	149	442	0	835	0	0	Interchange Income - Card Base & Merchant															
17839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	904	0	0	0																
17950	86	0	22	27	26	85	291	0	62	0	0	0	0	0	0	0	0	0	0	0	0	false	51	0	12	60	21	40	389	129	0	0	OTHER COMMISSIONS	RE SECONDARY LOAN FEES		TELEPHONE												
18050	0	0	0	0	0	601	0	0	414	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	Debit Card Program Income			Debit Card Program Expense												
18135	0	0	0	0	0	0	0	0	533	175	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	120	0	0	321	150	0	0				Conventional Credit Insurance	Contracted Services											
18377	8	0	9	0	11	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	false	4	0	0	0	0	0	13	10	0	0				Accounting Fees												
18827	0	0	0	0	0	169	0	0	100	0	0	0	0	0	0	0	0	0	0	-43	0	false	0	0	0	0	0	0	0	0	0	0	Visa Check Card Discount Fee			Donation to Armstrong County Community Foundation								Current year adjustment for allowance for loan loss - off balance sheet items				
18836	0	0	149	229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	145	373	122	0	0																
18854	57	0	0	0	0	148	0	0	77	70	0	0	0	0	0	0	0	2000	0	0	0	false	0	0	0	0	0	0	0	49	0	0	Administrative Fees			Consultants/Contract Fees	Lease Expense					Capital Contributions						
18957	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0																
19356	74	14	33	15	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	false	46	-1519	10	11	12	12	241	73	0	0				Other real estate expenses											To record deferred compensation as of 12-31-06.  Per FDIC exam	
19730	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	2352	2172	0	0	0																
19936	146	10	146	20	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	91	0	61	77	27	217	285	80	0	0																
19972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	79	0	0	0	0	0	0																
20053	0	0	0	0	0	0	0	0	139	0	0	0	0	0	0	0	0	5361	0	913	0	false	0	0	0	0	0	0	88	0	0	0				Audit & Tax Accounting Fees						Capital Injection		Loan Loss Provision as increase to Goodwill from merger				
20147	90	0	41	19	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	42	0	25	0	0	60	79	40	0	0																
20259	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	188	130	0	0	0				Employee recruiting fees												
20370	170	0	142	311	14	0	0	0	220	142	187	0	0	0	0	0	0	0	0	0	0	false	82	0	0	108	13	304	99	88	0	0				Telephone	B&O Tax	ATM Expense										
20512	0	0	0	0	0	25	0	0	95	112	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	22	0	52	0	0	certegy income			pa shares tax	professional services											
20633	227	0	0	0	0	0	0	0	157	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	173	0	0	449	161	0	0				Accounting Fees												
20839	0	0	0	0	0	185	0	0	345	0	0	0	0	0	0	0	0	1500	0	0	0	false	0	-29	0	0	0	0	431	0	0	0	Mortgage Origination			Consulting						Capital Infusion					Change in accounting principles	
20857	32	0	19	2	19	20	4	0	117	66	45	0	0	0	0	0	0	0	0	0	0	false	19	0	0	13	5	4	0	40	0	0	Card income	Wire transfer fees		Donations	Professional fees	Correspondent bank service fees										
20866	0	0	0	178	0	0	0	0	351	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	164	0	0	0	0	0	0				SOFTWARE MAINTENANCE EXP												
21256	1	0	23	27	1	0	0	0	8	8	10	0	0	0	0	0	0	0	0	0	0	true	2	0	1	21	2	0	41	7	0	0				Dues & Membership	Entertainment Expense	Telephone								Additional espenses for RI-E 2: Other Insurance                            7 VISA Check Card Expense           7		
21359	18	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	19	0	0	0																
21630	19	0	80	1	26	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	false	23	0	0	0	5	26	81	31	0	0				Advalorem tax												
21658	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	true	0	0	0	88	0	91	110	0	0	0														Edit Name: R3110.3187; Edit Type: Quality edit: the reason for the big difference is because this quarter was not on a weekend, so we did not reclassify all of our checking accounts to be Money market accounts. These figures are actual - not reclassified. Ellen 715-926-4234		
22048	0	0	0	0	0	305	282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	146	0	0	342	0	0	0	Miscellaneous Customer Service Fees	Miscellaneous Income- Reversed Salary Continuation Plan Provision(191)														
22235	0	0	0	0	0	691	425	0	511	344	382	0	0	0	0	0	0	0	0	0	0	false	0	-65	0	0	0	0	825	0	0	0	Mortgage Origination	Service Release Premium		Consulting	Bank Service Release Premium	Bank Origination Fees									Change in accounting priciples - FIN 48	
22356	439	0	0	0	0	243	0	0	326	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	288	0	0	0	Signature Based Income			Credit Card Expense												
22459	86	0	100	6	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	54	0	8	0	24	47	186	98	0	0																
22543	0	0	0	0	0	35	0	0	62	44	30	0	0	0	0	0	0	0	0	0	0	true	0	0	0	0	0	0	69	0	0	0	data processing income			other operating	atm	loss of sale oreo										
22552	50	0	22	9	6	42	28	0	89	32	0	0	0	0	0	0	0	0	0	0	0	false	21	0	4	0	7	9	2	48	0	0	DATA PROCESSING	MISC FEES		EQUIPMENT & SERVICES	CONSULTING											
22730	106	0	121	0	0	104	125	0	101	85	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	349	0	0	0	Secondary Market Fees	Visa Check Card/ATM Fees		Telephone	Visa Check Card Expenses											
22936	412	0	0	0	0	523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	678	0	0	0	Mortgage Fees															
22954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	162	0	0	0																
23036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	432	0	1330	0	false	0	0	0	0	0	0	1988	0	0	0										Capital Infusion		Loan Loss Reserve acquired from Citizens Bank in Jan 07 Merger				
