"IDRSSD"	RCFD0426	RCFD2130	RCFD2150	RCFD2651	RCFD3164	RCFD3190	RCFD4088	RCFD5372	RCFD5374	RCFD5375	RCFD5507	RCFD6164	RCFD6165	RCFDA590	RCFDB026	RCFDB569	RCFDB570	RCFDB571	RCFDF055	RCFDF056	RCFDF057	RCFDF058	RCFDF059	RCFDF060	RCFDF061	RCFDF062	RCFDF063	RCFDF065	RCFN5513	RCON0426	RCON2130	RCON2150	RCON2651	RCON3164	RCON3190	RCON4088	RCON5372	RCON5374	RCON5375	RCON5507	RCON5508	RCON5509	RCON5510	RCON5511	RCON5512	RCON6164	RCON6165	RCONA590	RCONB026	RCONB569	RCONB570	RCONB571	RCONC979	RCONF055	RCONF056	RCONF057	RCONF058	RCONF059	RCONF060	RCONF061	RCONF062	RCONF063	RCONF064	RCONF065	TEXT4087	
1632																														0	0	235	0	0	57000	true	0	0	0	0	28	0	0	0	207	21098	8	0	0	true	0	0	0	57000	0	0	0	0	0	0	0	0	0	0	www.seaislandbank.com	
1669																														1393	0	15	0	0	1000	true	0	0	0	1393	0	0	15	0	0	2593	2	0	0	false	0	1000	0	0	0	0	0	0	1000	0	0	0	0	0	www.lnbparis.com	
1829																														901	0	655	38959	0	49848	true	0	0	0	901	0	0	0	655	0	1484	1	0	0	false	0	0	0	38959	0	0	10889	0	0	0	0	0	0	0	http://avbpgh.com	
1856																														0	0	0	0	0	83500	false	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	29500	0	0	54000	0	0	0	0	0	0	0		
2040																														0	0	0	3449	0	25392	true	0	0	0	0	0	0	0	0	0	639	1	0	0	false	0	0	0	3449	4943	12000	5000	15000	0	0	0	0	0	0	http://www.fmnetbank.com	
2161																														0	0	0	0	0	0	true	0	0	0	0	0	0	0	0	0	1496	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.ffpnet.com	
2376																														0	4149	1370	5000	0	320336	true	0	4149	0	0	0	0	0	1220	150	34053	2	0	0	false	0	0	0	5000	0	29853	270000	295000	15483	0	0	0	0	15483	http://oritani.com	
2451																														282	0	193	0	282	8225	true	0	0	0	0	0	110	83	0	0	563	2	282	0	false	0	0	0	7500	0	121	604	0	0	0	0	0	0	0	http://thunderbank.com	
2554																														0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
2732																														1112	0	0	0	0	357	true	0	0	0	1112	0	0	0	0	0	33919	6	0	0	true	0	0	0	0	0	0	0	0	357	0	0	0	0	357	www.albanybank.com	
2750																														0	0	0	1800	0	7000	true	0	0	0	0	0	0	0	0	0	2008	3	0	0	false	0	0	0	6300	0	0	700	0	0	0	0	0	914	0	www.genoanationalbank.com	
2938																														0	0	1723	0	0	29000	true	0	0	0	0	1723	0	0	0	0	32794	9	0	0	true	2747	0	0	0	0	0	0	0	29000	0	0	0	0	0	www.securitybank-albany.com	
3252																														0	0	0	0	0	2088	false	0	0	0	0	0	0	0	0	0	735	0	0	0	false	0	0	0	583	0	0	1500	0	5	0	0	0	0	0		
3458																														0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
3720																														0	0	5	0	0	2458	true	0	0	0	0	0	0	0	0	5	962	1	0	0	true	0	0	0	2000	0	0	0	0	458	0	0	0	0	458	www.bankofclarendon.com	
3953																														0	0	0	4050	0	4420	true	0	0	0	0	0	0	0	0	0	3840	4	0	0	false	0	0	0	4050	0	0	370	370	0	0	0	0	0	0	http://www.fcbanker.com	
4138																														0	23	490	295	0	2160	true	0	23	0	0	0	0	450	0	40	4196	2	0	0	true	0	0	0	295	487	425	953	0	0	0	0	0	0	0	www.fnblafollette.com	
4156																														0	0	0	0	0	31500	true	0	0	0	0	0	0	0	0	0	1153	2	0	0	true	0	0	0	24000	500	5000	2000	0	0	0	0	0	0	0	http://www.kanzabank.com	
4231																														0	0	174	0	0	0	false	0	0	0	0	0	0	0	0	174	3314	5	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.fmbanksylvania.com	
4437																														0	0	40	0	0	9046	true	0	0	0	0	0	0	0	0	40	7533	4	0	0	false	0	0	0	4062	826	898	3260	0	0	0	0	0	0	0	www.fnbwv.com	
4839																														0	83	177	24500	0	35900	true	0	0	83	0	0	0	177	0	0	16427	5	0	0	false	0	0	0	24500	11400	0	0	0	0	0	0	0	0	0	http://abcbank.net	
5005																														0	0	5350	3938	0	54538	true	0	0	0	0	5350	0	0	0	0	611	0	0	0	true	0	0	0	3938	18411	9623	22566	35500	0	0	0	0	0	0	WWW.STONESAV.COM	
5069																														0	0	1700	0	0	0	false	0	0	0	0	0	0	0	0	1700	150	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
5135																														0	0	36	0	0	9300	true	0	0	0	0	0	0	36	0	0	10902	4	0	0	false	0	0	0	9300	0	0	0	0	0	0	0	0	0	0	http://www.fsbanks.com	
5210																														28	0	136	70390	0	125840	true	0	0	0	28	0	0	0	0	136	1460	0	0	0	false	0	450	0	80390	35000	10000	0	10000	450	0	0	0	0	450	http://www.acnb.com	
5331																														0	0	0	19000	0	19079	true	0	0	0	0	0	0	0	0	0	3249	2	0	0	false	0	79	0	19000	0	0	0	0	79	0	0	0	0	79	www.hydeparkbank.net	
5461																														686	769	276	33390	0	33739	true	0	769	0	686	276	0	0	0	0	78	0	0	0	false	0	349	0	33390	0	0	0	0	349	0	0	0	0	0	WWW.BANKBAC.COM	
5751																														0	0	0	0	0	0	true	0	0	0	0	0	0	0	0	0	196	0	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.kearnycountybank.com	
6039																														0	0	100	0	0	0	true	0	0	0	0	0	0	0	0	100	644	0	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.aebalma.com	
6057																														0	0	169	0	0	500	true	0	0	0	0	0	0	73	0	96	62	0	0	0	false	0	0	0	500	0	0	0	0	0	0	0	0	0	0	http://www.bankhale.com	
6141																														0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	103	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
6329																														0	0	301	0	0	0	true	0	0	0	0	29	0	198	0	74	529	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	WWW.ABBANK.COM	
6972																														143	0	2737	0	0	99572	true	0	0	0	143	0	0	2737	0	0	2957	2	0	0	false	0	0	0	53000	0	0	1500	0	45072	0	0	0	0	45072	http://www.firstindy.com	
7009																														0	0	0	0	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.bessemer.com	
7045																														0	0	0	0	0	0	true	0	0	0	0	0	0	0	0	0	1720	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.tpbbancorp.com	
7157																														0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	248	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
7456																														0	0	37	0	0	0	true	0	0	0	0	0	0	0	0	37	320	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	350	0	www.bankofhartington.com	
7634																														0	0	5	0	0	0	false	0	0	0	0	0	0	5	0	0	476	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
8033																														0	0	0	0	0	18468	true	0	0	0	0	0	0	0	0	0	3622	2	0	0	true	0	0	0	12932	4020	0	1500	0	0	16	0	0	0	0	www.thefriendlybank.com	
8462																														0	0	0	0	0	0	true	0	0	0	0	0	0	0	0	0	1329	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.perrytonbank.com	
8631																														0	0	0	0	0	0	true	0	0	0	0	0	0	0	0	0	598	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.pcbsm.com	
9357																														4109	0	0	6300	0	6300	true	0	0	0	4109	0	0	0	0	0	34	0	0	0	true	0	0	0	6300	0	0	0	0	0	0	0	0	0	0	www.fidelitybankmn.com	
9553																														0	0	0	4427	0	7086	true	0	0	0	0	0	0	0	0	0	2558	1	0	0	false	0	0	0	4427	349	819	1491	0	0	0	0	0	0	0	http://adamscountybankonline.com	
9807																														0	14	47994	20000	0	307377	true	0	0	14	0	47071	0	373	0	550	55500	3	0	0	true	0	0	0	20000	2377	20000	265000	0	0	0	0	0	0	0	www.amboybank.com	
9955																														1110	0	0	0	0	2269	true	0	0	0	1110	0	0	0	0	0	1706	0	0	0	true	0	0	0	0	214	0	2055	0	0	0	0	0	0	0	http://www.bankkansas.com	
10157																														0	0	0	0	0	3875	true	0	0	0	0	0	0	0	0	0	612	0	0	0	false	0	3875	0	0	0	0	0	0	3875	0	0	0	0	3875	www.fnblarned.com	
10250																														0	0	0	0	0	6000	true	0	0	0	0	0	0	0	0	0	782	0	0	0	true	0	0	0	0	4000	2000	0	0	0	0	0	0	0	0	http://www.thebankofelkriver.com	
10849																														0	0	413	29000	0	37963	true	0	0	0	0	0	0	413	0	0	10401	4	0	0	true	0	0	0	29356	2764	5843	0	0	0	0	0	0	0	0	http://www.firststatebk.com	
10858																														27	0	0	0	0	9563	true	0	0	0	27	0	0	0	0	0	3518	3	0	0	true	0	989	0	175	880	5600	1919	5000	989	0	0	0	0	0	www.pvsb.com	
11145																														17	0	1478	3612	0	16700	false	0	0	0	17	0	0	315	0	1163	1747	1	0	0	false	0	0	0	3612	4455	1316	7317	0	0	0	0	0	0	0		
11640																														0	0	277	0	0	10056	true	0	0	0	0	0	0	277	0	0	5645	1	0	0	false	0	0	0	32	10024	0	0	0	0	0	0	0	0	0	http://fnbclarksdale.com	
11837																														0	0	0	0	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.farmbk.com	
12030																														0	0	73	0	0	0	true	0	0	0	0	73	0	0	0	0	2033	2	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://WWW.fnbalma.com	
12058																														0	0	536	0	0	5071	true	0	0	0	0	0	0	376	0	160	245	0	0	0	false	0	0	0	5000	0	0	0	0	71	0	0	0	0	0	www.bankofholden.com	
12142																														0	0	0	0	0	0	true	0	0	0	0	0	0	0	0	0	778	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.clevelandstatebank.com	
12245																														0	0	0	6100	0	7100	true	0	0	0	0	0	0	0	0	0	3314	2	0	0	false	0	0	0	6100	1000	0	0	0	0	0	0	0	0	0	WWW.BANKNORTHWIS.COM	
12311	598838	115497	74977	0	207894	5278666	true	0	115497	0	386845	275346	11	207894	4099	true	4631443	0	46000	609285	2400000	30064	0	493888	450267	199162	1050000	1199013	0						5278666						749	0	59084	0	6448								8696										0		www.huntington.com	
12647																														0	0	74	0	0	3550	true	0	0	0	0	74	0	0	0	0	998	1	0	0	false	0	0	0	3550	0	0	0	0	0	0	0	0	0	0	http://PORTAGECOUNTYBANK.COM	
12656																														0	0	0	0	0	0	true	0	0	0	0	0	0	0	0	0	307	2	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.mybankathome.com	
12937																														0	0	0	0	0	545	true	0	0	0	0	0	0	0	0	0	4547	2	0	0	false	0	0	0	0	0	0	0	0	545	0	0	0	0	0	www.oakbank.com	
12946																														2384	1111	245	9018	0	33200	true	0	1078	33	2384	0	0	5	0	240	3218	2	0	0	true	0	603	0	14018	6193	10638	1748	0	603	0	0	0	0	0	www.fbtarkansas.com	
12955																														0	0	143	0	0	3400	true	0	0	0	0	143	0	0	0	0	1266	1	0	0	false	0	0	0	0	0	0	3400	0	0	0	0	0	0	0	http://www.bankofnebraska.com	
13037																														0	0	504	0	0	0	true	0	0	0	0	0	0	0	0	504	5560	3	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.tradersbanking.com	
13103																														0	0	0	63750	0	194233	true	0	0	0	0	0	0	0	0	0	1530	0	0	0	false	0	0	0	63750	129700	0	783	0	0	0	0	0	0	0	www.BristolCountySavingsBank.com	
13251																														0	0	163	0	0	0	false	0	0	0	0	0	0	163	0	0	63	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://elysianbank.com	
13457																														0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	7	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
14052																														0	0	0	0	0	1000	true	0	0	0	0	0	0	0	0	0	3600	3	0	0	false	0	0	0	0	0	0	0	0	0	1000	0	0	0	0	www.lcb@lcbwi.com	
14155																														0	0	831	3535	0	9835	true	0	0	0	0	732	0	99	0	0	487	0	0	0	false	0	0	0	3535	3175	0	3125	3000	0	0	0	0	950	0	http://www.fandcbank.com	
14258																														0	0	0	0	0	0	true	0	0	0	0	0	0	0	0	0	19743	9	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Jacksonstatebank.com	
14454																														0	0	0	0	0	600	true	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	600	0	0	0	0	0	0	0	0	0	0	www.fsevamsville.com	
14650																														0	0	62	0	0	0	false	0	0	0	0	0	0	62	0	0	69	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
14753																														0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	739	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	1290	0		
14865																														1019	0	0	11500	0	16888	true	0	0	0	1019	0	0	0	0	0	1814	1	0	0	true	0	5388	0	11500	0	0	0	0	5388	0	0	0	0	5388	http://beobank.com	
14977																														0	0	0	0	0	303	false	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	303	0	0	0	0	0	0	0		
15536																														2142	0	15103	182549	120	240049	true	0	0	0	2022	0	0	545	14558	0	180	0	120	0	false	0	0	0	182549	56000	1500	0	0	0	0	0	0	0	0	http://www.parknatl.com	
16337																														0	0	228	0	0	29000	true	0	0	0	0	228	0	0	0	0	1355	1	0	0	true	0	0	0	0	23000	6000	0	29000	0	0	0	0	0	0	www.wakullabank.com	
16458																														0	0	0	0	0	1660	true	0	0	0	0	0	0	0	0	0	11010	3	0	0	true	0	0	0	0	1349	0	0	0	311	0	0	0	0	0	www.douglascountybank.com	
16551																														0	0	837	5000	0	23954	true	0	0	0	0	243	0	124	0	470	348	0	0	0	false	0	0	0	5000	12500	2000	4116	8116	0	338	0	0	0	0	http://www.northviewbank.com	
16748																														336	0	135	1000	320	3000	true	0	0	0	16	135	0	0	0	0	1412	2	320	0	false	0	0	0	1000	2000	0	0	0	0	0	0	0	0	0	http://www.esbanc.com	
16944																														0	0	6	0	0	0	true	0	0	0	0	0	0	0	0	6	901	2	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.wmsbank.com	
16953																														0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	42	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.fertilebeltrami.k12.mn.us	
17110																														149	0	0	0	0	0	false	0	0	0	149	0	0	0	0	0	4282	2	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.haverfordtrust.com	
17147																														2579	0	2015	55180	599	156732	true	0	0	0	1980	139	0	1210	148	518	52122	13	599	0	true	0	0	0	55180	42338	47030	12184	0	0	0	0	0	0	0	http://www.firstmerchants.com	
17259																														0	0	113	0	0	3750	true	0	0	0	0	0	0	113	0	0	1156	1	0	0	false	0	0	0	750	0	0	3000	0	0	0	0	0	1575	0	http://www.fnbmarlow.com	
17464																														13258	1688	10092	188780	3756	327867	true	327	1688	0	9502	9765	0	0	0	0	2387	2	3756	0	true	0	34658	0	228780	29114	5074	30241	0	34658	0	0	0	0	34658	http://www.botc.com	
17839																														0	0	26	0	0	0	true	0	0	0	0	26	0	0	0	0	13192	5	0	0	true	205	0	0	0	0	0	0	0	0	0	0	0	0	0	www.sumterbank.com	
17950																														0	0	0	0	0	6501	true	0	0	0	0	0	0	0	0	0	650	1	0	0	false	0	0	0	200	6000	301	0	0	0	0	0	0	0	0	www.bankofbridger.com	
18050																														934	0	0	0	0	667	true	0	0	0	934	0	0	0	0	0	4584	3	0	0	true	0	0	0	0	50	155	462	0	0	0	0	0	0	0	http://www.fnbbastrop.com	
18135																														0	0	0	0	0	20370	false	0	0	0	0	0	0	0	0	0	322	0	0	0	true	6138	0	0	0	0	3970	16400	16400	0	0	0	0	0	0	http://banksouthcentral.com	
18377																														0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	206	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.ballysavingsbank.com	
18827																														0	0	57	0	0	757	false	0	0	0	0	0	0	32	0	25	1978	1	0	0	false	0	0	0	0	0	0	0	0	0	0	0	757	0	0	www.merchantskittanning.com	
18836																														0	0	0	0	0	4554	true	0	0	0	0	0	0	0	0	0	1893	1	0	0	false	0	0	0	0	1000	2026	1528	0	0	0	0	0	0	0	http://www.caponvalleybank.com	
18854																														0	0	0	0	0	0	true	0	0	0	0	0	0	0	0	0	10	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.bank7.com	
18957																														0	0	113	60	0	4590	false	0	0	0	0	0	0	86	0	27	141	0	0	0	false	0	0	0	560	467	1224	2339	744	0	0	0	0	0	0		
19356																														0	0	0	0	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0	http://www.sbtmiami.com	
19730																														7853	0	1872	81981	0	113291	true	0	0	0	7853	0	0	1872	0	0	87879	6	0	0	true	0	0	0	81981	31310	0	0	0	0	0	0	0	0	0	www.standardbanks.com	
19936																														0	0	209	10000	0	10000	true	0	0	0	0	0	0	30	0	179	5232	3	0	0	false	0	0	0	10000	0	0	0	0	0	0	0	0	0	0	www.cbkamericus.com	
19972																														0	0	0	0	0	0	false	0	0	0	0	0	0	0	0	0	306	0	0	0	false	0	0	0	0	0	0	0	0	0	0	0	0	0	0		
20053																														536	0	300	0	0	3450	true	0	0	0	536	0	0	100	0	200	141	0	0	0	false	0	0	0	1500	1790	160	0	0	0	0	0	0	0	0	http://www.securityonlinebank.com	
20147																														70	0	310	0	70	2766	true	0	0	0	0	0	0	310	0	0	1196	0	70	0	false	0	0	0	2500	0	266	0	0	0	0	0	0	0	0	http://farmersstatebank-in.com	
20259																														946	0	0	0	0	12	true	0	0	0	946	0	0	0	0	0	1121	1	0	0	false	0	0	0	0	0	0	0	0	0	12	0	0	0	12	www.pinedalebank.com	
20370																														0	0	123	0	0	2600	true	0	0	0	0	123	0	0	0	0	595	1	0	0	false	0	0	0	2600	0	0	0	0	0	0	0	0	0	0	www.firstheritage.net	
20512																														0	0	63	6330	0	16330	false	0	0	0	0	0	0	0	0	63	603	0	0	0	false	0	0	0	6330	0	10000	0	0	0	0	0	0	0	0	http://www.fnbpa.com	
20633																														0	0	426	0	0	6000	true	0	0	0	0	0	0	0	0	426	4702	2	0	0	false	0	0	0	4000	1000	1000	0	0	0	0	0	0	0	0	www.mcnbbanks.com	
20839																														0	0	0	2000	0	8000	true	0	0	0	0	0	0	0	0	0	497	0	0	0	false	0	0	0	2000	1000	5000	0	6000	0	0	0	0	0	0	http://www.colonybank.com	
20857																														0	0	0	550	0	1354	true	0	0	0	0	0	0	0	0	0	382	0	0	0	false	0	0	0	550	205	214	385	0	0	0	0	0	0	0	http://granitefallsbank.com/site	
20866																														0	0	0	16500	0	24867	false	0	0	0	0	0	0	0	0	0	5542	3	0	0	false	0	0	0	16500	8000	0	0	0	0	0	0	367	0	0	http://homevalleybank.com	
21256																														0	0	36	600	0	600	false	0	0	0	0	0	0	36	0	0	38	0	0	0	false	0	0	0	600	0	0	0	0	0	0	0	0	0	0		
21359																														0	0	44	0	0	375	true	0	0	0	0	0	0	0	0	44	353	1	0	0	false	0	46	0	0	0	0	0	0	46	50	73	206	0	0	http://asbgrygla.com	
21630																														0	0	0	0	0	5702	true	0	0	0	0	0	0	0	0	0	1913	4	0	0	false	0	0	0	437	0	0	5265	0	0	0	0	0	0	0	http://www.thetechebank.com	
21658																														0	0	244	0	0	1742	true	0	0	0	0	0	0	83	0	161	1492	1	0	0	true	0	0	0	0	0	0	0	0	0	1300	442	0	0	0	www.alliancebank.us	
22048																														0	158	186	0	0	5860	true	0	0	158	0	12	0	174	0	0	6641	4	0	0	false	0	0	0	1995	2438	0	1199	0	228	0	0	0	0	228	www.unionbnk.com	
22235																														402	0	522	3000	0	20000	true	0	0	0	402	0	0	225	166	131	689	0	0	0	false	0	0	0	6000	0	14000	0	17000	0	0	0	0	0	0	http://www.colonybank.com	
22356																														0	241	0	0	0	205	true	0	171	70	0	0	0	0	0	0	2874	1	0	0	false	0	205	0	0	0	0	0	0	205	0	0	0	0	205	http://www.powellbank.com	
22459																														0	0	0	0	0	3523	true	0	0	0	0	0	0	0	0	0	4008	4	0	0	false	0	156	0	0	0	0	3367	0	156	0	0	0	0	156	http://WWW.1STBANKONLINE.COM	
22543																														0	11	0	0	0	0	true	0	0	11	0	0	0	0	0	0	51	0	0	0	true	0	0	0	0	0	0	0	0	0	0	0	0	0	0	www.istatesavingsbank.com	
22552																														0	0	44	1800	0	1800	true	0	0	0	0	0	0	0	0	44	1554	2	0	0	true	0	0	0	1800	0	0	0	0	0	0	0	0	0	0	http://www.firstsoutheastbank.com	
22730																														0	0	18	4900	0	6100	true	0	0	0	0	0	0	18	0	0	1231	1	0	0	false	0	0	0	4900	0	0	1200	0	0	0	0	0	0	0	http://www.westunionbank.com	
